,Unnamed: 0,year,migback,pgisced97,plh0185,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
277,277,2012,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.21501,75,19615,0.18633,0.25126
278,278,2012,Direct migration background,Second Stage of Tertiary Education,Often,0.08769,34,19615,0.06888,0.12015
279,279,2012,Indirect migration background,Lower Secondary Level,Very seldom,0.5788,60,19615,0.44717,0.72379
280,280,2012,Indirect migration background,Lower Secondary Level,Seldom,0.4212,39,19615,0.27749,0.57379
281,281,2012,Indirect migration background,Upper Secondary Level,Very seldom,0.47538,147,19615,0.39192,0.55933
282,282,2012,Indirect migration background,Upper Secondary Level,Seldom,0.33833,104,19615,0.26712,0.41751
283,283,2012,Indirect migration background,Upper Secondary Level,Sometimes,0.18629,60,19615,0.13172,0.23049
284,284,2012,Indirect migration background,Second Stage of Tertiary Education,Very seldom,0.62972,43,19615,0.39279,0.82834
285,285,2012,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.37028,36,19615,0.24971,0.50609
286,286,2013,No migration background,Pre-primary Level,Very seldom,0.52481,153,24624,0.42379,0.62602
287,287,2013,No migration background,Pre-primary Level,Seldom,0.33135,121,24624,0.28103,0.39297
288,288,2013,No migration background,Pre-primary Level,Sometimes,0.14384,43,24624,0.08743,0.21136
289,289,2013,No migration background,Primary Level,Very seldom,0.6284,75,24624,0.51289,0.77146
290,290,2013,No migration background,Primary Level,Seldom,0.3716,51,24624,0.27079,0.5231
291,291,2013,No migration background,Lower Secondary Level,Very seldom,0.39161,725,24624,0.35892,0.41737
292,292,2013,No migration background,Lower Secondary Level,Seldom,0.30105,587,24624,0.27364,0.32806
293,293,2013,No migration background,Lower Secondary Level,Sometimes,0.20133,362,24624,0.18466,0.21651
294,294,2013,No migration background,Lower Secondary Level,Often,0.08164,147,24624,0.07262,0.0931
295,295,2013,No migration background,Lower Secondary Level,Very often,0.02438,44,24624,0.01744,0.0338
296,296,2013,No migration background,Upper Secondary Level,Very seldom,0.39615,4404,24624,0.38418,0.40855
297,297,2013,No migration background,Upper Secondary Level,Seldom,0.35615,3962,24624,0.34292,0.36727
298,298,2013,No migration background,Upper Secondary Level,Sometimes,0.17192,1798,24624,0.16412,0.17948
299,299,2013,No migration background,Upper Secondary Level,Often,0.06271,645,24624,0.05821,0.06764
300,300,2013,No migration background,Upper Secondary Level,Very often,0.01306,155,24624,0.0109,0.01579
301,301,2013,No migration background,Post-secondary Non-tertiary Level,Very seldom,0.40583,550,24624,0.359,0.44981
302,302,2013,No migration background,Post-secondary Non-tertiary Level,Seldom,0.31804,496,24624,0.28552,0.35226
303,303,2013,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.21475,251,24624,0.18164,0.24608
304,304,2013,No migration background,Post-secondary Non-tertiary Level,Often,0.06138,78,24624,0.0481,0.07499
305,305,2013,No migration background,First Stage of Tertiary Education,Very seldom,0.43094,661,24624,0.39529,0.4654
306,306,2013,No migration background,First Stage of Tertiary Education,Seldom,0.36424,539,24624,0.33221,0.39635
307,307,2013,No migration background,First Stage of Tertiary Education,Sometimes,0.15799,222,24624,0.13438,0.18706
308,308,2013,No migration background,First Stage of Tertiary Education,Often,0.04683,73,24624,0.03533,0.05866
309,309,2013,No migration background,Second Stage of Tertiary Education,Very seldom,0.43811,2274,24624,0.41865,0.45884
310,310,2013,No migration background,Second Stage of Tertiary Education,Seldom,0.35223,1843,24624,0.33546,0.36892
311,311,2013,No migration background,Second Stage of Tertiary Education,Sometimes,0.15308,697,24624,0.14076,0.16686
312,312,2013,No migration background,Second Stage of Tertiary Education,Often,0.04623,210,24624,0.04082,0.05287
313,313,2013,No migration background,Second Stage of Tertiary Education,Very often,0.01035,50,24624,0.00812,0.01315
314,314,2013,Direct migration background,Primary Level,Very seldom,0.75032,50,24624,0.4727,1.05158
315,315,2013,Direct migration background,Primary Level,Seldom,0.24968,32,24624,0.14328,0.3908
316,316,2013,Direct migration background,Lower Secondary Level,Very seldom,0.35126,204,24624,0.29102,0.41123
317,317,2013,Direct migration background,Lower Secondary Level,Seldom,0.33212,167,24624,0.2672,0.39637
318,318,2013,Direct migration background,Lower Secondary Level,Sometimes,0.21571,97,24624,0.15774,0.26572
319,319,2013,Direct migration background,Lower Secondary Level,Often,0.10091,45,24624,0.06889,0.13979
320,320,2013,Direct migration background,Upper Secondary Level,Very seldom,0.40306,414,24624,0.35067,0.46243
321,321,2013,Direct migration background,Upper Secondary Level,Seldom,0.35354,366,24624,0.31031,0.3997
322,322,2013,Direct migration background,Upper Secondary Level,Sometimes,0.1866,174,24624,0.15292,0.22382
323,323,2013,Direct migration background,Upper Secondary Level,Often,0.05681,60,24624,0.04129,0.07326
324,324,2013,Direct migration background,Post-secondary Non-tertiary Level,Very seldom,0.391,122,24624,0.2958,0.49986
325,325,2013,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.4241,113,24624,0.33008,0.5426
326,326,2013,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.1849,57,24624,0.13161,0.23338
327,327,2013,Direct migration background,First Stage of Tertiary Education,Very seldom,0.52168,37,24624,0.33286,0.7477
328,328,2013,Direct migration background,First Stage of Tertiary Education,Seldom,0.47832,36,24624,0.31459,0.62359
329,329,2013,Direct migration background,Second Stage of Tertiary Education,Very seldom,0.37316,242,24624,0.31542,0.43674
330,330,2013,Direct migration background,Second Stage of Tertiary Education,Seldom,0.28433,193,24624,0.22764,0.35565
331,331,2013,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.27061,115,24624,0.21399,0.3295
332,332,2013,Direct migration background,Second Stage of Tertiary Education,Often,0.07191,38,24624,0.04267,0.10163
333,333,2013,Indirect migration background,Pre-primary Level,Very seldom,0.53267,41,24624,0.34568,0.77404
334,334,2013,Indirect migration background,Pre-primary Level,Seldom,0.46733,35,24624,0.2534,0.69809
335,335,2013,Indirect migration background,Lower Secondary Level,Very seldom,0.54254,70,24624,0.38858,0.71335
336,336,2013,Indirect migration background,Lower Secondary Level,Seldom,0.36521,86,24624,0.27212,0.46341
337,337,2013,Indirect migration background,Lower Secondary Level,Sometimes,0.09225,32,24624,0.06545,0.12514
338,338,2013,Indirect migration background,Upper Secondary Level,Very seldom,0.39337,181,24624,0.33476,0.47144
339,339,2013,Indirect migration background,Upper Secondary Level,Seldom,0.41986,168,24624,0.34355,0.49633
340,340,2013,Indirect migration background,Upper Secondary Level,Sometimes,0.18677,72,24624,0.12351,0.26859
341,341,2013,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,1.0,32,24624,0.64098,1.3819
342,342,2013,Indirect migration background,Second Stage of Tertiary Education,Very seldom,0.68824,75,24624,0.49944,0.87699
343,343,2013,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.31176,54,24624,0.21915,0.4397
344,344,2014,No migration background,Pre-primary Level,Very seldom,0.51104,123,25906,0.4084,0.62914
345,345,2014,No migration background,Pre-primary Level,Seldom,0.34018,98,25906,0.27528,0.42822
346,346,2014,No migration background,Pre-primary Level,Sometimes,0.14878,42,25906,0.10592,0.19853
347,347,2014,No migration background,Primary Level,Very seldom,0.46616,62,25906,0.34874,0.61713
348,348,2014,No migration background,Primary Level,Seldom,0.28605,51,25906,0.21231,0.38589
349,349,2014,No migration background,Primary Level,Sometimes,0.24779,43,25906,0.1641,0.34017
350,350,2014,No migration background,Lower Secondary Level,Very seldom,0.3837,684,25906,0.35782,0.41185
351,351,2014,No migration background,Lower Secondary Level,Seldom,0.32688,572,25906,0.29498,0.35675
352,352,2014,No migration background,Lower Secondary Level,Sometimes,0.18787,279,25906,0.16585,0.21167
353,353,2014,No migration background,Lower Secondary Level,Often,0.08544,137,25906,0.07382,0.09732
354,354,2014,No migration background,Lower Secondary Level,Very often,0.01612,33,25906,0.01051,0.0216
355,355,2014,No migration background,Upper Secondary Level,Very seldom,0.40315,4110,25906,0.39261,0.41433
356,356,2014,No migration background,Upper Secondary Level,Seldom,0.34703,3527,25906,0.3356,0.3597
357,357,2014,No migration background,Upper Secondary Level,Sometimes,0.17119,1638,25906,0.16373,0.17981
358,358,2014,No migration background,Upper Secondary Level,Often,0.06634,577,25906,0.06123,0.07209
359,359,2014,No migration background,Upper Secondary Level,Very often,0.01229,146,25906,0.01005,0.01445
360,360,2014,No migration background,Post-secondary Non-tertiary Level,Very seldom,0.41897,507,25906,0.37636,0.46236
361,361,2014,No migration background,Post-secondary Non-tertiary Level,Seldom,0.36459,489,25906,0.32682,0.40741
362,362,2014,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.16451,218,25906,0.14072,0.2009
363,363,2014,No migration background,Post-secondary Non-tertiary Level,Often,0.05192,62,25906,0.03864,0.0671
364,364,2014,No migration background,First Stage of Tertiary Education,Very seldom,0.42765,593,25906,0.39749,0.45943
365,365,2014,No migration background,First Stage of Tertiary Education,Seldom,0.3692,521,25906,0.33109,0.4038
366,366,2014,No migration background,First Stage of Tertiary Education,Sometimes,0.15978,236,25906,0.13533,0.18461
367,367,2014,No migration background,First Stage of Tertiary Education,Often,0.04337,59,25906,0.0311,0.05554
368,368,2014,No migration background,Second Stage of Tertiary Education,Very seldom,0.43709,2136,25906,0.41747,0.45826
369,369,2014,No migration background,Second Stage of Tertiary Education,Seldom,0.34919,1689,25906,0.32992,0.37104
370,370,2014,No migration background,Second Stage of Tertiary Education,Sometimes,0.15147,739,25906,0.13966,0.16513
371,371,2014,No migration background,Second Stage of Tertiary Education,Often,0.05093,218,25906,0.04249,0.05918
372,372,2014,No migration background,Second Stage of Tertiary Education,Very often,0.01132,48,25906,0.00873,0.01475
373,373,2014,Direct migration background,Primary Level,Very seldom,0.49319,117,25906,0.38715,0.60928
374,374,2014,Direct migration background,Primary Level,Seldom,0.23526,65,25906,0.19118,0.2852
375,375,2014,Direct migration background,Primary Level,Sometimes,0.27155,64,25906,0.20562,0.34677
376,376,2014,Direct migration background,Lower Secondary Level,Very seldom,0.41889,455,25906,0.3745,0.46038
377,377,2014,Direct migration background,Lower Secondary Level,Seldom,0.29652,313,25906,0.24863,0.34316
378,378,2014,Direct migration background,Lower Secondary Level,Sometimes,0.20463,183,25906,0.17425,0.23929
379,379,2014,Direct migration background,Lower Secondary Level,Often,0.07996,66,25906,0.06085,0.101
380,380,2014,Direct migration background,Upper Secondary Level,Very seldom,0.42405,824,25906,0.38266,0.46743
381,381,2014,Direct migration background,Upper Secondary Level,Seldom,0.31808,559,25906,0.28397,0.36811
382,382,2014,Direct migration background,Upper Secondary Level,Sometimes,0.17658,288,25906,0.1489,0.19998
383,383,2014,Direct migration background,Upper Secondary Level,Often,0.06408,101,25906,0.04974,0.08138
384,384,2014,Direct migration background,Upper Secondary Level,Very often,0.01721,36,25906,0.01279,0.0223
385,385,2014,Direct migration background,Post-secondary Non-tertiary Level,Very seldom,0.44925,286,25906,0.39963,0.52273
386,386,2014,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.38145,200,25906,0.30407,0.45233
387,387,2014,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.11483,81,25906,0.0872,0.14083
388,388,2014,Direct migration background,Post-secondary Non-tertiary Level,Often,0.05447,44,25906,0.03691,0.06954
389,389,2014,Direct migration background,First Stage of Tertiary Education,Very seldom,0.46625,45,25906,0.33985,0.58564
390,390,2014,Direct migration background,First Stage of Tertiary Education,Seldom,0.53375,38,25906,0.32789,0.8141
391,391,2014,Direct migration background,Second Stage of Tertiary Education,Very seldom,0.45782,513,25906,0.40612,0.51178
392,392,2014,Direct migration background,Second Stage of Tertiary Education,Seldom,0.30974,351,25906,0.26019,0.36424
393,393,2014,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.15681,173,25906,0.13044,0.18897
394,394,2014,Direct migration background,Second Stage of Tertiary Education,Often,0.07563,74,25906,0.05749,0.0973
395,395,2014,Indirect migration background,Pre-primary Level,Very seldom,0.65166,51,25906,0.47081,0.84106
396,396,2014,Indirect migration background,Pre-primary Level,Seldom,0.34834,34,25906,0.23366,0.5086
397,397,2014,Indirect migration background,Lower Secondary Level,Very seldom,0.48184,145,25906,0.38871,0.58878
398,398,2014,Indirect migration background,Lower Secondary Level,Seldom,0.39897,118,25906,0.32081,0.48537
399,399,2014,Indirect migration background,Lower Secondary Level,Sometimes,0.11919,54,25906,0.08561,0.1553
400,400,2014,Indirect migration background,Upper Secondary Level,Very seldom,0.40296,292,25906,0.35419,0.4609
401,401,2014,Indirect migration background,Upper Secondary Level,Seldom,0.38535,236,25906,0.32994,0.44371
402,402,2014,Indirect migration background,Upper Secondary Level,Sometimes,0.16902,108,25906,0.12073,0.21433
403,403,2014,Indirect migration background,Upper Secondary Level,Often,0.04267,34,25906,0.03069,0.05827
404,404,2014,Indirect migration background,Post-secondary Non-tertiary Level,Very seldom,0.4229,43,25906,0.2978,0.55984
405,405,2014,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.5771,46,25906,0.4025,0.76142
406,406,2014,Indirect migration background,Second Stage of Tertiary Education,Very seldom,0.4819,107,25906,0.36207,0.59703
407,407,2014,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.38014,86,25906,0.27882,0.48778
408,408,2014,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.13796,39,25906,0.0876,0.19593
409,409,2015,No migration background,Pre-primary Level,Very seldom,0.41914,92,23869,0.32016,0.53503
410,410,2015,No migration background,Pre-primary Level,Seldom,0.4669,84,23869,0.33264,0.60057
411,411,2015,No migration background,Pre-primary Level,Sometimes,0.11396,32,23869,0.08384,0.15396
412,412,2015,No migration background,Primary Level,Very seldom,0.59088,56,23869,0.43848,0.77084
413,413,2015,No migration background,Primary Level,Seldom,0.40912,49,23869,0.30571,0.52555
414,414,2015,No migration background,Lower Secondary Level,Very seldom,0.3694,593,23869,0.34466,0.39605
415,415,2015,No migration background,Lower Secondary Level,Seldom,0.35087,540,23869,0.32139,0.38784
416,416,2015,No migration background,Lower Secondary Level,Sometimes,0.21179,303,23869,0.1862,0.23338
417,417,2015,No migration background,Lower Secondary Level,Often,0.06794,116,23869,0.05585,0.07973
418,418,2015,No migration background,Upper Secondary Level,Very seldom,0.39236,3715,23869,0.37937,0.40593
419,419,2015,No migration background,Upper Secondary Level,Seldom,0.35063,3417,23869,0.33879,0.36293
420,420,2015,No migration background,Upper Secondary Level,Sometimes,0.18256,1589,23869,0.17326,0.19175
421,421,2015,No migration background,Upper Secondary Level,Often,0.06166,586,23869,0.05623,0.06712
422,422,2015,No migration background,Upper Secondary Level,Very often,0.01279,147,23869,0.01051,0.01508
423,423,2015,No migration background,Post-secondary Non-tertiary Level,Very seldom,0.40933,509,23869,0.36395,0.45374
424,424,2015,No migration background,Post-secondary Non-tertiary Level,Seldom,0.36403,441,23869,0.31827,0.39667
425,425,2015,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.16001,190,23869,0.13723,0.18899
426,426,2015,No migration background,Post-secondary Non-tertiary Level,Often,0.06663,68,23869,0.05052,0.0859
427,427,2015,No migration background,First Stage of Tertiary Education,Very seldom,0.39328,553,23869,0.35382,0.42976
428,428,2015,No migration background,First Stage of Tertiary Education,Seldom,0.38517,510,23869,0.34699,0.4171
429,429,2015,No migration background,First Stage of Tertiary Education,Sometimes,0.17822,227,23869,0.15309,0.20077
430,430,2015,No migration background,First Stage of Tertiary Education,Often,0.04332,53,23869,0.03271,0.05636
431,431,2015,No migration background,Second Stage of Tertiary Education,Very seldom,0.44788,2026,23869,0.42021,0.46951
432,432,2015,No migration background,Second Stage of Tertiary Education,Seldom,0.34719,1680,23869,0.32588,0.36587
433,433,2015,No migration background,Second Stage of Tertiary Education,Sometimes,0.14941,689,23869,0.13786,0.16091
434,434,2015,No migration background,Second Stage of Tertiary Education,Often,0.04371,186,23869,0.03711,0.05013
435,435,2015,No migration background,Second Stage of Tertiary Education,Very often,0.01181,44,23869,0.00744,0.01652
436,436,2015,Direct migration background,Primary Level,Very seldom,0.31239,77,23869,0.2518,0.37306
437,437,2015,Direct migration background,Primary Level,Seldom,0.26948,61,23869,0.19675,0.34574
438,438,2015,Direct migration background,Primary Level,Sometimes,0.21204,40,23869,0.14232,0.28511
439,439,2015,Direct migration background,Primary Level,Often,0.20609,31,23869,0.11148,0.31421
440,440,2015,Direct migration background,Lower Secondary Level,Very seldom,0.40842,323,23869,0.35531,0.45734
441,441,2015,Direct migration background,Lower Secondary Level,Seldom,0.28799,219,23869,0.24627,0.33836
442,442,2015,Direct migration background,Lower Secondary Level,Sometimes,0.23932,164,23869,0.19592,0.27709
443,443,2015,Direct migration background,Lower Secondary Level,Often,0.06427,39,23869,0.04461,0.09156
444,444,2015,Direct migration background,Upper Secondary Level,Very seldom,0.43166,667,23869,0.39279,0.48434
445,445,2015,Direct migration background,Upper Secondary Level,Seldom,0.30841,480,23869,0.27416,0.34788
446,446,2015,Direct migration background,Upper Secondary Level,Sometimes,0.18711,258,23869,0.15252,0.2219
447,447,2015,Direct migration background,Upper Secondary Level,Often,0.07283,99,23869,0.05369,0.102
448,448,2015,Direct migration background,Post-secondary Non-tertiary Level,Very seldom,0.43513,275,23869,0.36611,0.51993
449,449,2015,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.33044,196,23869,0.27443,0.38762
450,450,2015,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.17718,104,23869,0.13831,0.21877
451,451,2015,Direct migration background,Post-secondary Non-tertiary Level,Often,0.05725,39,23869,0.03885,0.0751
452,452,2015,Direct migration background,First Stage of Tertiary Education,Very seldom,0.46707,44,23869,0.35099,0.62992
453,453,2015,Direct migration background,First Stage of Tertiary Education,Seldom,0.53293,33,23869,0.30797,0.76614
454,454,2015,Direct migration background,Second Stage of Tertiary Education,Very seldom,0.46696,438,23869,0.38768,0.54058
455,455,2015,Direct migration background,Second Stage of Tertiary Education,Seldom,0.34647,347,23869,0.30413,0.40129
456,456,2015,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.14366,151,23869,0.11061,0.17743
457,457,2015,Direct migration background,Second Stage of Tertiary Education,Often,0.04291,44,23869,0.02583,0.06298
458,458,2015,Indirect migration background,Pre-primary Level,Very seldom,0.62262,46,23869,0.45631,0.85522
459,459,2015,Indirect migration background,Pre-primary Level,Seldom,0.37738,32,23869,0.22407,0.54908
460,460,2015,Indirect migration background,Lower Secondary Level,Very seldom,0.5214,130,23869,0.41961,0.65376
461,461,2015,Indirect migration background,Lower Secondary Level,Seldom,0.33554,102,23869,0.27215,0.4134
462,462,2015,Indirect migration background,Lower Secondary Level,Sometimes,0.14306,52,23869,0.1058,0.18852
463,463,2015,Indirect migration background,Upper Secondary Level,Very seldom,0.4636,283,23869,0.39908,0.52167
464,464,2015,Indirect migration background,Upper Secondary Level,Seldom,0.32003,195,23869,0.27308,0.36343
465,465,2015,Indirect migration background,Upper Secondary Level,Sometimes,0.15638,101,23869,0.1195,0.20855
466,466,2015,Indirect migration background,Upper Secondary Level,Often,0.05999,32,23869,0.03696,0.08938
467,467,2015,Indirect migration background,Post-secondary Non-tertiary Level,Very seldom,1.0,53,23869,0.77574,1.26145
468,468,2015,Indirect migration background,Second Stage of Tertiary Education,Very seldom,0.48555,103,23869,0.3693,0.6095
469,469,2015,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.33279,80,23869,0.27406,0.42197
470,470,2015,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.18167,36,23869,0.10116,0.27296
471,471,2016,No migration background,Pre-primary Level,Very seldom,0.54437,94,22975,0.44989,0.65466
472,472,2016,No migration background,Pre-primary Level,Seldom,0.45563,74,22975,0.28988,0.61989
473,473,2016,No migration background,Primary Level,Very seldom,0.55328,42,22975,0.39182,0.73755
474,474,2016,No migration background,Primary Level,Seldom,0.44672,48,22975,0.33642,0.55602
475,475,2016,No migration background,Lower Secondary Level,Very seldom,0.35021,537,22975,0.31657,0.37598
476,476,2016,No migration background,Lower Secondary Level,Seldom,0.33824,505,22975,0.30307,0.36747
477,477,2016,No migration background,Lower Secondary Level,Sometimes,0.20299,278,22975,0.18016,0.2264
478,478,2016,No migration background,Lower Secondary Level,Often,0.08555,118,22975,0.07056,0.10002
479,479,2016,No migration background,Lower Secondary Level,Very often,0.023,37,22975,0.01692,0.02939
480,480,2016,No migration background,Upper Secondary Level,Very seldom,0.36477,3294,22975,0.3508,0.37737
481,481,2016,No migration background,Upper Secondary Level,Seldom,0.35249,3129,22975,0.34097,0.36733
482,482,2016,No migration background,Upper Secondary Level,Sometimes,0.19344,1577,22975,0.18409,0.2039
483,483,2016,No migration background,Upper Secondary Level,Often,0.07472,604,22975,0.06879,0.08163
484,484,2016,No migration background,Upper Secondary Level,Very often,0.01458,131,22975,0.0116,0.01786
485,485,2016,No migration background,Post-secondary Non-tertiary Level,Very seldom,0.39865,432,22975,0.35615,0.44229
486,486,2016,No migration background,Post-secondary Non-tertiary Level,Seldom,0.37773,461,22975,0.34122,0.41685
487,487,2016,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.16397,192,22975,0.13178,0.1966
488,488,2016,No migration background,Post-secondary Non-tertiary Level,Often,0.05966,75,22975,0.04475,0.07998
489,489,2016,No migration background,First Stage of Tertiary Education,Very seldom,0.36638,464,22975,0.33517,0.40266
490,490,2016,No migration background,First Stage of Tertiary Education,Seldom,0.36287,464,22975,0.32494,0.39963
491,491,2016,No migration background,First Stage of Tertiary Education,Sometimes,0.19989,235,22975,0.17462,0.23098
492,492,2016,No migration background,First Stage of Tertiary Education,Often,0.07086,75,22975,0.05359,0.09116
493,493,2016,No migration background,Second Stage of Tertiary Education,Very seldom,0.40671,1792,22975,0.38254,0.43046
494,494,2016,No migration background,Second Stage of Tertiary Education,Seldom,0.36118,1626,22975,0.34157,0.37984
495,495,2016,No migration background,Second Stage of Tertiary Education,Sometimes,0.1694,742,22975,0.15554,0.18327
496,496,2016,No migration background,Second Stage of Tertiary Education,Often,0.05389,214,22975,0.0466,0.06221
497,497,2016,No migration background,Second Stage of Tertiary Education,Very often,0.00882,37,22975,0.00596,0.01173
498,498,2016,Direct migration background,Primary Level,Very seldom,0.4754,102,22975,0.36774,0.60935
499,499,2016,Direct migration background,Primary Level,Seldom,0.35153,72,22975,0.26888,0.45161
500,500,2016,Direct migration background,Primary Level,Sometimes,0.17307,34,22975,0.09489,0.26029
501,501,2016,Direct migration background,Lower Secondary Level,Very seldom,0.39889,326,22975,0.34379,0.46408
502,502,2016,Direct migration background,Lower Secondary Level,Seldom,0.31766,224,22975,0.25532,0.37529
503,503,2016,Direct migration background,Lower Secondary Level,Sometimes,0.22491,161,22975,0.18185,0.27024
504,504,2016,Direct migration background,Lower Secondary Level,Often,0.05853,55,22975,0.04313,0.08166
505,505,2016,Direct migration background,Upper Secondary Level,Very seldom,0.43466,696,22975,0.39141,0.48894
506,506,2016,Direct migration background,Upper Secondary Level,Seldom,0.32782,499,22975,0.2939,0.37532
507,507,2016,Direct migration background,Upper Secondary Level,Sometimes,0.1558,286,22975,0.13108,0.17972
508,508,2016,Direct migration background,Upper Secondary Level,Often,0.08172,104,22975,0.05758,0.10849
509,509,2016,Direct migration background,Post-secondary Non-tertiary Level,Very seldom,0.40305,308,22975,0.34866,0.47658
510,510,2016,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.36914,232,22975,0.31173,0.43514
511,511,2016,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.15547,129,22975,0.12575,0.18954
512,512,2016,Direct migration background,Post-secondary Non-tertiary Level,Often,0.07235,46,22975,0.053,0.09518
513,513,2016,Direct migration background,First Stage of Tertiary Education,Very seldom,0.54899,42,22975,0.36079,0.75985
514,514,2016,Direct migration background,First Stage of Tertiary Education,Seldom,0.45101,32,22975,0.25005,0.72179
515,515,2016,Direct migration background,Second Stage of Tertiary Education,Very seldom,0.40745,511,22975,0.37112,0.44729
516,516,2016,Direct migration background,Second Stage of Tertiary Education,Seldom,0.35637,431,22975,0.31221,0.40846
517,517,2016,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.16739,209,22975,0.13835,0.20397
518,518,2016,Direct migration background,Second Stage of Tertiary Education,Often,0.06878,66,22975,0.04903,0.08946
519,519,2016,Indirect migration background,Lower Secondary Level,Very seldom,0.50964,117,22975,0.40041,0.62148
520,520,2016,Indirect migration background,Lower Secondary Level,Seldom,0.34963,102,22975,0.26704,0.42118
521,521,2016,Indirect migration background,Lower Secondary Level,Sometimes,0.14074,44,22975,0.0928,0.20459
522,522,2016,Indirect migration background,Upper Secondary Level,Very seldom,0.38532,238,22975,0.32697,0.44457
523,523,2016,Indirect migration background,Upper Secondary Level,Seldom,0.36508,199,22975,0.29838,0.42881
524,524,2016,Indirect migration background,Upper Secondary Level,Sometimes,0.17493,103,22975,0.13597,0.22598
525,525,2016,Indirect migration background,Upper Secondary Level,Often,0.07467,44,22975,0.05277,0.10406
526,526,2016,Indirect migration background,Post-secondary Non-tertiary Level,Very seldom,0.48502,39,22975,0.35016,0.60928
527,527,2016,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.51498,40,22975,0.38256,0.69938
528,528,2016,Indirect migration background,Second Stage of Tertiary Education,Very seldom,0.40993,85,22975,0.2799,0.53573
529,529,2016,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.4357,91,22975,0.30725,0.58873
530,530,2016,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.15437,31,22975,0.09452,0.22955
531,531,2017,No migration background,Pre-primary Level,Very seldom,0.45772,128,25282,0.36393,0.56406
532,532,2017,No migration background,Pre-primary Level,Seldom,0.40518,103,25282,0.31764,0.5043
533,533,2017,No migration background,Pre-primary Level,Sometimes,0.1371,33,25282,0.08321,0.20469
534,534,2017,No migration background,Primary Level,Very seldom,0.63841,68,25282,0.4998,0.79524
535,535,2017,No migration background,Primary Level,Seldom,0.36159,47,25282,0.26824,0.47176
536,536,2017,No migration background,Lower Secondary Level,Very seldom,0.3502,629,25282,0.32051,0.37672
537,537,2017,No migration background,Lower Secondary Level,Seldom,0.3457,584,25282,0.31823,0.37311
538,538,2017,No migration background,Lower Secondary Level,Sometimes,0.18797,294,25282,0.17041,0.20909
539,539,2017,No migration background,Lower Secondary Level,Often,0.09129,135,25282,0.07469,0.1066
540,540,2017,No migration background,Lower Secondary Level,Very often,0.02484,42,25282,0.01793,0.03285
541,541,2017,No migration background,Upper Secondary Level,Very seldom,0.38313,3852,25282,0.37172,0.39602
542,542,2017,No migration background,Upper Secondary Level,Seldom,0.36209,3508,25282,0.3518,0.37262
543,543,2017,No migration background,Upper Secondary Level,Sometimes,0.17675,1647,25282,0.16939,0.18648
544,544,2017,No migration background,Upper Secondary Level,Often,0.06458,594,25282,0.05912,0.07007
545,545,2017,No migration background,Upper Secondary Level,Very often,0.01346,142,25282,0.01136,0.01539
546,546,2017,No migration background,Post-secondary Non-tertiary Level,Very seldom,0.43284,599,25282,0.3898,0.47655
547,547,2017,No migration background,Post-secondary Non-tertiary Level,Seldom,0.36111,515,25282,0.33132,0.3949
548,548,2017,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.14812,220,25282,0.12858,0.17131
549,549,2017,No migration background,Post-secondary Non-tertiary Level,Often,0.05793,73,25282,0.03984,0.07518
550,550,2017,No migration background,First Stage of Tertiary Education,Very seldom,0.3978,549,25282,0.36659,0.42946
551,551,2017,No migration background,First Stage of Tertiary Education,Seldom,0.39364,537,25282,0.36419,0.43096
552,552,2017,No migration background,First Stage of Tertiary Education,Sometimes,0.16693,222,25282,0.14548,0.19373
553,553,2017,No migration background,First Stage of Tertiary Education,Often,0.04163,64,25282,0.02993,0.05507
554,554,2017,No migration background,Second Stage of Tertiary Education,Very seldom,0.4282,2160,25282,0.41096,0.44727
555,555,2017,No migration background,Second Stage of Tertiary Education,Seldom,0.36434,1863,25282,0.34435,0.38372
