,Unnamed: 0,year,hhtyp,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
344,344,2005,Couple without children,Much Too Large,0.01587,66,11077,0.01264,0.01941
345,345,2005,Single parent,A Bit Too Small,0.19379,123,11077,0.17481,0.21498
346,346,2005,Single parent,Just Right,0.72271,487,11077,0.67719,0.76496
347,347,2005,Single parent,A Bit Too Large,0.0835,63,11077,0.07033,0.104
348,348,2005,Couple with children,Much Too Small,0.02103,69,11077,0.01701,0.02539
349,349,2005,Couple with children,A Bit Too Small,0.19817,680,11077,0.18539,0.21023
350,350,2005,Couple with children,Just Right,0.72433,2713,11077,0.69764,0.74947
351,351,2005,Couple with children,A Bit Too Large,0.05647,220,11077,0.05119,0.0625
352,352,2005,Multi-generational household,Just Right,1.0,75,11077,0.79861,1.23748
353,353,2005,Other Combinations,Just Right,1.0,78,11077,0.81371,1.22018
354,354,2006,Single-person household,Much Too Small,0.01502,45,12108,0.01266,0.01758
355,355,2006,Single-person household,A Bit Too Small,0.10704,338,12108,0.1006,0.11257
356,356,2006,Single-person household,Just Right,0.71379,2342,12108,0.69562,0.72978
357,357,2006,Single-person household,A Bit Too Large,0.14073,473,12108,0.13395,0.14718
358,358,2006,Single-person household,Much Too Large,0.02342,84,12108,0.02062,0.02642
359,359,2006,Couple without children,A Bit Too Small,0.10282,385,12108,0.09482,0.11059
360,360,2006,Couple without children,Just Right,0.73611,3032,12108,0.71765,0.75416
361,361,2006,Couple without children,A Bit Too Large,0.14607,639,12108,0.13618,0.15444
362,362,2006,Couple without children,Much Too Large,0.015,69,12108,0.01251,0.01777
363,363,2006,Single parent,A Bit Too Small,0.17989,128,12108,0.1623,0.19987
364,364,2006,Single parent,Just Right,0.72075,547,12108,0.6785,0.76091
365,365,2006,Single parent,A Bit Too Large,0.09936,73,12108,0.08343,0.11736
366,366,2006,Couple with children,Much Too Small,0.03326,96,12108,0.02834,0.03755
367,367,2006,Couple with children,A Bit Too Small,0.20056,693,12108,0.18797,0.2148
368,368,2006,Couple with children,Just Right,0.71023,2785,12108,0.68953,0.72839
369,369,2006,Couple with children,A Bit Too Large,0.05595,232,12108,0.05097,0.06206
370,370,2006,Multi-generational household,Just Right,1.0,69,12108,0.77039,1.19203
371,371,2006,Other Combinations,Just Right,1.0,78,12108,0.79044,1.22109
372,372,2007,Single-person household,Much Too Small,0.00964,34,11324,0.00757,0.01144
373,373,2007,Single-person household,A Bit Too Small,0.11462,353,11324,0.10723,0.12151
374,374,2007,Single-person household,Just Right,0.71696,2203,11324,0.6993,0.73638
375,375,2007,Single-person household,A Bit Too Large,0.13725,443,11324,0.12917,0.14513
376,376,2007,Single-person household,Much Too Large,0.02153,75,11324,0.01868,0.02501
377,377,2007,Couple without children,A Bit Too Small,0.09745,362,11324,0.09025,0.10492
378,378,2007,Couple without children,Just Right,0.73882,2828,11324,0.71775,0.76147
379,379,2007,Couple without children,A Bit Too Large,0.15042,596,11324,0.14017,0.16086
380,380,2007,Couple without children,Much Too Large,0.01331,62,11324,0.01085,0.01621
381,381,2007,Single parent,A Bit Too Small,0.20555,127,11324,0.18175,0.22661
382,382,2007,Single parent,Just Right,0.72275,496,11324,0.67886,0.76999
383,383,2007,Single parent,A Bit Too Large,0.0717,59,11324,0.06057,0.08353
384,384,2007,Couple with children,Much Too Small,0.02433,64,11324,0.02039,0.03077
385,385,2007,Couple with children,A Bit Too Small,0.19587,647,11324,0.18261,0.20856
386,386,2007,Couple with children,Just Right,0.71943,2612,11324,0.69779,0.74361
387,387,2007,Couple with children,A Bit Too Large,0.06036,232,11324,0.0531,0.06772
388,388,2007,Multi-generational household,Just Right,1.0,65,11324,0.77003,1.22604
389,389,2007,Other Combinations,Just Right,1.0,66,11324,0.78396,1.24697
390,390,2008,Single-person household,A Bit Too Small,0.11071,314,10645,0.10321,0.11716
391,391,2008,Single-person household,Just Right,0.71154,2094,10645,0.69277,0.72909
392,392,2008,Single-person household,A Bit Too Large,0.14947,445,10645,0.14153,0.15739
393,393,2008,Single-person household,Much Too Large,0.02828,94,10645,0.02513,0.03247
394,394,2008,Couple without children,A Bit Too Small,0.08888,314,10645,0.07885,0.09764
395,395,2008,Couple without children,Just Right,0.74035,2730,10645,0.7195,0.75995
396,396,2008,Couple without children,A Bit Too Large,0.1508,587,10645,0.14016,0.16099
397,397,2008,Couple without children,Much Too Large,0.01997,68,10645,0.01617,0.02338
398,398,2008,Single parent,A Bit Too Small,0.21365,127,10645,0.18757,0.24328
399,399,2008,Single parent,Just Right,0.71331,470,10645,0.67494,0.76008
400,400,2008,Single parent,A Bit Too Large,0.07304,57,10645,0.05634,0.0942
401,401,2008,Couple with children,Much Too Small,0.02202,50,10645,0.01735,0.02822
402,402,2008,Couple with children,A Bit Too Small,0.19605,577,10645,0.18293,0.20998
403,403,2008,Couple with children,Just Right,0.71778,2393,10645,0.69329,0.74459
404,404,2008,Couple with children,A Bit Too Large,0.06415,215,10645,0.05404,0.07222
405,405,2008,Multi-generational household,Just Right,1.0,59,10645,0.75849,1.29382
406,406,2008,Other Combinations,Just Right,1.0,51,10645,0.72688,1.27954
407,407,2009,Single-person household,Much Too Small,0.01034,32,10035,0.00791,0.01301
408,408,2009,Single-person household,A Bit Too Small,0.11173,298,10035,0.10313,0.12115
409,409,2009,Single-person household,Just Right,0.71081,2013,10035,0.68878,0.73265
410,410,2009,Single-person household,A Bit Too Large,0.14058,414,10035,0.13203,0.14962
411,411,2009,Single-person household,Much Too Large,0.02655,81,10035,0.02211,0.031
412,412,2009,Couple without children,A Bit Too Small,0.10476,316,10035,0.09273,0.11822
413,413,2009,Couple without children,Just Right,0.70931,2537,10035,0.68172,0.73584
414,414,2009,Couple without children,A Bit Too Large,0.16627,592,10035,0.15537,0.17943
415,415,2009,Couple without children,Much Too Large,0.01965,72,10035,0.01571,0.02399
416,416,2009,Single parent,A Bit Too Small,0.22288,119,10035,0.18911,0.25921
417,417,2009,Single parent,Just Right,0.6833,410,10035,0.63229,0.73531
418,418,2009,Single parent,A Bit Too Large,0.09382,67,10035,0.07458,0.11662
419,419,2009,Couple with children,Much Too Small,0.02443,56,10035,0.02026,0.0299
420,420,2009,Couple with children,A Bit Too Small,0.2063,553,10035,0.1874,0.22305
421,421,2009,Couple with children,Just Right,0.69193,2139,10035,0.65861,0.72334
422,422,2009,Couple with children,A Bit Too Large,0.07734,231,10035,0.06757,0.08973
423,423,2009,Multi-generational household,Just Right,1.0,53,10035,0.77453,1.2387
424,424,2009,Other Combinations,Just Right,1.0,52,10035,0.76674,1.35944
425,425,2010,Single-person household,A Bit Too Small,0.11116,280,13637,0.10214,0.12105
426,426,2010,Single-person household,Just Right,0.70491,1880,13637,0.68235,0.7248
427,427,2010,Single-person household,A Bit Too Large,0.15114,420,13637,0.14219,0.16061
428,428,2010,Single-person household,Much Too Large,0.03279,97,13637,0.02823,0.03667
429,429,2010,Couple without children,A Bit Too Small,0.10057,292,13637,0.08973,0.11182
430,430,2010,Couple without children,Just Right,0.71379,2428,13637,0.69001,0.73933
431,431,2010,Couple without children,A Bit Too Large,0.16283,557,13637,0.15146,0.17562
432,432,2010,Couple without children,Much Too Large,0.02281,70,13637,0.01815,0.02747
433,433,2010,Single parent,Much Too Small,0.0372,100,13637,0.03272,0.0434
434,434,2010,Single parent,A Bit Too Small,0.21874,425,13637,0.19288,0.24281
435,435,2010,Single parent,Just Right,0.66007,1150,13637,0.60702,0.71612
436,436,2010,Single parent,A Bit Too Large,0.08398,152,13637,0.06913,0.09804
437,437,2010,Couple with children,Much Too Small,0.02509,279,13637,0.02172,0.02762
438,438,2010,Couple with children,A Bit Too Small,0.20497,1404,13637,0.18766,0.22123
439,439,2010,Couple with children,Just Right,0.69892,3697,13637,0.66872,0.73184
440,440,2010,Couple with children,A Bit Too Large,0.07102,299,13637,0.06004,0.08438
441,441,2010,Multi-generational household,Just Right,1.0,60,13637,0.73744,1.33009
442,442,2010,Other Combinations,Just Right,1.0,47,13637,0.80249,1.25105
443,443,2011,Single-person household,A Bit Too Small,0.11139,355,16459,0.1049,0.11975
444,444,2011,Single-person household,Just Right,0.71567,2507,16459,0.6941,0.73262
445,445,2011,Single-person household,A Bit Too Large,0.14375,533,16459,0.13707,0.15177
446,446,2011,Single-person household,Much Too Large,0.02919,110,16459,0.02614,0.03261
447,447,2011,Couple without children,Much Too Small,0.00804,38,16459,0.00531,0.01063
448,448,2011,Couple without children,A Bit Too Small,0.09912,382,16459,0.0897,0.10959
449,449,2011,Couple without children,Just Right,0.70118,3107,16459,0.68142,0.72129
450,450,2011,Couple without children,A Bit Too Large,0.1692,752,16459,0.15748,0.18067
451,451,2011,Couple without children,Much Too Large,0.02246,92,16459,0.01943,0.026
452,452,2011,Single parent,Much Too Small,0.03633,101,16459,0.03252,0.04136
453,453,2011,Single parent,A Bit Too Small,0.19963,503,16459,0.1839,0.21711
454,454,2011,Single parent,Just Right,0.67709,1511,16459,0.63817,0.71974
455,455,2011,Single parent,A Bit Too Large,0.08695,168,16459,0.07545,0.10035
456,456,2011,Couple with children,Much Too Small,0.02495,242,16459,0.02181,0.02912
457,457,2011,Couple with children,A Bit Too Small,0.1948,1429,16459,0.1808,0.20866
458,458,2011,Couple with children,Just Right,0.69311,4074,16459,0.66386,0.71781
459,459,2011,Couple with children,A Bit Too Large,0.08714,391,16459,0.07533,0.09795
460,460,2011,Multi-generational household,Just Right,1.0,89,16459,0.83796,1.20171
461,461,2011,Other Combinations,Just Right,1.0,75,16459,0.81996,1.19732
462,462,2012,Single-person household,Much Too Small,0.01063,33,16202,0.00857,0.01318
463,463,2012,Single-person household,A Bit Too Small,0.10119,366,16202,0.09416,0.10994
464,464,2012,Single-person household,Just Right,0.71811,2615,16202,0.70077,0.73559
465,465,2012,Single-person household,A Bit Too Large,0.14263,553,16202,0.13582,0.15117
466,466,2012,Single-person household,Much Too Large,0.02743,113,16202,0.02371,0.03055
467,467,2012,Couple without children,Much Too Small,0.00864,40,16202,0.00577,0.01156
468,468,2012,Couple without children,A Bit Too Small,0.08572,347,16202,0.07614,0.09423
469,469,2012,Couple without children,Just Right,0.70853,3155,16202,0.68785,0.72898
470,470,2012,Couple without children,A Bit Too Large,0.17409,796,16202,0.16249,0.18528
471,471,2012,Couple without children,Much Too Large,0.02302,109,16202,0.01974,0.02616
472,472,2012,Single parent,Much Too Small,0.0383,66,16202,0.02502,0.05324
473,473,2012,Single parent,A Bit Too Small,0.19439,462,16202,0.17532,0.21318
474,474,2012,Single parent,Just Right,0.68084,1460,16202,0.64402,0.72599
475,475,2012,Single parent,A Bit Too Large,0.08646,167,16202,0.07497,0.10187
476,476,2012,Couple with children,Much Too Small,0.02659,215,16202,0.02245,0.03159
477,477,2012,Couple with children,A Bit Too Small,0.1879,1244,16202,0.17705,0.19954
478,478,2012,Couple with children,Just Right,0.69496,3938,16202,0.67248,0.72518
479,479,2012,Couple with children,A Bit Too Large,0.08087,339,16202,0.07122,0.09158
480,480,2012,Couple with children,Much Too Large,0.00969,33,16202,0.00728,0.01239
481,481,2012,Multi-generational household,Just Right,1.0,83,16202,0.76338,1.20069
482,482,2012,Other Combinations,Just Right,1.0,68,16202,0.81819,1.23414
483,483,2013,Single-person household,Much Too Small,0.01117,45,17747,0.00802,0.01435
484,484,2013,Single-person household,A Bit Too Small,0.10286,411,17747,0.09523,0.11135
485,485,2013,Single-person household,Just Right,0.71337,2717,17747,0.69163,0.73342
486,486,2013,Single-person household,A Bit Too Large,0.14573,562,17747,0.13919,0.15392
487,487,2013,Single-person household,Much Too Large,0.02687,105,17747,0.02328,0.03019
488,488,2013,Couple without children,Much Too Small,0.00616,31,17747,0.00457,0.00798
489,489,2013,Couple without children,A Bit Too Small,0.08477,396,17747,0.07651,0.09386
490,490,2013,Couple without children,Just Right,0.71249,3343,17747,0.68773,0.73164
491,491,2013,Couple without children,A Bit Too Large,0.169,751,17747,0.15883,0.18029
492,492,2013,Couple without children,Much Too Large,0.02757,115,17747,0.02395,0.03166
493,493,2013,Single parent,Much Too Small,0.02729,73,17747,0.0222,0.03247
494,494,2013,Single parent,A Bit Too Small,0.19176,469,17747,0.17119,0.211
495,495,2013,Single parent,Just Right,0.69367,1517,17747,0.65634,0.73151
496,496,2013,Single parent,A Bit Too Large,0.08728,169,17747,0.07533,0.10039
497,497,2013,Couple with children,Much Too Small,0.03206,300,17747,0.02769,0.03627
498,498,2013,Couple with children,A Bit Too Small,0.18371,1480,17747,0.17314,0.19964
499,499,2013,Couple with children,Just Right,0.70613,4453,17747,0.67637,0.73065
500,500,2013,Couple with children,A Bit Too Large,0.0781,381,17747,0.07119,0.08851
501,501,2013,Multi-generational household,A Bit Too Small,0.25576,31,17747,0.16451,0.36654
502,502,2013,Multi-generational household,Just Right,0.74424,97,17747,0.59758,0.93492
503,503,2013,Other Combinations,A Bit Too Small,0.25188,64,17747,0.18068,0.35315
504,504,2013,Other Combinations,Just Right,0.74812,237,17747,0.64739,0.8458
505,505,2014,Single-person household,Much Too Small,0.01149,39,15663,0.00815,0.0145
506,506,2014,Single-person household,A Bit Too Small,0.10569,376,15663,0.09775,0.11239
507,507,2014,Single-person household,Just Right,0.7013,2486,15663,0.68329,0.71938
508,508,2014,Single-person household,A Bit Too Large,0.15256,556,15663,0.14545,0.16084
509,509,2014,Single-person household,Much Too Large,0.02896,102,15663,0.02417,0.03309
510,510,2014,Couple without children,A Bit Too Small,0.09012,397,15663,0.08144,0.09929
511,511,2014,Couple without children,Just Right,0.69768,3065,15663,0.67382,0.71792
512,512,2014,Couple without children,A Bit Too Large,0.18534,756,15663,0.17455,0.19673
513,513,2014,Couple without children,Much Too Large,0.02686,107,15663,0.02272,0.03211
514,514,2014,Single parent,Much Too Small,0.05216,74,15663,0.03803,0.07378
515,515,2014,Single parent,A Bit Too Small,0.19272,390,15663,0.17281,0.21725
516,516,2014,Single parent,Just Right,0.66516,1183,15663,0.61776,0.70466
517,517,2014,Single parent,A Bit Too Large,0.08995,152,15663,0.07307,0.11057
518,518,2014,Couple with children,Much Too Small,0.02977,256,15663,0.02521,0.03481
519,519,2014,Couple with children,A Bit Too Small,0.18284,1208,15663,0.16818,0.19699
520,520,2014,Couple with children,Just Right,0.70125,3847,15663,0.67004,0.72904
521,521,2014,Couple with children,A Bit Too Large,0.08615,358,15663,0.07392,0.09782
522,522,2014,Multi-generational household,Just Right,1.0,87,15663,0.767,1.26952
523,523,2014,Other Combinations,A Bit Too Small,0.25558,46,15663,0.18626,0.37176
524,524,2014,Other Combinations,Just Right,0.74442,178,15663,0.66177,0.84186
525,525,2015,Single-person household,Much Too Small,0.01343,52,15631,0.01018,0.01638
526,526,2015,Single-person household,A Bit Too Small,0.09001,339,15631,0.08232,0.09694
527,527,2015,Single-person household,Just Right,0.71619,2600,15631,0.69429,0.73682
528,528,2015,Single-person household,A Bit Too Large,0.14917,524,15631,0.14035,0.15852
529,529,2015,Single-person household,Much Too Large,0.0312,109,15631,0.02602,0.03591
530,530,2015,Couple without children,Much Too Small,0.00761,50,15631,0.0056,0.00965
531,531,2015,Couple without children,A Bit Too Small,0.07711,366,15631,0.06828,0.08375
532,532,2015,Couple without children,Just Right,0.71064,3126,15631,0.68634,0.73568
533,533,2015,Couple without children,A Bit Too Large,0.17743,727,15631,0.16632,0.18769
534,534,2015,Couple without children,Much Too Large,0.02722,104,15631,0.02337,0.03247
535,535,2015,Single parent,Much Too Small,0.03451,59,15631,0.02555,0.04585
536,536,2015,Single parent,A Bit Too Small,0.21879,369,15631,0.19078,0.24881
537,537,2015,Single parent,Just Right,0.63213,1119,15631,0.58586,0.67521
538,538,2015,Single parent,A Bit Too Large,0.11457,145,15631,0.09124,0.13883
539,539,2015,Couple with children,Much Too Small,0.03122,255,15631,0.02604,0.03777
540,540,2015,Couple with children,A Bit Too Small,0.18003,1208,15631,0.16835,0.19451
541,541,2015,Couple with children,Just Right,0.7015,3819,15631,0.67096,0.72575
542,542,2015,Couple with children,A Bit Too Large,0.08724,348,15631,0.07485,0.09808
543,543,2015,Multi-generational household,Just Right,1.0,95,15631,0.78463,1.30236
544,544,2015,Other Combinations,A Bit Too Small,0.31729,51,15631,0.19911,0.43331
545,545,2015,Other Combinations,Just Right,0.68271,166,15631,0.59466,0.76955
546,546,2016,Single-person household,Much Too Small,0.01107,95,16276,0.00802,0.01534
547,547,2016,Single-person household,A Bit Too Small,0.09304,372,16276,0.08311,0.10016
548,548,2016,Single-person household,Just Right,0.70846,2702,16276,0.68944,0.73222
549,549,2016,Single-person household,A Bit Too Large,0.15528,521,16276,0.14476,0.16457
550,550,2016,Single-person household,Much Too Large,0.03216,107,16276,0.02808,0.03666
551,551,2016,Couple without children,A Bit Too Small,0.08246,364,16276,0.07409,0.0918
552,552,2016,Couple without children,Just Right,0.71653,2982,16276,0.68893,0.7461
553,553,2016,Couple without children,A Bit Too Large,0.17495,683,16276,0.16313,0.18804
554,554,2016,Couple without children,Much Too Large,0.02606,93,16276,0.02171,0.03066
555,555,2016,Single parent,Much Too Small,0.04241,108,16276,0.02958,0.05414
556,556,2016,Single parent,A Bit Too Small,0.19565,338,16276,0.17031,0.22045
557,557,2016,Single parent,Just Right,0.65512,1113,16276,0.60529,0.70099
558,558,2016,Single parent,A Bit Too Large,0.10682,131,16276,0.08198,0.13368
559,559,2016,Couple with children,Much Too Small,0.02718,405,16276,0.02224,0.03169
560,560,2016,Couple with children,A Bit Too Small,0.19249,1368,16276,0.1759,0.20835
561,561,2016,Couple with children,Just Right,0.69473,4082,16276,0.66789,0.72733
562,562,2016,Couple with children,A Bit Too Large,0.0856,325,16276,0.07486,0.09709
563,563,2016,Multi-generational household,A Bit Too Small,0.23626,34,16276,0.08127,0.46578
564,564,2016,Multi-generational household,Just Right,0.76374,91,16276,0.58069,0.96747
565,565,2016,Other Combinations,Much Too Small,0.03492,34,16276,0.01009,0.06904
566,566,2016,Other Combinations,A Bit Too Small,0.20585,79,16276,0.12632,0.2979
567,567,2016,Other Combinations,Just Right,0.75923,249,16276,0.61445,0.90166
568,568,2017,Single-person household,Much Too Small,0.01246,93,18123,0.00935,0.01598
569,569,2017,Single-person household,A Bit Too Small,0.0809,419,18123,0.07306,0.0881
570,570,2017,Single-person household,Just Right,0.72642,3101,18123,0.70177,0.74852
571,571,2017,Single-person household,A Bit Too Large,0.14234,549,18123,0.13438,0.15131
572,572,2017,Single-person household,Much Too Large,0.03789,126,18123,0.03326,0.04189
573,573,2017,Couple without children,Much Too Small,0.00678,47,18123,0.00463,0.00908
574,574,2017,Couple without children,A Bit Too Small,0.07992,390,18123,0.07166,0.08876
575,575,2017,Couple without children,Just Right,0.70959,3363,18123,0.68145,0.73097
576,576,2017,Couple without children,A Bit Too Large,0.17756,789,18123,0.16782,0.19064
577,577,2017,Couple without children,Much Too Large,0.02615,111,18123,0.02233,0.02985
578,578,2017,Single parent,Much Too Small,0.05251,99,18123,0.03597,0.06625
579,579,2017,Single parent,A Bit Too Small,0.16286,315,18123,0.13867,0.18684
580,580,2017,Single parent,Just Right,0.66814,1177,18123,0.62652,0.70613
581,581,2017,Single parent,A Bit Too Large,0.11649,151,18123,0.09585,0.14008
582,582,2017,Couple with children,Much Too Small,0.03397,461,18123,0.0286,0.041
583,583,2017,Couple with children,A Bit Too Small,0.19226,1483,18123,0.17644,0.20554
584,584,2017,Couple with children,Just Right,0.69124,4462,18123,0.65991,0.72383
585,585,2017,Couple with children,A Bit Too Large,0.08253,393,18123,0.07227,0.09295
586,586,2017,Multi-generational household,Just Right,1.0,105,18123,0.71176,1.25678
587,587,2017,Other Combinations,Much Too Small,0.061,51,18123,0.03221,0.09905
588,588,2017,Other Combinations,A Bit Too Small,0.18907,105,18123,0.11335,0.28065
589,589,2017,Other Combinations,Just Right,0.74993,333,18123,0.65675,0.85592
590,590,2018,Single-person household,Much Too Small,0.01266,81,17712,0.00844,0.01712
591,591,2018,Single-person household,A Bit Too Small,0.08583,472,17712,0.07729,0.0933
592,592,2018,Single-person household,Just Right,0.72049,3192,17712,0.69591,0.74186
593,593,2018,Single-person household,A Bit Too Large,0.15445,612,17712,0.14459,0.16459
594,594,2018,Single-person household,Much Too Large,0.02657,92,17712,0.02252,0.03139
595,595,2018,Couple without children,Much Too Small,0.00512,44,17712,0.00394,0.00666
596,596,2018,Couple without children,A Bit Too Small,0.08177,389,17712,0.07282,0.09052
597,597,2018,Couple without children,Just Right,0.706,3311,17712,0.68703,0.73071
598,598,2018,Couple without children,A Bit Too Large,0.18158,780,17712,0.16981,0.19516
599,599,2018,Couple without children,Much Too Large,0.02554,103,17712,0.02109,0.03048
600,600,2018,Single parent,Much Too Small,0.05469,108,17712,0.04048,0.07217
601,601,2018,Single parent,A Bit Too Small,0.17131,343,17712,0.14429,0.1967
602,602,2018,Single parent,Just Right,0.66869,1137,17712,0.62195,0.71066
603,603,2018,Single parent,A Bit Too Large,0.10531,138,17712,0.08512,0.13113
604,604,2018,Couple with children,Much Too Small,0.03177,437,17712,0.02683,0.03683
605,605,2018,Couple with children,A Bit Too Small,0.18584,1398,17712,0.16866,0.20378
606,606,2018,Couple with children,Just Right,0.7022,4226,17712,0.67635,0.73597
607,607,2018,Couple with children,A Bit Too Large,0.08019,368,17712,0.06856,0.08998
608,608,2018,Multi-generational household,Just Right,1.0,118,17712,0.77063,1.22248
609,609,2018,Other Combinations,A Bit Too Small,0.11604,73,17712,0.06217,0.18577
610,610,2018,Other Combinations,Just Right,0.88396,290,17712,0.76109,1.00308
611,611,2019,Single-person household,Much Too Small,0.00859,89,18301,0.00566,0.01225
612,612,2019,Single-person household,A Bit Too Small,0.08669,475,18301,0.07951,0.09652
613,613,2019,Single-person household,Just Right,0.71504,3253,18301,0.69169,0.73955
614,614,2019,Single-person household,A Bit Too Large,0.15425,637,18301,0.14442,0.16551
615,615,2019,Single-person household,Much Too Large,0.03544,138,18301,0.02935,0.04115
616,616,2019,Couple without children,Much Too Small,0.00383,33,18301,0.00237,0.00672
617,617,2019,Couple without children,A Bit Too Small,0.0772,379,18301,0.06715,0.08555
618,618,2019,Couple without children,Just Right,0.72548,3698,18301,0.70017,0.75371
619,619,2019,Couple without children,A Bit Too Large,0.17313,915,18301,0.15978,0.18849
620,620,2019,Couple without children,Much Too Large,0.02036,141,18301,0.0161,0.02456
621,621,2019,Single parent,Much Too Small,0.04291,95,18301,0.03154,0.05424
622,622,2019,Single parent,A Bit Too Small,0.16866,302,18301,0.14091,0.19415
623,623,2019,Single parent,Just Right,0.66927,1051,18301,0.61876,0.72213
624,624,2019,Single parent,A Bit Too Large,0.11917,162,18301,0.09209,0.1472
625,625,2019,Couple with children,Much Too Small,0.03395,387,18301,0.02713,0.04121
626,626,2019,Couple with children,A Bit Too Small,0.18122,1261,18301,0.1663,0.19734
627,627,2019,Couple with children,Just Right,0.68915,4373,18301,0.65913,0.72357
628,628,2019,Couple with children,A Bit Too Large,0.08803,455,18301,0.07627,0.10236
629,629,2019,Couple with children,Much Too Large,0.00765,49,18301,0.00481,0.01081
630,630,2019,Multi-generational household,Just Right,1.0,91,18301,0.73597,1.32153
631,631,2019,Other Combinations,A Bit Too Small,0.1566,57,18301,0.07324,0.23217
632,632,2019,Other Combinations,Just Right,0.8434,260,18301,0.70357,0.97379
633,633,2020,Single-person household,Much Too Small,0.00906,146,19170,0.00538,0.0132
634,634,2020,Single-person household,A Bit Too Small,0.09047,632,19170,0.08209,0.10061
635,635,2020,Single-person household,Just Right,0.719,3799,19170,0.68926,0.74399
636,636,2020,Single-person household,A Bit Too Large,0.14393,619,19170,0.13298,0.15526
637,637,2020,Single-person household,Much Too Large,0.03753,133,19170,0.03206,0.0427
638,638,2020,Couple without children,Much Too Small,0.00489,62,19170,0.00298,0.00684
639,639,2020,Couple without children,A Bit Too Small,0.08252,470,19170,0.07298,0.0938
640,640,2020,Couple without children,Just Right,0.70003,3609,19170,0.67668,0.72649
641,641,2020,Couple without children,A Bit Too Large,0.18584,878,19170,0.17271,0.20152
642,642,2020,Couple without children,Much Too Large,0.02672,135,19170,0.02149,0.03263
643,643,2020,Single parent,Much Too Small,0.02983,92,19170,0.01947,0.04112
644,644,2020,Single parent,A Bit Too Small,0.16883,298,19170,0.14128,0.20638
645,645,2020,Single parent,Just Right,0.68008,1044,19170,0.62198,0.74119
646,646,2020,Single parent,A Bit Too Large,0.12126,150,19170,0.09572,0.14912
647,647,2020,Couple with children,Much Too Small,0.0264,447,19170,0.01983,0.03235
648,648,2020,Couple with children,A Bit Too Small,0.19586,1374,19170,0.17781,0.21508
649,649,2020,Couple with children,Just Right,0.68336,4281,19170,0.64924,0.70952
650,650,2020,Couple with children,A Bit Too Large,0.08582,404,19170,0.07389,0.09669
651,651,2020,Couple with children,Much Too Large,0.00856,43,19170,0.00549,0.01263
652,652,2020,Multi-generational household,Just Right,1.0,103,19170,0.73193,1.28968
653,653,2020,Other Combinations,Much Too Small,0.02798,34,19170,0.00817,0.07719
654,654,2020,Other Combinations,A Bit Too Small,0.18021,82,19170,0.10441,0.26537
655,655,2020,Other Combinations,Just Right,0.7918,335,19170,0.66688,0.93673
656,656,2021,Single-person household,Much Too Small,0.0067,61,12310,0.0044,0.00891
657,657,2021,Single-person household,A Bit Too Small,0.08837,408,12310,0.07702,0.10191
658,658,2021,Single-person household,Just Right,0.70603,2461,12310,0.67014,0.73198
659,659,2021,Single-person household,A Bit Too Large,0.15982,490,12310,0.14549,0.17495
660,660,2021,Single-person household,Much Too Large,0.03909,119,12310,0.03282,0.04654
661,661,2021,Couple without children,A Bit Too Small,0.06175,266,12310,0.05204,0.07255
662,662,2021,Couple without children,Just Right,0.70398,2378,12310,0.66824,0.731
663,663,2021,Couple without children,A Bit Too Large,0.20538,690,12310,0.18788,0.22312
664,664,2021,Couple without children,Much Too Large,0.0289,107,12310,0.02278,0.03428
665,665,2021,Single parent,Much Too Small,0.0363,51,12310,0.01935,0.05909
666,666,2021,Single parent,A Bit Too Small,0.16383,194,12310,0.12967,0.1973
667,667,2021,Single parent,Just Right,0.67209,652,12310,0.61809,0.72884
668,668,2021,Single parent,A Bit Too Large,0.12778,111,12310,0.09979,0.16378
669,669,2021,Couple with children,Much Too Small,0.03051,270,12310,0.02086,0.04002
670,670,2021,Couple with children,A Bit Too Small,0.17683,779,12310,0.1595,0.19403
671,671,2021,Couple with children,Just Right,0.70742,2631,12310,0.66424,0.74549
672,672,2021,Couple with children,A Bit Too Large,0.08524,281,12310,0.07122,0.09964
673,673,2021,Multi-generational household,Just Right,1.0,67,12310,0.62809,1.43488
674,674,2021,Other Combinations,A Bit Too Small,0.14665,56,12310,0.09263,0.221
675,675,2021,Other Combinations,Just Right,0.85335,238,12310,0.70002,1.00484
