year,bula_h,hhtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Bavaria,Couple without children,A Bit Too Large,0.15349,86,515,0.12233,0.18465
2007,Bavaria,Single parent,Just Right,0.68266,64,64,0.56772,0.79759
2007,Bavaria,Couple with children,A Bit Too Small,0.21098,110,549,0.17681,0.24514
2007,Bavaria,Couple with children,Just Right,0.72409,400,549,0.68667,0.76152
2007,Bavaria,Couple with children,A Bit Too Large,0.04331,39,549,0.02627,0.06035
2007,Berlin,Single-person household,Just Right,0.75166,126,126,0.67592,0.82740
2007,Berlin,Couple without children,Just Right,0.73122,107,107,0.64683,0.81562
2007,Berlin,Couple with children,Just Right,0.69841,71,71,0.59089,0.80592
2007,Brandenburg,Single-person household,Just Right,0.80312,111,111,0.72880,0.87743
2007,Brandenburg,Couple without children,Just Right,0.83103,138,138,0.76828,0.89378
2007,Brandenburg,Couple with children,Just Right,0.77197,100,100,0.68932,0.85461
2007,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.74649,56,56,0.63152,0.86146
2007,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.72350,71,71,0.61872,0.82828
2007,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.77240,60,60,0.66542,0.87939
2007,Saxony,Single-person household,Just Right,0.79515,185,217,0.74132,0.84897
2007,Saxony,Single-person household,A Bit Too Large,0.11922,32,217,0.07600,0.16243
2007,Saxony,Couple without children,A Bit Too Small,0.10062,31,266,0.06440,0.13684
2007,Saxony,Couple without children,Just Right,0.80381,235,266,0.75599,0.85162
2007,Saxony,Single parent,Just Right,0.64767,36,36,0.48941,0.80593
2007,Saxony,Couple with children,A Bit Too Small,0.22601,38,211,0.16945,0.28258
2007,Saxony,Couple with children,Just Right,0.69622,173,211,0.63401,0.75842
2007,Saxony-Anhalt,Single-person household,Just Right,0.70484,86,86,0.60787,0.80180
2007,Saxony-Anhalt,Couple without children,Just Right,0.82647,135,135,0.76235,0.89059
2007,Saxony-Anhalt,Couple with children,Just Right,0.81560,112,112,0.74345,0.88775
2007,Thuringa,Single-person household,Just Right,0.76091,103,103,0.67814,0.84369
2007,Thuringa,Couple without children,Just Right,0.69713,122,122,0.61525,0.77900
2007,Thuringa,Couple with children,Just Right,0.75349,111,111,0.67295,0.83403
2008,Schleswig-Holstein,Single-person household,Just Right,0.74576,69,69,0.64227,0.84926
2008,Schleswig-Holstein,Couple without children,Just Right,0.76663,94,94,0.68067,0.85260
2008,Schleswig-Holstein,Couple with children,Just Right,0.75460,75,75,0.65655,0.85265
2008,Hamburg,Single-person household,Just Right,0.75857,58,58,0.64747,0.86967
2008,Hamburg,Couple without children,Just Right,0.82592,47,47,0.71634,0.93550
2008,Lower Saxony,Single-person household,Just Right,0.60661,155,209,0.54022,0.67300
2008,Lower Saxony,Single-person household,A Bit Too Large,0.23105,54,209,0.17376,0.28833
2008,Lower Saxony,Couple without children,Just Right,0.72315,240,308,0.67310,0.77320
2008,Lower Saxony,Couple without children,A Bit Too Large,0.19751,68,308,0.15298,0.24205
2008,Lower Saxony,Single parent,Just Right,0.67851,42,42,0.53554,0.82147
2008,Lower Saxony,Couple with children,A Bit Too Small,0.15634,44,295,0.11482,0.19785
2008,Lower Saxony,Couple with children,Just Right,0.70813,220,295,0.65616,0.76010
2008,Lower Saxony,Couple with children,A Bit Too Large,0.09169,31,295,0.05870,0.12467
2008,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.06169,44,535,0.04128,0.08209
2008,North Rhine-Westphalia,Single-person household,Just Right,0.75408,408,535,0.71756,0.79061
2008,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.15315,83,535,0.12261,0.18370
2008,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.08606,65,745,0.06590,0.10621
2008,North Rhine-Westphalia,Couple without children,Just Right,0.73388,557,745,0.70212,0.76563
2008,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.15001,123,745,0.12435,0.17566
2008,North Rhine-Westphalia,Single parent,Just Right,0.67719,90,90,0.58005,0.77432
2008,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.18647,108,667,0.15689,0.21605
2008,North Rhine-Westphalia,Couple with children,Just Right,0.72991,528,667,0.69618,0.76363
2008,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.04354,31,667,0.02804,0.05904
2008,Hesse,Single-person household,Just Right,0.67045,118,150,0.59497,0.74592
2008,Hesse,Single-person household,A Bit Too Large,0.13175,32,150,0.07744,0.18605
2008,Hesse,Couple without children,Just Right,0.67488,177,234,0.61473,0.73502
2008,Hesse,Couple without children,A Bit Too Large,0.18949,57,234,0.13917,0.23981
2008,Hesse,Couple with children,A Bit Too Small,0.24335,55,215,0.18586,0.30084
2008,Hesse,Couple with children,Just Right,0.67263,160,215,0.60976,0.73550
2008,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.62677,117,159,0.55135,0.70219
2008,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.20924,42,159,0.14581,0.27267
2008,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.70048,125,161,0.62951,0.77146
2008,"Rhineland-Palatinate, Saarland",Couple without children,A Bit Too Large,0.19424,36,161,0.13294,0.25554
2008,"Rhineland-Palatinate, Saarland",Single parent,Just Right,0.67719,32,32,0.51260,0.84178
2008,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.18206,36,174,0.12455,0.23956
2008,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.75838,138,174,0.69459,0.82217
2008,Baden-Wuerttemberg,Single-person household,A Bit Too Small,0.11109,43,326,0.07693,0.14526
2008,Baden-Wuerttemberg,Single-person household,Just Right,0.68359,230,326,0.63303,0.73416
2008,Baden-Wuerttemberg,Single-person household,A Bit Too Large,0.15391,53,326,0.11467,0.19314
2008,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.07496,35,409,0.04941,0.10051
2008,Baden-Wuerttemberg,Couple without children,Just Right,0.71800,300,409,0.67433,0.76166
2008,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.18362,74,409,0.14605,0.22119
2008,Baden-Wuerttemberg,Single parent,Just Right,0.74570,60,60,0.63458,0.85682
2008,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.19216,72,386,0.15280,0.23151
2008,Baden-Wuerttemberg,Couple with children,Just Right,0.71013,314,386,0.66481,0.75545
2008,Bavaria,Single-person household,A Bit Too Small,0.13424,54,388,0.10027,0.16821
2008,Bavaria,Single-person household,Just Right,0.67946,273,388,0.63297,0.72596
2008,Bavaria,Single-person household,A Bit Too Large,0.15170,61,388,0.11596,0.18744
2008,Bavaria,Couple without children,A Bit Too Small,0.12055,50,489,0.09166,0.14944
2008,Bavaria,Couple without children,Just Right,0.67731,348,489,0.63583,0.71879
2008,Bavaria,Couple without children,A Bit Too Large,0.17211,91,489,0.13862,0.20560
2008,Bavaria,Single parent,Just Right,0.64921,60,60,0.52744,0.77098
2008,Bavaria,Couple with children,A Bit Too Small,0.18906,90,499,0.15467,0.22345
2008,Bavaria,Couple with children,Just Right,0.69798,370,499,0.65765,0.73830
2008,Bavaria,Couple with children,A Bit Too Large,0.07437,39,499,0.05133,0.09741
2008,Berlin,Single-person household,Just Right,0.71312,125,125,0.63351,0.79273
2008,Berlin,Couple without children,Just Right,0.76154,110,110,0.68153,0.84154
2008,Berlin,Couple with children,Just Right,0.74165,64,64,0.63356,0.84975
2008,Brandenburg,Single-person household,Just Right,0.76679,109,109,0.68704,0.84655
2008,Brandenburg,Couple without children,Just Right,0.79030,131,131,0.72032,0.86028
2008,Brandenburg,Couple with children,A Bit Too Small,0.23034,32,116,0.15338,0.30729
2008,Brandenburg,Couple with children,Just Right,0.71363,84,116,0.63100,0.79625
2008,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.76405,57,57,0.65284,0.87525
2008,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.79299,80,80,0.70364,0.88233
2008,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.80223,55,55,0.69600,0.90847
2008,Saxony,Single-person household,Just Right,0.79042,179,179,0.73063,0.85021
2008,Saxony,Couple without children,Just Right,0.83130,238,269,0.78647,0.87614
2008,Saxony,Couple without children,A Bit Too Large,0.06657,31,269,0.03673,0.09642
2008,Saxony,Single parent,Just Right,0.72346,34,34,0.57085,0.87607
2008,Saxony,Couple with children,A Bit Too Small,0.25124,39,204,0.19157,0.31090
2008,Saxony,Couple with children,Just Right,0.66082,165,204,0.59570,0.72595
2008,Saxony-Anhalt,Single-person household,Just Right,0.71803,86,86,0.62237,0.81369
2008,Saxony-Anhalt,Couple without children,Just Right,0.75435,125,125,0.67858,0.83012
2008,Saxony-Anhalt,Couple with children,Just Right,0.69463,90,90,0.59895,0.79032
2008,Thuringa,Single-person household,Just Right,0.73011,93,93,0.63940,0.82082
2008,Thuringa,Couple without children,Just Right,0.77153,130,130,0.69908,0.84398
2008,Thuringa,Couple with children,Just Right,0.78105,98,98,0.69875,0.86334
2009,Schleswig-Holstein,Single-person household,Just Right,0.69345,61,61,0.57679,0.81011
2009,Schleswig-Holstein,Couple without children,Just Right,0.70351,84,84,0.60525,0.80177
2009,Schleswig-Holstein,Couple with children,Just Right,0.69966,58,58,0.58065,0.81867
2009,Hamburg,Single-person household,Just Right,0.73623,57,57,0.62081,0.85165
2009,Hamburg,Couple without children,Just Right,0.79808,43,43,0.67668,0.91949
2009,Lower Saxony,Single-person household,Just Right,0.62100,157,203,0.55409,0.68790
2009,Lower Saxony,Single-person household,A Bit Too Large,0.20273,46,203,0.14729,0.25817
2009,Lower Saxony,Couple without children,Just Right,0.68436,231,300,0.63168,0.73704
2009,Lower Saxony,Couple without children,A Bit Too Large,0.21991,69,300,0.17296,0.26686
2009,Lower Saxony,Couple with children,A Bit Too Small,0.24116,49,247,0.18770,0.29462
2009,Lower Saxony,Couple with children,Just Right,0.62875,198,247,0.56837,0.68912
2009,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.09522,54,522,0.07001,0.12042
2009,North Rhine-Westphalia,Single-person household,Just Right,0.74413,390,522,0.70667,0.78160
2009,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.13621,78,522,0.10676,0.16566
2009,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.08629,53,679,0.06515,0.10743
2009,North Rhine-Westphalia,Couple without children,Just Right,0.72873,513,679,0.69526,0.76220
2009,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.14566,113,679,0.11911,0.17222
2009,North Rhine-Westphalia,Single parent,Just Right,0.70101,78,78,0.59875,0.80327
2009,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.19250,115,620,0.16144,0.22355
2009,North Rhine-Westphalia,Couple with children,Just Right,0.71180,473,620,0.67612,0.74748
2009,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.06277,32,620,0.04367,0.08188
2009,Hesse,Single-person household,Just Right,0.70110,123,123,0.61987,0.78233
2009,Hesse,Couple without children,Just Right,0.59676,156,210,0.53025,0.66326
2009,Hesse,Couple without children,A Bit Too Large,0.21151,54,210,0.15614,0.26688
2009,Hesse,Couple with children,A Bit Too Small,0.26281,49,185,0.19921,0.32641
2009,Hesse,Couple with children,Just Right,0.65158,136,185,0.58273,0.72043
2009,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.66144,121,156,0.58694,0.73594
2009,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.17743,35,156,0.11729,0.23758
2009,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.75181,121,156,0.68380,0.81981
2009,"Rhineland-Palatinate, Saarland",Couple without children,A Bit Too Large,0.17653,35,156,0.11651,0.23656
2009,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.72065,129,129,0.64292,0.79838
2009,Baden-Wuerttemberg,Single-person household,A Bit Too Small,0.12383,35,297,0.08630,0.16135
2009,Baden-Wuerttemberg,Single-person household,Just Right,0.66860,217,297,0.61497,0.72222
2009,Baden-Wuerttemberg,Single-person household,A Bit Too Large,0.16521,45,297,0.12290,0.20752
2009,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.09304,39,365,0.06320,0.12288
2009,Baden-Wuerttemberg,Couple without children,Just Right,0.65483,252,365,0.60599,0.70367
2009,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.22771,74,365,0.18463,0.27079
2009,Baden-Wuerttemberg,Single parent,Just Right,0.63763,45,45,0.49559,0.77966
2009,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.16956,69,369,0.13122,0.20790
2009,Baden-Wuerttemberg,Couple with children,Just Right,0.68524,264,369,0.63779,0.73269
2009,Baden-Wuerttemberg,Couple with children,A Bit Too Large,0.11582,36,369,0.08312,0.14852
2009,Bavaria,Single-person household,A Bit Too Small,0.12310,47,368,0.08948,0.15671
2009,Bavaria,Single-person household,Just Right,0.71545,270,368,0.66929,0.76162
2009,Bavaria,Single-person household,A Bit Too Large,0.12617,51,368,0.09220,0.16014
2009,Bavaria,Couple without children,A Bit Too Small,0.13910,53,475,0.10794,0.17025
2009,Bavaria,Couple without children,Just Right,0.66344,330,475,0.62090,0.70598
2009,Bavaria,Couple without children,A Bit Too Large,0.18805,92,475,0.15287,0.22323
2009,Bavaria,Single parent,Just Right,0.61453,53,53,0.48224,0.74682
2009,Bavaria,Couple with children,A Bit Too Small,0.18854,86,464,0.15291,0.22416
2009,Bavaria,Couple with children,Just Right,0.68813,338,464,0.64593,0.73033
2009,Bavaria,Couple with children,A Bit Too Large,0.07936,40,464,0.05474,0.10398
2009,Berlin,Single-person household,Just Right,0.70127,112,112,0.61612,0.78642
2009,Berlin,Couple without children,Just Right,0.67868,110,110,0.59102,0.76635
2009,Berlin,Couple with children,Just Right,0.68634,49,49,0.55508,0.81760
2009,Brandenburg,Single-person household,Just Right,0.80981,105,105,0.73439,0.88524
2009,Brandenburg,Couple without children,Just Right,0.75846,133,133,0.68544,0.83148
2009,Brandenburg,Couple with children,Just Right,0.67025,81,81,0.56723,0.77327
2009,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.75937,55,55,0.64536,0.87339
2009,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.74808,84,84,0.65469,0.84147
2009,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.80240,46,46,0.68605,0.91874
2009,Saxony,Single-person household,Just Right,0.80826,163,163,0.74763,0.86888
2009,Saxony,Couple without children,Just Right,0.79543,212,247,0.74502,0.84584
2009,Saxony,Couple without children,A Bit Too Large,0.09331,35,247,0.05696,0.12965
2009,Saxony,Couple with children,A Bit Too Small,0.23101,37,196,0.17185,0.29017
2009,Saxony,Couple with children,Just Right,0.68979,159,196,0.62486,0.75471
2009,Saxony-Anhalt,Single-person household,Just Right,0.70714,82,82,0.60803,0.80624
2009,Saxony-Anhalt,Couple without children,Just Right,0.74894,121,121,0.67136,0.82653
2009,Saxony-Anhalt,Couple with children,Just Right,0.67304,91,91,0.57612,0.76996
2009,Thuringa,Single-person household,Just Right,0.76223,87,87,0.67226,0.85221
2009,Thuringa,Couple without children,Just Right,0.72059,122,122,0.64064,0.80054
2009,Thuringa,Couple with children,Just Right,0.65643,91,91,0.55832,0.75455
2010,Schleswig-Holstein,Single-person household,Just Right,0.76615,58,58,0.65626,0.87604
2010,Schleswig-Holstein,Couple without children,Just Right,0.62525,78,78,0.51713,0.73337
2010,Schleswig-Holstein,Single parent,Just Right,0.62429,46,46,0.48279,0.76580
2010,Schleswig-Holstein,Couple with children,A Bit Too Small,0.17325,38,158,0.11405,0.23246
2010,Schleswig-Holstein,Couple with children,Just Right,0.70618,120,158,0.63493,0.77744
2010,Hamburg,Single-person household,Just Right,0.72420,50,50,0.59906,0.84934
2010,Hamburg,Couple without children,Just Right,0.72372,45,45,0.59159,0.85584
2010,Hamburg,Couple with children,A Bit Too Small,0.50923,32,69,0.39041,0.62805
2010,Hamburg,Couple with children,Just Right,0.44970,37,69,0.33146,0.56794
2010,Lower Saxony,Single-person household,Just Right,0.60679,148,191,0.53733,0.67624
2010,Lower Saxony,Single-person household,A Bit Too Large,0.19938,43,191,0.14257,0.25619
2010,Lower Saxony,Couple without children,Just Right,0.71715,225,283,0.66458,0.76972
2010,Lower Saxony,Couple without children,A Bit Too Large,0.19892,58,283,0.15233,0.24551
2010,Lower Saxony,Single parent,Just Right,0.73934,126,126,0.66238,0.81630
2010,Lower Saxony,Couple with children,A Bit Too Small,0.20213,116,492,0.16660,0.23765
2010,Lower Saxony,Couple with children,Just Right,0.68738,336,492,0.64638,0.72839
2010,Lower Saxony,Couple with children,A Bit Too Large,0.07282,40,492,0.04984,0.09581
2010,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.07532,36,465,0.05131,0.09934
2010,North Rhine-Westphalia,Single-person household,Just Right,0.73265,351,465,0.69238,0.77292
2010,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.16192,78,465,0.12840,0.19544
2010,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09350,52,653,0.07115,0.11585
2010,North Rhine-Westphalia,Couple without children,Just Right,0.73112,483,653,0.69708,0.76515
2010,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.15058,118,653,0.12313,0.17803
2010,North Rhine-Westphalia,Single parent,A Bit Too Small,0.21628,87,314,0.17067,0.26189
2010,North Rhine-Westphalia,Single parent,Just Right,0.66483,227,314,0.61253,0.71712
2010,North Rhine-Westphalia,Couple with children,Much Too Small,0.01851,59,1253,0.01104,0.02598
2010,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.19190,297,1253,0.17009,0.21371
2010,North Rhine-Westphalia,Couple with children,Just Right,0.73495,848,1253,0.71050,0.75940
2010,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.04778,49,1253,0.03597,0.05960
2010,Hesse,Single-person household,Just Right,0.66634,112,112,0.57862,0.75406
2010,Hesse,Couple without children,Just Right,0.70349,167,208,0.64127,0.76571
2010,Hesse,Couple without children,A Bit Too Large,0.17696,41,208,0.12497,0.22895
2010,Hesse,Single parent,A Bit Too Small,0.23070,36,110,0.15161,0.30979
2010,Hesse,Single parent,Just Right,0.64054,74,110,0.55045,0.73062
2010,Hesse,Couple with children,Much Too Small,0.03892,34,401,0.01997,0.05788
2010,Hesse,Couple with children,A Bit Too Small,0.21631,112,401,0.17596,0.25666
2010,Hesse,Couple with children,Just Right,0.67855,255,401,0.63278,0.72432
2010,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.64357,113,160,0.56913,0.71802
2010,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.23263,47,160,0.16696,0.29831
2010,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.73413,115,115,0.65303,0.81523
2010,"Rhineland-Palatinate, Saarland",Single parent,Just Right,0.71240,60,60,0.59690,0.82790
2010,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.14307,59,292,0.10284,0.18330
2010,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.71518,233,292,0.66332,0.76703
2010,Baden-Wuerttemberg,Single-person household,A Bit Too Small,0.11500,34,289,0.07815,0.15184
2010,Baden-Wuerttemberg,Single-person household,Just Right,0.69485,216,289,0.64166,0.74803
2010,Baden-Wuerttemberg,Single-person household,A Bit Too Large,0.13234,39,289,0.09320,0.17147
2010,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.08253,33,340,0.05324,0.11182
2010,Baden-Wuerttemberg,Couple without children,Just Right,0.65647,236,340,0.60592,0.70702
2010,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.23002,71,340,0.18522,0.27482
2010,Baden-Wuerttemberg,Single parent,A Bit Too Small,0.20585,39,173,0.14542,0.26628
2010,Baden-Wuerttemberg,Single parent,Just Right,0.59367,134,173,0.52027,0.66707
2010,Baden-Wuerttemberg,Couple with children,Much Too Small,0.02645,41,741,0.01489,0.03801
2010,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.18152,194,741,0.15375,0.20929
2010,Baden-Wuerttemberg,Couple with children,Just Right,0.69267,463,741,0.65942,0.72591
2010,Baden-Wuerttemberg,Couple with children,A Bit Too Large,0.09565,43,741,0.07446,0.11684
2010,Bavaria,Single-person household,A Bit Too Small,0.12990,42,348,0.09452,0.16527
2010,Bavaria,Single-person household,Just Right,0.68190,241,348,0.63290,0.73090
2010,Bavaria,Single-person household,A Bit Too Large,0.17113,65,348,0.13151,0.21076
2010,Bavaria,Couple without children,A Bit Too Small,0.12494,45,452,0.09442,0.15545
2010,Bavaria,Couple without children,Just Right,0.67382,314,452,0.63055,0.71709
2010,Bavaria,Couple without children,A Bit Too Large,0.17450,93,452,0.13947,0.20953
2010,Bavaria,Single parent,A Bit Too Small,0.21368,55,221,0.15951,0.26784
2010,Bavaria,Single parent,Just Right,0.65996,166,221,0.59736,0.72256
2010,Bavaria,Couple with children,Much Too Small,0.02779,34,906,0.01708,0.03849
2010,Bavaria,Couple with children,A Bit Too Small,0.21611,222,906,0.18930,0.24293
2010,Bavaria,Couple with children,Just Right,0.66073,596,906,0.62988,0.69158
2010,Bavaria,Couple with children,A Bit Too Large,0.07447,54,906,0.05737,0.09158
2010,Berlin,Single-person household,A Bit Too Small,0.18936,31,153,0.12707,0.25164
2010,Berlin,Single-person household,Just Right,0.73665,122,153,0.66663,0.80668
2010,Berlin,Couple without children,Just Right,0.77455,110,110,0.69610,0.85300
2010,Berlin,Single parent,A Bit Too Small,0.30599,33,82,0.20563,0.40634
2010,Berlin,Single parent,Just Right,0.51584,49,82,0.40701,0.62468
2010,Berlin,Couple with children,A Bit Too Small,0.30419,65,161,0.23290,0.37548
2010,Berlin,Couple with children,Just Right,0.62383,96,161,0.54877,0.69890
2010,Brandenburg,Single-person household,Just Right,0.70269,87,87,0.60609,0.79930
2010,Brandenburg,Couple without children,Just Right,0.71442,126,126,0.63524,0.79361
2010,Brandenburg,Single parent,Just Right,0.64491,51,51,0.51227,0.77756
2010,Brandenburg,Couple with children,A Bit Too Small,0.24082,48,172,0.17673,0.30490
2010,Brandenburg,Couple with children,Just Right,0.70630,124,172,0.63804,0.77457
2010,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.78021,58,58,0.67270,0.88771
2010,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.66950,75,75,0.56233,0.77668
2010,Mecklenburg-Western Pomerania,Single parent,Just Right,0.73116,41,41,0.59376,0.86855
2010,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.71816,71,71,0.61277,0.82356
2010,Saxony,Single-person household,Just Right,0.76597,142,142,0.69609,0.83586
2010,Saxony,Couple without children,Just Right,0.73974,195,195,0.67799,0.80148
2010,Saxony,Single parent,Just Right,0.68475,60,60,0.56619,0.80331
2010,Saxony,Couple with children,A Bit Too Small,0.24669,100,347,0.20127,0.29211
2010,Saxony,Couple with children,Just Right,0.65166,247,347,0.60145,0.70186
2010,Saxony-Anhalt,Single-person household,Just Right,0.66630,79,79,0.56166,0.77095
2010,Saxony-Anhalt,Couple without children,Just Right,0.79108,117,117,0.71710,0.86506
2010,Saxony-Anhalt,Single parent,Just Right,0.55556,41,41,0.40157,0.70955
2010,Saxony-Anhalt,Couple with children,A Bit Too Small,0.12114,32,156,0.06977,0.17251
2010,Saxony-Anhalt,Couple with children,Just Right,0.61646,124,156,0.53991,0.69301
2010,Thuringa,Single-person household,Just Right,0.78466,89,89,0.69877,0.87054
2010,Thuringa,Couple without children,Just Right,0.75609,119,119,0.67861,0.83357
2010,Thuringa,Single parent,Just Right,0.69729,42,42,0.55665,0.83792
2010,Thuringa,Couple with children,A Bit Too Small,0.19445,50,179,0.13630,0.25259
2010,Thuringa,Couple with children,Just Right,0.74541,129,179,0.68141,0.80941
2011,Schleswig-Holstein,Single-person household,Just Right,0.79473,94,94,0.71264,0.87682
2011,Schleswig-Holstein,Couple without children,Just Right,0.68773,119,119,0.60412,0.77135
2011,Schleswig-Holstein,Single parent,Just Right,0.71380,65,65,0.60306,0.82453
2011,Schleswig-Holstein,Couple with children,A Bit Too Small,0.19355,47,198,0.13838,0.24872
2011,Schleswig-Holstein,Couple with children,Just Right,0.74396,151,198,0.68301,0.80491
2011,Hamburg,Single-person household,Just Right,0.75677,57,57,0.64440,0.86914
2011,Hamburg,Couple without children,Just Right,0.64448,47,47,0.50615,0.78280
2011,Hamburg,Couple with children,A Bit Too Small,0.46529,38,79,0.35459,0.57598
2011,Hamburg,Couple with children,Just Right,0.45288,41,79,0.34241,0.56335
2011,Lower Saxony,Single-person household,Just Right,0.64878,185,231,0.58708,0.71047
2011,Lower Saxony,Single-person household,A Bit Too Large,0.16616,46,231,0.11805,0.21426
2011,Lower Saxony,Couple without children,Just Right,0.70250,303,394,0.65731,0.74770
2011,Lower Saxony,Couple without children,A Bit Too Large,0.21022,91,394,0.16993,0.25051
2011,Lower Saxony,Single parent,Just Right,0.78074,156,156,0.71560,0.84588
2011,Lower Saxony,Couple with children,A Bit Too Small,0.18073,118,554,0.14866,0.21280
2011,Lower Saxony,Couple with children,Just Right,0.66810,382,554,0.62885,0.70735
2011,Lower Saxony,Couple with children,A Bit Too Large,0.11739,54,554,0.09056,0.14421
2011,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.09100,54,618,0.06831,0.11370
2011,North Rhine-Westphalia,Single-person household,Just Right,0.72285,456,618,0.68754,0.75817
2011,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.16021,108,618,0.13126,0.18915
2011,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.11678,84,829,0.09491,0.13866
2011,North Rhine-Westphalia,Couple without children,Just Right,0.69843,589,829,0.66717,0.72969
2011,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.16362,156,829,0.13842,0.18882
2011,North Rhine-Westphalia,Single parent,A Bit Too Small,0.18643,88,435,0.14979,0.22308
2011,North Rhine-Westphalia,Single parent,Just Right,0.68611,316,435,0.64245,0.72977
2011,North Rhine-Westphalia,Single parent,A Bit Too Large,0.08506,31,435,0.05881,0.11130
2011,North Rhine-Westphalia,Couple with children,Much Too Small,0.02734,54,1299,0.01847,0.03621
2011,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.17622,295,1299,0.15549,0.19694
2011,North Rhine-Westphalia,Couple with children,Just Right,0.71154,875,1299,0.68689,0.73619
2011,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.07649,75,1299,0.06203,0.09094
2011,Hesse,Single-person household,Just Right,0.70508,162,202,0.64203,0.76812
2011,Hesse,Single-person household,A Bit Too Large,0.14403,40,202,0.09548,0.19257
2011,Hesse,Couple without children,Just Right,0.68265,189,244,0.62413,0.74118
2011,Hesse,Couple without children,A Bit Too Large,0.18276,55,244,0.13417,0.23136
2011,Hesse,Single parent,A Bit Too Small,0.20972,43,137,0.14130,0.27815
2011,Hesse,Single parent,Just Right,0.60702,94,137,0.52493,0.68911
2011,Hesse,Couple with children,Much Too Small,0.04475,38,470,0.02604,0.06346
2011,Hesse,Couple with children,A Bit Too Small,0.24998,119,470,0.21079,0.28917
2011,Hesse,Couple with children,Just Right,0.60913,280,470,0.56496,0.65329
2011,Hesse,Couple with children,A Bit Too Large,0.09548,33,470,0.06888,0.12207
2011,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.66594,150,195,0.59957,0.73231
2011,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.17304,45,195,0.11981,0.22627
2011,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.71584,166,216,0.65555,0.77613
2011,"Rhineland-Palatinate, Saarland",Couple without children,A Bit Too Large,0.19317,50,216,0.14040,0.24594
2011,"Rhineland-Palatinate, Saarland",Single parent,Just Right,0.61876,74,74,0.50734,0.73017
