year,regtyp,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Rural regions,Tenant,A Bit Too Large,0.07863,127,1653,0.06565,0.09161
2008,Urban regions,Owner,A Bit Too Small,0.07870,264,3289,0.06949,0.08790
2008,Urban regions,Owner,Just Right,0.69681,2349,3289,0.68110,0.71252
2008,Urban regions,Owner,A Bit Too Large,0.18334,579,3289,0.17011,0.19656
2008,Urban regions,Owner,Much Too Large,0.03586,97,3289,0.02950,0.04221
2008,Urban regions,Tenant,Much Too Small,0.02220,81,3844,0.01754,0.02686
2008,Urban regions,Tenant,A Bit Too Small,0.18268,721,3844,0.17047,0.19490
2008,Urban regions,Tenant,Just Right,0.71416,2783,3844,0.69987,0.72844
2008,Urban regions,Tenant,A Bit Too Large,0.07172,259,3844,0.06357,0.07988
2008,Rural regions,Owner,A Bit Too Small,0.06491,139,2058,0.05426,0.07555
2008,Rural regions,Owner,Just Right,0.70673,1491,2058,0.68705,0.72640
2008,Rural regions,Owner,A Bit Too Large,0.18752,361,2058,0.17065,0.20439
2008,Rural regions,Owner,Much Too Large,0.03787,67,2058,0.02962,0.04612
2008,Rural regions,Tenant,A Bit Too Small,0.14336,230,1524,0.12576,0.16096
2008,Rural regions,Tenant,Just Right,0.75167,1174,1524,0.72997,0.77337
2008,Rural regions,Tenant,A Bit Too Large,0.08731,120,1524,0.07313,0.10149
2009,Urban regions,Owner,A Bit Too Small,0.09427,268,3086,0.08396,0.10458
2009,Urban regions,Owner,Just Right,0.67788,2157,3086,0.66140,0.69437
2009,Urban regions,Owner,A Bit Too Large,0.18725,564,3086,0.17348,0.20101
2009,Urban regions,Owner,Much Too Large,0.03768,97,3086,0.03096,0.04440
2009,Urban regions,Tenant,Much Too Small,0.02699,89,3570,0.02167,0.03231
2009,Urban regions,Tenant,A Bit Too Small,0.18388,672,3570,0.17117,0.19659
2009,Urban regions,Tenant,Just Right,0.71090,2552,3570,0.69602,0.72577
2009,Urban regions,Tenant,A Bit Too Large,0.07285,257,3570,0.06432,0.08137
2009,Rural regions,Owner,A Bit Too Small,0.07396,131,1954,0.06236,0.08557
2009,Rural regions,Owner,Just Right,0.67535,1388,1954,0.65458,0.69612
2009,Rural regions,Owner,A Bit Too Large,0.20536,364,1954,0.18744,0.22327
2009,Rural regions,Owner,Much Too Large,0.04177,71,1954,0.03289,0.05064
2009,Rural regions,Tenant,Much Too Small,0.01965,38,1505,0.01263,0.02666
2009,Rural regions,Tenant,A Bit Too Small,0.15987,232,1505,0.14135,0.17839
2009,Rural regions,Tenant,Just Right,0.72898,1107,1505,0.70652,0.75145
2009,Rural regions,Tenant,A Bit Too Large,0.08828,128,1505,0.07395,0.10262
2010,Urban regions,Owner,A Bit Too Small,0.08870,427,3800,0.07966,0.09774
2010,Urban regions,Owner,Just Right,0.69314,2692,3800,0.67847,0.70780
2010,Urban regions,Owner,A Bit Too Large,0.17741,579,3800,0.16526,0.18955
2010,Urban regions,Owner,Much Too Large,0.03877,102,3800,0.03263,0.04491
2010,Urban regions,Tenant,Much Too Small,0.02206,266,5221,0.01808,0.02604
2010,Urban regions,Tenant,A Bit Too Small,0.18120,1297,5221,0.17075,0.19165
2010,Urban regions,Tenant,Just Right,0.71084,3356,5221,0.69854,0.72314
2010,Urban regions,Tenant,A Bit Too Large,0.07761,302,5221,0.07035,0.08487
2010,Rural regions,Owner,A Bit Too Small,0.07914,221,2471,0.06849,0.08978
2010,Rural regions,Owner,Just Right,0.66720,1772,2471,0.64862,0.68579
2010,Rural regions,Owner,A Bit Too Large,0.20521,401,2471,0.18929,0.22114
2010,Rural regions,Owner,Much Too Large,0.04503,77,2471,0.03685,0.05320
2010,Rural regions,Tenant,Much Too Small,0.01756,104,2197,0.01206,0.02305
2010,Rural regions,Tenant,A Bit Too Small,0.16640,489,2197,0.15083,0.18198
2010,Rural regions,Tenant,Just Right,0.70641,1442,2197,0.68737,0.72546
2010,Rural regions,Tenant,A Bit Too Large,0.09865,162,2197,0.08618,0.11112
2011,Urban regions,Owner,A Bit Too Small,0.08559,508,4592,0.07750,0.09368
2011,Urban regions,Owner,Just Right,0.68366,3200,4592,0.67021,0.69711
2011,Urban regions,Owner,A Bit Too Large,0.19401,768,4592,0.18257,0.20545
2011,Urban regions,Owner,Much Too Large,0.03368,116,4592,0.02847,0.03890
2011,Urban regions,Tenant,Much Too Small,0.02484,278,6104,0.02093,0.02874
2011,Urban regions,Tenant,A Bit Too Small,0.18177,1358,6104,0.17209,0.19144
2011,Urban regions,Tenant,Just Right,0.71007,4102,6104,0.69868,0.72145
2011,Urban regions,Tenant,A Bit Too Large,0.07555,366,6104,0.06892,0.08218
2011,Rural regions,Owner,A Bit Too Small,0.07226,280,3081,0.06312,0.08141
2011,Rural regions,Owner,Just Right,0.67568,2181,3081,0.65915,0.69221
2011,Rural regions,Owner,A Bit Too Large,0.20302,524,3081,0.18881,0.21723
2011,Rural regions,Owner,Much Too Large,0.04545,96,3081,0.03809,0.05280
2011,Rural regions,Tenant,Much Too Small,0.01464,95,2731,0.01013,0.01914
2011,Rural regions,Tenant,A Bit Too Small,0.15361,557,2731,0.14008,0.16713
2011,Rural regions,Tenant,Just Right,0.73092,1880,2731,0.71428,0.74756
2011,Rural regions,Tenant,A Bit Too Large,0.09526,199,2731,0.08424,0.10627
2012,Urban regions,Owner,A Bit Too Small,0.07094,432,4482,0.06343,0.07846
2012,Urban regions,Owner,Just Right,0.70217,3170,4482,0.68878,0.71556
2012,Urban regions,Owner,A Bit Too Large,0.18862,751,4482,0.17717,0.20008
2012,Urban regions,Owner,Much Too Large,0.03510,129,4482,0.02971,0.04049
2012,Urban regions,Tenant,Much Too Small,0.02458,223,5931,0.02064,0.02852
2012,Urban regions,Tenant,A Bit Too Small,0.17566,1271,5931,0.16598,0.18535
2012,Urban regions,Tenant,Just Right,0.71212,4016,5931,0.70059,0.72364
2012,Urban regions,Tenant,A Bit Too Large,0.07926,385,5931,0.07238,0.08613
2012,Urban regions,Tenant,Much Too Large,0.00838,36,5931,0.00606,0.01070
2012,Rural regions,Owner,A Bit Too Small,0.06687,246,3067,0.05803,0.07572
2012,Rural regions,Owner,Just Right,0.68100,2191,3067,0.66450,0.69750
2012,Rural regions,Owner,A Bit Too Large,0.20796,536,3067,0.19360,0.22233
2012,Rural regions,Owner,Much Too Large,0.04067,94,3067,0.03367,0.04766
2012,Rural regions,Tenant,Much Too Small,0.02694,96,2745,0.02088,0.03300
2012,Rural regions,Tenant,A Bit Too Small,0.14005,505,2745,0.12707,0.15304
2012,Rural regions,Tenant,Just Right,0.73228,1942,2745,0.71571,0.74885
2012,Rural regions,Tenant,A Bit Too Large,0.09262,202,2745,0.08177,0.10346
2013,Urban regions,Owner,Much Too Small,0.00380,37,4679,0.00203,0.00556
2013,Urban regions,Owner,A Bit Too Small,0.07094,452,4679,0.06358,0.07830
2013,Urban regions,Owner,Just Right,0.69700,3309,4679,0.68383,0.71017
2013,Urban regions,Owner,A Bit Too Large,0.19447,760,4679,0.18313,0.20581
2013,Urban regions,Owner,Much Too Large,0.03380,121,4679,0.02862,0.03898
2013,Urban regions,Tenant,Much Too Small,0.02765,324,7168,0.02385,0.03144
2013,Urban regions,Tenant,A Bit Too Small,0.17682,1627,7168,0.16799,0.18565
2013,Urban regions,Tenant,Just Right,0.71507,4777,7168,0.70462,0.72552
2013,Urban regions,Tenant,A Bit Too Large,0.07254,405,7168,0.06654,0.07855
2013,Urban regions,Tenant,Much Too Large,0.00792,35,7168,0.00587,0.00997
2013,Rural regions,Owner,A Bit Too Small,0.05649,239,3009,0.04824,0.06474
2013,Rural regions,Owner,Just Right,0.68402,2150,3009,0.66740,0.70063
2013,Rural regions,Owner,A Bit Too Large,0.20659,524,3009,0.19212,0.22106
2013,Rural regions,Owner,Much Too Large,0.04929,96,3009,0.04156,0.05703
2013,Rural regions,Tenant,Much Too Small,0.02023,102,2972,0.01517,0.02529
2013,Rural regions,Tenant,A Bit Too Small,0.14691,533,2972,0.13418,0.15964
2013,Rural regions,Tenant,Just Right,0.73192,2128,2972,0.71599,0.74784
2013,Rural regions,Tenant,A Bit Too Large,0.09472,209,2972,0.08419,0.10525
2014,Urban regions,Owner,A Bit Too Small,0.07017,400,4235,0.06247,0.07786
2014,Urban regions,Owner,Just Right,0.68731,2960,4235,0.67335,0.70128
2014,Urban regions,Owner,A Bit Too Large,0.20312,765,4235,0.19100,0.21524
2014,Urban regions,Owner,Much Too Large,0.03672,110,4235,0.03105,0.04238
2014,Urban regions,Tenant,Much Too Small,0.02923,270,6114,0.02501,0.03346
2014,Urban regions,Tenant,A Bit Too Small,0.18599,1361,6114,0.17623,0.19574
2014,Urban regions,Tenant,Just Right,0.69641,4077,6114,0.68489,0.70794
2014,Urban regions,Tenant,A Bit Too Large,0.08008,372,6114,0.07328,0.08689
2014,Urban regions,Tenant,Much Too Large,0.00828,34,6114,0.00601,0.01056
2014,Rural regions,Owner,A Bit Too Small,0.06588,241,2765,0.05663,0.07513
2014,Rural regions,Owner,Just Right,0.66127,1922,2765,0.64363,0.67891
2014,Rural regions,Owner,A Bit Too Large,0.22317,509,2765,0.20764,0.23869
2014,Rural regions,Owner,Much Too Large,0.04769,93,2765,0.03974,0.05563
2014,Rural regions,Tenant,Much Too Small,0.02864,105,2632,0.02227,0.03501
2014,Rural regions,Tenant,A Bit Too Small,0.13200,438,2632,0.11907,0.14494
2014,Rural regions,Tenant,Just Right,0.73531,1887,2632,0.71846,0.75217
2014,Rural regions,Tenant,A Bit Too Large,0.09961,202,2632,0.08816,0.11105
2015,Urban regions,Owner,A Bit Too Small,0.06377,362,4026,0.05622,0.07132
2015,Urban regions,Owner,Just Right,0.69724,2835,4026,0.68305,0.71144
2015,Urban regions,Owner,A Bit Too Large,0.19844,711,4026,0.18612,0.21076
2015,Urban regions,Owner,Much Too Large,0.03781,118,4026,0.03192,0.04370
2015,Urban regions,Tenant,Much Too Small,0.03272,315,6331,0.02834,0.03711
2015,Urban regions,Tenant,A Bit Too Small,0.17380,1362,6331,0.16447,0.18314
2015,Urban regions,Tenant,Just Right,0.70405,4237,6331,0.69280,0.71529
2015,Urban regions,Tenant,A Bit Too Large,0.08209,383,6331,0.07533,0.08885
2015,Urban regions,Tenant,Much Too Large,0.00734,34,6331,0.00524,0.00944
2015,Rural regions,Owner,A Bit Too Small,0.06228,217,2678,0.05313,0.07144
2015,Rural regions,Owner,Just Right,0.67514,1907,2678,0.65740,0.69288
2015,Rural regions,Owner,A Bit Too Large,0.20920,466,2678,0.19379,0.22460
2015,Rural regions,Owner,Much Too Large,0.05185,88,2678,0.04345,0.06024
2015,Rural regions,Tenant,Much Too Small,0.02229,98,2671,0.01669,0.02788
2015,Rural regions,Tenant,A Bit Too Small,0.11921,422,2671,0.10691,0.13150
2015,Rural regions,Tenant,Just Right,0.74533,1946,2671,0.72880,0.76185
2015,Rural regions,Tenant,A Bit Too Large,0.10726,205,2671,0.09552,0.11900
2016,Urban regions,Not included in this version of the questionnaire,Much Too Small,0.15420,250,1426,0.13545,0.17295
2016,Urban regions,Not included in this version of the questionnaire,A Bit Too Small,0.21705,352,1426,0.19565,0.23846
2016,Urban regions,Not included in this version of the questionnaire,Just Right,0.60859,824,1426,0.58325,0.63393
2016,Urban regions,Owner,A Bit Too Small,0.07078,339,3748,0.06257,0.07899
2016,Urban regions,Owner,Just Right,0.69326,2643,3748,0.67850,0.70803
2016,Urban regions,Owner,A Bit Too Large,0.19750,666,3748,0.18475,0.21024
2016,Urban regions,Owner,Much Too Large,0.03520,100,3748,0.02930,0.04110
2016,Urban regions,Tenant,Much Too Small,0.02723,242,5600,0.02296,0.03149
2016,Urban regions,Tenant,A Bit Too Small,0.17133,1123,5600,0.16146,0.18120
2016,Urban regions,Tenant,Just Right,0.71431,3857,5600,0.70247,0.72614
2016,Urban regions,Tenant,A Bit Too Large,0.07859,347,5600,0.07154,0.08564
2016,Urban regions,Tenant,Much Too Large,0.00855,31,5600,0.00613,0.01096
2016,Rural regions,Not included in this version of the questionnaire,Much Too Small,0.14334,95,636,0.11608,0.17059
2016,Rural regions,Not included in this version of the questionnaire,A Bit Too Small,0.16356,156,636,0.13479,0.19233
2016,Rural regions,Not included in this version of the questionnaire,Just Right,0.65645,385,636,0.61952,0.69339
2016,Rural regions,Owner,A Bit Too Small,0.05603,190,2516,0.04704,0.06502
2016,Rural regions,Owner,Just Right,0.67482,1800,2516,0.65651,0.69312
2016,Rural regions,Owner,A Bit Too Large,0.22053,439,2516,0.20433,0.23673
2016,Rural regions,Owner,Much Too Large,0.04801,87,2516,0.03965,0.05636
2016,Rural regions,Tenant,Much Too Small,0.01755,74,2378,0.01227,0.02282
2016,Rural regions,Tenant,A Bit Too Small,0.14285,395,2378,0.12878,0.15692
2016,Rural regions,Tenant,Just Right,0.72304,1710,2378,0.70505,0.74103
2016,Rural regions,Tenant,A Bit Too Large,0.11006,199,2378,0.09748,0.12265
2017,Urban regions,Not included in this version of the questionnaire,Much Too Small,0.19714,104,516,0.16278,0.23150
2017,Urban regions,Not included in this version of the questionnaire,A Bit Too Small,0.22244,126,516,0.18652,0.25836
2017,Urban regions,Not included in this version of the questionnaire,Just Right,0.55958,286,516,0.51671,0.60246
2017,Urban regions,Owner,A Bit Too Small,0.06825,374,4238,0.06065,0.07584
2017,Urban regions,Owner,Just Right,0.69780,2991,4238,0.68397,0.71163
2017,Urban regions,Owner,A Bit Too Large,0.18774,747,4238,0.17598,0.19950
2017,Urban regions,Owner,Much Too Large,0.04344,126,4238,0.03730,0.04958
2017,Urban regions,Tenant,Much Too Small,0.03352,441,7234,0.02937,0.03767
2017,Urban regions,Tenant,A Bit Too Small,0.15944,1475,7234,0.15101,0.16788
2017,Urban regions,Tenant,Just Right,0.72617,4869,7234,0.71589,0.73645
2017,Urban regions,Tenant,A Bit Too Large,0.07413,414,7234,0.06809,0.08017
2017,Urban regions,Tenant,Much Too Large,0.00673,35,7234,0.00485,0.00862
2017,Rural regions,Not included in this version of the questionnaire,Much Too Small,0.11413,40,264,0.07570,0.15256
2017,Rural regions,Not included in this version of the questionnaire,A Bit Too Small,0.23327,69,264,0.18215,0.28438
2017,Rural regions,Not included in this version of the questionnaire,Just Right,0.62121,155,264,0.56258,0.67984
2017,Rural regions,Owner,A Bit Too Small,0.05630,186,2784,0.04773,0.06486
2017,Rural regions,Owner,Just Right,0.66344,1984,2784,0.64589,0.68100
2017,Rural regions,Owner,A Bit Too Large,0.22747,519,2784,0.21189,0.24304
2017,Rural regions,Owner,Much Too Large,0.04882,95,2784,0.04082,0.05683
2017,Rural regions,Tenant,Much Too Small,0.02402,159,3145,0.01867,0.02937
2017,Rural regions,Tenant,A Bit Too Small,0.12446,512,3145,0.11292,0.13600
2017,Rural regions,Tenant,Just Right,0.74072,2256,3145,0.72540,0.75603
2017,Rural regions,Tenant,A Bit Too Large,0.10121,218,3145,0.09067,0.11175
2018,Urban regions,Owner,A Bit Too Small,0.06152,327,4060,0.05413,0.06891
2018,Urban regions,Owner,Just Right,0.70864,2923,4060,0.69466,0.72262
2018,Urban regions,Owner,A Bit Too Large,0.19425,706,4060,0.18208,0.20642
2018,Urban regions,Owner,Much Too Large,0.03331,104,4060,0.02779,0.03883
2018,Urban regions,Tenant,Much Too Small,0.03164,532,7847,0.02777,0.03552
2018,Urban regions,Tenant,A Bit Too Small,0.16460,1634,7847,0.15640,0.17281
2018,Urban regions,Tenant,Just Right,0.72094,5170,7847,0.71101,0.73086
2018,Urban regions,Tenant,A Bit Too Large,0.07510,465,7847,0.06927,0.08093
2018,Urban regions,Tenant,Much Too Large,0.00771,46,7847,0.00578,0.00965
2018,Rural regions,Owner,A Bit Too Small,0.06031,198,2657,0.05126,0.06937
2018,Rural regions,Owner,Just Right,0.66815,1876,2657,0.65024,0.68605
2018,Rural regions,Owner,A Bit Too Large,0.23031,511,2657,0.21430,0.24632
2018,Rural regions,Owner,Much Too Large,0.03875,72,2657,0.03141,0.04609
2018,Rural regions,Tenant,Much Too Small,0.02503,157,3237,0.01965,0.03041
2018,Rural regions,Tenant,A Bit Too Small,0.12658,536,3237,0.11513,0.13804
2018,Rural regions,Tenant,Just Right,0.72276,2305,3237,0.70734,0.73818
2018,Rural regions,Tenant,A Bit Too Large,0.11834,239,3237,0.10721,0.12947
2019,No answer / don't know,Owner,Just Right,0.68677,109,109,0.59930,0.77425
2019,No answer / don't know,Tenant,A Bit Too Small,0.14331,57,294,0.10319,0.18343
2019,No answer / don't know,Tenant,Just Right,0.68380,200,294,0.63055,0.73704
2019,No answer / don't know,Tenant,A Bit Too Large,0.12292,37,294,0.08532,0.16052
2019,Urban regions,Owner,A Bit Too Small,0.05809,322,4713,0.05141,0.06477
2019,Urban regions,Owner,Just Right,0.70428,3327,4713,0.69125,0.71731
2019,Urban regions,Owner,A Bit Too Large,0.19460,907,4713,0.18330,0.20591
2019,Urban regions,Owner,Much Too Large,0.04023,157,4713,0.03462,0.04585
2019,Urban regions,Tenant,Much Too Small,0.02940,488,7239,0.02551,0.03329
2019,Urban regions,Tenant,A Bit Too Small,0.16649,1421,7239,0.15791,0.17508
2019,Urban regions,Tenant,Just Right,0.71768,4838,7239,0.70731,0.72805
2019,Urban regions,Tenant,A Bit Too Large,0.07715,437,7239,0.07100,0.08330
2019,Urban regions,Tenant,Much Too Large,0.00927,55,7239,0.00707,0.01148
2019,Rural regions,Owner,A Bit Too Small,0.05597,181,2983,0.04772,0.06422
2019,Rural regions,Owner,Just Right,0.67084,2109,2983,0.65398,0.68771
2019,Rural regions,Owner,A Bit Too Large,0.23378,594,2983,0.21859,0.24897
2019,Rural regions,Owner,Much Too Large,0.03765,99,2983,0.03082,0.04448
2019,Rural regions,Tenant,Much Too Small,0.01669,113,2970,0.01208,0.02130
2019,Rural regions,Tenant,A Bit Too Small,0.12364,507,2970,0.11180,0.13548
2019,Rural regions,Tenant,Just Right,0.74665,2143,2970,0.73101,0.76230
2019,Rural regions,Tenant,A Bit Too Large,0.10569,207,2970,0.09464,0.11675
2020,Urban regions,Owner,A Bit Too Small,0.05816,301,4270,0.05114,0.06518
2020,Urban regions,Owner,Just Right,0.70535,3022,4270,0.69168,0.71903
2020,Urban regions,Owner,A Bit Too Large,0.18950,794,4270,0.17774,0.20125
2020,Urban regions,Owner,Much Too Large,0.04451,153,4270,0.03833,0.05070
2020,Urban regions,Tenant,Much Too Small,0.02638,611,9069,0.02309,0.02968
2020,Urban regions,Tenant,A Bit Too Small,0.17881,1895,9069,0.17092,0.18670
2020,Urban regions,Tenant,Just Right,0.70991,6008,9069,0.70057,0.71926
2020,Urban regions,Tenant,A Bit Too Large,0.07774,504,9069,0.07223,0.08325
2020,Urban regions,Tenant,Much Too Large,0.00715,51,9069,0.00541,0.00888
2020,Rural regions,Owner,A Bit Too Small,0.05985,157,2674,0.05086,0.06884
2020,Rural regions,Owner,Just Right,0.64443,1855,2674,0.62628,0.66258
2020,Rural regions,Owner,A Bit Too Large,0.24390,563,2674,0.22762,0.26018
2020,Rural regions,Owner,Much Too Large,0.05099,99,2674,0.04265,0.05933
2020,Rural regions,Tenant,Much Too Small,0.01422,159,3199,0.01012,0.01832
2020,Rural regions,Tenant,A Bit Too Small,0.13492,532,3199,0.12307,0.14676
2020,Rural regions,Tenant,Just Right,0.74313,2286,3199,0.72799,0.75827
2020,Rural regions,Tenant,A Bit Too Large,0.09548,222,3199,0.08530,0.10567
2021,Urban regions,Owner,A Bit Too Small,0.05113,203,3124,0.04340,0.05885
2021,Urban regions,Owner,Just Right,0.69887,2191,3124,0.68278,0.71496
2021,Urban regions,Owner,A Bit Too Large,0.19747,606,3124,0.18351,0.21143
2021,Urban regions,Owner,Much Too Large,0.04780,124,3124,0.04032,0.05529
2021,Urban regions,Tenant,Much Too Small,0.02459,331,5476,0.02049,0.02870
2021,Urban regions,Tenant,A Bit Too Small,0.16609,1115,5476,0.15623,0.17594
2021,Urban regions,Tenant,Just Right,0.70633,3591,5476,0.69427,0.71839
2021,Urban regions,Tenant,A Bit Too Large,0.09561,397,5476,0.08782,0.10340
2021,Urban regions,Tenant,Much Too Large,0.00738,42,5476,0.00511,0.00964
2021,Rural regions,Owner,A Bit Too Small,0.04341,95,1957,0.03438,0.05244
2021,Rural regions,Owner,Just Right,0.65172,1312,1957,0.63061,0.67284
2021,Rural regions,Owner,A Bit Too Large,0.25063,465,1957,0.23142,0.26984
2021,Rural regions,Owner,Much Too Large,0.05222,85,1957,0.04236,0.06208
2021,Rural regions,Tenant,Much Too Small,0.01550,81,1962,0.01003,0.02097
2021,Rural regions,Tenant,A Bit Too Small,0.13144,326,1962,0.11649,0.14640
2021,Rural regions,Tenant,Just Right,0.74235,1405,1962,0.72300,0.76171
2021,Rural regions,Tenant,A Bit Too Large,0.09834,150,1962,0.08516,0.11152
2022,Urban regions,Owner,A Bit Too Small,0.07869,402,4678,0.07097,0.08640
2022,Urban regions,Owner,Just Right,0.65515,3162,4678,0.64153,0.66877
2022,Urban regions,Owner,A Bit Too Large,0.22048,958,4678,0.20859,0.23236
2022,Urban regions,Owner,Much Too Large,0.04127,156,4678,0.03557,0.04697
2022,Urban regions,Tenant,Much Too Small,0.03338,486,9405,0.02975,0.03701
2022,Urban regions,Tenant,A Bit Too Small,0.19381,2180,9405,0.18582,0.20180
2022,Urban regions,Tenant,Just Right,0.66868,5987,9405,0.65917,0.67819
2022,Urban regions,Tenant,A Bit Too Large,0.09154,678,9405,0.08571,0.09737
2022,Urban regions,Tenant,Much Too Large,0.01259,74,9405,0.01034,0.01484
2022,Rural regions,Owner,A Bit Too Small,0.05680,236,3147,0.04871,0.06489
2022,Rural regions,Owner,Just Right,0.63779,2132,3147,0.62099,0.65458
2022,Rural regions,Owner,A Bit Too Large,0.24414,664,3147,0.22913,0.25915
2022,Rural regions,Owner,Much Too Large,0.05545,115,3147,0.04745,0.06344
2022,Rural regions,Tenant,Much Too Small,0.02523,136,3151,0.01975,0.03071
2022,Rural regions,Tenant,A Bit Too Small,0.13870,588,3151,0.12663,0.15078
2022,Rural regions,Tenant,Just Right,0.71493,2147,3151,0.69917,0.73070
2022,Rural regions,Tenant,A Bit Too Large,0.10306,247,3151,0.09244,0.11368
2022,Rural regions,Tenant,Much Too Large,0.01807,33,3151,0.01342,0.02273
