"year","quintil","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","111.11","104.5","1671","63","80","133","165","250","108.8","113.42","32","360","110","115"
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","124.67","119.5","10413","70","90","150","180","300","123.67","125.67","15","410","125","125"
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","75.22","62.5","1890","37","50","95","130","220","73.82","76.62","12","280","72","75"
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","82.45","73.5","8055","40","56","100","130","220","81.67","83.23","9","600","85","85"
"2019","2","Ostdeutschland","80.28","69.5","1134","47","58","90","120","240","77.08","83.48","20","698","76","82"
"2019","2","Westdeutschland","91.66","82.5","4781","50","65","110","150","240","90.54","92.78","10","330","87","90"
"2019","3","Ostdeutschland","86.33","79.5","1416","53","62","101","132","180","84.33","88.33","20","350","82","88"
"2019","3","Westdeutschland","103.27","95.5","4864","57","72","125","155","270","101.98","104.56","12","340","100","100"
"2019","4","Ostdeutschland","93.87","87.5","2426","56","66","120","140","200","92.13","95.61","20","350","95","100"
"2019","4","Westdeutschland","109.45","102.5","7778","60","78","132","160","240","108.35","110.55","14","550","110","115"
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","113.01","109.5","2589","62","83","135","160","250","110.5","115.52","26","600","120","124"
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","126.08","119.5","13520","70","90","150","186","300","125.01","127.15","12","600","130","135"
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","74.85","65.5","1871","38","50","92","124","163","73.41","76.29","14","500","71","74"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","81.04","74.5","7885","40","56","100","130","210","80.31","81.77","9","300","80","82"
"2020","2","Ostdeutschland","79.52","69.5","1162","45","55","90","120","240","77.49","81.55","12","240","72","75"
"2020","2","Westdeutschland","94.12","84.5","6188","50","64","111","150","270","93.19","95.05","9","380","84","85"
"2020","3","Ostdeutschland","87.73","74.5","1293","50","63","112","134","220","85.4","90.06","12","330","80","84"
"2020","3","Westdeutschland","100.81","93.5","5198","55","71","120","150","250","99.52","102.1","10","360","90","93"
"2020","4","Ostdeutschland","94.79","88.5","2244","56","67","120","140","200","93.04","96.54","12","500","90","95"
"2020","4","Westdeutschland","113.43","108.5","8306","63","80","140","170","250","112.39","114.47","10","370","102","107"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","110.78","106.5","2570","61","80","130","160","270","108.38","113.18","19","600","120","120"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","124.88","119.5","13214","70","90","150","190","300","123.86","125.9","10","700","125","128"
