year,pgisced97,sex,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.52598,310,740,0.48998,0.56198
1995,Pre-primary Level,male,(0) No qualification (yet),0.96363,133,133,0.93170,0.99557
1995,Pre-primary Level,female,(0) No qualification (yet),0.93764,132,132,0.89623,0.97905
1995,Primary Level,male,(1a) Inadequately completed,0.83586,198,198,0.78414,0.88759
1995,Primary Level,female,(1a) Inadequately completed,0.91230,312,312,0.88087,0.94374
1995,Lower Secondary Level,male,(1b) General Elementary School,0.80646,695,869,0.78018,0.83275
1995,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.19354,174,869,0.16725,0.21982
1995,Lower Secondary Level,female,(1b) General Elementary School,0.83681,1322,1623,0.81883,0.85480
1995,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.16319,301,1623,0.14520,0.18117
1995,Upper Secondary Level,male,(1a) Inadequately completed,0.00964,50,3359,0.00634,0.01295
1995,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.64371,2071,3359,0.62751,0.65991
1995,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.27115,994,3359,0.25612,0.28619
1995,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06730,244,3359,0.05883,0.07578
1995,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.57600,1735,3262,0.55904,0.59296
1995,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.35911,1305,3262,0.34264,0.37557
1995,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.05325,222,3262,0.04555,0.06096
1995,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.48259,205,471,0.43741,0.52777
1995,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.34875,203,471,0.30566,0.39183
1995,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.16001,63,471,0.12686,0.19315
1995,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.29243,74,274,0.23847,0.34639
1995,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.43637,138,274,0.37754,0.49520
1995,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.25364,62,274,0.20203,0.30525
1995,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.42521,417,955,0.39384,0.45658
1995,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.57479,538,955,0.54342,0.60616
1995,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.45495,447,798,0.42038,0.48952
1995,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.54505,351,798,0.51048,0.57962
1996,Pre-primary Level,male,(0) No qualification (yet),0.97725,134,134,0.95190,1.00259
1996,Pre-primary Level,female,(0) No qualification (yet),0.99103,152,152,0.97599,1.00607
1996,Primary Level,male,(1a) Inadequately completed,0.84790,186,186,0.79615,0.89965
1996,Primary Level,female,(1a) Inadequately completed,0.91929,280,280,0.88733,0.95125
1996,Lower Secondary Level,male,(1b) General Elementary School,0.79978,650,822,0.77241,0.82716
1996,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.20022,172,822,0.17284,0.22759
1996,Lower Secondary Level,female,(1b) General Elementary School,0.83069,1265,1563,0.81209,0.84929
1996,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.16931,298,1563,0.15071,0.18791
1996,Upper Secondary Level,male,(1a) Inadequately completed,0.00949,45,3298,0.00618,0.01280
1996,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.64362,2026,3298,0.62727,0.65997
1996,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.27669,1003,3298,0.26142,0.29197
1996,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06178,224,3298,0.05356,0.07000
1996,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.57301,1703,3205,0.55588,0.59014
1996,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.36150,1293,3205,0.34487,0.37814
1996,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.05208,209,3205,0.04439,0.05978
1996,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.47010,202,470,0.42493,0.51527
1996,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.36037,206,470,0.31692,0.40382
1996,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.16044,62,470,0.12722,0.19365
1996,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.30515,74,281,0.25121,0.35908
1996,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.42519,144,281,0.36729,0.48310
1996,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.24838,63,281,0.19777,0.29899
1996,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.43621,427,966,0.40492,0.46750
1996,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.56379,539,966,0.53250,0.59508
1996,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.45355,446,798,0.41899,0.48811
1996,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.54645,352,798,0.51189,0.58101
1997,Pre-primary Level,male,(0) No qualification (yet),0.97645,152,152,0.95227,1.00064
1997,Pre-primary Level,female,(0) No qualification (yet),0.99662,158,158,0.98755,1.00570
1997,Primary Level,male,(1a) Inadequately completed,0.84455,175,175,0.79072,0.89839
1997,Primary Level,female,(1a) Inadequately completed,0.89731,261,261,0.86041,0.93421
1997,Lower Secondary Level,male,(1b) General Elementary School,0.78680,642,828,0.75888,0.81471
1997,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.21320,186,828,0.18529,0.24112
1997,Lower Secondary Level,female,(1b) General Elementary School,0.83040,1210,1501,0.81141,0.84939
1997,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.16960,291,1501,0.15061,0.18859
1997,Upper Secondary Level,male,(1a) Inadequately completed,0.00925,44,3200,0.00593,0.01256
1997,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.63891,1957,3200,0.62227,0.65556
1997,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.27785,981,3200,0.26233,0.29337
1997,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06360,218,3200,0.05514,0.07206
1997,Upper Secondary Level,female,(1a) Inadequately completed,0.00415,32,3196,0.00192,0.00638
1997,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.57068,1671,3196,0.55352,0.58785
1997,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.36158,1281,3196,0.34492,0.37824
1997,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.05412,212,3196,0.04627,0.06196
1997,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.46509,200,470,0.41995,0.51023
1997,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.34282,200,470,0.29986,0.38578
1997,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.18174,70,470,0.14684,0.21664
1997,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.27052,65,273,0.21773,0.32332
1997,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.42939,140,273,0.37057,0.48822
1997,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.27818,68,273,0.22493,0.33143
1997,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.44123,431,968,0.40994,0.47253
1997,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.55877,537,968,0.52747,0.59006
1997,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.47029,442,799,0.43566,0.50492
1997,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.52971,357,799,0.49508,0.56434
1998,Pre-primary Level,male,(0) No qualification (yet),0.97355,160,160,0.94861,0.99850
1998,Pre-primary Level,female,(0) No qualification (yet),0.99402,168,168,0.98232,1.00571
1998,Primary Level,male,(1a) Inadequately completed,0.82620,163,163,0.76785,0.88456
1998,Primary Level,female,(1a) Inadequately completed,0.90767,249,249,0.87164,0.94370
1998,Lower Secondary Level,male,(1b) General Elementary School,0.77584,703,920,0.74887,0.80280
1998,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.22416,217,920,0.19720,0.25113
1998,Lower Secondary Level,female,(1b) General Elementary School,0.82821,1298,1619,0.80983,0.84659
1998,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.17179,321,1619,0.15341,0.19017
1998,Upper Secondary Level,male,(1a) Inadequately completed,0.00912,43,3469,0.00596,0.01229
1998,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.61789,2084,3469,0.60172,0.63406
1998,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.29436,1100,3469,0.27919,0.30953
1998,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06679,242,3469,0.05848,0.07510
1998,Upper Secondary Level,female,(1a) Inadequately completed,0.00466,31,3460,0.00239,0.00693
1998,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.55591,1793,3460,0.53935,0.57246
1998,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.36629,1397,3460,0.35023,0.38234
1998,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.06290,239,3460,0.05481,0.07099
1998,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.46711,213,494,0.42307,0.51115
1998,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.34251,202,494,0.30062,0.38440
1998,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.18135,79,494,0.14734,0.21536
1998,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.24854,72,311,0.20043,0.29664
1998,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.43519,157,311,0.38000,0.49038
1998,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.28424,82,311,0.23403,0.33446
1998,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.45000,483,1079,0.42030,0.47970
1998,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.55000,596,1079,0.52030,0.57970
1998,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.46874,480,890,0.43594,0.50155
1998,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.53126,410,890,0.49845,0.56406
1999,Pre-primary Level,male,(0) No qualification (yet),0.98029,157,157,0.95848,1.00210
1999,Pre-primary Level,female,(0) No qualification (yet),0.99624,158,158,0.98666,1.00581
1999,Primary Level,male,(1a) Inadequately completed,0.83107,152,152,0.77131,0.89083
1999,Primary Level,female,(1a) Inadequately completed,0.92224,241,241,0.88836,0.95612
1999,Lower Secondary Level,male,(1b) General Elementary School,0.76124,666,879,0.73304,0.78944
1999,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.23876,213,879,0.21056,0.26696
1999,Lower Secondary Level,female,(1b) General Elementary School,0.82229,1240,1560,0.80331,0.84126
1999,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.17771,320,1560,0.15874,0.19669
1999,Upper Secondary Level,male,(1a) Inadequately completed,0.01023,47,3426,0.00686,0.01361
1999,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.62444,2058,3426,0.60822,0.64066
1999,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.28883,1092,3426,0.27365,0.30401
1999,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06540,229,3426,0.05712,0.07368
1999,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.55585,1750,3386,0.53911,0.57259
1999,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.36762,1394,3386,0.35138,0.38387
1999,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.06065,242,3386,0.05261,0.06869
1999,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.47358,209,484,0.42905,0.51811
1999,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.33903,199,484,0.29681,0.38124
1999,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.17872,76,484,0.14455,0.21289
1999,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.24762,69,317,0.20003,0.29521
1999,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.43856,162,317,0.38384,0.49327
1999,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.28620,86,317,0.23637,0.33604
1999,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.44535,478,1078,0.41567,0.47504
1999,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.55465,600,1078,0.52496,0.58433
1999,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.45752,471,881,0.42460,0.49044
1999,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.54248,410,881,0.50956,0.57540
2000,Pre-primary Level,male,(0) No qualification (yet),0.99507,236,236,0.98611,1.00402
2000,Primary Level,male,(1a) Inadequately completed,0.88062,146,146,0.82785,0.93340
2000,Primary Level,female,(1a) Inadequately completed,0.91783,211,211,0.88069,0.95497
2000,Lower Secondary Level,male,(1b) General Elementary School,0.73882,844,1155,0.71347,0.76416
2000,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.25755,311,1155,0.23232,0.28278
2000,Lower Secondary Level,female,(1b) General Elementary School,0.85055,1975,2398,0.83628,0.86482
2000,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.14945,423,2398,0.13518,0.16372
2000,Upper Secondary Level,male,(1a) Inadequately completed,0.00536,32,6262,0.00355,0.00717
2000,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.63445,3846,6262,0.62252,0.64637
2000,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.30179,2009,6262,0.29042,0.31316
2000,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.05729,375,6262,0.05153,0.06304
2000,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.54267,3342,6500,0.53055,0.55478
2000,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.39344,2734,6500,0.38156,0.40532
2000,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.05894,424,6500,0.05322,0.06467
2000,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.41345,438,1068,0.38390,0.44300
2000,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.34620,396,1068,0.31765,0.37475
2000,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.23204,234,1068,0.20671,0.25737
2000,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.24661,186,804,0.21680,0.27643
2000,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.48376,419,804,0.44919,0.51832
2000,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.26150,199,804,0.23111,0.29190
2000,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.43678,937,2159,0.41586,0.45771
2000,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.56276,1222,2159,0.54183,0.58369
2000,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.42321,762,1657,0.39941,0.44701
2000,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.57611,895,1657,0.55231,0.59992
2001,Primary Level,male,(1a) Inadequately completed,0.87056,115,115,0.80894,0.93218
2001,Primary Level,female,(1a) Inadequately completed,0.90367,159,159,0.85767,0.94968
2001,Lower Secondary Level,male,(1b) General Elementary School,0.74965,731,999,0.72277,0.77653
2001,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.25035,268,999,0.22347,0.27723
2001,Lower Secondary Level,female,(1b) General Elementary School,0.84264,1699,2083,0.82700,0.85828
2001,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.15736,384,2083,0.14172,0.17300
2001,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.62707,3406,5615,0.61442,0.63972
2001,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.31012,1862,5615,0.29803,0.32222
2001,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.05791,347,5615,0.05180,0.06402
2001,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.53578,2967,5907,0.52306,0.54850
2001,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.39466,2521,5907,0.38220,0.40713
2001,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.06419,419,5907,0.05794,0.07044
2001,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.40540,385,957,0.37428,0.43653
2001,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.35654,363,957,0.32618,0.38691
2001,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.22878,209,957,0.20215,0.25540
2001,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.24565,163,709,0.21394,0.27736
2001,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.48436,371,709,0.44755,0.52118
2001,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.26355,175,709,0.23110,0.29600
2001,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.43570,863,1994,0.41393,0.45747
2001,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.56430,1131,1994,0.54253,0.58607
2001,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.42588,730,1556,0.40130,0.45046
2001,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.57412,826,1556,0.54954,0.59870
2002,Primary Level,male,(1a) Inadequately completed,0.86241,102,102,0.79523,0.92959
2002,Primary Level,female,(1a) Inadequately completed,0.88926,146,146,0.83818,0.94033
2002,Lower Secondary Level,male,(1b) General Elementary School,0.75125,676,946,0.72369,0.77882
2002,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.24875,270,946,0.22118,0.27631
2002,Lower Secondary Level,female,(1b) General Elementary School,0.83900,1563,1945,0.82266,0.85534
2002,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.16100,382,1945,0.14466,0.17734
2002,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.62101,3216,5535,0.60822,0.63379
2002,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.31337,1900,5535,0.30114,0.32559
2002,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06058,419,5535,0.05430,0.06687
2002,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.53178,2877,5990,0.51914,0.54442
2002,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.40038,2664,5990,0.38797,0.41279
2002,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.06154,449,5990,0.05545,0.06762
2002,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.40073,387,1002,0.37037,0.43108
2002,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.37010,387,1002,0.34018,0.40001
2002,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.22079,228,1002,0.19510,0.24649
2002,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.26007,161,730,0.22822,0.29191
2002,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.47736,380,730,0.44110,0.51362
2002,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.25567,189,730,0.22400,0.28733
2002,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.43915,991,2602,0.42007,0.45822
2002,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.56085,1611,2602,0.54178,0.57993
2002,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.42908,810,1957,0.40715,0.45102
2002,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.57092,1147,1957,0.54898,0.59285
2003,Pre-primary Level,male,(0) No qualification (yet),0.99178,302,302,0.98157,1.00198
2003,Primary Level,male,(1a) Inadequately completed,0.86635,93,93,0.79682,0.93589
2003,Primary Level,female,(1a) Inadequately completed,0.88364,140,140,0.83034,0.93695
2003,Lower Secondary Level,male,(1b) General Elementary School,0.74527,647,909,0.71693,0.77361
2003,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.25473,262,909,0.22639,0.28307
2003,Lower Secondary Level,female,(1b) General Elementary School,0.83874,1461,1825,0.82186,0.85562
2003,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.16126,364,1825,0.14438,0.17814
2003,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.61053,3053,5284,0.59738,0.62368
2003,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.31879,1828,5284,0.30623,0.33136
2003,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06342,403,5284,0.05684,0.06999
2003,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.52873,2737,5752,0.51583,0.54163
2003,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.40491,2577,5752,0.39223,0.41760
2003,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.05937,438,5752,0.05326,0.06547
2003,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.39040,366,971,0.35970,0.42110
2003,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.38090,382,971,0.35034,0.41146
2003,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.22150,223,971,0.19537,0.24764
2003,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.25058,154,707,0.21862,0.28255
2003,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.47091,365,707,0.43409,0.50773
2003,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.26764,188,707,0.23498,0.30030
2003,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.43624,941,2458,0.41663,0.45585
2003,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.56376,1517,2458,0.54415,0.58337
2003,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.42111,783,1896,0.39888,0.44334
2003,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.57889,1113,1896,0.55666,0.60112
2004,Pre-primary Level,male,(0) No qualification (yet),0.99546,309,309,0.98796,1.00297
2004,Primary Level,male,(1a) Inadequately completed,0.84423,83,83,0.76574,0.92272
2004,Primary Level,female,(1a) Inadequately completed,0.88360,133,133,0.82889,0.93831
2004,Lower Secondary Level,male,(1b) General Elementary School,0.75438,595,836,0.72518,0.78357
2004,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.24562,241,836,0.21643,0.27482
2004,Lower Secondary Level,female,(1b) General Elementary School,0.83468,1373,1738,0.81721,0.85215
2004,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.16532,365,1738,0.14785,0.18279
2004,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.60894,2930,5106,0.59556,0.62233
2004,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.31930,1785,5106,0.30651,0.33209
2004,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06156,391,5106,0.05496,0.06815
2004,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.52727,2634,5575,0.51416,0.54037
2004,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.40269,2501,5575,0.38982,0.41557
2004,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.05954,440,5575,0.05333,0.06575
2004,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.39932,352,930,0.36783,0.43082
2004,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.37960,363,930,0.34839,0.41081
2004,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.21426,215,930,0.18787,0.24064
2004,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.24578,148,701,0.21388,0.27767
2004,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.48479,364,701,0.44776,0.52181
2004,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.25678,189,701,0.22441,0.28914
2004,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.43281,920,2418,0.41305,0.45256
2004,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.56719,1498,2418,0.54744,0.58695
2004,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.43178,789,1877,0.40936,0.45419
2004,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.56822,1088,1877,0.54581,0.59064
2005,Pre-primary Level,male,(0) No qualification (yet),0.99742,310,310,0.99177,1.00308
2005,Primary Level,male,(1a) Inadequately completed,0.80717,82,82,0.72126,0.89309
2005,Primary Level,female,(1a) Inadequately completed,0.90415,123,123,0.85191,0.95639
2005,Lower Secondary Level,male,(1b) General Elementary School,0.73763,552,774,0.70662,0.76864
2005,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.26237,222,774,0.23136,0.29338
2005,Lower Secondary Level,female,(1b) General Elementary School,0.81860,1264,1617,0.79982,0.83739
2005,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.18140,353,1617,0.16261,0.20018
2005,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.59306,2756,4828,0.57920,0.60692
2005,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.33009,1713,4828,0.31683,0.34336
2005,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06202,359,4828,0.05521,0.06882
2005,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.51729,2488,5303,0.50384,0.53074
2005,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.40746,2396,5303,0.39423,0.42068
2005,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.06220,419,5303,0.05570,0.06870
2005,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.38128,332,890,0.34935,0.41321
2005,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.39022,354,890,0.35815,0.42229
2005,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.22234,204,890,0.19501,0.24968
2005,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.23527,138,661,0.20291,0.26763
2005,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.48772,344,661,0.44959,0.52586
2005,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.26191,179,661,0.22836,0.29545
2005,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.42161,882,2309,0.40146,0.44175
2005,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.57839,1427,2309,0.55825,0.59854
2005,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.41853,770,1857,0.39609,0.44097
2005,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.58147,1087,1857,0.55903,0.60391
2006,Primary Level,male,(1a) Inadequately completed,0.77431,72,72,0.67707,0.87155
2006,Primary Level,female,(1a) Inadequately completed,0.89475,122,122,0.84008,0.94943
2006,Lower Secondary Level,male,(1b) General Elementary School,0.74573,567,800,0.71553,0.77592
2006,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.25427,233,800,0.22408,0.28447
2006,Lower Secondary Level,female,(1b) General Elementary School,0.81659,1364,1735,0.79838,0.83481
