"pgcasmin","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"(1c) basic vocational qualification","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","Realschulabschluss","kein Migrationshintergrund","458","0.169641991316485","0.156191465737181","0.183092516895789"
"(2b) intermediate general qualification","1990","Realschulabschluss","direkter Migrationshintergrund","53","0.259783371105008","0.192464103643691","0.327102638566325"
"(2b) intermediate general qualification","1990","Realschulabschluss","indirekter Migrationshintergrund","34","0.390516791056828","0.259172595500409","0.521860986613247"
"(2b) intermediate general qualification","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","Realschulabschluss","kein Migrationshintergrund","2533","0.830358008683515","0.816907483104211","0.843808534262819"
"(2a) intermediate vocational","1990","Realschulabschluss","direkter Migrationshintergrund","110","0.740216628894992","0.672897361433675","0.807535896356309"
"(2a) intermediate vocational","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","(Fach-)Abitur","kein Migrationshintergrund","277","0.420869834814603","0.382974453081551","0.458765216547654"
"(2c_gen) general maturity certificate","1990","(Fach-)Abitur","direkter Migrationshintergrund","91","0.422313120129569","0.354863731127296","0.489762509131842"
"(2c_gen) general maturity certificate","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","(Fach-)Abitur","kein Migrationshintergrund","375","0.579130165185397","0.541234783452346","0.617025546918449"
"(2c_voc) vocational maturity certificate","1990","(Fach-)Abitur","direkter Migrationshintergrund","115","0.577686879870431","0.510237490868158","0.645136268872704"
"(2c_voc) vocational maturity certificate","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","AkademikerInnen","kein Migrationshintergrund","848","0.467311927084168","0.442608710161161","0.492015144007174"
"(3a) lower tertiary education","1990","AkademikerInnen","direkter Migrationshintergrund","44","0.385682496266754","0.301357852376042","0.470007140157467"
"(3a) lower tertiary education","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","AkademikerInnen","kein Migrationshintergrund","719","0.532688072915832","0.507984855992826","0.557391289838839"
"(3b) higher tertiary education","1990","AkademikerInnen","direkter Migrationshintergrund","84","0.614317503733246","0.529992859842533","0.698642147623958"
"(3b) higher tertiary education","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(0) in school","1991","(noch) kein Abschluss","kein Migrationshintergrund","100","0.542954510976353","0.475739186475818","0.610169835476888"
"(0) in school","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","34","0.712827141427337","0.589854011033077","0.835800271821598"
"(0) in school","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(0) in school","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(0) in school","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(0) in school","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"(0) in school","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(0) in school","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","(noch) kein Abschluss","kein Migrationshintergrund","111","0.457045489023647","0.389830164523112","0.524260813524182"
"(1a) inadequately completed","1991","(noch) kein Abschluss","direkter Migrationshintergrund","603","0.942287946463225","0.923961511901097","0.960614381025353"
"(1a) inadequately completed","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1991","Hauptschulabschluss","kein Migrationshintergrund","1479","0.307948330737131","0.295408138430602","0.320488523043661"
"(1b) general elementary school","1991","Hauptschulabschluss","direkter Migrationshintergrund","798","0.48175242656158","0.455908918523085","0.507595934600074"
"(1b) general elementary school","1991","Hauptschulabschluss","indirekter Migrationshintergrund","98","0.521530691341653","0.44621738450547","0.596843998177837"
"(1b) general elementary school","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","Hauptschulabschluss","kein Migrationshintergrund","3727","0.692051669262869","0.679511476956339","0.704591861569398"
"(1c) basic vocational qualification","1991","Hauptschulabschluss","direkter Migrationshintergrund","638","0.51824757343842","0.492404065399926","0.544091081476915"
"(1c) basic vocational qualification","1991","Hauptschulabschluss","indirekter Migrationshintergrund","71","0.478469308658347","0.403156001822163","0.55378261549453"
"(1c) basic vocational qualification","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","Realschulabschluss","kein Migrationshintergrund","434","0.158540150990289","0.145301438832259","0.171778863148319"
"(2b) intermediate general qualification","1991","Realschulabschluss","direkter Migrationshintergrund","59","0.267374295011474","0.200448374611345","0.334300215411603"
"(2b) intermediate general qualification","1991","Realschulabschluss","indirekter Migrationshintergrund","43","0.399220981755156","0.28195427003513","0.516487693475182"
"(2b) intermediate general qualification","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","Realschulabschluss","kein Migrationshintergrund","2490","0.841459849009711","0.828221136851681","0.854698561167741"
"(2a) intermediate vocational","1991","Realschulabschluss","direkter Migrationshintergrund","109","0.732625704988526","0.665699784588397","0.799551625388655"
"(2a) intermediate vocational","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","(Fach-)Abitur","kein Migrationshintergrund","272","0.401205289361591","0.363582880756234","0.438827697966949"
"(2c_gen) general maturity certificate","1991","(Fach-)Abitur","direkter Migrationshintergrund","88","0.374396789665621","0.308307661429739","0.440485917901503"
"(2c_gen) general maturity certificate","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","(Fach-)Abitur","kein Migrationshintergrund","380","0.598794710638409","0.561172302033051","0.636417119243766"
"(2c_voc) vocational maturity certificate","1991","(Fach-)Abitur","direkter Migrationshintergrund","118","0.625603210334379","0.559514082098497","0.691692338570261"
"(2c_voc) vocational maturity certificate","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","AkademikerInnen","kein Migrationshintergrund","844","0.46944643641235","0.444641361918769","0.494251510905931"
"(3a) lower tertiary education","1991","AkademikerInnen","direkter Migrationshintergrund","45","0.401318312626436","0.316069427837108","0.486567197415764"
"(3a) lower tertiary education","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","AkademikerInnen","kein Migrationshintergrund","711","0.53055356358765","0.505748489094069","0.555358638081231"
"(3b) higher tertiary education","1991","AkademikerInnen","direkter Migrationshintergrund","82","0.598681687373564","0.513432802584236","0.683930572162892"
"(3b) higher tertiary education","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(0) in school","1992","(noch) kein Abschluss","kein Migrationshintergrund","88","0.492115946021395","0.425134084667369","0.559097807375421"
"(0) in school","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","50","0.714940894500309","0.612771695629383","0.817110093371235"
"(0) in school","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(0) in school","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(0) in school","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(0) in school","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"(0) in school","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(0) in school","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","(noch) kein Abschluss","kein Migrationshintergrund","126","0.507884053978605","0.440902192624578","0.574865915332631"
"(1a) inadequately completed","1992","(noch) kein Abschluss","direkter Migrationshintergrund","579","0.951157402621935","0.933794880611249","0.968519924632621"
"(1a) inadequately completed","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1992","Hauptschulabschluss","kein Migrationshintergrund","1398","0.300267769594273","0.2875663244235","0.312969214765045"
"(1b) general elementary school","1992","Hauptschulabschluss","direkter Migrationshintergrund","772","0.48600689564891","0.459760335408497","0.512253455889322"
"(1b) general elementary school","1992","Hauptschulabschluss","indirekter Migrationshintergrund","121","0.629880381848072","0.561225506287256","0.698535257408889"
"(1b) general elementary school","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
