year,pgisced97,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.37725,210,570,0.33743,0.41708
1998,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.34004,219,570,0.30111,0.37896
1998,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.26342,141,570,0.22723,0.29961
1998,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.38011,75,215,0.31507,0.44515
1998,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.54332,140,215,0.47658,0.61006
1998,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.37455,408,1101,0.34595,0.40315
1998,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.62545,693,1101,0.59685,0.65405
1998,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.64407,555,868,0.61220,0.67595
1998,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.35593,313,868,0.32405,0.38780
1999,Pre-primary Level,West,(0) No qualification (yet),0.99623,213,213,0.98798,1.00448
1999,Pre-primary Level,East,(0) No qualification (yet),0.95945,102,102,0.92098,0.99792
1999,Primary Level,West,(1a) Inadequately completed,0.89597,384,384,0.86539,0.92654
1999,Lower Secondary Level,West,(1b) General Elementary School,0.81729,1691,2069,0.80063,0.83394
1999,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.18271,378,2069,0.16606,0.19937
1999,Lower Secondary Level,East,(1b) General Elementary School,0.67567,215,370,0.62790,0.72343
1999,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.32433,155,370,0.27657,0.37210
1999,Upper Secondary Level,West,(1a) Inadequately completed,0.00827,65,4779,0.00571,0.01084
1999,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.62494,2948,4779,0.61121,0.63867
1999,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.28414,1389,4779,0.27135,0.29693
1999,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.07013,377,4779,0.06289,0.07737
1999,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.45883,860,2051,0.43726,0.48040
1999,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.49499,1097,2051,0.47335,0.51664
1999,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.03575,94,2051,0.02771,0.04378
1999,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.38315,205,562,0.34292,0.42338
1999,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.33801,218,562,0.29887,0.37715
1999,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.26241,139,562,0.22600,0.29881
1999,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.36419,73,216,0.29987,0.42851
1999,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.55350,143,216,0.48704,0.61995
1999,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.36997,403,1102,0.34145,0.39849
1999,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.63003,699,1102,0.60151,0.65855
1999,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.64250,546,857,0.61040,0.67461
1999,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.35750,311,857,0.32539,0.38960
2000,Pre-primary Level,West,(0) No qualification (yet),0.99675,352,352,0.99080,1.00270
2000,Primary Level,West,(1a) Inadequately completed,0.90997,346,384,0.88130,0.93863
2000,Primary Level,West,(1b) General Elementary School,0.09003,38,384,0.06137,0.11870
2000,Lower Secondary Level,West,(1b) General Elementary School,0.83157,2499,3040,0.81826,0.84488
2000,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.16719,541,3040,0.15392,0.18046
2000,Lower Secondary Level,East,(1b) General Elementary School,0.70453,320,513,0.66501,0.74405
2000,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.29547,193,513,0.25595,0.33499
2000,Upper Secondary Level,West,(1a) Inadequately completed,0.00520,49,9536,0.00375,0.00664
2000,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.62582,5889,9536,0.61610,0.63553
2000,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.30577,2978,9536,0.29652,0.31502
2000,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06217,620,9536,0.05732,0.06702
2000,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.43840,1299,3243,0.42132,0.45548
2000,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.51590,1765,3243,0.49869,0.53310
2000,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.04214,179,3243,0.03522,0.04905
2000,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.34391,473,1366,0.31871,0.36911
2000,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.36297,512,1366,0.33746,0.38848
2000,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.28257,381,1366,0.25869,0.30646
2000,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.33611,151,506,0.29491,0.37731
2000,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.55464,303,506,0.51129,0.59798
2000,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.10926,52,506,0.08205,0.13647
2000,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.38340,962,2528,0.36444,0.40236
2000,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.61660,1566,2528,0.59764,0.63556
2000,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.56725,737,1288,0.54018,0.59432
2000,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.43064,551,1288,0.40359,0.45769
2001,Primary Level,West,(1a) Inadequately completed,0.89431,264,297,0.85929,0.92934
2001,Primary Level,West,(1b) General Elementary School,0.10569,33,297,0.07066,0.14071
2001,Lower Secondary Level,West,(1b) General Elementary School,0.82744,2147,2631,0.81300,0.84188
2001,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.17256,484,2631,0.15812,0.18700
2001,Lower Secondary Level,East,(1b) General Elementary School,0.71716,283,451,0.67555,0.75877
2001,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.28284,168,451,0.24123,0.32445
2001,Upper Secondary Level,West,(1a) Inadequately completed,0.00407,35,8569,0.00272,0.00541
2001,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.61800,5193,8569,0.60771,0.62829
2001,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.31188,2753,8569,0.30207,0.32169
2001,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06469,588,8569,0.05948,0.06990
2001,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.43054,1180,2988,0.41278,0.44829
2001,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.51893,1630,2988,0.50101,0.53685
2001,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.04659,178,2988,0.03903,0.05415
2001,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.34163,417,1223,0.31504,0.36822
2001,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.37360,469,1223,0.34648,0.40073
2001,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.27449,337,1223,0.24947,0.29951
2001,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.32843,131,443,0.28464,0.37221
2001,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.54406,265,443,0.49763,0.59049
2001,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.12751,47,443,0.09642,0.15861
2001,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.38555,894,2328,0.36577,0.40532
2001,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.61445,1434,2328,0.59468,0.63423
2001,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.56360,699,1222,0.53578,0.59142
2001,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.43640,523,1222,0.40858,0.46422
2002,Primary Level,West,(1a) Inadequately completed,0.88420,237,270,0.84596,0.92244
2002,Primary Level,West,(1b) General Elementary School,0.11580,33,270,0.07756,0.15404
2002,Lower Secondary Level,West,(1b) General Elementary School,0.82901,1984,2471,0.81417,0.84386
2002,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.17099,487,2471,0.15614,0.18583
2002,Lower Secondary Level,East,(1b) General Elementary School,0.68574,255,420,0.64129,0.73019
2002,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.31426,165,420,0.26981,0.35871
2002,Upper Secondary Level,West,(1a) Inadequately completed,0.00396,33,8690,0.00264,0.00528
2002,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.61305,4973,8690,0.60281,0.62329
2002,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.31575,2991,8690,0.30597,0.32552
2002,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06518,693,8690,0.05999,0.07037
2002,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.42473,1120,2868,0.40664,0.44283
2002,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.52655,1573,2868,0.50828,0.54483
2002,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.04440,175,2868,0.03686,0.05194
2002,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.35416,424,1280,0.32795,0.38037
2002,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.36432,483,1280,0.33795,0.39070
2002,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.27157,373,1280,0.24720,0.29595
2002,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.30480,124,452,0.26231,0.34728
2002,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.59167,284,452,0.54631,0.63704
2002,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.10353,44,452,0.07542,0.13165
2002,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.39261,1108,3236,0.37578,0.40944
2002,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.60739,2128,3236,0.59056,0.62422
2002,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.55672,693,1323,0.52994,0.58350
2002,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.44328,630,1323,0.41650,0.47006
2003,Pre-primary Level,West,(0) No qualification (yet),0.99447,456,456,0.98766,1.00129
2003,Primary Level,West,(1a) Inadequately completed,0.88069,223,258,0.84106,0.92032
2003,Primary Level,West,(1b) General Elementary School,0.11931,35,258,0.07968,0.15894
2003,Lower Secondary Level,West,(1b) General Elementary School,0.82865,1863,2324,0.81333,0.84398
2003,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.17135,461,2324,0.15602,0.18667
2003,Lower Secondary Level,East,(1b) General Elementary School,0.66034,245,410,0.61444,0.70624
2003,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.33966,165,410,0.29376,0.38556
2003,Upper Secondary Level,West,(1a) Inadequately completed,0.00433,31,8272,0.00291,0.00574
2003,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.60886,4718,8272,0.59834,0.61938
2003,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.31896,2858,8272,0.30892,0.32901
2003,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06466,665,8272,0.05936,0.06996
2003,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.40982,1072,2795,0.39159,0.42806
2003,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.53648,1547,2795,0.51798,0.55497
2003,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.04817,176,2795,0.04023,0.05611
2003,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.34413,400,1226,0.31753,0.37074
2003,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.36912,463,1226,0.34210,0.39615
2003,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.27568,363,1226,0.25065,0.30070
2003,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.29304,120,452,0.25104,0.33505
2003,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.59598,284,452,0.55069,0.64127
2003,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.11098,48,452,0.08199,0.13997
2003,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.38532,1039,3062,0.36808,0.40256
2003,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.61468,2023,3062,0.59744,0.63192
2003,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.56188,685,1292,0.53481,0.58894
2003,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.43812,607,1292,0.41106,0.46519
2004,Pre-primary Level,West,(0) No qualification (yet),0.99702,474,474,0.99210,1.00193
2004,Primary Level,West,(1a) Inadequately completed,0.88276,207,239,0.84189,0.92363
2004,Primary Level,West,(1b) General Elementary School,0.11724,32,239,0.07637,0.15811
2004,Lower Secondary Level,West,(1b) General Elementary School,0.83317,1758,2205,0.81761,0.84874
2004,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.16683,447,2205,0.15126,0.18239
2004,Lower Secondary Level,East,(1b) General Elementary School,0.62832,210,369,0.57895,0.67770
2004,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.37168,159,369,0.32230,0.42105
2004,Upper Secondary Level,West,(1a) Inadequately completed,0.00569,36,7993,0.00404,0.00734
2004,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.60683,4526,7993,0.59612,0.61754
2004,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.31947,2788,7993,0.30925,0.32970
2004,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06260,643,7993,0.05729,0.06791
2004,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.40809,1038,2724,0.38963,0.42655
2004,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.53245,1498,2724,0.51371,0.55119
2004,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.05216,188,2724,0.04380,0.06051
2004,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.34786,384,1197,0.32086,0.37485
2004,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.37579,458,1197,0.34834,0.40324
2004,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.26470,355,1197,0.23970,0.28970
2004,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.29401,116,434,0.25109,0.33692
2004,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.59868,269,434,0.55251,0.64485
2004,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.10731,49,434,0.07816,0.13647
2004,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.39087,1031,3019,0.37346,0.40827
2004,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.60913,1988,3019,0.59173,0.62654
2004,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.55786,678,1276,0.53060,0.58512
2004,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.44214,598,1276,0.41488,0.46940
2005,Pre-primary Level,West,(0) No qualification (yet),0.99845,503,503,0.99501,1.00189
2005,Primary Level,West,(1a) Inadequately completed,0.87365,196,228,0.83042,0.91687
2005,Primary Level,West,(1b) General Elementary School,0.12635,32,228,0.08313,0.16958
2005,Lower Secondary Level,West,(1b) General Elementary School,0.80806,1617,2053,0.79102,0.82510
2005,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.19194,436,2053,0.17490,0.20898
2005,Lower Secondary Level,East,(1b) General Elementary School,0.66618,199,338,0.61583,0.71653
2005,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.33382,139,338,0.28347,0.38417
2005,Upper Secondary Level,West,(1a) Inadequately completed,0.00569,31,7564,0.00400,0.00739
2005,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.59573,4270,7564,0.58467,0.60679
2005,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.32570,2666,7564,0.31514,0.33626
2005,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06371,597,7564,0.05820,0.06921
2005,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.38864,974,2598,0.36990,0.40739
2005,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.54556,1443,2598,0.52641,0.56471
2005,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.05567,181,2598,0.04685,0.06449
2005,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.33951,362,1131,0.31190,0.36712
2005,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.37763,436,1131,0.34936,0.40589
2005,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.27043,333,1131,0.24453,0.29633
2005,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.25692,108,420,0.21508,0.29875
2005,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.62329,262,420,0.57690,0.66969
2005,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.11979,50,420,0.08870,0.15088
2005,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.37624,993,2913,0.35864,0.39383
2005,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.62376,1920,2913,0.60617,0.64136
2005,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.55359,659,1253,0.52606,0.58113
2005,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.44641,594,1253,0.41887,0.47394
2006,Primary Level,West,(1a) Inadequately completed,0.86364,182,218,0.81798,0.90930
2006,Primary Level,West,(1b) General Elementary School,0.13636,36,218,0.09070,0.18202
2006,Lower Secondary Level,West,(1b) General Elementary School,0.81437,1706,2148,0.79792,0.83082
2006,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.18563,442,2148,0.16918,0.20208
2006,Lower Secondary Level,East,(1b) General Elementary School,0.64593,225,387,0.59822,0.69364
2006,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.35407,162,387,0.30636,0.40178
2006,Upper Secondary Level,West,(1a) Inadequately completed,0.00562,33,8191,0.00400,0.00724
2006,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.58155,4610,8191,0.57087,0.59224
2006,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.33182,2907,8191,0.32162,0.34202
2006,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.06920,641,8191,0.06370,0.07469
2006,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.38478,1048,2772,0.36667,0.40290
2006,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.54614,1543,2772,0.52760,0.56468
2006,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.05435,181,2772,0.04590,0.06279
2006,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.32968,389,1213,0.30322,0.35615
2006,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.37628,464,1213,0.34900,0.40355
2006,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.28348,360,1213,0.25811,0.30886
2006,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.25461,110,426,0.21320,0.29603
2006,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.59993,259,426,0.55336,0.64651
2006,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.14404,57,426,0.11065,0.17742
2006,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.36591,1124,3245,0.34933,0.38249
2006,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.63409,2121,3245,0.61751,0.65067
2006,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.52211,684,1332,0.49527,0.54894
2006,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.47789,648,1332,0.45106,0.50473
2007,Primary Level,West,(1a) Inadequately completed,0.88456,164,164,0.83550,0.93362
2007,Lower Secondary Level,West,(1b) General Elementary School,0.80138,1506,1918,0.78352,0.81924
2007,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.19862,412,1918,0.18076,0.21648
2007,Lower Secondary Level,East,(1b) General Elementary School,0.64539,201,338,0.59432,0.69647
2007,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.35461,137,338,0.30353,0.40568
2007,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.57124,4196,7581,0.56009,0.58238
2007,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.33689,2752,7581,0.32625,0.34753
2007,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.07537,633,7581,0.06943,0.08132
2007,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.37753,961,2580,0.35882,0.39624
2007,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.54477,1450,2580,0.52555,0.56399
2007,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.05716,169,2580,0.04820,0.06611
2007,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.33606,358,1121,0.30840,0.36373
2007,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.37512,430,1121,0.34677,0.40348
2007,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.27933,333,1121,0.25306,0.30561
2007,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.23694,100,405,0.19548,0.27840
2007,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.60605,250,405,0.55840,0.65370
2007,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.15549,55,405,0.12015,0.19083
2007,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.36310,1060,3089,0.34614,0.38007
2007,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.63690,2029,3089,0.61993,0.65386
2007,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.53304,655,1300,0.50591,0.56018
2007,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.46696,645,1300,0.43982,0.49409
2008,Primary Level,West,(1a) Inadequately completed,0.88897,140,140,0.83674,0.94120
2008,Lower Secondary Level,West,(1b) General Elementary School,0.80077,1376,1755,0.78207,0.81946
2008,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.19923,379,1755,0.18054,0.21793
2008,Lower Secondary Level,East,(1b) General Elementary School,0.62501,182,310,0.57103,0.67899
2008,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.37499,128,310,0.32101,0.42897
2008,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.56299,3902,7103,0.55146,0.57453
2008,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.34109,2622,7103,0.33007,0.35212
2008,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.07778,579,7103,0.07155,0.08401
2008,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.36135,907,2450,0.34232,0.38038
2008,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.56150,1394,2450,0.54184,0.58115
2008,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.05513,149,2450,0.04609,0.06417
2008,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.34014,337,1032,0.31122,0.36906
2008,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.37852,392,1032,0.34891,0.40812
2008,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.27121,303,1032,0.24407,0.29835
2008,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.24599,98,374,0.20228,0.28970
2008,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.60378,229,374,0.55414,0.65342
2008,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.14769,47,374,0.11168,0.18370
2008,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.36324,1021,2950,0.34588,0.38060
2008,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.63676,1929,2950,0.61940,0.65412
2008,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.53712,629,1242,0.50938,0.56486
2008,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.46288,613,1242,0.43514,0.49062
2009,Primary Level,West,(1a) Inadequately completed,0.88016,126,126,0.82323,0.93710
2009,Lower Secondary Level,West,(1b) General Elementary School,0.79459,1217,1564,0.77456,0.81462
2009,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.20541,347,1564,0.18538,0.22544
2009,Lower Secondary Level,East,(1b) General Elementary School,0.62727,165,266,0.56905,0.68549
2009,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.37273,101,266,0.31451,0.43095
2009,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.55388,3565,6546,0.54184,0.56592
2009,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.34540,2447,6546,0.33388,0.35692
2009,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.08145,534,6546,0.07482,0.08807
2009,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.34480,858,2339,0.32553,0.36407
2009,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.56773,1335,2339,0.54765,0.58781
2009,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.05893,146,2339,0.04939,0.06848
2009,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.32929,308,952,0.29942,0.35916
2009,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.37792,366,952,0.34711,0.40874
2009,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.28181,278,952,0.25321,0.31040
2009,First Stage of Tertiary Education,East,(1c) Basic Vocational Qualification,0.22868,91,370,0.18583,0.27153
2009,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.63147,232,370,0.58225,0.68069
2009,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.13746,47,370,0.10232,0.17259
2009,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.36116,980,2828,0.34345,0.37886
2009,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.63884,1848,2828,0.62114,0.65655
2009,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.53546,612,1207,0.50731,0.56361
2009,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.46454,595,1207,0.43639,0.49269
2010,Primary Level,West,(1a) Inadequately completed,0.86212,267,314,0.82393,0.90032
2010,Primary Level,West,(1b) General Elementary School,0.13788,47,314,0.09968,0.17607
2010,Lower Secondary Level,West,(1b) General Elementary School,0.79532,1669,2174,0.77835,0.81228
2010,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.20468,505,2174,0.18772,0.22165
2010,Lower Secondary Level,East,(1b) General Elementary School,0.58734,187,336,0.53462,0.64006
2010,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.41266,149,336,0.35994,0.46538
2010,Upper Secondary Level,West,(1a) Inadequately completed,0.00619,52,8718,0.00455,0.00784
