year,regtyp,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Rural regions,East,(3b) Higher Tertiary Education,0.04391,130,2399,0.03571,0.05211
1997,Urban regions,West,(0) No qualification (yet),0.01580,171,6929,0.01286,0.01873
1997,Urban regions,West,(1a) Inadequately completed,0.02143,420,6929,0.01802,0.02484
1997,Urban regions,West,(1b) General Elementary School,0.13606,1280,6929,0.12799,0.14414
1997,Urban regions,West,(1c) Basic Vocational Qualification,0.28430,2227,6929,0.27367,0.29492
1997,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.16545,1340,6929,0.15670,0.17420
1997,Urban regions,West,(2c_gen) General Maturity Certificate,0.03202,308,6929,0.02787,0.03617
1997,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.05041,409,6929,0.04526,0.05556
1997,Urban regions,West,(3a) Lower Tertiary Education,0.03725,285,6929,0.03279,0.04171
1997,Urban regions,West,(3b) Higher Tertiary Education,0.06512,489,6929,0.05931,0.07093
1997,Urban regions,East,(0) No qualification (yet),0.01578,35,1189,0.00870,0.02287
1997,Urban regions,East,(1b) General Elementary School,0.04508,63,1189,0.03329,0.05688
1997,Urban regions,East,(1c) Basic Vocational Qualification,0.22686,279,1189,0.20305,0.25068
1997,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.26508,403,1189,0.23998,0.29018
1997,Urban regions,East,(2c_gen) General Maturity Certificate,0.02586,44,1189,0.01683,0.03489
1997,Urban regions,East,(2c_voc) Vocational Maturity Certificate,0.02063,31,1189,0.01255,0.02871
1997,Urban regions,East,(3a) Lower Tertiary Education,0.12126,179,1189,0.10270,0.13982
1997,Urban regions,East,(3b) Higher Tertiary Education,0.10112,155,1189,0.08398,0.11827
1997,Rural regions,West,(0) No qualification (yet),0.01293,36,1953,0.00792,0.01795
1997,Rural regions,West,(1a) Inadequately completed,0.01645,75,1953,0.01081,0.02209
1997,Rural regions,West,(1b) General Elementary School,0.15434,383,1953,0.13831,0.17036
1997,Rural regions,West,(1c) Basic Vocational Qualification,0.31056,731,1953,0.29003,0.33109
1997,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.16496,441,1953,0.14849,0.18142
1997,Rural regions,West,(2c_gen) General Maturity Certificate,0.01429,40,1953,0.00903,0.01956
1997,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.04191,91,1953,0.03302,0.05080
1997,Rural regions,West,(3a) Lower Tertiary Education,0.02692,55,1953,0.01974,0.03410
1997,Rural regions,West,(3b) Higher Tertiary Education,0.04064,101,1953,0.03188,0.04940
1997,Rural regions,East,(0) No qualification (yet),0.01793,70,2373,0.01259,0.02327
1997,Rural regions,East,(1b) General Elementary School,0.06594,154,2373,0.05596,0.07593
1997,Rural regions,East,(1c) Basic Vocational Qualification,0.26284,656,2373,0.24513,0.28056
1997,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.27982,895,2373,0.26175,0.29789
1997,Rural regions,East,(2c_gen) General Maturity Certificate,0.00863,37,2373,0.00491,0.01235
1997,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.01853,58,2373,0.01311,0.02396
1997,Rural regions,East,(3a) Lower Tertiary Education,0.11657,354,2373,0.10365,0.12948
1997,Rural regions,East,(3b) Higher Tertiary Education,0.04992,149,2373,0.04115,0.05868
1998,Urban regions,West,(0) No qualification (yet),0.01584,179,7579,0.01303,0.01865
1998,Urban regions,West,(1a) Inadequately completed,0.02193,397,7579,0.01863,0.02522
1998,Urban regions,West,(1b) General Elementary School,0.13558,1388,7579,0.12787,0.14329
1998,Urban regions,West,(1c) Basic Vocational Qualification,0.26249,2382,7579,0.25258,0.27240
1998,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.15975,1488,7579,0.15150,0.16800
1998,Urban regions,West,(2c_gen) General Maturity Certificate,0.03485,354,7579,0.03072,0.03898
1998,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.05153,474,7579,0.04656,0.05651
1998,Urban regions,West,(3a) Lower Tertiary Education,0.03813,341,7579,0.03382,0.04244
1998,Urban regions,West,(3b) Higher Tertiary Education,0.06487,576,7579,0.05933,0.07042
1998,Urban regions,East,(0) No qualification (yet),0.02021,39,1216,0.01230,0.02812
1998,Urban regions,East,(1b) General Elementary School,0.04098,60,1216,0.02983,0.05213
1998,Urban regions,East,(1c) Basic Vocational Qualification,0.21064,273,1216,0.18771,0.23357
1998,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.28007,445,1216,0.25482,0.30532
1998,Urban regions,East,(2c_gen) General Maturity Certificate,0.02274,38,1216,0.01436,0.03112
1998,Urban regions,East,(2c_voc) Vocational Maturity Certificate,0.02063,31,1216,0.01264,0.02862
1998,Urban regions,East,(3a) Lower Tertiary Education,0.11551,176,1216,0.09754,0.13348
1998,Urban regions,East,(3b) Higher Tertiary Education,0.09812,154,1216,0.08139,0.11485
1998,Rural regions,West,(0) No qualification (yet),0.01346,45,2199,0.00864,0.01828
1998,Rural regions,West,(1a) Inadequately completed,0.01618,72,2199,0.01090,0.02145
1998,Rural regions,West,(1b) General Elementary School,0.14299,421,2199,0.12836,0.15762
1998,Rural regions,West,(1c) Basic Vocational Qualification,0.29255,823,2199,0.27353,0.31157
1998,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.16621,505,2199,0.15065,0.18178
1998,Rural regions,West,(2c_gen) General Maturity Certificate,0.01479,45,2199,0.00975,0.01984
1998,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.03749,104,2199,0.02955,0.04543
1998,Rural regions,West,(3a) Lower Tertiary Education,0.02756,67,2199,0.02072,0.03441
1998,Rural regions,West,(3b) Higher Tertiary Education,0.04209,117,2199,0.03369,0.05048
1998,Rural regions,East,(0) No qualification (yet),0.01487,67,2512,0.01013,0.01960
1998,Rural regions,East,(1b) General Elementary School,0.06413,166,2512,0.05454,0.07371
1998,Rural regions,East,(1c) Basic Vocational Qualification,0.25172,684,2512,0.23474,0.26870
1998,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.28394,956,2512,0.26630,0.30157
1998,Rural regions,East,(2c_gen) General Maturity Certificate,0.00900,44,2512,0.00530,0.01269
1998,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.01560,57,2512,0.01075,0.02044
1998,Rural regions,East,(3a) Lower Tertiary Education,0.11782,379,2512,0.10521,0.13043
1998,Rural regions,East,(3b) Higher Tertiary Education,0.04787,159,2512,0.03952,0.05622
1999,Urban regions,West,(0) No qualification (yet),0.01666,174,7396,0.01374,0.01957
1999,Urban regions,West,(1a) Inadequately completed,0.02417,390,7396,0.02067,0.02768
1999,Urban regions,West,(1b) General Elementary School,0.13559,1319,7396,0.12779,0.14339
1999,Urban regions,West,(1c) Basic Vocational Qualification,0.27521,2335,7396,0.26503,0.28539
1999,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.16242,1467,7396,0.15401,0.17083
1999,Urban regions,West,(2c_gen) General Maturity Certificate,0.03357,326,7396,0.02946,0.03767
1999,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.05360,468,7396,0.04847,0.05874
1999,Urban regions,West,(3a) Lower Tertiary Education,0.03891,333,7396,0.03450,0.04332
1999,Urban regions,West,(3b) Higher Tertiary Education,0.06862,584,7396,0.06286,0.07438
1999,Urban regions,East,(0) No qualification (yet),0.01957,35,1212,0.01177,0.02737
1999,Urban regions,East,(1b) General Elementary School,0.04148,58,1212,0.03025,0.05271
1999,Urban regions,East,(1c) Basic Vocational Qualification,0.20504,265,1212,0.18230,0.22778
1999,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.28906,443,1212,0.26353,0.31460
1999,Urban regions,East,(2c_gen) General Maturity Certificate,0.02873,44,1212,0.01932,0.03814
1999,Urban regions,East,(2c_voc) Vocational Maturity Certificate,0.02662,38,1212,0.01755,0.03568
1999,Urban regions,East,(3a) Lower Tertiary Education,0.12038,177,1212,0.10205,0.13871
1999,Urban regions,East,(3b) Higher Tertiary Education,0.09876,152,1212,0.08195,0.11556
1999,Rural regions,West,(0) No qualification (yet),0.01078,40,2172,0.00644,0.01513
1999,Rural regions,West,(1a) Inadequately completed,0.01487,61,2172,0.00978,0.01996
1999,Rural regions,West,(1b) General Elementary School,0.13999,399,2172,0.12540,0.15459
1999,Rural regions,West,(1c) Basic Vocational Qualification,0.30918,818,2172,0.28974,0.32862
1999,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.18234,518,2172,0.16610,0.19858
1999,Rural regions,West,(2c_gen) General Maturity Certificate,0.01663,51,2172,0.01125,0.02201
1999,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.03613,100,2172,0.02828,0.04398
1999,Rural regions,West,(3a) Lower Tertiary Education,0.02981,70,2172,0.02266,0.03696
1999,Rural regions,West,(3b) Higher Tertiary Education,0.04302,115,2172,0.03449,0.05156
1999,Rural regions,East,(0) No qualification (yet),0.01683,67,2488,0.01177,0.02189
1999,Rural regions,East,(1b) General Elementary School,0.06244,164,2488,0.05293,0.07195
1999,Rural regions,East,(1c) Basic Vocational Qualification,0.25818,668,2488,0.24098,0.27538
1999,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.29628,952,2488,0.27834,0.31423
1999,Rural regions,East,(2c_gen) General Maturity Certificate,0.01129,50,2488,0.00714,0.01544
1999,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.01667,59,2488,0.01163,0.02170
1999,Rural regions,East,(3a) Lower Tertiary Education,0.11639,369,2488,0.10378,0.12899
1999,Rural regions,East,(3b) Higher Tertiary Education,0.04859,159,2488,0.04014,0.05704
2000,Urban regions,West,(0) No qualification (yet),0.01368,277,13854,0.01175,0.01562
2000,Urban regions,West,(1a) Inadequately completed,0.01767,337,13854,0.01547,0.01986
2000,Urban regions,West,(1b) General Elementary School,0.10976,1880,13854,0.10456,0.11497
2000,Urban regions,West,(1c) Basic Vocational Qualification,0.28196,4613,13854,0.27447,0.28946
2000,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.17494,2975,13854,0.16861,0.18127
2000,Urban regions,West,(2c_gen) General Maturity Certificate,0.03052,530,13854,0.02765,0.03338
2000,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.06888,1127,13854,0.06466,0.07310
2000,Urban regions,West,(3a) Lower Tertiary Education,0.04914,802,13854,0.04554,0.05274
2000,Urban regions,West,(3b) Higher Tertiary Education,0.07930,1313,13854,0.07480,0.08380
2000,Urban regions,East,(0) No qualification (yet),0.01952,47,1846,0.01321,0.02584
2000,Urban regions,East,(1b) General Elementary School,0.04526,90,1846,0.03578,0.05475
2000,Urban regions,East,(1c) Basic Vocational Qualification,0.19496,388,1846,0.17689,0.21304
2000,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.29292,674,1846,0.27216,0.31369
2000,Urban regions,East,(2c_gen) General Maturity Certificate,0.02897,74,1846,0.02131,0.03662
2000,Urban regions,East,(2c_voc) Vocational Maturity Certificate,0.03293,67,1846,0.02479,0.04107
2000,Urban regions,East,(3a) Lower Tertiary Education,0.11150,251,1846,0.09713,0.12586
2000,Urban regions,East,(3b) Higher Tertiary Education,0.11149,255,1846,0.09713,0.12585
2000,Rural regions,West,(0) No qualification (yet),0.01237,76,4355,0.00909,0.01566
2000,Rural regions,West,(1a) Inadequately completed,0.01186,66,4355,0.00864,0.01507
2000,Rural regions,West,(1b) General Elementary School,0.12372,657,4355,0.11394,0.13350
2000,Rural regions,West,(1c) Basic Vocational Qualification,0.32832,1749,4355,0.31437,0.34227
2000,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.18666,1056,4355,0.17509,0.19824
2000,Rural regions,West,(2c_gen) General Maturity Certificate,0.01552,90,4355,0.01185,0.01919
2000,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.04620,248,4355,0.03996,0.05243
2000,Rural regions,West,(3a) Lower Tertiary Education,0.03076,160,4355,0.02563,0.03589
2000,Rural regions,West,(3b) Higher Tertiary Education,0.04858,253,4355,0.04220,0.05497
2000,Rural regions,East,(0) No qualification (yet),0.01730,95,3979,0.01325,0.02136
2000,Rural regions,East,(1b) General Elementary School,0.05929,239,3979,0.05195,0.06663
2000,Rural regions,East,(1c) Basic Vocational Qualification,0.25485,1062,3979,0.24131,0.26839
2000,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.32088,1587,3979,0.30637,0.33539
2000,Rural regions,East,(2c_gen) General Maturity Certificate,0.01596,105,3979,0.01207,0.01986
2000,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.02267,109,3979,0.01804,0.02729
2000,Rural regions,East,(3a) Lower Tertiary Education,0.09664,486,3979,0.08746,0.10582
2000,Rural regions,East,(3b) Higher Tertiary Education,0.06051,296,3979,0.05311,0.06792
2001,Urban regions,West,(0) No qualification (yet),0.01595,298,12502,0.01376,0.01815
2001,Urban regions,West,(1a) Inadequately completed,0.01396,251,12502,0.01191,0.01602
2001,Urban regions,West,(1b) General Elementary School,0.10341,1605,12502,0.09807,0.10874
2001,Urban regions,West,(1c) Basic Vocational Qualification,0.27596,4073,12502,0.26812,0.28380
2001,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.17757,2758,12502,0.17087,0.18426
2001,Urban regions,West,(2c_gen) General Maturity Certificate,0.03139,500,12502,0.02833,0.03445
2001,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.07021,1059,12502,0.06573,0.07468
2001,Urban regions,West,(3a) Lower Tertiary Education,0.05171,755,12502,0.04783,0.05560
2001,Urban regions,West,(3b) Higher Tertiary Education,0.08116,1203,12502,0.07637,0.08594
2001,Urban regions,East,(0) No qualification (yet),0.02288,53,1739,0.01585,0.02991
2001,Urban regions,East,(1b) General Elementary School,0.04386,84,1739,0.03423,0.05349
2001,Urban regions,East,(1c) Basic Vocational Qualification,0.18500,351,1739,0.16674,0.20325
2001,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.29263,626,1739,0.27124,0.31402
2001,Urban regions,East,(2c_gen) General Maturity Certificate,0.03305,75,1739,0.02465,0.04146
2001,Urban regions,East,(2c_voc) Vocational Maturity Certificate,0.03716,65,1739,0.02827,0.04605
2001,Urban regions,East,(3a) Lower Tertiary Education,0.11324,238,1739,0.09834,0.12814
2001,Urban regions,East,(3b) Higher Tertiary Education,0.12196,247,1739,0.10658,0.13735
2001,Rural regions,West,(0) No qualification (yet),0.01366,87,3881,0.01000,0.01731
2001,Rural regions,West,(1a) Inadequately completed,0.01056,53,3881,0.00735,0.01378
2001,Rural regions,West,(1b) General Elementary School,0.12364,575,3881,0.11328,0.13400
2001,Rural regions,West,(1c) Basic Vocational Qualification,0.32804,1537,3881,0.31327,0.34282
2001,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.18758,948,3881,0.17530,0.19986
2001,Rural regions,West,(2c_gen) General Maturity Certificate,0.01715,88,3881,0.01306,0.02123
2001,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.04765,223,3881,0.04095,0.05435
2001,Rural regions,West,(3a) Lower Tertiary Education,0.02917,139,3881,0.02387,0.03446
2001,Rural regions,West,(3b) Higher Tertiary Education,0.05055,231,3881,0.04366,0.05744
2001,Rural regions,East,(0) No qualification (yet),0.01823,102,3647,0.01388,0.02257
2001,Rural regions,East,(1b) General Elementary School,0.05876,205,3647,0.05113,0.06639
2001,Rural regions,East,(1c) Basic Vocational Qualification,0.25245,960,3647,0.23835,0.26655
2001,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.31740,1437,3647,0.30229,0.33251
2001,Rural regions,East,(2c_gen) General Maturity Certificate,0.01704,103,3647,0.01284,0.02124
2001,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.02239,103,3647,0.01758,0.02719
2001,Rural regions,East,(3a) Lower Tertiary Education,0.10160,461,3647,0.09179,0.11140
2001,Rural regions,East,(3b) Higher Tertiary Education,0.06178,276,3647,0.05396,0.06959
2002,Urban regions,West,(0) No qualification (yet),0.01709,375,13417,0.01489,0.01928
2002,Urban regions,West,(1a) Inadequately completed,0.01422,226,13417,0.01221,0.01622
2002,Urban regions,West,(1b) General Elementary School,0.10256,1470,13417,0.09743,0.10769
2002,Urban regions,West,(1c) Basic Vocational Qualification,0.27754,3933,13417,0.26996,0.28512
2002,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.17986,2972,13417,0.17336,0.18636
2002,Urban regions,West,(2c_gen) General Maturity Certificate,0.03242,576,13417,0.02942,0.03542
2002,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.06968,1148,13417,0.06537,0.07399
2002,Urban regions,West,(3a) Lower Tertiary Education,0.05039,932,13417,0.04669,0.05409
2002,Urban regions,West,(3b) Higher Tertiary Education,0.07827,1785,13417,0.07372,0.08281
2002,Urban regions,East,(0) No qualification (yet),0.02237,52,1750,0.01544,0.02930
2002,Urban regions,East,(1b) General Elementary School,0.03940,74,1750,0.03029,0.04852
2002,Urban regions,East,(1c) Basic Vocational Qualification,0.18824,341,1750,0.16992,0.20656
2002,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.30406,616,1750,0.28250,0.32562
2002,Urban regions,East,(2c_gen) General Maturity Certificate,0.02999,75,1750,0.02199,0.03798
2002,Urban regions,East,(2c_voc) Vocational Maturity Certificate,0.03577,68,1750,0.02707,0.04448
2002,Urban regions,East,(3a) Lower Tertiary Education,0.10576,225,1750,0.09135,0.12018
2002,Urban regions,East,(3b) Higher Tertiary Education,0.12257,299,1750,0.10720,0.13794
2002,Rural regions,West,(0) No qualification (yet),0.01436,85,4025,0.01069,0.01804
2002,Rural regions,West,(1a) Inadequately completed,0.01068,49,4025,0.00750,0.01386
2002,Rural regions,West,(1b) General Elementary School,0.12524,547,4025,0.11501,0.13546
2002,Rural regions,West,(1c) Basic Vocational Qualification,0.32241,1464,4025,0.30797,0.33685
2002,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.18615,989,4025,0.17413,0.19818
2002,Rural regions,West,(2c_gen) General Maturity Certificate,0.01566,117,4025,0.01182,0.01950
2002,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.04917,255,4025,0.04249,0.05585
2002,Rural regions,West,(3a) Lower Tertiary Education,0.03044,176,4025,0.02513,0.03575
2002,Rural regions,West,(3b) Higher Tertiary Education,0.04609,343,4025,0.03961,0.05257
2002,Rural regions,East,(0) No qualification (yet),0.01836,101,3607,0.01398,0.02275
2002,Rural regions,East,(1b) General Elementary School,0.05838,187,3607,0.05073,0.06603
2002,Rural regions,East,(1c) Basic Vocational Qualification,0.24721,903,3607,0.23313,0.26129
2002,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.33080,1406,3607,0.31544,0.34616
2002,Rural regions,East,(2c_gen) General Maturity Certificate,0.01724,100,3607,0.01299,0.02149
2002,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.02409,111,3607,0.01908,0.02909
2002,Rural regions,East,(3a) Lower Tertiary Education,0.09851,468,3607,0.08878,0.10824
2002,Rural regions,East,(3b) Higher Tertiary Education,0.05966,331,3607,0.05193,0.06739
2003,Urban regions,West,(0) No qualification (yet),0.01748,368,12832,0.01522,0.01975
2003,Urban regions,West,(1a) Inadequately completed,0.01478,210,12832,0.01269,0.01687
2003,Urban regions,West,(1b) General Elementary School,0.10157,1400,12832,0.09634,0.10680
2003,Urban regions,West,(1c) Basic Vocational Qualification,0.26971,3738,12832,0.26203,0.27739
2003,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.17838,2840,12832,0.17176,0.18501
2003,Urban regions,West,(2c_gen) General Maturity Certificate,0.03205,566,12832,0.02900,0.03509
2003,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.07172,1129,12832,0.06725,0.07618
2003,Urban regions,West,(3a) Lower Tertiary Education,0.05039,875,12832,0.04660,0.05417
2003,Urban regions,West,(3b) Higher Tertiary Education,0.08117,1706,12832,0.07644,0.08589
2003,Urban regions,East,(0) No qualification (yet),0.02011,54,1735,0.01350,0.02672
2003,Urban regions,East,(1b) General Elementary School,0.03748,67,1735,0.02854,0.04642
2003,Urban regions,East,(1c) Basic Vocational Qualification,0.18767,335,1735,0.16930,0.20605
2003,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.31874,621,1735,0.29681,0.34067
2003,Urban regions,East,(2c_gen) General Maturity Certificate,0.03194,79,1735,0.02366,0.04022
2003,Urban regions,East,(2c_voc) Vocational Maturity Certificate,0.03403,69,1735,0.02550,0.04257
2003,Urban regions,East,(3a) Lower Tertiary Education,0.10564,222,1735,0.09117,0.12011
2003,Urban regions,East,(3b) Higher Tertiary Education,0.12429,288,1735,0.10877,0.13982
2003,Rural regions,West,(0) No qualification (yet),0.01279,88,3780,0.00920,0.01637
2003,Rural regions,West,(1a) Inadequately completed,0.01156,48,3780,0.00815,0.01497
2003,Rural regions,West,(1b) General Elementary School,0.12332,498,3780,0.11284,0.13380
2003,Rural regions,West,(1c) Basic Vocational Qualification,0.32252,1380,3780,0.30762,0.33743
2003,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.18968,942,3780,0.17718,0.20218
2003,Rural regions,West,(2c_gen) General Maturity Certificate,0.01371,99,3780,0.01000,0.01742
2003,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.05135,244,3780,0.04431,0.05839
2003,Rural regions,West,(3a) Lower Tertiary Education,0.03220,164,3780,0.02658,0.03783
2003,Rural regions,West,(3b) Higher Tertiary Education,0.04882,317,3780,0.04195,0.05569
2003,Rural regions,East,(0) No qualification (yet),0.02040,108,3523,0.01573,0.02506
2003,Rural regions,East,(1b) General Elementary School,0.05605,183,3523,0.04845,0.06365
2003,Rural regions,East,(1c) Basic Vocational Qualification,0.23617,857,3523,0.22215,0.25020
2003,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.33544,1375,3523,0.31985,0.35104
2003,Rural regions,East,(2c_gen) General Maturity Certificate,0.01922,97,3523,0.01469,0.02376
2003,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.02549,121,3523,0.02028,0.03069
2003,Rural regions,East,(3a) Lower Tertiary Education,0.10089,463,3523,0.09094,0.11083
2003,Rural regions,East,(3b) Higher Tertiary Education,0.05868,319,3523,0.05092,0.06644
2004,Urban regions,West,(0) No qualification (yet),0.01972,387,12416,0.01728,0.02217
2004,Urban regions,West,(1a) Inadequately completed,0.01529,203,12416,0.01313,0.01745
2004,Urban regions,West,(1b) General Elementary School,0.10146,1314,12416,0.09615,0.10677
2004,Urban regions,West,(1c) Basic Vocational Qualification,0.26874,3582,12416,0.26094,0.27654
2004,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.17544,2729,12416,0.16875,0.18213
2004,Urban regions,West,(2c_gen) General Maturity Certificate,0.03047,541,12416,0.02744,0.03349
2004,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.07363,1121,12416,0.06904,0.07823
2004,Urban regions,West,(3a) Lower Tertiary Education,0.05145,863,12416,0.04757,0.05534
2004,Urban regions,West,(3b) Higher Tertiary Education,0.08108,1676,12416,0.07628,0.08588
2004,Urban regions,East,(0) No qualification (yet),0.02012,56,1727,0.01349,0.02674
2004,Urban regions,East,(1b) General Elementary School,0.03974,61,1727,0.03053,0.04896
2004,Urban regions,East,(1c) Basic Vocational Qualification,0.17901,324,1727,0.16093,0.19710
2004,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.31994,617,1727,0.29793,0.34195
2004,Urban regions,East,(2c_gen) General Maturity Certificate,0.03770,92,1727,0.02871,0.04669
2004,Urban regions,East,(2c_voc) Vocational Maturity Certificate,0.03710,75,1727,0.02818,0.04601
2004,Urban regions,East,(3a) Lower Tertiary Education,0.10863,225,1727,0.09395,0.12331
2004,Urban regions,East,(3b) Higher Tertiary Education,0.11800,277,1727,0.10278,0.13322
2004,Rural regions,West,(0) No qualification (yet),0.01426,88,3723,0.01045,0.01807
2004,Rural regions,West,(1a) Inadequately completed,0.01210,45,3723,0.00858,0.01561
2004,Rural regions,West,(1b) General Elementary School,0.12301,476,3723,0.11246,0.13356
2004,Rural regions,West,(1c) Basic Vocational Qualification,0.32015,1328,3723,0.30516,0.33514
2004,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.19808,964,3723,0.18527,0.21088
2004,Rural regions,West,(2c_gen) General Maturity Certificate,0.01497,102,3723,0.01107,0.01888
2004,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.04831,240,3723,0.04142,0.05520
2004,Rural regions,West,(3a) Lower Tertiary Education,0.03262,168,3723,0.02691,0.03833
2004,Rural regions,West,(3b) Higher Tertiary Education,0.04797,312,3723,0.04110,0.05483
2004,Rural regions,East,(0) No qualification (yet),0.02043,110,3402,0.01567,0.02518
2004,Rural regions,East,(1b) General Elementary School,0.05278,158,3402,0.04526,0.06029
2004,Rural regions,East,(1c) Basic Vocational Qualification,0.24006,830,3402,0.22571,0.25442
2004,Rural regions,East,(2) Intermediate General/Vocational Qualification,0.33538,1309,3402,0.31952,0.35125
2004,Rural regions,East,(2c_gen) General Maturity Certificate,0.01884,96,3402,0.01427,0.02341
2004,Rural regions,East,(2c_voc) Vocational Maturity Certificate,0.02831,125,3402,0.02274,0.03388
2004,Rural regions,East,(3a) Lower Tertiary Education,0.09822,453,3402,0.08822,0.10823
2004,Rural regions,East,(3b) Higher Tertiary Education,0.06154,321,3402,0.05347,0.06962
2005,Urban regions,West,(0) No qualification (yet),0.02258,406,11843,0.01990,0.02525
2005,Urban regions,West,(1a) Inadequately completed,0.01590,191,11843,0.01365,0.01816
2005,Urban regions,West,(1b) General Elementary School,0.09784,1210,11843,0.09249,0.10319
2005,Urban regions,West,(1c) Basic Vocational Qualification,0.26248,3378,11843,0.25456,0.27041
2005,Urban regions,West,(2) Intermediate General/Vocational Qualification,0.18067,2622,11843,0.17374,0.18759
2005,Urban regions,West,(2c_gen) General Maturity Certificate,0.03102,505,11843,0.02790,0.03414
2005,Urban regions,West,(2c_voc) Vocational Maturity Certificate,0.07391,1073,11843,0.06920,0.07863
2005,Urban regions,West,(3a) Lower Tertiary Education,0.05068,831,11843,0.04673,0.05463
2005,Urban regions,West,(3b) Higher Tertiary Education,0.08375,1627,11843,0.07876,0.08873
2005,Urban regions,East,(0) No qualification (yet),0.01693,43,1670,0.01074,0.02312
2005,Urban regions,East,(1b) General Elementary School,0.04125,61,1670,0.03171,0.05079
2005,Urban regions,East,(1c) Basic Vocational Qualification,0.17951,312,1670,0.16109,0.19792
2005,Urban regions,East,(2) Intermediate General/Vocational Qualification,0.30899,590,1670,0.28682,0.33116
2005,Urban regions,East,(2c_gen) General Maturity Certificate,0.03926,85,1670,0.02995,0.04858
2005,Urban regions,East,(2c_voc) Vocational Maturity Certificate,0.04190,81,1670,0.03228,0.05151
2005,Urban regions,East,(3a) Lower Tertiary Education,0.11206,223,1670,0.09692,0.12719
2005,Urban regions,East,(3b) Higher Tertiary Education,0.12143,275,1670,0.10576,0.13710
2005,Rural regions,West,(0) No qualification (yet),0.01651,101,3524,0.01230,0.02072
2005,Rural regions,West,(1a) Inadequately completed,0.01252,40,3524,0.00885,0.01619
2005,Rural regions,West,(1b) General Elementary School,0.11684,439,3524,0.10623,0.12745
2005,Rural regions,West,(1c) Basic Vocational Qualification,0.31538,1254,3524,0.30004,0.33072
2005,Rural regions,West,(2) Intermediate General/Vocational Qualification,0.20306,916,3524,0.18978,0.21634
2005,Rural regions,West,(2c_gen) General Maturity Certificate,0.01518,92,3524,0.01114,0.01921
2005,Rural regions,West,(2c_voc) Vocational Maturity Certificate,0.04959,227,3524,0.04243,0.05676
2005,Rural regions,West,(3a) Lower Tertiary Education,0.03118,162,3524,0.02544,0.03692
2005,Rural regions,West,(3b) Higher Tertiary Education,0.05258,293,3524,0.04521,0.05995
2005,Rural regions,East,(0) No qualification (yet),0.02403,104,3256,0.01877,0.02929
