year,migback,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,No migration background,West,(3a) Lower Tertiary Education,0.03717,292,6259,0.03249,0.04186
1996,No migration background,West,(3b) Higher Tertiary Education,0.06035,465,6259,0.05445,0.06625
1996,No migration background,East,(0) No qualification (yet),0.01462,86,3468,0.01062,0.01861
1996,No migration background,East,(1b) General Elementary School,0.05828,207,3468,0.05049,0.06608
1996,No migration background,East,(1c) Basic Vocational Qualification,0.24832,900,3468,0.23394,0.26270
1996,No migration background,East,(2) Intermediate General/Vocational Qualification,0.28085,1312,3468,0.26589,0.29581
1996,No migration background,East,(2c_gen) General Maturity Certificate,0.01355,74,3468,0.00970,0.01740
1996,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.01788,83,3468,0.01347,0.02229
1996,No migration background,East,(3a) Lower Tertiary Education,0.11633,524,3468,0.10566,0.12701
1996,No migration background,East,(3b) Higher Tertiary Education,0.06421,282,3468,0.05605,0.07237
1996,Direct migration background,West,(1a) Inadequately completed,0.10398,469,2277,0.09144,0.11652
1996,Direct migration background,West,(1b) General Elementary School,0.21514,673,2277,0.19826,0.23202
1996,Direct migration background,West,(1c) Basic Vocational Qualification,0.24478,595,2277,0.22712,0.26245
1996,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.08523,132,2277,0.07375,0.09670
1996,Direct migration background,West,(2c_gen) General Maturity Certificate,0.05567,131,2277,0.04625,0.06509
1996,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.06988,154,2277,0.05941,0.08035
1996,Direct migration background,West,(3b) Higher Tertiary Education,0.08612,123,2277,0.07460,0.09765
1996,Direct migration background,East,(1c) Basic Vocational Qualification,0.44208,65,65,0.32041,0.56376
1996,Indirect migration background,West,(0) No qualification (yet),0.03626,49,416,0.01827,0.05424
1996,Indirect migration background,West,(1b) General Elementary School,0.07184,108,416,0.04699,0.09668
1996,Indirect migration background,West,(1c) Basic Vocational Qualification,0.05263,96,416,0.03114,0.07411
1996,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.08558,119,416,0.05866,0.11249
1996,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.03095,44,416,0.01429,0.04761
1997,No migration background,West,(0) No qualification (yet),0.01368,119,6180,0.01078,0.01657
1997,No migration background,West,(1a) Inadequately completed,0.00637,47,6180,0.00439,0.00835
1997,No migration background,West,(1b) General Elementary School,0.13064,904,6180,0.12223,0.13904
1997,No migration background,West,(1c) Basic Vocational Qualification,0.31462,2293,6180,0.30304,0.32619
1997,No migration background,West,(2) Intermediate General/Vocational Qualification,0.18480,1525,6180,0.17512,0.19448
1997,No migration background,West,(2c_gen) General Maturity Certificate,0.02343,188,6180,0.01966,0.02720
1997,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.04806,344,6180,0.04273,0.05340
1997,No migration background,West,(3a) Lower Tertiary Education,0.03872,294,6180,0.03391,0.04353
1997,No migration background,West,(3b) Higher Tertiary Education,0.05943,466,6180,0.05354,0.06533
1997,No migration background,East,(0) No qualification (yet),0.01773,101,3419,0.01331,0.02216
1997,No migration background,East,(1b) General Elementary School,0.05658,199,3419,0.04884,0.06433
1997,No migration background,East,(1c) Basic Vocational Qualification,0.24540,874,3419,0.23098,0.25983
1997,No migration background,East,(2) Intermediate General/Vocational Qualification,0.28187,1274,3419,0.26678,0.29695
1997,No migration background,East,(2c_gen) General Maturity Certificate,0.01507,79,3419,0.01099,0.01916
1997,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.01828,84,3419,0.01379,0.02277
1997,No migration background,East,(3a) Lower Tertiary Education,0.11857,518,3419,0.10773,0.12941
1997,No migration background,East,(3b) Higher Tertiary Education,0.06728,290,3419,0.05889,0.07568
1997,Direct migration background,West,(1a) Inadequately completed,0.10685,437,2196,0.09392,0.11977
1997,Direct migration background,West,(1b) General Elementary School,0.21967,635,2196,0.20235,0.23700
1997,Direct migration background,West,(1c) Basic Vocational Qualification,0.25398,575,2196,0.23577,0.27219
1997,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.08590,137,2196,0.07418,0.09762
1997,Direct migration background,West,(2c_gen) General Maturity Certificate,0.05257,121,2196,0.04323,0.06190
1997,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.06667,139,2196,0.05623,0.07710
1997,Direct migration background,West,(3a) Lower Tertiary Education,0.02419,35,2196,0.01776,0.03061
1997,Direct migration background,West,(3b) Higher Tertiary Education,0.08270,117,2196,0.07117,0.09422
1997,Direct migration background,East,(1c) Basic Vocational Qualification,0.42350,60,60,0.29741,0.54958
1997,Indirect migration background,West,(0) No qualification (yet),0.03948,61,434,0.02114,0.05783
1997,Indirect migration background,West,(1b) General Elementary School,0.08507,124,434,0.05879,0.11135
1997,Indirect migration background,West,(1c) Basic Vocational Qualification,0.05098,90,434,0.03026,0.07170
1997,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.08933,119,434,0.06246,0.11619
1997,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.03227,40,434,0.01563,0.04892
1998,No migration background,West,(0) No qualification (yet),0.01346,132,7137,0.01079,0.01614
1998,No migration background,West,(1a) Inadequately completed,0.00652,57,7137,0.00465,0.00839
1998,No migration background,West,(1b) General Elementary School,0.12772,1076,7137,0.11997,0.13546
1998,No migration background,West,(1c) Basic Vocational Qualification,0.29271,2562,7137,0.28216,0.30327
1998,No migration background,West,(2) Intermediate General/Vocational Qualification,0.18148,1737,7137,0.17254,0.19042
1998,No migration background,West,(2c_gen) General Maturity Certificate,0.02625,245,7137,0.02254,0.02996
1998,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.04728,414,7137,0.04235,0.05220
1998,No migration background,West,(3a) Lower Tertiary Education,0.04014,358,7137,0.03558,0.04469
1998,No migration background,West,(3b) Higher Tertiary Education,0.06032,556,7137,0.05480,0.06584
1998,No migration background,East,(0) No qualification (yet),0.01642,102,3596,0.01226,0.02057
1998,No migration background,East,(1b) General Elementary School,0.05443,210,3596,0.04701,0.06184
1998,No migration background,East,(1c) Basic Vocational Qualification,0.23374,904,3596,0.21991,0.24758
1998,No migration background,East,(2) Intermediate General/Vocational Qualification,0.29029,1378,3596,0.27545,0.30513
1998,No migration background,East,(2c_gen) General Maturity Certificate,0.01383,78,3596,0.01001,0.01765
1998,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.01599,83,3596,0.01189,0.02009
1998,No migration background,East,(3a) Lower Tertiary Education,0.11828,542,3596,0.10773,0.12884
1998,No migration background,East,(3b) Higher Tertiary Education,0.06362,299,3596,0.05564,0.07160
1998,Direct migration background,West,(1a) Inadequately completed,0.10980,400,2108,0.09645,0.12315
1998,Direct migration background,West,(1b) General Elementary School,0.21758,609,2108,0.19997,0.23520
1998,Direct migration background,West,(1c) Basic Vocational Qualification,0.23934,551,2108,0.22112,0.25756
1998,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.07471,129,2108,0.06348,0.08593
1998,Direct migration background,West,(2c_gen) General Maturity Certificate,0.04838,112,2108,0.03922,0.05754
1998,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.07158,144,2108,0.06057,0.08258
1998,Direct migration background,West,(3a) Lower Tertiary Education,0.02507,40,2108,0.01839,0.03174
1998,Direct migration background,West,(3b) Higher Tertiary Education,0.07857,123,2108,0.06708,0.09006
1998,Direct migration background,East,(1c) Basic Vocational Qualification,0.41794,52,52,0.28257,0.55330
1998,Indirect migration background,West,(0) No qualification (yet),0.04254,65,450,0.02387,0.06120
1998,Indirect migration background,West,(1b) General Elementary School,0.08680,124,450,0.06076,0.11285
1998,Indirect migration background,West,(1c) Basic Vocational Qualification,0.04874,92,450,0.02882,0.06865
1998,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.09485,127,450,0.06775,0.12196
1998,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.03980,42,450,0.02172,0.05788
1999,No migration background,West,(0) No qualification (yet),0.01353,131,7063,0.01083,0.01622
1999,No migration background,West,(1a) Inadequately completed,0.00718,59,7063,0.00521,0.00915
1999,No migration background,West,(1b) General Elementary School,0.12707,1033,7063,0.11930,0.13484
1999,No migration background,West,(1c) Basic Vocational Qualification,0.30821,2535,7063,0.29744,0.31898
1999,No migration background,West,(2) Intermediate General/Vocational Qualification,0.18881,1738,7063,0.17969,0.19794
1999,No migration background,West,(2c_gen) General Maturity Certificate,0.02553,232,7063,0.02185,0.02921
1999,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.04888,412,7063,0.04385,0.05391
1999,No migration background,West,(3a) Lower Tertiary Education,0.04110,354,7063,0.03647,0.04574
1999,No migration background,West,(3b) Higher Tertiary Education,0.06421,569,7063,0.05849,0.06993
1999,No migration background,East,(0) No qualification (yet),0.01784,99,3577,0.01351,0.02218
1999,No migration background,East,(1b) General Elementary School,0.05331,207,3577,0.04595,0.06067
1999,No migration background,East,(1c) Basic Vocational Qualification,0.23683,881,3577,0.22289,0.25076
1999,No migration background,East,(2) Intermediate General/Vocational Qualification,0.30233,1377,3577,0.28727,0.31738
1999,No migration background,East,(2c_gen) General Maturity Certificate,0.01772,91,3577,0.01340,0.02205
1999,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.01848,91,3577,0.01406,0.02289
1999,No migration background,East,(3a) Lower Tertiary Education,0.11871,533,3577,0.10811,0.12931
1999,No migration background,East,(3b) Higher Tertiary Education,0.06435,298,3577,0.05631,0.07240
1999,Direct migration background,West,(1a) Inadequately completed,0.11883,380,1968,0.10453,0.13313
1999,Direct migration background,West,(1b) General Elementary School,0.22091,560,1968,0.20258,0.23924
1999,Direct migration background,West,(1c) Basic Vocational Qualification,0.25086,520,1968,0.23170,0.27002
1999,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.07339,122,1968,0.06186,0.08491
1999,Direct migration background,West,(2c_gen) General Maturity Certificate,0.05074,99,1968,0.04104,0.06044
1999,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.07167,134,1968,0.06027,0.08306
1999,Direct migration background,West,(3a) Lower Tertiary Education,0.02579,39,1968,0.01879,0.03280
1999,Direct migration background,West,(3b) Higher Tertiary Education,0.07954,114,1968,0.06758,0.09150
1999,Direct migration background,East,(1c) Basic Vocational Qualification,0.40875,50,50,0.27110,0.54640
1999,Indirect migration background,West,(0) No qualification (yet),0.04797,62,456,0.02834,0.06761
1999,Indirect migration background,West,(1b) General Elementary School,0.08366,125,456,0.05822,0.10910
1999,Indirect migration background,West,(1c) Basic Vocational Qualification,0.05599,98,456,0.03486,0.07711
1999,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.09731,125,456,0.07008,0.12454
1999,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.03577,46,456,0.01870,0.05283
2000,No migration background,West,(0) No qualification (yet),0.01157,234,14285,0.00981,0.01332
2000,No migration background,West,(1a) Inadequately completed,0.00489,73,14285,0.00374,0.00603
2000,No migration background,West,(1b) General Elementary School,0.10230,1613,14285,0.09733,0.10726
2000,No migration background,West,(1c) Basic Vocational Qualification,0.31732,5291,14285,0.30969,0.32495
2000,No migration background,West,(2) Intermediate General/Vocational Qualification,0.19973,3567,14285,0.19317,0.20628
2000,No migration background,West,(2c_gen) General Maturity Certificate,0.02378,413,14285,0.02128,0.02627
2000,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.05937,978,14285,0.05550,0.06325
2000,No migration background,West,(3a) Lower Tertiary Education,0.05056,872,14285,0.04696,0.05415
2000,No migration background,West,(3b) Higher Tertiary Education,0.07141,1244,14285,0.06719,0.07563
2000,No migration background,East,(0) No qualification (yet),0.01758,136,5653,0.01416,0.02101
2000,No migration background,East,(1b) General Elementary School,0.05206,304,5653,0.04627,0.05785
2000,No migration background,East,(1c) Basic Vocational Qualification,0.23338,1389,5653,0.22235,0.24441
2000,No migration background,East,(2) Intermediate General/Vocational Qualification,0.31914,2236,5653,0.30699,0.33130
2000,No migration background,East,(2c_gen) General Maturity Certificate,0.02027,172,5653,0.01660,0.02395
2000,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.02513,167,5653,0.02105,0.02921
2000,No migration background,East,(3a) Lower Tertiary Education,0.10160,719,5653,0.09372,0.10947
2000,No migration background,East,(3b) Higher Tertiary Education,0.07623,530,5653,0.06932,0.08315
2000,Direct migration background,West,(0) No qualification (yet),0.01511,56,3131,0.01084,0.01939
2000,Direct migration background,West,(1a) Inadequately completed,0.08852,322,3131,0.07857,0.09847
2000,Direct migration background,West,(1b) General Elementary School,0.19480,761,3131,0.18093,0.20868
2000,Direct migration background,West,(1c) Basic Vocational Qualification,0.25502,908,3131,0.23975,0.27029
2000,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.07802,237,3131,0.06863,0.08742
2000,Direct migration background,West,(2c_gen) General Maturity Certificate,0.04231,138,3131,0.03526,0.04936
2000,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.10644,349,3131,0.09563,0.11724
2000,Direct migration background,West,(3a) Lower Tertiary Education,0.02749,72,3131,0.02176,0.03322
2000,Direct migration background,West,(3b) Higher Tertiary Education,0.10268,288,3131,0.09205,0.11331
2000,Direct migration background,East,(1c) Basic Vocational Qualification,0.35884,58,58,0.23432,0.48336
2000,Indirect migration background,West,(0) No qualification (yet),0.03132,63,767,0.01898,0.04365
2000,Indirect migration background,West,(1b) General Elementary School,0.07498,163,767,0.05633,0.09363
2000,Indirect migration background,West,(1c) Basic Vocational Qualification,0.08010,163,767,0.06087,0.09932
2000,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.11865,227,767,0.09575,0.14155
2000,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.03380,69,767,0.02100,0.04660
2000,Indirect migration background,West,(2c_voc) Vocational Maturity Certificate,0.02567,48,767,0.01447,0.03687
2000,Indirect migration background,West,(3b) Higher Tertiary Education,0.01736,34,767,0.00811,0.02661
2001,No migration background,West,(0) No qualification (yet),0.01379,280,12888,0.01177,0.01580
2001,No migration background,West,(1a) Inadequately completed,0.00502,67,12888,0.00380,0.00624
2001,No migration background,West,(1b) General Elementary School,0.09557,1341,12888,0.09049,0.10064
2001,No migration background,West,(1c) Basic Vocational Qualification,0.31243,4655,12888,0.30443,0.32044
2001,No migration background,West,(2) Intermediate General/Vocational Qualification,0.20330,3296,12888,0.19635,0.21025
2001,No migration background,West,(2c_gen) General Maturity Certificate,0.02418,382,12888,0.02152,0.02683
2001,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.06141,922,12888,0.05726,0.06555
2001,No migration background,West,(3a) Lower Tertiary Education,0.05241,808,12888,0.04856,0.05626
2001,No migration background,West,(3b) Higher Tertiary Education,0.07259,1137,12888,0.06811,0.07707
2001,No migration background,East,(0) No qualification (yet),0.01924,148,5243,0.01552,0.02296
2001,No migration background,East,(1b) General Elementary School,0.05098,268,5243,0.04502,0.05693
2001,No migration background,East,(1c) Basic Vocational Qualification,0.22856,1263,5243,0.21719,0.23992
2001,No migration background,East,(2) Intermediate General/Vocational Qualification,0.31503,2039,5243,0.30245,0.32760
2001,No migration background,East,(2c_gen) General Maturity Certificate,0.02250,175,5243,0.01849,0.02652
2001,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.02669,162,5243,0.02233,0.03106
2001,No migration background,East,(3a) Lower Tertiary Education,0.10497,681,5243,0.09667,0.11327
2001,No migration background,East,(3b) Higher Tertiary Education,0.08120,507,5243,0.07380,0.08859
2001,Direct migration background,West,(0) No qualification (yet),0.01588,44,2765,0.01122,0.02054
2001,Direct migration background,West,(1a) Inadequately completed,0.06680,228,2765,0.05749,0.07611
2001,Direct migration background,West,(1b) General Elementary School,0.20639,690,2765,0.19130,0.22147
2001,Direct migration background,West,(1c) Basic Vocational Qualification,0.25828,811,2765,0.24196,0.27459
2001,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.07912,212,2765,0.06906,0.08918
2001,Direct migration background,West,(2c_gen) General Maturity Certificate,0.04815,137,2765,0.04017,0.05613
2001,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.10878,315,2765,0.09718,0.12039
2001,Direct migration background,West,(3a) Lower Tertiary Education,0.02880,67,2765,0.02257,0.03504
2001,Direct migration background,West,(3b) Higher Tertiary Education,0.11085,261,2765,0.09915,0.12256
2001,Direct migration background,East,(1c) Basic Vocational Qualification,0.34403,45,45,0.20366,0.48439
2001,Indirect migration background,West,(0) No qualification (yet),0.03262,61,702,0.01947,0.04578
2001,Indirect migration background,West,(1b) General Elementary School,0.06881,149,702,0.05008,0.08755
2001,Indirect migration background,West,(1c) Basic Vocational Qualification,0.07449,144,702,0.05505,0.09392
2001,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.10460,198,702,0.08195,0.12726
2001,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.03389,69,702,0.02049,0.04728
2001,Indirect migration background,West,(2c_voc) Vocational Maturity Certificate,0.02286,45,702,0.01179,0.03392
2001,Indirect migration background,West,(3b) Higher Tertiary Education,0.02080,36,702,0.01024,0.03137
2002,No migration background,West,(0) No qualification (yet),0.01349,334,14068,0.01158,0.01540
2002,No migration background,West,(1a) Inadequately completed,0.00487,61,14068,0.00372,0.00602
2002,No migration background,West,(1b) General Elementary School,0.09554,1261,14068,0.09068,0.10040
2002,No migration background,West,(1c) Basic Vocational Qualification,0.31343,4519,14068,0.30576,0.32109
2002,No migration background,West,(2) Intermediate General/Vocational Qualification,0.20490,3549,14068,0.19823,0.21157
2002,No migration background,West,(2c_gen) General Maturity Certificate,0.02498,481,14068,0.02240,0.02756
2002,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.06015,1054,14068,0.05623,0.06408
2002,No migration background,West,(3a) Lower Tertiary Education,0.05143,1012,14068,0.04778,0.05508
2002,No migration background,West,(3b) Higher Tertiary Education,0.06990,1797,14068,0.06569,0.07412
2002,No migration background,East,(0) No qualification (yet),0.01981,150,5225,0.01603,0.02359
2002,No migration background,East,(1b) General Elementary School,0.04956,243,5225,0.04368,0.05545
2002,No migration background,East,(1c) Basic Vocational Qualification,0.22578,1195,5225,0.21444,0.23712
2002,No migration background,East,(2) Intermediate General/Vocational Qualification,0.32806,1999,5225,0.31532,0.34079
2002,No migration background,East,(2c_gen) General Maturity Certificate,0.02203,173,5225,0.01805,0.02602
2002,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.02723,174,5225,0.02281,0.03164
2002,No migration background,East,(3a) Lower Tertiary Education,0.10091,678,5225,0.09274,0.10908
2002,No migration background,East,(3b) Higher Tertiary Education,0.07885,613,5225,0.07154,0.08616
2002,Direct migration background,West,(0) No qualification (yet),0.02089,50,2646,0.01544,0.02634
2002,Direct migration background,West,(1a) Inadequately completed,0.06786,205,2646,0.05827,0.07744
2002,Direct migration background,West,(1b) General Elementary School,0.20688,637,2646,0.19144,0.22232
2002,Direct migration background,West,(1c) Basic Vocational Qualification,0.25645,746,2646,0.23981,0.27309
2002,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.08048,210,2646,0.07012,0.09085
2002,Direct migration background,West,(2c_gen) General Maturity Certificate,0.04731,134,2646,0.03922,0.05541
2002,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.11668,302,2646,0.10445,0.12892
2002,Direct migration background,West,(3a) Lower Tertiary Education,0.03044,77,2646,0.02389,0.03698
2002,Direct migration background,West,(3b) Higher Tertiary Education,0.10212,285,2646,0.09058,0.11366
2002,Direct migration background,East,(1c) Basic Vocational Qualification,0.33261,43,43,0.19011,0.47510
2002,Indirect migration background,West,(0) No qualification (yet),0.04064,76,700,0.02600,0.05528
2002,Indirect migration background,West,(1b) General Elementary School,0.06323,119,700,0.04519,0.08127
2002,Indirect migration background,West,(1c) Basic Vocational Qualification,0.07026,132,700,0.05132,0.08921
2002,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.10797,202,700,0.08496,0.13097
2002,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.03115,78,700,0.01827,0.04403
2002,Indirect migration background,West,(2c_voc) Vocational Maturity Certificate,0.01979,47,700,0.00947,0.03012
2002,Indirect migration background,West,(3b) Higher Tertiary Education,0.01940,46,700,0.00918,0.02963
2003,No migration background,West,(0) No qualification (yet),0.01409,339,13422,0.01209,0.01608
2003,No migration background,West,(1a) Inadequately completed,0.00564,67,13422,0.00437,0.00690
2003,No migration background,West,(1b) General Elementary School,0.09411,1190,13422,0.08917,0.09905
2003,No migration background,West,(1c) Basic Vocational Qualification,0.30475,4270,13422,0.29696,0.31253
2003,No migration background,West,(2) Intermediate General/Vocational Qualification,0.20511,3391,13422,0.19828,0.21194
2003,No migration background,West,(2c_gen) General Maturity Certificate,0.02425,471,13422,0.02165,0.02685
2003,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.06321,1037,13422,0.05909,0.06732
2003,No migration background,West,(3a) Lower Tertiary Education,0.05228,952,13422,0.04852,0.05605
2003,No migration background,West,(3b) Higher Tertiary Education,0.07271,1705,13422,0.06832,0.07710
2003,No migration background,East,(0) No qualification (yet),0.02028,158,5131,0.01642,0.02414
2003,No migration background,East,(1b) General Elementary School,0.04777,234,5131,0.04193,0.05361
2003,No migration background,East,(1c) Basic Vocational Qualification,0.21969,1148,5131,0.20836,0.23102
2003,No migration background,East,(2) Intermediate General/Vocational Qualification,0.33611,1973,5131,0.32319,0.34904
2003,No migration background,East,(2c_gen) General Maturity Certificate,0.02255,168,5131,0.01849,0.02662
2003,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.02801,186,5131,0.02350,0.03253
2003,No migration background,East,(3a) Lower Tertiary Education,0.10264,671,5131,0.09434,0.11095
2003,No migration background,East,(3b) Higher Tertiary Education,0.07947,593,5131,0.07207,0.08687
2003,Direct migration background,West,(0) No qualification (yet),0.01990,50,2479,0.01440,0.02540
2003,Direct migration background,West,(1a) Inadequately completed,0.06669,182,2479,0.05687,0.07651
2003,Direct migration background,West,(1b) General Elementary School,0.20478,594,2479,0.18889,0.22067
2003,Direct migration background,West,(1c) Basic Vocational Qualification,0.26149,714,2479,0.24419,0.27879
2003,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.07780,196,2479,0.06725,0.08835
2003,Direct migration background,West,(2c_gen) General Maturity Certificate,0.04759,119,2479,0.03921,0.05598
2003,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.11295,281,2479,0.10049,0.12542
2003,Direct migration background,West,(3a) Lower Tertiary Education,0.03119,71,2479,0.02435,0.03804
2003,Direct migration background,West,(3b) Higher Tertiary Education,0.10920,272,2479,0.09692,0.12148
2003,Direct migration background,East,(1c) Basic Vocational Qualification,0.32288,39,39,0.17421,0.47154
2003,Indirect migration background,West,(0) No qualification (yet),0.03433,67,686,0.02069,0.04796
2003,Indirect migration background,West,(1b) General Elementary School,0.06511,114,686,0.04663,0.08359
2003,Indirect migration background,West,(1c) Basic Vocational Qualification,0.07964,134,686,0.05937,0.09992
2003,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.11013,195,686,0.08669,0.13358
2003,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.02923,75,686,0.01662,0.04185
2003,Indirect migration background,West,(2c_voc) Vocational Maturity Certificate,0.02441,55,686,0.01285,0.03597
2003,Indirect migration background,West,(3b) Higher Tertiary Education,0.01914,46,686,0.00888,0.02940
2004,No migration background,West,(0) No qualification (yet),0.01478,337,13026,0.01271,0.01686
2004,No migration background,West,(1a) Inadequately completed,0.00590,64,13026,0.00459,0.00722
2004,No migration background,West,(1b) General Elementary School,0.09344,1112,13026,0.08844,0.09844
2004,No migration background,West,(1c) Basic Vocational Qualification,0.30344,4091,13026,0.29554,0.31133
2004,No migration background,West,(2) Intermediate General/Vocational Qualification,0.20511,3314,13026,0.19817,0.21204
2004,No migration background,West,(2c_gen) General Maturity Certificate,0.02305,452,13026,0.02047,0.02563
2004,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.06381,1028,13026,0.05961,0.06801
2004,No migration background,West,(3a) Lower Tertiary Education,0.05365,945,13026,0.04978,0.05752
2004,No migration background,West,(3b) Higher Tertiary Education,0.07324,1683,13026,0.06876,0.07771
2004,No migration background,East,(0) No qualification (yet),0.02027,161,5001,0.01636,0.02417
2004,No migration background,East,(1b) General Elementary School,0.04678,206,5001,0.04093,0.05263
2004,No migration background,East,(1c) Basic Vocational Qualification,0.21819,1110,5001,0.20674,0.22963
2004,No migration background,East,(2) Intermediate General/Vocational Qualification,0.33598,1901,5001,0.32289,0.34907
2004,No migration background,East,(2c_gen) General Maturity Certificate,0.02427,180,5001,0.02001,0.02854
2004,No migration background,East,(2c_voc) Vocational Maturity Certificate,0.03033,195,5001,0.02558,0.03508
2004,No migration background,East,(3a) Lower Tertiary Education,0.10222,665,5001,0.09382,0.11062
2004,No migration background,East,(3b) Higher Tertiary Education,0.08009,583,5001,0.07257,0.08762
2004,Direct migration background,West,(0) No qualification (yet),0.02416,62,2395,0.01801,0.03031
2004,Direct migration background,West,(1a) Inadequately completed,0.06822,175,2395,0.05812,0.07832
2004,Direct migration background,West,(1b) General Elementary School,0.20673,560,2395,0.19050,0.22295
2004,Direct migration background,West,(1c) Basic Vocational Qualification,0.26669,690,2395,0.24898,0.28441
2004,Direct migration background,West,(2) Intermediate General/Vocational Qualification,0.07998,188,2395,0.06912,0.09085
2004,Direct migration background,West,(2c_gen) General Maturity Certificate,0.04385,113,2395,0.03565,0.05205
2004,Direct migration background,West,(2c_voc) Vocational Maturity Certificate,0.11460,276,2395,0.10184,0.12736
2004,Direct migration background,West,(3a) Lower Tertiary Education,0.03043,68,2395,0.02355,0.03731
2004,Direct migration background,West,(3b) Higher Tertiary Education,0.10499,263,2395,0.09271,0.11727
2004,Direct migration background,East,(1c) Basic Vocational Qualification,0.35065,39,39,0.19893,0.50237
2004,Indirect migration background,West,(0) No qualification (yet),0.04536,76,691,0.02984,0.06089
2004,Indirect migration background,West,(1b) General Elementary School,0.06706,118,691,0.04840,0.08573
2004,Indirect migration background,West,(1c) Basic Vocational Qualification,0.07832,129,691,0.05828,0.09837
2004,Indirect migration background,West,(2) Intermediate General/Vocational Qualification,0.10898,191,691,0.08573,0.13223
2004,Indirect migration background,West,(2c_gen) General Maturity Certificate,0.03506,78,691,0.02134,0.04879
2004,Indirect migration background,West,(2c_voc) Vocational Maturity Certificate,0.02489,57,691,0.01327,0.03652
2004,Indirect migration background,West,(3b) Higher Tertiary Education,0.01789,42,691,0.00800,0.02778
2005,No migration background,West,(0) No qualification (yet),0.01822,364,12413,0.01586,0.02057
2005,No migration background,West,(1a) Inadequately completed,0.00627,60,12413,0.00488,0.00766
2005,No migration background,West,(1b) General Elementary School,0.08902,1034,12413,0.08401,0.09403
2005,No migration background,West,(1c) Basic Vocational Qualification,0.29740,3858,12413,0.28936,0.30544
2005,No migration background,West,(2) Intermediate General/Vocational Qualification,0.20943,3168,12413,0.20227,0.21659
2005,No migration background,West,(2c_gen) General Maturity Certificate,0.02320,411,12413,0.02055,0.02585
2005,No migration background,West,(2c_voc) Vocational Maturity Certificate,0.06473,986,12413,0.06040,0.06906
2005,No migration background,West,(3a) Lower Tertiary Education,0.05275,910,12413,0.04882,0.05669
2005,No migration background,West,(3b) Higher Tertiary Education,0.07614,1622,12413,0.07147,0.08080
2005,No migration background,East,(0) No qualification (yet),0.02171,143,4798,0.01759,0.02583
2005,No migration background,East,(1b) General Elementary School,0.04479,193,4798,0.03894,0.05065
2005,No migration background,East,(1c) Basic Vocational Qualification,0.20432,1038,4798,0.19291,0.21573
2005,No migration background,East,(2) Intermediate General/Vocational Qualification,0.33983,1820,4798,0.32643,0.35324
2005,No migration background,East,(2c_gen) General Maturity Certificate,0.02653,174,4798,0.02198,0.03107
