year,migback,regtyp,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.30744,2095,5995,0.29576,0.31912
1994,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.19622,1541,5995,0.18617,0.20627
1994,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02635,199,5995,0.02229,0.03040
1994,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03928,287,5995,0.03436,0.04420
1994,No migration background,Urban regions,(3a) Lower Tertiary Education,0.04782,414,5995,0.04242,0.05323
1994,No migration background,Urban regions,(3b) Higher Tertiary Education,0.06842,524,5995,0.06203,0.07481
1994,No migration background,Rural regions,(0) No qualification (yet),0.00779,43,3888,0.00503,0.01055
1994,No migration background,Rural regions,(1a) Inadequately completed,0.00969,51,3888,0.00661,0.01277
1994,No migration background,Rural regions,(1b) General Elementary School,0.12912,468,3888,0.11858,0.13966
1994,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.30049,1290,3888,0.28608,0.31491
1994,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.21756,1258,3888,0.20459,0.23053
1994,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01470,79,3888,0.01092,0.01848
1994,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.02804,117,3888,0.02285,0.03322
1994,No migration background,Rural regions,(3a) Lower Tertiary Education,0.05762,386,3888,0.05029,0.06494
1994,No migration background,Rural regions,(3b) Higher Tertiary Education,0.03941,196,3888,0.03329,0.04552
1994,Direct migration background,Urban regions,(1a) Inadequately completed,0.14554,456,1869,0.12954,0.16153
1994,Direct migration background,Urban regions,(1b) General Elementary School,0.24353,575,1869,0.22406,0.26299
1994,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.28094,467,1869,0.26056,0.30132
1994,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.08723,102,1869,0.07444,0.10003
1994,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.04298,87,1869,0.03378,0.05218
1994,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05196,88,1869,0.04189,0.06202
1994,Direct migration background,Urban regions,(3a) Lower Tertiary Education,0.02675,31,1869,0.01943,0.03407
1994,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.06268,63,1869,0.05168,0.07367
1994,Direct migration background,Rural regions,(1a) Inadequately completed,0.08480,66,325,0.05447,0.11514
1994,Direct migration background,Rural regions,(1b) General Elementary School,0.22007,99,325,0.17496,0.26518
1994,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.31938,124,325,0.26861,0.37015
1994,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.14454,36,325,0.10625,0.18282
1994,Indirect migration background,Urban regions,(0) No qualification (yet),0.05838,56,310,0.03223,0.08452
1994,Indirect migration background,Urban regions,(1b) General Elementary School,0.06567,92,310,0.03805,0.09329
1994,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.04819,68,310,0.02431,0.07207
1994,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.08110,94,310,0.05067,0.11154
1995,No migration background,Urban regions,(0) No qualification (yet),0.01274,109,5905,0.00988,0.01560
1995,No migration background,Urban regions,(1a) Inadequately completed,0.00512,44,5905,0.00330,0.00694
1995,No migration background,Urban regions,(1b) General Elementary School,0.11945,740,5905,0.11118,0.12772
1995,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.30573,2042,5905,0.29398,0.31748
1995,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.19522,1539,5905,0.18511,0.20533
1995,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02597,193,5905,0.02191,0.03003
1995,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04186,293,5905,0.03675,0.04697
1995,No migration background,Urban regions,(3a) Lower Tertiary Education,0.04993,417,5905,0.04438,0.05549
1995,No migration background,Urban regions,(3b) Higher Tertiary Education,0.07186,528,5905,0.06527,0.07845
1995,No migration background,Rural regions,(0) No qualification (yet),0.00974,66,3945,0.00667,0.01280
1995,No migration background,Rural regions,(1a) Inadequately completed,0.00779,40,3945,0.00505,0.01053
1995,No migration background,Rural regions,(1b) General Elementary School,0.12619,455,3945,0.11583,0.13656
1995,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.29756,1272,3945,0.28329,0.31183
1995,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.21768,1301,3945,0.20480,0.23056
1995,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01428,87,3945,0.01058,0.01799
1995,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.02933,120,3945,0.02406,0.03459
1995,No migration background,Rural regions,(3a) Lower Tertiary Education,0.05996,393,3945,0.05255,0.06737
1995,No migration background,Rural regions,(3b) Higher Tertiary Education,0.04071,211,3945,0.03454,0.04688
1995,Direct migration background,Urban regions,(0) No qualification (yet),0.01694,34,2195,0.01154,0.02234
1995,Direct migration background,Urban regions,(1a) Inadequately completed,0.10703,453,2195,0.09409,0.11996
1995,Direct migration background,Urban regions,(1b) General Elementary School,0.21627,624,2195,0.19904,0.23350
1995,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.24960,537,2195,0.23149,0.26771
1995,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.07571,121,2195,0.06464,0.08678
1995,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.05887,132,2195,0.04902,0.06872
1995,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07115,145,2195,0.06039,0.08191
1995,Direct migration background,Urban regions,(3a) Lower Tertiary Education,0.02191,31,2195,0.01579,0.02804
1995,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.08729,118,2195,0.07548,0.09910
1995,Direct migration background,Rural regions,(1a) Inadequately completed,0.06439,65,366,0.03921,0.08957
1995,Direct migration background,Rural regions,(1b) General Elementary School,0.18968,117,366,0.14946,0.22990
1995,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.27411,145,366,0.22835,0.31987
1995,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.12447,39,366,0.09060,0.15833
1995,Indirect migration background,Urban regions,(0) No qualification (yet),0.04349,46,340,0.02178,0.06520
1995,Indirect migration background,Urban regions,(1b) General Elementary School,0.05978,85,340,0.03454,0.08502
1995,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.04972,72,340,0.02658,0.07286
1995,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.08351,101,340,0.05406,0.11296
1995,Indirect migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02930,36,340,0.01135,0.04726
1996,No migration background,Urban regions,(0) No qualification (yet),0.01454,126,5851,0.01148,0.01761
1996,No migration background,Urban regions,(1a) Inadequately completed,0.00465,36,5851,0.00291,0.00639
1996,No migration background,Urban regions,(1b) General Elementary School,0.11554,714,5851,0.10734,0.12373
1996,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.30365,1984,5851,0.29187,0.31543
1996,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.19735,1548,5851,0.18715,0.20755
1996,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02391,179,5851,0.01999,0.02782
1996,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04587,303,5851,0.04051,0.05123
1996,No migration background,Urban regions,(3a) Lower Tertiary Education,0.05021,417,5851,0.04461,0.05580
1996,No migration background,Urban regions,(3b) Higher Tertiary Education,0.07263,544,5851,0.06598,0.07928
1996,No migration background,Rural regions,(0) No qualification (yet),0.01399,79,3898,0.01030,0.01768
1996,No migration background,Rural regions,(1a) Inadequately completed,0.00883,33,3898,0.00590,0.01177
1996,No migration background,Rural regions,(1b) General Elementary School,0.11841,428,3898,0.10826,0.12855
1996,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.30132,1264,3898,0.28691,0.31572
1996,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.22096,1293,3898,0.20794,0.23399
1996,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01313,76,3898,0.00955,0.01670
1996,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.03019,123,3898,0.02482,0.03556
1996,No migration background,Rural regions,(3a) Lower Tertiary Education,0.06231,399,3898,0.05472,0.06989
1996,No migration background,Rural regions,(3b) Higher Tertiary Education,0.03881,203,3898,0.03275,0.04488
1996,Direct migration background,Urban regions,(1a) Inadequately completed,0.10718,409,1979,0.09355,0.12081
1996,Direct migration background,Urban regions,(1b) General Elementary School,0.21067,574,1979,0.19270,0.22864
1996,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.25535,518,1979,0.23613,0.27457
1996,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.07700,110,1979,0.06525,0.08875
1996,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.05759,120,1979,0.04732,0.06786
1996,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07168,135,1979,0.06031,0.08305
1996,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.08960,113,1979,0.07702,0.10219
1996,Direct migration background,Rural regions,(1a) Inadequately completed,0.06628,64,360,0.04055,0.09201
1996,Direct migration background,Rural regions,(1b) General Elementary School,0.19803,115,360,0.15681,0.23926
1996,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.26717,142,360,0.22140,0.31294
1996,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.13402,39,360,0.09878,0.16927
1996,Indirect migration background,Urban regions,(0) No qualification (yet),0.03659,44,356,0.01706,0.05612
1996,Indirect migration background,Urban regions,(1b) General Elementary School,0.06370,90,356,0.03829,0.08910
1996,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.04924,77,356,0.02673,0.07174
1996,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.08457,103,356,0.05562,0.11351
1996,Indirect migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03354,42,356,0.01481,0.05227
1997,No migration background,Urban regions,(0) No qualification (yet),0.01442,127,5766,0.01134,0.01750
1997,No migration background,Urban regions,(1a) Inadequately completed,0.00483,36,5766,0.00304,0.00662
1997,No migration background,Urban regions,(1b) General Elementary School,0.11598,698,5766,0.10771,0.12424
1997,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.29932,1929,5766,0.28750,0.31115
1997,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.19852,1527,5766,0.18822,0.20882
1997,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02667,200,5766,0.02251,0.03083
1997,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04658,300,5766,0.04114,0.05202
1997,No migration background,Urban regions,(3a) Lower Tertiary Education,0.05176,419,5766,0.04605,0.05748
1997,No migration background,Urban regions,(3b) Higher Tertiary Education,0.07094,530,5766,0.06432,0.07757
1997,No migration background,Rural regions,(0) No qualification (yet),0.01480,93,3853,0.01099,0.01861
1997,No migration background,Rural regions,(1a) Inadequately completed,0.00820,32,3853,0.00536,0.01105
1997,No migration background,Rural regions,(1b) General Elementary School,0.11232,405,3853,0.10234,0.12229
1997,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.30067,1238,3853,0.28619,0.31516
1997,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.21966,1272,3853,0.20658,0.23273
1997,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01140,66,3853,0.00805,0.01475
1997,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.03211,128,3853,0.02655,0.03768
1997,No migration background,Rural regions,(3a) Lower Tertiary Education,0.06393,393,3853,0.05620,0.07166
1997,No migration background,Rural regions,(3b) Higher Tertiary Education,0.04204,226,3853,0.03570,0.04837
1997,Direct migration background,Urban regions,(1a) Inadequately completed,0.10970,383,1917,0.09571,0.12369
1997,Direct migration background,Urban regions,(1b) General Elementary School,0.21205,540,1917,0.19375,0.23036
1997,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.26363,503,1917,0.24390,0.28336
1997,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.07842,112,1917,0.06638,0.09046
1997,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.05685,115,1917,0.04648,0.06722
1997,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06803,123,1917,0.05675,0.07930
1997,Direct migration background,Urban regions,(3a) Lower Tertiary Education,0.02470,34,1917,0.01775,0.03166
1997,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.08249,107,1917,0.07017,0.09480
1997,Direct migration background,Rural regions,(1a) Inadequately completed,0.07021,58,341,0.04305,0.09737
1997,Direct migration background,Rural regions,(1b) General Elementary School,0.21614,110,341,0.17239,0.25989
1997,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.26989,132,341,0.22271,0.31708
1997,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.13671,41,341,0.10019,0.17323
1997,Indirect migration background,Urban regions,(0) No qualification (yet),0.04169,57,377,0.02148,0.06189
1997,Indirect migration background,Urban regions,(1b) General Elementary School,0.07838,105,377,0.05121,0.10555
1997,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.04762,74,377,0.02609,0.06914
1997,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.09346,104,377,0.06403,0.12288
1997,Indirect migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03412,37,377,0.01577,0.05246
1998,No migration background,Urban regions,(0) No qualification (yet),0.01422,134,6502,0.01135,0.01710
1998,No migration background,Urban regions,(1a) Inadequately completed,0.00503,44,6502,0.00331,0.00675
1998,No migration background,Urban regions,(1b) General Elementary School,0.11534,819,6502,0.10758,0.12311
1998,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.27782,2105,6502,0.26693,0.28871
1998,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.19531,1720,6502,0.18568,0.20495
1998,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02951,245,6502,0.02540,0.03362
1998,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04717,359,6502,0.04201,0.05232
1998,No migration background,Urban regions,(3a) Lower Tertiary Education,0.05233,469,6502,0.04692,0.05775
1998,No migration background,Urban regions,(3b) Higher Tertiary Education,0.07129,607,6502,0.06504,0.07755
1998,No migration background,Rural regions,(0) No qualification (yet),0.01389,100,4251,0.01038,0.01741
1998,No migration background,Rural regions,(1a) Inadequately completed,0.00771,33,4251,0.00508,0.01034
1998,No migration background,Rural regions,(1b) General Elementary School,0.10480,467,4251,0.09559,0.11401
1998,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.28365,1361,4251,0.27009,0.29720
1998,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.22414,1395,4251,0.21160,0.23668
1998,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01218,78,4251,0.00888,0.01548
1998,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.02766,138,4251,0.02273,0.03260
1998,No migration background,Rural regions,(3a) Lower Tertiary Education,0.06648,431,4251,0.05899,0.07397
1998,No migration background,Rural regions,(3b) Higher Tertiary Education,0.04156,248,4251,0.03556,0.04756
1998,Direct migration background,Urban regions,(1a) Inadequately completed,0.11424,353,1838,0.09969,0.12879
1998,Direct migration background,Urban regions,(1b) General Elementary School,0.21313,524,1838,0.19440,0.23185
1998,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.24463,476,1838,0.22497,0.26429
1998,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.06837,104,1838,0.05683,0.07991
1998,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.05286,108,1838,0.04263,0.06310
1998,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07316,126,1838,0.06125,0.08506
1998,Direct migration background,Urban regions,(3a) Lower Tertiary Education,0.02540,38,1838,0.01821,0.03260
1998,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.07558,109,1838,0.06349,0.08767
1998,Direct migration background,Rural regions,(1a) Inadequately completed,0.07306,52,315,0.04427,0.10184
1998,Direct migration background,Rural regions,(1b) General Elementary School,0.20614,98,315,0.16140,0.25089
1998,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.27174,127,315,0.22254,0.32095
1998,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.11370,38,315,0.07859,0.14881
1998,Indirect migration background,Urban regions,(0) No qualification (yet),0.04731,61,388,0.02616,0.06846
1998,Indirect migration background,Urban regions,(1b) General Elementary School,0.08075,105,388,0.05361,0.10790
1998,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.04397,74,388,0.02354,0.06440
1998,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.09628,109,388,0.06689,0.12567
1998,Indirect migration background,Urban regions,(2c_gen) General Maturity Certificate,0.04362,39,388,0.02327,0.06397
1999,No migration background,Urban regions,(0) No qualification (yet),0.01512,134,6411,0.01213,0.01811
1999,No migration background,Urban regions,(1a) Inadequately completed,0.00590,47,6411,0.00402,0.00777
1999,No migration background,Urban regions,(1b) General Elementary School,0.11502,788,6411,0.10721,0.12283
1999,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.29064,2062,6411,0.27953,0.30176
1999,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.19988,1702,6411,0.19009,0.20967
1999,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02911,235,6411,0.02499,0.03322
1999,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05038,365,6411,0.04503,0.05573
1999,No migration background,Urban regions,(3a) Lower Tertiary Education,0.05304,462,6411,0.04756,0.05853
1999,No migration background,Urban regions,(3b) Higher Tertiary Education,0.07535,616,6411,0.06889,0.08181
1999,No migration background,Rural regions,(0) No qualification (yet),0.01317,96,4248,0.00974,0.01660
1999,No migration background,Rural regions,(1a) Inadequately completed,0.00746,31,4248,0.00487,0.01005
1999,No migration background,Rural regions,(1b) General Elementary School,0.10412,452,4248,0.09494,0.11331
1999,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.29727,1354,4248,0.28352,0.31101
1999,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.23842,1413,4248,0.22560,0.25124
1999,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01383,88,4248,0.01032,0.01735
1999,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.02707,138,4248,0.02219,0.03195
1999,No migration background,Rural regions,(3a) Lower Tertiary Education,0.06667,425,4248,0.05917,0.07417
1999,No migration background,Rural regions,(3b) Higher Tertiary Education,0.04302,251,4248,0.03692,0.04913
1999,Direct migration background,Urban regions,(1a) Inadequately completed,0.12621,343,1731,0.11056,0.14186
1999,Direct migration background,Urban regions,(1b) General Elementary School,0.21615,478,1731,0.19676,0.23555
1999,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.25575,457,1731,0.23519,0.27631
1999,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.06444,99,1731,0.05287,0.07601
1999,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.05425,94,1731,0.04358,0.06493
1999,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07259,118,1731,0.06036,0.08481
1999,Direct migration background,Urban regions,(3a) Lower Tertiary Education,0.02693,38,1731,0.01930,0.03456
1999,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.07835,104,1731,0.06569,0.09101
1999,Direct migration background,Rural regions,(1a) Inadequately completed,0.06619,42,282,0.03712,0.09526
1999,Direct migration background,Rural regions,(1b) General Elementary School,0.20987,93,282,0.16225,0.25748
1999,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.27600,113,282,0.22374,0.32827
1999,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.12730,34,282,0.08832,0.16627
1999,Indirect migration background,Urban regions,(0) No qualification (yet),0.05050,55,397,0.02893,0.07207
1999,Indirect migration background,Urban regions,(1b) General Elementary School,0.08688,111,397,0.05914,0.11462
1999,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.05187,81,397,0.03002,0.07371
1999,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.09892,109,397,0.06952,0.12833
1999,Indirect migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03664,41,397,0.01814,0.05515
2000,No migration background,Urban regions,(0) No qualification (yet),0.01228,216,12290,0.01033,0.01423
2000,No migration background,Urban regions,(1a) Inadequately completed,0.00393,49,12290,0.00282,0.00504
2000,No migration background,Urban regions,(1b) General Elementary School,0.08978,1169,12290,0.08473,0.09484
2000,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.29606,4099,12290,0.28798,0.30413
2000,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.21049,3247,12290,0.20328,0.21770
2000,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02765,415,12290,0.02475,0.03054
2000,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06140,848,12290,0.05715,0.06564
2000,No migration background,Urban regions,(3a) Lower Tertiary Education,0.06308,969,12290,0.05878,0.06738
2000,No migration background,Urban regions,(3b) Higher Tertiary Education,0.08361,1278,12290,0.07871,0.08850
2000,No migration background,Rural regions,(0) No qualification (yet),0.01398,154,7666,0.01135,0.01661
2000,No migration background,Rural regions,(1a) Inadequately completed,0.00555,42,7666,0.00388,0.00721
2000,No migration background,Rural regions,(1b) General Elementary School,0.09437,748,7666,0.08783,0.10092
2000,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.30475,2581,7666,0.29444,0.31505
2000,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.25393,2556,7666,0.24418,0.26367
2000,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01439,170,7666,0.01172,0.01705
2000,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.03431,297,7666,0.03023,0.03838
2000,No migration background,Rural regions,(3a) Lower Tertiary Education,0.05896,622,7666,0.05368,0.06423
2000,No migration background,Rural regions,(3b) Higher Tertiary Education,0.05168,496,7666,0.04673,0.05664
2000,Direct migration background,Urban regions,(0) No qualification (yet),0.01493,48,2709,0.01036,0.01949
2000,Direct migration background,Urban regions,(1a) Inadequately completed,0.09116,286,2709,0.08032,0.10200
2000,Direct migration background,Urban regions,(1b) General Elementary School,0.19803,660,2709,0.18302,0.21304
2000,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.24948,765,2709,0.23318,0.26578
2000,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.07431,198,2709,0.06444,0.08419
2000,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.04366,127,2709,0.03596,0.05135
2000,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.10785,301,2709,0.09616,0.11953
2000,Direct migration background,Urban regions,(3a) Lower Tertiary Education,0.02809,67,2709,0.02187,0.03432
2000,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.10501,257,2709,0.09347,0.11656
2000,Direct migration background,Rural regions,(1a) Inadequately completed,0.05504,38,523,0.03547,0.07460
2000,Direct migration background,Rural regions,(1b) General Elementary School,0.16574,122,523,0.13384,0.19764
2000,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.30734,201,523,0.26776,0.34692
2000,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.10608,57,523,0.07966,0.13250
2000,Direct migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.08485,54,523,0.06094,0.10875
2000,Direct migration background,Rural regions,(3b) Higher Tertiary Education,0.09602,51,523,0.07075,0.12129
2000,Indirect migration background,Urban regions,(0) No qualification (yet),0.03462,60,682,0.02089,0.04835
2000,Indirect migration background,Urban regions,(1b) General Elementary School,0.07681,141,682,0.05681,0.09681
2000,Indirect migration background,Urban regions,(1c) Basic Vocational Qualification,0.07624,137,682,0.05631,0.09617
2000,Indirect migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.12385,204,682,0.09910,0.14859
2000,Indirect migration background,Urban regions,(2c_gen) General Maturity Certificate,0.03470,62,682,0.02095,0.04844
2000,Indirect migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.02958,45,682,0.01685,0.04230
2000,Indirect migration background,Urban regions,(3b) Higher Tertiary Education,0.01946,33,682,0.00908,0.02983
2001,No migration background,Urban regions,(0) No qualification (yet),0.01479,257,11211,0.01255,0.01702
2001,No migration background,Urban regions,(1a) Inadequately completed,0.00456,50,11211,0.00331,0.00581
2001,No migration background,Urban regions,(1b) General Elementary School,0.08179,965,11211,0.07671,0.08686
2001,No migration background,Urban regions,(1c) Basic Vocational Qualification,0.28846,3621,11211,0.28007,0.29684
2001,No migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.21359,3029,11211,0.20600,0.22117
2001,No migration background,Urban regions,(2c_gen) General Maturity Certificate,0.02809,385,11211,0.02503,0.03115
2001,No migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06344,806,11211,0.05893,0.06795
2001,No migration background,Urban regions,(3a) Lower Tertiary Education,0.06610,913,11211,0.06150,0.07070
2001,No migration background,Urban regions,(3b) Higher Tertiary Education,0.08567,1185,11211,0.08049,0.09085
2001,No migration background,Rural regions,(0) No qualification (yet),0.01527,171,6937,0.01238,0.01816
2001,No migration background,Rural regions,(1a) Inadequately completed,0.00489,34,6937,0.00325,0.00653
2001,No migration background,Rural regions,(1b) General Elementary School,0.09405,644,6937,0.08719,0.10092
2001,No migration background,Rural regions,(1c) Basic Vocational Qualification,0.30590,2297,6937,0.29506,0.31675
2001,No migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.25301,2306,6937,0.24278,0.26324
2001,No migration background,Rural regions,(2c_gen) General Maturity Certificate,0.01573,172,6937,0.01280,0.01866
2001,No migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.03606,278,6937,0.03167,0.04045
2001,No migration background,Rural regions,(3a) Lower Tertiary Education,0.05904,576,6937,0.05349,0.06459
2001,No migration background,Rural regions,(3b) Higher Tertiary Education,0.05316,459,6937,0.04788,0.05844
2001,Direct migration background,Urban regions,(0) No qualification (yet),0.01643,37,2378,0.01132,0.02154
2001,Direct migration background,Urban regions,(1a) Inadequately completed,0.06642,197,2378,0.05641,0.07643
2001,Direct migration background,Urban regions,(1b) General Elementary School,0.21162,598,2378,0.19520,0.22804
2001,Direct migration background,Urban regions,(1c) Basic Vocational Qualification,0.25267,681,2378,0.23520,0.27014
2001,Direct migration background,Urban regions,(2) Intermediate General/Vocational Qualification,0.07557,175,2378,0.06494,0.08619
2001,Direct migration background,Urban regions,(2c_gen) General Maturity Certificate,0.04964,125,2378,0.04091,0.05838
2001,Direct migration background,Urban regions,(2c_voc) Vocational Maturity Certificate,0.11235,274,2378,0.09965,0.12504
2001,Direct migration background,Urban regions,(3a) Lower Tertiary Education,0.02828,61,2378,0.02161,0.03494
2001,Direct migration background,Urban regions,(3b) Higher Tertiary Education,0.11315,230,2378,0.10042,0.12589
2001,Direct migration background,Rural regions,(1a) Inadequately completed,0.05501,32,461,0.03417,0.07585
2001,Direct migration background,Rural regions,(1b) General Elementary School,0.17246,109,461,0.13793,0.20698
2001,Direct migration background,Rural regions,(1c) Basic Vocational Qualification,0.30221,175,461,0.26025,0.34418
2001,Direct migration background,Rural regions,(2) Intermediate General/Vocational Qualification,0.10794,54,461,0.07958,0.13630
2001,Direct migration background,Rural regions,(2c_voc) Vocational Maturity Certificate,0.07753,45,461,0.05309,0.10197
