year,quintil_oecd,regtyp,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,4th Quintile,Urban regions,(1b) General Elementary School,0.11496,216,1745,0.09999,0.12993
1996,4th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.37579,585,1745,0.35306,0.39852
1996,4th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.22404,397,1745,0.20447,0.24361
1996,4th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03198,65,1745,0.02372,0.04024
1996,4th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05851,104,1745,0.04749,0.06952
1996,4th Quintile,Urban regions,(3a) Lower Tertiary Education,0.06247,116,1745,0.05111,0.07383
1996,4th Quintile,Urban regions,(3b) Higher Tertiary Education,0.09531,155,1745,0.08153,0.10909
1996,4th Quintile,Rural regions,(1b) General Elementary School,0.12654,94,859,0.10429,0.14878
1996,4th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.39349,295,859,0.36080,0.42618
1996,4th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.25186,272,859,0.22282,0.28091
1996,4th Quintile,Rural regions,(2c_voc) Vocational Maturity Certificate,0.05695,41,859,0.04144,0.07246
1996,4th Quintile,Rural regions,(3a) Lower Tertiary Education,0.07825,94,859,0.06028,0.09622
1996,4th Quintile,Rural regions,(3b) Higher Tertiary Education,0.05964,63,859,0.04379,0.07548
1996,5th Quintile,Urban regions,(0) No qualification (yet),0.01605,33,1732,0.01013,0.02198
1996,5th Quintile,Urban regions,(1b) General Elementary School,0.06250,122,1732,0.05110,0.07390
1996,5th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.28081,474,1732,0.25964,0.30199
1996,5th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.25551,435,1732,0.23496,0.27605
1996,5th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03559,64,1732,0.02686,0.04432
1996,5th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06386,107,1732,0.05234,0.07537
1996,5th Quintile,Urban regions,(3a) Lower Tertiary Education,0.10261,185,1732,0.08832,0.11691
1996,5th Quintile,Urban regions,(3b) Higher Tertiary Education,0.17605,312,1732,0.15811,0.19399
1996,5th Quintile,Rural regions,(1b) General Elementary School,0.06009,38,559,0.04037,0.07981
1996,5th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.29194,175,559,0.25421,0.32966
1996,5th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.29539,174,559,0.25753,0.33324
1996,5th Quintile,Rural regions,(3a) Lower Tertiary Education,0.11808,86,559,0.09130,0.14485
1996,5th Quintile,Rural regions,(3b) Higher Tertiary Education,0.14045,86,559,0.11162,0.16928
1997,1st Quintile,Urban regions,(0) No qualification (yet),0.01879,46,1500,0.01191,0.02566
1997,1st Quintile,Urban regions,(1a) Inadequately completed,0.05992,158,1500,0.04791,0.07194
1997,1st Quintile,Urban regions,(1b) General Elementary School,0.28654,434,1500,0.26365,0.30943
1997,1st Quintile,Urban regions,(1c) Basic Vocational Qualification,0.31827,398,1500,0.29469,0.34185
1997,1st Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.15279,233,1500,0.13457,0.17100
1997,1st Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.04740,87,1500,0.03665,0.05816
1997,1st Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05240,70,1500,0.04112,0.06368
1997,1st Quintile,Urban regions,(3a) Lower Tertiary Education,0.02478,31,1500,0.01691,0.03265
1997,1st Quintile,Urban regions,(3b) Higher Tertiary Education,0.03910,43,1500,0.02929,0.04892
1997,1st Quintile,Rural regions,(1a) Inadequately completed,0.02944,35,701,0.01691,0.04196
1997,1st Quintile,Rural regions,(1b) General Elementary School,0.27702,181,701,0.24387,0.31018
1997,1st Quintile,Rural regions,(1c) Basic Vocational Qualification,0.36695,260,701,0.33125,0.40266
1997,1st Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.20740,225,701,0.17737,0.23744
1997,2nd Quintile,Urban regions,(0) No qualification (yet),0.02261,49,1606,0.01534,0.02989
1997,2nd Quintile,Urban regions,(1a) Inadequately completed,0.03659,121,1606,0.02740,0.04577
1997,2nd Quintile,Urban regions,(1b) General Elementary School,0.21766,334,1606,0.19747,0.23784
1997,2nd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.38577,517,1606,0.36196,0.40959
1997,2nd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.20005,342,1606,0.18048,0.21962
1997,2nd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03123,59,1606,0.02272,0.03974
1997,2nd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04948,75,1606,0.03887,0.06009
1997,2nd Quintile,Urban regions,(3a) Lower Tertiary Education,0.03136,62,1606,0.02283,0.03989
1997,2nd Quintile,Urban regions,(3b) Higher Tertiary Education,0.02525,47,1606,0.01758,0.03293
1997,2nd Quintile,Rural regions,(1a) Inadequately completed,0.02744,36,977,0.01719,0.03769
1997,2nd Quintile,Rural regions,(1b) General Elementary School,0.14646,131,977,0.12428,0.16864
1997,2nd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.37845,345,977,0.34802,0.40888
1997,2nd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.28468,344,977,0.25637,0.31299
1997,2nd Quintile,Rural regions,(3a) Lower Tertiary Education,0.07540,89,977,0.05883,0.09196
1997,2nd Quintile,Rural regions,(3b) Higher Tertiary Education,0.02580,32,977,0.01585,0.03575
1997,3rd Quintile,Urban regions,(0) No qualification (yet),0.02543,49,1562,0.01762,0.03324
1997,3rd Quintile,Urban regions,(1a) Inadequately completed,0.01512,64,1562,0.00907,0.02117
1997,3rd Quintile,Urban regions,(1b) General Elementary School,0.15742,245,1562,0.13935,0.17549
1997,3rd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.38668,545,1562,0.36253,0.41084
1997,3rd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.22870,351,1562,0.20786,0.24953
1997,3rd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.04388,71,1562,0.03372,0.05405
1997,3rd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05788,76,1562,0.04630,0.06946
1997,3rd Quintile,Urban regions,(3a) Lower Tertiary Education,0.03051,63,1562,0.02197,0.03904
1997,3rd Quintile,Urban regions,(3b) Higher Tertiary Education,0.05438,98,1562,0.04313,0.06563
1997,3rd Quintile,Rural regions,(1b) General Elementary School,0.13000,108,908,0.10811,0.15188
1997,3rd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.38712,331,908,0.35542,0.41882
1997,3rd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.27210,326,908,0.24314,0.30107
1997,3rd Quintile,Rural regions,(3a) Lower Tertiary Education,0.08035,100,908,0.06266,0.09804
1997,3rd Quintile,Rural regions,(3b) Higher Tertiary Education,0.03891,43,908,0.02633,0.05150
1997,4th Quintile,Urban regions,(1a) Inadequately completed,0.01452,60,1710,0.00885,0.02019
1997,4th Quintile,Urban regions,(1b) General Elementary School,0.11263,208,1710,0.09764,0.12762
1997,4th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.38148,600,1710,0.35845,0.40451
1997,4th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.22465,389,1710,0.20487,0.24444
1997,4th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03904,73,1710,0.02985,0.04822
1997,4th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06207,109,1710,0.05063,0.07351
1997,4th Quintile,Urban regions,(3a) Lower Tertiary Education,0.07145,126,1710,0.05924,0.08366
1997,4th Quintile,Urban regions,(3b) Higher Tertiary Education,0.07939,145,1710,0.06657,0.09220
1997,4th Quintile,Rural regions,(1b) General Elementary School,0.11792,77,828,0.09593,0.13990
1997,4th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.36790,271,828,0.33503,0.40076
1997,4th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.26577,266,828,0.23566,0.29588
1997,4th Quintile,Rural regions,(2c_voc) Vocational Maturity Certificate,0.05238,45,828,0.03720,0.06757
1997,4th Quintile,Rural regions,(3a) Lower Tertiary Education,0.09019,107,828,0.07067,0.10971
1997,4th Quintile,Rural regions,(3b) Higher Tertiary Education,0.07197,62,828,0.05436,0.08959
1997,5th Quintile,Urban regions,(0) No qualification (yet),0.01744,35,1696,0.01121,0.02368
1997,5th Quintile,Urban regions,(1b) General Elementary School,0.06178,122,1696,0.05031,0.07324
1997,5th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.26702,446,1696,0.24596,0.28808
1997,5th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.25523,428,1696,0.23448,0.27599
1997,5th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03428,62,1696,0.02562,0.04295
1997,5th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06778,110,1696,0.05582,0.07975
1997,5th Quintile,Urban regions,(3a) Lower Tertiary Education,0.10149,182,1696,0.08711,0.11586
1997,5th Quintile,Urban regions,(3b) Higher Tertiary Education,0.18838,311,1696,0.16977,0.20700
1997,5th Quintile,Rural regions,(1b) General Elementary School,0.05786,40,611,0.03933,0.07639
1997,5th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.31127,180,611,0.27453,0.34802
1997,5th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.28499,175,611,0.24917,0.32081
1997,5th Quintile,Rural regions,(2c_voc) Vocational Maturity Certificate,0.04403,32,611,0.02775,0.06031
1997,5th Quintile,Rural regions,(3a) Lower Tertiary Education,0.11521,85,611,0.08987,0.14054
1997,5th Quintile,Rural regions,(3b) Higher Tertiary Education,0.14029,99,611,0.11273,0.16785
1998,1st Quintile,Urban regions,(0) No qualification (yet),0.02576,47,1497,0.01773,0.03379
1998,1st Quintile,Urban regions,(1a) Inadequately completed,0.06640,155,1497,0.05378,0.07902
1998,1st Quintile,Urban regions,(1b) General Elementary School,0.26697,396,1497,0.24455,0.28939
1998,1st Quintile,Urban regions,(1c) Basic Vocational Qualification,0.30663,410,1497,0.28326,0.32999
1998,1st Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.16138,251,1497,0.14274,0.18002
1998,1st Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.06486,94,1497,0.05238,0.07734
1998,1st Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05855,73,1497,0.04665,0.07044
1998,1st Quintile,Urban regions,(3a) Lower Tertiary Education,0.02364,32,1497,0.01594,0.03134
1998,1st Quintile,Urban regions,(3b) Higher Tertiary Education,0.02582,39,1497,0.01778,0.03385
1998,1st Quintile,Rural regions,(1a) Inadequately completed,0.03311,32,650,0.01934,0.04688
1998,1st Quintile,Rural regions,(1b) General Elementary School,0.24412,163,650,0.21108,0.27717
1998,1st Quintile,Rural regions,(1c) Basic Vocational Qualification,0.36720,246,650,0.33011,0.40428
1998,1st Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.24231,209,650,0.20935,0.27528
1998,2nd Quintile,Urban regions,(0) No qualification (yet),0.02742,54,1491,0.01913,0.03571
1998,2nd Quintile,Urban regions,(1a) Inadequately completed,0.03477,97,1491,0.02547,0.04408
1998,2nd Quintile,Urban regions,(1b) General Elementary School,0.21409,316,1491,0.19327,0.23492
1998,2nd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.36356,477,1491,0.33914,0.38799
1998,2nd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.20425,306,1491,0.18378,0.22472
1998,2nd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03295,64,1491,0.02389,0.04201
1998,2nd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03855,62,1491,0.02878,0.04833
1998,2nd Quintile,Urban regions,(3a) Lower Tertiary Education,0.03464,56,1491,0.02536,0.04393
1998,2nd Quintile,Urban regions,(3b) Higher Tertiary Education,0.04975,59,1491,0.03871,0.06079
1998,2nd Quintile,Rural regions,(1b) General Elementary School,0.16371,128,836,0.13861,0.18880
1998,2nd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.38021,324,836,0.34729,0.41314
1998,2nd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.29454,318,836,0.26362,0.32545
1998,2nd Quintile,Rural regions,(3a) Lower Tertiary Education,0.05821,66,836,0.04233,0.07409
1998,3rd Quintile,Urban regions,(0) No qualification (yet),0.02253,41,1501,0.01502,0.03005
1998,3rd Quintile,Urban regions,(1a) Inadequately completed,0.01688,55,1501,0.01036,0.02340
1998,3rd Quintile,Urban regions,(1b) General Elementary School,0.17538,247,1501,0.15613,0.19463
1998,3rd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.40310,527,1501,0.37827,0.42792
1998,3rd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.22771,357,1501,0.20648,0.24893
1998,3rd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.02877,46,1501,0.02031,0.03723
1998,3rd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.04529,77,1501,0.03477,0.05582
1998,3rd Quintile,Urban regions,(3a) Lower Tertiary Education,0.04059,76,1501,0.03060,0.05058
1998,3rd Quintile,Urban regions,(3b) Higher Tertiary Education,0.03974,75,1501,0.02985,0.04963
1998,3rd Quintile,Rural regions,(0) No qualification (yet),0.02172,32,957,0.01248,0.03096
1998,3rd Quintile,Rural regions,(1b) General Elementary School,0.13159,113,957,0.11016,0.15302
1998,3rd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.38244,326,957,0.35163,0.41324
1998,3rd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.26604,329,957,0.23803,0.29405
1998,3rd Quintile,Rural regions,(3a) Lower Tertiary Education,0.09764,114,957,0.07882,0.11646
1998,3rd Quintile,Rural regions,(3b) Higher Tertiary Education,0.03866,43,957,0.02644,0.05088
1998,4th Quintile,Urban regions,(1a) Inadequately completed,0.02397,64,1620,0.01652,0.03142
1998,4th Quintile,Urban regions,(1b) General Elementary School,0.11077,192,1620,0.09549,0.12606
1998,4th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.35577,537,1620,0.33244,0.37909
1998,4th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.22639,387,1620,0.20600,0.24677
1998,4th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.04363,64,1620,0.03368,0.05358
1998,4th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.08135,123,1620,0.06803,0.09466
1998,4th Quintile,Urban regions,(3a) Lower Tertiary Education,0.06658,114,1620,0.05444,0.07872
1998,4th Quintile,Urban regions,(3b) Higher Tertiary Education,0.07651,139,1620,0.06356,0.08946
1998,4th Quintile,Rural regions,(1b) General Elementary School,0.12118,85,847,0.09919,0.14317
1998,4th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.34558,275,847,0.31354,0.37763
1998,4th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.26924,275,847,0.23935,0.29913
1998,4th Quintile,Rural regions,(2c_voc) Vocational Maturity Certificate,0.05607,40,847,0.04057,0.07158
1998,4th Quintile,Rural regions,(3a) Lower Tertiary Education,0.10159,104,847,0.08123,0.12195
1998,4th Quintile,Rural regions,(3b) Higher Tertiary Education,0.06965,68,847,0.05249,0.08680
1998,5th Quintile,Urban regions,(1b) General Elementary School,0.05811,105,1580,0.04657,0.06965
1998,5th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.25848,410,1580,0.23689,0.28008
1998,5th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.25866,411,1580,0.23707,0.28026
1998,5th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03509,69,1580,0.02601,0.04417
1998,5th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06482,95,1580,0.05267,0.07696
1998,5th Quintile,Urban regions,(3a) Lower Tertiary Education,0.10903,181,1580,0.09366,0.12441
1998,5th Quintile,Urban regions,(3b) Higher Tertiary Education,0.19416,309,1580,0.17465,0.21367
1998,5th Quintile,Rural regions,(1b) General Elementary School,0.04598,31,592,0.02910,0.06287
1998,5th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.26681,156,592,0.23115,0.30247
1998,5th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.28703,174,592,0.25056,0.32350
1998,5th Quintile,Rural regions,(2c_voc) Vocational Maturity Certificate,0.04688,34,592,0.02983,0.06392
1998,5th Quintile,Rural regions,(3a) Lower Tertiary Education,0.13728,94,592,0.10953,0.16502
1998,5th Quintile,Rural regions,(3b) Higher Tertiary Education,0.16708,103,592,0.13700,0.19716
1999,1st Quintile,Urban regions,(0) No qualification (yet),0.02187,42,1578,0.01465,0.02909
1999,1st Quintile,Urban regions,(1a) Inadequately completed,0.06940,160,1578,0.05685,0.08194
1999,1st Quintile,Urban regions,(1b) General Elementary School,0.26795,422,1578,0.24609,0.28981
1999,1st Quintile,Urban regions,(1c) Basic Vocational Qualification,0.29388,406,1578,0.27140,0.31637
1999,1st Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.16125,279,1578,0.14309,0.17940
1999,1st Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.07323,107,1578,0.06037,0.08608
1999,1st Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05262,75,1578,0.04160,0.06364
1999,1st Quintile,Urban regions,(3a) Lower Tertiary Education,0.02460,37,1578,0.01695,0.03224
1999,1st Quintile,Urban regions,(3b) Higher Tertiary Education,0.03521,50,1578,0.02611,0.04431
1999,1st Quintile,Rural regions,(1b) General Elementary School,0.22838,178,797,0.19922,0.25755
1999,1st Quintile,Rural regions,(1c) Basic Vocational Qualification,0.35399,295,797,0.32077,0.38721
1999,1st Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.27909,291,797,0.24793,0.31025
1999,1st Quintile,Rural regions,(3a) Lower Tertiary Education,0.02863,33,797,0.01705,0.04022
1999,2nd Quintile,Urban regions,(0) No qualification (yet),0.02710,54,1673,0.01932,0.03489
1999,2nd Quintile,Urban regions,(1a) Inadequately completed,0.03501,106,1673,0.02620,0.04382
1999,2nd Quintile,Urban regions,(1b) General Elementary School,0.21226,342,1673,0.19266,0.23186
1999,2nd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.39146,593,1673,0.36806,0.41485
1999,2nd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.17414,305,1673,0.15596,0.19232
1999,2nd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.04016,72,1673,0.03075,0.04957
1999,2nd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05050,80,1673,0.04000,0.06100
1999,2nd Quintile,Urban regions,(3a) Lower Tertiary Education,0.02775,57,1673,0.01988,0.03563
1999,2nd Quintile,Urban regions,(3b) Higher Tertiary Education,0.04163,64,1673,0.03205,0.05120
1999,2nd Quintile,Rural regions,(0) No qualification (yet),0.02016,33,1016,0.01152,0.02881
1999,2nd Quintile,Rural regions,(1b) General Elementary School,0.16053,158,1016,0.13794,0.18311
1999,2nd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.39326,380,1016,0.36321,0.42331
1999,2nd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.27744,359,1016,0.24990,0.30499
1999,2nd Quintile,Rural regions,(3a) Lower Tertiary Education,0.06383,86,1016,0.04879,0.07887
1999,3rd Quintile,Urban regions,(0) No qualification (yet),0.01992,40,1676,0.01323,0.02661
1999,3rd Quintile,Urban regions,(1a) Inadequately completed,0.02166,66,1676,0.01469,0.02863
1999,3rd Quintile,Urban regions,(1b) General Elementary School,0.16264,273,1676,0.14497,0.18031
1999,3rd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.36143,544,1676,0.33843,0.38444
1999,3rd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.24087,414,1676,0.22039,0.26135
1999,3rd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03838,63,1676,0.02918,0.04758
1999,3rd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05687,85,1676,0.04578,0.06796
1999,3rd Quintile,Urban regions,(3a) Lower Tertiary Education,0.04740,92,1676,0.03722,0.05757
1999,3rd Quintile,Urban regions,(3b) Higher Tertiary Education,0.05083,99,1676,0.04031,0.06135
1999,3rd Quintile,Rural regions,(1b) General Elementary School,0.11318,104,1040,0.09392,0.13245
1999,3rd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.39227,362,1040,0.36258,0.42196
1999,3rd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.29753,380,1040,0.26974,0.32533
1999,3rd Quintile,Rural regions,(2c_voc) Vocational Maturity Certificate,0.03740,33,1040,0.02586,0.04893
1999,3rd Quintile,Rural regions,(3a) Lower Tertiary Education,0.08740,116,1040,0.07023,0.10457
1999,3rd Quintile,Rural regions,(3b) Higher Tertiary Education,0.04107,45,1040,0.02900,0.05314
1999,4th Quintile,Urban regions,(0) No qualification (yet),0.01544,31,1830,0.00979,0.02109
1999,4th Quintile,Urban regions,(1a) Inadequately completed,0.01979,50,1830,0.01341,0.02617
1999,4th Quintile,Urban regions,(1b) General Elementary School,0.12629,222,1830,0.11107,0.14151
1999,4th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.35610,592,1830,0.33415,0.37804
1999,4th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.23124,442,1830,0.21192,0.25057
1999,4th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.02770,62,1830,0.02018,0.03522
1999,4th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07621,135,1830,0.06405,0.08837
1999,4th Quintile,Urban regions,(3a) Lower Tertiary Education,0.06914,132,1830,0.05751,0.08076
1999,4th Quintile,Urban regions,(3b) Higher Tertiary Education,0.07809,164,1830,0.06580,0.09039
1999,4th Quintile,Rural regions,(1b) General Elementary School,0.09131,72,825,0.07164,0.11098
1999,4th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.38331,282,825,0.35011,0.41650
1999,4th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.25875,241,825,0.22885,0.28866
1999,4th Quintile,Rural regions,(2c_voc) Vocational Maturity Certificate,0.06280,56,825,0.04623,0.07936
1999,4th Quintile,Rural regions,(3a) Lower Tertiary Education,0.09837,104,825,0.07803,0.11870
1999,4th Quintile,Rural regions,(3b) Higher Tertiary Education,0.07146,70,825,0.05387,0.08905
1999,5th Quintile,Urban regions,(0) No qualification (yet),0.02120,42,1843,0.01462,0.02777
1999,5th Quintile,Urban regions,(1b) General Elementary School,0.05974,118,1843,0.04892,0.07057
1999,5th Quintile,Urban regions,(1c) Basic Vocational Qualification,0.26834,465,1843,0.24811,0.28858
1999,5th Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.24549,470,1843,0.22583,0.26514
1999,5th Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03215,66,1843,0.02409,0.04020
1999,5th Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07256,131,1843,0.06071,0.08441
1999,5th Quintile,Urban regions,(3a) Lower Tertiary Education,0.09820,192,1843,0.08461,0.11179
1999,5th Quintile,Urban regions,(3b) Higher Tertiary Education,0.19698,359,1843,0.17882,0.21515
1999,5th Quintile,Rural regions,(1b) General Elementary School,0.07413,51,632,0.05369,0.09457
1999,5th Quintile,Rural regions,(1c) Basic Vocational Qualification,0.25270,167,632,0.21879,0.28660
1999,5th Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.30343,199,632,0.26756,0.33930
1999,5th Quintile,Rural regions,(3a) Lower Tertiary Education,0.13174,100,632,0.10535,0.15813
1999,5th Quintile,Rural regions,(3b) Higher Tertiary Education,0.15125,115,632,0.12329,0.17921
2000,1st Quintile,Urban regions,(0) No qualification (yet),0.01999,45,1605,0.01314,0.02684
2000,1st Quintile,Urban regions,(1a) Inadequately completed,0.04708,87,1605,0.03672,0.05745
2000,1st Quintile,Urban regions,(1b) General Elementary School,0.26339,431,1605,0.24183,0.28494
2000,1st Quintile,Urban regions,(1c) Basic Vocational Qualification,0.32770,475,1605,0.30473,0.35067
2000,1st Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.15100,274,1605,0.13348,0.16853
2000,1st Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.06594,104,1605,0.05379,0.07808
2000,1st Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06559,105,1605,0.05348,0.07771
2000,1st Quintile,Urban regions,(3a) Lower Tertiary Education,0.02523,36,1605,0.01755,0.03290
2000,1st Quintile,Urban regions,(3b) Higher Tertiary Education,0.03408,48,1605,0.02520,0.04296
2000,1st Quintile,Rural regions,(1b) General Elementary School,0.18015,175,890,0.15489,0.20542
2000,1st Quintile,Rural regions,(1c) Basic Vocational Qualification,0.37915,334,890,0.34726,0.41105
2000,1st Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.29843,309,890,0.26835,0.32851
2000,1st Quintile,Rural regions,(2c_voc) Vocational Maturity Certificate,0.03945,37,890,0.02666,0.05225
2000,1st Quintile,Rural regions,(3a) Lower Tertiary Education,0.03363,35,890,0.02178,0.04548
2000,2nd Quintile,Urban regions,(0) No qualification (yet),0.01806,41,1713,0.01175,0.02436
2000,2nd Quintile,Urban regions,(1a) Inadequately completed,0.02915,58,1713,0.02118,0.03712
2000,2nd Quintile,Urban regions,(1b) General Elementary School,0.17506,290,1713,0.15706,0.19306
2000,2nd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.39086,630,1713,0.36774,0.41397
2000,2nd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.22386,392,1713,0.20411,0.24360
2000,2nd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03389,68,1713,0.02532,0.04246
2000,2nd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05985,105,1713,0.04861,0.07108
2000,2nd Quintile,Urban regions,(3a) Lower Tertiary Education,0.03219,62,1713,0.02383,0.04056
2000,2nd Quintile,Urban regions,(3b) Higher Tertiary Education,0.03710,67,1713,0.02814,0.04605
2000,2nd Quintile,Rural regions,(1b) General Elementary School,0.13710,119,902,0.11464,0.15956
2000,2nd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.36425,315,902,0.33283,0.39567
2000,2nd Quintile,Rural regions,(2) Intermediate General/Vocational Qualification,0.31478,384,902,0.28445,0.34510
2000,2nd Quintile,Rural regions,(3a) Lower Tertiary Education,0.07406,84,902,0.05696,0.09115
2000,3rd Quintile,Urban regions,(0) No qualification (yet),0.02790,47,1596,0.01982,0.03598
2000,3rd Quintile,Urban regions,(1b) General Elementary School,0.11257,185,1596,0.09706,0.12808
2000,3rd Quintile,Urban regions,(1c) Basic Vocational Qualification,0.34953,553,1596,0.32612,0.37293
2000,3rd Quintile,Urban regions,(2) Intermediate General/Vocational Qualification,0.24778,434,1596,0.22660,0.26897
2000,3rd Quintile,Urban regions,(2c_gen) General Maturity Certificate,0.03488,50,1596,0.02588,0.04389
2000,3rd Quintile,Urban regions,(2c_voc) Vocational Maturity Certificate,0.09227,122,1596,0.07806,0.10647
2000,3rd Quintile,Urban regions,(3a) Lower Tertiary Education,0.05663,97,1596,0.04528,0.06797
2000,3rd Quintile,Urban regions,(3b) Higher Tertiary Education,0.06708,108,1596,0.05481,0.07936
2000,3rd Quintile,Rural regions,(1b) General Elementary School,0.07781,75,1061,0.06168,0.09393
2000,3rd Quintile,Rural regions,(1c) Basic Vocational Qualification,0.35925,369,1061,0.33037,0.38814
