year,bula_h,quintil_oecd,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,North Rhine-Westphalia,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.10717,63,435,0.07807,0.13627
1992,North Rhine-Westphalia,3rd Quintile,(1a) Inadequately completed,0.03676,62,451,0.01937,0.05414
1992,North Rhine-Westphalia,3rd Quintile,(1b) General Elementary School,0.15861,111,451,0.12485,0.19236
1992,North Rhine-Westphalia,3rd Quintile,(1c) Basic Vocational Qualification,0.30713,183,451,0.26451,0.34975
1992,North Rhine-Westphalia,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.15383,95,451,0.12049,0.18716
1992,North Rhine-Westphalia,4th Quintile,(1b) General Elementary School,0.13345,86,435,0.10145,0.16544
1992,North Rhine-Westphalia,4th Quintile,(1c) Basic Vocational Qualification,0.32448,170,435,0.28043,0.36852
1992,North Rhine-Westphalia,4th Quintile,(2) Intermediate General/Vocational Qualification,0.19262,115,435,0.15552,0.22973
1992,North Rhine-Westphalia,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.05264,31,435,0.03163,0.07365
1992,North Rhine-Westphalia,4th Quintile,(3b) Higher Tertiary Education,0.06151,33,435,0.03891,0.08412
1992,North Rhine-Westphalia,5th Quintile,(1b) General Elementary School,0.05476,42,508,0.03496,0.07457
1992,North Rhine-Westphalia,5th Quintile,(1c) Basic Vocational Qualification,0.29375,198,508,0.25410,0.33340
1992,North Rhine-Westphalia,5th Quintile,(2) Intermediate General/Vocational Qualification,0.22356,141,508,0.18729,0.25982
1992,North Rhine-Westphalia,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.06714,46,508,0.04535,0.08892
1992,North Rhine-Westphalia,5th Quintile,(3b) Higher Tertiary Education,0.12949,81,508,0.10026,0.15871
1992,Hesse,1st Quintile,(1b) General Elementary School,0.29562,48,79,0.19435,0.39689
1992,Hesse,1st Quintile,(1c) Basic Vocational Qualification,0.22629,31,79,0.13343,0.31915
1992,Hesse,2nd Quintile,(1b) General Elementary School,0.23099,42,82,0.13921,0.32278
1992,Hesse,2nd Quintile,(1c) Basic Vocational Qualification,0.25860,40,82,0.16324,0.35395
1992,Hesse,3rd Quintile,(1b) General Elementary School,0.25025,59,156,0.18206,0.31845
1992,Hesse,3rd Quintile,(1c) Basic Vocational Qualification,0.26744,59,156,0.19775,0.33712
1992,Hesse,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.14909,38,156,0.09302,0.20516
1992,Hesse,4th Quintile,(1b) General Elementary School,0.13843,44,164,0.08541,0.19145
1992,Hesse,4th Quintile,(1c) Basic Vocational Qualification,0.38109,80,164,0.30653,0.45565
1992,Hesse,4th Quintile,(2) Intermediate General/Vocational Qualification,0.17972,40,164,0.12078,0.23867
1992,Hesse,5th Quintile,(1c) Basic Vocational Qualification,0.22394,65,158,0.15873,0.28915
1992,Hesse,5th Quintile,(2) Intermediate General/Vocational Qualification,0.21634,55,158,0.15193,0.28075
1992,Hesse,5th Quintile,(3b) Higher Tertiary Education,0.17111,38,158,0.11220,0.23002
1992,"Rhineland-Palatinate, Saarland",1st Quintile,(1b) General Elementary School,0.46087,50,50,0.32130,0.60045
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,(1b) General Elementary School,0.21483,36,81,0.12483,0.30483
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,(1c) Basic Vocational Qualification,0.33439,45,81,0.23100,0.43777
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,(1b) General Elementary School,0.19965,36,128,0.13013,0.26918
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,(1c) Basic Vocational Qualification,0.32352,60,128,0.24216,0.40489
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,(2) Intermediate General/Vocational Qualification,0.20832,32,128,0.13769,0.27895
1992,"Rhineland-Palatinate, Saarland",4th Quintile,(1c) Basic Vocational Qualification,0.44064,76,76,0.32828,0.55300
1992,"Rhineland-Palatinate, Saarland",5th Quintile,(1c) Basic Vocational Qualification,0.27444,42,42,0.13785,0.41104
1992,Baden-Wuerttemberg,1st Quintile,(1a) Inadequately completed,0.06264,36,147,0.02333,0.10194
1992,Baden-Wuerttemberg,1st Quintile,(1b) General Elementary School,0.30931,66,147,0.23433,0.38428
1992,Baden-Wuerttemberg,1st Quintile,(1c) Basic Vocational Qualification,0.23057,45,147,0.16224,0.29889
1992,Baden-Wuerttemberg,2nd Quintile,(1a) Inadequately completed,0.03706,49,283,0.01501,0.05911
1992,Baden-Wuerttemberg,2nd Quintile,(1b) General Elementary School,0.24332,104,283,0.19323,0.29340
1992,Baden-Wuerttemberg,2nd Quintile,(1c) Basic Vocational Qualification,0.24105,89,283,0.19113,0.29097
1992,Baden-Wuerttemberg,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.11057,41,283,0.07397,0.14717
1992,Baden-Wuerttemberg,3rd Quintile,(1a) Inadequately completed,0.03417,46,309,0.01388,0.05445
1992,Baden-Wuerttemberg,3rd Quintile,(1b) General Elementary School,0.19918,89,309,0.15458,0.24379
1992,Baden-Wuerttemberg,3rd Quintile,(1c) Basic Vocational Qualification,0.32009,126,309,0.26799,0.37219
1992,Baden-Wuerttemberg,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.13414,48,309,0.09608,0.17220
1992,Baden-Wuerttemberg,4th Quintile,(1a) Inadequately completed,0.02062,42,391,0.00652,0.03473
1992,Baden-Wuerttemberg,4th Quintile,(1b) General Elementary School,0.15575,109,391,0.11976,0.19174
1992,Baden-Wuerttemberg,4th Quintile,(1c) Basic Vocational Qualification,0.34272,171,391,0.29561,0.38982
1992,Baden-Wuerttemberg,4th Quintile,(2) Intermediate General/Vocational Qualification,0.16915,69,391,0.13194,0.20635
1992,Baden-Wuerttemberg,5th Quintile,(1b) General Elementary School,0.07494,56,374,0.04822,0.10166
1992,Baden-Wuerttemberg,5th Quintile,(1c) Basic Vocational Qualification,0.29618,154,374,0.24985,0.34252
1992,Baden-Wuerttemberg,5th Quintile,(2) Intermediate General/Vocational Qualification,0.20863,90,374,0.16739,0.24986
1992,Baden-Wuerttemberg,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.08127,35,374,0.05354,0.10900
1992,Baden-Wuerttemberg,5th Quintile,(3b) Higher Tertiary Education,0.09908,39,374,0.06876,0.12940
1992,Bavaria,1st Quintile,(1b) General Elementary School,0.25773,69,126,0.18106,0.33441
1992,Bavaria,1st Quintile,(1c) Basic Vocational Qualification,0.31932,57,126,0.23759,0.40105
1992,Bavaria,2nd Quintile,(1b) General Elementary School,0.22092,70,193,0.16224,0.27960
1992,Bavaria,2nd Quintile,(1c) Basic Vocational Qualification,0.32487,87,193,0.25863,0.39112
1992,Bavaria,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.13147,36,193,0.08367,0.17927
1992,Bavaria,3rd Quintile,(1b) General Elementary School,0.14399,61,248,0.10020,0.18777
1992,Bavaria,3rd Quintile,(1c) Basic Vocational Qualification,0.33080,134,248,0.27213,0.38948
1992,Bavaria,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.16187,53,248,0.11594,0.20781
1992,Bavaria,4th Quintile,(1b) General Elementary School,0.12024,88,372,0.08714,0.15333
1992,Bavaria,4th Quintile,(1c) Basic Vocational Qualification,0.35789,189,372,0.30911,0.40667
1992,Bavaria,4th Quintile,(2) Intermediate General/Vocational Qualification,0.17926,95,372,0.14023,0.21829
1992,Bavaria,5th Quintile,(1b) General Elementary School,0.06677,37,333,0.03991,0.09362
1992,Bavaria,5th Quintile,(1c) Basic Vocational Qualification,0.28384,131,333,0.23534,0.33234
1992,Bavaria,5th Quintile,(2) Intermediate General/Vocational Qualification,0.25169,116,333,0.20501,0.29838
1992,Bavaria,5th Quintile,(3b) Higher Tertiary Education,0.11094,49,333,0.07716,0.14472
1992,Berlin,1st Quintile,(2) Intermediate General/Vocational Qualification,0.24817,38,38,0.10898,0.38735
1992,Berlin,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.23348,36,36,0.09332,0.37363
1992,Berlin,4th Quintile,(1c) Basic Vocational Qualification,0.30337,34,34,0.14652,0.46022
1992,Berlin,5th Quintile,(2) Intermediate General/Vocational Qualification,0.34562,34,34,0.18336,0.50788
1992,Brandenburg,1st Quintile,(1c) Basic Vocational Qualification,0.28394,91,227,0.22515,0.34272
1992,Brandenburg,1st Quintile,(2) Intermediate General/Vocational Qualification,0.25806,102,227,0.20101,0.31511
1992,Brandenburg,1st Quintile,(3a) Lower Tertiary Education,0.09846,34,227,0.05961,0.13730
1992,Brandenburg,2nd Quintile,(1c) Basic Vocational Qualification,0.17532,43,159,0.11603,0.23461
1992,Brandenburg,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.31266,81,159,0.24038,0.38495
1992,Brandenburg,2nd Quintile,(3a) Lower Tertiary Education,0.12479,35,159,0.07326,0.17632
1992,Brandenburg,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.22078,34,34,0.07926,0.36229
1992,Mecklenburg-Western Pomerania,1st Quintile,(1c) Basic Vocational Qualification,0.31154,58,112,0.22538,0.39769
1992,Mecklenburg-Western Pomerania,1st Quintile,(2) Intermediate General/Vocational Qualification,0.25510,54,112,0.17401,0.33620
1992,Mecklenburg-Western Pomerania,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.31244,46,46,0.17702,0.44786
1992,Mecklenburg-Western Pomerania,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.30651,39,39,0.15992,0.45310
1992,Saxony,1st Quintile,(1b) General Elementary School,0.13466,63,469,0.10373,0.16559
1992,Saxony,1st Quintile,(1c) Basic Vocational Qualification,0.30031,176,469,0.25878,0.34184
1992,Saxony,1st Quintile,(2) Intermediate General/Vocational Qualification,0.23448,179,469,0.19610,0.27287
1992,Saxony,1st Quintile,(3a) Lower Tertiary Education,0.07295,51,469,0.04939,0.09651
1992,Saxony,2nd Quintile,(1c) Basic Vocational Qualification,0.25389,94,273,0.20217,0.30562
1992,Saxony,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.30281,135,273,0.24821,0.35742
1992,Saxony,2nd Quintile,(3a) Lower Tertiary Education,0.09266,44,273,0.05820,0.12712
1992,Saxony,3rd Quintile,(1c) Basic Vocational Qualification,0.20401,40,138,0.13653,0.27149
1992,Saxony,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.26925,58,138,0.19497,0.34353
1992,Saxony,3rd Quintile,(3a) Lower Tertiary Education,0.16317,40,138,0.10130,0.22505
1992,Saxony-Anhalt,1st Quintile,(1b) General Elementary School,0.15223,43,230,0.10570,0.19876
1992,Saxony-Anhalt,1st Quintile,(1c) Basic Vocational Qualification,0.37820,107,230,0.31539,0.44101
1992,Saxony-Anhalt,1st Quintile,(2) Intermediate General/Vocational Qualification,0.20303,80,230,0.15093,0.25513
1992,Saxony-Anhalt,2nd Quintile,(1c) Basic Vocational Qualification,0.24663,77,238,0.19176,0.30151
1992,Saxony-Anhalt,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.34108,120,238,0.28072,0.40144
1992,Saxony-Anhalt,2nd Quintile,(3a) Lower Tertiary Education,0.10920,41,238,0.06949,0.14891
1992,Saxony-Anhalt,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.24516,44,84,0.15261,0.33771
1992,Saxony-Anhalt,3rd Quintile,(3a) Lower Tertiary Education,0.23855,40,84,0.14686,0.33025
1992,Thuringa,1st Quintile,(1c) Basic Vocational Qualification,0.36282,122,230,0.30055,0.42510
1992,Thuringa,1st Quintile,(2) Intermediate General/Vocational Qualification,0.24435,108,230,0.18870,0.30001
1992,Thuringa,2nd Quintile,(1c) Basic Vocational Qualification,0.25789,66,196,0.19649,0.31929
1992,Thuringa,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.27920,93,196,0.21624,0.34217
1992,Thuringa,2nd Quintile,(3a) Lower Tertiary Education,0.11575,37,196,0.07084,0.16065
1992,Thuringa,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.36932,47,47,0.22985,0.50879
1993,Lower Saxony,1st Quintile,(1b) General Elementary School,0.36416,66,107,0.27255,0.45576
1993,Lower Saxony,1st Quintile,(1c) Basic Vocational Qualification,0.19214,41,107,0.11714,0.26714
1993,Lower Saxony,2nd Quintile,(1b) General Elementary School,0.19640,41,136,0.12938,0.26341
1993,Lower Saxony,2nd Quintile,(1c) Basic Vocational Qualification,0.26906,57,136,0.19425,0.34387
1993,Lower Saxony,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.18030,38,136,0.11545,0.24515
1993,Lower Saxony,3rd Quintile,(1b) General Elementary School,0.16185,35,169,0.10615,0.21754
1993,Lower Saxony,3rd Quintile,(1c) Basic Vocational Qualification,0.32454,78,169,0.25374,0.39534
1993,Lower Saxony,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.17820,56,169,0.12033,0.23607
1993,Lower Saxony,4th Quintile,(1c) Basic Vocational Qualification,0.32307,72,126,0.24109,0.40505
1993,Lower Saxony,4th Quintile,(2) Intermediate General/Vocational Qualification,0.24059,54,126,0.16566,0.31553
1993,Lower Saxony,5th Quintile,(1c) Basic Vocational Qualification,0.26301,69,171,0.19682,0.32919
1993,Lower Saxony,5th Quintile,(2) Intermediate General/Vocational Qualification,0.25257,68,171,0.18725,0.31788
1993,Lower Saxony,5th Quintile,(3b) Higher Tertiary Education,0.15212,34,171,0.09813,0.20610
1993,North Rhine-Westphalia,1st Quintile,(1a) Inadequately completed,0.04404,45,313,0.02127,0.06681
1993,North Rhine-Westphalia,1st Quintile,(1b) General Elementary School,0.18640,117,313,0.14319,0.22961
1993,North Rhine-Westphalia,1st Quintile,(1c) Basic Vocational Qualification,0.24335,107,313,0.19573,0.29096
1993,North Rhine-Westphalia,1st Quintile,(2) Intermediate General/Vocational Qualification,0.10153,44,313,0.06802,0.13505
1993,North Rhine-Westphalia,2nd Quintile,(1a) Inadequately completed,0.03930,57,432,0.02096,0.05764
1993,North Rhine-Westphalia,2nd Quintile,(1b) General Elementary School,0.20075,133,432,0.16293,0.23856
1993,North Rhine-Westphalia,2nd Quintile,(1c) Basic Vocational Qualification,0.31986,180,432,0.27582,0.36389
1993,North Rhine-Westphalia,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.09685,62,432,0.06893,0.12477
1993,North Rhine-Westphalia,3rd Quintile,(1a) Inadequately completed,0.03213,40,365,0.01401,0.05024
1993,North Rhine-Westphalia,3rd Quintile,(1b) General Elementary School,0.16758,94,365,0.12921,0.20595
1993,North Rhine-Westphalia,3rd Quintile,(1c) Basic Vocational Qualification,0.29788,145,365,0.25090,0.34486
1993,North Rhine-Westphalia,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.16301,86,365,0.12506,0.20096
1993,North Rhine-Westphalia,4th Quintile,(1b) General Elementary School,0.12895,87,462,0.09836,0.15955
1993,North Rhine-Westphalia,4th Quintile,(1c) Basic Vocational Qualification,0.33380,190,462,0.29076,0.37685
1993,North Rhine-Westphalia,4th Quintile,(2) Intermediate General/Vocational Qualification,0.19013,114,462,0.15431,0.22595
1993,North Rhine-Westphalia,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.05528,36,462,0.03442,0.07615
1993,North Rhine-Westphalia,4th Quintile,(3b) Higher Tertiary Education,0.05503,35,462,0.03421,0.07585
1993,North Rhine-Westphalia,5th Quintile,(1b) General Elementary School,0.04888,43,531,0.03053,0.06724
1993,North Rhine-Westphalia,5th Quintile,(1c) Basic Vocational Qualification,0.27432,177,531,0.23633,0.31230
1993,North Rhine-Westphalia,5th Quintile,(2) Intermediate General/Vocational Qualification,0.23459,146,531,0.19851,0.27066
1993,North Rhine-Westphalia,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.05932,45,531,0.03921,0.07943
1993,North Rhine-Westphalia,5th Quintile,(3a) Lower Tertiary Education,0.07017,39,531,0.04842,0.09192
1993,North Rhine-Westphalia,5th Quintile,(3b) Higher Tertiary Education,0.13969,81,531,0.11018,0.16920
1993,Hesse,1st Quintile,(1b) General Elementary School,0.25540,42,78,0.15799,0.35280
1993,Hesse,1st Quintile,(1c) Basic Vocational Qualification,0.23889,36,78,0.14365,0.33413
1993,Hesse,2nd Quintile,(1b) General Elementary School,0.32504,58,95,0.23035,0.41973
1993,Hesse,2nd Quintile,(1c) Basic Vocational Qualification,0.20148,37,95,0.12040,0.28257
1993,Hesse,3rd Quintile,(1b) General Elementary School,0.21557,49,111,0.13873,0.29242
1993,Hesse,3rd Quintile,(1c) Basic Vocational Qualification,0.35718,62,111,0.26763,0.44672
1993,Hesse,4th Quintile,(1c) Basic Vocational Qualification,0.33102,59,94,0.23538,0.42667
1993,Hesse,4th Quintile,(2) Intermediate General/Vocational Qualification,0.14676,35,94,0.07484,0.21868
1993,Hesse,5th Quintile,(1b) General Elementary School,0.10024,45,217,0.06019,0.14030
1993,Hesse,5th Quintile,(1c) Basic Vocational Qualification,0.25269,78,217,0.19474,0.31065
1993,Hesse,5th Quintile,(2) Intermediate General/Vocational Qualification,0.20854,63,217,0.15436,0.26272
1993,Hesse,5th Quintile,(3b) Higher Tertiary Education,0.12881,31,217,0.08414,0.17349
1993,"Rhineland-Palatinate, Saarland",1st Quintile,(1b) General Elementary School,0.44453,53,85,0.33826,0.55079
1993,"Rhineland-Palatinate, Saarland",1st Quintile,(1c) Basic Vocational Qualification,0.27964,32,85,0.18366,0.37563
1993,"Rhineland-Palatinate, Saarland",2nd Quintile,(1b) General Elementary School,0.24061,33,72,0.14118,0.34004
1993,"Rhineland-Palatinate, Saarland",2nd Quintile,(1c) Basic Vocational Qualification,0.30966,39,72,0.20211,0.41721
1993,"Rhineland-Palatinate, Saarland",3rd Quintile,(1c) Basic Vocational Qualification,0.35371,68,68,0.23922,0.46819
1993,"Rhineland-Palatinate, Saarland",4th Quintile,(1b) General Elementary School,0.16750,40,96,0.09241,0.24259
1993,"Rhineland-Palatinate, Saarland",4th Quintile,(1c) Basic Vocational Qualification,0.36656,56,96,0.26966,0.46345
1993,"Rhineland-Palatinate, Saarland",5th Quintile,(1c) Basic Vocational Qualification,0.37170,52,52,0.23906,0.50433
1993,Baden-Wuerttemberg,1st Quintile,(1a) Inadequately completed,0.07859,63,222,0.04311,0.11407
1993,Baden-Wuerttemberg,1st Quintile,(1b) General Elementary School,0.27083,90,222,0.21224,0.32942
1993,Baden-Wuerttemberg,1st Quintile,(1c) Basic Vocational Qualification,0.21555,69,222,0.16133,0.26976
1993,Baden-Wuerttemberg,2nd Quintile,(1a) Inadequately completed,0.04578,44,240,0.01928,0.07228
1993,Baden-Wuerttemberg,2nd Quintile,(1b) General Elementary School,0.18388,76,240,0.13476,0.23299
1993,Baden-Wuerttemberg,2nd Quintile,(1c) Basic Vocational Qualification,0.28517,86,240,0.22793,0.34242
1993,Baden-Wuerttemberg,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.11878,34,240,0.07776,0.15980
1993,Baden-Wuerttemberg,3rd Quintile,(1a) Inadequately completed,0.03173,47,356,0.01350,0.04997
1993,Baden-Wuerttemberg,3rd Quintile,(1b) General Elementary School,0.19162,109,356,0.15068,0.23256
1993,Baden-Wuerttemberg,3rd Quintile,(1c) Basic Vocational Qualification,0.32552,140,356,0.27677,0.37426
1993,Baden-Wuerttemberg,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.14022,60,356,0.10410,0.17634
1993,Baden-Wuerttemberg,4th Quintile,(1b) General Elementary School,0.15072,102,337,0.11246,0.18897
1993,Baden-Wuerttemberg,4th Quintile,(1c) Basic Vocational Qualification,0.31940,161,337,0.26954,0.36925
1993,Baden-Wuerttemberg,4th Quintile,(2) Intermediate General/Vocational Qualification,0.17171,74,337,0.13139,0.21204
1993,Baden-Wuerttemberg,5th Quintile,(1b) General Elementary School,0.07787,40,287,0.04681,0.10892
1993,Baden-Wuerttemberg,5th Quintile,(1c) Basic Vocational Qualification,0.30958,133,287,0.25600,0.36316
1993,Baden-Wuerttemberg,5th Quintile,(2) Intermediate General/Vocational Qualification,0.21994,81,287,0.17194,0.26795
1993,Baden-Wuerttemberg,5th Quintile,(3b) Higher Tertiary Education,0.09304,33,287,0.05938,0.12671
1993,Bavaria,1st Quintile,(1b) General Elementary School,0.27840,69,136,0.20280,0.35401
1993,Bavaria,1st Quintile,(1c) Basic Vocational Qualification,0.33859,67,136,0.25876,0.41842
1993,Bavaria,2nd Quintile,(1b) General Elementary School,0.18729,67,216,0.13514,0.23944
1993,Bavaria,2nd Quintile,(1c) Basic Vocational Qualification,0.33037,105,216,0.26750,0.39324
1993,Bavaria,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.13900,44,216,0.09276,0.18525
1993,Bavaria,3rd Quintile,(1b) General Elementary School,0.13451,65,253,0.09238,0.17663
1993,Bavaria,3rd Quintile,(1c) Basic Vocational Qualification,0.35614,134,253,0.29701,0.41526
1993,Bavaria,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.16345,54,253,0.11779,0.20911
1993,Bavaria,4th Quintile,(1b) General Elementary School,0.12831,75,325,0.09190,0.16473
1993,Bavaria,4th Quintile,(1c) Basic Vocational Qualification,0.32744,160,325,0.27634,0.37854
1993,Bavaria,4th Quintile,(2) Intermediate General/Vocational Qualification,0.19634,90,325,0.15309,0.23960
1993,Bavaria,5th Quintile,(1b) General Elementary School,0.05535,31,330,0.03064,0.08006
1993,Bavaria,5th Quintile,(1c) Basic Vocational Qualification,0.26500,120,330,0.21731,0.31269
1993,Bavaria,5th Quintile,(2) Intermediate General/Vocational Qualification,0.25792,120,330,0.21065,0.30520
1993,Bavaria,5th Quintile,(3b) Higher Tertiary Education,0.13906,59,330,0.10167,0.17645
1993,Berlin,3rd Quintile,(1c) Basic Vocational Qualification,0.25367,33,83,0.15949,0.34785
1993,Berlin,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.28337,50,83,0.18583,0.38091
1993,Berlin,4th Quintile,(1c) Basic Vocational Qualification,0.24749,33,67,0.14338,0.35161
1993,Berlin,4th Quintile,(2) Intermediate General/Vocational Qualification,0.20121,34,67,0.10449,0.29794
1993,Brandenburg,1st Quintile,(1c) Basic Vocational Qualification,0.32573,66,131,0.24516,0.40629
1993,Brandenburg,1st Quintile,(2) Intermediate General/Vocational Qualification,0.21853,65,131,0.14749,0.28957
1993,Brandenburg,2nd Quintile,(1c) Basic Vocational Qualification,0.20802,47,122,0.13569,0.28034
1993,Brandenburg,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.32027,75,122,0.23714,0.40341
1993,Brandenburg,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.22309,39,70,0.12485,0.32132
1993,Brandenburg,3rd Quintile,(3a) Lower Tertiary Education,0.20127,31,70,0.10666,0.29588
1993,Brandenburg,4th Quintile,(2) Intermediate General/Vocational Qualification,0.32866,38,38,0.17731,0.48002
1993,Mecklenburg-Western Pomerania,1st Quintile,(1c) Basic Vocational Qualification,0.28512,39,78,0.18428,0.38597
1993,Mecklenburg-Western Pomerania,1st Quintile,(2) Intermediate General/Vocational Qualification,0.21270,39,78,0.12129,0.30410
1993,Mecklenburg-Western Pomerania,2nd Quintile,(1c) Basic Vocational Qualification,0.26413,43,105,0.17939,0.34886
1993,Mecklenburg-Western Pomerania,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.36334,62,105,0.27090,0.45578
1993,Mecklenburg-Western Pomerania,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.28987,38,38,0.14367,0.43606
1993,Saxony,1st Quintile,(1b) General Elementary School,0.11978,42,326,0.08448,0.15508
1993,Saxony,1st Quintile,(1c) Basic Vocational Qualification,0.34825,141,326,0.29645,0.40005
1993,Saxony,1st Quintile,(2) Intermediate General/Vocational Qualification,0.25033,143,326,0.20323,0.29743
1993,Saxony,2nd Quintile,(1c) Basic Vocational Qualification,0.25351,108,292,0.20353,0.30350
1993,Saxony,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.28130,134,292,0.22964,0.33296
1993,Saxony,2nd Quintile,(3a) Lower Tertiary Education,0.11302,50,292,0.07664,0.14939
1993,Saxony,3rd Quintile,(1c) Basic Vocational Qualification,0.18558,46,162,0.12553,0.24563
1993,Saxony,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.32981,85,162,0.25718,0.40243
1993,Saxony,3rd Quintile,(3a) Lower Tertiary Education,0.10569,31,162,0.05820,0.15318
1993,Saxony-Anhalt,1st Quintile,(1c) Basic Vocational Qualification,0.38858,90,160,0.31282,0.46435
1993,Saxony-Anhalt,1st Quintile,(2) Intermediate General/Vocational Qualification,0.20351,70,160,0.14093,0.26609
1993,Saxony-Anhalt,2nd Quintile,(1c) Basic Vocational Qualification,0.27614,78,213,0.21596,0.33633
1993,Saxony-Anhalt,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.31319,103,213,0.25076,0.37562
1993,Saxony-Anhalt,2nd Quintile,(3a) Lower Tertiary Education,0.10893,32,213,0.06699,0.15086
1993,Saxony-Anhalt,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.28043,50,84,0.18379,0.37707
1993,Saxony-Anhalt,3rd Quintile,(3a) Lower Tertiary Education,0.18081,34,84,0.09802,0.26361
1993,Thuringa,1st Quintile,(1c) Basic Vocational Qualification,0.35879,75,148,0.28125,0.43632
1993,Thuringa,1st Quintile,(2) Intermediate General/Vocational Qualification,0.26154,73,148,0.19050,0.33259
1993,Thuringa,2nd Quintile,(1c) Basic Vocational Qualification,0.27460,74,168,0.20691,0.34229
1993,Thuringa,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.27576,94,168,0.20798,0.34354
1993,Thuringa,3rd Quintile,(1c) Basic Vocational Qualification,0.29380,48,111,0.20868,0.37893
1993,Thuringa,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.29982,63,111,0.21420,0.38544
1994,Lower Saxony,1st Quintile,(1b) General Elementary School,0.29898,63,115,0.21494,0.38302
1994,Lower Saxony,1st Quintile,(1c) Basic Vocational Qualification,0.24657,52,115,0.16745,0.32569
1994,Lower Saxony,2nd Quintile,(1b) General Elementary School,0.21635,34,90,0.13080,0.30189
1994,Lower Saxony,2nd Quintile,(1c) Basic Vocational Qualification,0.29552,56,90,0.20073,0.39032
1994,Lower Saxony,3rd Quintile,(1b) General Elementary School,0.18416,38,152,0.12234,0.24599
1994,Lower Saxony,3rd Quintile,(1c) Basic Vocational Qualification,0.30360,66,152,0.23025,0.37694
1994,Lower Saxony,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.20427,48,152,0.13996,0.26857
1994,Lower Saxony,4th Quintile,(1b) General Elementary School,0.12390,33,183,0.07604,0.17177
1994,Lower Saxony,4th Quintile,(1c) Basic Vocational Qualification,0.35380,86,183,0.28433,0.42326
1994,Lower Saxony,4th Quintile,(2) Intermediate General/Vocational Qualification,0.22271,64,183,0.16226,0.28315
1994,Lower Saxony,5th Quintile,(1c) Basic Vocational Qualification,0.23889,55,162,0.17302,0.30476
1994,Lower Saxony,5th Quintile,(2) Intermediate General/Vocational Qualification,0.25862,69,162,0.19099,0.32626
1994,Lower Saxony,5th Quintile,(3b) Higher Tertiary Education,0.19091,38,162,0.13020,0.25162
1994,North Rhine-Westphalia,1st Quintile,(1a) Inadequately completed,0.05669,54,395,0.03385,0.07952
1994,North Rhine-Westphalia,1st Quintile,(1b) General Elementary School,0.21471,134,395,0.17416,0.25526
1994,North Rhine-Westphalia,1st Quintile,(1c) Basic Vocational Qualification,0.24751,125,395,0.20490,0.29013
1994,North Rhine-Westphalia,1st Quintile,(2) Intermediate General/Vocational Qualification,0.08957,48,395,0.06137,0.11776
1994,North Rhine-Westphalia,1st Quintile,(2c_gen) General Maturity Certificate,0.03917,34,395,0.02001,0.05832
