year,pgisced97,quintil_oecd,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Primary Level,3rd Quintile,(1a) Inadequately completed,0.89828,112,112,0.84205,0.95452
1993,Primary Level,4th Quintile,(1a) Inadequately completed,0.81241,92,92,0.73220,0.89262
1993,Primary Level,5th Quintile,(1a) Inadequately completed,0.89364,36,36,0.79151,0.99578
1993,Lower Secondary Level,1st Quintile,(1b) General Elementary School,0.88374,615,719,0.86030,0.90719
1993,Lower Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.11626,104,719,0.09281,0.13970
1993,Lower Secondary Level,2nd Quintile,(1b) General Elementary School,0.82365,516,652,0.79437,0.85292
1993,Lower Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.17635,136,652,0.14708,0.20563
1993,Lower Secondary Level,3rd Quintile,(1b) General Elementary School,0.80959,439,546,0.77663,0.84255
1993,Lower Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.19041,107,546,0.15745,0.22337
1993,Lower Secondary Level,4th Quintile,(1b) General Elementary School,0.78056,383,482,0.74357,0.81754
1993,Lower Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.21944,99,482,0.18246,0.25643
1993,Lower Secondary Level,5th Quintile,(1b) General Elementary School,0.71238,208,278,0.65907,0.76569
1993,Lower Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.28762,70,278,0.23431,0.34093
1993,Upper Secondary Level,1st Quintile,(1c) Basic Vocational Qualification,0.69386,780,1244,0.66824,0.71948
1993,Upper Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.25263,396,1244,0.22847,0.27678
1993,Upper Secondary Level,1st Quintile,(2c_gen) General Maturity Certificate,0.04746,68,1244,0.03564,0.05927
1993,Upper Secondary Level,2nd Quintile,(1c) Basic Vocational Qualification,0.62258,840,1436,0.59750,0.64766
1993,Upper Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.31540,510,1436,0.29136,0.33944
1993,Upper Secondary Level,2nd Quintile,(2c_gen) General Maturity Certificate,0.05556,86,1436,0.04371,0.06741
1993,Upper Secondary Level,3rd Quintile,(1c) Basic Vocational Qualification,0.64217,807,1362,0.61671,0.66764
1993,Upper Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.31101,479,1362,0.28642,0.33561
1993,Upper Secondary Level,3rd Quintile,(2c_gen) General Maturity Certificate,0.04286,76,1362,0.03210,0.05362
1993,Upper Secondary Level,4th Quintile,(1c) Basic Vocational Qualification,0.62128,795,1311,0.59501,0.64754
1993,Upper Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.31465,428,1311,0.28950,0.33979
1993,Upper Secondary Level,4th Quintile,(2c_gen) General Maturity Certificate,0.05734,88,1311,0.04475,0.06993
1993,Upper Secondary Level,5th Quintile,(1c) Basic Vocational Qualification,0.53458,642,1177,0.50607,0.56309
1993,Upper Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.39664,456,1177,0.36868,0.42460
1993,Upper Secondary Level,5th Quintile,(2c_gen) General Maturity Certificate,0.06431,79,1177,0.05029,0.07833
1993,First Stage of Tertiary Education,1st Quintile,(1c) Basic Vocational Qualification,0.47701,39,70,0.35915,0.59486
1993,First Stage of Tertiary Education,1st Quintile,(2) Intermediate General/Vocational Qualification,0.37560,31,70,0.26134,0.48987
1993,First Stage of Tertiary Education,2nd Quintile,(1c) Basic Vocational Qualification,0.43856,56,133,0.35391,0.52321
1993,First Stage of Tertiary Education,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.41096,77,133,0.32702,0.49489
1993,First Stage of Tertiary Education,3rd Quintile,(1c) Basic Vocational Qualification,0.45885,52,119,0.36894,0.54877
1993,First Stage of Tertiary Education,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.39021,67,119,0.30220,0.47823
1993,First Stage of Tertiary Education,4th Quintile,(1c) Basic Vocational Qualification,0.44576,74,172,0.37126,0.52026
1993,First Stage of Tertiary Education,4th Quintile,(2) Intermediate General/Vocational Qualification,0.33033,67,172,0.25984,0.40083
1993,First Stage of Tertiary Education,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.22319,31,172,0.16078,0.28560
1993,First Stage of Tertiary Education,5th Quintile,(1c) Basic Vocational Qualification,0.38652,78,202,0.31920,0.45384
1993,First Stage of Tertiary Education,5th Quintile,(2) Intermediate General/Vocational Qualification,0.31664,68,202,0.25233,0.38095
1993,First Stage of Tertiary Education,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.29684,56,202,0.23368,0.36000
1993,Second Stage of Tertiary Education,1st Quintile,(3a) Lower Tertiary Education,0.58325,116,165,0.50779,0.65871
1993,Second Stage of Tertiary Education,1st Quintile,(3b) Higher Tertiary Education,0.41675,49,165,0.34129,0.49221
1993,Second Stage of Tertiary Education,2nd Quintile,(3a) Lower Tertiary Education,0.61502,180,263,0.55610,0.67394
1993,Second Stage of Tertiary Education,2nd Quintile,(3b) Higher Tertiary Education,0.38498,83,263,0.32606,0.44390
1993,Second Stage of Tertiary Education,3rd Quintile,(3a) Lower Tertiary Education,0.56954,195,333,0.51628,0.62281
1993,Second Stage of Tertiary Education,3rd Quintile,(3b) Higher Tertiary Education,0.43046,138,333,0.37719,0.48372
1993,Second Stage of Tertiary Education,4th Quintile,(3a) Lower Tertiary Education,0.42978,167,370,0.37926,0.48029
1993,Second Stage of Tertiary Education,4th Quintile,(3b) Higher Tertiary Education,0.57022,203,370,0.51971,0.62074
1993,Second Stage of Tertiary Education,5th Quintile,(3a) Lower Tertiary Education,0.34982,188,505,0.30818,0.39145
1993,Second Stage of Tertiary Education,5th Quintile,(3b) Higher Tertiary Education,0.65018,317,505,0.60855,0.69182
1994,Pre-primary Level,1st Quintile,(0) No qualification (yet),0.94935,42,42,0.88223,1.01647
1994,Pre-primary Level,2nd Quintile,(0) No qualification (yet),0.84362,48,48,0.73978,0.94746
1994,Pre-primary Level,3rd Quintile,(0) No qualification (yet),0.84459,51,51,0.74417,0.94501
1994,Pre-primary Level,4th Quintile,(0) No qualification (yet),0.94386,32,32,0.86283,1.02490
1994,Primary Level,1st Quintile,(1a) Inadequately completed,0.91644,202,202,0.87818,0.95470
1994,Primary Level,2nd Quintile,(1a) Inadequately completed,0.90933,130,130,0.85978,0.95888
1994,Primary Level,3rd Quintile,(1a) Inadequately completed,0.80070,100,100,0.72201,0.87939
1994,Primary Level,4th Quintile,(1a) Inadequately completed,0.86380,65,65,0.77977,0.94784
1994,Lower Secondary Level,1st Quintile,(1b) General Elementary School,0.87713,619,724,0.85320,0.90106
1994,Lower Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.12287,105,724,0.09894,0.14680
1994,Lower Secondary Level,2nd Quintile,(1b) General Elementary School,0.85485,471,574,0.82601,0.88369
1994,Lower Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.14515,103,574,0.11631,0.17399
1994,Lower Secondary Level,3rd Quintile,(1b) General Elementary School,0.82825,436,530,0.79610,0.86039
1994,Lower Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.17175,94,530,0.13961,0.20390
1994,Lower Secondary Level,4th Quintile,(1b) General Elementary School,0.75952,312,408,0.71800,0.80104
1994,Lower Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.24048,96,408,0.19896,0.28200
1994,Lower Secondary Level,5th Quintile,(1b) General Elementary School,0.70136,186,255,0.64508,0.75764
1994,Lower Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.29864,69,255,0.24236,0.35492
1994,Upper Secondary Level,1st Quintile,(1c) Basic Vocational Qualification,0.68186,728,1176,0.65523,0.70850
1994,Upper Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.23689,353,1176,0.21258,0.26120
1994,Upper Secondary Level,1st Quintile,(2c_gen) General Maturity Certificate,0.07537,95,1176,0.06027,0.09046
1994,Upper Secondary Level,2nd Quintile,(1c) Basic Vocational Qualification,0.64664,835,1371,0.62133,0.67195
1994,Upper Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.31178,486,1371,0.28725,0.33630
1994,Upper Secondary Level,2nd Quintile,(2c_gen) General Maturity Certificate,0.03329,50,1371,0.02379,0.04278
1994,Upper Secondary Level,3rd Quintile,(1c) Basic Vocational Qualification,0.65420,796,1347,0.62879,0.67961
1994,Upper Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.29807,470,1347,0.27364,0.32251
1994,Upper Secondary Level,3rd Quintile,(2c_gen) General Maturity Certificate,0.04542,81,1347,0.03430,0.05655
1994,Upper Secondary Level,4th Quintile,(1c) Basic Vocational Qualification,0.58720,767,1350,0.56093,0.61348
1994,Upper Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.33698,478,1350,0.31175,0.36220
1994,Upper Secondary Level,4th Quintile,(2c_gen) General Maturity Certificate,0.07201,105,1350,0.05822,0.08581
1994,Upper Secondary Level,5th Quintile,(1c) Basic Vocational Qualification,0.53297,636,1179,0.50448,0.56146
1994,Upper Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.40799,474,1179,0.37992,0.43605
1994,Upper Secondary Level,5th Quintile,(2c_gen) General Maturity Certificate,0.05109,69,1179,0.03852,0.06366
1994,First Stage of Tertiary Education,1st Quintile,(1c) Basic Vocational Qualification,0.53016,40,74,0.41567,0.64465
1994,First Stage of Tertiary Education,1st Quintile,(2) Intermediate General/Vocational Qualification,0.33803,34,74,0.22951,0.44654
1994,First Stage of Tertiary Education,2nd Quintile,(1c) Basic Vocational Qualification,0.43745,49,123,0.34942,0.52548
1994,First Stage of Tertiary Education,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.41159,74,123,0.32426,0.49892
1994,First Stage of Tertiary Education,3rd Quintile,(1c) Basic Vocational Qualification,0.47884,72,145,0.39724,0.56043
1994,First Stage of Tertiary Education,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.34675,73,145,0.26901,0.42449
1994,First Stage of Tertiary Education,4th Quintile,(1c) Basic Vocational Qualification,0.39106,57,127,0.30585,0.47627
1994,First Stage of Tertiary Education,4th Quintile,(2) Intermediate General/Vocational Qualification,0.38655,70,127,0.30152,0.47158
1994,First Stage of Tertiary Education,5th Quintile,(1c) Basic Vocational Qualification,0.38475,75,203,0.31765,0.45184
1994,First Stage of Tertiary Education,5th Quintile,(2) Intermediate General/Vocational Qualification,0.31479,68,203,0.25074,0.37884
1994,First Stage of Tertiary Education,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.30047,60,203,0.23724,0.36369
1994,Second Stage of Tertiary Education,1st Quintile,(3a) Lower Tertiary Education,0.53911,75,119,0.44917,0.62905
1994,Second Stage of Tertiary Education,1st Quintile,(3b) Higher Tertiary Education,0.46089,44,119,0.37095,0.55083
1994,Second Stage of Tertiary Education,2nd Quintile,(3a) Lower Tertiary Education,0.60918,169,251,0.54870,0.66967
1994,Second Stage of Tertiary Education,2nd Quintile,(3b) Higher Tertiary Education,0.39082,82,251,0.33033,0.45130
1994,Second Stage of Tertiary Education,3rd Quintile,(3a) Lower Tertiary Education,0.56932,210,349,0.51730,0.62135
1994,Second Stage of Tertiary Education,3rd Quintile,(3b) Higher Tertiary Education,0.43068,139,349,0.37865,0.48270
1994,Second Stage of Tertiary Education,4th Quintile,(3a) Lower Tertiary Education,0.48635,187,362,0.43480,0.53791
1994,Second Stage of Tertiary Education,4th Quintile,(3b) Higher Tertiary Education,0.51365,175,362,0.46209,0.56520
1994,Second Stage of Tertiary Education,5th Quintile,(3a) Lower Tertiary Education,0.33846,208,572,0.29964,0.37727
1994,Second Stage of Tertiary Education,5th Quintile,(3b) Higher Tertiary Education,0.66154,364,572,0.62273,0.70036
1995,Pre-primary Level,1st Quintile,(0) No qualification (yet),0.95121,58,58,0.89528,1.00714
1995,Pre-primary Level,2nd Quintile,(0) No qualification (yet),0.93873,58,58,0.87646,1.00099
1995,Pre-primary Level,3rd Quintile,(0) No qualification (yet),0.93156,65,65,0.86970,0.99342
1995,Pre-primary Level,4th Quintile,(0) No qualification (yet),0.93743,36,36,0.85719,1.01767
1995,Primary Level,1st Quintile,(1a) Inadequately completed,0.90940,188,188,0.86826,0.95054
1995,Primary Level,2nd Quintile,(1a) Inadequately completed,0.89083,153,153,0.84125,0.94040
1995,Primary Level,3rd Quintile,(1a) Inadequately completed,0.77682,78,78,0.68382,0.86982
1995,Primary Level,4th Quintile,(1a) Inadequately completed,0.85395,60,60,0.76384,0.94407
1995,Lower Secondary Level,1st Quintile,(1b) General Elementary School,0.87083,610,716,0.84624,0.89541
1995,Lower Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.12917,106,716,0.10459,0.15376
1995,Lower Secondary Level,2nd Quintile,(1b) General Elementary School,0.86912,487,595,0.84200,0.89624
1995,Lower Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.13088,108,595,0.10376,0.15800
1995,Lower Secondary Level,3rd Quintile,(1b) General Elementary School,0.85068,428,515,0.81987,0.88149
1995,Lower Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.14932,87,515,0.11851,0.18013
1995,Lower Secondary Level,4th Quintile,(1b) General Elementary School,0.73590,298,411,0.69323,0.77857
1995,Lower Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.26410,113,411,0.22143,0.30677
1995,Lower Secondary Level,5th Quintile,(1b) General Elementary School,0.72878,194,255,0.67410,0.78345
1995,Lower Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.27122,61,255,0.21655,0.32590
1995,Upper Secondary Level,1st Quintile,(1c) Basic Vocational Qualification,0.66866,711,1139,0.64132,0.69601
1995,Upper Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.23539,325,1139,0.21074,0.26004
1995,Upper Secondary Level,1st Quintile,(2c_gen) General Maturity Certificate,0.08435,103,1139,0.06820,0.10049
1995,Upper Secondary Level,2nd Quintile,(1c) Basic Vocational Qualification,0.65360,888,1479,0.62934,0.67786
1995,Upper Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.29022,499,1479,0.26708,0.31336
1995,Upper Secondary Level,2nd Quintile,(2c_gen) General Maturity Certificate,0.04735,92,1479,0.03652,0.05818
1995,Upper Secondary Level,3rd Quintile,(1c) Basic Vocational Qualification,0.64464,814,1405,0.61961,0.66968
1995,Upper Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.30247,498,1405,0.27845,0.32650
1995,Upper Secondary Level,3rd Quintile,(2c_gen) General Maturity Certificate,0.05011,93,1405,0.03870,0.06153
1995,Upper Secondary Level,4th Quintile,(1c) Basic Vocational Qualification,0.61455,803,1397,0.58902,0.64008
1995,Upper Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.32452,503,1397,0.29996,0.34908
1995,Upper Secondary Level,4th Quintile,(2c_gen) General Maturity Certificate,0.05462,91,1397,0.04270,0.06654
1995,Upper Secondary Level,5th Quintile,(1c) Basic Vocational Qualification,0.50603,588,1148,0.47710,0.53497
1995,Upper Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.41571,473,1148,0.38718,0.44423
1995,Upper Secondary Level,5th Quintile,(2c_gen) General Maturity Certificate,0.07351,87,1148,0.05841,0.08861
1995,First Stage of Tertiary Education,1st Quintile,(2) Intermediate General/Vocational Qualification,0.36583,32,32,0.19627,0.53538
1995,First Stage of Tertiary Education,2nd Quintile,(1c) Basic Vocational Qualification,0.43243,54,117,0.34228,0.52259
1995,First Stage of Tertiary Education,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.41091,63,117,0.32138,0.50044
1995,First Stage of Tertiary Education,3rd Quintile,(1c) Basic Vocational Qualification,0.36948,56,146,0.29092,0.44805
1995,First Stage of Tertiary Education,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.45806,90,146,0.37696,0.53916
1995,First Stage of Tertiary Education,4th Quintile,(1c) Basic Vocational Qualification,0.39307,65,175,0.32049,0.46564
1995,First Stage of Tertiary Education,4th Quintile,(2) Intermediate General/Vocational Qualification,0.34261,75,175,0.27209,0.41312
1995,First Stage of Tertiary Education,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.26197,35,175,0.19664,0.32731
1995,First Stage of Tertiary Education,5th Quintile,(1c) Basic Vocational Qualification,0.40706,75,202,0.33914,0.47497
1995,First Stage of Tertiary Education,5th Quintile,(2) Intermediate General/Vocational Qualification,0.36862,81,202,0.30192,0.43531
1995,First Stage of Tertiary Education,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.22433,46,202,0.16666,0.28200
1995,Second Stage of Tertiary Education,1st Quintile,(3a) Lower Tertiary Education,0.34174,65,141,0.26318,0.42031
1995,Second Stage of Tertiary Education,1st Quintile,(3b) Higher Tertiary Education,0.65826,76,141,0.57969,0.73682
1995,Second Stage of Tertiary Education,2nd Quintile,(3a) Lower Tertiary Education,0.51365,152,260,0.45278,0.57452
1995,Second Stage of Tertiary Education,2nd Quintile,(3b) Higher Tertiary Education,0.48635,108,260,0.42548,0.54722
1995,Second Stage of Tertiary Education,3rd Quintile,(3a) Lower Tertiary Education,0.56977,193,316,0.51509,0.62444
1995,Second Stage of Tertiary Education,3rd Quintile,(3b) Higher Tertiary Education,0.43023,123,316,0.37556,0.48491
1995,Second Stage of Tertiary Education,4th Quintile,(3a) Lower Tertiary Education,0.47130,204,401,0.42238,0.52022
1995,Second Stage of Tertiary Education,4th Quintile,(3b) Higher Tertiary Education,0.52870,197,401,0.47978,0.57762
1995,Second Stage of Tertiary Education,5th Quintile,(3a) Lower Tertiary Education,0.37441,250,635,0.33674,0.41208
1995,Second Stage of Tertiary Education,5th Quintile,(3b) Higher Tertiary Education,0.62559,385,635,0.58792,0.66326
1996,Pre-primary Level,1st Quintile,(0) No qualification (yet),0.98716,63,63,0.95913,1.01518
1996,Pre-primary Level,2nd Quintile,(0) No qualification (yet),0.99066,61,61,0.96633,1.01500
1996,Pre-primary Level,4th Quintile,(0) No qualification (yet),0.95107,54,54,0.89299,1.00915
1996,Pre-primary Level,5th Quintile,(0) No qualification (yet),0.99447,47,47,0.97303,1.01590
1996,Primary Level,1st Quintile,(1a) Inadequately completed,0.91967,184,184,0.88029,0.95905
1996,Primary Level,2nd Quintile,(1a) Inadequately completed,0.88611,121,121,0.82927,0.94295
1996,Primary Level,3rd Quintile,(1a) Inadequately completed,0.81698,73,73,0.72766,0.90630
1996,Primary Level,4th Quintile,(1a) Inadequately completed,0.86866,60,60,0.78247,0.95485
1996,Lower Secondary Level,1st Quintile,(1b) General Elementary School,0.86361,635,755,0.83912,0.88811
1996,Lower Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.13639,120,755,0.11189,0.16088
1996,Lower Secondary Level,2nd Quintile,(1b) General Elementary School,0.84032,431,525,0.80895,0.87168
1996,Lower Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.15968,94,525,0.12832,0.19105
1996,Lower Secondary Level,3rd Quintile,(1b) General Elementary School,0.83035,383,480,0.79674,0.86396
1996,Lower Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.16965,97,480,0.13604,0.20326
1996,Lower Secondary Level,4th Quintile,(1b) General Elementary School,0.78618,306,398,0.74585,0.82651
1996,Lower Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.21382,92,398,0.17349,0.25415
1996,Lower Secondary Level,5th Quintile,(1b) General Elementary School,0.69858,159,226,0.63862,0.75854
1996,Lower Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.30142,67,226,0.24146,0.36138
1996,Upper Secondary Level,1st Quintile,(1c) Basic Vocational Qualification,0.65567,694,1154,0.62824,0.68310
1996,Upper Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.24542,343,1154,0.22058,0.27026
1996,Upper Secondary Level,1st Quintile,(2c_gen) General Maturity Certificate,0.08757,117,1154,0.07125,0.10389
1996,Upper Secondary Level,2nd Quintile,(1c) Basic Vocational Qualification,0.64684,820,1382,0.62163,0.67205
1996,Upper Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.29751,498,1382,0.27340,0.32162
1996,Upper Secondary Level,2nd Quintile,(2c_gen) General Maturity Certificate,0.04346,64,1382,0.03271,0.05422
1996,Upper Secondary Level,3rd Quintile,(1c) Basic Vocational Qualification,0.62741,823,1408,0.60214,0.65267
1996,Upper Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.31885,501,1408,0.29450,0.34321
1996,Upper Secondary Level,3rd Quintile,(2c_gen) General Maturity Certificate,0.04650,84,1408,0.03550,0.05750
1996,Upper Secondary Level,4th Quintile,(1c) Basic Vocational Qualification,0.63910,813,1393,0.61387,0.66433
1996,Upper Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.30832,492,1393,0.28406,0.33258
1996,Upper Secondary Level,4th Quintile,(2c_gen) General Maturity Certificate,0.05021,88,1393,0.03873,0.06168
1996,Upper Secondary Level,5th Quintile,(1c) Basic Vocational Qualification,0.50460,576,1118,0.47528,0.53392
1996,Upper Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.42496,462,1118,0.39597,0.45395
1996,Upper Secondary Level,5th Quintile,(2c_gen) General Maturity Certificate,0.06632,80,1118,0.05173,0.08092
1996,First Stage of Tertiary Education,2nd Quintile,(1c) Basic Vocational Qualification,0.47535,48,106,0.37983,0.57087
1996,First Stage of Tertiary Education,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.36849,58,106,0.27621,0.46076
1996,First Stage of Tertiary Education,3rd Quintile,(1c) Basic Vocational Qualification,0.38356,60,158,0.30750,0.45962
1996,First Stage of Tertiary Education,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.46323,98,158,0.38523,0.54123
1996,First Stage of Tertiary Education,4th Quintile,(1c) Basic Vocational Qualification,0.38432,67,189,0.31479,0.45386
1996,First Stage of Tertiary Education,4th Quintile,(2) Intermediate General/Vocational Qualification,0.40144,85,189,0.33137,0.47152
1996,First Stage of Tertiary Education,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.20534,37,189,0.14760,0.26309
1996,First Stage of Tertiary Education,5th Quintile,(1c) Basic Vocational Qualification,0.41014,73,196,0.34110,0.47917
1996,First Stage of Tertiary Education,5th Quintile,(2) Intermediate General/Vocational Qualification,0.33734,80,196,0.27098,0.40370
1996,First Stage of Tertiary Education,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.25253,43,196,0.19155,0.31351
1996,Second Stage of Tertiary Education,1st Quintile,(3a) Lower Tertiary Education,0.45751,68,126,0.37018,0.54485
1996,Second Stage of Tertiary Education,1st Quintile,(3b) Higher Tertiary Education,0.54249,58,126,0.45515,0.62982
1996,Second Stage of Tertiary Education,2nd Quintile,(3a) Lower Tertiary Education,0.53145,131,219,0.46521,0.59769
1996,Second Stage of Tertiary Education,2nd Quintile,(3b) Higher Tertiary Education,0.46855,88,219,0.40231,0.53479
1996,Second Stage of Tertiary Education,3rd Quintile,(3a) Lower Tertiary Education,0.53934,193,322,0.48481,0.59387
1996,Second Stage of Tertiary Education,3rd Quintile,(3b) Higher Tertiary Education,0.46066,129,322,0.40613,0.51519
1996,Second Stage of Tertiary Education,4th Quintile,(3a) Lower Tertiary Education,0.44292,210,428,0.39581,0.49004
1996,Second Stage of Tertiary Education,4th Quintile,(3b) Higher Tertiary Education,0.55708,218,428,0.50996,0.60419
1996,Second Stage of Tertiary Education,5th Quintile,(3a) Lower Tertiary Education,0.38697,271,669,0.35004,0.42391
1996,Second Stage of Tertiary Education,5th Quintile,(3b) Higher Tertiary Education,0.61303,398,669,0.57609,0.64996
1997,Pre-primary Level,1st Quintile,(0) No qualification (yet),0.99325,67,67,0.97349,1.01301
1997,Pre-primary Level,2nd Quintile,(0) No qualification (yet),0.96269,75,75,0.91951,1.00587
1997,Pre-primary Level,4th Quintile,(0) No qualification (yet),0.97633,44,44,0.93090,1.02177
1997,Primary Level,1st Quintile,(1a) Inadequately completed,0.88654,170,170,0.83872,0.93436
1997,Primary Level,2nd Quintile,(1a) Inadequately completed,0.95631,128,128,0.92076,0.99186
1997,Primary Level,3rd Quintile,(1a) Inadequately completed,0.73540,62,62,0.62471,0.84610
1997,Primary Level,4th Quintile,(1a) Inadequately completed,0.79305,55,55,0.68499,0.90110
1997,Lower Secondary Level,1st Quintile,(1b) General Elementary School,0.87753,603,712,0.85343,0.90162
1997,Lower Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.12247,109,712,0.09838,0.14657
1997,Lower Secondary Level,2nd Quintile,(1b) General Elementary School,0.83078,460,576,0.80014,0.86143
1997,Lower Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.16922,116,576,0.13857,0.19986
1997,Lower Secondary Level,3rd Quintile,(1b) General Elementary School,0.81197,347,441,0.77546,0.84848
1997,Lower Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.18803,94,441,0.15152,0.22454
1997,Lower Secondary Level,4th Quintile,(1b) General Elementary School,0.76559,281,377,0.72277,0.80841
1997,Lower Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.23441,96,377,0.19159,0.27723
1997,Lower Secondary Level,5th Quintile,(1b) General Elementary School,0.70156,161,223,0.64137,0.76176
1997,Lower Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.29844,62,223,0.23824,0.35863
1997,Upper Secondary Level,1st Quintile,(1c) Basic Vocational Qualification,0.66174,635,1054,0.63316,0.69031
1997,Upper Secondary Level,1st Quintile,(2) Intermediate General/Vocational Qualification,0.25291,322,1054,0.22665,0.27916
1997,Upper Secondary Level,1st Quintile,(2c_gen) General Maturity Certificate,0.07365,97,1054,0.05787,0.08942
1997,Upper Secondary Level,2nd Quintile,(1c) Basic Vocational Qualification,0.64012,810,1392,0.61490,0.66534
1997,Upper Secondary Level,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.30252,506,1392,0.27838,0.32666
1997,Upper Secondary Level,2nd Quintile,(2c_gen) General Maturity Certificate,0.04537,76,1392,0.03443,0.05631
1997,Upper Secondary Level,3rd Quintile,(1c) Basic Vocational Qualification,0.62807,817,1399,0.60273,0.65340
1997,Upper Secondary Level,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.30744,493,1399,0.28325,0.33162
1997,Upper Secondary Level,3rd Quintile,(2c_gen) General Maturity Certificate,0.06029,89,1399,0.04782,0.07277
1997,Upper Secondary Level,4th Quintile,(1c) Basic Vocational Qualification,0.62422,804,1378,0.59864,0.64980
1997,Upper Secondary Level,4th Quintile,(2) Intermediate General/Vocational Qualification,0.31588,482,1378,0.29133,0.34044
1997,Upper Secondary Level,4th Quintile,(2c_gen) General Maturity Certificate,0.05716,92,1378,0.04490,0.06942
1997,Upper Secondary Level,5th Quintile,(1c) Basic Vocational Qualification,0.50806,562,1097,0.47846,0.53766
1997,Upper Secondary Level,5th Quintile,(2) Intermediate General/Vocational Qualification,0.42256,459,1097,0.39332,0.45181
1997,Upper Secondary Level,5th Quintile,(2c_gen) General Maturity Certificate,0.06366,76,1097,0.04921,0.07812
1997,First Stage of Tertiary Education,2nd Quintile,(1c) Basic Vocational Qualification,0.47649,52,116,0.38521,0.56777
1997,First Stage of Tertiary Education,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.40728,64,116,0.31748,0.49708
1997,First Stage of Tertiary Education,3rd Quintile,(1c) Basic Vocational Qualification,0.31106,59,149,0.23648,0.38564
1997,First Stage of Tertiary Education,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.43197,90,149,0.35217,0.51178
