year,bula_h,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43141,57,128,0.34527,0.51755
1996,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56859,71,128,0.48245,0.65473
1996,Bavaria,Primary Level,(1a) Inadequately completed,0.84872,53,53,0.75132,0.94611
1996,Bavaria,Lower Secondary Level,(1b) General Elementary School,0.80660,289,352,0.76528,0.84792
1996,Bavaria,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19340,63,352,0.15208,0.23472
1996,Bavaria,Upper Secondary Level,(1c) Basic Vocational Qualification,0.65804,548,829,0.62573,0.69035
1996,Bavaria,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.27437,227,829,0.24398,0.30476
1996,Bavaria,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06486,54,829,0.04808,0.08163
1996,Bavaria,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.32297,36,85,0.22297,0.42297
1996,Bavaria,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.40267,49,85,0.29779,0.50755
1996,Bavaria,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40273,68,173,0.32944,0.47603
1996,Bavaria,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59727,105,173,0.52397,0.67056
1996,Berlin,Lower Secondary Level,(1b) General Elementary School,0.71041,44,44,0.57484,0.84598
1996,Berlin,Upper Secondary Level,(1c) Basic Vocational Qualification,0.47579,100,219,0.40950,0.54209
1996,Berlin,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.46965,119,219,0.40340,0.53590
1996,Berlin,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45644,66,143,0.37451,0.53836
1996,Berlin,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54356,77,143,0.46164,0.62549
1996,Brandenburg,Lower Secondary Level,(1b) General Elementary School,0.62634,33,64,0.50688,0.74581
1996,Brandenburg,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.37366,31,64,0.25419,0.49312
1996,Brandenburg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.46375,126,295,0.40675,0.52076
1996,Brandenburg,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.49359,169,295,0.43644,0.55074
1996,Brandenburg,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.66841,103,144,0.59124,0.74557
1996,Brandenburg,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.33159,41,144,0.25443,0.40876
1996,Mecklenburg-Western Pomerania,Upper Secondary Level,(1c) Basic Vocational Qualification,0.44762,84,212,0.38053,0.51472
1996,Mecklenburg-Western Pomerania,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.51520,128,212,0.44776,0.58263
1996,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.66838,63,63,0.55119,0.78557
1996,Saxony,Pre-primary Level,(0) No qualification (yet),0.97572,31,31,0.92064,1.03080
1996,Saxony,Lower Secondary Level,(1b) General Elementary School,0.75340,72,114,0.67393,0.83288
1996,Saxony,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.24660,42,114,0.16712,0.32607
1996,Saxony,Upper Secondary Level,(1c) Basic Vocational Qualification,0.50611,276,589,0.46570,0.54652
1996,Saxony,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.45663,313,589,0.41637,0.49690
1996,Saxony,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.52841,37,37,0.36534,0.69148
1996,Saxony,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.59246,141,244,0.53068,0.65425
1996,Saxony,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.40754,103,244,0.34575,0.46932
1996,Saxony-Anhalt,Lower Secondary Level,(1b) General Elementary School,0.73266,49,49,0.60745,0.85786
1996,Saxony-Anhalt,Upper Secondary Level,(1c) Basic Vocational Qualification,0.55230,177,350,0.50013,0.60447
1996,Saxony-Anhalt,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.42228,173,350,0.37046,0.47410
1996,Saxony-Anhalt,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.57850,32,32,0.40466,0.75233
1996,Saxony-Anhalt,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.75193,105,145,0.68138,0.82247
1996,Saxony-Anhalt,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.24807,40,145,0.17753,0.31862
1996,Thuringa,Lower Secondary Level,(1b) General Elementary School,0.72272,40,40,0.58222,0.86322
1996,Thuringa,Upper Secondary Level,(1c) Basic Vocational Qualification,0.52898,192,396,0.47976,0.57821
1996,Thuringa,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.45347,204,396,0.40437,0.50256
1996,Thuringa,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.63755,79,117,0.55007,0.72503
1996,Thuringa,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.36245,38,117,0.27497,0.44993
1997,Schleswig-Holstein,Upper Secondary Level,(1c) Basic Vocational Qualification,0.62360,93,147,0.54501,0.70219
1997,Schleswig-Holstein,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.34399,54,147,0.26693,0.42104
1997,Hamburg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.59501,39,39,0.43893,0.75109
1997,Lower Saxony,Lower Secondary Level,(1b) General Elementary School,0.81851,170,214,0.76675,0.87027
1997,Lower Saxony,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18149,44,214,0.12973,0.23325
1997,Lower Saxony,Upper Secondary Level,(1c) Basic Vocational Qualification,0.61025,290,471,0.56616,0.65434
1997,Lower Saxony,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.33787,181,471,0.29511,0.38063
1997,Lower Saxony,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.74646,80,80,0.65053,0.84239
1997,Bremen,Upper Secondary Level,(1c) Basic Vocational Qualification,0.72219,35,35,0.57162,0.87275
1997,North Rhine-Westphalia,Primary Level,(1a) Inadequately completed,0.94133,112,112,0.89761,0.98505
1997,North Rhine-Westphalia,Lower Secondary Level,(1b) General Elementary School,0.80693,398,491,0.77198,0.84188
1997,North Rhine-Westphalia,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19307,93,491,0.15812,0.22802
1997,North Rhine-Westphalia,Upper Secondary Level,(1c) Basic Vocational Qualification,0.63058,738,1191,0.60316,0.65801
1997,North Rhine-Westphalia,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.27808,338,1191,0.25262,0.30354
1997,North Rhine-Westphalia,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.08121,115,1191,0.06569,0.09673
1997,North Rhine-Westphalia,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.41504,45,129,0.32968,0.50040
1997,North Rhine-Westphalia,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.27069,41,129,0.19372,0.34766
1997,North Rhine-Westphalia,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.30615,43,129,0.22631,0.38600
1997,North Rhine-Westphalia,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.34878,94,279,0.29276,0.40480
1997,North Rhine-Westphalia,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.65122,185,279,0.59520,0.70724
1997,Hesse,Primary Level,(1a) Inadequately completed,0.72883,48,48,0.60173,0.85593
1997,Hesse,Lower Secondary Level,(1b) General Elementary School,0.90759,163,163,0.86299,0.95219
1997,Hesse,Upper Secondary Level,(1c) Basic Vocational Qualification,0.61654,231,376,0.56733,0.66575
1997,Hesse,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30573,114,376,0.25910,0.35237
1997,Hesse,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06410,31,376,0.03931,0.08889
1997,Hesse,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38959,41,102,0.29448,0.48469
1997,Hesse,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61041,61,102,0.51531,0.70552
1997,"Rhineland-Palatinate, Saarland",Lower Secondary Level,(1b) General Elementary School,0.87906,169,169,0.82976,0.92837
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,(1c) Basic Vocational Qualification,0.73235,248,320,0.68377,0.78094
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.22304,72,320,0.17736,0.26872
1997,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60317,32,32,0.43095,0.77540
1997,Baden-Wuerttemberg,Primary Level,(1a) Inadequately completed,0.95533,143,143,0.92136,0.98931
1997,Baden-Wuerttemberg,Lower Secondary Level,(1b) General Elementary School,0.85589,356,414,0.82202,0.88977
1997,Baden-Wuerttemberg,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.14411,58,414,0.11023,0.17798
1997,Baden-Wuerttemberg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.66561,503,751,0.63185,0.69938
1997,Baden-Wuerttemberg,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.23344,170,751,0.20316,0.26371
1997,Baden-Wuerttemberg,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.09481,78,751,0.07384,0.11578
1997,Baden-Wuerttemberg,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.36837,37,76,0.25920,0.47754
1997,Baden-Wuerttemberg,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.34811,39,76,0.24029,0.45592
1997,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38411,52,123,0.29780,0.47042
1997,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61589,71,123,0.52958,0.70220
1997,Bavaria,Primary Level,(1a) Inadequately completed,0.88076,49,49,0.78907,0.97244
1997,Bavaria,Lower Secondary Level,(1b) General Elementary School,0.79512,279,343,0.75234,0.83789
1997,Bavaria,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.20488,64,343,0.16211,0.24766
1997,Bavaria,Upper Secondary Level,(1c) Basic Vocational Qualification,0.66122,529,805,0.62851,0.69394
1997,Bavaria,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.27292,227,805,0.24213,0.30372
1997,Bavaria,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06212,49,805,0.04544,0.07881
1997,Bavaria,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.32616,35,82,0.22406,0.42825
1997,Bavaria,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.36578,47,82,0.26088,0.47067
1997,Bavaria,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42551,69,173,0.35162,0.49940
1997,Bavaria,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57449,104,173,0.50060,0.64838
1997,Berlin,Lower Secondary Level,(1b) General Elementary School,0.74694,40,40,0.61049,0.88339
1997,Berlin,Upper Secondary Level,(1c) Basic Vocational Qualification,0.45167,91,204,0.38321,0.52013
1997,Berlin,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.48219,113,204,0.41346,0.55093
1997,Berlin,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46879,66,139,0.38553,0.55205
1997,Berlin,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53121,73,139,0.44795,0.61447
1997,Brandenburg,Lower Secondary Level,(1b) General Elementary School,0.66707,33,33,0.50379,0.83035
1997,Brandenburg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.48260,130,289,0.42489,0.54031
1997,Brandenburg,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.48102,159,289,0.42331,0.53873
1997,Brandenburg,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.65803,104,152,0.58237,0.73370
1997,Brandenburg,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.34197,48,152,0.26630,0.41763
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,(1c) Basic Vocational Qualification,0.41327,76,203,0.34536,0.48117
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.54185,127,203,0.47314,0.61056
1997,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.68296,61,61,0.56522,0.80070
1997,Saxony,Lower Secondary Level,(1b) General Elementary School,0.71223,71,115,0.62913,0.79534
1997,Saxony,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.28777,44,115,0.20466,0.37087
1997,Saxony,Upper Secondary Level,(1c) Basic Vocational Qualification,0.49978,266,601,0.45978,0.53979
1997,Saxony,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.45750,304,601,0.41763,0.49736
1997,Saxony,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03945,31,601,0.02388,0.05503
1997,Saxony,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.54066,37,37,0.37787,0.70346
1997,Saxony,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.57288,136,242,0.51043,0.63534
1997,Saxony,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.42712,106,242,0.36466,0.48957
1997,Saxony-Anhalt,Lower Secondary Level,(1b) General Elementary School,0.70787,48,48,0.57787,0.83788
1997,Saxony-Anhalt,Upper Secondary Level,(1c) Basic Vocational Qualification,0.55459,173,338,0.50153,0.60766
1997,Saxony-Anhalt,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.41964,165,338,0.36695,0.47233
1997,Saxony-Anhalt,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.56060,33,33,0.38863,0.73256
1997,Saxony-Anhalt,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.77715,104,140,0.70796,0.84633
1997,Saxony-Anhalt,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.22285,36,140,0.15367,0.29204
1997,Thuringa,Lower Secondary Level,(1b) General Elementary School,0.73829,37,37,0.59470,0.88188
1997,Thuringa,Upper Secondary Level,(1c) Basic Vocational Qualification,0.51670,186,391,0.46710,0.56630
1997,Thuringa,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.45898,205,391,0.40952,0.50844
1997,Thuringa,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.60402,76,120,0.51615,0.69189
1997,Thuringa,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.39598,44,120,0.30811,0.48385
1998,Schleswig-Holstein,Lower Secondary Level,(1b) General Elementary School,0.75056,33,33,0.60064,0.90048
1998,Schleswig-Holstein,Upper Secondary Level,(1c) Basic Vocational Qualification,0.57637,98,167,0.50120,0.65154
1998,Schleswig-Holstein,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.36257,69,167,0.28943,0.43570
1998,Hamburg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.59446,47,47,0.45257,0.73636
1998,Lower Saxony,Lower Secondary Level,(1b) General Elementary School,0.81676,178,228,0.76643,0.86708
1998,Lower Saxony,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18324,50,228,0.13292,0.23357
1998,Lower Saxony,Upper Secondary Level,(1c) Basic Vocational Qualification,0.57317,314,562,0.53224,0.61410
1998,Lower Saxony,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.36652,215,562,0.32664,0.40639
1998,Lower Saxony,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04811,33,562,0.03040,0.06582
1998,Lower Saxony,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42327,33,33,0.25208,0.59446
1998,Lower Saxony,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35293,42,130,0.27046,0.43540
1998,Lower Saxony,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64707,88,130,0.56460,0.72954
1998,Bremen,Upper Secondary Level,(1c) Basic Vocational Qualification,0.68649,33,33,0.52575,0.84723
1998,North Rhine-Westphalia,Pre-primary Level,(0) No qualification (yet),0.98602,67,67,0.95770,1.01435
1998,North Rhine-Westphalia,Primary Level,(1a) Inadequately completed,0.94583,116,116,0.90446,0.98720
1998,North Rhine-Westphalia,Lower Secondary Level,(1b) General Elementary School,0.82152,440,536,0.78907,0.85396
1998,North Rhine-Westphalia,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17848,96,536,0.14604,0.21093
1998,North Rhine-Westphalia,Upper Secondary Level,(1c) Basic Vocational Qualification,0.63113,813,1317,0.60506,0.65719
1998,North Rhine-Westphalia,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.27999,379,1317,0.25574,0.30425
1998,North Rhine-Westphalia,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07954,125,1317,0.06492,0.09415
1998,North Rhine-Westphalia,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.38431,55,161,0.30893,0.45968
1998,North Rhine-Westphalia,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.25076,48,161,0.18360,0.31793
1998,North Rhine-Westphalia,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.35838,58,161,0.28408,0.43269
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.34472,106,313,0.29198,0.39746
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.65528,207,313,0.60254,0.70802
1998,Hesse,Primary Level,(1a) Inadequately completed,0.74305,45,45,0.61394,0.87216
1998,Hesse,Lower Secondary Level,(1b) General Elementary School,0.90237,174,174,0.85814,0.94660
1998,Hesse,Upper Secondary Level,(1c) Basic Vocational Qualification,0.59510,251,417,0.54792,0.64227
1998,Hesse,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.29083,124,417,0.24719,0.33447
1998,Hesse,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.10068,42,417,0.07176,0.12959
1998,Hesse,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39931,47,118,0.31057,0.48806
1998,Hesse,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60069,71,118,0.51194,0.68943
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,(1b) General Elementary School,0.83828,184,216,0.78906,0.88750
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.16172,32,216,0.11250,0.21094
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,(1c) Basic Vocational Qualification,0.73860,283,367,0.69358,0.78361
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.22893,84,367,0.18588,0.27197
1998,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.65141,37,37,0.49574,0.80707
1998,Baden-Wuerttemberg,Primary Level,(1a) Inadequately completed,0.96982,121,121,0.93921,1.00043
1998,Baden-Wuerttemberg,Lower Secondary Level,(1b) General Elementary School,0.84071,383,448,0.80678,0.87463
1998,Baden-Wuerttemberg,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.15929,65,448,0.12537,0.19322
1998,Baden-Wuerttemberg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.64784,514,776,0.61421,0.68147
1998,Baden-Wuerttemberg,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.24176,179,776,0.21162,0.27190
1998,Baden-Wuerttemberg,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.10537,83,776,0.08376,0.12699
1998,Baden-Wuerttemberg,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.35737,37,74,0.24743,0.46730
1998,Baden-Wuerttemberg,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.35549,37,74,0.24568,0.46529
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38647,57,148,0.30775,0.46519
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61353,91,148,0.53481,0.69225
1998,Bavaria,Primary Level,(1a) Inadequately completed,0.88624,50,50,0.79734,0.97515
1998,Bavaria,Lower Secondary Level,(1b) General Elementary School,0.78539,310,387,0.74443,0.82635
1998,Bavaria,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.21461,77,387,0.17365,0.25557
1998,Bavaria,Upper Secondary Level,(1c) Basic Vocational Qualification,0.63591,583,891,0.60429,0.66752
1998,Bavaria,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.28262,252,891,0.25304,0.31221
1998,Bavaria,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07261,56,891,0.05556,0.08966
1998,Bavaria,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.32808,40,92,0.23161,0.42455
1998,Bavaria,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.37693,52,92,0.27736,0.47650
1998,Bavaria,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42877,84,198,0.35966,0.49788
1998,Bavaria,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57123,114,198,0.50212,0.64034
1998,Berlin,Lower Secondary Level,(1b) General Elementary School,0.71501,38,38,0.56956,0.86047
1998,Berlin,Upper Secondary Level,(1c) Basic Vocational Qualification,0.42593,85,200,0.35722,0.49463
1998,Berlin,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.48812,115,200,0.41867,0.55757
1998,Berlin,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42568,72,162,0.34931,0.50206
1998,Berlin,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57432,90,162,0.49794,0.65069
1998,Brandenburg,Lower Secondary Level,(1b) General Elementary School,0.68486,34,34,0.52635,0.84337
1998,Brandenburg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.45044,133,303,0.39433,0.50656
1998,Brandenburg,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.51025,170,303,0.45387,0.56663
1998,Brandenburg,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.66825,105,154,0.59364,0.74285
1998,Brandenburg,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.33175,49,154,0.25715,0.40636
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,(1c) Basic Vocational Qualification,0.41514,78,210,0.34833,0.48194
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.55010,132,210,0.48266,0.61755
1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.71995,67,67,0.61162,0.82828
1998,Saxony,Lower Secondary Level,(1b) General Elementary School,0.69921,72,119,0.61646,0.78195
1998,Saxony,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.30079,47,119,0.21805,0.38354
1998,Saxony,Upper Secondary Level,(1c) Basic Vocational Qualification,0.47476,272,622,0.43549,0.51404
1998,Saxony,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.48826,350,622,0.44894,0.52757
1998,Saxony,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.53577,38,38,0.37508,0.69647
1998,Saxony,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.59912,143,245,0.53763,0.66062
1998,Saxony,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.40088,102,245,0.33938,0.46237
1998,Saxony-Anhalt,Lower Secondary Level,(1b) General Elementary School,0.70926,54,54,0.58700,0.83151
1998,Saxony-Anhalt,Upper Secondary Level,(1c) Basic Vocational Qualification,0.54581,173,338,0.49265,0.59897
1998,Saxony-Anhalt,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.43007,165,338,0.37721,0.48293
1998,Saxony-Anhalt,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.55617,33,33,0.38403,0.72832
1998,Saxony-Anhalt,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.73464,106,150,0.66375,0.80554
1998,Saxony-Anhalt,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.26536,44,150,0.19446,0.33625
1998,Thuringa,Lower Secondary Level,(1b) General Elementary School,0.68316,36,70,0.57338,0.79293
1998,Thuringa,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.31684,34,70,0.20707,0.42662
1998,Thuringa,Upper Secondary Level,(1c) Basic Vocational Qualification,0.50961,200,424,0.46197,0.55725
1998,Thuringa,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.46664,224,424,0.41910,0.51419
1998,Thuringa,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.63100,85,132,0.54837,0.71363
1998,Thuringa,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.36900,47,132,0.28637,0.45163
1999,Schleswig-Holstein,Lower Secondary Level,(1b) General Elementary School,0.77436,31,31,0.62478,0.92394
1999,Schleswig-Holstein,Upper Secondary Level,(1c) Basic Vocational Qualification,0.56712,100,171,0.49264,0.64161
1999,Schleswig-Holstein,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.36799,71,171,0.29549,0.44049
1999,Hamburg,Upper Secondary Level,(1c) Basic Vocational Qualification,0.62099,45,45,0.47764,0.76434
1999,Lower Saxony,Lower Secondary Level,(1b) General Elementary School,0.77309,177,240,0.71999,0.82619
1999,Lower Saxony,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.22691,63,240,0.17381,0.28001
1999,Lower Saxony,Upper Secondary Level,(1c) Basic Vocational Qualification,0.57772,324,541,0.53606,0.61938
1999,Lower Saxony,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.36305,217,541,0.32249,0.40361
1999,Lower Saxony,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.36133,43,127,0.27745,0.44521
1999,Lower Saxony,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.63867,84,127,0.55479,0.72255
1999,North Rhine-Westphalia,Primary Level,(1a) Inadequately completed,0.95627,114,114,0.91856,0.99397
1999,North Rhine-Westphalia,Lower Secondary Level,(1b) General Elementary School,0.82324,409,500,0.78977,0.85671
1999,North Rhine-Westphalia,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17676,91,500,0.14329,0.21023
1999,North Rhine-Westphalia,Upper Secondary Level,(1c) Basic Vocational Qualification,0.63656,788,1286,0.61026,0.66286
1999,North Rhine-Westphalia,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.27772,379,1286,0.25323,0.30221
1999,North Rhine-Westphalia,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07580,119,1286,0.06132,0.09027
1999,North Rhine-Westphalia,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.39237,55,159,0.31624,0.46851
1999,North Rhine-Westphalia,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.24512,46,159,0.17805,0.31219
1999,North Rhine-Westphalia,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.35576,58,159,0.28111,0.43041
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.31890,102,309,0.26685,0.37095
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.68110,207,309,0.62905,0.73315
1999,Hesse,Primary Level,(1a) Inadequately completed,0.76053,40,40,0.62659,0.89447
1999,Hesse,Lower Secondary Level,(1b) General Elementary School,0.88642,160,191,0.84130,0.93154
1999,Hesse,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.11358,31,191,0.06846,0.15870
