year,sampreg,sex,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,West,male,(0) No qualification (yet),0.01467,98,4328,0.01109,0.01825
1997,West,male,(1a) Inadequately completed,0.01864,209,4328,0.01461,0.02266
1997,West,male,(1b) General Elementary School,0.08336,607,4328,0.07513,0.09160
1997,West,male,(1c) Basic Vocational Qualification,0.33447,1695,4328,0.32042,0.34853
1997,West,male,(2) Intermediate General/Vocational Qualification,0.13534,702,4328,0.12515,0.14553
1997,West,male,(2c_gen) General Maturity Certificate,0.03183,181,4328,0.02659,0.03706
1997,West,male,(2c_voc) Vocational Maturity Certificate,0.05060,252,4328,0.04407,0.05713
1997,West,male,(3a) Lower Tertiary Education,0.05008,227,4328,0.04358,0.05658
1997,West,male,(3b) Higher Tertiary Education,0.07306,357,4328,0.06531,0.08082
1997,West,female,(0) No qualification (yet),0.01556,109,4555,0.01197,0.01915
1997,West,female,(1a) Inadequately completed,0.02182,286,4555,0.01757,0.02606
1997,West,female,(1b) General Elementary School,0.19470,1056,4555,0.18320,0.20620
1997,West,female,(1c) Basic Vocational Qualification,0.24833,1263,4555,0.23578,0.26088
1997,West,female,(2) Intermediate General/Vocational Qualification,0.19392,1079,4555,0.18243,0.20540
1997,West,female,(2c_gen) General Maturity Certificate,0.02438,168,4555,0.01990,0.02886
1997,West,female,(2c_voc) Vocational Maturity Certificate,0.04632,248,4555,0.04022,0.05242
1997,West,female,(3a) Lower Tertiary Education,0.02027,113,4555,0.01617,0.02436
1997,West,female,(3b) Higher Tertiary Education,0.04631,233,4555,0.04021,0.05242
1997,East,male,(0) No qualification (yet),0.01866,55,1705,0.01224,0.02509
1997,East,male,(1b) General Elementary School,0.02042,52,1705,0.01371,0.02714
1997,East,male,(1c) Basic Vocational Qualification,0.24356,462,1705,0.22318,0.26394
1997,East,male,(2) Intermediate General/Vocational Qualification,0.29918,665,1705,0.27744,0.32092
1997,East,male,(2c_gen) General Maturity Certificate,0.01422,37,1705,0.00860,0.01984
1997,East,male,(2c_voc) Vocational Maturity Certificate,0.02485,50,1705,0.01746,0.03224
1997,East,male,(3a) Lower Tertiary Education,0.10201,204,1705,0.08764,0.11638
1997,East,male,(3b) Higher Tertiary Education,0.08756,180,1705,0.07414,0.10098
1997,East,female,(0) No qualification (yet),0.01576,50,1857,0.01009,0.02142
1997,East,female,(1b) General Elementary School,0.09532,165,1857,0.08196,0.10868
1997,East,female,(1c) Basic Vocational Qualification,0.25675,473,1857,0.23687,0.27662
1997,East,female,(2) Intermediate General/Vocational Qualification,0.25119,633,1857,0.23146,0.27092
1997,East,female,(2c_gen) General Maturity Certificate,0.01504,44,1857,0.00950,0.02058
1997,East,female,(2c_voc) Vocational Maturity Certificate,0.01391,39,1857,0.00858,0.01924
1997,East,female,(3a) Lower Tertiary Education,0.13373,329,1857,0.11824,0.14921
1997,East,female,(3b) Higher Tertiary Education,0.04882,124,1857,0.03902,0.05863
1998,West,male,(0) No qualification (yet),0.01490,110,4745,0.01146,0.01835
1998,West,male,(1a) Inadequately completed,0.01845,197,4745,0.01462,0.02228
1998,West,male,(1b) General Elementary School,0.08744,663,4745,0.07940,0.09548
1998,West,male,(1c) Basic Vocational Qualification,0.30879,1819,4745,0.29564,0.32194
1998,West,male,(2) Intermediate General/Vocational Qualification,0.13688,798,4745,0.12710,0.14666
1998,West,male,(2c_gen) General Maturity Certificate,0.03228,202,4745,0.02725,0.03731
1998,West,male,(2c_voc) Vocational Maturity Certificate,0.04752,274,4745,0.04146,0.05357
1998,West,male,(3a) Lower Tertiary Education,0.05058,270,4745,0.04435,0.05682
1998,West,male,(3b) Higher Tertiary Education,0.07180,412,4745,0.06446,0.07915
1998,West,female,(0) No qualification (yet),0.01564,114,5033,0.01221,0.01907
1998,West,female,(1a) Inadequately completed,0.02262,272,5033,0.01851,0.02672
1998,West,female,(1b) General Elementary School,0.18498,1146,5033,0.17425,0.19571
1998,West,female,(1c) Basic Vocational Qualification,0.23201,1386,5033,0.22035,0.24367
1998,West,female,(2) Intermediate General/Vocational Qualification,0.18457,1195,5033,0.17385,0.19529
1998,West,female,(2c_gen) General Maturity Certificate,0.02811,197,5033,0.02354,0.03268
1998,West,female,(2c_voc) Vocational Maturity Certificate,0.04893,304,5033,0.04297,0.05490
1998,West,female,(3a) Lower Tertiary Education,0.02138,138,5033,0.01739,0.02538
1998,West,female,(3b) Higher Tertiary Education,0.04781,281,5033,0.04191,0.05370
1998,East,male,(0) No qualification (yet),0.01583,51,1795,0.01005,0.02161
1998,East,male,(1b) General Elementary School,0.02419,63,1795,0.01708,0.03130
1998,East,male,(1c) Basic Vocational Qualification,0.23588,478,1795,0.21623,0.25552
1998,East,male,(2) Intermediate General/Vocational Qualification,0.30590,721,1795,0.28458,0.32722
1998,East,male,(2c_gen) General Maturity Certificate,0.01398,40,1795,0.00854,0.01941
1998,East,male,(2c_voc) Vocational Maturity Certificate,0.01961,45,1795,0.01320,0.02603
1998,East,male,(3a) Lower Tertiary Education,0.10230,213,1795,0.08828,0.11632
1998,East,male,(3b) Higher Tertiary Education,0.08235,184,1795,0.06963,0.09507
1998,East,female,(0) No qualification (yet),0.01744,55,1933,0.01161,0.02328
1998,East,female,(1b) General Elementary School,0.08716,163,1933,0.07459,0.09974
1998,East,female,(1c) Basic Vocational Qualification,0.23998,479,1933,0.22094,0.25903
1998,East,female,(2) Intermediate General/Vocational Qualification,0.26041,680,1933,0.24084,0.27998
1998,East,female,(2c_gen) General Maturity Certificate,0.01323,42,1933,0.00814,0.01833
1998,East,female,(2c_voc) Vocational Maturity Certificate,0.01505,43,1933,0.00962,0.02048
1998,East,female,(3a) Lower Tertiary Education,0.13115,342,1933,0.11610,0.14621
1998,East,female,(3b) Higher Tertiary Education,0.04780,129,1933,0.03828,0.05731
1999,West,male,(0) No qualification (yet),0.01572,108,4652,0.01215,0.01930
1999,West,male,(1a) Inadequately completed,0.01966,189,4652,0.01567,0.02365
1999,West,male,(1b) General Elementary School,0.08622,630,4652,0.07815,0.09429
1999,West,male,(1c) Basic Vocational Qualification,0.32823,1804,4652,0.31473,0.34173
1999,West,male,(2) Intermediate General/Vocational Qualification,0.14014,790,4652,0.13016,0.15012
1999,West,male,(2c_gen) General Maturity Certificate,0.03280,184,4652,0.02768,0.03792
1999,West,male,(2c_voc) Vocational Maturity Certificate,0.04686,263,4652,0.04079,0.05293
1999,West,male,(3a) Lower Tertiary Education,0.05155,265,4652,0.04520,0.05791
1999,West,male,(3b) Higher Tertiary Education,0.07501,419,4652,0.06744,0.08258
1999,West,female,(0) No qualification (yet),0.01486,106,4916,0.01148,0.01825
1999,West,female,(1a) Inadequately completed,0.02423,262,4916,0.01993,0.02853
1999,West,female,(1b) General Elementary School,0.18484,1088,4916,0.17399,0.19570
1999,West,female,(1c) Basic Vocational Qualification,0.24002,1349,4916,0.22808,0.25196
1999,West,female,(2) Intermediate General/Vocational Qualification,0.19285,1195,4916,0.18182,0.20389
1999,West,female,(2c_gen) General Maturity Certificate,0.02655,193,4916,0.02206,0.03105
1999,West,female,(2c_voc) Vocational Maturity Certificate,0.05206,305,4916,0.04585,0.05827
1999,West,female,(3a) Lower Tertiary Education,0.02265,138,4916,0.01849,0.02681
1999,West,female,(3b) Higher Tertiary Education,0.05080,280,4916,0.04466,0.05694
1999,East,male,(0) No qualification (yet),0.01656,50,1775,0.01062,0.02249
1999,East,male,(1b) General Elementary School,0.02448,60,1775,0.01729,0.03167
1999,East,male,(1c) Basic Vocational Qualification,0.23369,463,1775,0.21399,0.25338
1999,East,male,(2) Intermediate General/Vocational Qualification,0.32123,714,1775,0.29950,0.34296
1999,East,male,(2c_gen) General Maturity Certificate,0.01506,45,1775,0.00939,0.02073
1999,East,male,(2c_voc) Vocational Maturity Certificate,0.02418,49,1775,0.01703,0.03133
1999,East,male,(3a) Lower Tertiary Education,0.10350,213,1775,0.08932,0.11767
1999,East,male,(3b) Higher Tertiary Education,0.08141,181,1775,0.06869,0.09414
1999,East,female,(0) No qualification (yet),0.01890,52,1925,0.01282,0.02499
1999,East,female,(1b) General Elementary School,0.08506,162,1925,0.07259,0.09752
1999,East,female,(1c) Basic Vocational Qualification,0.24658,470,1925,0.22732,0.26584
1999,East,female,(2) Intermediate General/Vocational Qualification,0.26754,681,1925,0.24776,0.28733
1999,East,female,(2c_gen) General Maturity Certificate,0.01920,49,1925,0.01306,0.02533
1999,East,female,(2c_voc) Vocational Maturity Certificate,0.01602,48,1925,0.01041,0.02164
1999,East,female,(3a) Lower Tertiary Education,0.13141,333,1925,0.11632,0.14651
1999,East,female,(3b) Higher Tertiary Education,0.05023,130,1925,0.04047,0.05999
2000,West,male,(0) No qualification (yet),0.01404,174,8765,0.01157,0.01650
2000,West,male,(1a) Inadequately completed,0.01508,172,8765,0.01253,0.01763
2000,West,male,(1b) General Elementary School,0.06542,787,8765,0.06025,0.07060
2000,West,male,(1c) Basic Vocational Qualification,0.33458,3580,8765,0.32470,0.34446
2000,West,male,(2) Intermediate General/Vocational Qualification,0.14521,1571,8765,0.13783,0.15259
2000,West,male,(2c_gen) General Maturity Certificate,0.02690,290,8765,0.02351,0.03028
2000,West,male,(2c_voc) Vocational Maturity Certificate,0.06359,653,8765,0.05848,0.06870
2000,West,male,(3a) Lower Tertiary Education,0.06131,632,8765,0.05629,0.06633
2000,West,male,(3b) Higher Tertiary Education,0.08468,906,8765,0.07885,0.09051
2000,West,female,(0) No qualification (yet),0.01274,179,9444,0.01048,0.01500
2000,West,female,(1a) Inadequately completed,0.01746,231,9444,0.01482,0.02010
2000,West,female,(1b) General Elementary School,0.15893,1750,9444,0.15155,0.16630
2000,West,female,(1c) Basic Vocational Qualification,0.25280,2782,9444,0.24404,0.26157
2000,West,female,(2) Intermediate General/Vocational Qualification,0.20900,2460,9444,0.20080,0.21720
2000,West,female,(2c_gen) General Maturity Certificate,0.02705,330,9444,0.02378,0.03032
2000,West,female,(2c_voc) Vocational Maturity Certificate,0.06345,722,9444,0.05854,0.06837
2000,West,female,(3a) Lower Tertiary Education,0.02889,330,9444,0.02551,0.03227
2000,West,female,(3b) Higher Tertiary Education,0.05988,660,9444,0.05509,0.06466
2000,East,male,(0) No qualification (yet),0.01724,63,2785,0.01240,0.02207
2000,East,male,(1b) General Elementary School,0.02285,80,2785,0.01730,0.02840
2000,East,male,(1c) Basic Vocational Qualification,0.22618,704,2785,0.21064,0.24172
2000,East,male,(2) Intermediate General/Vocational Qualification,0.33733,1145,2785,0.31977,0.35490
2000,East,male,(2c_gen) General Maturity Certificate,0.01972,85,2785,0.01456,0.02489
2000,East,male,(2c_voc) Vocational Maturity Certificate,0.02877,87,2785,0.02256,0.03498
2000,East,male,(3a) Lower Tertiary Education,0.09214,305,2785,0.08139,0.10288
2000,East,male,(3b) Higher Tertiary Education,0.09354,316,2785,0.08272,0.10436
2000,East,female,(0) No qualification (yet),0.01876,79,3040,0.01393,0.02358
2000,East,female,(1b) General Elementary School,0.08460,249,3040,0.07470,0.09449
2000,East,female,(1c) Basic Vocational Qualification,0.24415,746,3040,0.22888,0.25942
2000,East,female,(2) Intermediate General/Vocational Qualification,0.28797,1116,3040,0.27187,0.30407
2000,East,female,(2c_gen) General Maturity Certificate,0.02059,94,3040,0.01554,0.02564
2000,East,female,(2c_voc) Vocational Maturity Certificate,0.02339,89,3040,0.01802,0.02876
2000,East,female,(3a) Lower Tertiary Education,0.11016,432,3040,0.09903,0.12129
2000,East,female,(3b) Higher Tertiary Education,0.06156,235,3040,0.05301,0.07010
2001,West,male,(0) No qualification (yet),0.01712,190,7855,0.01425,0.01999
2001,West,male,(1a) Inadequately completed,0.01261,130,7855,0.01014,0.01508
2001,West,male,(1b) General Elementary School,0.06243,671,7855,0.05708,0.06778
2001,West,male,(1c) Basic Vocational Qualification,0.32810,3143,7855,0.31772,0.33849
2001,West,male,(2) Intermediate General/Vocational Qualification,0.14916,1456,7855,0.14128,0.15704
2001,West,male,(2c_gen) General Maturity Certificate,0.02724,266,7855,0.02364,0.03084
2001,West,male,(2c_voc) Vocational Maturity Certificate,0.06432,604,7855,0.05889,0.06974
2001,West,male,(3a) Lower Tertiary Education,0.06218,569,7855,0.05684,0.06752
2001,West,male,(3b) Higher Tertiary Education,0.08565,826,7855,0.07946,0.09184
2001,West,female,(0) No qualification (yet),0.01377,195,8528,0.01130,0.01624
2001,West,female,(1a) Inadequately completed,0.01369,174,8528,0.01122,0.01615
2001,West,female,(1b) General Elementary School,0.15219,1509,8528,0.14456,0.15981
2001,West,female,(1c) Basic Vocational Qualification,0.25003,2467,8528,0.24084,0.25922
2001,West,female,(2) Intermediate General/Vocational Qualification,0.20952,2250,8528,0.20088,0.21816
2001,West,female,(2c_gen) General Maturity Certificate,0.02877,322,8528,0.02522,0.03231
2001,West,female,(2c_voc) Vocational Maturity Certificate,0.06539,678,8528,0.06014,0.07064
2001,West,female,(3a) Lower Tertiary Education,0.03118,325,8528,0.02749,0.03487
2001,West,female,(3b) Higher Tertiary Education,0.06262,608,8528,0.05748,0.06776
2001,East,male,(0) No qualification (yet),0.01964,67,2593,0.01430,0.02498
2001,East,male,(1b) General Elementary School,0.02592,78,2593,0.01981,0.03204
2001,East,male,(1c) Basic Vocational Qualification,0.22203,648,2593,0.20603,0.23803
2001,East,male,(2) Intermediate General/Vocational Qualification,0.33221,1037,2593,0.31407,0.35034
2001,East,male,(2c_gen) General Maturity Certificate,0.01890,81,2593,0.01365,0.02414
2001,East,male,(2c_voc) Vocational Maturity Certificate,0.03021,83,2593,0.02362,0.03680
2001,East,male,(3a) Lower Tertiary Education,0.09619,294,2593,0.08483,0.10754
2001,East,male,(3b) Higher Tertiary Education,0.10164,305,2593,0.09001,0.11327
2001,East,female,(0) No qualification (yet),0.01988,88,2793,0.01471,0.02506
2001,East,female,(1b) General Elementary School,0.08043,211,2793,0.07034,0.09052
2001,East,female,(1c) Basic Vocational Qualification,0.23795,663,2793,0.22215,0.25375
2001,East,female,(2) Intermediate General/Vocational Qualification,0.28734,1026,2793,0.27055,0.30413
2001,East,female,(2c_gen) General Maturity Certificate,0.02559,97,2793,0.01974,0.03145
2001,East,female,(2c_voc) Vocational Maturity Certificate,0.02446,85,2793,0.01873,0.03019
2001,East,female,(3a) Lower Tertiary Education,0.11425,405,2793,0.10245,0.12605
2001,East,female,(3b) Higher Tertiary Education,0.06260,218,2793,0.05361,0.07158
2002,West,male,(0) No qualification (yet),0.01748,221,8412,0.01468,0.02028
2002,West,male,(1a) Inadequately completed,0.01247,117,8412,0.01010,0.01484
2002,West,male,(1b) General Elementary School,0.06341,622,8412,0.05820,0.06862
2002,West,male,(1c) Basic Vocational Qualification,0.32772,2995,8412,0.31769,0.33776
2002,West,male,(2) Intermediate General/Vocational Qualification,0.15047,1547,8412,0.14283,0.15812
2002,West,male,(2c_gen) General Maturity Certificate,0.02910,336,8412,0.02550,0.03269
2002,West,male,(2c_voc) Vocational Maturity Certificate,0.06163,633,8412,0.05649,0.06677
2002,West,male,(3a) Lower Tertiary Education,0.06082,694,8412,0.05571,0.06592
2002,West,male,(3b) Higher Tertiary Education,0.08273,1247,8412,0.07684,0.08862
2002,West,female,(0) No qualification (yet),0.01542,239,9030,0.01288,0.01797
2002,West,female,(1a) Inadequately completed,0.01423,158,9030,0.01179,0.01667
2002,West,female,(1b) General Elementary School,0.15084,1395,9030,0.14346,0.15822
2002,West,female,(1c) Basic Vocational Qualification,0.25046,2402,9030,0.24152,0.25940
2002,West,female,(2) Intermediate General/Vocational Qualification,0.21105,2414,9030,0.20264,0.21947
2002,West,female,(2c_gen) General Maturity Certificate,0.02772,357,9030,0.02434,0.03111
2002,West,female,(2c_voc) Vocational Maturity Certificate,0.06776,770,9030,0.06258,0.07294
2002,West,female,(3a) Lower Tertiary Education,0.03098,414,9030,0.02740,0.03455
2002,West,female,(3b) Higher Tertiary Education,0.05883,881,9030,0.05398,0.06369
2002,East,male,(0) No qualification (yet),0.02147,76,2596,0.01589,0.02704
2002,East,male,(1b) General Elementary School,0.02431,70,2596,0.01838,0.03024
2002,East,male,(1c) Basic Vocational Qualification,0.21897,608,2596,0.20306,0.23488
2002,East,male,(2) Intermediate General/Vocational Qualification,0.34666,1010,2596,0.32835,0.36497
2002,East,male,(2c_gen) General Maturity Certificate,0.01801,83,2596,0.01289,0.02312
2002,East,male,(2c_voc) Vocational Maturity Certificate,0.03080,88,2596,0.02415,0.03745
2002,East,male,(3a) Lower Tertiary Education,0.09392,297,2596,0.08270,0.10515
2002,East,male,(3b) Higher Tertiary Education,0.09728,364,2596,0.08588,0.10868
2002,East,female,(0) No qualification (yet),0.01796,77,2761,0.01300,0.02291
2002,East,female,(1b) General Elementary School,0.07895,191,2761,0.06889,0.08902
2002,East,female,(1c) Basic Vocational Qualification,0.23636,636,2761,0.22051,0.25221
2002,East,female,(2) Intermediate General/Vocational Qualification,0.29826,1012,2761,0.28119,0.31533
2002,East,female,(2c_gen) General Maturity Certificate,0.02473,92,2761,0.01893,0.03052
2002,East,female,(2c_voc) Vocational Maturity Certificate,0.02517,91,2761,0.01932,0.03101
2002,East,female,(3a) Lower Tertiary Education,0.10761,396,2761,0.09605,0.11917
2002,East,female,(3b) Higher Tertiary Education,0.06401,266,2761,0.05488,0.07315
2003,West,male,(0) No qualification (yet),0.01859,232,7993,0.01562,0.02155
2003,West,male,(1a) Inadequately completed,0.01305,106,7993,0.01056,0.01553
2003,West,male,(1b) General Elementary School,0.06550,601,7993,0.06008,0.07093
2003,West,male,(1c) Basic Vocational Qualification,0.31867,2828,7993,0.30845,0.32889
2003,West,male,(2) Intermediate General/Vocational Qualification,0.15294,1482,7993,0.14505,0.16084
2003,West,male,(2c_gen) General Maturity Certificate,0.02951,321,7993,0.02580,0.03322
2003,West,male,(2c_voc) Vocational Maturity Certificate,0.06301,616,7993,0.05768,0.06833
2003,West,male,(3a) Lower Tertiary Education,0.06081,645,7993,0.05557,0.06605
2003,West,male,(3b) Higher Tertiary Education,0.08403,1162,7993,0.07795,0.09011
2003,West,female,(0) No qualification (yet),0.01427,224,8619,0.01176,0.01677
2003,West,female,(1a) Inadequately completed,0.01496,152,8619,0.01240,0.01752
2003,West,female,(1b) General Elementary School,0.14607,1297,8619,0.13862,0.15353
2003,West,female,(1c) Basic Vocational Qualification,0.24718,2290,8619,0.23807,0.25629
2003,West,female,(2) Intermediate General/Vocational Qualification,0.20791,2300,8619,0.19934,0.21648
2003,West,female,(2c_gen) General Maturity Certificate,0.02604,344,8619,0.02268,0.02940
2003,West,female,(2c_voc) Vocational Maturity Certificate,0.07068,757,8619,0.06527,0.07609
2003,West,female,(3a) Lower Tertiary Education,0.03206,394,8619,0.02834,0.03578
2003,West,female,(3b) Higher Tertiary Education,0.06355,861,8619,0.05840,0.06870
2003,East,male,(0) No qualification (yet),0.01719,70,2534,0.01213,0.02225
2003,East,male,(1b) General Elementary School,0.02318,63,2534,0.01732,0.02904
2003,East,male,(1c) Basic Vocational Qualification,0.21471,591,2534,0.19872,0.23070
2003,East,male,(2) Intermediate General/Vocational Qualification,0.35069,990,2534,0.33211,0.36928
2003,East,male,(2c_gen) General Maturity Certificate,0.02138,82,2534,0.01575,0.02701
2003,East,male,(2c_voc) Vocational Maturity Certificate,0.02855,87,2534,0.02207,0.03504
2003,East,male,(3a) Lower Tertiary Education,0.09428,296,2534,0.08290,0.10566
2003,East,male,(3b) Higher Tertiary Education,0.09760,355,2534,0.08605,0.10916
2003,East,female,(0) No qualification (yet),0.02338,92,2724,0.01771,0.02906
2003,East,female,(1b) General Elementary School,0.07662,187,2724,0.06663,0.08661
2003,East,female,(1c) Basic Vocational Qualification,0.22626,601,2724,0.21054,0.24197
2003,East,female,(2) Intermediate General/Vocational Qualification,0.30965,1006,2724,0.29228,0.32701
2003,East,female,(2c_gen) General Maturity Certificate,0.02525,94,2724,0.01936,0.03115
2003,East,female,(2c_voc) Vocational Maturity Certificate,0.02795,103,2724,0.02176,0.03414
2003,East,female,(3a) Lower Tertiary Education,0.11047,389,2724,0.09870,0.12224
2003,East,female,(3b) Higher Tertiary Education,0.06233,252,2724,0.05325,0.07141
2004,West,male,(0) No qualification (yet),0.02073,235,7753,0.01756,0.02390
2004,West,male,(1a) Inadequately completed,0.01354,101,7753,0.01096,0.01611
2004,West,male,(1b) General Elementary School,0.06401,556,7753,0.05856,0.06946
2004,West,male,(1c) Basic Vocational Qualification,0.31720,2710,7753,0.30684,0.32756
2004,West,male,(2) Intermediate General/Vocational Qualification,0.15296,1446,7753,0.14494,0.16097
2004,West,male,(2c_gen) General Maturity Certificate,0.02829,312,7753,0.02460,0.03198
2004,West,male,(2c_voc) Vocational Maturity Certificate,0.06420,605,7753,0.05875,0.06966
2004,West,male,(3a) Lower Tertiary Education,0.06142,637,7753,0.05608,0.06677
2004,West,male,(3b) Higher Tertiary Education,0.08529,1151,7753,0.07907,0.09150
2004,West,female,(0) No qualification (yet),0.01620,240,8386,0.01350,0.01891
2004,West,female,(1a) Inadequately completed,0.01548,147,8386,0.01284,0.01813
2004,West,female,(1b) General Elementary School,0.14744,1234,8386,0.13985,0.15503
2004,West,female,(1c) Basic Vocational Qualification,0.24625,2200,8386,0.23703,0.25547
2004,West,female,(2) Intermediate General/Vocational Qualification,0.20758,2247,8386,0.19890,0.21626
2004,West,female,(2c_gen) General Maturity Certificate,0.02532,331,8386,0.02196,0.02868
2004,West,female,(2c_voc) Vocational Maturity Certificate,0.07085,756,8386,0.06536,0.07635
2004,West,female,(3a) Lower Tertiary Education,0.03310,394,8386,0.02927,0.03693
2004,West,female,(3b) Higher Tertiary Education,0.06159,837,8386,0.05644,0.06673
2004,East,male,(0) No qualification (yet),0.01814,75,2448,0.01285,0.02342
2004,East,male,(1b) General Elementary School,0.02709,58,2448,0.02065,0.03352
2004,East,male,(1c) Basic Vocational Qualification,0.21520,572,2448,0.19892,0.23149
2004,East,male,(2) Intermediate General/Vocational Qualification,0.34678,943,2448,0.32792,0.36564
2004,East,male,(2c_gen) General Maturity Certificate,0.02163,79,2448,0.01587,0.02740
2004,East,male,(2c_voc) Vocational Maturity Certificate,0.03081,91,2448,0.02396,0.03766
2004,East,male,(3a) Lower Tertiary Education,0.09224,283,2448,0.08077,0.10370
2004,East,male,(3b) Higher Tertiary Education,0.09912,347,2448,0.08728,0.11096
2004,East,female,(0) No qualification (yet),0.02246,91,2681,0.01685,0.02807
2004,East,female,(1b) General Elementary School,0.06922,161,2681,0.05961,0.07883
2004,East,female,(1c) Basic Vocational Qualification,0.22354,582,2681,0.20777,0.23931
2004,East,female,(2) Intermediate General/Vocational Qualification,0.31387,983,2681,0.29630,0.33144
2004,East,female,(2c_gen) General Maturity Certificate,0.02873,109,2681,0.02241,0.03505
2004,East,female,(2c_voc) Vocational Maturity Certificate,0.03175,109,2681,0.02511,0.03838
2004,East,female,(3a) Lower Tertiary Education,0.11106,395,2681,0.09916,0.12295
2004,East,female,(3b) Higher Tertiary Education,0.06253,251,2681,0.05336,0.07169
2005,West,male,(0) No qualification (yet),0.02185,248,7335,0.01850,0.02520
2005,West,male,(1a) Inadequately completed,0.01469,96,7335,0.01194,0.01744
2005,West,male,(1b) General Elementary School,0.06434,514,7335,0.05873,0.06996
2005,West,male,(1c) Basic Vocational Qualification,0.30947,2554,7335,0.29889,0.32005
2005,West,male,(2) Intermediate General/Vocational Qualification,0.15926,1380,7335,0.15089,0.16763
2005,West,male,(2c_gen) General Maturity Certificate,0.02837,281,7335,0.02457,0.03217
2005,West,male,(2c_voc) Vocational Maturity Certificate,0.06368,566,7335,0.05809,0.06927
2005,West,male,(3a) Lower Tertiary Education,0.05917,608,7335,0.05377,0.06457
2005,West,male,(3b) Higher Tertiary Education,0.08618,1088,7335,0.07976,0.09261
2005,West,female,(0) No qualification (yet),0.02042,259,8032,0.01733,0.02351
2005,West,female,(1a) Inadequately completed,0.01548,135,8032,0.01278,0.01818
2005,West,female,(1b) General Elementary School,0.13888,1135,8032,0.13131,0.14644
2005,West,female,(1c) Basic Vocational Qualification,0.24231,2078,8032,0.23294,0.25169
2005,West,female,(2) Intermediate General/Vocational Qualification,0.21171,2158,8032,0.20277,0.22064
2005,West,female,(2c_gen) General Maturity Certificate,0.02611,316,8032,0.02262,0.02960
2005,West,female,(2c_voc) Vocational Maturity Certificate,0.07229,734,8032,0.06662,0.07795
2005,West,female,(3a) Lower Tertiary Education,0.03338,385,8032,0.02945,0.03731
2005,West,female,(3b) Higher Tertiary Education,0.06676,832,8032,0.06130,0.07222
2005,East,male,(0) No qualification (yet),0.01840,65,2358,0.01298,0.02383
2005,East,male,(1b) General Elementary School,0.02630,58,2358,0.01984,0.03276
2005,East,male,(1c) Basic Vocational Qualification,0.20023,534,2358,0.18407,0.21638
2005,East,male,(2) Intermediate General/Vocational Qualification,0.35252,909,2358,0.33324,0.37181
2005,East,male,(2c_gen) General Maturity Certificate,0.02206,78,2358,0.01613,0.02799
2005,East,male,(2c_voc) Vocational Maturity Certificate,0.03687,101,2358,0.02927,0.04448
2005,East,male,(3a) Lower Tertiary Education,0.08979,274,2358,0.07825,0.10133
2005,East,male,(3b) Higher Tertiary Education,0.10066,339,2358,0.08851,0.11280
2005,East,female,(0) No qualification (yet),0.02471,82,2568,0.01870,0.03071
2005,East,female,(1b) General Elementary School,0.06840,150,2568,0.05864,0.07817
2005,East,female,(1c) Basic Vocational Qualification,0.21281,548,2568,0.19697,0.22864
2005,East,female,(2) Intermediate General/Vocational Qualification,0.31300,935,2568,0.29506,0.33094
2005,East,female,(2c_gen) General Maturity Certificate,0.03153,103,2568,0.02477,0.03829
2005,East,female,(2c_voc) Vocational Maturity Certificate,0.03518,110,2568,0.02806,0.04231
2005,East,female,(3a) Lower Tertiary Education,0.11370,385,2568,0.10142,0.12598
2005,East,female,(3b) Higher Tertiary Education,0.06390,255,2568,0.05443,0.07336
2006,West,male,(0) No qualification (yet),0.02161,257,7876,0.01840,0.02482
2006,West,male,(1a) Inadequately completed,0.01364,89,7876,0.01108,0.01620
2006,West,male,(1b) General Elementary School,0.06286,524,7876,0.05750,0.06823
2006,West,male,(1c) Basic Vocational Qualification,0.30143,2754,7876,0.29130,0.31157
2006,West,male,(2) Intermediate General/Vocational Qualification,0.15623,1474,7876,0.14821,0.16425
2006,West,male,(2c_gen) General Maturity Certificate,0.02847,278,7876,0.02479,0.03214
2006,West,male,(2c_voc) Vocational Maturity Certificate,0.06459,598,7876,0.05916,0.07002
2006,West,male,(3a) Lower Tertiary Education,0.06118,696,7876,0.05589,0.06647
2006,West,male,(3b) Higher Tertiary Education,0.09638,1206,7876,0.08987,0.10290
2006,West,female,(0) No qualification (yet),0.01686,246,8687,0.01415,0.01956
2006,West,female,(1a) Inadequately completed,0.01495,129,8687,0.01240,0.01750
2006,West,female,(1b) General Elementary School,0.13659,1218,8687,0.12937,0.14381
2006,West,female,(1c) Basic Vocational Qualification,0.23309,2245,8687,0.22420,0.24198
2006,West,female,(2) Intermediate General/Vocational Qualification,0.21385,2339,8687,0.20523,0.22247
2006,West,female,(2c_gen) General Maturity Certificate,0.03030,363,8687,0.02669,0.03390
2006,West,female,(2c_voc) Vocational Maturity Certificate,0.07329,804,8687,0.06781,0.07877
2006,West,female,(3a) Lower Tertiary Education,0.03552,428,8687,0.03163,0.03941
2006,West,female,(3b) Higher Tertiary Education,0.07079,915,8687,0.06539,0.07618
2006,East,male,(0) No qualification (yet),0.01877,74,2517,0.01347,0.02408
2006,East,male,(1b) General Elementary School,0.03237,68,2517,0.02545,0.03928
2006,East,male,(1c) Basic Vocational Qualification,0.20001,584,2517,0.18438,0.21564
2006,East,male,(2) Intermediate General/Vocational Qualification,0.35142,956,2517,0.33276,0.37007
