"pgcasmin","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"(1c) basic vocational qualification","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","369","0.188835688571232","0.170142925430656","0.207528451711808"
"(2b) intermediate general qualification","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","176","0.110753155255024","0.0944989476535159","0.127007362856533"
"(2b) intermediate general qualification","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","1315","0.811164311428768","0.792471548288192","0.829857074569344"
"(2a) intermediate vocational","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1256","0.889246844744976","0.872992637143467","0.905501052346484"
"(2a) intermediate vocational","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","340","0.409825100676619","0.375487129898563","0.444163071454674"
"(2c_gen) general maturity certificate","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","43","0.325562028907669","0.240655118133195","0.410468939682142"
"(2c_gen) general maturity certificate","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","448","0.590174899323381","0.555836928545326","0.624512870101437"
"(2c_voc) vocational maturity certificate","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","74","0.674437971092331","0.589531060317858","0.759344881866804"
"(2c_voc) vocational maturity certificate","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","261","0.34993952801405","0.315552135009417","0.384326921018682"
"(3a) lower tertiary education","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","610","0.653830324651824","0.623105082385456","0.684555566918192"
"(3b) higher tertiary education","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","478","0.65006047198595","0.615673078981317","0.684447864990583"
"(3b) higher tertiary education","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","311","0.346169675348176","0.315444433081808","0.376894917614544"
"(0) in school","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","128","0.300181564906907","0.267912830106511","0.332450299707304"
"(0) in school","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","647","0.699818435093093","0.667549700292696","0.732087169893489"
"(1a) inadequately completed","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","80","0.991011584468907","0.970458049892981","1.01156511904483"
"(1a) inadequately completed","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1946","0.34234310298188","0.329258911206025","0.355427294757735"
"(1b) general elementary school","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","261","0.214756819500864","0.192761343192181","0.236752295809547"
"(1b) general elementary school","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3106","0.65765689701812","0.644572705242265","0.670741088793975"
"(1c) basic vocational qualification","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1078","0.785243180499136","0.763247704190453","0.807238656807819"
"(1c) basic vocational qualification","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","354","0.181009511351204","0.162781772019602","0.199237250682806"
"(2b) intermediate general qualification","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","168","0.112189995779732","0.0956344895516703","0.128745502007794"
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","1360","0.818990488648796","0.800762749317194","0.837218227980398"
"(2a) intermediate vocational","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1228","0.887810004220268","0.871254497992206","0.90436551044833"
"(2a) intermediate vocational","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","354","0.408277731328909","0.374111165417672","0.442444297240146"
"(2c_gen) general maturity certificate","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","50","0.340318817726438","0.257256678050013","0.423380957402863"
"(2c_gen) general maturity certificate","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","441","0.591722268671091","0.557555702759854","0.625888834582327"
"(2c_voc) vocational maturity certificate","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","75","0.659681182273562","0.576619042597137","0.742743321949987"
"(2c_voc) vocational maturity certificate","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","274","0.352013151064204","0.318169289199917","0.385857012928492"
"(3a) lower tertiary education","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","575","0.64527326369938","0.613573000977567","0.676973526421193"
"(3b) higher tertiary education","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","491","0.647986848935795","0.614142987071508","0.681830710800083"
"(3b) higher tertiary education","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","300","0.35472673630062","0.323026473578807","0.386426999022433"
"(0) in school","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","158","0.354723301799174","0.32055145479417","0.388895148804178"
"(0) in school","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","47","0.418514979302083","0.322306760706109","0.514723197898057"
"(0) in school","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","595","0.645276698200826","0.611104851195822","0.679448545205829"
"(1a) inadequately completed","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","54","0.581485020697917","0.485276802101943","0.677693239293891"
"(1a) inadequately completed","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1820","0.334370252206954","0.321102595768","0.347637908645907"
"(1b) general elementary school","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","249","0.213926748574645","0.191531586288417","0.236321910860874"
"(1b) general elementary school","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3037","0.665629747793046","0.652362091354093","0.678897404232"
"(1c) basic vocational qualification","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1039","0.786073251425355","0.763678089139126","0.808468413711583"
"(1c) basic vocational qualification","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","311","0.165683966470939","0.147926435376501","0.183441497565377"
"(2b) intermediate general qualification","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","159","0.104683909654263","0.0885021813971831","0.120865637911342"
"(2b) intermediate general qualification","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","1373","0.834316033529061","0.816558502434623","0.852073564623499"
"(2a) intermediate vocational","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1216","0.895316090345737","0.879134362088658","0.911497818602817"
"(2a) intermediate vocational","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","348","0.40747208157069","0.373251385573343","0.441692777568037"
"(2c_gen) general maturity certificate","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","59","0.34425776043693","0.265271938786497","0.423243582087363"
"(2c_gen) general maturity certificate","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","444","0.59252791842931","0.558307222431963","0.626748614426657"
"(2c_voc) vocational maturity certificate","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","80","0.65574223956307","0.576756417912637","0.734728061213503"
"(2c_voc) vocational maturity certificate","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","293","0.3532695969436","0.320064379583527","0.386474814303673"
"(3a) lower tertiary education","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","559","0.637950603495095","0.60583054661724","0.67007066037295"
"(3b) higher tertiary education","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
