"pgcasmin","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"(2b) intermediate general qualification","1990","66 und älter","AkademikerInnen","","","",""
"(2a) intermediate vocational","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1990","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1990","16-34 Jahre alt","Realschulabschluss","1500","0.76129768781273","0.742328322758753","0.780267052866708"
"(2a) intermediate vocational","1990","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1990","16-34 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1990","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1990","35-65 Jahre alt","Realschulabschluss","1001","0.916625866013572","0.900069497755459","0.933182234271684"
"(2a) intermediate vocational","1990","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1990","35-65 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","1990","66 und älter","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1990","66 und älter","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1990","66 und älter","Realschulabschluss","161","0.815796964029021","0.761527005509711","0.870066922548332"
"(2a) intermediate vocational","1990","66 und älter","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1990","66 und älter","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1990","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1990","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1990","16-34 Jahre alt","(Fach-)Abitur","336","0.544234064123205","0.504581107869318","0.583887020377093"
"(2c_gen) general maturity certificate","1990","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1990","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1990","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1990","35-65 Jahre alt","(Fach-)Abitur","47","0.152106700874035","0.105994600399128","0.198218801348943"
"(2c_gen) general maturity certificate","1990","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1990","66 und älter","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1990","66 und älter","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1990","66 und älter","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1990","66 und älter","(Fach-)Abitur","","","",""
"(2c_gen) general maturity certificate","1990","66 und älter","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1990","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1990","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1990","16-34 Jahre alt","(Fach-)Abitur","270","0.455765935876795","0.416112979622907","0.495418892130682"
"(2c_voc) vocational maturity certificate","1990","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1990","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1990","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1990","35-65 Jahre alt","(Fach-)Abitur","186","0.847893299125965","0.801781198651057","0.894005399600872"
"(2c_voc) vocational maturity certificate","1990","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1990","66 und älter","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1990","66 und älter","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1990","66 und älter","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1990","66 und älter","(Fach-)Abitur","41","0.808603958472087","0.696134767976095","0.921073148968078"
"(2c_voc) vocational maturity certificate","1990","66 und älter","AkademikerInnen","","","",""
"(3a) lower tertiary education","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1990","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1990","16-34 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","1990","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1990","16-34 Jahre alt","AkademikerInnen","295","0.480495051580295","0.437593941147078","0.523396162013513"
"(3a) lower tertiary education","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1990","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1990","35-65 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","1990","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1990","35-65 Jahre alt","AkademikerInnen","535","0.446519544407935","0.416704610838988","0.476334477976882"
"(3a) lower tertiary education","1990","66 und älter","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1990","66 und älter","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1990","66 und älter","Realschulabschluss","","","",""
"(3a) lower tertiary education","1990","66 und älter","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1990","66 und älter","AkademikerInnen","63","0.508855159312901","0.415004630014203","0.6027056886116"
"(3b) higher tertiary education","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1990","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1990","16-34 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","1990","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1990","16-34 Jahre alt","AkademikerInnen","226","0.519504948419705","0.476603837986487","0.562406058852922"
"(3b) higher tertiary education","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1990","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1990","35-65 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","1990","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1990","35-65 Jahre alt","AkademikerInnen","533","0.553480455592065","0.523665522023118","0.583295389161012"
"(3b) higher tertiary education","1990","66 und älter","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1990","66 und älter","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1990","66 und älter","Realschulabschluss","","","",""
"(3b) higher tertiary education","1990","66 und älter","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1990","66 und älter","AkademikerInnen","46","0.491144840687099","0.3972943113884","0.584995369985797"
"(0) in school","1991","16-34 Jahre alt","(noch) kein Abschluss","153","0.580143812919329","0.529091082053883","0.631196543784774"
"(0) in school","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"(0) in school","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"(0) in school","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(0) in school","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"(0) in school","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"(0) in school","1991","66 und älter","(noch) kein Abschluss","","","",""
"(0) in school","1991","66 und älter","Hauptschulabschluss","","","",""
"(0) in school","1991","66 und älter","Realschulabschluss","","","",""
"(0) in school","1991","66 und älter","(Fach-)Abitur","","","",""
"(0) in school","1991","66 und älter","AkademikerInnen","","","",""
"(1a) inadequately completed","1991","16-34 Jahre alt","(noch) kein Abschluss","206","0.419856187080671","0.368803456215226","0.470908917946117"
"(1a) inadequately completed","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","1991","35-65 Jahre alt","(noch) kein Abschluss","501","1","1","1"
"(1a) inadequately completed","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","1991","66 und älter","(noch) kein Abschluss","","","",""
"(1a) inadequately completed","1991","66 und älter","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1991","66 und älter","Realschulabschluss","","","",""
"(1a) inadequately completed","1991","66 und älter","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1991","66 und älter","AkademikerInnen","","","",""
"(1b) general elementary school","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1991","16-34 Jahre alt","Hauptschulabschluss","666","0.317424448881038","0.295355959252657","0.33949293850942"
"(1b) general elementary school","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1991","35-65 Jahre alt","Hauptschulabschluss","1234","0.284288159248797","0.270307718095106","0.298268600402489"
"(1b) general elementary school","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","1991","66 und älter","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1991","66 und älter","Hauptschulabschluss","474","0.435223412798203","0.405951455616066","0.464495369980339"
"(1b) general elementary school","1991","66 und älter","Realschulabschluss","","","",""
"(1b) general elementary school","1991","66 und älter","(Fach-)Abitur","","","",""
"(1b) general elementary school","1991","66 und älter","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1991","16-34 Jahre alt","Hauptschulabschluss","1043","0.682575551118962","0.66050706149058","0.704644040747343"
"(1c) basic vocational qualification","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1991","35-65 Jahre alt","Hauptschulabschluss","2765","0.715711840751203","0.701731399597511","0.729692281904894"
"(1c) basic vocational qualification","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1991","66 und älter","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1991","66 und älter","Hauptschulabschluss","628","0.564776587201797","0.535504630019661","0.594048544383934"
"(1c) basic vocational qualification","1991","66 und älter","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1991","66 und älter","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1991","66 und älter","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1991","16-34 Jahre alt","Realschulabschluss","430","0.226083065667527","0.207063244560617","0.245102886774437"
"(2b) intermediate general qualification","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1991","35-65 Jahre alt","Realschulabschluss","72","0.0820499866689893","0.0659050860779554","0.0981948872600232"
"(2b) intermediate general qualification","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1991","66 und älter","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1991","66 und älter","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1991","66 und älter","Realschulabschluss","34","0.181853994657476","0.127151360842319","0.236556628472633"
"(2b) intermediate general qualification","1991","66 und älter","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1991","66 und älter","AkademikerInnen","","","",""
"(2a) intermediate vocational","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1991","16-34 Jahre alt","Realschulabschluss","1428","0.773916934332473","0.754897113225563","0.792936755439383"
"(2a) intermediate vocational","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1991","35-65 Jahre alt","Realschulabschluss","1038","0.917950013331011","0.901805112739977","0.934094913922045"
"(2a) intermediate vocational","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","1991","66 und älter","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1991","66 und älter","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1991","66 und älter","Realschulabschluss","157","0.818146005342524","0.763443371527367","0.872848639157681"
"(2a) intermediate vocational","1991","66 und älter","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1991","66 und älter","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1991","16-34 Jahre alt","(Fach-)Abitur","335","0.527571122537534","0.487953181666145","0.567189063408924"
"(2c_gen) general maturity certificate","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1991","35-65 Jahre alt","(Fach-)Abitur","48","0.15882643146421","0.112583360430838","0.205069502497582"
"(2c_gen) general maturity certificate","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1991","66 und älter","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1991","66 und älter","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1991","66 und älter","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1991","66 und älter","(Fach-)Abitur","","","",""
"(2c_gen) general maturity certificate","1991","66 und älter","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1991","16-34 Jahre alt","(Fach-)Abitur","275","0.472428877462466","0.432810936591076","0.512046818333855"
"(2c_voc) vocational maturity certificate","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1991","35-65 Jahre alt","(Fach-)Abitur","192","0.84117356853579","0.794930497502418","0.887416639569162"
"(2c_voc) vocational maturity certificate","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1991","66 und älter","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1991","66 und älter","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1991","66 und älter","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1991","66 und älter","(Fach-)Abitur","40","0.853458567308488","0.75126098708301","0.955656147533966"
"(2c_voc) vocational maturity certificate","1991","66 und älter","AkademikerInnen","","","",""
"(3a) lower tertiary education","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1991","16-34 Jahre alt","AkademikerInnen","273","0.497268956706556","0.4523993330112","0.542138580401912"
"(3a) lower tertiary education","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1991","35-65 Jahre alt","AkademikerInnen","554","0.448846262966266","0.41937324457705","0.478319281355482"
"(3a) lower tertiary education","1991","66 und älter","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1991","66 und älter","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1991","66 und älter","Realschulabschluss","","","",""
"(3a) lower tertiary education","1991","66 und älter","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1991","66 und älter","AkademikerInnen","63","0.484591849581884","0.392446682262687","0.576737016901081"
"(3b) higher tertiary education","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1991","16-34 Jahre alt","AkademikerInnen","204","0.502731043293444","0.457861419598088","0.5476006669888"
"(3b) higher tertiary education","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1991","35-65 Jahre alt","AkademikerInnen","540","0.551153737033734","0.521680718644518","0.58062675542295"
"(3b) higher tertiary education","1991","66 und älter","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1991","66 und älter","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1991","66 und älter","Realschulabschluss","","","",""
"(3b) higher tertiary education","1991","66 und älter","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1991","66 und älter","AkademikerInnen","50","0.515408150418116","0.423262983098919","0.607553317737313"
"(0) in school","1992","16-34 Jahre alt","(noch) kein Abschluss","151","0.56059836176227","0.509611985425621","0.61158473809892"
"(0) in school","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"(0) in school","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"(0) in school","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(0) in school","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"(0) in school","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"(0) in school","1992","66 und älter","(noch) kein Abschluss","","","",""
"(0) in school","1992","66 und älter","Hauptschulabschluss","","","",""
"(0) in school","1992","66 und älter","Realschulabschluss","","","",""
"(0) in school","1992","66 und älter","(Fach-)Abitur","","","",""
"(0) in school","1992","66 und älter","AkademikerInnen","","","",""
"(1a) inadequately completed","1992","16-34 Jahre alt","(noch) kein Abschluss","213","0.43940163823773","0.38841526190108","0.490388014574379"
"(1a) inadequately completed","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","1992","35-65 Jahre alt","(noch) kein Abschluss","488","1","1","1"
"(1a) inadequately completed","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","1992","66 und älter","(noch) kein Abschluss","","","",""
"(1a) inadequately completed","1992","66 und älter","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1992","66 und älter","Realschulabschluss","","","",""
"(1a) inadequately completed","1992","66 und älter","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1992","66 und älter","AkademikerInnen","","","",""
"(1b) general elementary school","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1992","16-34 Jahre alt","Hauptschulabschluss","657","0.333900917387769","0.311076253500517","0.35672558127502"
"(1b) general elementary school","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1992","35-65 Jahre alt","Hauptschulabschluss","1176","0.277306614406812","0.263173125247779","0.291440103565844"
"(1b) general elementary school","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","1992","66 und älter","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1992","66 und älter","Hauptschulabschluss","458","0.424359497868581","0.395045206044964","0.453673789692198"
"(1b) general elementary school","1992","66 und älter","Realschulabschluss","","","",""
"(1b) general elementary school","1992","66 und älter","(Fach-)Abitur","","","",""
"(1b) general elementary school","1992","66 und älter","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1992","16-34 Jahre alt","Hauptschulabschluss","983","0.666099082612231","0.643274418724979","0.688923746499483"
"(1c) basic vocational qualification","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1992","35-65 Jahre alt","Hauptschulabschluss","2678","0.722693385593188","0.708559896434156","0.736826874752221"
"(1c) basic vocational qualification","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1992","66 und älter","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1992","66 und älter","Hauptschulabschluss","634","0.575640502131419","0.546326210307802","0.604954793955036"
"(1c) basic vocational qualification","1992","66 und älter","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1992","66 und älter","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1992","66 und älter","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1992","16-34 Jahre alt","Realschulabschluss","439","0.229876945586471","0.21031409452948","0.249439796643462"
"(2b) intermediate general qualification","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1992","35-65 Jahre alt","Realschulabschluss","72","0.0844866588392913","0.0683634536018032","0.100609864076779"
"(2b) intermediate general qualification","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1992","66 und älter","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1992","66 und älter","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1992","66 und älter","Realschulabschluss","34","0.169890052544739","0.11731595340487","0.222464151684608"
"(2b) intermediate general qualification","1992","66 und älter","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1992","66 und älter","AkademikerInnen","","","",""
"(2a) intermediate vocational","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1992","16-34 Jahre alt","Realschulabschluss","1338","0.770123054413529","0.750560203356538","0.78968590547052"
"(2a) intermediate vocational","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1992","35-65 Jahre alt","Realschulabschluss","1071","0.915513341160709","0.899390135923221","0.931636546398197"
"(2a) intermediate vocational","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","1992","66 und älter","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1992","66 und älter","Hauptschulabschluss","","","",""
