"pgcasmin","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"(1b) general elementary school","1990","66 und älter","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1990","16-34 Jahre alt","kein Migrationshintergrund","835","0.234802819842894","0.221804404944485","0.247801234741303"
"(1c) basic vocational qualification","1990","16-34 Jahre alt","direkter Migrationshintergrund","204","0.245103984599856","0.216732210615268","0.273475758584444"
"(1c) basic vocational qualification","1990","16-34 Jahre alt","indirekter Migrationshintergrund","45","0.140911851716224","0.0979542086184737","0.183869494813974"
"(1c) basic vocational qualification","1990","35-65 Jahre alt","kein Migrationshintergrund","2464","0.47371835490203","0.460403390211299","0.487033319592761"
"(1c) basic vocational qualification","1990","35-65 Jahre alt","direkter Migrationshintergrund","396","0.308624382866739","0.286137527300208","0.331111238433271"
"(1c) basic vocational qualification","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1990","66 und älter","kein Migrationshintergrund","585","0.418491512983608","0.392501804860045","0.444481221107172"
"(1c) basic vocational qualification","1990","66 und älter","direkter Migrationshintergrund","36","0.339145240379987","0.249021121296655","0.429269359463319"
"(1c) basic vocational qualification","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","16-34 Jahre alt","kein Migrationshintergrund","370","0.0883157939679685","0.0796143071823001","0.097017280753637"
"(2b) intermediate general qualification","1990","16-34 Jahre alt","direkter Migrationshintergrund","37","0.0493632793057532","0.0350750953244424","0.0636514632870641"
"(2b) intermediate general qualification","1990","16-34 Jahre alt","indirekter Migrationshintergrund","33","0.11124174634524","0.0724201362773776","0.150063356413103"
"(2b) intermediate general qualification","1990","35-65 Jahre alt","kein Migrationshintergrund","54","0.0121574084382946","0.0092350385898924","0.0150797782866968"
"(2b) intermediate general qualification","1990","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","66 und älter","kein Migrationshintergrund","34","0.0291737946501429","0.0203073960402431","0.0380401932600426"
"(2b) intermediate general qualification","1990","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","16-34 Jahre alt","kein Migrationshintergrund","1432","0.291467104851176","0.277531467272539","0.305402742429812"
"(2a) intermediate vocational","1990","16-34 Jahre alt","direkter Migrationshintergrund","53","0.107846298906845","0.0873870256576035","0.128305572156087"
"(2a) intermediate vocational","1990","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","35-65 Jahre alt","kein Migrationshintergrund","950","0.161569882545039","0.151755015048337","0.171384750041742"
"(2a) intermediate vocational","1990","35-65 Jahre alt","direkter Migrationshintergrund","48","0.0739280909639162","0.0611906059874927","0.0866655759403396"
"(2a) intermediate vocational","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","66 und älter","kein Migrationshintergrund","151","0.124519677144271","0.107124765239183","0.141914589049359"
"(2a) intermediate vocational","1990","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","16-34 Jahre alt","kein Migrationshintergrund","260","0.0792443771186194","0.0709609800785621","0.0875277741586767"
"(2c_gen) general maturity certificate","1990","16-34 Jahre alt","direkter Migrationshintergrund","55","0.0790086073785749","0.0612162813358318","0.096800933421318"
"(2c_gen) general maturity certificate","1990","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","35-65 Jahre alt","direkter Migrationshintergrund","35","0.0225047130198932","0.0152844892206016","0.0297249368191849"
"(2c_gen) general maturity certificate","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","66 und älter","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","16-34 Jahre alt","kein Migrationshintergrund","220","0.0667761242895468","0.0591209411392029","0.0744313074398907"
"(2c_voc) vocational maturity certificate","1990","16-34 Jahre alt","direkter Migrationshintergrund","43","0.0660590797942158","0.0496760696118061","0.0824420899766255"
"(2c_voc) vocational maturity certificate","1990","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","35-65 Jahre alt","kein Migrationshintergrund","116","0.0244436309646476","0.0203256925756164","0.0285615693536788"
"(2c_voc) vocational maturity certificate","1990","35-65 Jahre alt","direkter Migrationshintergrund","70","0.0496433808201405","0.0390695937473284","0.0602171678929525"
"(2c_voc) vocational maturity certificate","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","66 und älter","kein Migrationshintergrund","39","0.0282729179047261","0.0195404395989859","0.0370053962104663"
"(2c_voc) vocational maturity certificate","1990","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","16-34 Jahre alt","kein Migrationshintergrund","282","0.0474565809539961","0.0409366548427821","0.05397650706521"
"(3a) lower tertiary education","1990","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","35-65 Jahre alt","kein Migrationshintergrund","510","0.0667778321464283","0.0601208179603795","0.073434846332477"
"(3a) lower tertiary education","1990","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","66 und älter","kein Migrationshintergrund","56","0.0282743190997687","0.0195416307036761","0.0370070074958613"
"(3a) lower tertiary education","1990","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","16-34 Jahre alt","kein Migrationshintergrund","206","0.0511439743937105","0.0443885994680934","0.0578993493193277"
"(3b) higher tertiary education","1990","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","35-65 Jahre alt","kein Migrationshintergrund","473","0.0795908160929993","0.0723732170574872","0.0868084151285114"
"(3b) higher tertiary education","1990","35-65 Jahre alt","direkter Migrationshintergrund","60","0.0629088657627816","0.0510892481742643","0.0747284833512988"
"(3b) higher tertiary education","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","66 und älter","kein Migrationshintergrund","40","0.0283501276801567","0.0196060812601931","0.0370941741001204"
"(3b) higher tertiary education","1990","66 und älter","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"(0) in school","1991","16-34 Jahre alt","kein Migrationshintergrund","100","0.033561851544762","0.0278906083497331","0.039233094739791"
"(0) in school","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","1991","16-34 Jahre alt","indirekter Migrationshintergrund","34","0.123562976133135","0.0861368907401285","0.160989061526142"
"(0) in school","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(0) in school","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","1991","66 und älter","kein Migrationshintergrund","","","",""
"(0) in school","1991","66 und älter","direkter Migrationshintergrund","","","",""
"(0) in school","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","16-34 Jahre alt","kein Migrationshintergrund","83","0.0189162508290299","0.0146264329403359","0.0232060687177239"
"(1a) inadequately completed","1991","16-34 Jahre alt","direkter Migrationshintergrund","106","0.0908995432496946","0.0714826906496608","0.110316395849728"
"(1a) inadequately completed","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","35-65 Jahre alt","direkter Migrationshintergrund","478","0.172115652448073","0.15358464835149","0.190646656544657"
"(1a) inadequately completed","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","66 und älter","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","66 und älter","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1991","16-34 Jahre alt","kein Migrationshintergrund","276","0.08262741051138","0.0739577271980141","0.0912970938247459"
"(1b) general elementary school","1991","16-34 Jahre alt","direkter Migrationshintergrund","300","0.290967055392068","0.260287634176417","0.321646476607718"
"(1b) general elementary school","1991","16-34 Jahre alt","indirekter Migrationshintergrund","90","0.301271114320843","0.249091248016882","0.353450980624803"
"(1b) general elementary school","1991","35-65 Jahre alt","kein Migrationshintergrund","760","0.163729792598404","0.153790253738081","0.173669331458727"
"(1b) general elementary school","1991","35-65 Jahre alt","direkter Migrationshintergrund","466","0.250408761602313","0.229140061697417","0.271677461507209"
"(1b) general elementary school","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1991","66 und älter","kein Migrationshintergrund","442","0.326002645433793","0.300988724411537","0.351016566456048"
"(1b) general elementary school","1991","66 und älter","direkter Migrationshintergrund","32","0.339766676639473","0.256064905739541","0.423468447539404"
"(1b) general elementary school","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","16-34 Jahre alt","kein Migrationshintergrund","788","0.228711868979397","0.215486099208833","0.24193763874996"
"(1c) basic vocational qualification","1991","16-34 Jahre alt","direkter Migrationshintergrund","199","0.219478374023132","0.191522029582457","0.247434718463808"
"(1c) basic vocational qualification","1991","16-34 Jahre alt","indirekter Migrationshintergrund","56","0.168043945725143","0.125520201740933","0.210567689709353"
"(1c) basic vocational qualification","1991","35-65 Jahre alt","kein Migrationshintergrund","2357","0.460169411690057","0.446781381416983","0.473557441963131"
"(1c) basic vocational qualification","1991","35-65 Jahre alt","direkter Migrationshintergrund","397","0.310588487503727","0.287872277490823","0.333304697516631"
"(1c) basic vocational qualification","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1991","66 und älter","kein Migrationshintergrund","582","0.425622292610917","0.399237536296499","0.452007048925336"
"(1c) basic vocational qualification","1991","66 und älter","direkter Migrationshintergrund","42","0.354747307659658","0.270196063608461","0.439298551710856"
"(1c) basic vocational qualification","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","16-34 Jahre alt","kein Migrationshintergrund","346","0.0844363905895654","0.0756809627255503","0.0931918184535804"
"(2b) intermediate general qualification","1991","16-34 Jahre alt","direkter Migrationshintergrund","42","0.0532901626742332","0.0381188201616325","0.0684615051868339"
"(2b) intermediate general qualification","1991","16-34 Jahre alt","indirekter Migrationshintergrund","42","0.115566563272508","0.0792070097138166","0.151926116831199"
"(2b) intermediate general qualification","1991","35-65 Jahre alt","kein Migrationshintergrund","55","0.0122843290078592","0.00932549392471536","0.0152431640910029"
"(2b) intermediate general qualification","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","66 und älter","kein Migrationshintergrund","33","0.0284052380706743","0.0195401324275256","0.0372703437138229"
"(2b) intermediate general qualification","1991","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","16-34 Jahre alt","kein Migrationshintergrund","1358","0.304337863789384","0.28984862867204","0.318827098906728"
"(2a) intermediate vocational","1991","16-34 Jahre alt","direkter Migrationshintergrund","51","0.104620959076883","0.0839478947576716","0.125294023396094"
"(2a) intermediate vocational","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","35-65 Jahre alt","kein Migrationshintergrund","988","0.169931225076027","0.159842815624207","0.180019634527848"
"(2a) intermediate vocational","1991","35-65 Jahre alt","direkter Migrationshintergrund","46","0.0733706736650095","0.0605704309056309","0.0861709164243881"
"(2a) intermediate vocational","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","66 und älter","kein Migrationshintergrund","144","0.120928028521058","0.103529287685684","0.138326769356431"
"(2a) intermediate vocational","1991","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","16-34 Jahre alt","kein Migrationshintergrund","255","0.0772751059974604","0.0688664960673834","0.0856837159275373"
"(2c_gen) general maturity certificate","1991","16-34 Jahre alt","direkter Migrationshintergrund","51","0.0641945543999132","0.0476393737697103","0.0807497350301161"
"(2c_gen) general maturity certificate","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","35-65 Jahre alt","direkter Migrationshintergrund","35","0.0227787906066777","0.0154544976680131","0.0301030835453422"
"(2c_gen) general maturity certificate","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","66 und älter","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","16-34 Jahre alt","kein Migrationshintergrund","222","0.0686475106125928","0.0606852256019247","0.0766097956232608"
"(2c_voc) vocational maturity certificate","1991","16-34 Jahre alt","direkter Migrationshintergrund","44","0.0778717473709934","0.0597717851063964","0.0959717096355905"
"(2c_voc) vocational maturity certificate","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","35-65 Jahre alt","kein Migrationshintergrund","120","0.0264916184154806","0.0221778864111668","0.0308053504197943"
"(2c_voc) vocational maturity certificate","1991","35-65 Jahre alt","direkter Migrationshintergrund","72","0.0518986428565827","0.0410091083046911","0.0627881774084742"
"(2c_voc) vocational maturity certificate","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","66 und älter","kein Migrationshintergrund","38","0.0277265689663174","0.0189649494252151","0.0364881885074197"
"(2c_voc) vocational maturity certificate","1991","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","16-34 Jahre alt","kein Migrationshintergrund","262","0.0511051546236457","0.0441707420060427","0.0580395672412486"
"(3a) lower tertiary education","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","35-65 Jahre alt","kein Migrationshintergrund","526","0.0728484257154103","0.065867475785049","0.0798293756457716"
"(3a) lower tertiary education","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","66 und älter","kein Migrationshintergrund","56","0.0294466770147517","0.0204253596144526","0.0384679944150509"
"(3a) lower tertiary education","1991","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","16-34 Jahre alt","kein Migrationshintergrund","184","0.0503805925227832","0.0434928848088541","0.0572683002367122"
"(3b) higher tertiary education","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","35-65 Jahre alt","kein Migrationshintergrund","483","0.0872745903605623","0.0796933014410803","0.0948558792800442"
"(3b) higher tertiary education","1991","35-65 Jahre alt","direkter Migrationshintergrund","57","0.0588259281799191","0.0472748292374469","0.0703770271223913"
"(3b) higher tertiary education","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","66 und älter","kein Migrationshintergrund","44","0.0328485302557987","0.0233370669763561","0.0423599935352414"
"(3b) higher tertiary education","1991","66 und älter","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"(0) in school","1992","16-34 Jahre alt","kein Migrationshintergrund","88","0.030670985645345","0.0250978354334569","0.0362441358572332"
"(0) in school","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","1992","16-34 Jahre alt","indirekter Migrationshintergrund","50","0.152125533807165","0.114974773806038","0.189276293808293"
"(0) in school","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(0) in school","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","1992","66 und älter","kein Migrationshintergrund","","","",""
"(0) in school","1992","66 und älter","direkter Migrationshintergrund","","","",""
"(0) in school","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","16-34 Jahre alt","kein Migrationshintergrund","93","0.0195179617855194","0.0150466152580939","0.023989308312945"
"(1a) inadequately completed","1992","16-34 Jahre alt","direkter Migrationshintergrund","96","0.0855426287746537","0.0661495067556239","0.104935750793683"
"(1a) inadequately completed","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","35-65 Jahre alt","direkter Migrationshintergrund","461","0.176942356705377","0.157937989558876","0.195946723851878"
"(1a) inadequately completed","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","66 und älter","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","66 und älter","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1992","16-34 Jahre alt","kein Migrationshintergrund","263","0.0804903171336268","0.0716970301197724","0.0892836041474812"
"(1b) general elementary school","1992","16-34 Jahre alt","direkter Migrationshintergrund","280","0.292946441597132","0.261389495280711","0.324503387913552"
"(1b) general elementary school","1992","16-34 Jahre alt","indirekter Migrationshintergrund","114","0.330178426430075","0.281531570256078","0.378825282604072"
"(1b) general elementary school","1992","35-65 Jahre alt","kein Migrationshintergrund","713","0.154910115479421","0.145135909404823","0.164684321554019"
"(1b) general elementary school","1992","35-65 Jahre alt","direkter Migrationshintergrund","456","0.252259674167997","0.230631408337147","0.273887939998846"
"(1b) general elementary school","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1992","66 und älter","kein Migrationshintergrund","422","0.31253069486087","0.287628819325691","0.337432570396049"
"(1b) general elementary school","1992","66 und älter","direkter Migrationshintergrund","36","0.333514470102473","0.25485314630872","0.412175793896227"
"(1b) general elementary school","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","16-34 Jahre alt","kein Migrationshintergrund","736","0.218743800181576","0.205381971755465","0.232105628607688"
"(1c) basic vocational qualification","1992","16-34 Jahre alt","direkter Migrationshintergrund","193","0.231953570382491","0.202687192920373","0.261219947844608"
"(1c) basic vocational qualification","1992","16-34 Jahre alt","indirekter Migrationshintergrund","54","0.0952964043440864","0.0649230831938685","0.125669725494304"
"(1c) basic vocational qualification","1992","35-65 Jahre alt","kein Migrationshintergrund","2285","0.458198436381668","0.444738683724758","0.471658189038579"
"(1c) basic vocational qualification","1992","35-65 Jahre alt","direkter Migrationshintergrund","381","0.298137792056603","0.275357629086881","0.320917955026324"
"(1c) basic vocational qualification","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","66 und älter","kein Migrationshintergrund","584","0.428294417462078","0.401710652615617","0.454878182308538"
"(1c) basic vocational qualification","1992","66 und älter","direkter Migrationshintergrund","47","0.361600253943597","0.281438121058135","0.441762386829059"
"(1c) basic vocational qualification","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","16-34 Jahre alt","kein Migrationshintergrund","345","0.0850013651779186","0.0759872220507127","0.0940155083051244"
"(2b) intermediate general qualification","1992","16-34 Jahre alt","direkter Migrationshintergrund","43","0.0521505317972718","0.0367344588226252","0.0675666047719185"
"(2b) intermediate general qualification","1992","16-34 Jahre alt","indirekter Migrationshintergrund","51","0.156227545904332","0.118670420548809","0.193784671259854"
"(2b) intermediate general qualification","1992","35-65 Jahre alt","kein Migrationshintergrund","55","0.012782668188288","0.00974802737632824","0.0158173090002478"
"(2b) intermediate general qualification","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","66 und älter","kein Migrationshintergrund","33","0.0280648992445485","0.019192124822842","0.036937673666255"
"(2b) intermediate general qualification","1992","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","16-34 Jahre alt","kein Migrationshintergrund","1270","0.309810433674037","0.294864140705787","0.324756726642286"
"(2a) intermediate vocational","1992","16-34 Jahre alt","direkter Migrationshintergrund","43","0.0895821322288503","0.0697802813672224","0.109383983090478"
"(2a) intermediate vocational","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","35-65 Jahre alt","kein Migrationshintergrund","1022","0.173836566307892","0.16359907130582","0.184074061309965"
"(2a) intermediate vocational","1992","35-65 Jahre alt","direkter Migrationshintergrund","45","0.0666692864946873","0.0542469564250449","0.0790916165643297"
"(2a) intermediate vocational","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","66 und älter","kein Migrationshintergrund","148","0.130262999961731","0.112180287596337","0.148345712327125"
"(2a) intermediate vocational","1992","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","16-34 Jahre alt","kein Migrationshintergrund","244","0.0820190609998824","0.0731500436527835","0.0908880783469813"
"(2c_gen) general maturity certificate","1992","16-34 Jahre alt","direkter Migrationshintergrund","56","0.0667950835353269","0.0494835532799147","0.0841066137907391"
"(2c_gen) general maturity certificate","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","35-65 Jahre alt","direkter Migrationshintergrund","34","0.0238069406535717","0.0162151882684286","0.0313986930387147"
"(2c_gen) general maturity certificate","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","66 und älter","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","16-34 Jahre alt","kein Migrationshintergrund","227","0.0716220184154243","0.0632873760374613","0.0799566607933874"
"(2c_voc) vocational maturity certificate","1992","16-34 Jahre alt","direkter Migrationshintergrund","42","0.0820483086498506","0.0630191568322896","0.101077460467412"
"(2c_voc) vocational maturity certificate","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","35-65 Jahre alt","kein Migrationshintergrund","129","0.0279264877455814","0.0234755874599748","0.032377388031188"
"(2c_voc) vocational maturity certificate","1992","35-65 Jahre alt","direkter Migrationshintergrund","72","0.0610939252858222","0.0491668908997016","0.0730209596719428"
"(2c_voc) vocational maturity certificate","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","66 und älter","kein Migrationshintergrund","37","0.0290957778834116","0.020066308194375","0.0381252475724481"
"(2c_voc) vocational maturity certificate","1992","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","16-34 Jahre alt","kein Migrationshintergrund","241","0.0513356279009746","0.0442027135280218","0.0584685422739273"
"(3a) lower tertiary education","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","35-65 Jahre alt","kein Migrationshintergrund","525","0.0727362298837266","0.0657205915931615","0.0797518681742917"
"(3a) lower tertiary education","1992","35-65 Jahre alt","direkter Migrationshintergrund","30","0.0353453044805048","0.0261498290771136","0.0445407798838959"
"(3a) lower tertiary education","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","66 und älter","kein Migrationshintergrund","57","0.0311695935269122","0.0218338585818084","0.0405053284720161"
"(3a) lower tertiary education","1992","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","16-34 Jahre alt","kein Migrationshintergrund","170","0.0507884290856958","0.0436915864078002","0.0578852717635913"
"(3b) higher tertiary education","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","35-65 Jahre alt","kein Migrationshintergrund","494","0.0907192093291854","0.0829605124115744","0.0984779062467964"
"(3b) higher tertiary education","1992","35-65 Jahre alt","direkter Migrationshintergrund","55","0.0597267437744626","0.0479253352839365","0.0715281522649886"
"(3b) higher tertiary education","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","66 und älter","kein Migrationshintergrund","38","0.0275647426478441","0.0187691241767889","0.0363603611188992"
"(3b) higher tertiary education","1992","66 und älter","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"(0) in school","1993","16-34 Jahre alt","kein Migrationshintergrund","73","0.0271337523291486","0.021791406675896","0.0324760979824012"
"(0) in school","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","1993","16-34 Jahre alt","indirekter Migrationshintergrund","46","0.150596624791128","0.115892378253314","0.185300871328941"
"(0) in school","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(0) in school","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","1993","66 und älter","kein Migrationshintergrund","","","",""
"(0) in school","1993","66 und älter","direkter Migrationshintergrund","","","",""
