"pli0165","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","(noch) kein Abschluss","direkter Migrationshintergrund","40","0.0356767080462176","0.0261526500644263","0.0452007660280089"
"Min 1x pro Monat","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2017","(noch) kein Abschluss","direkter Migrationshintergrund","86","0.0582768896630132","0.0462479288065089","0.0703058505195174"
"Seltener","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2017","Hauptschule","direkter Migrationshintergrund","48","0.0512367621750099","0.0365352847032993","0.0659382396467205"
"Seltener","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2017","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2017","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2017","(Fach-)Abitur","direkter Migrationshintergrund","44","0.0626912872689011","0.0444043436728075","0.0809782308649946"
"Seltener","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2017","AkademikerIn","direkter Migrationshintergrund","39","0.0483530217299144","0.0328556186077219","0.063850424852107"
"Seltener","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2017","(noch) kein Abschluss","direkter Migrationshintergrund","330","0.238994712703329","0.217096619556136","0.260892805850521"
"Nie","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2017","Hauptschule","direkter Migrationshintergrund","108","0.127027733766692","0.104823248082854","0.149232219450531"
"Nie","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2017","Realschule","kein Migrationshintergrund","","","",""
"Nie","2017","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2017","(Fach-)Abitur","direkter Migrationshintergrund","52","0.0794612748474784","0.0590582292394697","0.0998643204554872"
"Nie","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2017","AkademikerIn","direkter Migrationshintergrund","45","0.0536601450704539","0.0373799850085834","0.0699403051323243"
"Nie","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2018","(noch) kein Abschluss","direkter Migrationshintergrund","663","0.573299033012422","0.544824357009498","0.601773709015347"
"Taeglich","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2018","Hauptschule","direkter Migrationshintergrund","469","0.742406855738151","0.70963446100568","0.775179250470622"
"Taeglich","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2018","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2018","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2018","(Fach-)Abitur","direkter Migrationshintergrund","387","0.759871379579498","0.723776220542695","0.795966538616301"
"Taeglich","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2018","AkademikerIn","direkter Migrationshintergrund","443","0.799664907808358","0.766949924519106","0.83237989109761"
"Taeglich","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","direkter Migrationshintergrund","202","0.180773295498247","0.15861810130642","0.202928489690073"
"Min 1x pro Woche","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","Hauptschule","direkter Migrationshintergrund","104","0.111293134274574","0.0877245500799005","0.134861718469248"
"Min 1x pro Woche","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","direkter Migrationshintergrund","89","0.141534079436171","0.112079759827239","0.170988399045103"
"Min 1x pro Woche","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","AkademikerIn","direkter Migrationshintergrund","76","0.115748975908804","0.0895996478822469","0.141898303935362"
"Min 1x pro Woche","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","direkter Migrationshintergrund","43","0.0344394859533967","0.0239410536549508","0.0449379182518426"
"Min 1x pro Monat","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2018","(noch) kein Abschluss","direkter Migrationshintergrund","71","0.0605875893714826","0.0468526623437651","0.0743225163992001"
"Seltener","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2018","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2018","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2018","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2018","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2018","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2018","(noch) kein Abschluss","direkter Migrationshintergrund","180","0.150900596164452","0.130292820461968","0.171508371866936"
"Nie","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2018","Hauptschule","direkter Migrationshintergrund","63","0.0914097804774804","0.0698124336827946","0.113007127272166"
"Nie","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2018","Realschule","kein Migrationshintergrund","","","",""
"Nie","2018","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2018","(Fach-)Abitur","direkter Migrationshintergrund","31","0.0454304318002886","0.0278336123534375","0.0630272512471396"
"Nie","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2018","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2019","(noch) kein Abschluss","direkter Migrationshintergrund","741","0.625758803633653","0.597946464638774","0.653571142628533"
"Taeglich","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2019","Hauptschule","direkter Migrationshintergrund","471","0.745739558153117","0.712417703894778","0.779061412411456"
"Taeglich","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2019","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2019","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2019","(Fach-)Abitur","direkter Migrationshintergrund","366","0.722986770172881","0.683799531798778","0.762174008546984"
"Taeglich","2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2019","AkademikerIn","direkter Migrationshintergrund","414","0.791842692966842","0.757504595006732","0.826180790926953"
"Taeglich","2019","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","(noch) kein Abschluss","direkter Migrationshintergrund","198","0.195338690476883","0.172553171254548","0.218124209699217"
"Min 1x pro Woche","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","Hauptschule","direkter Migrationshintergrund","100","0.128474193827501","0.10286804605046","0.154080341604542"
"Min 1x pro Woche","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","(Fach-)Abitur","direkter Migrationshintergrund","76","0.149817957213385","0.118566726325808","0.181069188100962"
"Min 1x pro Woche","2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","AkademikerIn","direkter Migrationshintergrund","65","0.122423267812079","0.0947005705713284","0.15014596505283"
"Min 1x pro Woche","2019","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2019","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2019","(noch) kein Abschluss","direkter Migrationshintergrund","68","0.0585811547894911","0.0450844222474961","0.0720778873314861"
"Seltener","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2019","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2019","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2019","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2019","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2019","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2019","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2019","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2019","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2019","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2019","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2019","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2019","(noch) kein Abschluss","direkter Migrationshintergrund","139","0.109521024593152","0.0915729106611202","0.127469138525185"
"Nie","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2019","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2019","Hauptschule","direkter Migrationshintergrund","42","0.0673060413590962","0.0481329219424819","0.0864791607757106"
"Nie","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2019","Realschule","kein Migrationshintergrund","","","",""
"Nie","2019","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2019","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2019","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2019","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2019","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2019","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2019","AkademikerIn","indirekter Migrationshintergrund","","","",""
