"pli0091_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","1999","(Fach-)Abitur","4","72","0.401075760929354","0.332635110080537","0.469516411778171"
"Seltener","1999","(Fach-)Abitur","5 Einkommensstärkstes Quintil","43","0.402663475389878","0.311013489451519","0.494313461328238"
"Seltener","1999","AkademikerIn","1 Einkommensschwächstes Quintil","130","0.519585874474066","0.454876544656635","0.584295204291497"
"Seltener","1999","AkademikerIn","2","246","0.537935778446273","0.491192006058384","0.584679550834163"
"Seltener","1999","AkademikerIn","3","239","0.536902513514949","0.489717576963636","0.584087450066263"
"Seltener","1999","AkademikerIn","4","234","0.519929794177668","0.472598221402611","0.567261366952724"
"Seltener","1999","AkademikerIn","5 Einkommensstärkstes Quintil","198","0.459057483086633","0.411681010708999","0.506433955464268"
"Nie","1999","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","185","0.470822763247638","0.418529785612878","0.523115740882398"
"Nie","1999","(noch) kein Abschluss","2","92","0.312756781831008","0.254703918113365","0.370809645548652"
"Nie","1999","(noch) kein Abschluss","3","32","0.3465854572269","0.248810651706174","0.444360262747627"
"Nie","1999","(noch) kein Abschluss","4","11","","",""
"Nie","1999","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","6","","",""
"Nie","1999","Hauptschule","1 Einkommensschwächstes Quintil","990","0.555852995569799","0.533386877091072","0.578319114048525"
"Nie","1999","Hauptschule","2","935","0.520736229776264","0.498753913390965","0.542718546161563"
"Nie","1999","Hauptschule","3","455","0.428306845502525","0.399117620912599","0.45749607009245"
"Nie","1999","Hauptschule","4","255","0.385325363532976","0.35004558522218","0.420605141843773"
"Nie","1999","Hauptschule","5 Einkommensstärkstes Quintil","107","0.413562223691955","0.356185430289469","0.47093901709444"
"Nie","1999","Realschule","1 Einkommensschwächstes Quintil","165","0.21160527647003","0.185023772566304","0.238186780373755"
"Nie","1999","Realschule","2","147","0.188075888082188","0.16407106651598","0.212080709648397"
"Nie","1999","Realschule","3","84","0.154619232877898","0.126609043653422","0.182629422102374"
"Nie","1999","Realschule","4","88","0.222246306110687","0.187180039694381","0.257312572526994"
"Nie","1999","Realschule","5 Einkommensstärkstes Quintil","45","0.219502787837566","0.168996675968584","0.270008899706549"
"Nie","1999","(Fach-)Abitur","1 Einkommensschwächstes Quintil","60","0.194183172090288","0.150499737623299","0.237866606557277"
"Nie","1999","(Fach-)Abitur","2","36","0.142968844304642","0.102611909057482","0.183325779551801"
"Nie","1999","(Fach-)Abitur","3","28","","",""
"Nie","1999","(Fach-)Abitur","4","23","","",""
"Nie","1999","(Fach-)Abitur","5 Einkommensstärkstes Quintil","14","","",""
"Nie","1999","AkademikerIn","1 Einkommensschwächstes Quintil","51","0.237909009036566","0.182759810206003","0.293058207867128"
"Nie","1999","AkademikerIn","2","82","0.235469872892679","0.195689179463085","0.275250566322273"
"Nie","1999","AkademikerIn","3","87","0.246487596516706","0.205706191634285","0.287269001399128"
"Nie","1999","AkademikerIn","4","75","0.211633766623229","0.172936285718714","0.250331247527743"
"Nie","1999","AkademikerIn","5 Einkommensstärkstes Quintil","68","0.209276498186949","0.170601867130697","0.247951129243202"
"Täglich","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2000","(noch) kein Abschluss","2","","","",""
"Täglich","2000","(noch) kein Abschluss","3","","","",""
"Täglich","2000","(noch) kein Abschluss","4","","","",""
"Täglich","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2000","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2000","Hauptschule","2","","","",""
"Täglich","2000","Hauptschule","3","","","",""
"Täglich","2000","Hauptschule","4","","","",""
"Täglich","2000","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2000","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2000","Realschule","2","","","",""
"Täglich","2000","Realschule","3","","","",""
"Täglich","2000","Realschule","4","","","",""
"Täglich","2000","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2000","(Fach-)Abitur","2","","","",""
"Täglich","2000","(Fach-)Abitur","3","","","",""
"Täglich","2000","(Fach-)Abitur","4","","","",""
"Täglich","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2000","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2000","AkademikerIn","2","","","",""
"Täglich","2000","AkademikerIn","3","","","",""
"Täglich","2000","AkademikerIn","4","","","",""
"Täglich","2000","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","2","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","3","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","4","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2000","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2000","Hauptschule","2","","","",""
"Min 1x pro Woche","2000","Hauptschule","3","","","",""
"Min 1x pro Woche","2000","Hauptschule","4","","","",""
"Min 1x pro Woche","2000","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2000","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2000","Realschule","2","","","",""
"Min 1x pro Woche","2000","Realschule","3","","","",""
"Min 1x pro Woche","2000","Realschule","4","","","",""
"Min 1x pro Woche","2000","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","2","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","3","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","4","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2000","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2000","AkademikerIn","2","","","",""
"Min 1x pro Woche","2000","AkademikerIn","3","","","",""
"Min 1x pro Woche","2000","AkademikerIn","4","","","",""
"Min 1x pro Woche","2000","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","2","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","3","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","4","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2000","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2000","Hauptschule","2","","","",""
"Min 1x pro Monat","2000","Hauptschule","3","","","",""
"Min 1x pro Monat","2000","Hauptschule","4","","","",""
"Min 1x pro Monat","2000","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2000","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2000","Realschule","2","","","",""
"Min 1x pro Monat","2000","Realschule","3","","","",""
"Min 1x pro Monat","2000","Realschule","4","","","",""
"Min 1x pro Monat","2000","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","2","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","3","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","4","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2000","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2000","AkademikerIn","2","","","",""
"Min 1x pro Monat","2000","AkademikerIn","3","","","",""
"Min 1x pro Monat","2000","AkademikerIn","4","","","",""
"Min 1x pro Monat","2000","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2000","(noch) kein Abschluss","2","","","",""
"Seltener","2000","(noch) kein Abschluss","3","","","",""
"Seltener","2000","(noch) kein Abschluss","4","","","",""
"Seltener","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2000","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2000","Hauptschule","2","","","",""
"Seltener","2000","Hauptschule","3","","","",""
"Seltener","2000","Hauptschule","4","","","",""
"Seltener","2000","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2000","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2000","Realschule","2","","","",""
"Seltener","2000","Realschule","3","","","",""
"Seltener","2000","Realschule","4","","","",""
"Seltener","2000","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2000","(Fach-)Abitur","2","","","",""
"Seltener","2000","(Fach-)Abitur","3","","","",""
"Seltener","2000","(Fach-)Abitur","4","","","",""
"Seltener","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2000","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2000","AkademikerIn","2","","","",""
"Seltener","2000","AkademikerIn","3","","","",""
"Seltener","2000","AkademikerIn","4","","","",""
"Seltener","2000","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Nie","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nie","2000","(noch) kein Abschluss","2","","","",""
"Nie","2000","(noch) kein Abschluss","3","","","",""
"Nie","2000","(noch) kein Abschluss","4","","","",""
"Nie","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nie","2000","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Nie","2000","Hauptschule","2","","","",""
"Nie","2000","Hauptschule","3","","","",""
"Nie","2000","Hauptschule","4","","","",""
"Nie","2000","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Nie","2000","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Nie","2000","Realschule","2","","","",""
"Nie","2000","Realschule","3","","","",""
"Nie","2000","Realschule","4","","","",""
"Nie","2000","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Nie","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Nie","2000","(Fach-)Abitur","2","","","",""
"Nie","2000","(Fach-)Abitur","3","","","",""
"Nie","2000","(Fach-)Abitur","4","","","",""
"Nie","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Nie","2000","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Nie","2000","AkademikerIn","2","","","",""
"Nie","2000","AkademikerIn","3","","","",""
"Nie","2000","AkademikerIn","4","","","",""
"Nie","2000","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2001","(noch) kein Abschluss","2","","","",""
"Täglich","2001","(noch) kein Abschluss","3","","","",""
"Täglich","2001","(noch) kein Abschluss","4","","","",""
"Täglich","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2001","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2001","Hauptschule","2","","","",""
"Täglich","2001","Hauptschule","3","","","",""
"Täglich","2001","Hauptschule","4","","","",""
"Täglich","2001","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2001","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2001","Realschule","2","","","",""
"Täglich","2001","Realschule","3","","","",""
"Täglich","2001","Realschule","4","","","",""
"Täglich","2001","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2001","(Fach-)Abitur","2","","","",""
"Täglich","2001","(Fach-)Abitur","3","","","",""
"Täglich","2001","(Fach-)Abitur","4","","","",""
"Täglich","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2001","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2001","AkademikerIn","2","","","",""
"Täglich","2001","AkademikerIn","3","","","",""
"Täglich","2001","AkademikerIn","4","","","",""
"Täglich","2001","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","47","0.130978678565236","0.0940714790064056","0.167885878124067"
"Min 1x pro Woche","2001","(noch) kein Abschluss","2","46","0.166535970726384","0.120628296882777","0.212443644569991"
"Min 1x pro Woche","2001","(noch) kein Abschluss","3","52","0.32757195174285","0.252213629447577","0.402930274038122"
"Min 1x pro Woche","2001","(noch) kein Abschluss","4","27","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","23","","",""
"Min 1x pro Woche","2001","Hauptschule","1 Einkommensschwächstes Quintil","128","0.0385985730975864","0.0314351603315947","0.0457619858635782"
"Min 1x pro Woche","2001","Hauptschule","2","109","0.0372313852743383","0.0303059503200792","0.0441568202285973"
"Min 1x pro Woche","2001","Hauptschule","3","87","0.0415879297989731","0.0326227213983856","0.0505531381995607"
"Min 1x pro Woche","2001","Hauptschule","4","65","0.0470692884623455","0.0352670952613546","0.0588714816633364"
"Min 1x pro Woche","2001","Hauptschule","5 Einkommensstärkstes Quintil","26","","",""
"Min 1x pro Woche","2001","Realschule","1 Einkommensschwächstes Quintil","109","0.093198034206638","0.0769780617029994","0.109418006710277"
"Min 1x pro Woche","2001","Realschule","2","156","0.0914037875353047","0.077383517181913","0.105424057888696"
"Min 1x pro Woche","2001","Realschule","3","117","0.0876432680929118","0.0719985460952682","0.103287990090555"
"Min 1x pro Woche","2001","Realschule","4","105","0.103708823493423","0.0851614751548555","0.122256171831991"
"Min 1x pro Woche","2001","Realschule","5 Einkommensstärkstes Quintil","50","0.0795846510279248","0.0579105414767156","0.101258760579134"
"Min 1x pro Woche","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","76","0.173081444518439","0.139481370460151","0.206681518576727"
"Min 1x pro Woche","2001","(Fach-)Abitur","2","73","0.132643360409914","0.104650314873255","0.160636405946572"
"Min 1x pro Woche","2001","(Fach-)Abitur","3","68","0.156135603641887","0.122746291679616","0.189524915604158"
"Min 1x pro Woche","2001","(Fach-)Abitur","4","68","0.147530596110101","0.113574204897773","0.181486987322428"
"Min 1x pro Woche","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","34","0.0863821562320446","0.053880802568841","0.118883509895248"
"Min 1x pro Woche","2001","AkademikerIn","1 Einkommensschwächstes Quintil","13","","",""
"Min 1x pro Woche","2001","AkademikerIn","2","31","0.0561154125038559","0.0375919883450134","0.0746388366626983"
"Min 1x pro Woche","2001","AkademikerIn","3","34","0.0539864170895485","0.0374677658221014","0.0705050683569957"
"Min 1x pro Woche","2001","AkademikerIn","4","55","0.0805591092128107","0.0627883930447718","0.0983298253808496"
"Min 1x pro Woche","2001","AkademikerIn","5 Einkommensstärkstes Quintil","61","0.0612561038680361","0.046311025608597","0.0762011821274752"
"Min 1x pro Monat","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","87","0.263707274126591","0.215503406564943","0.311911141688239"
"Min 1x pro Monat","2001","(noch) kein Abschluss","2","79","0.311618564590332","0.254547750635467","0.368689378545197"
"Min 1x pro Monat","2001","(noch) kein Abschluss","3","45","0.310077499150834","0.235811464188863","0.384343534112804"
"Min 1x pro Monat","2001","(noch) kein Abschluss","4","41","0.431240096267535","0.329486106231436","0.532994086303634"
"Min 1x pro Monat","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","20","","",""
"Min 1x pro Monat","2001","Hauptschule","1 Einkommensschwächstes Quintil","232","0.0743059241514545","0.0645531664997844","0.0840586818031246"
"Min 1x pro Monat","2001","Hauptschule","2","247","0.0826504412462275","0.0725783068703399","0.092722575622115"
"Min 1x pro Monat","2001","Hauptschule","3","191","0.0958888511574203","0.0826668993142133","0.109110803000627"
"Min 1x pro Monat","2001","Hauptschule","4","161","0.121748167609552","0.103525834128673","0.139970501090431"
"Min 1x pro Monat","2001","Hauptschule","5 Einkommensstärkstes Quintil","79","0.155464845073896","0.124139814978393","0.186789875169398"
"Min 1x pro Monat","2001","Realschule","1 Einkommensschwächstes Quintil","265","0.222145339414131","0.198952263827471","0.245338415000791"
"Min 1x pro Monat","2001","Realschule","2","339","0.210767330142849","0.190924984735478","0.23060967555022"
"Min 1x pro Monat","2001","Realschule","3","285","0.234739948063755","0.211290952112847","0.258188944014662"
"Min 1x pro Monat","2001","Realschule","4","258","0.235357451931479","0.209550148906826","0.261164754956132"
"Min 1x pro Monat","2001","Realschule","5 Einkommensstärkstes Quintil","160","0.25816662013439","0.223120664249366","0.293212576019413"
"Min 1x pro Monat","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","132","0.270568972769884","0.231112821210881","0.310025124328886"
"Min 1x pro Monat","2001","(Fach-)Abitur","2","167","0.277081940106037","0.240145317154329","0.314018563057745"
"Min 1x pro Monat","2001","(Fach-)Abitur","3","121","0.249279387315954","0.209486768733913","0.289072005897994"
"Min 1x pro Monat","2001","(Fach-)Abitur","4","141","0.307341328997178","0.263162805242812","0.351519852751545"
"Min 1x pro Monat","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","87","0.277139986490159","0.225357388087175","0.328922584893142"
"Min 1x pro Monat","2001","AkademikerIn","1 Einkommensschwächstes Quintil","50","0.155108455483003","0.115751216028822","0.194465694937184"
"Min 1x pro Monat","2001","AkademikerIn","2","111","0.179513151535163","0.148624091543923","0.210402211526403"
"Min 1x pro Monat","2001","AkademikerIn","3","156","0.209892752560619","0.180126415852647","0.239659089268591"
"Min 1x pro Monat","2001","AkademikerIn","4","196","0.20903354469253","0.182483043667877","0.235584045717183"
"Min 1x pro Monat","2001","AkademikerIn","5 Einkommensstärkstes Quintil","261","0.264923209049177","0.237420447459945","0.292425970638409"
"Seltener","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","56","0.191525741806751","0.148478805310193","0.234572678303309"
"Seltener","2001","(noch) kein Abschluss","2","56","0.2375265579702","0.185087331266635","0.289965784673764"
"Seltener","2001","(noch) kein Abschluss","3","28","","",""
"Seltener","2001","(noch) kein Abschluss","4","13","","",""
"Seltener","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Seltener","2001","Hauptschule","1 Einkommensschwächstes Quintil","774","0.266703766998854","0.250258676331676","0.283148857666032"
"Seltener","2001","Hauptschule","2","959","0.311982656873969","0.29503551700553","0.328929796742408"
"Seltener","2001","Hauptschule","3","718","0.368514006161939","0.346851461971798","0.39017655035208"
"Seltener","2001","Hauptschule","4","491","0.386168330920799","0.359036680406425","0.413299981435173"
"Seltener","2001","Hauptschule","5 Einkommensstärkstes Quintil","205","0.403733783750511","0.361317347294601","0.44615022020642"
"Seltener","2001","Realschule","1 Einkommensschwächstes Quintil","602","0.4664866333877","0.43865217561043","0.49432109116497"
"Seltener","2001","Realschule","2","821","0.479157789684357","0.454853597305098","0.503461982063617"
"Seltener","2001","Realschule","3","599","0.45861338912727","0.431045510474395","0.486181267780144"
"Seltener","2001","Realschule","4","480","0.439251364259386","0.409059489131369","0.469443239387403"
"Seltener","2001","Realschule","5 Einkommensstärkstes Quintil","265","0.429370119468559","0.389730649070746","0.469009589866372"
"Seltener","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","162","0.309726507567222","0.268660413631508","0.350792601502936"
"Seltener","2001","(Fach-)Abitur","2","219","0.375711860443256","0.335742377179365","0.415681343707148"
"Seltener","2001","(Fach-)Abitur","3","181","0.393100610435858","0.348171235771942","0.438029985099774"
"Seltener","2001","(Fach-)Abitur","4","150","0.361431778454662","0.315431771440804","0.40743178546852"
"Seltener","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","121","0.442378744134958","0.384917645082637","0.499839843187279"
"Seltener","2001","AkademikerIn","1 Einkommensschwächstes Quintil","169","0.516134989588062","0.461803680357112","0.570466298819011"
"Seltener","2001","AkademikerIn","2","297","0.482541027506708","0.442322531343654","0.522759523669763"
"Seltener","2001","AkademikerIn","3","371","0.510443283657959","0.473904095037498","0.546982472278419"
"Seltener","2001","AkademikerIn","4","484","0.513114057329456","0.480477355043142","0.545750759615771"
"Seltener","2001","AkademikerIn","5 Einkommensstärkstes Quintil","457","0.439814046838008","0.408879012644341","0.470749081031674"
"Nie","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","131","0.413788305501422","0.359910249163306","0.467666361839537"
"Nie","2001","(noch) kein Abschluss","2","72","0.284318906713085","0.228734820189131","0.339902993237039"
"Nie","2001","(noch) kein Abschluss","3","24","","",""
"Nie","2001","(noch) kein Abschluss","4","10","","",""
"Nie","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Nie","2001","Hauptschule","1 Einkommensschwächstes Quintil","1644","0.620391735752105","0.602345658938863","0.638437812565347"
"Nie","2001","Hauptschule","2","1556","0.568135516605465","0.550016642426342","0.586254390784588"
"Nie","2001","Hauptschule","3","909","0.494009212881667","0.471558019540876","0.516460406222459"
"Nie","2001","Hauptschule","4","520","0.445014213007303","0.41731986707641","0.472708558938197"
"Nie","2001","Hauptschule","5 Einkommensstärkstes Quintil","204","0.399711794728026","0.357365060967169","0.442058528488883"
"Nie","2001","Realschule","1 Einkommensschwächstes Quintil","258","0.218169992991531","0.195126718804751","0.241213267178311"
"Nie","2001","Realschule","2","307","0.218671092637489","0.198561583730162","0.238780601544815"
"Nie","2001","Realschule","3","254","0.219003394716064","0.196122330256795","0.241884459175333"
"Nie","2001","Realschule","4","195","0.221682360315712","0.196413048217214","0.24695167241421"
"Nie","2001","Realschule","5 Einkommensstärkstes Quintil","124","0.232878609369126","0.199030725224939","0.266726493513314"
"Nie","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","117","0.246623075144455","0.208340017106282","0.284906133182628"
"Nie","2001","(Fach-)Abitur","2","105","0.214562839040793","0.180682986220363","0.248442691861224"
"Nie","2001","(Fach-)Abitur","3","84","0.201484398606302","0.164588118796645","0.238380678415958"
"Nie","2001","(Fach-)Abitur","4","60","0.183696296438058","0.14661822275129","0.220774370124826"
"Nie","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","45","0.194099113142839","0.148341882164786","0.239856344120892"
"Nie","2001","AkademikerIn","1 Einkommensschwächstes Quintil","93","0.295297952003399","0.245702780679787","0.344893123327011"
"Nie","2001","AkademikerIn","2","154","0.281830408454273","0.245620437571113","0.318040379337432"
"Nie","2001","AkademikerIn","3","158","0.225677546691874","0.195122092177759","0.25623300120599"
"Nie","2001","AkademikerIn","4","166","0.197293288765203","0.17130843370724","0.223278143823167"
"Nie","2001","AkademikerIn","5 Einkommensstärkstes Quintil","210","0.234006640244779","0.207620459181082","0.260392821308476"
"Täglich","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","(noch) kein Abschluss","2","","","",""
"Täglich","2002","(noch) kein Abschluss","3","","","",""
"Täglich","2002","(noch) kein Abschluss","4","","","",""
"Täglich","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Hauptschule","2","","","",""
"Täglich","2002","Hauptschule","3","","","",""
"Täglich","2002","Hauptschule","4","","","",""
"Täglich","2002","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Realschule","2","","","",""
"Täglich","2002","Realschule","3","","","",""
"Täglich","2002","Realschule","4","","","",""
"Täglich","2002","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","(Fach-)Abitur","2","","","",""
"Täglich","2002","(Fach-)Abitur","3","","","",""
"Täglich","2002","(Fach-)Abitur","4","","","",""
"Täglich","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","AkademikerIn","2","","","",""
"Täglich","2002","AkademikerIn","3","","","",""
"Täglich","2002","AkademikerIn","4","","","",""
"Täglich","2002","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","2","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","3","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","4","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Hauptschule","2","","","",""
"Min 1x pro Woche","2002","Hauptschule","3","","","",""
"Min 1x pro Woche","2002","Hauptschule","4","","","",""
"Min 1x pro Woche","2002","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Realschule","2","","","",""
"Min 1x pro Woche","2002","Realschule","3","","","",""
"Min 1x pro Woche","2002","Realschule","4","","","",""
"Min 1x pro Woche","2002","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","2","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","3","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","4","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","AkademikerIn","2","","","",""
"Min 1x pro Woche","2002","AkademikerIn","3","","","",""
"Min 1x pro Woche","2002","AkademikerIn","4","","","",""
"Min 1x pro Woche","2002","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","2","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","3","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","4","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Hauptschule","2","","","",""
"Min 1x pro Monat","2002","Hauptschule","3","","","",""
"Min 1x pro Monat","2002","Hauptschule","4","","","",""
"Min 1x pro Monat","2002","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Realschule","2","","","",""
"Min 1x pro Monat","2002","Realschule","3","","","",""
"Min 1x pro Monat","2002","Realschule","4","","","",""
