"pli0091_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Seltener","1993","17-34","indirekter Migrationshintergrund","","","",""
"Seltener","1993","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","35-65","kein Migrationshintergrund","","","",""
"Seltener","1993","35-65","direkter Migrationshintergrund","","","",""
"Seltener","1993","35-65","indirekter Migrationshintergrund","","","",""
"Seltener","1993","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","66 +","kein Migrationshintergrund","","","",""
"Seltener","1993","66 +","direkter Migrationshintergrund","","","",""
"Seltener","1993","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","1993","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","17-34","kein Migrationshintergrund","","","",""
"Nie","1993","17-34","direkter Migrationshintergrund","","","",""
"Nie","1993","17-34","indirekter Migrationshintergrund","","","",""
"Nie","1993","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","35-65","kein Migrationshintergrund","","","",""
"Nie","1993","35-65","direkter Migrationshintergrund","","","",""
"Nie","1993","35-65","indirekter Migrationshintergrund","","","",""
"Nie","1993","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","66 +","kein Migrationshintergrund","","","",""
"Nie","1993","66 +","direkter Migrationshintergrund","","","",""
"Nie","1993","66 +","indirekter Migrationshintergrund","","","",""
"Nie","1993","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","17-34","kein Migrationshintergrund","","","",""
"Taeglich","1994","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","1994","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","35-65","kein Migrationshintergrund","","","",""
"Taeglich","1994","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","1994","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","66 +","kein Migrationshintergrund","","","",""
"Taeglich","1994","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","1994","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","17-34","kein Migrationshintergrund","665","0.194534077005739","0.181536523620596","0.207531630390881"
"Min 1x pro Woche","1994","17-34","direkter Migrationshintergrund","99","0.144998261802707","0.119832848489774","0.17016367511564"
"Min 1x pro Woche","1994","17-34","indirekter Migrationshintergrund","156","0.319670259219199","0.276960591074753","0.362379927363645"
"Min 1x pro Woche","1994","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","35-65","kein Migrationshintergrund","147","0.0363685947393883","0.0312140374384394","0.0415231520403371"
"Min 1x pro Woche","1994","35-65","direkter Migrationshintergrund","35","0.0310665970293571","0.0220330778288828","0.0401001162298313"
"Min 1x pro Woche","1994","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","66 +","kein Migrationshintergrund","12","","",""
"Min 1x pro Woche","1994","66 +","direkter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1994","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","17-34","kein Migrationshintergrund","996","0.289650385928641","0.274756318693565","0.304544453163716"
"Min 1x pro Monat","1994","17-34","direkter Migrationshintergrund","138","0.204746951465256","0.175906598973273","0.233587303957238"
"Min 1x pro Monat","1994","17-34","indirekter Migrationshintergrund","152","0.34820181024709","0.304571586586486","0.391832033907694"
"Min 1x pro Monat","1994","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","35-65","kein Migrationshintergrund","452","0.0994342215588647","0.0911947701327331","0.107673672984996"
"Min 1x pro Monat","1994","35-65","direkter Migrationshintergrund","85","0.0733577845291986","0.0597827072645478","0.0869328617938494"
"Min 1x pro Monat","1994","35-65","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1994","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","66 +","kein Migrationshintergrund","20","","",""
"Min 1x pro Monat","1994","66 +","direkter Migrationshintergrund","4","","",""
"Min 1x pro Monat","1994","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","17-34","kein Migrationshintergrund","1536","0.426069262753248","0.409832104468037","0.442306421038459"
"Seltener","1994","17-34","direkter Migrationshintergrund","264","0.372904184852462","0.338341716530323","0.407466653174601"
"Seltener","1994","17-34","indirekter Migrationshintergrund","112","0.255699903445606","0.215746418037216","0.295653388853996"
"Seltener","1994","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","35-65","kein Migrationshintergrund","2383","0.458576249433162","0.444856471898292","0.472296026968032"
"Seltener","1994","35-65","direkter Migrationshintergrund","410","0.35391702404777","0.329019392166183","0.378814655929357"
"Seltener","1994","35-65","indirekter Migrationshintergrund","18","","",""
"Seltener","1994","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","66 +","kein Migrationshintergrund","167","0.126918734824718","0.108774484445267","0.14506298520417"
"Seltener","1994","66 +","direkter Migrationshintergrund","23","","",""
"Seltener","1994","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","1994","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","17-34","kein Migrationshintergrund","366","0.0897462743123727","0.0803613748029098","0.0991311738218356"
"Nie","1994","17-34","direkter Migrationshintergrund","251","0.277350601879575","0.245352991218337","0.309348212540814"
"Nie","1994","17-34","indirekter Migrationshintergrund","38","0.0764280270881049","0.0520960695986597","0.10075998457755"
"Nie","1994","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","35-65","kein Migrationshintergrund","2085","0.405620934268585","0.392101311561707","0.419140556975462"
"Nie","1994","35-65","direkter Migrationshintergrund","887","0.541658594393674","0.515715574347326","0.567601614440022"
"Nie","1994","35-65","indirekter Migrationshintergrund","8","","",""
"Nie","1994","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","66 +","kein Migrationshintergrund","1094","0.848968455113138","0.829450764126721","0.868486146099555"
"Nie","1994","66 +","direkter Migrationshintergrund","138","0.834922161503366","0.778615829512911","0.891228493493822"
"Nie","1994","66 +","indirekter Migrationshintergrund","2","","",""
"Nie","1994","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1995","17-34","kein Migrationshintergrund","4","","",""
"Taeglich","1995","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","1995","17-34","indirekter Migrationshintergrund","2","","",""
"Taeglich","1995","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1995","35-65","kein Migrationshintergrund","2","","",""
"Taeglich","1995","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","1995","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","1995","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1995","66 +","kein Migrationshintergrund","","","",""
"Taeglich","1995","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","1995","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","1995","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","17-34","kein Migrationshintergrund","596","0.176153008927182","0.163562878773777","0.188743139080586"
"Min 1x pro Woche","1995","17-34","direkter Migrationshintergrund","102","0.126249624715138","0.104822890817605","0.147676358612671"
"Min 1x pro Woche","1995","17-34","indirekter Migrationshintergrund","154","0.306821036457566","0.265172198280377","0.348469874634756"
"Min 1x pro Woche","1995","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","35-65","kein Migrationshintergrund","54","0.0128727078497398","0.00979102410387354","0.015954391595606"
"Min 1x pro Woche","1995","35-65","direkter Migrationshintergrund","12","","",""
"Min 1x pro Woche","1995","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1995","66 +","kein Migrationshintergrund","4","","",""
"Min 1x pro Woche","1995","66 +","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1995","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","17-34","kein Migrationshintergrund","1077","0.32043041692828","0.305008237900991","0.335852595955569"
"Min 1x pro Monat","1995","17-34","direkter Migrationshintergrund","192","0.228390768908447","0.201308489079362","0.255473048737532"
"Min 1x pro Monat","1995","17-34","indirekter Migrationshintergrund","158","0.375370618030781","0.331640668135074","0.419100567926489"
"Min 1x pro Monat","1995","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","35-65","kein Migrationshintergrund","398","0.08257402471945","0.0750495918117994","0.0900984576271006"
"Min 1x pro Monat","1995","35-65","direkter Migrationshintergrund","75","0.0648742825986999","0.0529391368743637","0.0768094283230361"
"Min 1x pro Monat","1995","35-65","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1995","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1995","66 +","kein Migrationshintergrund","10","","",""
"Min 1x pro Monat","1995","66 +","direkter Migrationshintergrund","5","","",""
"Min 1x pro Monat","1995","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","17-34","kein Migrationshintergrund","1426","0.389704204942875","0.373586632100828","0.405821777784923"
"Seltener","1995","17-34","direkter Migrationshintergrund","291","0.321929900186047","0.291788377022833","0.352071423349261"
"Seltener","1995","17-34","indirekter Migrationshintergrund","102","0.213495371763061","0.176488488420572","0.250502255105549"
"Seltener","1995","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","35-65","kein Migrationshintergrund","2314","0.429028950513755","0.415498356126616","0.442559544900894"
"Seltener","1995","35-65","direkter Migrationshintergrund","390","0.292677242566784","0.270629723118621","0.314724762014947"
"Seltener","1995","35-65","indirekter Migrationshintergrund","10","","",""
"Seltener","1995","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1995","66 +","kein Migrationshintergrund","124","0.0921242530533978","0.0763547854509558","0.10789372065584"
"Seltener","1995","66 +","direkter Migrationshintergrund","16","","",""
"Seltener","1995","66 +","indirekter Migrationshintergrund","1","","",""
"Seltener","1995","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","17-34","kein Migrationshintergrund","414","0.111273621959059","0.100880594985957","0.121666648932161"
"Nie","1995","17-34","direkter Migrationshintergrund","338","0.323429706190368","0.293251483686007","0.353607928694729"
"Nie","1995","17-34","indirekter Migrationshintergrund","55","0.10022113194487","0.0731014130346328","0.127340850855108"
"Nie","1995","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","35-65","kein Migrationshintergrund","2372","0.475260836162329","0.461608584515656","0.488913087809003"
"Nie","1995","35-65","direkter Migrationshintergrund","1159","0.628415219167322","0.604999432778065","0.651831005556578"
"Nie","1995","35-65","indirekter Migrationshintergrund","16","","",""
"Nie","1995","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1995","66 +","kein Migrationshintergrund","1154","0.894679045411167","0.877940879805574","0.911417211016761"
"Nie","1995","66 +","direkter Migrationshintergrund","186","0.905619419156817","0.86588831727884","0.945350521034793"
"Nie","1995","66 +","indirekter Migrationshintergrund","3","","",""
"Nie","1995","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","17-34","kein Migrationshintergrund","","","",""
"Taeglich","1996","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","1996","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","35-65","kein Migrationshintergrund","","","",""
"Taeglich","1996","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","1996","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1996","66 +","kein Migrationshintergrund","","","",""
"Taeglich","1996","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","1996","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","17-34","kein Migrationshintergrund","692","0.208589960668223","0.194948974245577","0.222230947090869"
"Min 1x pro Woche","1996","17-34","direkter Migrationshintergrund","87","0.12043668360492","0.0983210505238144","0.142552316686026"
"Min 1x pro Woche","1996","17-34","indirekter Migrationshintergrund","143","0.307594068010382","0.267223431178646","0.347964704842119"
"Min 1x pro Woche","1996","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","35-65","kein Migrationshintergrund","163","0.0421455387352632","0.0366607573215386","0.0476303201489878"
"Min 1x pro Woche","1996","35-65","direkter Migrationshintergrund","37","0.0269658396239193","0.0188412844971398","0.0350903947506988"
"Min 1x pro Woche","1996","35-65","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1996","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1996","66 +","kein Migrationshintergrund","14","","",""
"Min 1x pro Woche","1996","66 +","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1996","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1996","17-34","kein Migrationshintergrund","1149","0.348947628191718","0.332945181613306","0.36495007477013"
"Min 1x pro Monat","1996","17-34","direkter Migrationshintergrund","195","0.250550460845151","0.221105889972468","0.279995031717835"
"Min 1x pro Monat","1996","17-34","indirekter Migrationshintergrund","174","0.347638605273991","0.30598003525698","0.389297175291003"
"Min 1x pro Monat","1996","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1996","35-65","kein Migrationshintergrund","641","0.127887542385243","0.118770916733428","0.137004168037059"
"Min 1x pro Monat","1996","35-65","direkter Migrationshintergrund","110","0.100026089304815","0.0849773479749824","0.115074830634648"
"Min 1x pro Monat","1996","35-65","indirekter Migrationshintergrund","5","","",""
"Min 1x pro Monat","1996","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1996","66 +","kein Migrationshintergrund","52","0.0383364432144188","0.0278829106109603","0.0487899758178774"
"Min 1x pro Monat","1996","66 +","direkter Migrationshintergrund","5","","",""
"Min 1x pro Monat","1996","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1996","17-34","kein Migrationshintergrund","1292","0.367482061140424","0.351295567040239","0.383668555240608"
"Seltener","1996","17-34","direkter Migrationshintergrund","320","0.372726584675846","0.339870935409658","0.405582233942034"
"Seltener","1996","17-34","indirekter Migrationshintergrund","137","0.276390750963142","0.237269742634223","0.315511759292062"
"Seltener","1996","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1996","35-65","kein Migrationshintergrund","2724","0.500285935294505","0.486636845543251","0.513935025045758"
"Seltener","1996","35-65","direkter Migrationshintergrund","487","0.377233946444499","0.352923304789496","0.401544588099502"
"Seltener","1996","35-65","indirekter Migrationshintergrund","14","","",""
"Seltener","1996","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1996","66 +","kein Migrationshintergrund","188","0.151759481678986","0.132225849104126","0.171293114253846"
"Seltener","1996","66 +","direkter Migrationshintergrund","33","0.176777010443931","0.127041622591232","0.226512398296631"
"Seltener","1996","66 +","indirekter Migrationshintergrund","3","","",""
"Seltener","1996","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1996","17-34","kein Migrationshintergrund","275","0.0749803499996354","0.066138411112435","0.0838222888868359"
"Nie","1996","17-34","direkter Migrationshintergrund","230","0.256286270874082","0.226620748634145","0.285951793114019"
"Nie","1996","17-34","indirekter Migrationshintergrund","48","0.0683765757524839","0.0462980482055197","0.0904551032994481"
"Nie","1996","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1996","35-65","kein Migrationshintergrund","1627","0.329680983584989","0.31684818213467","0.342513785035307"
"Nie","1996","35-65","direkter Migrationshintergrund","893","0.495774124626766","0.47069669242231","0.520851556831223"
"Nie","1996","35-65","indirekter Migrationshintergrund","11","","",""
"Nie","1996","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1996","66 +","kein Migrationshintergrund","1042","0.799532016952396","0.777735553657549","0.821328480247242"
"Nie","1996","66 +","direkter Migrationshintergrund","187","0.788193382238374","0.734923709814776","0.841463054661972"
"Nie","1996","66 +","indirekter Migrationshintergrund","2","","",""
"Nie","1996","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1997","17-34","kein Migrationshintergrund","","","",""
"Taeglich","1997","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","1997","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","1997","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1997","35-65","kein Migrationshintergrund","","","",""
"Taeglich","1997","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","1997","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","1997","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1997","66 +","kein Migrationshintergrund","","","",""
"Taeglich","1997","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","1997","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","1997","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1997","17-34","kein Migrationshintergrund","623","0.195471650014656","0.181929149546694","0.209014150482618"
"Min 1x pro Woche","1997","17-34","direkter Migrationshintergrund","73","0.0854377244615165","0.0656937670049693","0.105181681918064"
"Min 1x pro Woche","1997","17-34","indirekter Migrationshintergrund","138","0.272607401659024","0.234552686166972","0.310662117151077"
"Min 1x pro Woche","1997","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1997","35-65","kein Migrationshintergrund","184","0.0426338862924978","0.0370962212668548","0.0481715513181409"
"Min 1x pro Woche","1997","35-65","direkter Migrationshintergrund","36","0.0248670696054641","0.0168630138690336","0.0328711253418947"
"Min 1x pro Woche","1997","35-65","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1997","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1997","66 +","kein Migrationshintergrund","18","","",""
"Min 1x pro Woche","1997","66 +","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1997","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","17-34","kein Migrationshintergrund","1080","0.334842552851248","0.318726122907705","0.350958982794792"
"Min 1x pro Monat","1997","17-34","direkter Migrationshintergrund","180","0.276911475025494","0.245305518403666","0.308517431647322"
"Min 1x pro Monat","1997","17-34","indirekter Migrationshintergrund","201","0.399798340089622","0.357935922234166","0.441660757945079"
"Min 1x pro Monat","1997","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","35-65","kein Migrationshintergrund","623","0.12904482919433","0.119855614483645","0.138234043905016"
"Min 1x pro Monat","1997","35-65","direkter Migrationshintergrund","89","0.0753710895620353","0.061801959079879","0.0889402200441916"
"Min 1x pro Monat","1997","35-65","indirekter Migrationshintergrund","6","","",""
"Min 1x pro Monat","1997","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","66 +","kein Migrationshintergrund","34","0.0250744799736557","0.0165915765629657","0.0335573833843457"
"Min 1x pro Monat","1997","66 +","direkter Migrationshintergrund","3","","",""
"Min 1x pro Monat","1997","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","17-34","kein Migrationshintergrund","1344","0.403735069232706","0.386979693755698","0.420490444709714"
"Seltener","1997","17-34","direkter Migrationshintergrund","313","0.40651887267891","0.371825498415866","0.441212246941953"
"Seltener","1997","17-34","indirekter Migrationshintergrund","140","0.228496452792723","0.19261550439127","0.264377401194177"
"Seltener","1997","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","35-65","kein Migrationshintergrund","2583","0.479411278632851","0.465717865989269","0.493104691276433"
"Seltener","1997","35-65","direkter Migrationshintergrund","425","0.351526476536822","0.326985545625745","0.376067407447899"
"Seltener","1997","35-65","indirekter Migrationshintergrund","16","","",""
"Seltener","1997","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","66 +","kein Migrationshintergrund","190","0.150663336986897","0.131255078750536","0.170071595223258"
"Seltener","1997","66 +","direkter Migrationshintergrund","27","","",""
"Seltener","1997","66 +","indirekter Migrationshintergrund","2","","",""
"Seltener","1997","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","17-34","kein Migrationshintergrund","247","0.0659507279013903","0.0574749223763541","0.0744265334264264"
"Nie","1997","17-34","direkter Migrationshintergrund","204","0.23113192783408","0.201356458708204","0.260907396959956"
"Nie","1997","17-34","indirekter Migrationshintergrund","47","0.09909780545863","0.0735633817935035","0.124632229123757"
"Nie","1997","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","35-65","kein Migrationshintergrund","1723","0.34891000588032","0.335845667597547","0.361974344163093"
"Nie","1997","35-65","direkter Migrationshintergrund","904","0.548235364295678","0.522655070588819","0.573815658002538"
"Nie","1997","35-65","indirekter Migrationshintergrund","9","","",""
"Nie","1997","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","66 +","kein Migrationshintergrund","1063","0.810261857689858","0.78898865613078","0.831535059248936"
"Nie","1997","66 +","direkter Migrationshintergrund","197","0.872990154726625","0.829768236837301","0.916212072615948"
"Nie","1997","66 +","indirekter Migrationshintergrund","4","","",""
"Nie","1997","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","17-34","kein Migrationshintergrund","5","","",""
"Taeglich","1998","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","1998","17-34","indirekter Migrationshintergrund","2","","",""
"Taeglich","1998","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","35-65","kein Migrationshintergrund","1","","",""
"Taeglich","1998","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","1998","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","1998","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","66 +","kein Migrationshintergrund","","","",""
"Taeglich","1998","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","1998","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","1998","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","17-34","kein Migrationshintergrund","546","0.149412004169601","0.137745660307567","0.161078348031634"
"Min 1x pro Woche","1998","17-34","direkter Migrationshintergrund","66","0.0944918967723234","0.073066196074306","0.115917597470341"
"Min 1x pro Woche","1998","17-34","indirekter Migrationshintergrund","117","0.261460779497634","0.224635632806678","0.298285926188591"
"Min 1x pro Woche","1998","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","35-65","kein Migrationshintergrund","73","0.0132925181842577","0.0104000035982565","0.0161850327702589"
"Min 1x pro Woche","1998","35-65","direkter Migrationshintergrund","7","","",""
"Min 1x pro Woche","1998","35-65","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1998","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","66 +","kein Migrationshintergrund","4","","",""
"Min 1x pro Woche","1998","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","17-34","kein Migrationshintergrund","1288","0.371404369008264","0.355592194966948","0.38721654304958"
"Min 1x pro Monat","1998","17-34","direkter Migrationshintergrund","158","0.245819911864278","0.214281658326593","0.277358165401964"
"Min 1x pro Monat","1998","17-34","indirekter Migrationshintergrund","203","0.382933025698982","0.342196687159356","0.423669364238608"
"Min 1x pro Monat","1998","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","35-65","kein Migrationshintergrund","657","0.123007635143656","0.114712152553514","0.131303117733798"
"Min 1x pro Monat","1998","35-65","direkter Migrationshintergrund","94","0.0901262898332681","0.0752633529613496","0.104989226705186"
"Min 1x pro Monat","1998","35-65","indirekter Migrationshintergrund","10","","",""
"Min 1x pro Monat","1998","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","66 +","kein Migrationshintergrund","20","","",""
"Min 1x pro Monat","1998","66 +","direkter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1998","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","17-34","kein Migrationshintergrund","1436","0.398311814887726","0.382291179409062","0.414332450366391"
"Seltener","1998","17-34","direkter Migrationshintergrund","253","0.339947499754537","0.305250913620774","0.374644085888299"
"Seltener","1998","17-34","indirekter Migrationshintergrund","163","0.247569905730615","0.211400911510666","0.283738899950564"
"Seltener","1998","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","35-65","kein Migrationshintergrund","2977","0.475909462506872","0.463295746619217","0.488523178394527"
"Seltener","1998","35-65","direkter Migrationshintergrund","411","0.348338490198528","0.32360985795193","0.373067122445127"
"Seltener","1998","35-65","indirekter Migrationshintergrund","18","","",""
"Seltener","1998","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","66 +","kein Migrationshintergrund","203","0.12367926817979","0.107425652708187","0.139932883651394"
"Seltener","1998","66 +","direkter Migrationshintergrund","27","","",""
"Seltener","1998","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","1998","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","17-34","kein Migrationshintergrund","312","0.0791944727120827","0.0703572907538981","0.0880316546702672"
"Nie","1998","17-34","direkter Migrationshintergrund","239","0.319740691608862","0.285579911371965","0.353901471845759"
"Nie","1998","17-34","indirekter Migrationshintergrund","62","0.104265699150634","0.0786553935790616","0.129876004722205"
"Nie","1998","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","35-65","kein Migrationshintergrund","2314","0.387693111941991","0.37538741173737","0.399998812146611"
"Nie","1998","35-65","direkter Migrationshintergrund","914","0.5556698346173","0.529879935817471","0.58145973341713"
"Nie","1998","35-65","indirekter Migrationshintergrund","15","","",""
"Nie","1998","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","66 +","kein Migrationshintergrund","1349","0.861757033244182","0.844716470785931","0.878797595702433"
