year,quintil_oecd,regtyp,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,3rd Quintile,Rural regions,Seldom,0.39726,433,1003,0.36696,0.42756
1997,3rd Quintile,Rural regions,Never,0.37954,313,1003,0.34949,0.40958
1997,4th Quintile,Urban regions,At least once per week,0.08823,168,1766,0.07499,0.10146
1997,4th Quintile,Urban regions,At least once per month,0.17842,331,1766,0.16056,0.19628
1997,4th Quintile,Urban regions,Seldom,0.43417,791,1766,0.41104,0.45729
1997,4th Quintile,Urban regions,Never,0.29919,476,1766,0.27783,0.32055
1997,4th Quintile,Rural regions,At least once per week,0.11241,111,880,0.09153,0.13329
1997,4th Quintile,Rural regions,At least once per month,0.17490,173,880,0.14979,0.20002
1997,4th Quintile,Rural regions,Seldom,0.42256,375,880,0.38990,0.45522
1997,4th Quintile,Rural regions,Never,0.29013,221,880,0.26013,0.32013
1997,5th Quintile,Urban regions,At least once per week,0.07283,149,1749,0.06065,0.08501
1997,5th Quintile,Urban regions,At least once per month,0.21838,399,1749,0.19901,0.23775
1997,5th Quintile,Urban regions,Seldom,0.42658,742,1749,0.40339,0.44976
1997,5th Quintile,Urban regions,Never,0.28221,459,1749,0.26111,0.30331
1997,5th Quintile,Rural regions,At least once per week,0.09627,66,648,0.07354,0.11900
1997,5th Quintile,Rural regions,At least once per month,0.18351,116,648,0.15368,0.21334
1997,5th Quintile,Rural regions,Seldom,0.46258,315,648,0.42416,0.50100
1997,5th Quintile,Rural regions,Never,0.25764,151,648,0.22394,0.29134
1998,1st Quintile,Urban regions,At least once per week,0.05989,86,1555,0.04809,0.07169
1998,1st Quintile,Urban regions,At least once per month,0.16067,238,1555,0.14241,0.17893
1998,1st Quintile,Urban regions,Seldom,0.24725,422,1555,0.22580,0.26870
1998,1st Quintile,Urban regions,Never,0.53218,809,1555,0.50737,0.55699
1998,1st Quintile,Rural regions,At least once per week,0.05487,49,772,0.03880,0.07095
1998,1st Quintile,Rural regions,At least once per month,0.13052,99,772,0.10674,0.15430
1998,1st Quintile,Rural regions,Seldom,0.27935,253,772,0.24768,0.31102
1998,1st Quintile,Rural regions,Never,0.53527,371,772,0.50006,0.57047
1998,2nd Quintile,Urban regions,At least once per week,0.04551,83,1540,0.03510,0.05592
1998,2nd Quintile,Urban regions,At least once per month,0.15786,267,1540,0.13964,0.17607
1998,2nd Quintile,Urban regions,Seldom,0.33572,532,1540,0.31212,0.35931
1998,2nd Quintile,Urban regions,Never,0.46091,658,1540,0.43601,0.48582
1998,2nd Quintile,Rural regions,At least once per week,0.05118,61,954,0.03719,0.06517
1998,2nd Quintile,Rural regions,At least once per month,0.13395,146,954,0.11232,0.15557
1998,2nd Quintile,Rural regions,Seldom,0.37571,379,954,0.34496,0.40646
1998,2nd Quintile,Rural regions,Never,0.43916,368,954,0.40765,0.47067
1998,3rd Quintile,Urban regions,At least once per week,0.05397,92,1529,0.04264,0.06530
1998,3rd Quintile,Urban regions,At least once per month,0.15715,245,1529,0.13890,0.17540
1998,3rd Quintile,Urban regions,Seldom,0.35014,588,1529,0.32622,0.37406
1998,3rd Quintile,Urban regions,Never,0.43874,604,1529,0.41386,0.46362
1998,3rd Quintile,Rural regions,At least once per week,0.05145,65,1031,0.03796,0.06494
1998,3rd Quintile,Rural regions,At least once per month,0.12274,154,1031,0.10270,0.14278
1998,3rd Quintile,Rural regions,Seldom,0.37847,421,1031,0.34885,0.40809
1998,3rd Quintile,Rural regions,Never,0.44734,391,1031,0.41698,0.47771
1998,4th Quintile,Urban regions,At least once per week,0.05264,110,1692,0.04200,0.06329
1998,4th Quintile,Urban regions,At least once per month,0.18928,346,1692,0.17061,0.20795
1998,4th Quintile,Urban regions,Seldom,0.39821,698,1692,0.37488,0.42154
1998,4th Quintile,Urban regions,Never,0.35987,538,1692,0.33699,0.38275
1998,4th Quintile,Rural regions,At least once per week,0.05070,48,906,0.03641,0.06500
1998,4th Quintile,Rural regions,At least once per month,0.15620,156,906,0.13255,0.17986
1998,4th Quintile,Rural regions,Seldom,0.41274,416,906,0.38067,0.44482
1998,4th Quintile,Rural regions,Never,0.38035,286,906,0.34872,0.41198
1998,5th Quintile,Urban regions,At least once per week,0.04225,90,1654,0.03255,0.05194
1998,5th Quintile,Urban regions,At least once per month,0.21479,378,1654,0.19499,0.23459
1998,5th Quintile,Urban regions,Seldom,0.46204,751,1654,0.43801,0.48608
1998,5th Quintile,Urban regions,Never,0.28092,435,1654,0.25925,0.30259
1998,5th Quintile,Rural regions,At least once per week,0.04780,45,637,0.03122,0.06438
1998,5th Quintile,Rural regions,At least once per month,0.16250,106,637,0.13383,0.19117
1998,5th Quintile,Rural regions,Seldom,0.51371,331,637,0.47487,0.55256
1998,5th Quintile,Rural regions,Never,0.27599,155,637,0.24125,0.31073
1999,1st Quintile,Urban regions,At least once per week,0.06830,107,1656,0.05615,0.08045
1999,1st Quintile,Urban regions,At least once per month,0.14831,262,1656,0.13119,0.16544
1999,1st Quintile,Urban regions,Seldom,0.31403,529,1656,0.29167,0.33639
1999,1st Quintile,Urban regions,Never,0.46935,758,1656,0.44531,0.49340
1999,1st Quintile,Rural regions,At least once per week,0.06798,68,926,0.05176,0.08420
1999,1st Quintile,Rural regions,At least once per month,0.15058,148,926,0.12753,0.17363
1999,1st Quintile,Rural regions,Seldom,0.35413,362,926,0.32331,0.38495
1999,1st Quintile,Rural regions,Never,0.42731,348,926,0.39543,0.45919
1999,2nd Quintile,Urban regions,At least once per week,0.05464,109,1723,0.04391,0.06538
1999,2nd Quintile,Urban regions,At least once per month,0.15207,297,1723,0.13511,0.16903
1999,2nd Quintile,Urban regions,Seldom,0.38086,697,1723,0.35792,0.40379
1999,2nd Quintile,Urban regions,Never,0.41243,620,1723,0.38917,0.43568
1999,2nd Quintile,Rural regions,At least once per week,0.07280,88,1133,0.05766,0.08793
1999,2nd Quintile,Rural regions,At least once per month,0.12795,172,1133,0.10849,0.14741
1999,2nd Quintile,Rural regions,Seldom,0.40981,508,1133,0.38116,0.43846
1999,2nd Quintile,Rural regions,Never,0.38945,365,1133,0.36104,0.41785
1999,3rd Quintile,Urban regions,At least once per week,0.07428,144,1708,0.06184,0.08672
1999,3rd Quintile,Urban regions,At least once per month,0.17118,318,1708,0.15331,0.18904
1999,3rd Quintile,Urban regions,Seldom,0.43223,732,1708,0.40873,0.45573
1999,3rd Quintile,Urban regions,Never,0.32232,514,1708,0.30015,0.34449
1999,3rd Quintile,Rural regions,At least once per week,0.09032,102,1103,0.07340,0.10724
1999,3rd Quintile,Rural regions,At least once per month,0.14867,181,1103,0.12766,0.16967
1999,3rd Quintile,Rural regions,Seldom,0.41902,505,1103,0.38989,0.44816
1999,3rd Quintile,Rural regions,Never,0.34199,315,1103,0.31398,0.37000
1999,4th Quintile,Urban regions,At least once per week,0.07679,164,1864,0.06470,0.08888
1999,4th Quintile,Urban regions,At least once per month,0.20046,390,1864,0.18228,0.21864
1999,4th Quintile,Urban regions,Seldom,0.42289,812,1864,0.40046,0.44532
1999,4th Quintile,Urban regions,Never,0.29986,498,1864,0.27906,0.32067
1999,4th Quintile,Rural regions,At least once per week,0.08304,79,883,0.06483,0.10125
1999,4th Quintile,Rural regions,At least once per month,0.15985,157,883,0.13566,0.18403
1999,4th Quintile,Rural regions,Seldom,0.44473,428,883,0.41194,0.47753
1999,4th Quintile,Rural regions,Never,0.31238,219,883,0.28179,0.34296
1999,5th Quintile,Urban regions,At least once per week,0.06497,159,1886,0.05384,0.07610
1999,5th Quintile,Urban regions,At least once per month,0.22023,448,1886,0.20152,0.23894
1999,5th Quintile,Urban regions,Seldom,0.45831,868,1886,0.43582,0.48081
1999,5th Quintile,Urban regions,Never,0.25649,411,1886,0.23677,0.27620
1999,5th Quintile,Rural regions,At least once per week,0.10211,70,710,0.07983,0.12440
1999,5th Quintile,Rural regions,At least once per month,0.15568,121,710,0.12899,0.18236
1999,5th Quintile,Rural regions,Seldom,0.47752,355,710,0.44075,0.51429
1999,5th Quintile,Rural regions,Never,0.26469,164,710,0.23222,0.29716
2001,1st Quintile,Urban regions,At least once per week,0.06157,150,2433,0.05202,0.07113
2001,1st Quintile,Urban regions,At least once per month,0.14570,358,2433,0.13168,0.15972
2001,1st Quintile,Urban regions,Seldom,0.31079,792,2433,0.29240,0.32919
2001,1st Quintile,Urban regions,Never,0.48193,1133,2433,0.46207,0.50179
2001,1st Quintile,Rural regions,At least once per week,0.07394,112,1412,0.06029,0.08759
2001,1st Quintile,Rural regions,At least once per month,0.12979,212,1412,0.11225,0.14732
2001,1st Quintile,Rural regions,Seldom,0.29463,444,1412,0.27084,0.31842
2001,1st Quintile,Rural regions,Never,0.50164,644,1412,0.47555,0.52773
2001,2nd Quintile,Urban regions,At least once per week,0.06204,165,2602,0.05277,0.07131
2001,2nd Quintile,Urban regions,At least once per month,0.16650,441,2602,0.15218,0.18082
2001,2nd Quintile,Urban regions,Seldom,0.33595,947,2602,0.31780,0.35410
2001,2nd Quintile,Urban regions,Never,0.43551,1049,2602,0.41645,0.45456
2001,2nd Quintile,Rural regions,At least once per week,0.06277,122,1711,0.05127,0.07426
2001,2nd Quintile,Rural regions,At least once per month,0.12272,238,1711,0.10716,0.13827
2001,2nd Quintile,Rural regions,Seldom,0.34178,632,1711,0.31930,0.36427
2001,2nd Quintile,Rural regions,Never,0.47273,719,1711,0.44907,0.49640
2001,3rd Quintile,Urban regions,At least once per week,0.06796,210,2828,0.05869,0.07724
2001,3rd Quintile,Urban regions,At least once per month,0.16870,497,2828,0.15490,0.18251
2001,3rd Quintile,Urban regions,Seldom,0.39821,1158,2828,0.38017,0.41626
2001,3rd Quintile,Urban regions,Never,0.36512,963,2828,0.34737,0.38287
2001,3rd Quintile,Rural regions,At least once per week,0.08236,137,1692,0.06926,0.09547
2001,3rd Quintile,Rural regions,At least once per month,0.16532,291,1692,0.14761,0.18302
2001,3rd Quintile,Rural regions,Seldom,0.42293,748,1692,0.39939,0.44648
2001,3rd Quintile,Rural regions,Never,0.32939,516,1692,0.30699,0.35179
2001,4th Quintile,Urban regions,At least once per week,0.08400,260,2973,0.07403,0.09398
2001,4th Quintile,Urban regions,At least once per month,0.18548,587,2973,0.17150,0.19945
2001,4th Quintile,Urban regions,Seldom,0.43271,1291,2973,0.41490,0.45052
2001,4th Quintile,Urban regions,Never,0.29781,835,2973,0.28137,0.31425
2001,4th Quintile,Rural regions,At least once per week,0.08789,151,1611,0.07406,0.10172
2001,4th Quintile,Rural regions,At least once per month,0.19032,321,1611,0.17115,0.20950
2001,4th Quintile,Rural regions,Seldom,0.40329,694,1611,0.37933,0.42725
2001,4th Quintile,Rural regions,Never,0.31850,445,1611,0.29574,0.34125
2001,5th Quintile,Urban regions,At least once per week,0.07346,278,3392,0.06468,0.08225
2001,5th Quintile,Urban regions,At least once per month,0.21613,779,3392,0.20228,0.22998
2001,5th Quintile,Urban regions,Seldom,0.43636,1481,3392,0.41967,0.45306
2001,5th Quintile,Urban regions,Never,0.27404,854,3392,0.25903,0.28905
2001,5th Quintile,Rural regions,At least once per week,0.07940,88,1104,0.06344,0.09535
2001,5th Quintile,Rural regions,At least once per month,0.20403,223,1104,0.18025,0.22781
2001,5th Quintile,Rural regions,Seldom,0.43197,521,1104,0.40274,0.46121
2001,5th Quintile,Rural regions,Never,0.28460,272,1104,0.25797,0.31123
2003,1st Quintile,Urban regions,At least once per week,0.04503,106,2175,0.03631,0.05374
2003,1st Quintile,Urban regions,At least once per month,0.15154,361,2175,0.13646,0.16661
2003,1st Quintile,Urban regions,Seldom,0.26916,582,2175,0.25051,0.28780
2003,1st Quintile,Urban regions,Never,0.53428,1126,2175,0.51331,0.55525
2003,1st Quintile,Rural regions,At least once per week,0.03073,42,1216,0.02102,0.04043
2003,1st Quintile,Rural regions,At least once per month,0.13071,165,1216,0.11175,0.14966
2003,1st Quintile,Rural regions,Seldom,0.28419,375,1216,0.25883,0.30955
2003,1st Quintile,Rural regions,Never,0.55438,634,1216,0.52643,0.58232
2003,2nd Quintile,Urban regions,At least once per week,0.04317,94,2291,0.03485,0.05150
2003,2nd Quintile,Urban regions,At least once per month,0.12033,300,2291,0.10700,0.13365
2003,2nd Quintile,Urban regions,Seldom,0.34726,824,2291,0.32776,0.36676
2003,2nd Quintile,Urban regions,Never,0.48923,1073,2291,0.46876,0.50971
2003,2nd Quintile,Rural regions,At least once per week,0.04092,67,1557,0.03108,0.05077
2003,2nd Quintile,Rural regions,At least once per month,0.11646,188,1557,0.10052,0.13240
2003,2nd Quintile,Rural regions,Seldom,0.34029,589,1557,0.31675,0.36384
2003,2nd Quintile,Rural regions,Never,0.50232,713,1557,0.47748,0.52716
2003,3rd Quintile,Urban regions,At least once per week,0.03441,118,2564,0.02735,0.04147
2003,3rd Quintile,Urban regions,At least once per month,0.15045,397,2564,0.13661,0.16429
2003,3rd Quintile,Urban regions,Seldom,0.39395,1022,2564,0.37503,0.41287
2003,3rd Quintile,Urban regions,Never,0.42119,1027,2564,0.40208,0.44031
2003,3rd Quintile,Rural regions,At least once per week,0.05071,79,1489,0.03956,0.06185
2003,3rd Quintile,Rural regions,At least once per month,0.14826,215,1489,0.13020,0.16631
2003,3rd Quintile,Rural regions,Seldom,0.38065,620,1489,0.35598,0.40532
2003,3rd Quintile,Rural regions,Never,0.42039,575,1489,0.39531,0.44547
2003,4th Quintile,Urban regions,At least once per week,0.04652,139,2897,0.03885,0.05419
2003,4th Quintile,Urban regions,At least once per month,0.20279,603,2897,0.18815,0.21744
2003,4th Quintile,Urban regions,Seldom,0.41511,1249,2897,0.39716,0.43306
2003,4th Quintile,Urban regions,Never,0.33558,906,2897,0.31838,0.35278
2003,4th Quintile,Rural regions,At least once per week,0.05362,95,1547,0.04239,0.06485
2003,4th Quintile,Rural regions,At least once per month,0.17057,264,1547,0.15182,0.18932
2003,4th Quintile,Rural regions,Seldom,0.44816,745,1547,0.42337,0.47295
2003,4th Quintile,Rural regions,Never,0.32765,443,1547,0.30426,0.35105
2003,5th Quintile,Urban regions,At least once per week,0.05031,251,4768,0.04411,0.05652
2003,5th Quintile,Urban regions,At least once per month,0.21059,1089,4768,0.19901,0.22216
2003,5th Quintile,Urban regions,Seldom,0.44621,2222,4768,0.43210,0.46032
2003,5th Quintile,Urban regions,Never,0.29289,1206,4768,0.27997,0.30581
2003,5th Quintile,Rural regions,At least once per week,0.04791,96,1566,0.03733,0.05849
2003,5th Quintile,Rural regions,At least once per month,0.19989,325,1566,0.18008,0.21970
2003,5th Quintile,Rural regions,Seldom,0.44854,768,1566,0.42390,0.47318
2003,5th Quintile,Rural regions,Never,0.30367,377,1566,0.28088,0.32645
2005,1st Quintile,Urban regions,At least once per week,0.06757,128,2045,0.05669,0.07845
2005,1st Quintile,Urban regions,At least once per month,0.15438,337,2045,0.13872,0.17004
2005,1st Quintile,Urban regions,Seldom,0.31361,664,2045,0.29349,0.33372
2005,1st Quintile,Urban regions,Never,0.46445,916,2045,0.44283,0.48607
2005,1st Quintile,Rural regions,At least once per week,0.04688,56,1095,0.03435,0.05940
2005,1st Quintile,Rural regions,At least once per month,0.13160,151,1095,0.11157,0.15164
2005,1st Quintile,Rural regions,Seldom,0.35557,393,1095,0.32720,0.38393
2005,1st Quintile,Rural regions,Never,0.46595,495,1095,0.43639,0.49551
2005,2nd Quintile,Urban regions,At least once per week,0.06002,128,2185,0.05006,0.06998
2005,2nd Quintile,Urban regions,At least once per month,0.14400,337,2185,0.12928,0.15873
2005,2nd Quintile,Urban regions,Seldom,0.38394,838,2185,0.36354,0.40434
2005,2nd Quintile,Urban regions,Never,0.41204,882,2185,0.39140,0.43268
2005,2nd Quintile,Rural regions,At least once per week,0.04235,64,1421,0.03187,0.05282
2005,2nd Quintile,Rural regions,At least once per month,0.15060,198,1421,0.13200,0.16921
2005,2nd Quintile,Rural regions,Seldom,0.38306,605,1421,0.35777,0.40834
2005,2nd Quintile,Rural regions,Never,0.42399,554,1421,0.39829,0.44970
2005,3rd Quintile,Urban regions,At least once per week,0.05494,137,2315,0.04566,0.06423
2005,3rd Quintile,Urban regions,At least once per month,0.16988,396,2315,0.15458,0.18518
2005,3rd Quintile,Urban regions,Seldom,0.44872,1033,2315,0.42845,0.46898
2005,3rd Quintile,Urban regions,Never,0.32646,749,2315,0.30735,0.34556
2005,3rd Quintile,Rural regions,At least once per week,0.04606,77,1426,0.03518,0.05695
2005,3rd Quintile,Rural regions,At least once per month,0.17582,222,1426,0.15605,0.19558
2005,3rd Quintile,Rural regions,Seldom,0.45146,666,1426,0.42562,0.47730
2005,3rd Quintile,Rural regions,Never,0.32666,461,1426,0.30231,0.35101
2005,4th Quintile,Urban regions,At least once per week,0.06772,200,2790,0.05839,0.07704
2005,4th Quintile,Urban regions,At least once per month,0.20486,557,2790,0.18988,0.21983
2005,4th Quintile,Urban regions,Seldom,0.46257,1312,2790,0.44407,0.48108
2005,4th Quintile,Urban regions,Never,0.26485,721,2790,0.24848,0.28123
2005,4th Quintile,Rural regions,At least once per week,0.07426,114,1500,0.06099,0.08754
2005,4th Quintile,Rural regions,At least once per month,0.17284,265,1500,0.15370,0.19199
2005,4th Quintile,Rural regions,Seldom,0.44731,728,1500,0.42214,0.47248
2005,4th Quintile,Rural regions,Never,0.30558,393,1500,0.28226,0.32890
2005,5th Quintile,Urban regions,At least once per week,0.07260,333,4377,0.06491,0.08029
2005,5th Quintile,Urban regions,At least once per month,0.23387,1050,4377,0.22133,0.24642
2005,5th Quintile,Urban regions,Seldom,0.46777,2117,4377,0.45298,0.48255
2005,5th Quintile,Urban regions,Never,0.22576,877,4377,0.21337,0.23815
2005,5th Quintile,Rural regions,At least once per week,0.06952,113,1436,0.05636,0.08268
2005,5th Quintile,Rural regions,At least once per month,0.18887,303,1436,0.16862,0.20913
2005,5th Quintile,Rural regions,Seldom,0.50520,735,1436,0.47933,0.53107
2005,5th Quintile,Rural regions,Never,0.23641,285,1436,0.21442,0.25839
2007,1st Quintile,Urban regions,At least once per week,0.05262,108,2009,0.04285,0.06238
2007,1st Quintile,Urban regions,At least once per month,0.15243,305,2009,0.13670,0.16815
2007,1st Quintile,Urban regions,Seldom,0.32382,659,2009,0.30335,0.34428
2007,1st Quintile,Urban regions,Never,0.47114,937,2009,0.44931,0.49297
2007,1st Quintile,Rural regions,At least once per week,0.03120,42,1161,0.02120,0.04121
2007,1st Quintile,Rural regions,At least once per month,0.11916,131,1161,0.10052,0.13781
2007,1st Quintile,Rural regions,Seldom,0.36776,441,1161,0.34001,0.39550
2007,1st Quintile,Rural regions,Never,0.48188,547,1161,0.45313,0.51064
2007,2nd Quintile,Urban regions,At least once per week,0.05096,105,2117,0.04159,0.06033
2007,2nd Quintile,Urban regions,At least once per month,0.13837,312,2117,0.12366,0.15308
2007,2nd Quintile,Urban regions,Seldom,0.37709,815,2117,0.35644,0.39774
2007,2nd Quintile,Urban regions,Never,0.43358,885,2117,0.41247,0.45470
2007,2nd Quintile,Rural regions,At least once per week,0.04448,72,1382,0.03360,0.05535
2007,2nd Quintile,Rural regions,At least once per month,0.14290,183,1382,0.12444,0.16136
2007,2nd Quintile,Rural regions,Seldom,0.41113,592,1382,0.38518,0.43708
2007,2nd Quintile,Rural regions,Never,0.40150,535,1382,0.37564,0.42735
2007,3rd Quintile,Urban regions,At least once per week,0.05450,120,2347,0.04531,0.06369
2007,3rd Quintile,Urban regions,At least once per month,0.16712,407,2347,0.15202,0.18221
2007,3rd Quintile,Urban regions,Seldom,0.45330,1045,2347,0.43316,0.47345
2007,3rd Quintile,Urban regions,Never,0.32508,775,2347,0.30612,0.34403
2007,3rd Quintile,Rural regions,At least once per week,0.06434,94,1512,0.05197,0.07672
2007,3rd Quintile,Rural regions,At least once per month,0.13887,204,1512,0.12143,0.15631
2007,3rd Quintile,Rural regions,Seldom,0.45584,713,1512,0.43073,0.48095
2007,3rd Quintile,Rural regions,Never,0.34095,501,1512,0.31704,0.36485
2007,4th Quintile,Urban regions,At least once per week,0.07188,209,2802,0.06232,0.08145
2007,4th Quintile,Urban regions,At least once per month,0.19840,577,2802,0.18363,0.21317
2007,4th Quintile,Urban regions,Seldom,0.47731,1324,2802,0.45881,0.49581
2007,4th Quintile,Urban regions,Never,0.25240,692,2802,0.23632,0.26849
2007,4th Quintile,Rural regions,At least once per week,0.06792,98,1497,0.05517,0.08067
2007,4th Quintile,Rural regions,At least once per month,0.17237,273,1497,0.15323,0.19151
2007,4th Quintile,Rural regions,Seldom,0.47984,759,1497,0.45453,0.50516
2007,4th Quintile,Rural regions,Never,0.27987,367,1497,0.25712,0.30262
2007,5th Quintile,Urban regions,At least once per week,0.06485,258,4138,0.05735,0.07235
2007,5th Quintile,Urban regions,At least once per month,0.23688,972,4138,0.22392,0.24983
2007,5th Quintile,Urban regions,Seldom,0.49210,2074,4138,0.47686,0.50733
2007,5th Quintile,Urban regions,Never,0.20618,834,4138,0.19385,0.21851
2007,5th Quintile,Rural regions,At least once per week,0.06329,93,1433,0.05068,0.07590
2007,5th Quintile,Rural regions,At least once per month,0.17791,294,1433,0.15810,0.19772
2007,5th Quintile,Rural regions,Seldom,0.53063,749,1433,0.50478,0.55648
2007,5th Quintile,Rural regions,Never,0.22818,297,1433,0.20644,0.24991
2008,1st Quintile,Urban regions,At least once per week,0.03946,74,1865,0.03062,0.04829
2008,1st Quintile,Urban regions,At least once per month,0.15058,264,1865,0.13435,0.16682
2008,1st Quintile,Urban regions,Seldom,0.30701,569,1865,0.28607,0.32795
2008,1st Quintile,Urban regions,Never,0.50295,958,1865,0.48025,0.52565
2008,1st Quintile,Rural regions,At least once per week,0.03548,36,1093,0.02451,0.04645
2008,1st Quintile,Rural regions,At least once per month,0.12740,126,1093,0.10762,0.14718
2008,1st Quintile,Rural regions,Seldom,0.28379,346,1093,0.25705,0.31053
2008,1st Quintile,Rural regions,Never,0.55333,585,1093,0.52385,0.58282
2008,2nd Quintile,Urban regions,At least once per week,0.02898,53,2054,0.02172,0.03624
2008,2nd Quintile,Urban regions,At least once per month,0.13069,261,2054,0.11611,0.14527
2008,2nd Quintile,Urban regions,Seldom,0.34455,720,2054,0.32399,0.36510
2008,2nd Quintile,Urban regions,Never,0.49578,1020,2054,0.47415,0.51741
2008,2nd Quintile,Rural regions,At least once per week,0.03011,34,1315,0.02087,0.03935
2008,2nd Quintile,Rural regions,At least once per month,0.12253,151,1315,0.10480,0.14026
2008,2nd Quintile,Rural regions,Seldom,0.32394,475,1315,0.29864,0.34925
2008,2nd Quintile,Rural regions,Never,0.52342,655,1315,0.49641,0.55043
2008,3rd Quintile,Urban regions,At least once per week,0.03621,79,2272,0.02853,0.04390
2008,3rd Quintile,Urban regions,At least once per month,0.14627,358,2272,0.13174,0.16081
2008,3rd Quintile,Urban regions,Seldom,0.42970,963,2272,0.40934,0.45007
2008,3rd Quintile,Urban regions,Never,0.38781,872,2272,0.36777,0.40785
2008,3rd Quintile,Rural regions,At least once per week,0.01875,36,1536,0.01196,0.02553
2008,3rd Quintile,Rural regions,At least once per month,0.15708,201,1536,0.13888,0.17529
2008,3rd Quintile,Rural regions,Seldom,0.40266,662,1536,0.37813,0.42719
2008,3rd Quintile,Rural regions,Never,0.42151,637,1536,0.39681,0.44622
2008,4th Quintile,Urban regions,At least once per week,0.04540,110,2555,0.03733,0.05348
2008,4th Quintile,Urban regions,At least once per month,0.17872,443,2555,0.16386,0.19358
2008,4th Quintile,Urban regions,Seldom,0.45623,1185,2555,0.43692,0.47555
2008,4th Quintile,Urban regions,Never,0.31965,817,2555,0.30156,0.33773
2008,4th Quintile,Rural regions,At least once per week,0.04307,39,1312,0.03208,0.05406
2008,4th Quintile,Rural regions,At least once per month,0.13903,201,1312,0.12030,0.15775
2008,4th Quintile,Rural regions,Seldom,0.50227,654,1312,0.47521,0.52934
2008,4th Quintile,Rural regions,Never,0.31563,418,1312,0.29047,0.34079
2008,5th Quintile,Urban regions,At least once per week,0.02961,144,3909,0.02430,0.03493
2008,5th Quintile,Urban regions,At least once per month,0.22752,839,3909,0.21438,0.24067
2008,5th Quintile,Urban regions,Seldom,0.49774,1933,3909,0.48207,0.51342
2008,5th Quintile,Urban regions,Never,0.24512,993,3909,0.23163,0.25861
2008,5th Quintile,Rural regions,At least once per week,0.03864,39,1341,0.02832,0.04896
2008,5th Quintile,Rural regions,At least once per month,0.15017,233,1341,0.13104,0.16929
2008,5th Quintile,Rural regions,Seldom,0.56321,756,1341,0.53665,0.58977
2008,5th Quintile,Rural regions,Never,0.24799,313,1341,0.22486,0.27111
2009,1st Quintile,Urban regions,At least once per week,0.05751,85,1785,0.04670,0.06831
2009,1st Quintile,Urban regions,At least once per month,0.14943,262,1785,0.13289,0.16598
2009,1st Quintile,Urban regions,Seldom,0.34707,627,1785,0.32498,0.36916
2009,1st Quintile,Urban regions,Never,0.44599,811,1785,0.42292,0.46905
2009,1st Quintile,Rural regions,At least once per week,0.04394,33,1058,0.03159,0.05630
2009,1st Quintile,Rural regions,At least once per month,0.12434,128,1058,0.10444,0.14423
2009,1st Quintile,Rural regions,Seldom,0.33235,394,1058,0.30396,0.36075
2009,1st Quintile,Rural regions,Never,0.49937,503,1058,0.46922,0.52951
2009,2nd Quintile,Urban regions,At least once per week,0.04093,77,1887,0.03199,0.04988
2009,2nd Quintile,Urban regions,At least once per month,0.14887,275,1887,0.13280,0.16493
2009,2nd Quintile,Urban regions,Seldom,0.41505,782,1887,0.39281,0.43729
2009,2nd Quintile,Urban regions,Never,0.39515,753,1887,0.37309,0.41721
2009,2nd Quintile,Rural regions,At least once per week,0.03280,52,1261,0.02297,0.04264
2009,2nd Quintile,Rural regions,At least once per month,0.12168,152,1261,0.10363,0.13974
2009,2nd Quintile,Rural regions,Seldom,0.43408,553,1261,0.40671,0.46144
2009,2nd Quintile,Rural regions,Never,0.41144,504,1261,0.38427,0.43861
2009,3rd Quintile,Urban regions,At least once per week,0.06225,118,2012,0.05169,0.07282
2009,3rd Quintile,Urban regions,At least once per month,0.17550,349,2012,0.15887,0.19212
2009,3rd Quintile,Urban regions,Seldom,0.47413,964,2012,0.45230,0.49595
2009,3rd Quintile,Urban regions,Never,0.28812,581,2012,0.26833,0.30792
2009,3rd Quintile,Rural regions,At least once per week,0.08060,89,1380,0.06623,0.09497
2009,3rd Quintile,Rural regions,At least once per month,0.16271,198,1380,0.14323,0.18219
2009,3rd Quintile,Rural regions,Seldom,0.46631,707,1380,0.43998,0.49265
2009,3rd Quintile,Rural regions,Never,0.29037,386,1380,0.26642,0.31433
2009,4th Quintile,Urban regions,At least once per week,0.06371,159,2447,0.05404,0.07339
2009,4th Quintile,Urban regions,At least once per month,0.22532,509,2447,0.20876,0.24187
2009,4th Quintile,Urban regions,Seldom,0.47568,1201,2447,0.45589,0.49547
2009,4th Quintile,Urban regions,Never,0.23529,578,2447,0.21848,0.25210
2009,4th Quintile,Rural regions,At least once per week,0.04674,74,1312,0.03532,0.05817
2009,4th Quintile,Rural regions,At least once per month,0.18588,232,1312,0.16482,0.20694
2009,4th Quintile,Rural regions,Seldom,0.53100,708,1312,0.50399,0.55802
2009,4th Quintile,Rural regions,Never,0.23637,298,1312,0.21338,0.25937
2009,5th Quintile,Urban regions,At least once per week,0.06398,222,3527,0.05590,0.07206
2009,5th Quintile,Urban regions,At least once per month,0.23684,809,3527,0.22281,0.25087
2009,5th Quintile,Urban regions,Seldom,0.53618,1843,3527,0.51972,0.55264
2009,5th Quintile,Urban regions,Never,0.16300,653,3527,0.15081,0.17519
2009,5th Quintile,Rural regions,At least once per week,0.05271,66,1258,0.04035,0.06506
2009,5th Quintile,Rural regions,At least once per month,0.20140,259,1258,0.17923,0.22357
2009,5th Quintile,Rural regions,Seldom,0.58024,702,1258,0.55296,0.60752
