"pli0091_h","year","age_gr","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Monat","1997","17-34","Ostdeutschland","376","0.300452292138879","0.274081182101968","0.326823402175791"
"Min 1x pro Monat","1997","35-65","Westdeutschland","510","0.126416810624048","0.11678828851732","0.136045332730776"
"Min 1x pro Monat","1997","35-65","Ostdeutschland","208","0.0981403553183748","0.0851794264549008","0.111101284181849"
"Min 1x pro Monat","1997","66 +","Westdeutschland","26","","",""
"Min 1x pro Monat","1997","66 +","Ostdeutschland","11","","",""
"Seltener","1997","17-34","Westdeutschland","1341","0.385110666561407","0.368823122561511","0.401398210561304"
"Seltener","1997","17-34","Ostdeutschland","456","0.421328037046488","0.392925418468722","0.449730655624255"
"Seltener","1997","35-65","Westdeutschland","1946","0.451536018069318","0.437117343538851","0.465954692599785"
"Seltener","1997","35-65","Ostdeutschland","1078","0.493725515860238","0.471944474336431","0.515506557384046"
"Seltener","1997","66 +","Westdeutschland","160","0.152470911488253","0.131352010527205","0.173589812449301"
"Seltener","1997","66 +","Ostdeutschland","59","0.127340384326107","0.0956849112060567","0.158995857446158"
"Nie","1997","17-34","Westdeutschland","417","0.09481239253829","0.0850069725277453","0.104617812548835"
"Nie","1997","17-34","Ostdeutschland","81","0.0668331294375479","0.0524680664109637","0.081198192464132"
"Nie","1997","35-65","Westdeutschland","1942","0.37806938354736","0.364019853219783","0.392118913874936"
"Nie","1997","35-65","Ostdeutschland","694","0.384783442985407","0.36358690017706","0.405979985793754"
"Nie","1997","66 +","Westdeutschland","914","0.811565107569202","0.788590777604936","0.834539437533467"
"Nie","1997","66 +","Ostdeutschland","350","0.837152591606387","0.802090644502334","0.872214538710441"
"Taeglich","1998","17-34","Westdeutschland","3","","",""
"Taeglich","1998","17-34","Ostdeutschland","4","","",""
"Taeglich","1998","35-65","Westdeutschland","1","","",""
"Taeglich","1998","35-65","Ostdeutschland","","","",""
"Taeglich","1998","66 +","Westdeutschland","","","",""
"Taeglich","1998","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","1998","17-34","Westdeutschland","505","0.149541120221506","0.137960669036141","0.161121571406871"
"Min 1x pro Woche","1998","17-34","Ostdeutschland","224","0.159218132709837","0.13857705411246","0.179859211307214"
"Min 1x pro Woche","1998","35-65","Westdeutschland","61","0.012558787821145","0.00956524764595336","0.0155523279963366"
"Min 1x pro Woche","1998","35-65","Ostdeutschland","20","","",""
"Min 1x pro Woche","1998","66 +","Westdeutschland","4","","",""
"Min 1x pro Woche","1998","66 +","Ostdeutschland","","","",""
"Min 1x pro Monat","1998","17-34","Westdeutschland","1241","0.361584302310107","0.345982489321531","0.377186115298684"
"Min 1x pro Monat","1998","17-34","Ostdeutschland","408","0.334132118115361","0.307521951032034","0.360742285198689"
"Min 1x pro Monat","1998","35-65","Westdeutschland","576","0.126896777894617","0.117949030854065","0.135844524935169"
"Min 1x pro Monat","1998","35-65","Ostdeutschland","185","0.0871757744840819","0.0753232699157591","0.0990282790524047"
"Min 1x pro Monat","1998","66 +","Westdeutschland","15","","",""
"Min 1x pro Monat","1998","66 +","Ostdeutschland","7","","",""
"Seltener","1998","17-34","Westdeutschland","1389","0.370581286766254","0.354898253153107","0.386264320379402"
"Seltener","1998","17-34","Ostdeutschland","463","0.412293452252905","0.384523320548248","0.440063583957561"
"Seltener","1998","35-65","Westdeutschland","2306","0.454298185904189","0.440913634963249","0.467682736845129"
"Seltener","1998","35-65","Ostdeutschland","1100","0.466374634848817","0.445414004501469","0.487335265196166"
"Seltener","1998","66 +","Westdeutschland","169","0.124312217433893","0.106770588716393","0.141853846151393"
"Seltener","1998","66 +","Ostdeutschland","61","0.127297747160574","0.0971004152890881","0.15749507903206"
"Nie","1998","17-34","Westdeutschland","505","0.117689111918497","0.107225118265538","0.128153105571457"
"Nie","1998","17-34","Ostdeutschland","108","0.0884601642117974","0.0724403987685581","0.104479929655037"
"Nie","1998","35-65","Westdeutschland","2372","0.406143910816685","0.392942018530346","0.419345803103024"
"Nie","1998","35-65","Ostdeutschland","871","0.435783269799398","0.414949066293863","0.456617473304932"
"Nie","1998","66 +","Westdeutschland","1171","0.860644313694804","0.842231822093913","0.879056805295695"
"Nie","1998","66 +","Ostdeutschland","400","0.859848743591323","0.828397726638903","0.891299760543742"
"Taeglich","1999","17-34","Westdeutschland","","","",""
"Taeglich","1999","17-34","Ostdeutschland","","","",""
"Taeglich","1999","35-65","Westdeutschland","","","",""
"Taeglich","1999","35-65","Ostdeutschland","","","",""
"Taeglich","1999","66 +","Westdeutschland","","","",""
"Taeglich","1999","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","17-34","Westdeutschland","590","0.185606017311119","0.172554893959149","0.19865714066309"
"Min 1x pro Woche","1999","17-34","Ostdeutschland","254","0.200441260935014","0.177453118539785","0.223429403330243"
"Min 1x pro Woche","1999","35-65","Westdeutschland","177","0.0376879775131183","0.0324776606080277","0.0428982944182088"
"Min 1x pro Woche","1999","35-65","Ostdeutschland","46","0.0220285886971338","0.0157762272172208","0.0282809501770468"
"Min 1x pro Woche","1999","66 +","Westdeutschland","15","","",""
"Min 1x pro Woche","1999","66 +","Ostdeutschland","8","","",""
"Min 1x pro Monat","1999","17-34","Westdeutschland","1124","0.338263119504421","0.322381141685623","0.354145097323218"
"Min 1x pro Monat","1999","17-34","Ostdeutschland","404","0.35263464871351","0.325198550737276","0.380070746689743"
"Min 1x pro Monat","1999","35-65","Westdeutschland","652","0.140114705422314","0.130618132944051","0.149611277900578"
"Min 1x pro Monat","1999","35-65","Ostdeutschland","270","0.127164295040628","0.112972526881015","0.14135606320024"
"Min 1x pro Monat","1999","66 +","Westdeutschland","28","","",""
"Min 1x pro Monat","1999","66 +","Ostdeutschland","16","","",""
"Seltener","1999","17-34","Westdeutschland","1328","0.386351505938068","0.370006475582164","0.402696536293973"
"Seltener","1999","17-34","Ostdeutschland","437","0.389263499781651","0.361265055037083","0.417261944526218"
"Seltener","1999","35-65","Westdeutschland","2478","0.49598740290679","0.482308200177335","0.509666605636245"
"Seltener","1999","35-65","Ostdeutschland","1215","0.540224980577166","0.518995093751529","0.561454867402803"
"Seltener","1999","66 +","Westdeutschland","240","0.182379571216574","0.161355851769068","0.20340329066408"
"Seltener","1999","66 +","Ostdeutschland","98","0.19398002023843","0.15834566341655","0.229614377060309"
"Nie","1999","17-34","Westdeutschland","367","0.0897793572463914","0.0801832260566993","0.0993754884360835"
"Nie","1999","17-34","Ostdeutschland","70","0.0576605905698257","0.0442752831991626","0.0710458979404888"
"Nie","1999","35-65","Westdeutschland","1825","0.326209914157778","0.313383193007453","0.339036635308102"
"Nie","1999","35-65","Ostdeutschland","586","0.310582135685073","0.290870749605844","0.330293521764301"
"Nie","1999","66 +","Westdeutschland","1013","0.783844046514827","0.761433934716887","0.806254158312767"
"Nie","1999","66 +","Ostdeutschland","351","0.757712945319509","0.71909981778254","0.796326072856478"
"Taeglich","2000","17-34","Westdeutschland","","","",""
"Taeglich","2000","17-34","Ostdeutschland","","","",""
"Taeglich","2000","35-65","Westdeutschland","","","",""
"Taeglich","2000","35-65","Ostdeutschland","","","",""
"Taeglich","2000","66 +","Westdeutschland","","","",""
"Taeglich","2000","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","17-34","Westdeutschland","","","",""
"Min 1x pro Woche","2000","17-34","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","35-65","Westdeutschland","","","",""
"Min 1x pro Woche","2000","35-65","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","66 +","Westdeutschland","","","",""
"Min 1x pro Woche","2000","66 +","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","17-34","Westdeutschland","","","",""
"Min 1x pro Monat","2000","17-34","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","35-65","Westdeutschland","","","",""
"Min 1x pro Monat","2000","35-65","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","66 +","Westdeutschland","","","",""
"Min 1x pro Monat","2000","66 +","Ostdeutschland","","","",""
"Seltener","2000","17-34","Westdeutschland","","","",""
"Seltener","2000","17-34","Ostdeutschland","","","",""
"Seltener","2000","35-65","Westdeutschland","","","",""
"Seltener","2000","35-65","Ostdeutschland","","","",""
"Seltener","2000","66 +","Westdeutschland","","","",""
"Seltener","2000","66 +","Ostdeutschland","","","",""
"Nie","2000","17-34","Westdeutschland","","","",""
"Nie","2000","17-34","Ostdeutschland","","","",""
"Nie","2000","35-65","Westdeutschland","","","",""
"Nie","2000","35-65","Ostdeutschland","","","",""
"Nie","2000","66 +","Westdeutschland","","","",""
"Nie","2000","66 +","Ostdeutschland","","","",""
"Taeglich","2001","17-34","Westdeutschland","","","",""
"Taeglich","2001","17-34","Ostdeutschland","","","",""
"Taeglich","2001","35-65","Westdeutschland","","","",""
"Taeglich","2001","35-65","Ostdeutschland","","","",""
"Taeglich","2001","66 +","Westdeutschland","","","",""
"Taeglich","2001","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","17-34","Westdeutschland","906","0.195907401511973","0.184543553846782","0.207271249177163"
"Min 1x pro Woche","2001","17-34","Ostdeutschland","306","0.194738926054959","0.174889905265511","0.214587946844407"
"Min 1x pro Woche","2001","35-65","Westdeutschland","338","0.0367718306034016","0.0329137308764059","0.0406299303303974"
"Min 1x pro Woche","2001","35-65","Ostdeutschland","79","0.0290505605312482","0.023083331860787","0.0350177892017094"
"Min 1x pro Woche","2001","66 +","Westdeutschland","38","0.0168176984517711","0.0118031512398807","0.0218322456636615"
"Min 1x pro Woche","2001","66 +","Ostdeutschland","6","","",""
"Min 1x pro Monat","2001","17-34","Westdeutschland","1578","0.340294027897636","0.326728105750409","0.353859950044863"
"Min 1x pro Monat","2001","17-34","Ostdeutschland","580","0.381261911288526","0.356916927797263","0.40560689477979"
"Min 1x pro Monat","2001","35-65","Westdeutschland","1262","0.141902128926994","0.134748702671793","0.149055555182194"
"Min 1x pro Monat","2001","35-65","Ostdeutschland","415","0.142395986851054","0.129979767054427","0.154812206647681"
"Min 1x pro Monat","2001","66 +","Westdeutschland","81","0.0316202093574071","0.0247962466121615","0.0384441721026527"
"Min 1x pro Monat","2001","66 +","Ostdeutschland","32","0.038597686360662","0.0255396410827251","0.051655731638599"
"Seltener","2001","17-34","Westdeutschland","1695","0.358311779543063","0.344582759934169","0.372040799151957"
"Seltener","2001","17-34","Ostdeutschland","555","0.366030488147025","0.341884934656408","0.390176041637642"
"Seltener","2001","35-65","Westdeutschland","4308","0.474333729218886","0.464097304515117","0.484570153922654"
"Seltener","2001","35-65","Ostdeutschland","1601","0.509242058218981","0.491480015288067","0.527004101149896"
"Seltener","2001","66 +","Westdeutschland","399","0.152925639130391","0.138889995318497","0.166961282942285"
"Seltener","2001","66 +","Ostdeutschland","150","0.165696886569683","0.140493200674885","0.190900572464481"
"Nie","2001","17-34","Westdeutschland","507","0.105486791047328","0.0966917196683074","0.114281862426349"
"Nie","2001","17-34","Ostdeutschland","88","0.0579686745094894","0.046255524489527","0.0696818245294518"
"Nie","2001","35-65","Westdeutschland","3233","0.346992311250719","0.337234097885484","0.356750524615955"
"Nie","2001","35-65","Ostdeutschland","948","0.319311394398716","0.302746885543718","0.335875903253714"
"Nie","2001","66 +","Westdeutschland","2008","0.798636453060431","0.782997905730666","0.814275000390195"
"Nie","2001","66 +","Ostdeutschland","648","0.788522205593449","0.760841044518938","0.816203366667961"
"Taeglich","2002","17-34","Westdeutschland","","","",""
"Taeglich","2002","17-34","Ostdeutschland","","","",""
"Taeglich","2002","35-65","Westdeutschland","","","",""
"Taeglich","2002","35-65","Ostdeutschland","","","",""
"Taeglich","2002","66 +","Westdeutschland","","","",""
"Taeglich","2002","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","17-34","Westdeutschland","","","",""
"Min 1x pro Woche","2002","17-34","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","35-65","Westdeutschland","","","",""
"Min 1x pro Woche","2002","35-65","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","66 +","Westdeutschland","","","",""
"Min 1x pro Woche","2002","66 +","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","17-34","Westdeutschland","","","",""
"Min 1x pro Monat","2002","17-34","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","35-65","Westdeutschland","","","",""
"Min 1x pro Monat","2002","35-65","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","66 +","Westdeutschland","","","",""
"Min 1x pro Monat","2002","66 +","Ostdeutschland","","","",""
"Seltener","2002","17-34","Westdeutschland","","","",""
"Seltener","2002","17-34","Ostdeutschland","","","",""
"Seltener","2002","35-65","Westdeutschland","","","",""
"Seltener","2002","35-65","Ostdeutschland","","","",""
"Seltener","2002","66 +","Westdeutschland","","","",""
"Seltener","2002","66 +","Ostdeutschland","","","",""
"Nie","2002","17-34","Westdeutschland","","","",""
"Nie","2002","17-34","Ostdeutschland","","","",""
"Nie","2002","35-65","Westdeutschland","","","",""
"Nie","2002","35-65","Ostdeutschland","","","",""
"Nie","2002","66 +","Westdeutschland","","","",""
"Nie","2002","66 +","Ostdeutschland","","","",""
"Taeglich","2003","17-34","Westdeutschland","2","","",""
"Taeglich","2003","17-34","Ostdeutschland","","","",""
"Taeglich","2003","35-65","Westdeutschland","2","","",""
"Taeglich","2003","35-65","Ostdeutschland","1","","",""
"Taeglich","2003","66 +","Westdeutschland","1","","",""
"Taeglich","2003","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2003","17-34","Westdeutschland","665","0.142649473091279","0.132273710751691","0.153025235430866"
"Min 1x pro Woche","2003","17-34","Ostdeutschland","233","0.15027135559499","0.131916725566371","0.16862598562361"
"Min 1x pro Woche","2003","35-65","Westdeutschland","141","0.0153946624301405","0.0129396526421256","0.0178496722181553"
"Min 1x pro Woche","2003","35-65","Ostdeutschland","23","","",""
"Min 1x pro Woche","2003","66 +","Westdeutschland","17","","",""
"Min 1x pro Woche","2003","66 +","Ostdeutschland","4","","",""
"Min 1x pro Monat","2003","17-34","Westdeutschland","1619","0.365073572518241","0.350789316682221","0.379357828354261"
"Min 1x pro Monat","2003","17-34","Ostdeutschland","549","0.391105533022634","0.366039512127647","0.416171553917621"
"Min 1x pro Monat","2003","35-65","Westdeutschland","1308","0.127802212060423","0.121144672959048","0.134459751161799"
"Min 1x pro Monat","2003","35-65","Ostdeutschland","347","0.124752377574006","0.112856434511186","0.136648320636826"
"Min 1x pro Monat","2003","66 +","Westdeutschland","62","0.0183393503040653","0.0132969618079507","0.0233817388001799"
"Min 1x pro Monat","2003","66 +","Ostdeutschland","22","","",""
"Seltener","2003","17-34","Westdeutschland","1527","0.364908265883291","0.350625385444024","0.379191146322557"
"Seltener","2003","17-34","Ostdeutschland","568","0.379347280960384","0.354423712533216","0.404270849387552"
"Seltener","2003","35-65","Westdeutschland","4743","0.47143692420715","0.461482932884829","0.481390915529472"
"Seltener","2003","35-65","Ostdeutschland","1587","0.500125349795108","0.482125081345934","0.518125618244283"
"Seltener","2003","66 +","Westdeutschland","429","0.142835215167997","0.129685587803516","0.155984842532478"
"Seltener","2003","66 +","Ostdeutschland","144","0.153781661357666","0.130330754592632","0.177232568122699"
"Nie","2003","17-34","Westdeutschland","551","0.126865825411002","0.116991247558141","0.136740403263863"
"Nie","2003","17-34","Ostdeutschland","106","0.079275830421991","0.0653986071602516","0.0931530536837304"
"Nie","2003","35-65","Westdeutschland","3467","0.385034307126573","0.375331169128961","0.394737445124184"
"Nie","2003","35-65","Ostdeutschland","1006","0.366621193005231","0.349273188016871","0.383969197993591"
"Nie","2003","66 +","Westdeutschland","2211","0.83318757072386","0.819177212689253","0.847197928758467"
"Nie","2003","66 +","Ostdeutschland","739","0.813416292202905","0.788090709746288","0.838741874659521"
"Taeglich","2004","17-34","Westdeutschland","","","",""
"Taeglich","2004","17-34","Ostdeutschland","","","",""
"Taeglich","2004","35-65","Westdeutschland","","","",""
"Taeglich","2004","35-65","Ostdeutschland","","","",""
"Taeglich","2004","66 +","Westdeutschland","","","",""
"Taeglich","2004","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","17-34","Westdeutschland","","","",""
"Min 1x pro Woche","2004","17-34","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","35-65","Westdeutschland","","","",""
"Min 1x pro Woche","2004","35-65","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","66 +","Westdeutschland","","","",""
"Min 1x pro Woche","2004","66 +","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","17-34","Westdeutschland","","","",""
"Min 1x pro Monat","2004","17-34","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","35-65","Westdeutschland","","","",""
"Min 1x pro Monat","2004","35-65","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","66 +","Westdeutschland","","","",""
"Min 1x pro Monat","2004","66 +","Ostdeutschland","","","",""
"Seltener","2004","17-34","Westdeutschland","","","",""
"Seltener","2004","17-34","Ostdeutschland","","","",""
"Seltener","2004","35-65","Westdeutschland","","","",""
"Seltener","2004","35-65","Ostdeutschland","","","",""
"Seltener","2004","66 +","Westdeutschland","","","",""
"Seltener","2004","66 +","Ostdeutschland","","","",""
"Nie","2004","17-34","Westdeutschland","","","",""
"Nie","2004","17-34","Ostdeutschland","","","",""
"Nie","2004","35-65","Westdeutschland","","","",""
"Nie","2004","35-65","Ostdeutschland","","","",""
"Nie","2004","66 +","Westdeutschland","","","",""
"Nie","2004","66 +","Ostdeutschland","","","",""
"Taeglich","2005","17-34","Westdeutschland","","","",""
"Taeglich","2005","17-34","Ostdeutschland","","","",""
"Taeglich","2005","35-65","Westdeutschland","","","",""
"Taeglich","2005","35-65","Ostdeutschland","","","",""
"Taeglich","2005","66 +","Westdeutschland","","","",""
"Taeglich","2005","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","17-34","Westdeutschland","732","0.172454976346596","0.16066797775312","0.184241974940072"
"Min 1x pro Woche","2005","17-34","Ostdeutschland","211","0.148718623879292","0.1296961191009","0.167741128657684"
"Min 1x pro Woche","2005","35-65","Westdeutschland","286","0.0309667696802141","0.0273583242160265","0.0345752151444016"
"Min 1x pro Woche","2005","35-65","Ostdeutschland","68","0.0240016167007416","0.0182508120243958","0.0297524213770875"
"Min 1x pro Woche","2005","66 +","Westdeutschland","42","0.0153455629622092","0.0107753424890988","0.0199157834353196"
"Min 1x pro Woche","2005","66 +","Ostdeutschland","11","","",""
"Min 1x pro Monat","2005","17-34","Westdeutschland","1444","0.361330949202633","0.346342383805404","0.376319514599861"
"Min 1x pro Monat","2005","17-34","Ostdeutschland","460","0.34625159218823","0.320815542288351","0.37168764208811"
"Min 1x pro Monat","2005","35-65","Westdeutschland","1384","0.147847234271553","0.140453425906382","0.155241042636724"
"Min 1x pro Monat","2005","35-65","Ostdeutschland","353","0.134066724447805","0.121264467664689","0.146868981230922"
"Min 1x pro Monat","2005","66 +","Westdeutschland","125","0.0407888715009708","0.0334347336395582","0.0481430093623834"
"Min 1x pro Monat","2005","66 +","Ostdeutschland","50","0.0596140496830636","0.0445579089007831","0.0746701904653441"
"Seltener","2005","17-34","Westdeutschland","1430","0.376402051353181","0.36128566858559","0.391518434120773"
"Seltener","2005","17-34","Ostdeutschland","585","0.436412731694765","0.409898579218075","0.462926884171455"
"Seltener","2005","35-65","Westdeutschland","4702","0.522862960267392","0.512458528570307","0.533267391964478"
"Seltener","2005","35-65","Ostdeutschland","1546","0.545930864395194","0.527223455648226","0.564638273142161"
"Seltener","2005","66 +","Westdeutschland","586","0.190908094931431","0.176295918155499","0.205520271707364"
"Seltener","2005","66 +","Ostdeutschland","245","0.243483977568189","0.216192280157247","0.27077567497913"
"Nie","2005","17-34","Westdeutschland","340","0.0898120230975901","0.0808912531971768","0.0987327929980035"
"Nie","2005","17-34","Ostdeutschland","88","0.0686170522377128","0.0551016608641637","0.082132443611262"
"Nie","2005","35-65","Westdeutschland","2481","0.298323035780841","0.288792553827037","0.307853517734644"
"Nie","2005","35-65","Ostdeutschland","754","0.296000794456259","0.278848732253728","0.313152856658791"
"Nie","2005","66 +","Westdeutschland","2026","0.752957470605389","0.736922251313237","0.768992689897541"
"Nie","2005","66 +","Ostdeutschland","644","0.679105394438949","0.649420460504773","0.708790328373126"
"Taeglich","2006","17-34","Westdeutschland","","","",""
"Taeglich","2006","17-34","Ostdeutschland","","","",""
"Taeglich","2006","35-65","Westdeutschland","","","",""
"Taeglich","2006","35-65","Ostdeutschland","","","",""
"Taeglich","2006","66 +","Westdeutschland","","","",""
"Taeglich","2006","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","17-34","Westdeutschland","","","",""
"Min 1x pro Woche","2006","17-34","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","35-65","Westdeutschland","","","",""
"Min 1x pro Woche","2006","35-65","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","66 +","Westdeutschland","","","",""
"Min 1x pro Woche","2006","66 +","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","17-34","Westdeutschland","","","",""
"Min 1x pro Monat","2006","17-34","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","35-65","Westdeutschland","","","",""
"Min 1x pro Monat","2006","35-65","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","66 +","Westdeutschland","","","",""
"Min 1x pro Monat","2006","66 +","Ostdeutschland","","","",""
"Seltener","2006","17-34","Westdeutschland","","","",""
"Seltener","2006","17-34","Ostdeutschland","","","",""
"Seltener","2006","35-65","Westdeutschland","","","",""
"Seltener","2006","35-65","Ostdeutschland","","","",""
"Seltener","2006","66 +","Westdeutschland","","","",""
"Seltener","2006","66 +","Ostdeutschland","","","",""
"Nie","2006","17-34","Westdeutschland","","","",""
"Nie","2006","17-34","Ostdeutschland","","","",""
"Nie","2006","35-65","Westdeutschland","","","",""
"Nie","2006","35-65","Ostdeutschland","","","",""
"Nie","2006","66 +","Westdeutschland","","","",""
"Nie","2006","66 +","Ostdeutschland","","","",""
"Taeglich","2007","17-34","Westdeutschland","","","",""
"Taeglich","2007","17-34","Ostdeutschland","","","",""
"Taeglich","2007","35-65","Westdeutschland","","","",""
"Taeglich","2007","35-65","Ostdeutschland","","","",""
"Taeglich","2007","66 +","Westdeutschland","","","",""
"Taeglich","2007","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2007","17-34","Westdeutschland","569","0.154020088276607","0.141994232236673","0.16604594431654"
"Min 1x pro Woche","2007","17-34","Ostdeutschland","183","0.14399168784662","0.124323466632664","0.163659909060576"
"Min 1x pro Woche","2007","35-65","Westdeutschland","293","0.0336020784858118","0.0298310497303799","0.0373731072412436"
"Min 1x pro Woche","2007","35-65","Ostdeutschland","59","0.01945871503185","0.0141975839596733","0.0247198461040267"
"Min 1x pro Woche","2007","66 +","Westdeutschland","72","0.0218443373590577","0.0167662145927591","0.0269224601253563"
"Min 1x pro Woche","2007","66 +","Ostdeutschland","23","","",""
"Min 1x pro Monat","2007","17-34","Westdeutschland","1286","0.357088703004957","0.341125836733466","0.373051569276447"
"Min 1x pro Monat","2007","17-34","Ostdeutschland","392","0.336772137443262","0.310295865070412","0.363248409816113"
"Min 1x pro Monat","2007","35-65","Westdeutschland","1403","0.147164937533977","0.139751263647926","0.154578611420027"
"Min 1x pro Monat","2007","35-65","Ostdeutschland","349","0.134591670213829","0.121592706619527","0.147590633808131"
"Min 1x pro Monat","2007","66 +","Westdeutschland","161","0.0452642346572716","0.0380423764305491","0.0524860928839942"
"Min 1x pro Monat","2007","66 +","Ostdeutschland","68","0.050890996575788","0.0379794271963146","0.0638025659552614"
"Seltener","2007","17-34","Westdeutschland","1297","0.392753207900092","0.376483124600124","0.40902329120006"
"Seltener","2007","17-34","Ostdeutschland","557","0.43406603168586","0.406299721978132","0.461832341393587"
"Seltener","2007","35-65","Westdeutschland","4751","0.539491955988172","0.529061341924101","0.549922570052242"
"Seltener","2007","35-65","Ostdeutschland","1544","0.562785048044562","0.543891745515071","0.581678350574052"
"Seltener","2007","66 +","Westdeutschland","715","0.207557921565268","0.193468823484513","0.221647019646023"
"Seltener","2007","66 +","Ostdeutschland","309","0.257967910662074","0.232264266788514","0.283671554535633"
"Nie","2007","17-34","Westdeutschland","309","0.0961380008183445","0.0863172227094306","0.105958778927258"
"Nie","2007","17-34","Ostdeutschland","92","0.0851701430242579","0.0695325021393229","0.100807783909193"
"Nie","2007","35-65","Westdeutschland","2325","0.27974102799204","0.270347662926207","0.289134393057873"
"Nie","2007","35-65","Ostdeutschland","696","0.28316456670976","0.26600452707024","0.300324606349279"
"Nie","2007","66 +","Westdeutschland","2235","0.725333506418403","0.709827445589678","0.740839567247129"
"Nie","2007","66 +","Ostdeutschland","713","0.665881031471088","0.638170210237504","0.693591852704672"
"Taeglich","2008","17-34","Westdeutschland","2","","",""
"Taeglich","2008","17-34","Ostdeutschland","3","","",""
"Taeglich","2008","35-65","Westdeutschland","2","","",""
"Taeglich","2008","35-65","Ostdeutschland","","","",""
"Taeglich","2008","66 +","Westdeutschland","1","","",""
"Taeglich","2008","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2008","17-34","Westdeutschland","410","0.121852743602134","0.110501222000568","0.133204265203699"
"Min 1x pro Woche","2008","17-34","Ostdeutschland","94","0.0892099720574345","0.0726487341823809","0.105771209932488"
"Min 1x pro Woche","2008","35-65","Westdeutschland","97","0.0120330219609759","0.00966557013811204","0.0144004737838397"
"Min 1x pro Woche","2008","35-65","Ostdeutschland","23","","",""
"Min 1x pro Woche","2008","66 +","Westdeutschland","10","","",""
"Min 1x pro Woche","2008","66 +","Ostdeutschland","2","","",""
"Min 1x pro Monat","2008","17-34","Westdeutschland","1189","0.378809160286477","0.361975618276376","0.395642702296578"
"Min 1x pro Monat","2008","17-34","Ostdeutschland","404","0.37163017052869","0.343553855635783","0.399706485421597"
"Min 1x pro Monat","2008","35-65","Westdeutschland","1055","0.12341729094639","0.116275501612497","0.130559080280282"
"Min 1x pro Monat","2008","35-65","Ostdeutschland","279","0.11668858682257","0.104126295184831","0.129250878460309"
"Min 1x pro Monat","2008","66 +","Westdeutschland","111","0.0255414254203759","0.0200364844630418","0.03104636637771"
"Min 1x pro Monat","2008","66 +","Ostdeutschland","39","0.0300833092227662","0.0200525105003574","0.0401141079451749"
"Seltener","2008","17-34","Westdeutschland","1225","0.3898071035112","0.372882784698127","0.406731422324273"
"Seltener","2008","17-34","Ostdeutschland","513","0.419040279965334","0.390373569718767","0.447706990211902"
"Seltener","2008","35-65","Westdeutschland","4242","0.516745581020094","0.505895102699568","0.52759605934062"
"Seltener","2008","35-65","Ostdeutschland","1394","0.522089654014526","0.502544300939294","0.541635007089759"
"Seltener","2008","66 +","Westdeutschland","658","0.188878534371356","0.175220674308058","0.202536394434654"
"Seltener","2008","66 +","Ostdeutschland","233","0.1852853190768","0.162469883124635","0.208100755028965"
"Nie","2008","17-34","Westdeutschland","364","0.109107202127205","0.0982880760162157","0.119926328238194"
"Nie","2008","17-34","Ostdeutschland","124","0.117423549482846","0.0987197115972504","0.136127387368442"
"Nie","2008","35-65","Westdeutschland","2752","0.347492285494571","0.337153060412149","0.357831510576992"
"Nie","2008","35-65","Ostdeutschland","813","0.350892764795921","0.332218513787035","0.369567015804808"
"Nie","2008","66 +","Westdeutschland","2375","0.782269164620302","0.767868369077757","0.796669960162847"
"Nie","2008","66 +","Ostdeutschland","840","0.777732561877202","0.753317458998201","0.802147664756202"
"Taeglich","2009","17-34","Westdeutschland","","","",""
"Taeglich","2009","17-34","Ostdeutschland","","","",""
"Taeglich","2009","35-65","Westdeutschland","","","",""
"Taeglich","2009","35-65","Ostdeutschland","","","",""
"Taeglich","2009","66 +","Westdeutschland","","","",""
