,Unnamed: 0,year,migback,sampreg,pli0091_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
342,342,2017,No migration background,West,At least once per month,0.22354,3501,30384,0.21589,0.23212
343,343,2017,No migration background,West,Seldom,0.46653,7500,30384,0.45453,0.4766
344,344,2017,No migration background,West,Never,0.2645,3311,30384,0.25745,0.27211
345,345,2017,No migration background,East,At least once per week,0.03824,170,30384,0.03226,0.04523
346,346,2017,No migration background,East,At least once per month,0.18892,939,30384,0.17285,0.2022
347,347,2017,No migration background,East,Seldom,0.48346,2617,30384,0.4644,0.50554
348,348,2017,No migration background,East,Never,0.28937,1385,30384,0.27455,0.30573
349,349,2017,Direct migration background,West,At least once per week,0.03039,189,30384,0.02348,0.03819
350,350,2017,Direct migration background,West,At least once per month,0.17318,1004,30384,0.15544,0.18873
351,351,2017,Direct migration background,West,Seldom,0.3919,2448,30384,0.36574,0.42008
352,352,2017,Direct migration background,West,Never,0.40453,4116,30384,0.37523,0.43216
353,353,2017,Direct migration background,East,At least once per month,0.20555,114,30384,0.14243,0.27935
354,354,2017,Direct migration background,East,Seldom,0.41504,253,30384,0.33161,0.50055
355,355,2017,Direct migration background,East,Never,0.37942,561,30384,0.30507,0.45511
356,356,2017,Indirect migration background,West,At least once per week,0.07463,106,30384,0.06051,0.09574
357,357,2017,Indirect migration background,West,At least once per month,0.37421,530,30384,0.33746,0.422
358,358,2017,Indirect migration background,West,Seldom,0.4278,690,30384,0.39397,0.46298
359,359,2017,Indirect migration background,West,Never,0.12336,212,30384,0.1055,0.13933
360,360,2017,Indirect migration background,East,Seldom,1.0,42,30384,0.70881,1.33029
361,361,2018,Direct migration background,West,At least once per week,0.02745,64,3143,0.01986,0.03559
362,362,2018,Direct migration background,West,At least once per month,0.13282,227,3143,0.11503,0.15251
363,363,2018,Direct migration background,West,Seldom,0.22307,564,3143,0.20001,0.24143
364,364,2018,Direct migration background,West,Never,0.61665,1820,3143,0.58571,0.65048
365,365,2018,Direct migration background,East,At least once per month,0.13422,44,3143,0.09264,0.1833
366,366,2018,Direct migration background,East,Seldom,0.2131,76,3143,0.16561,0.26242
367,367,2018,Direct migration background,East,Never,0.65268,348,3143,0.58268,0.72216
368,368,2019,No migration background,West,At least once per week,0.01908,304,28655,0.01629,0.02162
369,369,2019,No migration background,West,At least once per month,0.20706,3280,28655,0.19584,0.21627
370,370,2019,No migration background,West,Seldom,0.46785,7574,28655,0.45636,0.48182
371,371,2019,No migration background,West,Never,0.30601,3804,28655,0.29669,0.31485
372,372,2019,No migration background,East,At least once per week,0.01793,90,28655,0.01425,0.02264
373,373,2019,No migration background,East,At least once per month,0.17814,927,28655,0.15956,0.19434
374,374,2019,No migration background,East,Seldom,0.47972,2625,28655,0.45609,0.50479
375,375,2019,No migration background,East,Never,0.32422,1474,28655,0.30509,0.34605
376,376,2019,Direct migration background,West,At least once per week,0.02063,106,28655,0.01482,0.02773
377,377,2019,Direct migration background,West,At least once per month,0.19359,911,28655,0.1731,0.21584
378,378,2019,Direct migration background,West,Seldom,0.37138,1873,28655,0.34507,0.40341
379,379,2019,Direct migration background,West,Never,0.4144,3428,28655,0.3859,0.43971
380,380,2019,Direct migration background,East,At least once per month,0.16984,76,28655,0.10731,0.24394
381,381,2019,Direct migration background,East,Seldom,0.38125,181,28655,0.31223,0.47882
382,382,2019,Direct migration background,East,Never,0.44891,460,28655,0.34414,0.60184
383,383,2019,Indirect migration background,West,At least once per week,0.04075,62,28655,0.02734,0.05479
384,384,2019,Indirect migration background,West,At least once per month,0.36516,479,28655,0.32235,0.41665
385,385,2019,Indirect migration background,West,Seldom,0.42683,666,28655,0.38894,0.47163
386,386,2019,Indirect migration background,West,Never,0.16726,249,28655,0.14579,0.19226
387,387,2019,Indirect migration background,East,At least once per month,0.31671,34,28655,0.19198,0.48796
388,388,2019,Indirect migration background,East,Seldom,0.68329,52,28655,0.42138,1.01584
