year,quintil_oecd,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,5th Quintile,Divorced,0.05537,148,2594,0.04657,0.06417
1999,5th Quintile,Widowed,0.05785,112,2594,0.04886,0.06683
2000,1st Quintile,Married,0.33127,1308,2567,0.31306,0.34948
2000,1st Quintile,"Married, living apart",0.02942,105,2567,0.02288,0.03595
2000,1st Quintile,Single,0.20521,701,2567,0.18959,0.22084
2000,1st Quintile,Divorced,0.09632,254,2567,0.08490,0.10774
2000,1st Quintile,Widowed,0.10397,199,2567,0.09216,0.11578
2000,2nd Quintile,Married,0.44848,1729,2754,0.42990,0.46705
2000,2nd Quintile,"Married, living apart",0.01361,43,2754,0.00928,0.01794
2000,2nd Quintile,Single,0.18531,655,2754,0.17080,0.19983
2000,2nd Quintile,Divorced,0.04402,139,2754,0.03636,0.05169
2000,2nd Quintile,Widowed,0.09024,188,2754,0.07954,0.10094
2000,3rd Quintile,Married,0.49015,1737,2700,0.47129,0.50901
2000,3rd Quintile,"Married, living apart",0.01311,45,2700,0.00882,0.01740
2000,3rd Quintile,Single,0.18281,621,2700,0.16823,0.19739
2000,3rd Quintile,Divorced,0.05304,137,2700,0.04458,0.06149
2000,3rd Quintile,Widowed,0.07246,160,2700,0.06268,0.08224
2000,4th Quintile,Married,0.52865,1705,2687,0.50977,0.54753
2000,4th Quintile,"Married, living apart",0.00951,37,2687,0.00584,0.01319
2000,4th Quintile,Single,0.19872,672,2687,0.18363,0.21382
2000,4th Quintile,Divorced,0.04827,135,2687,0.04016,0.05638
2000,4th Quintile,Widowed,0.06623,138,2687,0.05683,0.07564
2000,5th Quintile,Married,0.54813,1603,2520,0.52869,0.56757
2000,5th Quintile,"Married, living apart",0.01998,54,2520,0.01452,0.02545
2000,5th Quintile,Single,0.19980,593,2520,0.18419,0.21541
2000,5th Quintile,Divorced,0.05934,160,2520,0.05011,0.06856
2000,5th Quintile,Widowed,0.05763,110,2520,0.04853,0.06673
2001,1st Quintile,Married,0.32037,1840,3839,0.30561,0.33513
2001,1st Quintile,"Married, living apart",0.02895,155,3839,0.02365,0.03425
2001,1st Quintile,Single,0.21989,1101,3839,0.20679,0.23299
2001,1st Quintile,Divorced,0.10234,437,3839,0.09275,0.11192
2001,1st Quintile,Widowed,0.09201,306,3839,0.08287,0.10116
2001,2nd Quintile,Married,0.45463,2775,4368,0.43986,0.46940
2001,2nd Quintile,"Married, living apart",0.01583,71,4368,0.01213,0.01953
2001,2nd Quintile,Single,0.18061,965,4368,0.16920,0.19202
2001,2nd Quintile,Divorced,0.04680,211,4368,0.04054,0.05307
2001,2nd Quintile,Widowed,0.08956,346,4368,0.08109,0.09803
2001,3rd Quintile,Married,0.50410,2978,4518,0.48952,0.51868
2001,3rd Quintile,"Married, living apart",0.01580,81,4518,0.01217,0.01944
2001,3rd Quintile,Single,0.17900,961,4518,0.16782,0.19018
2001,3rd Quintile,Divorced,0.05130,228,4518,0.04486,0.05773
2001,3rd Quintile,Widowed,0.06985,270,4518,0.06241,0.07728
2001,4th Quintile,Married,0.51633,2907,4597,0.50188,0.53078
2001,4th Quintile,"Married, living apart",0.01072,71,4597,0.00774,0.01370
2001,4th Quintile,Single,0.21162,1117,4597,0.19981,0.22342
2001,4th Quintile,Divorced,0.04973,232,4597,0.04345,0.05602
2001,4th Quintile,Widowed,0.06882,270,4597,0.06150,0.07613
2001,5th Quintile,Married,0.56336,2980,4512,0.54889,0.57783
2001,5th Quintile,"Married, living apart",0.01827,79,4512,0.01436,0.02218
2001,5th Quintile,Single,0.19488,974,4512,0.18332,0.20644
2001,5th Quintile,Divorced,0.05768,264,4512,0.05088,0.06449
2001,5th Quintile,Widowed,0.05691,215,4512,0.05015,0.06367
2002,1st Quintile,Married,0.31950,1613,3434,0.30390,0.33510
2002,1st Quintile,"Married, living apart",0.03114,140,3434,0.02533,0.03695
2002,1st Quintile,Single,0.22868,1005,3434,0.21463,0.24273
2002,1st Quintile,Divorced,0.10204,392,3434,0.09192,0.11217
2002,1st Quintile,Widowed,0.09032,284,3434,0.08073,0.09991
2002,2nd Quintile,Married,0.46291,2444,3929,0.44732,0.47850
2002,2nd Quintile,"Married, living apart",0.01873,96,3929,0.01449,0.02297
2002,2nd Quintile,Single,0.17847,851,3929,0.16649,0.19044
2002,2nd Quintile,Divorced,0.05248,217,3929,0.04551,0.05945
2002,2nd Quintile,Widowed,0.08980,321,3929,0.08086,0.09874
2002,3rd Quintile,Married,0.49524,2572,4055,0.47985,0.51063
2002,3rd Quintile,"Married, living apart",0.01439,77,4055,0.01072,0.01806
2002,3rd Quintile,Single,0.18543,952,4055,0.17347,0.19740
2002,3rd Quintile,Divorced,0.05078,210,4055,0.04402,0.05754
2002,3rd Quintile,Widowed,0.06442,244,4055,0.05686,0.07197
2002,4th Quintile,Married,0.51102,2764,4342,0.49615,0.52589
2002,4th Quintile,"Married, living apart",0.01006,54,4342,0.00709,0.01303
2002,4th Quintile,Single,0.20099,1002,4342,0.18907,0.21291
2002,4th Quintile,Divorced,0.05777,257,4342,0.05083,0.06471
2002,4th Quintile,Widowed,0.06917,265,4342,0.06162,0.07671
2002,5th Quintile,Married,0.54360,3210,4945,0.52972,0.55748
2002,5th Quintile,"Married, living apart",0.01752,77,4945,0.01386,0.02117
2002,5th Quintile,Single,0.21215,1131,4945,0.20075,0.22354
2002,5th Quintile,Divorced,0.06644,292,4945,0.05950,0.07339
2002,5th Quintile,Widowed,0.06913,235,4945,0.06206,0.07620
2003,1st Quintile,Married,0.30593,1475,3373,0.29038,0.32149
2003,1st Quintile,"Married, living apart",0.03490,160,3373,0.02871,0.04109
2003,1st Quintile,Single,0.24497,1051,3373,0.23045,0.25948
2003,1st Quintile,Divorced,0.10769,407,3373,0.09722,0.11815
2003,1st Quintile,Widowed,0.08740,280,3373,0.07786,0.09693
2003,2nd Quintile,Married,0.45952,2392,3854,0.44379,0.47526
2003,2nd Quintile,"Married, living apart",0.01380,76,3854,0.01011,0.01748
2003,2nd Quintile,Single,0.17287,840,3854,0.16093,0.18481
2003,2nd Quintile,Divorced,0.05395,232,3854,0.04682,0.06109
2003,2nd Quintile,Widowed,0.09018,314,3854,0.08113,0.09922
2003,3rd Quintile,Married,0.48562,2584,4107,0.47034,0.50091
2003,3rd Quintile,"Married, living apart",0.01284,62,4107,0.00940,0.01629
2003,3rd Quintile,Single,0.18758,972,4107,0.17564,0.19952
2003,3rd Quintile,Divorced,0.05317,213,4107,0.04631,0.06003
2003,3rd Quintile,Widowed,0.07588,276,4107,0.06778,0.08398
2003,4th Quintile,Married,0.50174,2723,4417,0.48699,0.51649
2003,4th Quintile,"Married, living apart",0.01255,72,4417,0.00926,0.01583
2003,4th Quintile,Single,0.21660,1110,4417,0.20445,0.22875
2003,4th Quintile,Divorced,0.06055,252,4417,0.05351,0.06758
2003,4th Quintile,Widowed,0.06629,260,4417,0.05895,0.07363
2003,5th Quintile,Married,0.55930,4314,6307,0.54705,0.57155
2003,5th Quintile,"Married, living apart",0.01915,106,6307,0.01577,0.02253
2003,5th Quintile,Single,0.20392,1340,6307,0.19398,0.21387
2003,5th Quintile,Divorced,0.05769,318,6307,0.05193,0.06344
2003,5th Quintile,Widowed,0.05189,229,6307,0.04642,0.05737
2004,1st Quintile,Married,0.29826,1395,3273,0.28258,0.31393
2004,1st Quintile,"Married, living apart",0.03165,128,3273,0.02565,0.03765
2004,1st Quintile,Single,0.26432,1095,3273,0.24921,0.27943
2004,1st Quintile,Divorced,0.10661,396,3273,0.09604,0.11719
2004,1st Quintile,Widowed,0.08356,259,3273,0.07408,0.09305
2004,2nd Quintile,Married,0.44000,2270,3796,0.42421,0.45580
2004,2nd Quintile,"Married, living apart",0.01915,90,3796,0.01479,0.02351
2004,2nd Quintile,Single,0.18995,876,3796,0.17747,0.20243
2004,2nd Quintile,Divorced,0.05963,256,3796,0.05210,0.06717
2004,2nd Quintile,Widowed,0.08869,304,3796,0.07965,0.09774
2004,3rd Quintile,Married,0.49162,2468,3926,0.47598,0.50726
2004,3rd Quintile,"Married, living apart",0.01465,74,3926,0.01089,0.01840
2004,3rd Quintile,Single,0.18651,918,3926,0.17433,0.19870
2004,3rd Quintile,Divorced,0.05305,201,3926,0.04604,0.06006
2004,3rd Quintile,Widowed,0.07667,265,3926,0.06834,0.08499
2004,4th Quintile,Married,0.51756,2748,4338,0.50269,0.53243
2004,4th Quintile,"Married, living apart",0.01686,68,4338,0.01303,0.02069
2004,4th Quintile,Single,0.19695,1027,4338,0.18511,0.20878
2004,4th Quintile,Divorced,0.06055,252,4338,0.05345,0.06764
2004,4th Quintile,Widowed,0.06185,243,4338,0.05468,0.06902
2004,5th Quintile,Married,0.53812,4126,6178,0.52568,0.55055
2004,5th Quintile,"Married, living apart",0.01809,102,6178,0.01477,0.02141
2004,5th Quintile,Single,0.22270,1386,6178,0.21232,0.23308
2004,5th Quintile,Divorced,0.06375,323,6178,0.05765,0.06984
2004,5th Quintile,Widowed,0.05620,241,6178,0.05046,0.06194
2005,1st Quintile,Married,0.28463,1277,3139,0.26885,0.30042
2005,1st Quintile,"Married, living apart",0.03640,139,3139,0.02985,0.04295
2005,1st Quintile,Single,0.28436,1100,3139,0.26858,0.30014
2005,1st Quintile,Divorced,0.11857,413,3139,0.10726,0.12988
2005,1st Quintile,Widowed,0.06527,210,3139,0.05663,0.07391
2005,2nd Quintile,Married,0.44708,2199,3673,0.43100,0.46316
2005,2nd Quintile,"Married, living apart",0.01571,77,3673,0.01169,0.01973
2005,2nd Quintile,Single,0.20426,877,3673,0.19122,0.21730
2005,2nd Quintile,Divorced,0.05914,224,3673,0.05151,0.06677
2005,2nd Quintile,Widowed,0.08904,296,3673,0.07982,0.09825
2005,3rd Quintile,Married,0.48252,2309,3732,0.46648,0.49855
2005,3rd Quintile,"Married, living apart",0.01509,61,3732,0.01117,0.01900
2005,3rd Quintile,Single,0.19433,859,3732,0.18163,0.20703
2005,3rd Quintile,Divorced,0.05713,220,3732,0.04968,0.06458
2005,3rd Quintile,Widowed,0.07787,283,3732,0.06927,0.08646
2005,4th Quintile,Married,0.51023,2617,4191,0.49509,0.52536
2005,4th Quintile,"Married, living apart",0.01499,81,4191,0.01131,0.01867
2005,4th Quintile,Single,0.21056,1011,4191,0.19822,0.22291
2005,4th Quintile,Divorced,0.05690,228,4191,0.04989,0.06392
2005,4th Quintile,Widowed,0.06397,254,4191,0.05656,0.07138
2005,5th Quintile,Married,0.52959,3891,5878,0.51683,0.54235
2005,5th Quintile,"Married, living apart",0.02048,105,5878,0.01686,0.02410
2005,5th Quintile,Single,0.22670,1316,5878,0.21600,0.23741
2005,5th Quintile,Divorced,0.06483,325,5878,0.05854,0.07113
2005,5th Quintile,Widowed,0.05597,241,5878,0.05009,0.06184
2006,1st Quintile,Married,0.29756,1233,3003,0.28121,0.31392
2006,1st Quintile,"Married, living apart",0.03537,129,3003,0.02877,0.04198
2006,1st Quintile,Single,0.29148,1054,3003,0.27523,0.30774
2006,1st Quintile,Divorced,0.11793,404,3003,0.10639,0.12947
2006,1st Quintile,Widowed,0.06091,183,3003,0.05235,0.06946
2006,2nd Quintile,Married,0.42249,1920,3343,0.40574,0.43923
2006,2nd Quintile,"Married, living apart",0.02065,84,3343,0.01582,0.02547
2006,2nd Quintile,Single,0.20087,790,3343,0.18729,0.21446
2006,2nd Quintile,Divorced,0.07221,248,3343,0.06344,0.08099
2006,2nd Quintile,Widowed,0.09386,301,3343,0.08397,0.10374
2006,3rd Quintile,Married,0.48699,2320,3692,0.47086,0.50311
2006,3rd Quintile,"Married, living apart",0.01854,68,3692,0.01419,0.02289
2006,3rd Quintile,Single,0.19425,845,3692,0.18148,0.20701
2006,3rd Quintile,Divorced,0.05409,194,3692,0.04679,0.06138
2006,3rd Quintile,Widowed,0.07332,265,3692,0.06491,0.08173
2006,4th Quintile,Married,0.48059,2405,3995,0.46509,0.49608
2006,4th Quintile,"Married, living apart",0.01423,74,3995,0.01056,0.01791
2006,4th Quintile,Single,0.22254,1005,3995,0.20964,0.23544
2006,4th Quintile,Divorced,0.06309,243,3995,0.05555,0.07063
2006,4th Quintile,Widowed,0.07254,268,3995,0.06449,0.08058
2006,5th Quintile,Married,0.53647,3699,5537,0.52334,0.54961
2006,5th Quintile,"Married, living apart",0.02013,94,5537,0.01643,0.02383
2006,5th Quintile,Single,0.23036,1212,5537,0.21927,0.24145
2006,5th Quintile,Divorced,0.06267,309,5537,0.05628,0.06905
2006,5th Quintile,Widowed,0.05351,223,5537,0.04758,0.05944
2007,1st Quintile,Married,0.29457,1310,3236,0.27886,0.31028
2007,1st Quintile,"Married, living apart",0.03783,129,3236,0.03126,0.04441
2007,1st Quintile,Single,0.29945,1141,3236,0.28366,0.31523
2007,1st Quintile,Divorced,0.11581,427,3236,0.10478,0.12684
2007,1st Quintile,Widowed,0.07135,229,3236,0.06248,0.08022
2007,2nd Quintile,Married,0.44528,2143,3622,0.42909,0.46146
2007,2nd Quintile,"Married, living apart",0.01480,73,3622,0.01087,0.01874
2007,2nd Quintile,Single,0.19829,864,3622,0.18531,0.21128
2007,2nd Quintile,Divorced,0.06580,261,3622,0.05773,0.07388
2007,2nd Quintile,Widowed,0.08013,281,3622,0.07128,0.08897
2007,3rd Quintile,Married,0.46550,2391,3887,0.44982,0.48118
2007,3rd Quintile,"Married, living apart",0.01625,72,3887,0.01227,0.02022
2007,3rd Quintile,Single,0.21235,889,3887,0.19949,0.22521
2007,3rd Quintile,Divorced,0.05803,219,3887,0.05068,0.06538
2007,3rd Quintile,Widowed,0.08298,316,3887,0.07431,0.09166
2007,4th Quintile,Married,0.48893,2669,4373,0.47412,0.50375
2007,4th Quintile,"Married, living apart",0.01661,78,4373,0.01282,0.02040
2007,4th Quintile,Single,0.22153,1071,4373,0.20922,0.23384
2007,4th Quintile,Divorced,0.06785,285,4373,0.06040,0.07530
2007,4th Quintile,Widowed,0.06252,270,4373,0.05534,0.06969
2007,5th Quintile,Married,0.53254,3756,5642,0.51952,0.54556
2007,5th Quintile,"Married, living apart",0.02013,107,5642,0.01646,0.02379
2007,5th Quintile,Single,0.22926,1216,5642,0.21829,0.24023
2007,5th Quintile,Divorced,0.06589,328,5642,0.05941,0.07236
2007,5th Quintile,Widowed,0.05288,235,5642,0.04704,0.05872
2008,1st Quintile,Married,0.30454,1276,3067,0.28825,0.32083
2008,1st Quintile,"Married, living apart",0.03731,133,3067,0.03060,0.04402
2008,1st Quintile,Single,0.29132,1049,3067,0.27524,0.30741
2008,1st Quintile,Divorced,0.11281,400,3067,0.10161,0.12400
2008,1st Quintile,Widowed,0.06938,209,3067,0.06039,0.07838
2008,2nd Quintile,Married,0.44512,2011,3393,0.42840,0.46185
2008,2nd Quintile,"Married, living apart",0.01461,70,3393,0.01057,0.01865
2008,2nd Quintile,Single,0.20073,772,3393,0.18725,0.21421
2008,2nd Quintile,Divorced,0.06783,234,3393,0.05937,0.07630
2008,2nd Quintile,Widowed,0.09085,306,3393,0.08118,0.10052
2008,3rd Quintile,Married,0.46001,2303,3808,0.44417,0.47584
2008,3rd Quintile,"Married, living apart",0.01529,65,3808,0.01140,0.01919
2008,3rd Quintile,Single,0.22409,915,3808,0.21084,0.23734
2008,3rd Quintile,Divorced,0.06501,241,3808,0.05718,0.07285
2008,3rd Quintile,Widowed,0.07363,284,3808,0.06534,0.08193
2008,4th Quintile,Married,0.48147,2406,3968,0.46592,0.49702
2008,4th Quintile,"Married, living apart",0.01451,65,3968,0.01079,0.01823
2008,4th Quintile,Single,0.23347,963,3968,0.22030,0.24663
2008,4th Quintile,Divorced,0.06888,272,3968,0.06100,0.07677
2008,4th Quintile,Widowed,0.06758,262,3968,0.05977,0.07540
2008,5th Quintile,Married,0.51866,3498,5262,0.50516,0.53216
2008,5th Quintile,"Married, living apart",0.01809,92,5262,0.01449,0.02170
2008,5th Quintile,Single,0.24105,1135,5262,0.22949,0.25260
2008,5th Quintile,Divorced,0.06926,316,5262,0.06240,0.07612
2008,5th Quintile,Widowed,0.05188,221,5262,0.04589,0.05788
2009,1st Quintile,Married,0.29960,1203,2910,0.28295,0.31624
2009,1st Quintile,"Married, living apart",0.03072,108,2910,0.02445,0.03699
2009,1st Quintile,Single,0.29791,958,2910,0.28129,0.31453
2009,1st Quintile,Divorced,0.11435,398,2910,0.10278,0.12591
2009,1st Quintile,Widowed,0.08578,243,2910,0.07560,0.09596
2009,2nd Quintile,Married,0.44704,1897,3217,0.42986,0.46422
2009,2nd Quintile,"Married, living apart",0.01417,59,3217,0.01009,0.01826
2009,2nd Quintile,Single,0.19775,740,3217,0.18398,0.21152
2009,2nd Quintile,Divorced,0.06550,222,3217,0.05695,0.07405
2009,2nd Quintile,Widowed,0.09178,299,3217,0.08180,0.10176
2009,3rd Quintile,Married,0.44542,2032,3471,0.42888,0.46195
2009,3rd Quintile,"Married, living apart",0.02166,73,3471,0.01682,0.02651
2009,3rd Quintile,Single,0.24423,861,3471,0.22994,0.25853
2009,3rd Quintile,Divorced,0.06091,216,3471,0.05296,0.06887
2009,3rd Quintile,Widowed,0.07625,289,3471,0.06742,0.08508
2009,4th Quintile,Married,0.46999,2252,3761,0.45404,0.48594
2009,4th Quintile,"Married, living apart",0.01589,75,3761,0.01189,0.01988
2009,4th Quintile,Single,0.24641,950,3761,0.23264,0.26019
2009,4th Quintile,Divorced,0.06722,265,3761,0.05921,0.07522
2009,4th Quintile,Widowed,0.05811,219,3761,0.05063,0.06559
2009,5th Quintile,Married,0.53343,3234,4832,0.51936,0.54749
2009,5th Quintile,"Married, living apart",0.02001,89,4832,0.01606,0.02396
2009,5th Quintile,Single,0.23340,1024,4832,0.22147,0.24532
2009,5th Quintile,Divorced,0.07134,303,4832,0.06408,0.07860
2009,5th Quintile,Widowed,0.04231,182,4832,0.03663,0.04799
2010,1st Quintile,Married,0.31888,1106,2677,0.30123,0.33654
2010,1st Quintile,"Married, living apart",0.03373,91,2677,0.02689,0.04056
2010,1st Quintile,Single,0.31766,842,2677,0.30002,0.33530
2010,1st Quintile,Divorced,0.12894,391,2677,0.11625,0.14164
2010,1st Quintile,Widowed,0.12355,247,2677,0.11108,0.13601
2010,2nd Quintile,Married,0.45955,1770,3028,0.44180,0.47731
2010,2nd Quintile,"Married, living apart",0.01977,66,3028,0.01481,0.02473
2010,2nd Quintile,Single,0.24220,700,3028,0.22694,0.25746
2010,2nd Quintile,Divorced,0.07635,205,3028,0.06689,0.08581
2010,2nd Quintile,Widowed,0.10851,287,3028,0.09743,0.11959
2010,3rd Quintile,Married,0.46310,1888,3209,0.44584,0.48035
2010,3rd Quintile,"Married, living apart",0.01609,66,3209,0.01173,0.02044
2010,3rd Quintile,Single,0.25683,792,3209,0.24171,0.27194
2010,3rd Quintile,Divorced,0.06805,204,3209,0.05933,0.07676
2010,3rd Quintile,Widowed,0.08396,259,3209,0.07436,0.09356
2010,4th Quintile,Married,0.49325,2113,3451,0.47656,0.50993
2010,4th Quintile,"Married, living apart",0.01984,71,3451,0.01519,0.02449
2010,4th Quintile,Single,0.24820,821,3451,0.23378,0.26261
2010,4th Quintile,Divorced,0.07269,249,3451,0.06402,0.08135
2010,4th Quintile,Widowed,0.06331,197,3451,0.05519,0.07144
2010,5th Quintile,Married,0.53087,2927,4404,0.51613,0.54561
2010,5th Quintile,"Married, living apart",0.02451,91,4404,0.01994,0.02907
2010,5th Quintile,Single,0.24795,938,4404,0.23519,0.26070
2010,5th Quintile,Divorced,0.07663,284,4404,0.06877,0.08448
2010,5th Quintile,Widowed,0.04149,164,4404,0.03560,0.04738
2011,1st Quintile,Married,0.29961,2120,4628,0.28641,0.31281
2011,1st Quintile,"Married, living apart",0.02954,166,4628,0.02466,0.03442
2011,1st Quintile,Single,0.28275,1469,4628,0.26977,0.29573
2011,1st Quintile,Divorced,0.11456,629,4628,0.10538,0.12373
2011,1st Quintile,Widowed,0.09528,244,4628,0.08682,0.10374
2011,2nd Quintile,Married,0.44520,2726,4511,0.43069,0.45970
2011,2nd Quintile,"Married, living apart",0.01716,123,4511,0.01337,0.02095
2011,2nd Quintile,Single,0.21390,1007,4511,0.20194,0.22587
2011,2nd Quintile,Divorced,0.06619,374,4511,0.05893,0.07344
2011,2nd Quintile,Widowed,0.09017,281,4511,0.08181,0.09853
2011,3rd Quintile,Married,0.45489,2537,4162,0.43976,0.47002
2011,3rd Quintile,"Married, living apart",0.01851,87,4162,0.01441,0.02260
2011,3rd Quintile,Single,0.23022,959,4162,0.21743,0.24302
2011,3rd Quintile,Divorced,0.07097,311,4162,0.06316,0.07877
2011,3rd Quintile,Widowed,0.07404,268,4162,0.06608,0.08199
2011,4th Quintile,Married,0.48162,2623,4077,0.46628,0.49696
2011,4th Quintile,"Married, living apart",0.01517,72,4077,0.01141,0.01892
2011,4th Quintile,Single,0.24206,933,4077,0.22891,0.25521
2011,4th Quintile,Divorced,0.06893,273,4077,0.06115,0.07671
2011,4th Quintile,Widowed,0.05285,176,4077,0.04598,0.05971
2011,5th Quintile,Married,0.52001,3299,4820,0.50590,0.53411
2011,5th Quintile,"Married, living apart",0.02137,101,4820,0.01729,0.02546
2011,5th Quintile,Single,0.23656,953,4820,0.22456,0.24856
2011,5th Quintile,Divorced,0.07168,301,4820,0.06440,0.07896
2011,5th Quintile,Widowed,0.04139,166,4820,0.03577,0.04702
2012,1st Quintile,Married,0.29646,2381,5523,0.28441,0.30850
2012,1st Quintile,"Married, living apart",0.02892,229,5523,0.02450,0.03334
2012,1st Quintile,Single,0.28006,1791,5523,0.26821,0.29190
2012,1st Quintile,Divorced,0.12454,850,5523,0.11583,0.13324
2012,1st Quintile,Widowed,0.07576,272,5523,0.06878,0.08274
2012,2nd Quintile,Married,0.44646,2950,5048,0.43275,0.46018
2012,2nd Quintile,"Married, living apart",0.01796,119,5048,0.01429,0.02162
2012,2nd Quintile,Single,0.21087,1185,5048,0.19962,0.22212
2012,2nd Quintile,Divorced,0.06732,446,5048,0.06041,0.07423
2012,2nd Quintile,Widowed,0.09065,348,5048,0.08272,0.09857
2012,3rd Quintile,Married,0.46561,3068,4918,0.45167,0.47955
2012,3rd Quintile,"Married, living apart",0.01461,103,4918,0.01126,0.01796
2012,3rd Quintile,Single,0.23358,1090,4918,0.22176,0.24541
2012,3rd Quintile,Divorced,0.06183,370,4918,0.05510,0.06856
2012,3rd Quintile,Widowed,0.06768,287,4918,0.06066,0.07470
2012,4th Quintile,Married,0.47553,3094,4837,0.46145,0.48960
2012,4th Quintile,"Married, living apart",0.01015,76,4837,0.00733,0.01298
2012,4th Quintile,Single,0.24498,1069,4837,0.23286,0.25710
2012,4th Quintile,Divorced,0.07013,350,4837,0.06293,0.07733
2012,4th Quintile,Widowed,0.05800,248,4837,0.05141,0.06459
2012,5th Quintile,Married,0.53646,3629,5284,0.52301,0.54990
2012,5th Quintile,"Married, living apart",0.02348,114,5284,0.01940,0.02757
2012,5th Quintile,Single,0.21937,998,5284,0.20822,0.23053
2012,5th Quintile,Divorced,0.07425,354,5284,0.06718,0.08132
2012,5th Quintile,Widowed,0.03894,189,5284,0.03372,0.04415
2013,1st Quintile,Married,0.27487,2148,5344,0.26290,0.28684
2013,1st Quintile,"Married, living apart",0.03113,239,5344,0.02647,0.03578
2013,1st Quintile,Single,0.30483,1824,5344,0.29248,0.31717
2013,1st Quintile,Divorced,0.13360,857,5344,0.12447,0.14272
2013,1st Quintile,Widowed,0.07953,276,5344,0.07228,0.08679
2013,2nd Quintile,Married,0.43669,3044,5332,0.42338,0.45000
2013,2nd Quintile,"Married, living apart",0.01898,132,5332,0.01532,0.02265
2013,2nd Quintile,Single,0.22100,1296,5332,0.20987,0.23214
2013,2nd Quintile,Divorced,0.06568,485,5332,0.05903,0.07233
2013,2nd Quintile,Widowed,0.10234,375,5332,0.09420,0.11047
2013,3rd Quintile,Married,0.46464,3047,5006,0.45082,0.47845
2013,3rd Quintile,"Married, living apart",0.01783,123,5006,0.01416,0.02150
2013,3rd Quintile,Single,0.22268,1125,5006,0.21115,0.23421
2013,3rd Quintile,Divorced,0.06851,387,5006,0.06151,0.07551
2013,3rd Quintile,Widowed,0.07689,324,5006,0.06951,0.08427
2013,4th Quintile,Married,0.48301,3127,4940,0.46908,0.49695
2013,4th Quintile,"Married, living apart",0.01487,89,4940,0.01149,0.01825
2013,4th Quintile,Single,0.23975,1112,4940,0.22784,0.25165
2013,4th Quintile,Divorced,0.07462,372,4940,0.06729,0.08195
2013,4th Quintile,Widowed,0.05626,240,4940,0.04984,0.06269
2013,5th Quintile,Married,0.53005,3760,5516,0.51688,0.54322
2013,5th Quintile,"Married, living apart",0.01729,117,5516,0.01385,0.02073
2013,5th Quintile,Single,0.22992,1056,5516,0.21881,0.24102
2013,5th Quintile,Divorced,0.07784,379,5516,0.07077,0.08491
2013,5th Quintile,Widowed,0.04721,204,5516,0.04161,0.05281
2014,1st Quintile,Married,0.27719,2532,5974,0.26584,0.28855
2014,1st Quintile,"Married, living apart",0.03530,232,5974,0.03062,0.03998
2014,1st Quintile,Single,0.29501,2082,5974,0.28344,0.30658
2014,1st Quintile,Divorced,0.12498,860,5974,0.11660,0.13337
2014,1st Quintile,Widowed,0.06714,268,5974,0.06079,0.07348
2014,2nd Quintile,Married,0.42258,3327,5657,0.40970,0.43545
2014,2nd Quintile,"Married, living apart",0.02191,134,5657,0.01809,0.02572
2014,2nd Quintile,Single,0.21874,1351,5657,0.20796,0.22951
2014,2nd Quintile,Divorced,0.07175,457,5657,0.06502,0.07847
2014,2nd Quintile,Widowed,0.09513,388,5657,0.08748,0.10277
2014,3rd Quintile,Married,0.46381,3234,5262,0.45033,0.47728
2014,3rd Quintile,"Married, living apart",0.01723,102,5262,0.01371,0.02074
2014,3rd Quintile,Single,0.22814,1235,5262,0.21680,0.23948
2014,3rd Quintile,Divorced,0.06657,377,5262,0.05983,0.07330
2014,3rd Quintile,Widowed,0.07499,314,5262,0.06787,0.08211
2014,4th Quintile,Married,0.47417,3204,5218,0.46062,0.48772
2014,4th Quintile,"Married, living apart",0.01622,109,5218,0.01279,0.01965
2014,4th Quintile,Single,0.25295,1254,5218,0.24116,0.26475
2014,4th Quintile,Divorced,0.06654,382,5218,0.05978,0.07330
2014,4th Quintile,Widowed,0.05706,269,5218,0.05077,0.06336
2014,5th Quintile,Married,0.53690,3731,5453,0.52366,0.55013
2014,5th Quintile,"Married, living apart",0.01881,121,5453,0.01520,0.02241
2014,5th Quintile,Single,0.23148,1052,5453,0.22028,0.24267
2014,5th Quintile,Divorced,0.07600,366,5453,0.06897,0.08303
2014,5th Quintile,Widowed,0.03924,183,5453,0.03409,0.04440
2015,1st Quintile,Married,0.26960,2180,5202,0.25754,0.28166
2015,1st Quintile,"Married, living apart",0.03242,199,5202,0.02761,0.03723
2015,1st Quintile,Single,0.31714,1847,5202,0.30449,0.32978
2015,1st Quintile,Divorced,0.13098,755,5202,0.12181,0.14015
2015,1st Quintile,Widowed,0.05983,221,5202,0.05339,0.06628
2015,2nd Quintile,Married,0.40592,3037,5385,0.39280,0.41904
2015,2nd Quintile,"Married, living apart",0.01698,113,5385,0.01353,0.02043
2015,2nd Quintile,Single,0.22454,1339,5385,0.21340,0.23569
2015,2nd Quintile,Divorced,0.07660,478,5385,0.06950,0.08370
2015,2nd Quintile,Widowed,0.11194,418,5385,0.10352,0.12037
2015,3rd Quintile,Married,0.44711,2983,4978,0.43330,0.46092
2015,3rd Quintile,"Married, living apart",0.02069,104,4978,0.01673,0.02464
2015,3rd Quintile,Single,0.22732,1191,4978,0.21568,0.23897
2015,3rd Quintile,Divorced,0.07414,381,4978,0.06686,0.08141
2015,3rd Quintile,Widowed,0.07935,319,4978,0.07184,0.08686
