year,migback,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,No migration background,Married,0.42378,11444,20453,0.41701,0.43055
2017,No migration background,"Married, living apart",0.01961,469,20453,0.01771,0.02151
2017,No migration background,Single,0.25489,5353,20453,0.24892,0.26086
2017,No migration background,Divorced,0.09210,1995,20453,0.08814,0.09607
2017,No migration background,Widowed,0.07554,1192,20453,0.07192,0.07916
2017,Direct migration background,Married,0.58907,5849,8922,0.57886,0.59928
2017,Direct migration background,"Married, living apart",0.04019,443,8922,0.03612,0.04427
2017,Direct migration background,Single,0.18503,1979,8922,0.17697,0.19309
2017,Direct migration background,Divorced,0.08984,446,8922,0.08391,0.09577
2017,Direct migration background,Widowed,0.04284,205,8922,0.03864,0.04704
2017,Indirect migration background,Married,0.14137,589,1742,0.12500,0.15773
2017,Indirect migration background,"Married, living apart",0.01371,43,1742,0.00824,0.01917
2017,Indirect migration background,Single,0.34839,1035,1742,0.32600,0.37077
2017,Indirect migration background,Divorced,0.02073,75,1742,0.01404,0.02743
2018,No migration background,Married,0.42704,10821,19722,0.42013,0.43394
2018,No migration background,"Married, living apart",0.02149,485,19722,0.01946,0.02351
2018,No migration background,Single,0.25252,5277,19722,0.24645,0.25858
2018,No migration background,Divorced,0.09342,1973,19722,0.08936,0.09748
2018,No migration background,Widowed,0.07507,1166,19722,0.07139,0.07875
2018,Direct migration background,Married,0.58513,5404,8321,0.57455,0.59572
2018,Direct migration background,"Married, living apart",0.03674,382,8321,0.03270,0.04078
2018,Direct migration background,Single,0.18777,1832,8321,0.17938,0.19616
2018,Direct migration background,Divorced,0.09443,498,8321,0.08815,0.10071
2018,Direct migration background,Widowed,0.04394,205,8321,0.03954,0.04834
2018,Indirect migration background,Married,0.15559,562,1716,0.13843,0.17274
2018,Indirect migration background,"Married, living apart",0.00925,36,1716,0.00472,0.01378
2018,Indirect migration background,Single,0.34132,1026,1716,0.31888,0.36376
2018,Indirect migration background,Divorced,0.02555,92,1716,0.01808,0.03302
2019,No migration background,Married,0.42315,11513,20428,0.41637,0.42992
2019,No migration background,"Married, living apart",0.01786,422,20428,0.01605,0.01968
2019,No migration background,Single,0.25402,5255,20428,0.24805,0.25999
2019,No migration background,Divorced,0.09602,2093,20428,0.09198,0.10006
2019,No migration background,Widowed,0.07344,1145,20428,0.06987,0.07702
2019,Direct migration background,Married,0.59527,4938,7395,0.58408,0.60646
2019,Direct migration background,"Married, living apart",0.03542,326,7395,0.03121,0.03963
2019,Direct migration background,Single,0.18080,1487,7395,0.17203,0.18958
2019,Direct migration background,Divorced,0.09261,461,7395,0.08600,0.09922
2019,Direct migration background,Widowed,0.04558,183,7395,0.04083,0.05034
2019,Indirect migration background,Married,0.16531,600,1618,0.14720,0.18341
2019,Indirect migration background,Single,0.32193,918,1618,0.29916,0.34470
2019,Indirect migration background,Divorced,0.02804,100,1618,0.02000,0.03609
2020,No migration background,Married,0.42503,10438,18838,0.41797,0.43209
2020,No migration background,"Married, living apart",0.01730,386,18838,0.01544,0.01916
2020,No migration background,Single,0.26145,5059,18838,0.25517,0.26772
2020,No migration background,Divorced,0.09174,1897,18838,0.08762,0.09586
2020,No migration background,Widowed,0.06767,1058,18838,0.06409,0.07126
2020,Direct migration background,Married,0.57417,5711,9405,0.56418,0.58417
2020,Direct migration background,"Married, living apart",0.02966,352,9405,0.02623,0.03309
2020,Direct migration background,Single,0.20356,2571,9405,0.19542,0.21170
2020,Direct migration background,Divorced,0.09564,571,9405,0.08970,0.10159
2020,Direct migration background,Widowed,0.04454,200,9405,0.04038,0.04871
2020,Indirect migration background,Married,0.16050,572,1582,0.14240,0.17859
2020,Indirect migration background,Single,0.31757,926,1582,0.29463,0.34052
2020,Indirect migration background,Divorced,0.02797,84,1582,0.01984,0.03610
2021,No migration background,Married,0.42150,7353,13170,0.41306,0.42993
2021,No migration background,"Married, living apart",0.01710,293,13170,0.01488,0.01931
2021,No migration background,Single,0.25665,3387,13170,0.24919,0.26411
2021,No migration background,Divorced,0.09123,1381,13170,0.08631,0.09615
2021,No migration background,Widowed,0.06706,756,13170,0.06279,0.07133
2021,Direct migration background,Married,0.55216,3502,5368,0.53886,0.56547
2021,Direct migration background,"Married, living apart",0.02406,137,5368,0.01996,0.02815
2021,Direct migration background,Single,0.19988,1251,5368,0.18918,0.21058
2021,Direct migration background,Divorced,0.10695,338,5368,0.09869,0.11522
2021,Direct migration background,Widowed,0.05424,140,5368,0.04818,0.06030
2021,Indirect migration background,Married,0.13762,329,905,0.11516,0.16008
2021,Indirect migration background,Single,0.29732,508,905,0.26753,0.32712
2021,Indirect migration background,Divorced,0.03065,68,905,0.01941,0.04189
