year,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,First Stage of Tertiary Education,"Married, living apart",0.02117,38,1879,0.01466,0.02768
2000,First Stage of Tertiary Education,Single,0.15577,264,1879,0.13937,0.17217
2000,First Stage of Tertiary Education,Divorced,0.08198,127,1879,0.06958,0.09439
2000,First Stage of Tertiary Education,Widowed,0.06257,75,1879,0.05162,0.07352
2000,Second Stage of Tertiary Education,Married,0.63578,2647,3806,0.62049,0.65107
2000,Second Stage of Tertiary Education,"Married, living apart",0.02480,85,3806,0.01985,0.02974
2000,Second Stage of Tertiary Education,Single,0.21275,694,3806,0.19975,0.22576
2000,Second Stage of Tertiary Education,Divorced,0.08710,275,3806,0.07814,0.09606
2000,Second Stage of Tertiary Education,Widowed,0.03614,105,3806,0.03021,0.04207
2001,Pre-primary Level,Single,0.99587,537,537,0.99043,1.00130
2001,Primary Level,Married,0.59897,203,265,0.53985,0.65809
2001,Primary Level,Single,0.21407,62,265,0.16459,0.26355
2001,Lower Secondary Level,Married,0.45840,1530,3065,0.44076,0.47605
2001,Lower Secondary Level,"Married, living apart",0.02049,59,3065,0.01548,0.02551
2001,Lower Secondary Level,Single,0.25222,902,3065,0.23684,0.26760
2001,Lower Secondary Level,Divorced,0.06255,155,3065,0.05397,0.07112
2001,Lower Secondary Level,Widowed,0.19618,419,3065,0.18212,0.21025
2001,Upper Secondary Level,Married,0.59501,7410,11523,0.58605,0.60398
2001,Upper Secondary Level,"Married, living apart",0.02176,250,11523,0.01910,0.02443
2001,Upper Secondary Level,Single,0.20930,2319,11523,0.20187,0.21673
2001,Upper Secondary Level,Divorced,0.07743,792,11523,0.07255,0.08231
2001,Upper Secondary Level,Widowed,0.09000,752,11523,0.08477,0.09522
2001,Post-secondary Non-tertiary Level,Married,0.52165,628,1055,0.49150,0.55181
2001,Post-secondary Non-tertiary Level,Single,0.35701,347,1055,0.32809,0.38594
2001,Post-secondary Non-tertiary Level,Divorced,0.05150,41,1055,0.03816,0.06484
2001,Post-secondary Non-tertiary Level,Widowed,0.05863,39,1055,0.04445,0.07282
2001,First Stage of Tertiary Education,Married,0.66475,1223,1672,0.64212,0.68739
2001,First Stage of Tertiary Education,"Married, living apart",0.02267,40,1672,0.01553,0.02981
2001,First Stage of Tertiary Education,Single,0.15042,220,1672,0.13328,0.16756
2001,First Stage of Tertiary Education,Divorced,0.09303,121,1672,0.07910,0.10695
2001,First Stage of Tertiary Education,Widowed,0.06339,68,1672,0.05171,0.07508
2001,Second Stage of Tertiary Education,Married,0.62820,2461,3539,0.61227,0.64412
2001,Second Stage of Tertiary Education,"Married, living apart",0.02748,87,3539,0.02209,0.03286
2001,Second Stage of Tertiary Education,Single,0.21903,646,3539,0.20540,0.23266
2001,Second Stage of Tertiary Education,Divorced,0.08625,247,3539,0.07700,0.09550
2001,Second Stage of Tertiary Education,Widowed,0.03454,98,3539,0.02852,0.04056
2002,Pre-primary Level,Single,0.99033,607,607,0.98253,0.99812
2002,Primary Level,Married,0.60599,186,243,0.54442,0.66755
2002,Primary Level,Single,0.20793,57,243,0.15680,0.25906
2002,Lower Secondary Level,Married,0.44996,1400,2873,0.43176,0.46815
2002,Lower Secondary Level,"Married, living apart",0.02160,54,2873,0.01628,0.02691
2002,Lower Secondary Level,Single,0.26008,863,2873,0.24403,0.27612
2002,Lower Secondary Level,Divorced,0.06633,154,2873,0.05723,0.07543
2002,Lower Secondary Level,Widowed,0.19237,402,2873,0.17796,0.20679
2002,Upper Secondary Level,Married,0.59420,7366,11528,0.58524,0.60317
2002,Upper Secondary Level,"Married, living apart",0.02268,258,11528,0.01996,0.02540
2002,Upper Secondary Level,Single,0.20832,2390,11528,0.20090,0.21573
2002,Upper Secondary Level,Divorced,0.08080,790,11528,0.07582,0.08577
2002,Upper Secondary Level,Widowed,0.08815,724,11528,0.08298,0.09333
2002,Post-secondary Non-tertiary Level,Married,0.52688,692,1145,0.49794,0.55581
2002,Post-secondary Non-tertiary Level,Single,0.34516,365,1145,0.31761,0.37271
2002,Post-secondary Non-tertiary Level,Divorced,0.05494,50,1145,0.04174,0.06814
2002,Post-secondary Non-tertiary Level,Widowed,0.05739,38,1145,0.04391,0.07086
2002,First Stage of Tertiary Education,Married,0.66588,1281,1737,0.64369,0.68807
2002,First Stage of Tertiary Education,"Married, living apart",0.02144,38,1737,0.01462,0.02825
2002,First Stage of Tertiary Education,Single,0.14430,212,1737,0.12777,0.16083
2002,First Stage of Tertiary Education,Divorced,0.09733,132,1737,0.08339,0.11127
2002,First Stage of Tertiary Education,Widowed,0.06519,74,1737,0.05358,0.07680
2002,Second Stage of Tertiary Education,Married,0.62346,3330,4545,0.60937,0.63755
2002,Second Stage of Tertiary Education,"Married, living apart",0.02283,82,4545,0.01848,0.02717
2002,Second Stage of Tertiary Education,Single,0.22069,716,4545,0.20863,0.23275
2002,Second Stage of Tertiary Education,Divorced,0.09053,300,4545,0.08218,0.09887
2002,Second Stage of Tertiary Education,Widowed,0.03653,117,4545,0.03108,0.04199
2003,Pre-primary Level,Single,0.98511,613,613,0.97552,0.99471
2003,Primary Level,Married,0.58145,168,229,0.51741,0.64548
2003,Primary Level,Single,0.23792,61,229,0.18265,0.29319
2003,Lower Secondary Level,Married,0.44305,1303,2718,0.42437,0.46173
2003,Lower Secondary Level,"Married, living apart",0.01640,52,2718,0.01162,0.02117
2003,Lower Secondary Level,Single,0.27023,829,2718,0.25353,0.28692
2003,Lower Secondary Level,Divorced,0.06848,149,2718,0.05898,0.07798
2003,Lower Secondary Level,Widowed,0.19083,385,2718,0.17605,0.20561
2003,Upper Secondary Level,Married,0.58647,6950,11039,0.57729,0.59566
2003,Upper Secondary Level,"Married, living apart",0.02425,262,11039,0.02138,0.02712
2003,Upper Secondary Level,Single,0.20932,2327,11039,0.20173,0.21691
2003,Upper Secondary Level,Divorced,0.08396,784,11039,0.07878,0.08913
2003,Upper Secondary Level,Widowed,0.08878,716,11039,0.08347,0.09408
2003,Post-secondary Non-tertiary Level,Married,0.53093,674,1133,0.50186,0.56000
2003,Post-secondary Non-tertiary Level,Single,0.33011,369,1133,0.30272,0.35751
2003,Post-secondary Non-tertiary Level,Divorced,0.06592,54,1133,0.05147,0.08038
2003,Post-secondary Non-tertiary Level,Widowed,0.05427,36,1133,0.04107,0.06747
2003,First Stage of Tertiary Education,Married,0.64752,1213,1681,0.62467,0.67036
2003,First Stage of Tertiary Education,"Married, living apart",0.02594,41,1681,0.01834,0.03354
2003,First Stage of Tertiary Education,Single,0.15311,219,1681,0.13589,0.17033
2003,First Stage of Tertiary Education,Divorced,0.09634,131,1681,0.08223,0.11045
2003,First Stage of Tertiary Education,Widowed,0.07015,77,1681,0.05794,0.08236
2003,Second Stage of Tertiary Education,Married,0.61301,3153,4341,0.59852,0.62751
2003,Second Stage of Tertiary Education,"Married, living apart",0.02592,94,4341,0.02120,0.03065
2003,Second Stage of Tertiary Education,Single,0.22938,692,4341,0.21687,0.24189
2003,Second Stage of Tertiary Education,Divorced,0.08975,281,4341,0.08124,0.09825
2003,Second Stage of Tertiary Education,Widowed,0.03736,121,4341,0.03172,0.04300
2004,Pre-primary Level,Single,0.97809,632,632,0.96667,0.98951
2004,Primary Level,Married,0.56893,157,215,0.50258,0.63528
2004,Primary Level,Single,0.24620,58,215,0.18848,0.30391
2004,Lower Secondary Level,Married,0.43304,1216,2558,0.41384,0.45225
2004,Lower Secondary Level,"Married, living apart",0.01699,48,2558,0.01198,0.02200
2004,Lower Secondary Level,Single,0.27453,770,2558,0.25723,0.29183
2004,Lower Secondary Level,Divorced,0.07305,155,2558,0.06296,0.08314
2004,Lower Secondary Level,Widowed,0.19282,369,2558,0.17753,0.20811
2004,Upper Secondary Level,Married,0.57999,6686,10724,0.57064,0.58933
2004,Upper Secondary Level,"Married, living apart",0.02598,244,10724,0.02297,0.02899
2004,Upper Secondary Level,Single,0.21501,2318,10724,0.20723,0.22278
2004,Upper Secondary Level,Divorced,0.08537,786,10724,0.08008,0.09066
2004,Upper Secondary Level,Widowed,0.08698,690,10724,0.08165,0.09232
2004,Post-secondary Non-tertiary Level,Married,0.51463,663,1139,0.48559,0.54367
2004,Post-secondary Non-tertiary Level,Single,0.33553,381,1139,0.30809,0.36296
2004,Post-secondary Non-tertiary Level,Divorced,0.07453,61,1139,0.05927,0.08979
2004,Post-secondary Non-tertiary Level,Widowed,0.05370,34,1139,0.04061,0.06680
2004,First Stage of Tertiary Education,Married,0.65586,1188,1636,0.63283,0.67888
2004,First Stage of Tertiary Education,"Married, living apart",0.02399,38,1636,0.01657,0.03141
2004,First Stage of Tertiary Education,Single,0.15559,213,1636,0.13802,0.17316
2004,First Stage of Tertiary Education,Divorced,0.09916,126,1636,0.08467,0.11365
2004,First Stage of Tertiary Education,Widowed,0.06090,71,1636,0.04930,0.07249
2004,Second Stage of Tertiary Education,Married,0.60288,3073,4280,0.58822,0.61754
2004,Second Stage of Tertiary Education,"Married, living apart",0.02917,104,4280,0.02413,0.03421
2004,Second Stage of Tertiary Education,Single,0.23003,697,4280,0.21742,0.24264
2004,Second Stage of Tertiary Education,Divorced,0.09425,282,4280,0.08550,0.10300
2004,Second Stage of Tertiary Education,Widowed,0.03833,124,4280,0.03258,0.04408
2005,Pre-primary Level,Single,0.98895,644,644,0.98087,0.99703
2005,Primary Level,Married,0.56207,149,205,0.49398,0.63015
2005,Primary Level,Single,0.25991,56,205,0.19972,0.32010
2005,Lower Secondary Level,Married,0.41968,1111,2380,0.39985,0.43952
2005,Lower Secondary Level,"Married, living apart",0.02255,53,2380,0.01659,0.02852
2005,Lower Secondary Level,Single,0.29564,725,2380,0.27730,0.31397
2005,Lower Secondary Level,Divorced,0.07592,145,2380,0.06528,0.08657
2005,Lower Secondary Level,Widowed,0.17837,346,2380,0.16299,0.19376
2005,Upper Secondary Level,Married,0.56972,6299,10195,0.56011,0.57934
2005,Upper Secondary Level,"Married, living apart",0.02505,236,10195,0.02202,0.02809
2005,Upper Secondary Level,Single,0.22379,2199,10195,0.21570,0.23188
2005,Upper Secondary Level,Divorced,0.09015,780,10195,0.08459,0.09571
2005,Upper Secondary Level,Widowed,0.08557,681,10195,0.08014,0.09100
2005,Post-secondary Non-tertiary Level,Married,0.51265,641,1104,0.48315,0.54215
2005,Post-secondary Non-tertiary Level,Single,0.34118,369,1104,0.31320,0.36916
2005,Post-secondary Non-tertiary Level,Divorced,0.07601,63,1104,0.06037,0.09165
2005,Post-secondary Non-tertiary Level,Widowed,0.04544,31,1104,0.03315,0.05773
2005,First Stage of Tertiary Education,Married,0.66681,1132,1528,0.64317,0.69045
2005,First Stage of Tertiary Education,Single,0.15063,198,1528,0.13269,0.16857
2005,First Stage of Tertiary Education,Divorced,0.10002,127,1528,0.08497,0.11507
2005,First Stage of Tertiary Education,Widowed,0.05751,71,1528,0.04583,0.06919
2005,Second Stage of Tertiary Education,Married,0.59245,2932,4154,0.57751,0.60740
2005,Second Stage of Tertiary Education,"Married, living apart",0.03244,113,4154,0.02705,0.03782
2005,Second Stage of Tertiary Education,Single,0.23650,702,4154,0.22358,0.24943
2005,Second Stage of Tertiary Education,Divorced,0.09306,276,4154,0.08423,0.10190
2005,Second Stage of Tertiary Education,Widowed,0.04035,131,4154,0.03436,0.04633
2006,Pre-primary Level,Single,0.97937,629,629,0.96825,0.99048
2006,Primary Level,Married,0.53281,138,198,0.46314,0.60248
2006,Primary Level,Single,0.27402,60,198,0.21174,0.33630
2006,Lower Secondary Level,Married,0.41658,1166,2518,0.39732,0.43584
2006,Lower Secondary Level,"Married, living apart",0.02363,59,2518,0.01769,0.02956
2006,Lower Secondary Level,Single,0.29392,760,2518,0.27612,0.31171
2006,Lower Secondary Level,Divorced,0.07037,149,2518,0.06038,0.08037
2006,Lower Secondary Level,Widowed,0.18511,384,2518,0.16994,0.20029
2006,Upper Secondary Level,Married,0.56096,6831,11030,0.55170,0.57022
2006,Upper Secondary Level,"Married, living apart",0.02580,239,11030,0.02284,0.02876
2006,Upper Secondary Level,Single,0.22494,2317,11030,0.21715,0.23273
2006,Upper Secondary Level,Divorced,0.09512,885,11030,0.08964,0.10059
2006,Upper Secondary Level,Widowed,0.08682,758,11030,0.08157,0.09208
2006,Post-secondary Non-tertiary Level,Married,0.51616,688,1188,0.48773,0.54459
2006,Post-secondary Non-tertiary Level,Single,0.34720,393,1188,0.32011,0.37428
2006,Post-secondary Non-tertiary Level,Divorced,0.08028,74,1188,0.06483,0.09574
2006,Post-secondary Non-tertiary Level,Widowed,0.03826,33,1188,0.02735,0.04917
2006,First Stage of Tertiary Education,Married,0.64288,1180,1647,0.61973,0.66603
2006,First Stage of Tertiary Education,"Married, living apart",0.03129,43,1647,0.02288,0.03970
2006,First Stage of Tertiary Education,Single,0.16602,212,1647,0.14804,0.18399
2006,First Stage of Tertiary Education,Divorced,0.10038,135,1647,0.08586,0.11489
2006,First Stage of Tertiary Education,Widowed,0.05556,77,1647,0.04450,0.06663
2006,Second Stage of Tertiary Education,Married,0.59033,3182,4566,0.57606,0.60459
2006,Second Stage of Tertiary Education,"Married, living apart",0.02899,118,4566,0.02412,0.03385
2006,Second Stage of Tertiary Education,Single,0.23886,786,4566,0.22649,0.25123
2006,Second Stage of Tertiary Education,Divorced,0.09603,325,4566,0.08749,0.10458
2006,Second Stage of Tertiary Education,Widowed,0.04218,155,4566,0.03635,0.04801
2007,Pre-primary Level,Single,0.99060,627,627,0.98304,0.99816
2007,Primary Level,Married,0.57777,129,182,0.50581,0.64973
2007,Primary Level,Single,0.25015,53,182,0.18705,0.31325
2007,Lower Secondary Level,Married,0.42430,1035,2242,0.40384,0.44476
2007,Lower Secondary Level,"Married, living apart",0.02712,50,2242,0.02040,0.03385
2007,Lower Secondary Level,Single,0.28822,677,2242,0.26947,0.30698
2007,Lower Secondary Level,Divorced,0.07391,141,2242,0.06308,0.08474
2007,Lower Secondary Level,Widowed,0.17686,339,2242,0.16106,0.19265
2007,Upper Secondary Level,Married,0.54863,6274,10269,0.53900,0.55825
2007,Upper Secondary Level,"Married, living apart",0.02524,215,10269,0.02221,0.02828
2007,Upper Secondary Level,Single,0.23582,2217,10269,0.22761,0.24403
2007,Upper Secondary Level,Divorced,0.09716,851,10269,0.09143,0.10289
2007,Upper Secondary Level,Widowed,0.08706,712,10269,0.08161,0.09251
2007,Post-secondary Non-tertiary Level,Married,0.52158,658,1166,0.49289,0.55026
2007,Post-secondary Non-tertiary Level,"Married, living apart",0.02599,31,1166,0.01685,0.03512
2007,Post-secondary Non-tertiary Level,Single,0.33007,369,1166,0.30307,0.35708
2007,Post-secondary Non-tertiary Level,Divorced,0.07560,72,1166,0.06042,0.09078
2007,Post-secondary Non-tertiary Level,Widowed,0.04507,36,1166,0.03316,0.05698
2007,First Stage of Tertiary Education,Married,0.65607,1109,1532,0.63227,0.67986
2007,First Stage of Tertiary Education,"Married, living apart",0.03113,43,1532,0.02243,0.03982
2007,First Stage of Tertiary Education,Single,0.15957,192,1532,0.14123,0.17792
2007,First Stage of Tertiary Education,Divorced,0.09854,121,1532,0.08361,0.11347
2007,First Stage of Tertiary Education,Widowed,0.05137,67,1532,0.04031,0.06243
2007,Second Stage of Tertiary Education,Married,0.58930,3037,4376,0.57472,0.60388
2007,Second Stage of Tertiary Education,"Married, living apart",0.02530,112,4376,0.02065,0.02996
2007,Second Stage of Tertiary Education,Single,0.24765,756,4376,0.23486,0.26045
2007,Second Stage of Tertiary Education,Divorced,0.09329,319,4376,0.08467,0.10191
2007,Second Stage of Tertiary Education,Widowed,0.04080,152,4376,0.03493,0.04666
2008,Pre-primary Level,Single,0.99927,553,553,0.99700,1.00153
2008,Primary Level,Married,0.55867,107,152,0.47947,0.63787
2008,Primary Level,Single,0.24051,45,152,0.17234,0.30868
2008,Lower Secondary Level,Married,0.41587,931,2054,0.39455,0.43719
2008,Lower Secondary Level,"Married, living apart",0.02454,44,2054,0.01784,0.03123
2008,Lower Secondary Level,Single,0.29746,628,2054,0.27768,0.31723
2008,Lower Secondary Level,Divorced,0.07256,129,2054,0.06134,0.08378
2008,Lower Secondary Level,Widowed,0.18140,322,2054,0.16473,0.19807
2008,Upper Secondary Level,Married,0.54369,5904,9690,0.53378,0.55361
2008,Upper Secondary Level,"Married, living apart",0.02264,198,9690,0.01968,0.02560
2008,Upper Secondary Level,Single,0.23879,2063,9690,0.23030,0.24728
2008,Upper Secondary Level,Divorced,0.10202,835,9690,0.09600,0.10805
2008,Upper Secondary Level,Widowed,0.08815,690,9690,0.08251,0.09380
2008,Post-secondary Non-tertiary Level,Married,0.51624,610,1092,0.48658,0.54589
2008,Post-secondary Non-tertiary Level,"Married, living apart",0.02864,36,1092,0.01874,0.03854
2008,Post-secondary Non-tertiary Level,Single,0.34406,349,1092,0.31587,0.37225
2008,Post-secondary Non-tertiary Level,Divorced,0.06879,64,1092,0.05377,0.08381
2008,Post-secondary Non-tertiary Level,Widowed,0.04126,33,1092,0.02946,0.05307
2008,First Stage of Tertiary Education,Married,0.65328,1040,1413,0.62846,0.67811
2008,First Stage of Tertiary Education,"Married, living apart",0.02338,35,1413,0.01550,0.03127
2008,First Stage of Tertiary Education,Single,0.16579,164,1413,0.14639,0.18518
2008,First Stage of Tertiary Education,Divorced,0.10302,110,1413,0.08716,0.11888
2008,First Stage of Tertiary Education,Widowed,0.05206,64,1413,0.04048,0.06365
2008,Second Stage of Tertiary Education,Married,0.58058,2876,4179,0.56562,0.59554
2008,Second Stage of Tertiary Education,"Married, living apart",0.02865,104,4179,0.02359,0.03371
2008,Second Stage of Tertiary Education,Single,0.25256,732,4179,0.23938,0.26573
2008,Second Stage of Tertiary Education,Divorced,0.09140,311,4179,0.08266,0.10013
2008,Second Stage of Tertiary Education,Widowed,0.04308,156,4179,0.03692,0.04923
2009,Pre-primary Level,Single,0.99863,504,504,0.99540,1.00186
2009,Primary Level,Married,0.57393,100,135,0.49020,0.65765
2009,Primary Level,Single,0.21159,35,135,0.14243,0.28075
2009,Lower Secondary Level,Married,0.40493,801,1822,0.38238,0.42748
2009,Lower Secondary Level,"Married, living apart",0.01713,36,1822,0.01117,0.02309
2009,Lower Secondary Level,Single,0.30114,551,1822,0.28007,0.32221
2009,Lower Secondary Level,Divorced,0.07745,126,1822,0.06517,0.08973
2009,Lower Secondary Level,Widowed,0.19203,308,1822,0.17394,0.21012
2009,Upper Secondary Level,Married,0.53776,5436,9027,0.52747,0.54804
2009,Upper Secondary Level,"Married, living apart",0.02591,201,9027,0.02263,0.02918
2009,Upper Secondary Level,Single,0.24278,1931,9027,0.23394,0.25163
2009,Upper Secondary Level,Divorced,0.10014,795,9027,0.09395,0.10634
2009,Upper Secondary Level,Widowed,0.08936,664,9027,0.08348,0.09525
2009,Post-secondary Non-tertiary Level,Married,0.52617,575,940,0.49423,0.55811
2009,Post-secondary Non-tertiary Level,Single,0.34207,304,940,0.31173,0.37242
2009,Post-secondary Non-tertiary Level,Divorced,0.06618,61,940,0.05028,0.08208
2009,First Stage of Tertiary Education,Married,0.65281,972,1329,0.62720,0.67841
2009,First Stage of Tertiary Education,"Married, living apart",0.02108,32,1329,0.01335,0.02880
2009,First Stage of Tertiary Education,Single,0.17505,164,1329,0.15461,0.19549
2009,First Stage of Tertiary Education,Divorced,0.10030,100,1329,0.08414,0.11646
2009,First Stage of Tertiary Education,Widowed,0.04720,61,1329,0.03580,0.05861
2009,Second Stage of Tertiary Education,Married,0.57142,2713,4025,0.55613,0.58671
2009,Second Stage of Tertiary Education,"Married, living apart",0.02889,98,4025,0.02371,0.03406
2009,Second Stage of Tertiary Education,Single,0.26593,749,4025,0.25228,0.27958
2009,Second Stage of Tertiary Education,Divorced,0.08720,308,4025,0.07848,0.09591
2009,Second Stage of Tertiary Education,Widowed,0.04279,157,4025,0.03654,0.04904
2010,Pre-primary Level,Single,0.99062,704,704,0.98349,0.99774
2010,Primary Level,Married,0.52125,201,297,0.46434,0.57816
2010,Primary Level,Single,0.27554,96,297,0.22464,0.32644
2010,Lower Secondary Level,Married,0.40468,1153,2498,0.38543,0.42393
2010,Lower Secondary Level,"Married, living apart",0.02231,62,2498,0.01652,0.02810
2010,Lower Secondary Level,Single,0.30680,785,2498,0.28871,0.32489
2010,Lower Secondary Level,Divorced,0.07412,206,2498,0.06385,0.08440
2010,Lower Secondary Level,Widowed,0.18402,292,2498,0.16882,0.19921
2010,Upper Secondary Level,Married,0.53657,7227,11703,0.52753,0.54560
2010,Upper Secondary Level,"Married, living apart",0.02402,268,11703,0.02124,0.02679
2010,Upper Secondary Level,Single,0.24223,2407,11703,0.23447,0.24999
2010,Upper Secondary Level,Divorced,0.10431,1144,11703,0.09878,0.10985
2010,Upper Secondary Level,Widowed,0.08872,657,11703,0.08356,0.09387
2010,Post-secondary Non-tertiary Level,Married,0.53268,1053,1705,0.50899,0.55637
2010,Post-secondary Non-tertiary Level,"Married, living apart",0.02543,63,1705,0.01795,0.03290
2010,Post-secondary Non-tertiary Level,Single,0.33024,425,1705,0.30791,0.35257
2010,Post-secondary Non-tertiary Level,Divorced,0.07228,133,1705,0.05999,0.08458
2010,Post-secondary Non-tertiary Level,Widowed,0.03542,31,1705,0.02664,0.04420
2010,First Stage of Tertiary Education,Married,0.62658,1167,1609,0.60293,0.65022
2010,First Stage of Tertiary Education,"Married, living apart",0.02997,44,1609,0.02164,0.03831
2010,First Stage of Tertiary Education,Single,0.18833,218,1609,0.16922,0.20744
2010,First Stage of Tertiary Education,Divorced,0.10160,122,1609,0.08683,0.11637
2010,First Stage of Tertiary Education,Widowed,0.04831,58,1609,0.03783,0.05879
2010,Second Stage of Tertiary Education,Married,0.57736,3746,5364,0.56414,0.59058
2010,Second Stage of Tertiary Education,"Married, living apart",0.03231,145,5364,0.02757,0.03704
2010,Second Stage of Tertiary Education,Single,0.25912,919,5364,0.24739,0.27085
2010,Second Stage of Tertiary Education,Divorced,0.08762,393,5364,0.08006,0.09519
2010,Second Stage of Tertiary Education,Widowed,0.04148,161,5364,0.03614,0.04682
2011,Pre-primary Level,Single,0.98862,876,876,0.98159,0.99565
2011,Primary Level,Married,0.45752,216,365,0.40634,0.50870
2011,Primary Level,Single,0.27172,112,365,0.22602,0.31742
2011,Primary Level,Divorced,0.11010,37,365,0.07795,0.14226
2011,Lower Secondary Level,Married,0.42212,1406,3016,0.40449,0.43975
2011,Lower Secondary Level,"Married, living apart",0.02293,89,3016,0.01759,0.02827
2011,Lower Secondary Level,Single,0.29143,895,3016,0.27521,0.30765
2011,Lower Secondary Level,Divorced,0.07789,268,3016,0.06832,0.08745
2011,Lower Secondary Level,Widowed,0.17819,358,3016,0.16453,0.19185
2011,Upper Secondary Level,Married,0.53771,8493,13776,0.52938,0.54604
2011,Upper Secondary Level,"Married, living apart",0.02068,325,13776,0.01831,0.02306
2011,Upper Secondary Level,Single,0.24615,2738,13776,0.23896,0.25335
2011,Upper Secondary Level,Divorced,0.10207,1391,13776,0.09701,0.10712
2011,Upper Secondary Level,Widowed,0.08692,829,13776,0.08221,0.09162
2011,Post-secondary Non-tertiary Level,Married,0.50024,1206,1974,0.47817,0.52230
2011,Post-secondary Non-tertiary Level,"Married, living apart",0.02988,72,1974,0.02237,0.03739
2011,Post-secondary Non-tertiary Level,Single,0.35139,493,1974,0.33033,0.37246
2011,Post-secondary Non-tertiary Level,Divorced,0.07897,166,1974,0.06707,0.09087
2011,Post-secondary Non-tertiary Level,Widowed,0.03133,37,1974,0.02364,0.03902
2011,First Stage of Tertiary Education,Married,0.63437,1344,1849,0.61241,0.65633
2011,First Stage of Tertiary Education,"Married, living apart",0.03243,52,1849,0.02436,0.04051
2011,First Stage of Tertiary Education,Single,0.19365,245,1849,0.17563,0.21166
2011,First Stage of Tertiary Education,Divorced,0.09303,145,1849,0.07979,0.10628
2011,First Stage of Tertiary Education,Widowed,0.04282,63,1849,0.03359,0.05205
2011,Second Stage of Tertiary Education,Married,0.56383,4273,6185,0.55147,0.57619
2011,Second Stage of Tertiary Education,"Married, living apart",0.02820,165,6185,0.02408,0.03233
2011,Second Stage of Tertiary Education,Single,0.26891,1069,6185,0.25786,0.27997
2011,Second Stage of Tertiary Education,Divorced,0.08944,472,6185,0.08232,0.09655
2011,Second Stage of Tertiary Education,Widowed,0.04627,206,6185,0.04103,0.05151
2012,Pre-primary Level,Single,0.99689,904,904,0.99326,1.00052
2012,Primary Level,Married,0.45197,193,348,0.39960,0.50433
2012,Primary Level,Single,0.28320,116,348,0.23580,0.33061
2012,Primary Level,Divorced,0.13392,39,348,0.09809,0.16975
2012,Lower Secondary Level,Married,0.43584,1375,2975,0.41802,0.45366
2012,Lower Secondary Level,"Married, living apart",0.02362,90,2975,0.01816,0.02908
2012,Lower Secondary Level,Single,0.29094,898,2975,0.27461,0.30726
2012,Lower Secondary Level,Divorced,0.08085,280,2975,0.07105,0.09065
2012,Lower Secondary Level,Widowed,0.16101,332,2975,0.14780,0.17422
2012,Upper Secondary Level,Married,0.54519,8253,13501,0.53679,0.55359
2012,Upper Secondary Level,"Married, living apart",0.02089,329,13501,0.01848,0.02330
2012,Upper Secondary Level,Single,0.24231,2677,13501,0.23508,0.24953
2012,Upper Secondary Level,Divorced,0.10471,1418,13501,0.09954,0.10987
2012,Upper Secondary Level,Widowed,0.08302,824,13501,0.07837,0.08767
2012,Post-secondary Non-tertiary Level,Married,0.50245,1157,1958,0.48030,0.52460
2012,Post-secondary Non-tertiary Level,"Married, living apart",0.03421,71,1958,0.02616,0.04227
2012,Post-secondary Non-tertiary Level,Single,0.34420,491,1958,0.32315,0.36525
2012,Post-secondary Non-tertiary Level,Divorced,0.07719,197,1958,0.06536,0.08901
2012,Post-secondary Non-tertiary Level,Widowed,0.03712,42,1958,0.02875,0.04550
2012,First Stage of Tertiary Education,Married,0.62875,1300,1804,0.60644,0.65105
2012,First Stage of Tertiary Education,"Married, living apart",0.03250,50,1804,0.02432,0.04069
2012,First Stage of Tertiary Education,Single,0.19954,236,1804,0.18109,0.21799
2012,First Stage of Tertiary Education,Divorced,0.09417,153,1804,0.08069,0.10765
2012,First Stage of Tertiary Education,Widowed,0.03996,65,1804,0.03092,0.04900
2012,Second Stage of Tertiary Education,Married,0.57292,4208,6129,0.56054,0.58531
2012,Second Stage of Tertiary Education,"Married, living apart",0.02623,156,6129,0.02223,0.03023
2012,Second Stage of Tertiary Education,Single,0.26615,1066,6129,0.25509,0.27722
2012,Second Stage of Tertiary Education,Divorced,0.08707,490,6129,0.08001,0.09413
2012,Second Stage of Tertiary Education,Widowed,0.04409,209,6129,0.03895,0.04923
2013,Pre-primary Level,Single,0.99054,1057,1057,0.98470,0.99638
2013,Primary Level,Married,0.48563,379,576,0.44478,0.52648
2013,Primary Level,Single,0.25657,140,576,0.22087,0.29227
2013,Primary Level,Divorced,0.14095,57,576,0.11251,0.16939
2013,Lower Secondary Level,Married,0.44563,1821,3790,0.42981,0.46146
2013,Lower Secondary Level,"Married, living apart",0.02265,91,3790,0.01791,0.02739
2013,Lower Secondary Level,Single,0.29549,1236,3790,0.28096,0.31002
2013,Lower Secondary Level,Divorced,0.07539,319,3790,0.06698,0.08380
2013,Lower Secondary Level,Widowed,0.15597,323,3790,0.14442,0.16752
2013,Upper Secondary Level,Married,0.53670,8494,14105,0.52847,0.54493
2013,Upper Secondary Level,"Married, living apart",0.02292,387,14105,0.02045,0.02539
2013,Upper Secondary Level,Single,0.24580,2989,14105,0.23869,0.25290
2013,Upper Secondary Level,Divorced,0.10330,1433,14105,0.09828,0.10832
2013,Upper Secondary Level,Widowed,0.08615,802,14105,0.08152,0.09078
2013,Post-secondary Non-tertiary Level,Married,0.49265,1457,2358,0.47246,0.51283
