year,migback,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2019,kein Migrationshintergrund,Laendlicher Raum,0.168057133365286,0.15786986323781627,0.17824440349275572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7501.0
2019,direkter Migrationshintergrund,-1,0.12818424690108485,0.029276186368094884,0.22709230743407482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
2019,direkter Migrationshintergrund,Staedtischer Raum,0.2140806833847644,0.1942830944696303,0.23387827229989852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5333.0
2019,direkter Migrationshintergrund,Laendlicher Raum,0.18589857652551822,0.16523655623370892,0.20656059681732752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937.0
2019,indirekter Migrationshintergrund,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2019,indirekter Migrationshintergrund,Staedtischer Raum,0.05904219114790583,0.04850462907978305,0.0695797532160286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249.0
2019,indirekter Migrationshintergrund,Laendlicher Raum,0.1319576664605849,0.08571678513966005,0.17819854778150976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0
2020,kein Migrationshintergrund,Staedtischer Raum,0.17254847134292606,0.16370662454724602,0.1813903181386061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11608.0
2020,kein Migrationshintergrund,Laendlicher Raum,0.20355563012752953,0.19004029879861734,0.21707096145644172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6972.0
2020,direkter Migrationshintergrund,Staedtischer Raum,0.18360387260962918,0.17143779833083278,0.19576994688842558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7059.0
2020,direkter Migrationshintergrund,Laendlicher Raum,0.2667769222155526,0.23941581385521776,0.29413803057588744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216.0
2020,indirekter Migrationshintergrund,Staedtischer Raum,0.09249502114055862,0.0705935969440318,0.11439644533708543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.0
2020,indirekter Migrationshintergrund,Laendlicher Raum,0.05238910351792902,0.03133953209115177,0.07343867494470627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0
2021,kein Migrationshintergrund,-1,,,,,,,,,,,,
2021,kein Migrationshintergrund,Staedtischer Raum,0.21500177377676094,0.20250581698619133,0.22749773056733055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7977.0
2021,kein Migrationshintergrund,Laendlicher Raum,0.27882242066087776,0.2573702056008089,0.3002746357209466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4632.0
2021,direkter Migrationshintergrund,Staedtischer Raum,0.358449809828301,0.3279193576399611,0.3889802620166409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3995.0
2021,direkter Migrationshintergrund,Laendlicher Raum,0.3507648024215839,0.2981362266238878,0.40339337821928006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0
2021,indirekter Migrationshintergrund,Staedtischer Raum,0.14927785237041138,0.12199321686288114,0.17656248787794163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0
2021,indirekter Migrationshintergrund,Laendlicher Raum,0.3851482146767611,0.24296543420863456,0.5273309951448876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
