year,quintil_oecd,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,1st Quintile,West,Bündnis90/Grüne,0.04678,68,1773,0.03695,0.05662
1996,1st Quintile,East,Not leaning towards specific party,0.70646,564,743,0.67370,0.73923
1996,1st Quintile,East,SPD,0.08902,60,743,0.06853,0.10951
1996,1st Quintile,East,CDU/CSU,0.09752,76,743,0.07618,0.11887
1996,1st Quintile,East,PDS/Linke,0.06133,43,743,0.04406,0.07859
1996,2nd Quintile,West,Not leaning towards specific party,0.54752,1042,1667,0.52362,0.57142
1996,2nd Quintile,West,SPD,0.20927,324,1667,0.18973,0.22880
1996,2nd Quintile,West,CDU/CSU,0.18788,240,1667,0.16912,0.20664
1996,2nd Quintile,West,Bündnis90/Grüne,0.03850,61,1667,0.02926,0.04774
1996,2nd Quintile,East,Not leaning towards specific party,0.69350,661,899,0.66335,0.72366
1996,2nd Quintile,East,SPD,0.08607,70,899,0.06773,0.10442
1996,2nd Quintile,East,CDU/CSU,0.13573,121,899,0.11333,0.15813
1996,2nd Quintile,East,PDS/Linke,0.05176,47,899,0.03727,0.06626
1996,3rd Quintile,West,Not leaning towards specific party,0.48057,971,1735,0.45705,0.50408
1996,3rd Quintile,West,SPD,0.26190,402,1735,0.24121,0.28259
1996,3rd Quintile,West,CDU/CSU,0.17928,274,1735,0.16122,0.19733
1996,3rd Quintile,West,Bündnis90/Grüne,0.05374,88,1735,0.04313,0.06436
1996,3rd Quintile,East,Not leaning towards specific party,0.64667,592,874,0.61496,0.67838
1996,3rd Quintile,East,SPD,0.09527,91,874,0.07580,0.11475
1996,3rd Quintile,East,CDU/CSU,0.14004,122,874,0.11702,0.16306
1996,3rd Quintile,East,PDS/Linke,0.07923,69,874,0.06131,0.09714
1996,4th Quintile,West,Not leaning towards specific party,0.44519,1032,1961,0.42319,0.46719
1996,4th Quintile,West,SPD,0.20797,394,1961,0.19000,0.22594
1996,4th Quintile,West,CDU/CSU,0.25918,442,1961,0.23978,0.27858
1996,4th Quintile,West,Bündnis90/Grüne,0.05036,93,1961,0.04067,0.06004
1996,4th Quintile,East,Not leaning towards specific party,0.60967,415,674,0.57281,0.64652
1996,4th Quintile,East,SPD,0.08917,59,674,0.06764,0.11070
1996,4th Quintile,East,CDU/CSU,0.12952,102,674,0.10415,0.15489
1996,4th Quintile,East,Bündnis90/Grüne,0.05098,35,674,0.03436,0.06760
1996,4th Quintile,East,PDS/Linke,0.10474,63,674,0.08160,0.12787
1996,5th Quintile,West,Not leaning towards specific party,0.39505,866,2037,0.37382,0.41629
1996,5th Quintile,West,SPD,0.19633,426,2037,0.17908,0.21358
1996,5th Quintile,West,CDU/CSU,0.29835,551,2037,0.27847,0.31822
1996,5th Quintile,West,FDP,0.03048,50,2037,0.02302,0.03795
1996,5th Quintile,West,Bündnis90/Grüne,0.06744,144,2037,0.05654,0.07833
1996,5th Quintile,East,Not leaning towards specific party,0.54170,213,321,0.48711,0.59630
1996,5th Quintile,East,SPD,0.11003,42,321,0.07574,0.14432
1996,5th Quintile,East,CDU/CSU,0.21008,66,321,0.16545,0.25471
1997,1st Quintile,West,Not leaning towards specific party,0.62210,1169,1655,0.59873,0.64547
1997,1st Quintile,West,SPD,0.18891,257,1655,0.17005,0.20778
1997,1st Quintile,West,CDU/CSU,0.14496,195,1655,0.12799,0.16192
1997,1st Quintile,West,Bündnis90/Grüne,0.02633,34,1655,0.01862,0.03405
1997,1st Quintile,East,Not leaning towards specific party,0.71239,524,676,0.67824,0.74654
1997,1st Quintile,East,SPD,0.07249,47,676,0.05293,0.09206
1997,1st Quintile,East,CDU/CSU,0.09891,66,676,0.07638,0.12143
1997,1st Quintile,East,PDS/Linke,0.06279,39,676,0.04449,0.08109
1997,2nd Quintile,West,Not leaning towards specific party,0.55275,1090,1723,0.52926,0.57623
1997,2nd Quintile,West,SPD,0.24063,360,1723,0.22044,0.26082
1997,2nd Quintile,West,CDU/CSU,0.15297,212,1723,0.13597,0.16997
1997,2nd Quintile,West,Bündnis90/Grüne,0.03332,61,1723,0.02485,0.04180
1997,2nd Quintile,East,Not leaning towards specific party,0.72074,731,961,0.69236,0.74912
1997,2nd Quintile,East,SPD,0.11510,95,961,0.09491,0.13529
1997,2nd Quintile,East,CDU/CSU,0.10019,97,961,0.08120,0.11918
1997,2nd Quintile,East,PDS/Linke,0.04129,38,961,0.02871,0.05388
1997,3rd Quintile,West,Not leaning towards specific party,0.50445,1002,1721,0.48082,0.52808
1997,3rd Quintile,West,SPD,0.24245,372,1721,0.22220,0.26271
1997,3rd Quintile,West,CDU/CSU,0.18023,267,1721,0.16207,0.19840
1997,3rd Quintile,West,Bündnis90/Grüne,0.04809,80,1721,0.03797,0.05820
1997,3rd Quintile,East,Not leaning towards specific party,0.67026,591,820,0.63806,0.70246
1997,3rd Quintile,East,SPD,0.10492,84,820,0.08393,0.12590
1997,3rd Quintile,East,CDU/CSU,0.12284,97,820,0.10036,0.14533
1997,3rd Quintile,East,PDS/Linke,0.05902,48,820,0.04288,0.07516
1997,4th Quintile,West,Not leaning towards specific party,0.48575,1060,1904,0.46330,0.50821
1997,4th Quintile,West,SPD,0.20774,391,1904,0.18951,0.22597
1997,4th Quintile,West,CDU/CSU,0.21435,347,1904,0.19591,0.23278
1997,4th Quintile,West,Bündnis90/Grüne,0.06379,106,1904,0.05281,0.07477
1997,4th Quintile,East,Not leaning towards specific party,0.58853,434,671,0.55126,0.62579
1997,4th Quintile,East,SPD,0.12025,76,671,0.09562,0.14488
1997,4th Quintile,East,CDU/CSU,0.12515,93,671,0.10009,0.15020
1997,4th Quintile,East,PDS/Linke,0.11129,68,671,0.08747,0.13510
1997,5th Quintile,West,Not leaning towards specific party,0.40037,917,2001,0.37890,0.42185
1997,5th Quintile,West,SPD,0.21088,411,2001,0.19301,0.22876
1997,5th Quintile,West,CDU/CSU,0.29002,506,2001,0.27013,0.30990
1997,5th Quintile,West,FDP,0.02457,43,2001,0.01778,0.03135
1997,5th Quintile,West,Bündnis90/Grüne,0.06164,124,2001,0.05110,0.07218
1997,5th Quintile,East,Not leaning towards specific party,0.59029,234,331,0.53723,0.64335
1997,5th Quintile,East,SPD,0.10067,41,331,0.06821,0.13314
1997,5th Quintile,East,CDU/CSU,0.19171,56,331,0.14924,0.23418
1998,1st Quintile,West,Not leaning towards specific party,0.63880,1192,1675,0.61579,0.66181
1998,1st Quintile,West,SPD,0.19112,283,1675,0.17228,0.20995
1998,1st Quintile,West,CDU/CSU,0.11604,156,1675,0.10070,0.13138
1998,1st Quintile,West,Bündnis90/Grüne,0.03444,44,1675,0.02571,0.04318
1998,1st Quintile,East,Not leaning towards specific party,0.76537,501,591,0.73118,0.79957
1998,1st Quintile,East,SPD,0.08463,49,591,0.06217,0.10709
1998,1st Quintile,East,CDU/CSU,0.07615,41,591,0.05475,0.09756
1998,2nd Quintile,West,Not leaning towards specific party,0.54089,1027,1626,0.51666,0.56512
1998,2nd Quintile,West,SPD,0.24013,351,1626,0.21936,0.26090
1998,2nd Quintile,West,CDU/CSU,0.15780,201,1626,0.14008,0.17553
1998,2nd Quintile,West,Bündnis90/Grüne,0.02832,47,1626,0.02026,0.03639
1998,2nd Quintile,East,Not leaning towards specific party,0.74543,627,786,0.71496,0.77590
1998,2nd Quintile,East,SPD,0.09388,70,786,0.07348,0.11428
1998,2nd Quintile,East,CDU/CSU,0.06699,55,786,0.04950,0.08448
1998,2nd Quintile,East,PDS/Linke,0.04496,34,786,0.03046,0.05945
1998,3rd Quintile,West,Not leaning towards specific party,0.45652,873,1608,0.43216,0.48087
1998,3rd Quintile,West,SPD,0.28349,398,1608,0.26145,0.30552
1998,3rd Quintile,West,CDU/CSU,0.19354,276,1608,0.17423,0.21286
1998,3rd Quintile,West,Bündnis90/Grüne,0.03688,61,1608,0.02766,0.04609
1998,3rd Quintile,East,Not leaning towards specific party,0.67726,653,893,0.64658,0.70794
1998,3rd Quintile,East,SPD,0.11366,102,893,0.09283,0.13449
1998,3rd Quintile,East,CDU/CSU,0.10310,81,893,0.08315,0.12306
1998,3rd Quintile,East,PDS/Linke,0.05543,57,893,0.04042,0.07045
1998,4th Quintile,West,Not leaning towards specific party,0.48170,996,1838,0.45885,0.50455
1998,4th Quintile,West,SPD,0.24673,449,1838,0.22702,0.26645
1998,4th Quintile,West,CDU/CSU,0.18809,306,1838,0.17022,0.20596
1998,4th Quintile,West,Bündnis90/Grüne,0.05296,87,1838,0.04272,0.06320
1998,4th Quintile,East,Not leaning towards specific party,0.58204,427,664,0.54450,0.61959
1998,4th Quintile,East,SPD,0.12439,84,664,0.09927,0.14951
1998,4th Quintile,East,CDU/CSU,0.13403,97,664,0.10810,0.15996
1998,4th Quintile,East,PDS/Linke,0.09551,56,664,0.07314,0.11789
1998,5th Quintile,West,Not leaning towards specific party,0.39364,828,1846,0.37135,0.41593
1998,5th Quintile,West,SPD,0.21168,393,1846,0.19304,0.23032
1998,5th Quintile,West,CDU/CSU,0.27912,454,1846,0.25865,0.29959
1998,5th Quintile,West,FDP,0.03011,48,1846,0.02231,0.03791
1998,5th Quintile,West,Bündnis90/Grüne,0.06354,123,1846,0.05241,0.07467
1998,5th Quintile,East,Not leaning towards specific party,0.54853,248,358,0.49691,0.60016
1998,5th Quintile,East,SPD,0.14204,56,358,0.10583,0.17826
1998,5th Quintile,East,CDU/CSU,0.15498,54,358,0.11744,0.19252
1999,1st Quintile,West,Not leaning towards specific party,0.59664,1159,1743,0.57360,0.61968
1999,1st Quintile,West,SPD,0.19992,333,1743,0.18114,0.21870
1999,1st Quintile,West,CDU/CSU,0.14039,199,1743,0.12408,0.15671
1999,1st Quintile,West,Bündnis90/Grüne,0.03453,52,1743,0.02596,0.04311
1999,1st Quintile,East,Not leaning towards specific party,0.65635,556,771,0.62280,0.68989
1999,1st Quintile,East,SPD,0.12446,91,771,0.10114,0.14777
1999,1st Quintile,East,CDU/CSU,0.11443,79,771,0.09195,0.13692
1999,1st Quintile,East,PDS/Linke,0.06010,45,771,0.04331,0.07688
1999,2nd Quintile,West,Not leaning towards specific party,0.51231,1052,1800,0.48921,0.53541
1999,2nd Quintile,West,SPD,0.23945,399,1800,0.21972,0.25917
1999,2nd Quintile,West,CDU/CSU,0.18509,289,1800,0.16714,0.20304
1999,2nd Quintile,West,Bündnis90/Grüne,0.03720,60,1800,0.02846,0.04595
1999,2nd Quintile,East,Not leaning towards specific party,0.63851,652,974,0.60832,0.66870
1999,2nd Quintile,East,SPD,0.16053,161,974,0.13746,0.18360
1999,2nd Quintile,East,CDU/CSU,0.11184,108,974,0.09204,0.13165
1999,2nd Quintile,East,PDS/Linke,0.04635,53,974,0.03314,0.05956
1999,3rd Quintile,West,Not leaning towards specific party,0.47787,997,1844,0.45506,0.50067
1999,3rd Quintile,West,SPD,0.24868,433,1844,0.22895,0.26842
1999,3rd Quintile,West,CDU/CSU,0.21688,355,1844,0.19806,0.23569
1999,3rd Quintile,West,Bündnis90/Grüne,0.02955,59,1844,0.02182,0.03728
1999,3rd Quintile,East,Not leaning towards specific party,0.59034,570,878,0.55779,0.62289
1999,3rd Quintile,East,SPD,0.15651,129,878,0.13246,0.18055
1999,3rd Quintile,East,CDU/CSU,0.11436,109,878,0.09329,0.13542
1999,3rd Quintile,East,PDS/Linke,0.08909,70,878,0.07024,0.10795
1999,4th Quintile,West,Not leaning towards specific party,0.43088,1011,2060,0.40949,0.45227
1999,4th Quintile,West,SPD,0.27010,542,2060,0.25092,0.28928
1999,4th Quintile,West,CDU/CSU,0.23324,432,2060,0.21497,0.25150
1999,4th Quintile,West,Bündnis90/Grüne,0.03545,75,2060,0.02747,0.04344
1999,4th Quintile,East,Not leaning towards specific party,0.52557,352,599,0.48554,0.56559
1999,4th Quintile,East,SPD,0.17357,98,599,0.14322,0.20393
1999,4th Quintile,East,CDU/CSU,0.12973,87,599,0.10280,0.15666
1999,4th Quintile,East,PDS/Linke,0.12483,62,599,0.09834,0.15132
1999,5th Quintile,West,Not leaning towards specific party,0.35760,844,2159,0.33737,0.37782
1999,5th Quintile,West,SPD,0.22197,494,2159,0.20444,0.23950
1999,5th Quintile,West,CDU/CSU,0.32386,656,2159,0.30412,0.34361
1999,5th Quintile,West,FDP,0.03411,63,2159,0.02645,0.04176
1999,5th Quintile,West,Bündnis90/Grüne,0.04057,102,2159,0.03225,0.04890
1999,5th Quintile,East,Not leaning towards specific party,0.49547,204,371,0.44453,0.54642
1999,5th Quintile,East,SPD,0.15333,59,371,0.11662,0.19004
1999,5th Quintile,East,CDU/CSU,0.21011,77,371,0.16860,0.25162
1999,5th Quintile,East,PDS/Linke,0.07699,31,371,0.04983,0.10415
2000,1st Quintile,West,Not leaning towards specific party,0.63711,1191,1687,0.61416,0.66006
2000,1st Quintile,West,SPD,0.19476,299,1687,0.17586,0.21367
2000,1st Quintile,West,CDU/CSU,0.12441,197,1687,0.10866,0.14017
2000,1st Quintile,East,Not leaning towards specific party,0.68111,591,790,0.64859,0.71363
2000,1st Quintile,East,SPD,0.10574,75,790,0.08428,0.12719
2000,1st Quintile,East,CDU/CSU,0.10207,70,790,0.08094,0.12319
2000,1st Quintile,East,PDS/Linke,0.07587,54,790,0.05739,0.09435
2000,2nd Quintile,West,Not leaning towards specific party,0.54581,1053,1757,0.52252,0.56910
2000,2nd Quintile,West,SPD,0.24495,409,1757,0.22484,0.26507
2000,2nd Quintile,West,CDU/CSU,0.15010,243,1757,0.13339,0.16680
2000,2nd Quintile,West,Bündnis90/Grüne,0.02987,52,1757,0.02191,0.03784
2000,2nd Quintile,East,Not leaning towards specific party,0.64515,610,899,0.61386,0.67645
2000,2nd Quintile,East,SPD,0.14338,124,899,0.12046,0.16630
2000,2nd Quintile,East,CDU/CSU,0.11857,109,899,0.09743,0.13972
2000,2nd Quintile,East,PDS/Linke,0.06183,56,899,0.04608,0.07759
2000,3rd Quintile,West,Not leaning towards specific party,0.50942,971,1721,0.48579,0.53304
2000,3rd Quintile,West,SPD,0.24908,413,1721,0.22864,0.26952
2000,3rd Quintile,West,CDU/CSU,0.18648,291,1721,0.16807,0.20489
2000,3rd Quintile,West,Bündnis90/Grüne,0.03052,46,1721,0.02239,0.03865
2000,3rd Quintile,East,Not leaning towards specific party,0.62558,609,919,0.59427,0.65689
2000,3rd Quintile,East,SPD,0.12338,111,919,0.10211,0.14466
2000,3rd Quintile,East,CDU/CSU,0.13497,128,919,0.11287,0.15708
2000,3rd Quintile,East,PDS/Linke,0.07858,71,919,0.06118,0.09599
2000,4th Quintile,West,Not leaning towards specific party,0.49787,1074,1970,0.47578,0.51995
2000,4th Quintile,West,SPD,0.23790,456,1970,0.21909,0.25671
2000,4th Quintile,West,CDU/CSU,0.19185,361,1970,0.17445,0.20924
2000,4th Quintile,West,Bündnis90/Grüne,0.04571,79,1970,0.03648,0.05493
2000,4th Quintile,East,Not leaning towards specific party,0.54636,377,635,0.50760,0.58511
2000,4th Quintile,East,SPD,0.12553,74,635,0.09974,0.15133
2000,4th Quintile,East,CDU/CSU,0.16465,113,635,0.13578,0.19352
2000,4th Quintile,East,PDS/Linke,0.11841,71,635,0.09326,0.14356
2000,5th Quintile,West,Not leaning towards specific party,0.39583,914,2136,0.37509,0.41657
2000,5th Quintile,West,SPD,0.23097,498,2136,0.21309,0.24885
2000,5th Quintile,West,CDU/CSU,0.28617,569,2136,0.26699,0.30534
2000,5th Quintile,West,FDP,0.03409,61,2136,0.02639,0.04178
2000,5th Quintile,West,Bündnis90/Grüne,0.03727,94,2136,0.02924,0.04531
2000,5th Quintile,East,Not leaning towards specific party,0.49925,187,332,0.44538,0.55311
2000,5th Quintile,East,SPD,0.15539,54,332,0.11636,0.19442
2000,5th Quintile,East,CDU/CSU,0.15960,49,332,0.12014,0.19905
2000,5th Quintile,East,PDS/Linke,0.11868,42,332,0.08384,0.15353
2001,1st Quintile,West,Not leaning towards specific party,0.65298,1839,2639,0.63482,0.67115
2001,1st Quintile,West,SPD,0.16456,426,2639,0.15041,0.17871
2001,1st Quintile,West,CDU/CSU,0.12594,300,2639,0.11328,0.13860
2001,1st Quintile,West,Bündnis90/Grüne,0.02969,74,2639,0.02321,0.03617
2001,1st Quintile,East,Not leaning towards specific party,0.75130,896,1127,0.72605,0.77655
2001,1st Quintile,East,SPD,0.08105,93,1127,0.06511,0.09699
2001,1st Quintile,East,CDU/CSU,0.08239,86,1127,0.06633,0.09845
2001,1st Quintile,East,PDS/Linke,0.04646,52,1127,0.03417,0.05875
2001,2nd Quintile,West,Not leaning towards specific party,0.60024,1828,2869,0.58231,0.61817
2001,2nd Quintile,West,SPD,0.20850,581,2869,0.19363,0.22337
2001,2nd Quintile,West,CDU/CSU,0.14037,388,2869,0.12766,0.15309
2001,2nd Quintile,West,Bündnis90/Grüne,0.02512,72,2869,0.01940,0.03085
2001,2nd Quintile,East,Not leaning towards specific party,0.67505,957,1356,0.65012,0.69999
2001,2nd Quintile,East,SPD,0.12038,156,1356,0.10306,0.13771
2001,2nd Quintile,East,CDU/CSU,0.10915,151,1356,0.09255,0.12576
2001,2nd Quintile,East,PDS/Linke,0.06495,92,1356,0.05183,0.07807
2001,3rd Quintile,West,Not leaning towards specific party,0.53305,1776,3181,0.51571,0.55039
2001,3rd Quintile,West,SPD,0.23898,736,3181,0.22415,0.25380
2001,3rd Quintile,West,CDU/CSU,0.17868,545,3181,0.16536,0.19199
2001,3rd Quintile,West,FDP,0.01189,31,3181,0.00812,0.01565
2001,3rd Quintile,West,Bündnis90/Grüne,0.02602,93,3181,0.02048,0.03155
2001,3rd Quintile,East,Not leaning towards specific party,0.62173,825,1257,0.59491,0.64855
2001,3rd Quintile,East,SPD,0.11689,154,1257,0.09912,0.13466
2001,3rd Quintile,East,CDU/CSU,0.12795,171,1257,0.10948,0.14642
2001,3rd Quintile,East,PDS/Linke,0.09825,107,1257,0.08178,0.11471
2001,4th Quintile,West,Not leaning towards specific party,0.49787,1844,3550,0.48142,0.51432
2001,4th Quintile,West,SPD,0.23491,842,3550,0.22096,0.24885
2001,4th Quintile,West,CDU/CSU,0.19440,675,3550,0.18138,0.20742
2001,4th Quintile,West,FDP,0.01347,38,3550,0.00968,0.01726
2001,4th Quintile,West,Bündnis90/Grüne,0.04103,151,3550,0.03451,0.04756
2001,4th Quintile,East,Not leaning towards specific party,0.60136,605,918,0.56966,0.63305
2001,4th Quintile,East,SPD,0.14055,130,918,0.11806,0.16305
2001,4th Quintile,East,CDU/CSU,0.10539,100,918,0.08551,0.12526
2001,4th Quintile,East,PDS/Linke,0.10824,83,918,0.08813,0.12835
2001,5th Quintile,West,Not leaning towards specific party,0.40345,1646,3853,0.38795,0.41894
2001,5th Quintile,West,SPD,0.22300,858,3853,0.20986,0.23615
2001,5th Quintile,West,CDU/CSU,0.27007,998,3853,0.25605,0.28409
2001,5th Quintile,West,FDP,0.03880,143,3853,0.03270,0.04489
2001,5th Quintile,West,Bündnis90/Grüne,0.04812,208,3853,0.04136,0.05488
2001,5th Quintile,East,Not leaning towards specific party,0.55453,336,551,0.51299,0.59607
2001,5th Quintile,East,SPD,0.11603,72,551,0.08927,0.14280
2001,5th Quintile,East,CDU/CSU,0.19468,98,551,0.16159,0.22777
2001,5th Quintile,East,PDS/Linke,0.07094,45,551,0.04949,0.09240
2002,1st Quintile,West,Not leaning towards specific party,0.64340,1596,2328,0.62394,0.66286
2002,1st Quintile,West,SPD,0.17569,405,2328,0.16023,0.19115
2002,1st Quintile,West,CDU/CSU,0.11908,275,2328,0.10592,0.13224
2002,1st Quintile,West,Bündnis90/Grüne,0.02423,52,2328,0.01798,0.03048
2002,1st Quintile,East,Not leaning towards specific party,0.72668,801,1021,0.69933,0.75403
2002,1st Quintile,East,SPD,0.06722,63,1021,0.05185,0.08259
2002,1st Quintile,East,CDU/CSU,0.07906,75,1021,0.06250,0.09562
2002,1st Quintile,East,PDS/Linke,0.08154,82,1021,0.06474,0.09833
2002,2nd Quintile,West,Not leaning towards specific party,0.60199,1654,2619,0.58324,0.62074
2002,2nd Quintile,West,SPD,0.20593,537,2619,0.19044,0.22142
2002,2nd Quintile,West,CDU/CSU,0.14806,380,2619,0.13445,0.16166
2002,2nd Quintile,West,Bündnis90/Grüne,0.01594,48,2619,0.01114,0.02074
2002,2nd Quintile,East,Not leaning towards specific party,0.67509,836,1187,0.64844,0.70175
2002,2nd Quintile,East,SPD,0.11269,128,1187,0.09469,0.13068
2002,2nd Quintile,East,CDU/CSU,0.10830,139,1187,0.09062,0.12599
2002,2nd Quintile,East,PDS/Linke,0.07468,84,1187,0.05972,0.08964
2002,3rd Quintile,West,Not leaning towards specific party,0.55050,1591,2769,0.53197,0.56903
2002,3rd Quintile,West,SPD,0.22527,625,2769,0.20971,0.24084
2002,3rd Quintile,West,CDU/CSU,0.17171,466,2769,0.15766,0.18576
2002,3rd Quintile,West,Bündnis90/Grüne,0.02888,87,2769,0.02264,0.03511
2002,3rd Quintile,East,Not leaning towards specific party,0.64835,759,1131,0.62051,0.67619
2002,3rd Quintile,East,SPD,0.09971,119,1131,0.08224,0.11718
2002,3rd Quintile,East,CDU/CSU,0.10679,127,1131,0.08878,0.12480
2002,3rd Quintile,East,PDS/Linke,0.11005,126,1131,0.09180,0.12830
2002,4th Quintile,West,Not leaning towards specific party,0.50207,1663,3260,0.48490,0.51924
2002,4th Quintile,West,SPD,0.22210,735,3260,0.20782,0.23637
2002,4th Quintile,West,CDU/CSU,0.20771,683,3260,0.19378,0.22163
2002,4th Quintile,West,FDP,0.01436,43,3260,0.01027,0.01844
2002,4th Quintile,West,Bündnis90/Grüne,0.04104,136,3260,0.03423,0.04785
2002,4th Quintile,East,Not leaning towards specific party,0.60434,632,991,0.57388,0.63480
2002,4th Quintile,East,SPD,0.12808,140,991,0.10726,0.14890
2002,4th Quintile,East,CDU/CSU,0.12126,126,991,0.10092,0.14159
2002,4th Quintile,East,PDS/Linke,0.11029,93,991,0.09077,0.12980
2002,5th Quintile,West,Not leaning towards specific party,0.40912,1817,4213,0.39427,0.42396
2002,5th Quintile,West,SPD,0.22093,947,4213,0.20840,0.23346
2002,5th Quintile,West,CDU/CSU,0.27816,1107,4213,0.26463,0.29169
2002,5th Quintile,West,FDP,0.03668,146,4213,0.03101,0.04236
2002,5th Quintile,West,Bündnis90/Grüne,0.03884,196,4213,0.03300,0.04467
2002,5th Quintile,East,Not leaning towards specific party,0.51247,366,638,0.47366,0.55129
2002,5th Quintile,East,SPD,0.13484,84,638,0.10831,0.16136
2002,5th Quintile,East,CDU/CSU,0.20240,129,638,0.17119,0.23360
2002,5th Quintile,East,PDS/Linke,0.08840,59,638,0.06635,0.11044
2003,1st Quintile,West,Not leaning towards specific party,0.60571,1513,2310,0.58577,0.62564
2003,1st Quintile,West,SPD,0.16940,374,2310,0.15410,0.18470
2003,1st Quintile,West,CDU/CSU,0.15205,337,2310,0.13741,0.16670
2003,1st Quintile,West,Bündnis90/Grüne,0.04252,86,2310,0.03429,0.05075
2003,1st Quintile,East,Not leaning towards specific party,0.71970,767,983,0.69160,0.74779
2003,1st Quintile,East,SPD,0.08367,78,983,0.06635,0.10098
2003,1st Quintile,East,CDU/CSU,0.08631,88,983,0.06875,0.10388
2003,1st Quintile,East,PDS/Linke,0.05714,50,983,0.04263,0.07166
2003,2nd Quintile,West,Not leaning towards specific party,0.55608,1452,2489,0.53656,0.57561
2003,2nd Quintile,West,SPD,0.19992,475,2489,0.18420,0.21563
2003,2nd Quintile,West,CDU/CSU,0.19221,488,2489,0.17673,0.20770
2003,2nd Quintile,West,Bündnis90/Grüne,0.03140,74,2489,0.02455,0.03825
2003,2nd Quintile,East,Not leaning towards specific party,0.66116,864,1257,0.63498,0.68733
2003,2nd Quintile,East,SPD,0.12200,148,1257,0.10390,0.14010
2003,2nd Quintile,East,CDU/CSU,0.12752,177,1257,0.10908,0.14597
2003,2nd Quintile,East,PDS/Linke,0.05102,68,1257,0.03885,0.06319
2003,3rd Quintile,West,Not leaning towards specific party,0.51936,1539,2798,0.50084,0.53787
2003,3rd Quintile,West,SPD,0.21713,579,2798,0.20185,0.23241
2003,3rd Quintile,West,CDU/CSU,0.19547,533,2798,0.18077,0.21017
2003,3rd Quintile,West,FDP,0.01259,31,2798,0.00846,0.01672
2003,3rd Quintile,West,Bündnis90/Grüne,0.04028,116,2798,0.03299,0.04757
2003,3rd Quintile,East,Not leaning towards specific party,0.61331,741,1143,0.58507,0.64156
2003,3rd Quintile,East,SPD,0.12712,159,1143,0.10780,0.14644
2003,3rd Quintile,East,CDU/CSU,0.14383,162,1143,0.12347,0.16418
2003,3rd Quintile,East,PDS/Linke,0.07136,81,1143,0.05643,0.08629
2003,4th Quintile,West,Not leaning towards specific party,0.48211,1687,3394,0.46530,0.49893
2003,4th Quintile,West,SPD,0.21402,717,3394,0.20022,0.22782
2003,4th Quintile,West,CDU/CSU,0.22731,771,3394,0.21321,0.24141
2003,4th Quintile,West,FDP,0.01648,49,3394,0.01220,0.02077
2003,4th Quintile,West,Bündnis90/Grüne,0.04485,170,3394,0.03789,0.05182
2003,4th Quintile,East,Not leaning towards specific party,0.60190,597,946,0.57069,0.63311
2003,4th Quintile,East,SPD,0.13091,133,946,0.10940,0.15241
2003,4th Quintile,East,CDU/CSU,0.12562,132,946,0.10449,0.14675
2003,4th Quintile,East,PDS/Linke,0.10436,84,946,0.08487,0.12385
2003,5th Quintile,West,Not leaning towards specific party,0.34679,1869,5454,0.33415,0.35942
2003,5th Quintile,West,SPD,0.19691,1118,5454,0.18636,0.20747
2003,5th Quintile,West,CDU/CSU,0.32790,1756,5454,0.31544,0.34036
2003,5th Quintile,West,FDP,0.04310,237,5454,0.03771,0.04849
2003,5th Quintile,West,Bündnis90/Grüne,0.06876,422,5454,0.06205,0.07548
2003,5th Quintile,West,Party combinations,0.01004,52,5454,0.00739,0.01268
2003,5th Quintile,East,Not leaning towards specific party,0.45982,379,773,0.42466,0.49498
2003,5th Quintile,East,SPD,0.13538,107,773,0.11125,0.15952
2003,5th Quintile,East,CDU/CSU,0.21938,187,773,0.19019,0.24858
2003,5th Quintile,East,Bündnis90/Grüne,0.05003,39,773,0.03465,0.06541
2003,5th Quintile,East,PDS/Linke,0.08309,61,773,0.06362,0.10256
2004,1st Quintile,West,Not leaning towards specific party,0.70093,1590,2186,0.68173,0.72013
2004,1st Quintile,West,SPD,0.12392,277,2186,0.11010,0.13774
2004,1st Quintile,West,CDU/CSU,0.11443,245,2186,0.10108,0.12777
2004,1st Quintile,West,Bündnis90/Grüne,0.03363,74,2186,0.02607,0.04119
2004,1st Quintile,East,Not leaning towards specific party,0.76928,791,967,0.74271,0.79584
2004,1st Quintile,East,SPD,0.05091,50,967,0.03704,0.06477
2004,1st Quintile,East,CDU/CSU,0.07556,75,967,0.05889,0.09222
2004,1st Quintile,East,PDS/Linke,0.05453,51,967,0.04021,0.06885
2004,2nd Quintile,West,Not leaning towards specific party,0.63455,1645,2476,0.61557,0.65352
2004,2nd Quintile,West,SPD,0.15604,370,2476,0.14175,0.17034
2004,2nd Quintile,West,CDU/CSU,0.16535,394,2476,0.15072,0.17999
2004,2nd Quintile,West,Bündnis90/Grüne,0.02393,67,2476,0.01791,0.02996
2004,2nd Quintile,East,Not leaning towards specific party,0.70742,907,1210,0.68178,0.73307
2004,2nd Quintile,East,SPD,0.09865,114,1210,0.08184,0.11546
2004,2nd Quintile,East,CDU/CSU,0.10970,130,1210,0.09209,0.12732
2004,2nd Quintile,East,PDS/Linke,0.04865,59,1210,0.03652,0.06078
2004,3rd Quintile,West,Not leaning towards specific party,0.58156,1706,2763,0.56316,0.59995
2004,3rd Quintile,West,SPD,0.17686,459,2763,0.16263,0.19109
