year,regtyp,sex,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Rural regions,male,Not leaning towards specific party,0.55302,2122,3639,0.53686,0.56917
2001,Rural regions,male,SPD,0.16908,578,3639,0.15690,0.18126
2001,Rural regions,male,CDU/CSU,0.19329,653,3639,0.18046,0.20613
2001,Rural regions,male,FDP,0.01534,50,3639,0.01135,0.01934
2001,Rural regions,male,Bündnis90/Grüne,0.02103,67,3639,0.01636,0.02569
2001,Rural regions,male,PDS/Linke,0.03422,135,3639,0.02831,0.04013
2001,Rural regions,male,Far right parties,0.00714,34,3639,0.00440,0.00988
2001,Rural regions,female,Not leaning towards specific party,0.63445,2576,3855,0.61925,0.64966
2001,Rural regions,female,SPD,0.13864,493,3855,0.12773,0.14955
2001,Rural regions,female,CDU/CSU,0.16243,558,3855,0.15078,0.17407
2001,Rural regions,female,FDP,0.01112,32,3855,0.00781,0.01444
2001,Rural regions,female,Bündnis90/Grüne,0.01782,75,3855,0.01364,0.02199
2001,Rural regions,female,PDS/Linke,0.02757,121,3855,0.02240,0.03274
2002,Urban regions,male,Not leaning towards specific party,0.48631,3436,7314,0.47485,0.49776
2002,Urban regions,male,SPD,0.22909,1665,7314,0.21946,0.23872
2002,Urban regions,male,CDU/CSU,0.19266,1487,7314,0.18362,0.20170
2002,Urban regions,male,FDP,0.02792,235,7314,0.02414,0.03169
2002,Urban regions,male,Bündnis90/Grüne,0.03309,262,7314,0.02899,0.03719
2002,Urban regions,male,PDS/Linke,0.01520,123,7314,0.01240,0.01801
2002,Urban regions,male,Far right parties,0.00453,33,7314,0.00299,0.00607
2002,Urban regions,male,Others,0.00635,38,7314,0.00453,0.00817
2002,Urban regions,male,Party combinations,0.00485,35,7314,0.00326,0.00645
2002,Urban regions,female,Not leaning towards specific party,0.55620,4366,7847,0.54521,0.56719
2002,Urban regions,female,SPD,0.19733,1536,7847,0.18853,0.20614
2002,Urban regions,female,CDU/CSU,0.17073,1317,7847,0.16240,0.17906
2002,Urban regions,female,FDP,0.01437,132,7847,0.01173,0.01700
2002,Urban regions,female,Bündnis90/Grüne,0.03633,341,7847,0.03219,0.04047
2002,Urban regions,female,PDS/Linke,0.01417,115,7847,0.01155,0.01678
2002,Urban regions,female,Party combinations,0.00510,40,7847,0.00352,0.00667
2002,Rural regions,male,Not leaning towards specific party,0.55679,2080,3680,0.54074,0.57284
2002,Rural regions,male,SPD,0.15694,553,3680,0.14519,0.16870
2002,Rural regions,male,CDU/CSU,0.19780,750,3680,0.18492,0.21067
2002,Rural regions,male,FDP,0.01430,70,3680,0.01046,0.01813
2002,Rural regions,male,Bündnis90/Grüne,0.01637,67,3680,0.01227,0.02047
2002,Rural regions,male,PDS/Linke,0.04021,160,3680,0.03386,0.04656
2002,Rural regions,female,Not leaning towards specific party,0.65943,2572,3916,0.64459,0.67428
2002,Rural regions,female,SPD,0.13146,490,3916,0.12087,0.14204
2002,Rural regions,female,CDU/CSU,0.14703,581,3916,0.13593,0.15812
2002,Rural regions,female,FDP,0.00885,43,3916,0.00592,0.01179
2002,Rural regions,female,Bündnis90/Grüne,0.01462,79,3916,0.01086,0.01837
2002,Rural regions,female,PDS/Linke,0.03206,151,3916,0.02654,0.03758
2003,Urban regions,male,Not leaning towards specific party,0.45713,3195,7009,0.44547,0.46880
2003,Urban regions,male,SPD,0.21777,1480,7009,0.20811,0.22744
2003,Urban regions,male,CDU/CSU,0.22444,1632,7009,0.21467,0.23421
2003,Urban regions,male,FDP,0.02666,207,7009,0.02288,0.03043
2003,Urban regions,male,Bündnis90/Grüne,0.04735,340,7009,0.04238,0.05232
2003,Urban regions,male,PDS/Linke,0.00992,79,7009,0.00760,0.01224
2003,Urban regions,male,Others,0.00501,32,7009,0.00336,0.00667
2003,Urban regions,male,Party combinations,0.00802,44,7009,0.00593,0.01011
2003,Urban regions,female,Not leaning towards specific party,0.52737,4020,7590,0.51613,0.53860
2003,Urban regions,female,SPD,0.18953,1385,7590,0.18071,0.19835
2003,Urban regions,female,CDU/CSU,0.19212,1463,7590,0.18325,0.20098
2003,Urban regions,female,FDP,0.01343,113,7590,0.01084,0.01602
2003,Urban regions,female,Bündnis90/Grüne,0.05619,471,7590,0.05101,0.06137
2003,Urban regions,female,PDS/Linke,0.00852,72,7590,0.00645,0.01059
2003,Urban regions,female,Party combinations,0.00758,66,7590,0.00563,0.00953
2003,Rural regions,male,Not leaning towards specific party,0.52809,1882,3510,0.51157,0.54461
2003,Rural regions,male,SPD,0.15591,526,3510,0.14391,0.16791
2003,Rural regions,male,CDU/CSU,0.22621,826,3510,0.21237,0.24006
2003,Rural regions,male,FDP,0.01710,66,3510,0.01281,0.02139
2003,Rural regions,male,Bündnis90/Grüne,0.02436,87,3510,0.01926,0.02946
2003,Rural regions,male,PDS/Linke,0.02984,123,3510,0.02421,0.03547
2003,Rural regions,female,Not leaning towards specific party,0.61440,2313,3763,0.59885,0.62996
2003,Rural regions,female,SPD,0.13132,497,3763,0.12053,0.14211
2003,Rural regions,female,CDU/CSU,0.19154,711,3763,0.17896,0.20411
2003,Rural regions,female,FDP,0.00979,36,3763,0.00665,0.01294
2003,Rural regions,female,Bündnis90/Grüne,0.01897,94,3763,0.01461,0.02333
2003,Rural regions,female,PDS/Linke,0.02634,112,3763,0.02122,0.03146
2004,Urban regions,male,Not leaning towards specific party,0.53374,3552,6789,0.52188,0.54561
2004,Urban regions,male,SPD,0.17783,1203,6789,0.16873,0.18692
2004,Urban regions,male,CDU/CSU,0.19918,1433,6789,0.18968,0.20868
2004,Urban regions,male,FDP,0.02265,185,6789,0.01911,0.02619
2004,Urban regions,male,Bündnis90/Grüne,0.04179,297,6789,0.03703,0.04656
2004,Urban regions,male,PDS/Linke,0.01156,87,6789,0.00902,0.01410
2004,Urban regions,male,Far right parties,0.00488,32,6789,0.00322,0.00654
2004,Urban regions,female,Not leaning towards specific party,0.59776,4418,7443,0.58662,0.60891
2004,Urban regions,female,SPD,0.15389,1124,7443,0.14570,0.16209
2004,Urban regions,female,CDU/CSU,0.16946,1268,7443,0.16093,0.17798
2004,Urban regions,female,FDP,0.01216,104,7443,0.00967,0.01465
2004,Urban regions,female,Bündnis90/Grüne,0.04682,403,7443,0.04202,0.05162
2004,Urban regions,female,PDS/Linke,0.01075,83,7443,0.00840,0.01309
2004,Urban regions,female,Party combinations,0.00484,43,7443,0.00327,0.00642
2004,Rural regions,male,Not leaning towards specific party,0.58747,2029,3430,0.57099,0.60394
2004,Rural regions,male,SPD,0.12304,407,3430,0.11205,0.13404
2004,Rural regions,male,CDU/CSU,0.20124,726,3430,0.18782,0.21466
2004,Rural regions,male,FDP,0.01589,56,3430,0.01170,0.02008
2004,Rural regions,male,Bündnis90/Grüne,0.02100,81,3430,0.01620,0.02580
2004,Rural regions,male,PDS/Linke,0.03358,131,3430,0.02755,0.03961
2004,Rural regions,female,Not leaning towards specific party,0.67734,2528,3701,0.66227,0.69240
2004,Rural regions,female,SPD,0.09731,346,3701,0.08776,0.10686
2004,Rural regions,female,CDU/CSU,0.16686,584,3701,0.15484,0.17887
2004,Rural regions,female,FDP,0.00963,37,3701,0.00648,0.01277
2004,Rural regions,female,Bündnis90/Grüne,0.01695,89,3701,0.01279,0.02111
2004,Rural regions,female,PDS/Linke,0.02357,117,3701,0.01868,0.02846
2005,Urban regions,male,Not leaning towards specific party,0.50903,3223,6524,0.49690,0.52116
2005,Urban regions,male,SPD,0.20042,1304,6524,0.19070,0.21013
2005,Urban regions,male,CDU/CSU,0.19254,1347,6524,0.18297,0.20211
2005,Urban regions,male,FDP,0.02180,182,6524,0.01826,0.02535
2005,Urban regions,male,Bündnis90/Grüne,0.04661,290,6524,0.04149,0.05172
2005,Urban regions,male,PDS/Linke,0.01263,91,6524,0.00992,0.01534
2005,Urban regions,male,Far right parties,0.00945,54,6524,0.00710,0.01180
2005,Urban regions,male,Others,0.00559,33,6524,0.00378,0.00740
2005,Urban regions,female,Not leaning towards specific party,0.57828,4078,7132,0.56682,0.58974
2005,Urban regions,female,SPD,0.16931,1189,7132,0.16060,0.17801
2005,Urban regions,female,CDU/CSU,0.16122,1185,7132,0.15268,0.16975
2005,Urban regions,female,FDP,0.01218,106,7132,0.00964,0.01473
2005,Urban regions,female,Bündnis90/Grüne,0.05471,431,7132,0.04943,0.05999
2005,Urban regions,female,PDS/Linke,0.01072,87,7132,0.00833,0.01311
2005,Urban regions,female,Party combinations,0.00705,56,7132,0.00511,0.00899
2005,Rural regions,male,Not leaning towards specific party,0.56659,1860,3273,0.54961,0.58357
2005,Rural regions,male,SPD,0.12626,416,3273,0.11488,0.13765
2005,Rural regions,male,CDU/CSU,0.20829,679,3273,0.19438,0.22221
2005,Rural regions,male,FDP,0.01758,62,3273,0.01307,0.02208
2005,Rural regions,male,Bündnis90/Grüne,0.02018,72,3273,0.01536,0.02500
2005,Rural regions,male,PDS/Linke,0.03452,139,3273,0.02826,0.04077
2005,Rural regions,male,Far right parties,0.01772,45,3273,0.01320,0.02224
2005,Rural regions,female,Not leaning towards specific party,0.67518,2381,3535,0.65974,0.69062
2005,Rural regions,female,SPD,0.10361,367,3535,0.09356,0.11365
2005,Rural regions,female,CDU/CSU,0.15338,536,3535,0.14150,0.16526
2005,Rural regions,female,FDP,0.00799,32,3535,0.00505,0.01092
2005,Rural regions,female,Bündnis90/Grüne,0.02252,101,3535,0.01763,0.02741
2005,Rural regions,female,PDS/Linke,0.02529,118,3535,0.02012,0.03047
2006,Urban regions,male,Not leaning towards specific party,0.47979,3146,6820,0.46793,0.49164
2006,Urban regions,male,SPD,0.20809,1413,6820,0.19846,0.21773
2006,Urban regions,male,CDU/CSU,0.19361,1463,6820,0.18423,0.20298
2006,Urban regions,male,FDP,0.02995,234,6820,0.02590,0.03400
2006,Urban regions,male,Bündnis90/Grüne,0.04634,313,6820,0.04135,0.05133
2006,Urban regions,male,PDS/Linke,0.02235,162,6820,0.01884,0.02586
2006,Urban regions,male,Far right parties,0.01108,57,6820,0.00860,0.01357
2006,Urban regions,male,Others,0.00499,32,6820,0.00332,0.00667
2006,Urban regions,female,Not leaning towards specific party,0.54139,3953,7485,0.53010,0.55268
2006,Urban regions,female,SPD,0.18344,1374,7485,0.17467,0.19221
2006,Urban regions,female,CDU/CSU,0.18051,1420,7485,0.17180,0.18923
2006,Urban regions,female,FDP,0.01308,129,7485,0.01051,0.01566
2006,Urban regions,female,Bündnis90/Grüne,0.05130,436,7485,0.04630,0.05630
2006,Urban regions,female,PDS/Linke,0.01692,129,7485,0.01400,0.01984
2006,Urban regions,female,Party combinations,0.00642,44,7485,0.00461,0.00823
2006,Rural regions,male,Not leaning towards specific party,0.53268,1898,3534,0.51623,0.54914
2006,Rural regions,male,SPD,0.14759,501,3534,0.13590,0.15929
2006,Rural regions,male,CDU/CSU,0.20639,744,3534,0.19304,0.21973
2006,Rural regions,male,FDP,0.02536,86,3534,0.02017,0.03054
2006,Rural regions,male,Bündnis90/Grüne,0.01720,81,3534,0.01291,0.02149
2006,Rural regions,male,PDS/Linke,0.04678,174,3534,0.03981,0.05374
2006,Rural regions,male,Far right parties,0.01677,50,3534,0.01254,0.02101
2006,Rural regions,female,Not leaning towards specific party,0.62467,2375,3849,0.60937,0.63997
2006,Rural regions,female,SPD,0.12675,499,3849,0.11624,0.13726
2006,Rural regions,female,CDU/CSU,0.17373,679,3849,0.16175,0.18570
2006,Rural regions,female,FDP,0.01080,41,3849,0.00754,0.01407
2006,Rural regions,female,Bündnis90/Grüne,0.02259,104,3849,0.01789,0.02728
2006,Rural regions,female,PDS/Linke,0.03429,151,3849,0.02854,0.04004
2007,Urban regions,male,Not leaning towards specific party,0.52550,3172,6342,0.51320,0.53779
2007,Urban regions,male,SPD,0.18427,1184,6342,0.17473,0.19382
2007,Urban regions,male,CDU/CSU,0.17823,1256,6342,0.16881,0.18765
2007,Urban regions,male,FDP,0.02663,224,6342,0.02267,0.03059
2007,Urban regions,male,Bündnis90/Grüne,0.04791,285,6342,0.04266,0.05317
2007,Urban regions,male,PDS/Linke,0.02125,143,6342,0.01770,0.02480
2007,Urban regions,male,Far right parties,0.00791,46,6342,0.00573,0.01009
2007,Urban regions,male,Others,0.00492,32,6342,0.00319,0.00664
2007,Urban regions,female,Not leaning towards specific party,0.58768,4046,7024,0.57617,0.59919
2007,Urban regions,female,SPD,0.16704,1169,7024,0.15831,0.17576
2007,Urban regions,female,CDU/CSU,0.15224,1137,7024,0.14384,0.16065
2007,Urban regions,female,FDP,0.01192,113,7024,0.00938,0.01446
2007,Urban regions,female,Bündnis90/Grüne,0.05441,400,7024,0.04910,0.05971
2007,Urban regions,female,PDS/Linke,0.01550,115,7024,0.01261,0.01839
2007,Urban regions,female,Party combinations,0.00572,44,7024,0.00396,0.00749
2007,Rural regions,male,Not leaning towards specific party,0.58921,1980,3353,0.57255,0.60586
2007,Rural regions,male,SPD,0.12368,405,3353,0.11253,0.13483
2007,Rural regions,male,CDU/CSU,0.18211,631,3353,0.16905,0.19518
2007,Rural regions,male,FDP,0.02371,78,3353,0.01856,0.02886
2007,Rural regions,male,Bündnis90/Grüne,0.01802,65,3353,0.01351,0.02252
2007,Rural regions,male,PDS/Linke,0.04195,152,3353,0.03516,0.04873
2007,Rural regions,male,Far right parties,0.01336,42,3353,0.00947,0.01725
2007,Rural regions,female,Not leaning towards specific party,0.67436,2429,3597,0.65905,0.68968
2007,Rural regions,female,SPD,0.09705,365,3597,0.08737,0.10673
2007,Rural regions,female,CDU/CSU,0.15039,522,3597,0.13871,0.16208
2007,Rural regions,female,FDP,0.00792,36,3597,0.00502,0.01081
2007,Rural regions,female,Bündnis90/Grüne,0.02500,110,3597,0.01990,0.03010
2007,Rural regions,female,PDS/Linke,0.03457,135,3597,0.02860,0.04054
2008,Urban regions,male,Not leaning towards specific party,0.51875,2961,5922,0.50602,0.53148
2008,Urban regions,male,SPD,0.17423,1041,5922,0.16456,0.18389
2008,Urban regions,male,CDU/CSU,0.18644,1235,5922,0.17652,0.19636
2008,Urban regions,male,FDP,0.02931,215,5922,0.02501,0.03360
2008,Urban regions,male,Bündnis90/Grüne,0.04766,258,5922,0.04223,0.05309
2008,Urban regions,male,PDS/Linke,0.02600,167,5922,0.02195,0.03006
2008,Urban regions,male,Far right parties,0.00778,45,5922,0.00554,0.01002
2008,Urban regions,female,Not leaning towards specific party,0.58791,3800,6612,0.57605,0.59978
2008,Urban regions,female,SPD,0.15823,1030,6612,0.14943,0.16703
2008,Urban regions,female,CDU/CSU,0.16011,1119,6612,0.15127,0.16895
2008,Urban regions,female,FDP,0.01461,127,6612,0.01172,0.01751
2008,Urban regions,female,Bündnis90/Grüne,0.05077,370,6612,0.04548,0.05606
2008,Urban regions,female,PDS/Linke,0.01577,121,6612,0.01277,0.01878
2008,Urban regions,female,Party combinations,0.00768,45,6612,0.00557,0.00978
2008,Rural regions,male,Not leaning towards specific party,0.57765,1848,3151,0.56040,0.59490
2008,Rural regions,male,SPD,0.11380,361,3151,0.10271,0.12489
2008,Rural regions,male,CDU/CSU,0.19489,610,3151,0.18105,0.20872
2008,Rural regions,male,FDP,0.02002,63,3151,0.01513,0.02492
2008,Rural regions,male,Bündnis90/Grüne,0.02331,69,3151,0.01804,0.02858
2008,Rural regions,male,PDS/Linke,0.05205,167,3151,0.04429,0.05981
2008,Rural regions,male,Far right parties,0.01110,33,3151,0.00744,0.01476
2008,Rural regions,female,Not leaning towards specific party,0.66046,2262,3384,0.64450,0.67641
2008,Rural regions,female,SPD,0.10269,340,3384,0.09246,0.11292
2008,Rural regions,female,CDU/CSU,0.15919,519,3384,0.14686,0.17152
2008,Rural regions,female,FDP,0.00772,32,3384,0.00477,0.01067
2008,Rural regions,female,Bündnis90/Grüne,0.02594,92,3384,0.02059,0.03130
2008,Rural regions,female,PDS/Linke,0.03626,139,3384,0.02996,0.04256
2009,Urban regions,male,Not leaning towards specific party,0.53804,2804,5504,0.52487,0.55122
2009,Urban regions,male,SPD,0.15639,884,5504,0.14679,0.16598
2009,Urban regions,male,CDU/CSU,0.16775,1060,5504,0.15787,0.17762
2009,Urban regions,male,FDP,0.04059,279,5504,0.03538,0.04581
2009,Urban regions,male,Bündnis90/Grüne,0.05394,260,5504,0.04797,0.05991
2009,Urban regions,male,PDS/Linke,0.02402,145,5504,0.01998,0.02807
2009,Urban regions,male,Far right parties,0.00896,39,5504,0.00647,0.01145
2009,Urban regions,male,Others,0.00542,33,5504,0.00348,0.00737
2009,Urban regions,female,Not leaning towards specific party,0.60369,3539,6092,0.59141,0.61598
2009,Urban regions,female,SPD,0.13839,868,6092,0.12972,0.14707
2009,Urban regions,female,CDU/CSU,0.15055,975,6092,0.14157,0.15953
2009,Urban regions,female,FDP,0.02393,178,6092,0.02009,0.02777
2009,Urban regions,female,Bündnis90/Grüne,0.05534,388,6092,0.04959,0.06108
2009,Urban regions,female,PDS/Linke,0.01553,112,6092,0.01243,0.01864
2009,Urban regions,female,Party combinations,0.00637,32,6092,0.00437,0.00837
2009,Rural regions,male,Not leaning towards specific party,0.59100,1770,3010,0.57343,0.60857
2009,Rural regions,male,SPD,0.10750,339,3010,0.09643,0.11857
2009,Rural regions,male,CDU/CSU,0.17371,537,3010,0.16017,0.18725
2009,Rural regions,male,FDP,0.03558,99,3010,0.02896,0.04220
2009,Rural regions,male,Bündnis90/Grüne,0.01924,71,3010,0.01433,0.02414
2009,Rural regions,male,PDS/Linke,0.04556,156,3010,0.03811,0.05301
2009,Rural regions,male,Far right parties,0.01792,38,3010,0.01318,0.02266
2009,Rural regions,female,Not leaning towards specific party,0.69421,2191,3214,0.67828,0.71014
2009,Rural regions,female,SPD,0.07584,272,3214,0.06668,0.08499
2009,Rural regions,female,CDU/CSU,0.14030,471,3214,0.12829,0.15231
2009,Rural regions,female,FDP,0.01488,50,3214,0.01069,0.01906
2009,Rural regions,female,Bündnis90/Grüne,0.02793,107,3214,0.02223,0.03362
2009,Rural regions,female,PDS/Linke,0.03632,123,3214,0.02985,0.04278
2010,Urban regions,male,Not leaning towards specific party,0.47118,3322,7004,0.45949,0.48287
2010,Urban regions,male,SPD,0.18345,1143,7004,0.17439,0.19252
2010,Urban regions,male,CDU/CSU,0.18697,1365,7004,0.17784,0.19610
2010,Urban regions,male,FDP,0.03071,296,7004,0.02667,0.03475
2010,Urban regions,male,Bündnis90/Grüne,0.06249,506,7004,0.05682,0.06816
2010,Urban regions,male,PDS/Linke,0.03692,222,7004,0.03250,0.04133
2010,Urban regions,male,Far right parties,0.00961,63,7004,0.00732,0.01189
2010,Urban regions,male,Others,0.00797,46,7004,0.00588,0.01005
2010,Urban regions,male,Party combinations,0.01071,41,7004,0.00830,0.01312
2010,Urban regions,female,Not leaning towards specific party,0.53984,4574,8428,0.52920,0.55048
2010,Urban regions,female,SPD,0.15220,1175,8428,0.14453,0.15987
2010,Urban regions,female,CDU/CSU,0.16728,1363,8428,0.15931,0.17525
2010,Urban regions,female,FDP,0.02262,217,8428,0.01945,0.02579
2010,Urban regions,female,Bündnis90/Grüne,0.07906,800,8428,0.07330,0.08482
2010,Urban regions,female,PDS/Linke,0.02378,211,8428,0.02053,0.02704
2010,Urban regions,female,Far right parties,0.00413,35,8428,0.00276,0.00550
2010,Urban regions,female,Party combinations,0.00838,53,8428,0.00643,0.01032
2010,Rural regions,male,Not leaning towards specific party,0.53545,2050,3735,0.51945,0.55145
2010,Rural regions,male,SPD,0.11895,455,3735,0.10857,0.12934
2010,Rural regions,male,CDU/CSU,0.19989,734,3735,0.18706,0.21272
2010,Rural regions,male,FDP,0.03199,105,3735,0.02635,0.03764
2010,Rural regions,male,Bündnis90/Grüne,0.02981,128,3735,0.02436,0.03527
2010,Rural regions,male,PDS/Linke,0.05441,216,3735,0.04714,0.06169
2010,Rural regions,male,Far right parties,0.01592,47,3735,0.01190,0.01993
2010,Rural regions,female,Not leaning towards specific party,0.61064,2738,4384,0.59620,0.62508
2010,Rural regions,female,SPD,0.10936,447,4384,0.10012,0.11860
2010,Rural regions,female,CDU/CSU,0.16565,700,4384,0.15464,0.17666
2010,Rural regions,female,FDP,0.02011,90,4384,0.01596,0.02427
2010,Rural regions,female,Bündnis90/Grüne,0.03007,178,4384,0.02501,0.03513
2010,Rural regions,female,PDS/Linke,0.05388,231,4384,0.04719,0.06056
2011,Urban regions,male,Not leaning towards specific party,0.49399,3032,6220,0.48156,0.50641
2011,Urban regions,male,SPD,0.17365,1036,6220,0.16424,0.18306
2011,Urban regions,male,CDU/CSU,0.18135,1241,6220,0.17177,0.19092
2011,Urban regions,male,FDP,0.01712,140,6220,0.01389,0.02034
2011,Urban regions,male,Bündnis90/Grüne,0.08180,487,6220,0.07499,0.08862
2011,Urban regions,male,PDS/Linke,0.02479,158,6220,0.02093,0.02866
2011,Urban regions,male,Far right parties,0.00757,42,6220,0.00542,0.00973
2011,Urban regions,male,Others,0.00960,45,6220,0.00717,0.01202
2011,Urban regions,male,Party combinations,0.01013,39,6220,0.00764,0.01262
2011,Urban regions,female,Not leaning towards specific party,0.56408,3943,7001,0.55246,0.57569
2011,Urban regions,female,SPD,0.15258,1005,7001,0.14416,0.16100
2011,Urban regions,female,CDU/CSU,0.15329,1099,7001,0.14485,0.16173
2011,Urban regions,female,FDP,0.00879,87,7001,0.00660,0.01098
2011,Urban regions,female,Bündnis90/Grüne,0.09203,706,7001,0.08526,0.09880
2011,Urban regions,female,PDS/Linke,0.01667,120,7001,0.01367,0.01967
2011,Urban regions,female,Party combinations,0.00592,41,7001,0.00412,0.00772
2011,Rural regions,male,Not leaning towards specific party,0.56508,1982,3449,0.54853,0.58163
2011,Rural regions,male,SPD,0.12343,421,3449,0.11245,0.13441
2011,Rural regions,male,CDU/CSU,0.19418,645,3449,0.18097,0.20738
2011,Rural regions,male,FDP,0.01132,52,3449,0.00779,0.01485
2011,Rural regions,male,Bündnis90/Grüne,0.03878,145,3449,0.03234,0.04523
2011,Rural regions,male,PDS/Linke,0.04090,165,3449,0.03429,0.04751
2011,Rural regions,male,Far right parties,0.01533,39,3449,0.01123,0.01944
2011,Rural regions,female,Not leaning towards specific party,0.66727,2506,3729,0.65214,0.68240
2011,Rural regions,female,SPD,0.09073,346,3729,0.08151,0.09995
2011,Rural regions,female,CDU/CSU,0.15069,552,3729,0.13921,0.16218
2011,Rural regions,female,Bündnis90/Grüne,0.03933,184,3729,0.03309,0.04557
2011,Rural regions,female,PDS/Linke,0.03559,141,3729,0.02964,0.04154
2012,Urban regions,male,Not leaning towards specific party,0.50506,2978,6060,0.49248,0.51765
2012,Urban regions,male,SPD,0.16760,1024,6060,0.15819,0.17700
2012,Urban regions,male,CDU/CSU,0.17705,1194,6060,0.16744,0.18666
2012,Urban regions,male,FDP,0.01375,114,6060,0.01082,0.01668
2012,Urban regions,male,Bündnis90/Grüne,0.07733,418,6060,0.07061,0.08406
2012,Urban regions,male,PDS/Linke,0.02535,151,6060,0.02140,0.02931
2012,Urban regions,male,Far right parties,0.00768,35,6060,0.00548,0.00988
2012,Urban regions,male,Others,0.01891,115,6060,0.01548,0.02234
2012,Urban regions,male,Party combinations,0.00726,31,6060,0.00512,0.00940
2012,Urban regions,female,Not leaning towards specific party,0.57782,3902,6818,0.56609,0.58954
2012,Urban regions,female,SPD,0.14595,985,6818,0.13757,0.15433
2012,Urban regions,female,CDU/CSU,0.15585,1085,6818,0.14724,0.16446
2012,Urban regions,female,FDP,0.00601,58,6818,0.00418,0.00785
2012,Urban regions,female,Bündnis90/Grüne,0.08023,620,6818,0.07378,0.08668
2012,Urban regions,female,PDS/Linke,0.01522,107,6818,0.01231,0.01812
2012,Urban regions,female,Others,0.00987,61,6818,0.00753,0.01222
2012,Rural regions,male,Not leaning towards specific party,0.57422,1996,3465,0.55775,0.59069
2012,Rural regions,male,SPD,0.13200,456,3465,0.12073,0.14328
2012,Rural regions,male,CDU/CSU,0.18938,647,3465,0.17633,0.20243
2012,Rural regions,male,FDP,0.01228,38,3465,0.00862,0.01595
2012,Rural regions,male,Bündnis90/Grüne,0.03035,121,3465,0.02464,0.03606
2012,Rural regions,male,PDS/Linke,0.03449,153,3465,0.02841,0.04056
2012,Rural regions,male,Others,0.01596,54,3465,0.01179,0.02014
2012,Rural regions,female,Not leaning towards specific party,0.67314,2549,3791,0.65821,0.68808
2012,Rural regions,female,SPD,0.09612,380,3791,0.08673,0.10550
2012,Rural regions,female,CDU/CSU,0.14763,565,3791,0.13634,0.15893
2012,Rural regions,female,Bündnis90/Grüne,0.03822,179,3791,0.03212,0.04433
2012,Rural regions,female,PDS/Linke,0.02700,118,3791,0.02184,0.03216
2013,Urban regions,male,Not leaning towards specific party,0.51081,3920,7304,0.49934,0.52227
2013,Urban regions,male,SPD,0.16682,1190,7304,0.15826,0.17537
2013,Urban regions,male,CDU/CSU,0.18960,1351,7304,0.18061,0.19859
2013,Urban regions,male,FDP,0.01664,135,7304,0.01371,0.01958
2013,Urban regions,male,Bündnis90/Grüne,0.06945,458,7304,0.06362,0.07528
2013,Urban regions,male,PDS/Linke,0.02324,166,7304,0.01978,0.02669
2013,Urban regions,male,Others,0.01233,84,7304,0.00980,0.01486
2013,Urban regions,female,Not leaning towards specific party,0.56960,5058,8351,0.55898,0.58022
2013,Urban regions,female,SPD,0.14923,1086,8351,0.14159,0.15687
2013,Urban regions,female,CDU/CSU,0.16661,1247,8351,0.15862,0.17460
2013,Urban regions,female,FDP,0.00905,81,8351,0.00702,0.01109
2013,Urban regions,female,Bündnis90/Grüne,0.08083,679,8351,0.07498,0.08668
2013,Urban regions,female,PDS/Linke,0.01231,120,8351,0.00994,0.01467
2013,Urban regions,female,Others,0.00567,44,8351,0.00406,0.00728
2013,Urban regions,female,Party combinations,0.00435,36,8351,0.00294,0.00576
2013,Rural regions,male,Not leaning towards specific party,0.57416,2157,3678,0.55817,0.59014
2013,Rural regions,male,SPD,0.12449,466,3678,0.11382,0.13516
2013,Rural regions,male,CDU/CSU,0.19866,702,3678,0.18577,0.21156
2013,Rural regions,male,FDP,0.00709,39,3678,0.00438,0.00980
2013,Rural regions,male,Bündnis90/Grüne,0.03542,136,3678,0.02945,0.04140
2013,Rural regions,male,PDS/Linke,0.03167,135,3678,0.02601,0.03734
2013,Rural regions,male,Others,0.01563,43,3678,0.01162,0.01964
2013,Rural regions,female,Not leaning towards specific party,0.65109,2738,4039,0.63639,0.66580
2013,Rural regions,female,SPD,0.09542,363,4039,0.08636,0.10448
2013,Rural regions,female,CDU/CSU,0.16281,636,4039,0.15142,0.17420
2013,Rural regions,female,Bündnis90/Grüne,0.04459,185,4039,0.03823,0.05096
2013,Rural regions,female,PDS/Linke,0.02836,117,4039,0.02324,0.03349
2014,Urban regions,male,Not leaning towards specific party,0.48684,3982,7918,0.47583,0.49785
2014,Urban regions,male,SPD,0.17122,1240,7918,0.16292,0.17952
2014,Urban regions,male,CDU/CSU,0.19597,1550,7918,0.18722,0.20471
2014,Urban regions,male,FDP,0.01677,146,7918,0.01394,0.01960
2014,Urban regions,male,Bündnis90/Grüne,0.06336,517,7918,0.05799,0.06872
2014,Urban regions,male,PDS/Linke,0.03240,271,7918,0.02850,0.03630
2014,Urban regions,male,Far right parties,0.00532,37,7918,0.00372,0.00692
2014,Urban regions,male,AfD,0.00952,91,7918,0.00738,0.01166
2014,Urban regions,male,Others,0.01022,84,7918,0.00800,0.01243
2014,Urban regions,female,Not leaning towards specific party,0.53032,5337,9422,0.52024,0.54040
2014,Urban regions,female,SPD,0.15386,1287,9422,0.14658,0.16115
2014,Urban regions,female,CDU/CSU,0.18262,1515,9422,0.17482,0.19043
2014,Urban regions,female,FDP,0.00813,82,9422,0.00632,0.00995
2014,Urban regions,female,Bündnis90/Grüne,0.08179,818,9422,0.07626,0.08732
