year,migback,pgisced97,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Indirect migration background,Upper Secondary Level,SPD,0.13337,31,180,0.08356,0.18317
1997,No migration background,Pre-primary Level,Not leaning towards specific party,0.75908,173,173,0.69517,0.82299
1997,No migration background,Primary Level,Not leaning towards specific party,0.80819,41,41,0.68617,0.93020
1997,No migration background,Lower Secondary Level,Not leaning towards specific party,0.56945,896,1381,0.54332,0.59557
1997,No migration background,Lower Secondary Level,SPD,0.21473,254,1381,0.19306,0.23640
1997,No migration background,Lower Secondary Level,CDU/CSU,0.18420,231,1381,0.16375,0.20466
1997,No migration background,Upper Secondary Level,Not leaning towards specific party,0.50977,3103,5349,0.49637,0.52317
1997,No migration background,Upper Secondary Level,SPD,0.21834,1005,5349,0.20726,0.22941
1997,No migration background,Upper Secondary Level,CDU/CSU,0.19810,902,5349,0.18742,0.20878
1997,No migration background,Upper Secondary Level,FDP,0.01186,43,5349,0.00896,0.01476
1997,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.02901,144,5349,0.02452,0.03351
1997,No migration background,Upper Secondary Level,PDS/Linke,0.01105,87,5349,0.00825,0.01385
1997,No migration background,Upper Secondary Level,Far right parties,0.01159,65,5349,0.00872,0.01446
1997,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.48512,161,296,0.42809,0.54215
1997,No migration background,Post-secondary Non-tertiary Level,SPD,0.17573,51,296,0.13229,0.21916
1997,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.16391,47,296,0.12166,0.20615
1997,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.12602,37,296,0.08815,0.16390
1997,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.43657,346,662,0.39876,0.47438
1997,No migration background,First Stage of Tertiary Education,SPD,0.22463,131,662,0.19282,0.25645
1997,No migration background,First Stage of Tertiary Education,CDU/CSU,0.25100,153,662,0.21795,0.28406
1997,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.05174,32,662,0.03485,0.06863
1997,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.42051,758,1559,0.39600,0.44503
1997,No migration background,Second Stage of Tertiary Education,SPD,0.17119,242,1559,0.15249,0.18990
1997,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.20408,264,1559,0.18407,0.22410
1997,No migration background,Second Stage of Tertiary Education,FDP,0.02737,34,1559,0.01927,0.03547
1997,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.12366,156,1559,0.10732,0.14001
1997,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04809,105,1559,0.03746,0.05871
1997,Direct migration background,Primary Level,Not leaning towards specific party,0.83738,327,376,0.80003,0.87473
1997,Direct migration background,Primary Level,SPD,0.10501,49,376,0.07398,0.13604
1997,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.65125,490,674,0.61524,0.68725
1997,Direct migration background,Lower Secondary Level,SPD,0.18911,113,674,0.15952,0.21869
1997,Direct migration background,Lower Secondary Level,CDU/CSU,0.13251,71,674,0.10689,0.15812
1997,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.63929,604,876,0.60747,0.67111
1997,Direct migration background,Upper Secondary Level,SPD,0.14737,146,876,0.12388,0.17086
1997,Direct migration background,Upper Secondary Level,CDU/CSU,0.18143,126,876,0.15589,0.20696
1997,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.71179,89,89,0.61715,0.80642
1997,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.47734,104,104,0.38088,0.57381
1997,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.68146,48,48,0.54826,0.81466
1997,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.79683,164,164,0.73506,0.85860
1997,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.58546,142,142,0.50414,0.66678
1998,No migration background,Pre-primary Level,Not leaning towards specific party,0.74931,181,181,0.68600,0.81263
1998,No migration background,Primary Level,Not leaning towards specific party,0.70089,46,46,0.56710,0.83467
1998,No migration background,Lower Secondary Level,Not leaning towards specific party,0.55518,1020,1600,0.53082,0.57953
1998,No migration background,Lower Secondary Level,SPD,0.22552,335,1600,0.20504,0.24601
1998,No migration background,Lower Secondary Level,CDU/CSU,0.17224,245,1600,0.15374,0.19075
1998,No migration background,Upper Secondary Level,Not leaning towards specific party,0.51080,3393,5928,0.49808,0.52353
1998,No migration background,Upper Secondary Level,SPD,0.22872,1208,5928,0.21802,0.23941
1998,No migration background,Upper Secondary Level,CDU/CSU,0.18489,943,5928,0.17501,0.19478
1998,No migration background,Upper Secondary Level,FDP,0.00919,37,5928,0.00676,0.01161
1998,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.02774,156,5928,0.02356,0.03192
1998,No migration background,Upper Secondary Level,PDS/Linke,0.01119,96,5928,0.00851,0.01387
1998,No migration background,Upper Secondary Level,Far right parties,0.00918,49,5928,0.00675,0.01161
1998,No migration background,Upper Secondary Level,Others,0.00974,46,5928,0.00724,0.01224
1998,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.44115,178,331,0.38757,0.49472
1998,No migration background,Post-secondary Non-tertiary Level,SPD,0.22283,74,331,0.17793,0.26773
1998,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.13336,43,331,0.09668,0.17004
1998,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.11326,36,331,0.07907,0.14745
1998,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.41434,362,709,0.37805,0.45062
1998,No migration background,First Stage of Tertiary Education,SPD,0.23593,160,709,0.20465,0.26720
1998,No migration background,First Stage of Tertiary Education,CDU/CSU,0.22662,152,709,0.19578,0.25746
1998,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.05858,35,709,0.04129,0.07588
1998,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.41575,796,1719,0.39244,0.43906
1998,No migration background,Second Stage of Tertiary Education,SPD,0.19612,328,1719,0.17735,0.21490
1998,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.17712,267,1719,0.15906,0.19517
1998,No migration background,Second Stage of Tertiary Education,FDP,0.02910,42,1719,0.02115,0.03705
1998,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.11592,188,1719,0.10078,0.13105
1998,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04338,98,1719,0.03375,0.05301
1998,Direct migration background,Primary Level,Not leaning towards specific party,0.80728,299,343,0.76548,0.84909
1998,Direct migration background,Primary Level,SPD,0.11177,44,343,0.07837,0.14516
1998,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.67993,484,644,0.64388,0.71599
1998,Direct migration background,Lower Secondary Level,SPD,0.18000,101,644,0.15031,0.20970
1998,Direct migration background,Lower Secondary Level,CDU/CSU,0.11729,59,644,0.09242,0.14216
1998,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.61453,557,818,0.58116,0.64791
1998,Direct migration background,Upper Secondary Level,SPD,0.18139,149,818,0.15496,0.20781
1998,Direct migration background,Upper Secondary Level,CDU/CSU,0.16914,112,818,0.14343,0.19485
1998,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.60660,83,83,0.50087,0.71233
1998,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.48739,96,134,0.40245,0.57234
1998,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.21093,38,134,0.14159,0.28026
1998,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.76237,55,55,0.64885,0.87590
1998,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.80143,166,166,0.74056,0.86230
1998,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.54773,138,179,0.47461,0.62085
1998,Indirect migration background,Upper Secondary Level,SPD,0.20790,41,179,0.14828,0.26751
1999,No migration background,Pre-primary Level,Not leaning towards specific party,0.75344,175,175,0.68939,0.81748
1999,No migration background,Primary Level,Not leaning towards specific party,0.74030,49,49,0.61626,0.86435
1999,No migration background,Lower Secondary Level,Not leaning towards specific party,0.53898,947,1548,0.51414,0.56382
1999,No migration background,Lower Secondary Level,SPD,0.20467,309,1548,0.18457,0.22478
1999,No migration background,Lower Secondary Level,CDU/CSU,0.21261,292,1548,0.19222,0.23300
1999,No migration background,Upper Secondary Level,Not leaning towards specific party,0.45918,3026,5902,0.44646,0.47189
1999,No migration background,Upper Secondary Level,SPD,0.24345,1318,5902,0.23250,0.25440
1999,No migration background,Upper Secondary Level,CDU/CSU,0.22711,1158,5902,0.21642,0.23780
1999,No migration background,Upper Secondary Level,FDP,0.00918,40,5902,0.00675,0.01162
1999,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.02139,129,5902,0.01769,0.02508
1999,No migration background,Upper Secondary Level,PDS/Linke,0.01464,112,5902,0.01158,0.01771
1999,No migration background,Upper Secondary Level,Far right parties,0.00649,48,5902,0.00444,0.00854
1999,No migration background,Upper Secondary Level,Others,0.00651,37,5902,0.00445,0.00856
1999,No migration background,Upper Secondary Level,Party combinations,0.00669,34,5902,0.00461,0.00877
1999,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.40843,159,334,0.35563,0.46122
1999,No migration background,Post-secondary Non-tertiary Level,SPD,0.22137,79,334,0.17678,0.26596
1999,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.18831,65,334,0.14632,0.23030
1999,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.10675,31,334,0.07358,0.13992
1999,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.40841,326,674,0.37127,0.44555
1999,No migration background,First Stage of Tertiary Education,SPD,0.24855,171,674,0.21590,0.28120
1999,No migration background,First Stage of Tertiary Education,CDU/CSU,0.24673,177,674,0.21416,0.27930
1999,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.35529,699,1715,0.33263,0.37795
1999,No migration background,Second Stage of Tertiary Education,SPD,0.22280,368,1715,0.20310,0.24250
1999,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.21792,340,1715,0.19838,0.23747
1999,No migration background,Second Stage of Tertiary Education,FDP,0.04264,53,1715,0.03307,0.05221
1999,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.08252,137,1715,0.06950,0.09555
1999,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.05563,118,1715,0.04478,0.06649
1999,Direct migration background,Primary Level,Not leaning towards specific party,0.80163,275,322,0.75800,0.84525
1999,Direct migration background,Primary Level,SPD,0.13666,47,322,0.09908,0.17424
1999,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.64601,443,601,0.60775,0.68428
1999,Direct migration background,Lower Secondary Level,SPD,0.18461,89,601,0.15356,0.21565
1999,Direct migration background,Lower Secondary Level,CDU/CSU,0.14849,69,601,0.12003,0.17694
1999,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.60563,499,761,0.57088,0.64038
1999,Direct migration background,Upper Secondary Level,SPD,0.17104,140,761,0.14427,0.19781
1999,Direct migration background,Upper Secondary Level,CDU/CSU,0.18520,122,761,0.15759,0.21282
1999,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.59955,75,75,0.48791,0.71119
1999,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.46400,88,156,0.38548,0.54251
1999,Direct migration background,Second Stage of Tertiary Education,SPD,0.21140,37,156,0.14712,0.27568
1999,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.22677,31,156,0.16084,0.29269
1999,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.77094,53,53,0.65672,0.88516
1999,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.70755,150,150,0.63451,0.78059
1999,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.56424,137,190,0.49355,0.63494
1999,Indirect migration background,Upper Secondary Level,SPD,0.28638,53,190,0.22193,0.35083
2000,No migration background,Pre-primary Level,Not leaning towards specific party,0.75149,281,314,0.70361,0.79936
2000,No migration background,Pre-primary Level,SPD,0.09191,33,314,0.05990,0.12392
2000,No migration background,Primary Level,Not leaning towards specific party,0.64739,69,69,0.53383,0.76095
2000,No migration background,Lower Secondary Level,Not leaning towards specific party,0.59810,1520,2364,0.57833,0.61787
2000,No migration background,Lower Secondary Level,SPD,0.19879,449,2364,0.18270,0.21489
2000,No migration background,Lower Secondary Level,CDU/CSU,0.15986,363,2364,0.14508,0.17464
2000,No migration background,Lower Secondary Level,Bündnis90/Grüne,0.01166,32,2364,0.00733,0.01599
2000,No migration background,Upper Secondary Level,Not leaning towards specific party,0.52126,6116,11123,0.51198,0.53055
2000,No migration background,Upper Secondary Level,SPD,0.21751,2309,11123,0.20985,0.22518
2000,No migration background,Upper Secondary Level,CDU/CSU,0.19247,2032,11123,0.18515,0.19980
2000,No migration background,Upper Secondary Level,FDP,0.01032,97,11123,0.00844,0.01219
2000,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.01735,195,11123,0.01493,0.01978
2000,No migration background,Upper Secondary Level,PDS/Linke,0.01506,201,11123,0.01280,0.01732
2000,No migration background,Upper Secondary Level,Far right parties,0.00566,68,11123,0.00427,0.00706
2000,No migration background,Upper Secondary Level,Others,0.00545,63,11123,0.00408,0.00682
2000,No migration background,Upper Secondary Level,Party combinations,0.00378,42,11123,0.00264,0.00492
2000,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.39390,347,749,0.35889,0.42892
2000,No migration background,Post-secondary Non-tertiary Level,SPD,0.22869,172,749,0.19859,0.25879
2000,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.22012,168,749,0.19043,0.24981
2000,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.08806,62,749,0.06776,0.10837
2000,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.41973,763,1580,0.39539,0.44407
2000,No migration background,First Stage of Tertiary Education,SPD,0.23625,350,1580,0.21530,0.25721
2000,No migration background,First Stage of Tertiary Education,CDU/CSU,0.23631,369,1580,0.21536,0.25727
2000,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.03842,54,1580,0.02894,0.04790
2000,No migration background,First Stage of Tertiary Education,PDS/Linke,0.02331,44,1580,0.01587,0.03075
2000,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.36807,1318,3286,0.35157,0.38456
2000,No migration background,Second Stage of Tertiary Education,SPD,0.20489,660,3286,0.19109,0.21870
2000,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.21829,694,3286,0.20417,0.23242
2000,No migration background,Second Stage of Tertiary Education,FDP,0.03940,103,3286,0.03274,0.04605
2000,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.09318,303,3286,0.08324,0.10312
2000,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.05183,208,3286,0.04425,0.05941
2000,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.83766,47,47,0.73110,0.94423
2000,Direct migration background,Primary Level,Not leaning towards specific party,0.87790,245,245,0.83681,0.91898
2000,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.72455,641,838,0.69428,0.75481
2000,Direct migration background,Lower Secondary Level,SPD,0.15445,121,838,0.12997,0.17893
2000,Direct migration background,Lower Secondary Level,CDU/CSU,0.09933,76,838,0.07906,0.11959
2000,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.65568,819,1188,0.62865,0.68272
2000,Direct migration background,Upper Secondary Level,SPD,0.14681,180,1188,0.12668,0.16694
2000,Direct migration background,Upper Secondary Level,CDU/CSU,0.16470,189,1188,0.14360,0.18580
2000,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.60174,166,251,0.54105,0.66242
2000,Direct migration background,Post-secondary Non-tertiary Level,SPD,0.17060,43,251,0.12397,0.21723
2000,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.13780,42,251,0.09507,0.18053
2000,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.50553,97,150,0.42525,0.58581
2000,Direct migration background,First Stage of Tertiary Education,CDU/CSU,0.27582,53,150,0.20406,0.34758
2000,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.56262,236,353,0.51080,0.61444
2000,Direct migration background,Second Stage of Tertiary Education,SPD,0.13186,54,353,0.09651,0.16720
2000,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.17515,63,353,0.13544,0.21486
2000,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.70660,48,48,0.57642,0.83677
2000,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.82944,218,218,0.77940,0.87949
2000,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.68945,247,298,0.63682,0.74207
2000,Indirect migration background,Upper Secondary Level,SPD,0.14107,51,298,0.10148,0.18066
2001,No migration background,Pre-primary Level,Not leaning towards specific party,0.75398,327,394,0.71139,0.79656
2001,No migration background,Pre-primary Level,SPD,0.07500,32,394,0.04896,0.10104
2001,No migration background,Pre-primary Level,CDU/CSU,0.09460,35,394,0.06567,0.12354
2001,No migration background,Primary Level,Not leaning towards specific party,0.72103,67,67,0.61283,0.82924
2001,No migration background,Lower Secondary Level,Not leaning towards specific party,0.61798,1340,1986,0.59661,0.63936
2001,No migration background,Lower Secondary Level,SPD,0.18160,341,1986,0.16464,0.19856
2001,No migration background,Lower Secondary Level,CDU/CSU,0.16328,305,1986,0.14702,0.17954
2001,No migration background,Upper Secondary Level,Not leaning towards specific party,0.54170,5736,10092,0.53198,0.55142
2001,No migration background,Upper Secondary Level,SPD,0.21051,2038,10092,0.20255,0.21846
2001,No migration background,Upper Secondary Level,CDU/CSU,0.18329,1751,10092,0.17574,0.19084
2001,No migration background,Upper Secondary Level,FDP,0.01263,111,10092,0.01045,0.01481
2001,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.01916,191,10092,0.01648,0.02183
2001,No migration background,Upper Secondary Level,PDS/Linke,0.01277,154,10092,0.01058,0.01496
2001,No migration background,Upper Secondary Level,Far right parties,0.00440,57,10092,0.00311,0.00569
2001,No migration background,Upper Secondary Level,Others,0.00616,54,10092,0.00464,0.00769
2001,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.44935,370,733,0.41331,0.48538
2001,No migration background,Post-secondary Non-tertiary Level,SPD,0.22838,174,733,0.19797,0.25879
2001,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.17341,129,733,0.14598,0.20083
2001,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.08364,60,733,0.06359,0.10370
2001,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.45540,726,1410,0.42939,0.48140
2001,No migration background,First Stage of Tertiary Education,SPD,0.22178,303,1410,0.20009,0.24347
2001,No migration background,First Stage of Tertiary Education,CDU/CSU,0.21833,298,1410,0.19676,0.23990
2001,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.03674,50,1410,0.02692,0.04656
2001,No migration background,First Stage of Tertiary Education,PDS/Linke,0.01921,33,1410,0.01204,0.02637
2001,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.38783,1299,3074,0.37060,0.40506
2001,No migration background,Second Stage of Tertiary Education,SPD,0.20851,628,3074,0.19415,0.22288
2001,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.20258,583,3074,0.18837,0.21679
2001,No migration background,Second Stage of Tertiary Education,FDP,0.04010,104,3074,0.03316,0.04703
2001,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.08652,274,3074,0.07658,0.09646
2001,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.05212,186,3074,0.04426,0.05998
2001,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.81632,37,37,0.68983,0.94281
2001,Direct migration background,Primary Level,Not leaning towards specific party,0.84996,176,176,0.79705,0.90287
2001,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.76651,604,761,0.73643,0.79659
2001,Direct migration background,Lower Secondary Level,SPD,0.12745,88,761,0.10374,0.15116
2001,Direct migration background,Lower Secondary Level,CDU/CSU,0.08684,69,761,0.06682,0.10686
2001,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.67072,742,1052,0.64231,0.69913
2001,Direct migration background,Upper Secondary Level,SPD,0.15258,169,1052,0.13084,0.17432
2001,Direct migration background,Upper Secondary Level,CDU/CSU,0.13774,141,1052,0.11691,0.15858
2001,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.68410,172,244,0.62565,0.74255
2001,Direct migration background,Post-secondary Non-tertiary Level,SPD,0.12164,32,244,0.08054,0.16274
2001,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.15272,40,244,0.10749,0.19794
2001,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.49154,89,126,0.40390,0.57918
2001,Direct migration background,First Stage of Tertiary Education,CDU/CSU,0.22920,37,126,0.15552,0.30289
2001,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.61407,223,325,0.56106,0.66707
2001,Direct migration background,Second Stage of Tertiary Education,SPD,0.15298,52,325,0.11378,0.19218
2001,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.13351,50,325,0.09648,0.17055
2001,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.88616,58,58,0.80371,0.96862
2001,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.87300,199,199,0.82662,0.91938
2001,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.63993,209,265,0.58202,0.69783
2001,Indirect migration background,Upper Secondary Level,SPD,0.16798,56,265,0.12289,0.21308
2002,No migration background,Pre-primary Level,Not leaning towards specific party,0.77780,356,428,0.73837,0.81723
2002,No migration background,Pre-primary Level,SPD,0.06577,33,428,0.04226,0.08929
2002,No migration background,Pre-primary Level,CDU/CSU,0.05901,39,428,0.03666,0.08136
2002,No migration background,Primary Level,Not leaning towards specific party,0.75741,64,64,0.65156,0.86326
2002,No migration background,Lower Secondary Level,Not leaning towards specific party,0.63002,1279,1893,0.60826,0.65177
2002,No migration background,Lower Secondary Level,SPD,0.18043,328,1893,0.16310,0.19775
2002,No migration background,Lower Secondary Level,CDU/CSU,0.15030,286,1893,0.13420,0.16641
2002,No migration background,Upper Secondary Level,Not leaning towards specific party,0.54036,5615,10175,0.53067,0.55004
2002,No migration background,Upper Secondary Level,SPD,0.20198,1962,10175,0.19418,0.20978
2002,No migration background,Upper Secondary Level,CDU/CSU,0.18703,1930,10175,0.17946,0.19461
2002,No migration background,Upper Secondary Level,FDP,0.01343,149,10175,0.01119,0.01567
2002,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.01543,166,10175,0.01303,0.01782
2002,No migration background,Upper Secondary Level,PDS/Linke,0.01803,210,10175,0.01544,0.02061
2002,No migration background,Upper Secondary Level,Far right parties,0.00402,44,10175,0.00279,0.00525
2002,No migration background,Upper Secondary Level,Others,0.00693,59,10175,0.00531,0.00854
2002,No migration background,Upper Secondary Level,Party combinations,0.00375,40,10175,0.00256,0.00494
2002,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.42006,392,844,0.38674,0.45338
2002,No migration background,Post-secondary Non-tertiary Level,SPD,0.22535,187,844,0.19715,0.25356
2002,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.20023,168,844,0.17322,0.22725
2002,No migration background,Post-secondary Non-tertiary Level,FDP,0.02945,34,844,0.01804,0.04087
2002,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.07118,63,844,0.05382,0.08854
2002,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.45181,723,1517,0.42676,0.47686
2002,No migration background,First Stage of Tertiary Education,SPD,0.21858,317,1517,0.19778,0.23939
2002,No migration background,First Stage of Tertiary Education,CDU/CSU,0.22205,344,1517,0.20113,0.24297
2002,No migration background,First Stage of Tertiary Education,FDP,0.03109,47,1517,0.02236,0.03983
2002,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.03273,51,1517,0.02378,0.04169
2002,No migration background,First Stage of Tertiary Education,PDS/Linke,0.02111,35,1517,0.01388,0.02835
2002,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.37469,1496,4026,0.35973,0.38964
2002,No migration background,Second Stage of Tertiary Education,SPD,0.20443,862,4026,0.19197,0.21689
2002,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.20970,885,4026,0.19712,0.22227
2002,No migration background,Second Stage of Tertiary Education,FDP,0.04653,198,4026,0.04002,0.05304
2002,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.08693,362,4026,0.07823,0.09564
2002,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.05756,223,4026,0.05036,0.06475
2002,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.79678,40,40,0.67048,0.92307
2002,Direct migration background,Primary Level,Not leaning towards specific party,0.86842,157,157,0.81537,0.92146
2002,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.75565,544,700,0.72379,0.78751
2002,Direct migration background,Lower Secondary Level,SPD,0.12410,84,700,0.09966,0.14854
2002,Direct migration background,Lower Secondary Level,CDU/CSU,0.10395,72,700,0.08132,0.12657
2002,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.67908,675,988,0.64995,0.70820
2002,Direct migration background,Upper Secondary Level,SPD,0.15168,162,988,0.12930,0.17406
2002,Direct migration background,Upper Secondary Level,CDU/CSU,0.13741,151,988,0.11593,0.15889
2002,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.64257,162,231,0.58063,0.70451
2002,Direct migration background,Post-secondary Non-tertiary Level,SPD,0.14163,31,231,0.09657,0.18670
2002,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.15513,38,231,0.10835,0.20192
2002,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.52752,78,118,0.43705,0.61798
2002,Direct migration background,First Stage of Tertiary Education,CDU/CSU,0.22659,40,118,0.15074,0.30245
2002,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.60338,226,363,0.55299,0.65378
2002,Direct migration background,Second Stage of Tertiary Education,SPD,0.12860,65,363,0.09411,0.16309
2002,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.18782,72,363,0.14758,0.22805
2002,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.80358,63,63,0.70469,0.90247
2002,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.82149,163,163,0.76251,0.88046
2002,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.67444,210,301,0.62142,0.72747
2002,Indirect migration background,Upper Secondary Level,SPD,0.16470,59,301,0.12273,0.20667
2002,Indirect migration background,Upper Secondary Level,CDU/CSU,0.10154,32,301,0.06736,0.13572
2003,No migration background,Pre-primary Level,Not leaning towards specific party,0.63242,328,470,0.58878,0.67605
2003,No migration background,Pre-primary Level,SPD,0.08357,41,470,0.05852,0.10861
2003,No migration background,Pre-primary Level,CDU/CSU,0.16329,64,470,0.12984,0.19675
2003,No migration background,Pre-primary Level,Bündnis90/Grüne,0.04729,37,470,0.02808,0.06650
2003,No migration background,Primary Level,Not leaning towards specific party,0.68980,65,65,0.57647,0.80313
2003,No migration background,Lower Secondary Level,Not leaning towards specific party,0.58780,1146,1817,0.56516,0.61043
2003,No migration background,Lower Secondary Level,SPD,0.18618,315,1817,0.16828,0.20408
2003,No migration background,Lower Secondary Level,CDU/CSU,0.17974,323,1817,0.16208,0.19740
2003,No migration background,Lower Secondary Level,Bündnis90/Grüne,0.01408,33,1817,0.00866,0.01950
2003,No migration background,Upper Secondary Level,Not leaning towards specific party,0.51022,5110,9745,0.50030,0.52015
