year,regtyp,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Urban regions,West,Party combinations,0.00411,56,12559,0.00299,0.00522
2004,Urban regions,East,Not leaning towards specific party,0.64407,1144,1703,0.62132,0.66682
2004,Urban regions,East,SPD,0.10387,182,1703,0.08937,0.11836
2004,Urban regions,East,CDU/CSU,0.11083,195,1703,0.09592,0.12574
2004,Urban regions,East,Bündnis90/Grüne,0.03375,56,1703,0.02517,0.04233
2004,Urban regions,East,PDS/Linke,0.08272,126,1703,0.06963,0.09580
2004,Rural regions,West,Not leaning towards specific party,0.58408,2132,3710,0.56822,0.59994
2004,Rural regions,West,SPD,0.13140,493,3710,0.12052,0.14227
2004,Rural regions,West,CDU/CSU,0.23117,908,3710,0.21760,0.24474
2004,Rural regions,West,FDP,0.01403,55,3710,0.01025,0.01782
2004,Rural regions,West,Bündnis90/Grüne,0.02403,122,3710,0.01911,0.02896
2004,Rural regions,East,Not leaning towards specific party,0.71081,2425,3409,0.69558,0.72603
2004,Rural regions,East,SPD,0.07617,260,3409,0.06727,0.08508
2004,Rural regions,East,CDU/CSU,0.10926,402,3409,0.09879,0.11974
2004,Rural regions,East,FDP,0.01057,38,3409,0.00713,0.01400
2004,Rural regions,East,Bündnis90/Grüne,0.01094,48,3409,0.00745,0.01443
2004,Rural regions,East,PDS/Linke,0.06779,236,3409,0.05935,0.07623
2005,Urban regions,West,Not leaning towards specific party,0.53726,6255,12011,0.52835,0.54618
2005,Urban regions,West,SPD,0.19123,2290,12011,0.18420,0.19827
2005,Urban regions,West,CDU/CSU,0.18417,2337,12011,0.17724,0.19111
2005,Urban regions,West,FDP,0.01767,263,12011,0.01531,0.02003
2005,Urban regions,West,Bündnis90/Grüne,0.05111,655,12011,0.04717,0.05505
2005,Urban regions,West,PDS/Linke,0.00407,48,12011,0.00293,0.00521
2005,Urban regions,West,Far right parties,0.00563,55,12011,0.00429,0.00696
2005,Urban regions,West,Others,0.00415,43,12011,0.00300,0.00530
2005,Urban regions,West,Party combinations,0.00470,65,12011,0.00348,0.00593
2005,Urban regions,East,Not leaning towards specific party,0.61488,1046,1640,0.59132,0.63844
2005,Urban regions,East,SPD,0.11950,203,1640,0.10380,0.13521
2005,Urban regions,East,CDU/CSU,0.10269,195,1640,0.08800,0.11739
2005,Urban regions,East,Bündnis90/Grüne,0.04756,66,1640,0.03725,0.05786
2005,Urban regions,East,PDS/Linke,0.08380,130,1640,0.07039,0.09722
2005,Rural regions,West,Not leaning towards specific party,0.58314,1998,3496,0.56679,0.59948
2005,Rural regions,West,SPD,0.13797,497,3496,0.12654,0.14940
2005,Rural regions,West,CDU/CSU,0.22760,831,3496,0.21369,0.24150
2005,Rural regions,West,FDP,0.01162,49,3496,0.00806,0.01517
2005,Rural regions,West,Bündnis90/Grüne,0.02590,121,3496,0.02063,0.03116
2005,Rural regions,East,Not leaning towards specific party,0.68443,2243,3294,0.66856,0.70030
2005,Rural regions,East,SPD,0.07783,286,3294,0.06868,0.08698
2005,Rural regions,East,CDU/CSU,0.10517,384,3294,0.09470,0.11565
2005,Rural regions,East,FDP,0.01425,45,3294,0.01020,0.01830
2005,Rural regions,East,Bündnis90/Grüne,0.01429,52,3294,0.01023,0.01834
2005,Rural regions,East,PDS/Linke,0.07205,248,3294,0.06321,0.08088
2005,Rural regions,East,Far right parties,0.01897,36,3294,0.01431,0.02363
2006,Urban regions,West,Not leaning towards specific party,0.50317,6097,12633,0.49446,0.51189
2006,Urban regions,West,SPD,0.20200,2546,12633,0.19500,0.20901
2006,Urban regions,West,CDU/CSU,0.19489,2678,12633,0.18798,0.20180
2006,Urban regions,West,FDP,0.02258,332,12633,0.01999,0.02517
2006,Urban regions,West,Bündnis90/Grüne,0.05007,685,12633,0.04626,0.05387
2006,Urban regions,West,PDS/Linke,0.01092,126,12633,0.00911,0.01274
2006,Urban regions,West,Far right parties,0.00673,62,12633,0.00530,0.00815
2006,Urban regions,West,Others,0.00437,49,12633,0.00322,0.00552
2006,Urban regions,West,Party combinations,0.00526,58,12633,0.00400,0.00652
2006,Urban regions,East,Not leaning towards specific party,0.58913,1002,1708,0.56579,0.61247
2006,Urban regions,East,SPD,0.13318,241,1708,0.11707,0.14930
2006,Urban regions,East,CDU/CSU,0.11082,205,1708,0.09593,0.12571
2006,Urban regions,East,FDP,0.00924,31,1708,0.00470,0.01378
2006,Urban regions,East,Bündnis90/Grüne,0.03756,64,1708,0.02854,0.04658
2006,Urban regions,East,PDS/Linke,0.10186,165,1708,0.08751,0.11621
2006,Rural regions,West,Not leaning towards specific party,0.53874,2022,3865,0.52302,0.55445
2006,Rural regions,West,SPD,0.16526,655,3865,0.15355,0.17697
2006,Rural regions,West,CDU/CSU,0.23022,955,3865,0.21695,0.24350
2006,Rural regions,West,FDP,0.01766,70,3865,0.01351,0.02181
2006,Rural regions,West,Bündnis90/Grüne,0.02470,131,3865,0.01981,0.02959
2006,Rural regions,West,PDS/Linke,0.01027,32,3865,0.00709,0.01345
2006,Rural regions,East,Not leaning towards specific party,0.64518,2251,3503,0.62933,0.66102
2006,Rural regions,East,SPD,0.09223,345,3503,0.08264,0.10181
2006,Rural regions,East,CDU/CSU,0.12567,468,3503,0.11469,0.13665
2006,Rural regions,East,FDP,0.01813,57,3503,0.01371,0.02255
2006,Rural regions,East,Bündnis90/Grüne,0.01258,54,3503,0.00889,0.01627
2006,Rural regions,East,PDS/Linke,0.08750,293,3503,0.07814,0.09685
2006,Rural regions,East,Far right parties,0.01446,35,3503,0.01051,0.01841
2007,Urban regions,West,Not leaning towards specific party,0.55153,6181,11747,0.54254,0.56053
2007,Urban regions,West,SPD,0.17858,2129,11747,0.17165,0.18550
2007,Urban regions,West,CDU/CSU,0.17359,2239,11747,0.16674,0.18044
2007,Urban regions,West,FDP,0.02013,310,11747,0.01759,0.02267
2007,Urban regions,West,Bündnis90/Grüne,0.05177,631,11747,0.04777,0.05578
2007,Urban regions,West,PDS/Linke,0.01032,111,11747,0.00849,0.01215
2007,Urban regions,West,Far right parties,0.00560,55,11747,0.00425,0.00695
2007,Urban regions,West,Others,0.00381,43,11747,0.00269,0.00492
2007,Urban regions,West,Party combinations,0.00468,48,11747,0.00344,0.00591
2007,Urban regions,East,Not leaning towards specific party,0.61427,1037,1616,0.59053,0.63801
2007,Urban regions,East,SPD,0.14523,224,1616,0.12805,0.16242
2007,Urban regions,East,CDU/CSU,0.08189,154,1616,0.06852,0.09527
2007,Urban regions,East,Bündnis90/Grüne,0.04637,54,1616,0.03611,0.05663
2007,Urban regions,East,PDS/Linke,0.09398,147,1616,0.07975,0.10821
2007,Rural regions,West,Not leaning towards specific party,0.59750,2094,3590,0.58146,0.61355
2007,Rural regions,West,SPD,0.13357,519,3590,0.12244,0.14470
2007,Rural regions,West,CDU/CSU,0.20898,798,3590,0.19568,0.22228
2007,Rural regions,West,FDP,0.01431,64,3590,0.01043,0.01820
2007,Rural regions,West,Bündnis90/Grüne,0.02399,115,3590,0.01898,0.02899
2007,Rural regions,East,Not leaning towards specific party,0.68769,2315,3295,0.67186,0.70351
2007,Rural regions,East,SPD,0.07342,251,3295,0.06451,0.08233
2007,Rural regions,East,CDU/CSU,0.09874,355,3295,0.08855,0.10892
2007,Rural regions,East,FDP,0.01769,50,3295,0.01319,0.02219
2007,Rural regions,East,Bündnis90/Grüne,0.01785,60,3295,0.01333,0.02237
2007,Rural regions,East,PDS/Linke,0.08658,264,3295,0.07698,0.09618
2008,Urban regions,West,Not leaning towards specific party,0.54673,5736,10998,0.53743,0.55604
2008,Urban regions,West,SPD,0.17097,1882,10998,0.16393,0.17800
2008,Urban regions,West,CDU/CSU,0.18184,2210,10998,0.17463,0.18905
2008,Urban regions,West,FDP,0.02258,313,10998,0.01980,0.02536
2008,Urban regions,West,Bündnis90/Grüne,0.05004,576,10998,0.04597,0.05412
2008,Urban regions,West,PDS/Linke,0.01296,140,10998,0.01085,0.01508
2008,Urban regions,West,Far right parties,0.00461,46,10998,0.00334,0.00587
2008,Urban regions,West,Others,0.00335,32,10998,0.00227,0.00443
2008,Urban regions,West,Party combinations,0.00692,63,10998,0.00537,0.00846
2008,Urban regions,East,Not leaning towards specific party,0.62562,1025,1558,0.60158,0.64966
2008,Urban regions,East,SPD,0.11899,189,1558,0.10291,0.13507
2008,Urban regions,East,CDU/CSU,0.08826,144,1558,0.07417,0.10235
2008,Urban regions,East,Bündnis90/Grüne,0.04181,52,1558,0.03187,0.05175
2008,Urban regions,East,PDS/Linke,0.09467,148,1558,0.08013,0.10922
2008,Rural regions,West,Not leaning towards specific party,0.58148,1937,3396,0.56488,0.59807
2008,Rural regions,West,SPD,0.13491,484,3396,0.12342,0.14640
2008,Rural regions,West,CDU/CSU,0.21760,774,3396,0.20372,0.23148
2008,Rural regions,West,FDP,0.01253,49,3396,0.00879,0.01627
2008,Rural regions,West,Bündnis90/Grüne,0.02995,110,3396,0.02422,0.03569
2008,Rural regions,West,PDS/Linke,0.01273,42,3396,0.00896,0.01650
2008,Rural regions,East,Not leaning towards specific party,0.68322,2173,3106,0.66686,0.69959
2008,Rural regions,East,SPD,0.06456,217,3106,0.05591,0.07320
2008,Rural regions,East,CDU/CSU,0.10986,355,3106,0.09886,0.12086
2008,Rural regions,East,FDP,0.01557,46,3106,0.01121,0.01992
2008,Rural regions,East,Bündnis90/Grüne,0.01610,51,3106,0.01167,0.02052
2008,Rural regions,East,PDS/Linke,0.09453,264,3106,0.08424,0.10482
2009,Urban regions,West,Not leaning towards specific party,0.56565,5371,10124,0.55600,0.57531
2009,Urban regions,West,SPD,0.15129,1583,10124,0.14431,0.15827
2009,Urban regions,West,CDU/CSU,0.16765,1902,10124,0.16037,0.17493
2009,Urban regions,West,FDP,0.03328,422,10124,0.02979,0.03678
2009,Urban regions,West,Bündnis90/Grüne,0.05439,587,10124,0.04997,0.05881
2009,Urban regions,West,PDS/Linke,0.01179,120,10124,0.00969,0.01389
2009,Urban regions,West,Far right parties,0.00588,49,10124,0.00439,0.00736
2009,Urban regions,West,Others,0.00400,44,10124,0.00277,0.00523
2009,Urban regions,West,Party combinations,0.00607,46,10124,0.00455,0.00758
2009,Urban regions,East,Not leaning towards specific party,0.62803,972,1507,0.60362,0.65245
2009,Urban regions,East,SPD,0.10887,169,1507,0.09314,0.12461
2009,Urban regions,East,CDU/CSU,0.07824,133,1507,0.06468,0.09180
2009,Urban regions,East,FDP,0.02057,35,1507,0.01340,0.02774
2009,Urban regions,East,Bündnis90/Grüne,0.05714,61,1507,0.04541,0.06886
2009,Urban regions,East,PDS/Linke,0.09242,137,1507,0.07779,0.10705
2009,Rural regions,West,Not leaning towards specific party,0.61757,1879,3198,0.60073,0.63442
2009,Rural regions,West,SPD,0.11147,421,3198,0.10056,0.12238
2009,Rural regions,West,CDU/CSU,0.19054,681,3198,0.17693,0.20416
2009,Rural regions,West,FDP,0.02621,94,3198,0.02067,0.03174
2009,Rural regions,West,Bündnis90/Grüne,0.02898,123,3198,0.02316,0.03479
2009,Rural regions,East,Not leaning towards specific party,0.68708,2082,2990,0.67046,0.70371
2009,Rural regions,East,SPD,0.05810,190,2990,0.04971,0.06648
2009,Rural regions,East,CDU/CSU,0.10079,327,2990,0.08999,0.11158
2009,Rural regions,East,FDP,0.02295,55,2990,0.01758,0.02832
2009,Rural regions,East,Bündnis90/Grüne,0.01499,55,2990,0.01063,0.01934
2009,Rural regions,East,PDS/Linke,0.09191,250,2990,0.08155,0.10227
2009,Rural regions,East,Far right parties,0.02003,31,2990,0.01501,0.02505
2010,Urban regions,West,Not leaning towards specific party,0.50307,6841,13580,0.49466,0.51148
2010,Urban regions,West,SPD,0.17259,2108,13580,0.16624,0.17895
2010,Urban regions,West,CDU/CSU,0.18526,2526,13580,0.17873,0.19180
2010,Urban regions,West,FDP,0.02824,477,13580,0.02545,0.03102
2010,Urban regions,West,Bündnis90/Grüne,0.07160,1174,13580,0.06726,0.07593
2010,Urban regions,West,PDS/Linke,0.01949,240,13580,0.01717,0.02182
2010,Urban regions,West,Far right parties,0.00521,72,13580,0.00400,0.00643
2010,Urban regions,West,Others,0.00536,64,13580,0.00413,0.00659
2010,Urban regions,West,Party combinations,0.00917,78,13580,0.00757,0.01078
2010,Urban regions,East,Not leaning towards specific party,0.53850,1055,1828,0.51565,0.56136
2010,Urban regions,East,SPD,0.11860,210,1828,0.10377,0.13342
2010,Urban regions,East,CDU/CSU,0.09807,202,1828,0.08443,0.11171
2010,Urban regions,East,FDP,0.01073,36,1828,0.00600,0.01545
2010,Urban regions,East,Bündnis90/Grüne,0.06553,132,1828,0.05418,0.07687
2010,Urban regions,East,PDS/Linke,0.13000,193,1828,0.11458,0.14542
2010,Rural regions,West,Not leaning towards specific party,0.54195,2529,4602,0.52755,0.55635
2010,Rural regions,West,SPD,0.14244,653,4602,0.13234,0.15254
2010,Rural regions,West,CDU/CSU,0.21508,979,4602,0.20321,0.22696
2010,Rural regions,West,FDP,0.03234,128,4602,0.02723,0.03745
2010,Rural regions,West,Bündnis90/Grüne,0.03866,234,4602,0.03309,0.04423
2010,Rural regions,West,PDS/Linke,0.01583,79,4602,0.01223,0.01944
2010,Rural regions,East,Not leaning towards specific party,0.62750,2259,3514,0.61151,0.64349
2010,Rural regions,East,SPD,0.06602,249,3514,0.05781,0.07423
2010,Rural regions,East,CDU/CSU,0.12722,455,3514,0.11620,0.13824
2010,Rural regions,East,FDP,0.01512,67,3514,0.01109,0.01916
2010,Rural regions,East,Bündnis90/Grüne,0.01518,72,3514,0.01114,0.01922
2010,Rural regions,East,PDS/Linke,0.11904,368,3514,0.10833,0.12975
2010,Rural regions,East,Far right parties,0.01678,44,3514,0.01254,0.02103
2011,Urban regions,West,Not leaning towards specific party,0.52390,5997,11611,0.51481,0.53298
2011,Urban regions,West,SPD,0.16715,1831,11611,0.16036,0.17393
2011,Urban regions,West,CDU/CSU,0.17479,2165,11611,0.16788,0.18170
2011,Urban regions,West,FDP,0.01390,214,11611,0.01177,0.01603
2011,Urban regions,West,Bündnis90/Grüne,0.09022,1107,11611,0.08501,0.09544
2011,Urban regions,West,PDS/Linke,0.01199,128,11611,0.01001,0.01397
2011,Urban regions,West,Far right parties,0.00349,39,11611,0.00242,0.00457
2011,Urban regions,West,Others,0.00669,62,11611,0.00521,0.00817
2011,Urban regions,West,Party combinations,0.00787,68,11611,0.00626,0.00948
2011,Urban regions,East,Not leaning towards specific party,0.58684,978,1599,0.56270,0.61099
2011,Urban regions,East,SPD,0.12195,210,1599,0.10591,0.13800
2011,Urban regions,East,CDU/CSU,0.09242,175,1599,0.07822,0.10662
2011,Urban regions,East,Bündnis90/Grüne,0.05660,86,1599,0.04527,0.06794
2011,Urban regions,East,PDS/Linke,0.10327,150,1599,0.08835,0.11820
2011,Rural regions,West,Not leaning towards specific party,0.57421,2256,4017,0.55892,0.58950
2011,Rural regions,West,SPD,0.13309,551,4017,0.12258,0.14359
2011,Rural regions,West,CDU/CSU,0.20425,841,4017,0.19178,0.21672
2011,Rural regions,West,FDP,0.00742,37,4017,0.00477,0.01008
2011,Rural regions,West,Bündnis90/Grüne,0.05361,262,4017,0.04664,0.06057
2011,Rural regions,West,PDS/Linke,0.00905,37,4017,0.00612,0.01198
2011,Rural regions,West,Others,0.00840,33,4017,0.00558,0.01122
2011,Rural regions,East,Not leaning towards specific party,0.68957,2232,3208,0.67356,0.70559
2011,Rural regions,East,SPD,0.06230,216,3208,0.05394,0.07067
2011,Rural regions,East,CDU/CSU,0.11759,356,3208,0.10644,0.12874
2011,Rural regions,East,FDP,0.00985,36,3208,0.00643,0.01327
2011,Rural regions,East,Bündnis90/Grüne,0.01446,67,3208,0.01033,0.01860
2011,Rural regions,East,PDS/Linke,0.08750,269,3208,0.07772,0.09728
2011,Rural regions,East,Far right parties,0.01396,32,3208,0.00990,0.01802
2012,Urban regions,West,Not leaning towards specific party,0.53745,5917,11323,0.52827,0.54663
2012,Urban regions,West,SPD,0.15976,1799,11323,0.15301,0.16651
2012,Urban regions,West,CDU/CSU,0.17396,2120,11323,0.16698,0.18094
2012,Urban regions,West,FDP,0.01023,161,11323,0.00838,0.01209
2012,Urban regions,West,Bündnis90/Grüne,0.08165,962,11323,0.07661,0.08670
2012,Urban regions,West,PDS/Linke,0.01156,123,11323,0.00959,0.01353
2012,Urban regions,West,Far right parties,0.00414,37,11323,0.00296,0.00533
2012,Urban regions,West,Others,0.01441,153,11323,0.01222,0.01661
2012,Urban regions,West,Party combinations,0.00683,51,11323,0.00531,0.00834
2012,Urban regions,East,Not leaning towards specific party,0.58889,963,1543,0.56433,0.61345
2012,Urban regions,East,SPD,0.12495,210,1543,0.10844,0.14145
2012,Urban regions,East,CDU/CSU,0.09032,159,1543,0.07601,0.10463
2012,Urban regions,East,Bündnis90/Grüne,0.05088,76,1543,0.03991,0.06185
2012,Urban regions,East,PDS/Linke,0.10486,135,1543,0.08957,0.12015
2012,Rural regions,West,Not leaning towards specific party,0.58142,2308,4099,0.56632,0.59653
2012,Rural regions,West,SPD,0.14419,615,4099,0.13344,0.15495
2012,Rural regions,West,CDU/CSU,0.19487,843,4099,0.18274,0.20700
2012,Rural regions,West,FDP,0.01011,33,4099,0.00705,0.01317
2012,Rural regions,West,Bündnis90/Grüne,0.04671,242,4099,0.04025,0.05317
2012,Rural regions,West,Others,0.01563,58,4099,0.01184,0.01943
2012,Rural regions,East,Not leaning towards specific party,0.70053,2237,3136,0.68450,0.71656
2012,Rural regions,East,SPD,0.06004,221,3136,0.05173,0.06836
2012,Rural regions,East,CDU/CSU,0.12101,369,3136,0.10960,0.13243
2012,Rural regions,East,Bündnis90/Grüne,0.01254,58,3136,0.00864,0.01643
2012,Rural regions,East,PDS/Linke,0.07960,251,3136,0.07012,0.08907
2013,Urban regions,West,Not leaning towards specific party,0.53519,7982,14038,0.52694,0.54344
2013,Urban regions,West,SPD,0.15977,2045,14038,0.15371,0.16583
2013,Urban regions,West,CDU/CSU,0.18543,2417,14038,0.17900,0.19185
2013,Urban regions,West,FDP,0.01354,202,14038,0.01163,0.01546
2013,Urban regions,West,Bündnis90/Grüne,0.07827,1060,14038,0.07383,0.08272
2013,Urban regions,West,PDS/Linke,0.01040,154,14038,0.00872,0.01208
2013,Urban regions,West,Others,0.00948,120,14038,0.00787,0.01108
2013,Urban regions,West,Party combinations,0.00517,58,14038,0.00399,0.00636
2013,Urban regions,East,Not leaning towards specific party,0.59809,996,1617,0.57419,0.62200
2013,Urban regions,East,SPD,0.13825,231,1617,0.12142,0.15508
2013,Urban regions,East,CDU/CSU,0.10233,181,1617,0.08755,0.11711
2013,Urban regions,East,Bündnis90/Grüne,0.04568,77,1617,0.03550,0.05586
2013,Urban regions,East,PDS/Linke,0.08931,132,1617,0.07541,0.10322
2013,Rural regions,West,Not leaning towards specific party,0.57109,2728,4581,0.55676,0.58543
2013,Rural regions,West,SPD,0.13727,619,4581,0.12730,0.14724
2013,Rural regions,West,CDU/CSU,0.20627,925,4581,0.19455,0.21798
2013,Rural regions,West,Bündnis90/Grüne,0.05340,262,4581,0.04689,0.05991
2013,Rural regions,West,Others,0.01280,47,4581,0.00955,0.01606
2013,Rural regions,East,Not leaning towards specific party,0.68468,2167,3072,0.66825,0.70112
2013,Rural regions,East,SPD,0.06274,210,3072,0.05416,0.07131
2013,Rural regions,East,CDU/CSU,0.13654,413,3072,0.12440,0.14868
2013,Rural regions,East,Bündnis90/Grüne,0.01705,59,3072,0.01248,0.02163
2013,Rural regions,East,PDS/Linke,0.07270,223,3072,0.06352,0.08189
2014,Urban regions,West,Not leaning towards specific party,0.50534,8250,15473,0.49746,0.51321
2014,Urban regions,West,SPD,0.16538,2302,15473,0.15953,0.17124
2014,Urban regions,West,CDU/CSU,0.19661,2829,15473,0.19034,0.20287
2014,Urban regions,West,FDP,0.01262,210,15473,0.01086,0.01438
2014,Urban regions,West,Bündnis90/Grüne,0.07478,1214,15473,0.07064,0.07893
2014,Urban regions,West,PDS/Linke,0.01891,319,15473,0.01676,0.02106
2014,Urban regions,West,Far right parties,0.00321,38,15473,0.00232,0.00411
2014,Urban regions,West,AfD,0.00732,123,15473,0.00598,0.00866
2014,Urban regions,West,Others,0.00813,124,15473,0.00671,0.00954
2014,Urban regions,West,Party combinations,0.00770,64,15473,0.00632,0.00907
2014,Urban regions,East,Not leaning towards specific party,0.54822,1069,1838,0.52546,0.57098
2014,Urban regions,East,SPD,0.13160,225,1838,0.11614,0.14706
2014,Urban regions,East,CDU/CSU,0.11543,236,1838,0.10082,0.13005
2014,Urban regions,East,Bündnis90/Grüne,0.05435,121,1838,0.04399,0.06472
2014,Urban regions,East,PDS/Linke,0.11097,187,1838,0.09660,0.12533
2014,Rural regions,West,Not leaning towards specific party,0.52999,3173,5652,0.51698,0.54301
2014,Rural regions,West,SPD,0.15432,793,5652,0.14490,0.16374
2014,Rural regions,West,CDU/CSU,0.21908,1176,5652,0.20830,0.22987
2014,Rural regions,West,FDP,0.00803,36,5652,0.00570,0.01035
2014,Rural regions,West,Bündnis90/Grüne,0.05145,303,5652,0.04569,0.05721
2014,Rural regions,West,PDS/Linke,0.01230,76,5652,0.00943,0.01518
2014,Rural regions,West,AfD,0.00631,33,5652,0.00424,0.00837
2014,Rural regions,West,Others,0.01080,62,5652,0.00810,0.01349
2014,Rural regions,East,Not leaning towards specific party,0.63578,2318,3564,0.61998,0.65158
2014,Rural regions,East,SPD,0.06558,245,3564,0.05746,0.07371
2014,Rural regions,East,CDU/CSU,0.15558,536,3564,0.14368,0.16748
2014,Rural regions,East,FDP,0.00801,38,3564,0.00508,0.01094
2014,Rural regions,East,Bündnis90/Grüne,0.01262,65,3564,0.00896,0.01629
2014,Rural regions,East,PDS/Linke,0.09622,329,3564,0.08654,0.10591
2014,Rural regions,East,AfD,0.00825,33,3564,0.00528,0.01122
2015,Urban regions,West,Not leaning towards specific party,0.54851,9134,15362,0.54064,0.55638
2015,Urban regions,West,SPD,0.14479,1949,15362,0.13923,0.15036
2015,Urban regions,West,CDU/CSU,0.18322,2453,15362,0.17710,0.18934
2015,Urban regions,West,FDP,0.01270,200,15362,0.01093,0.01447
2015,Urban regions,West,Bündnis90/Grüne,0.06990,1038,15362,0.06587,0.07394
2015,Urban regions,West,PDS/Linke,0.01530,273,15362,0.01336,0.01724
2015,Urban regions,West,Far right parties,0.00234,34,15362,0.00157,0.00310
2015,Urban regions,West,AfD,0.01051,129,15362,0.00890,0.01212
2015,Urban regions,West,Others,0.00695,91,15362,0.00564,0.00826
2015,Urban regions,West,Party combinations,0.00577,61,15362,0.00457,0.00697
2015,Urban regions,East,Not leaning towards specific party,0.58233,1145,1839,0.55978,0.60487
2015,Urban regions,East,SPD,0.09672,186,1839,0.08321,0.11024
2015,Urban regions,East,CDU/CSU,0.10411,195,1839,0.09014,0.11807
2015,Urban regions,East,Bündnis90/Grüne,0.04482,102,1839,0.03536,0.05428
2015,Urban regions,East,PDS/Linke,0.10986,175,1839,0.09557,0.12416
2015,Urban regions,East,AfD,0.02670,36,1839,0.01933,0.03407
2015,Rural regions,West,Not leaning towards specific party,0.57945,3530,5685,0.56662,0.59228
2015,Rural regions,West,SPD,0.12361,627,5685,0.11505,0.13216
2015,Rural regions,West,CDU/CSU,0.20717,1046,5685,0.19663,0.21771
2015,Rural regions,West,FDP,0.00679,35,5685,0.00466,0.00893
2015,Rural regions,West,Bündnis90/Grüne,0.04652,277,5685,0.04104,0.05199
2015,Rural regions,West,PDS/Linke,0.01076,84,5685,0.00808,0.01344
2015,Rural regions,West,AfD,0.01040,49,5685,0.00776,0.01303
2015,Rural regions,West,Others,0.00686,37,5685,0.00471,0.00901
2015,Rural regions,East,Not leaning towards specific party,0.68252,2364,3392,0.66685,0.69819
2015,Rural regions,East,SPD,0.05186,200,3392,0.04440,0.05932
2015,Rural regions,East,CDU/CSU,0.13041,426,3392,0.11908,0.14175
2015,Rural regions,East,Bündnis90/Grüne,0.01113,54,3392,0.00760,0.01466
2015,Rural regions,East,PDS/Linke,0.08438,289,3392,0.07502,0.09373
2015,Rural regions,East,AfD,0.01964,59,3392,0.01497,0.02431
2016,Urban regions,West,Not leaning towards specific party,0.56482,8149,13828,0.55656,0.57309
2016,Urban regions,West,SPD,0.12776,1634,13828,0.12220,0.13333
2016,Urban regions,West,CDU/CSU,0.16644,2171,13828,0.16023,0.17265
2016,Urban regions,West,FDP,0.01550,211,13828,0.01344,0.01756
2016,Urban regions,West,Bündnis90/Grüne,0.07830,1058,13828,0.07382,0.08278
2016,Urban regions,West,PDS/Linke,0.01617,240,13828,0.01406,0.01827
2016,Urban regions,West,AfD,0.01755,229,13828,0.01536,0.01974
2016,Urban regions,West,Others,0.00767,90,13828,0.00621,0.00912
2016,Urban regions,West,Party combinations,0.00308,46,13828,0.00215,0.00400
2016,Urban regions,East,Not leaning towards specific party,0.61495,1077,1707,0.59186,0.63804
2016,Urban regions,East,SPD,0.07357,138,1707,0.06118,0.08596
2016,Urban regions,East,CDU/CSU,0.09128,173,1707,0.07761,0.10495
2016,Urban regions,East,Bündnis90/Grüne,0.04098,91,1707,0.03157,0.05038
2016,Urban regions,East,PDS/Linke,0.10775,170,1707,0.09304,0.12246
2016,Urban regions,East,AfD,0.04556,58,1707,0.03566,0.05545
2016,Rural regions,West,Not leaning towards specific party,0.58519,3146,5149,0.57173,0.59865
2016,Rural regions,West,SPD,0.11285,532,5149,0.10421,0.12149
2016,Rural regions,West,CDU/CSU,0.19972,943,5149,0.18880,0.21064
2016,Rural regions,West,FDP,0.00655,36,5149,0.00434,0.00875
2016,Rural regions,West,Bündnis90/Grüne,0.05290,294,5149,0.04679,0.05902
2016,Rural regions,West,PDS/Linke,0.01245,70,5149,0.00942,0.01548
2016,Rural regions,West,AfD,0.01597,94,5149,0.01255,0.01940
2016,Rural regions,West,Others,0.00768,34,5149,0.00530,0.01007
2016,Rural regions,East,Not leaning towards specific party,0.70047,2249,3179,0.68454,0.71639
2016,Rural regions,East,SPD,0.04844,160,3179,0.04097,0.05590
2016,Rural regions,East,CDU/CSU,0.11277,366,3179,0.10177,0.12376
2016,Rural regions,East,Bündnis90/Grüne,0.01032,51,3179,0.00680,0.01383
2016,Rural regions,East,PDS/Linke,0.06309,220,3179,0.05464,0.07154
2016,Rural regions,East,AfD,0.04339,133,3179,0.03630,0.05047
2017,Urban regions,West,Not leaning towards specific party,0.55598,9691,16346,0.54836,0.56359
2017,Urban regions,West,SPD,0.14973,2066,16346,0.14426,0.15520
2017,Urban regions,West,CDU/CSU,0.16144,2580,16346,0.15580,0.16708
2017,Urban regions,West,FDP,0.02053,310,16346,0.01836,0.02271
2017,Urban regions,West,Bündnis90/Grüne,0.05648,960,16346,0.05294,0.06002
2017,Urban regions,West,PDS/Linke,0.02357,332,16346,0.02124,0.02589
2017,Urban regions,West,Far right parties,0.00193,35,16346,0.00126,0.00260
2017,Urban regions,West,AfD,0.02023,243,16346,0.01807,0.02239
2017,Urban regions,West,Others,0.00557,81,16346,0.00442,0.00671
2017,Urban regions,West,Party combinations,0.00454,48,16346,0.00351,0.00557
2017,Urban regions,East,Not leaning towards specific party,0.61345,1321,2016,0.59219,0.63472
2017,Urban regions,East,SPD,0.09567,175,2016,0.08283,0.10851
2017,Urban regions,East,CDU/CSU,0.08770,199,2016,0.07535,0.10005
2017,Urban regions,East,Bündnis90/Grüne,0.03790,87,2016,0.02956,0.04624
2017,Urban regions,East,PDS/Linke,0.09625,172,2016,0.08337,0.10913
2017,Urban regions,East,AfD,0.04212,62,2016,0.03335,0.05089
2017,Rural regions,West,Not leaning towards specific party,0.58510,3734,5951,0.57258,0.59762
2017,Rural regions,West,SPD,0.13156,690,5951,0.12297,0.14014
