year,quintil_oecd,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,3rd Quintile,Urban regions,Bündnis90/Grüne,0.03519,84,1658,0.02631,0.04406
1993,3rd Quintile,Rural regions,Not leaning towards specific party,0.49380,639,907,0.46124,0.52635
1993,3rd Quintile,Rural regions,SPD,0.12681,134,907,0.10514,0.14848
1993,3rd Quintile,Rural regions,CDU/CSU,0.14037,134,907,0.11775,0.16299
1993,4th Quintile,Urban regions,Not leaning towards specific party,0.46663,1111,1784,0.44348,0.48979
1993,4th Quintile,Urban regions,SPD,0.16770,355,1784,0.15036,0.18504
1993,4th Quintile,Urban regions,CDU/CSU,0.13766,246,1784,0.12167,0.15365
1993,4th Quintile,Urban regions,Bündnis90/Grüne,0.04184,72,1784,0.03255,0.05113
1993,4th Quintile,Rural regions,Not leaning towards specific party,0.44525,438,683,0.40795,0.48255
1993,4th Quintile,Rural regions,SPD,0.16949,121,683,0.14133,0.19765
1993,4th Quintile,Rural regions,CDU/CSU,0.16141,124,683,0.13380,0.18903
1993,5th Quintile,Urban regions,Not leaning towards specific party,0.40992,962,1886,0.38772,0.43213
1993,5th Quintile,Urban regions,SPD,0.19207,391,1886,0.17428,0.20985
1993,5th Quintile,Urban regions,CDU/CSU,0.20348,380,1886,0.18531,0.22166
1993,5th Quintile,Urban regions,FDP,0.03756,73,1886,0.02898,0.04614
1993,5th Quintile,Urban regions,Bündnis90/Grüne,0.03462,80,1886,0.02636,0.04287
1993,5th Quintile,Rural regions,Not leaning towards specific party,0.39117,235,409,0.34381,0.43852
1993,5th Quintile,Rural regions,SPD,0.13481,66,409,0.10167,0.16795
1993,5th Quintile,Rural regions,CDU/CSU,0.26714,108,409,0.22420,0.31007
1994,1st Quintile,Urban regions,Not leaning towards specific party,0.47076,1049,1486,0.44537,0.49615
1994,1st Quintile,Urban regions,SPD,0.14669,265,1486,0.12870,0.16469
1994,1st Quintile,Urban regions,CDU/CSU,0.08194,118,1486,0.06799,0.09589
1994,1st Quintile,Urban regions,Bündnis90/Grüne,0.02822,54,1486,0.01980,0.03665
1994,1st Quintile,Rural regions,Not leaning towards specific party,0.54420,730,925,0.51209,0.57632
1994,1st Quintile,Rural regions,SPD,0.10867,95,925,0.08860,0.12874
1994,1st Quintile,Rural regions,CDU/CSU,0.08764,100,925,0.06941,0.10588
1994,2nd Quintile,Urban regions,Not leaning towards specific party,0.44549,1024,1566,0.42087,0.47012
1994,2nd Quintile,Urban regions,SPD,0.18126,341,1566,0.16217,0.20034
1994,2nd Quintile,Urban regions,CDU/CSU,0.10453,159,1566,0.08938,0.11969
1994,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02104,42,1566,0.01393,0.02815
1994,2nd Quintile,Rural regions,Not leaning towards specific party,0.47438,704,978,0.44307,0.50569
1994,2nd Quintile,Rural regions,SPD,0.11833,142,978,0.09808,0.13859
1994,2nd Quintile,Rural regions,CDU/CSU,0.13250,132,978,0.11124,0.15376
1994,3rd Quintile,Urban regions,Not leaning towards specific party,0.39800,948,1601,0.37401,0.42198
1994,3rd Quintile,Urban regions,SPD,0.22071,381,1601,0.20038,0.24103
1994,3rd Quintile,Urban regions,CDU/CSU,0.12146,200,1601,0.10545,0.13747
1994,3rd Quintile,Urban regions,Bündnis90/Grüne,0.03777,72,1601,0.02843,0.04711
1994,3rd Quintile,Rural regions,Not leaning towards specific party,0.49578,664,991,0.46464,0.52693
1994,3rd Quintile,Rural regions,SPD,0.13920,145,991,0.11764,0.16076
1994,3rd Quintile,Rural regions,CDU/CSU,0.13569,146,991,0.11436,0.15703
1994,3rd Quintile,Rural regions,PDS/Linke,0.02150,36,991,0.01247,0.03054
1994,4th Quintile,Urban regions,Not leaning towards specific party,0.42351,984,1692,0.39996,0.44706
1994,4th Quintile,Urban regions,SPD,0.19160,387,1692,0.17284,0.21035
1994,4th Quintile,Urban regions,CDU/CSU,0.14935,241,1692,0.13236,0.16634
1994,4th Quintile,Urban regions,Bündnis90/Grüne,0.04497,80,1692,0.03509,0.05485
1994,4th Quintile,Rural regions,Not leaning towards specific party,0.47200,470,709,0.43523,0.50877
1994,4th Quintile,Rural regions,SPD,0.16559,138,709,0.13821,0.19297
1994,4th Quintile,Rural regions,CDU/CSU,0.12813,101,709,0.10351,0.15275
1994,5th Quintile,Urban regions,Not leaning towards specific party,0.38041,872,1833,0.35818,0.40264
1994,5th Quintile,Urban regions,SPD,0.20252,417,1833,0.18412,0.22093
1994,5th Quintile,Urban regions,CDU/CSU,0.23472,416,1833,0.21531,0.25413
1994,5th Quintile,Urban regions,FDP,0.02915,53,1833,0.02145,0.03685
1994,5th Quintile,Urban regions,Bündnis90/Grüne,0.03792,75,1833,0.02918,0.04667
1994,5th Quintile,Rural regions,Not leaning towards specific party,0.38183,276,501,0.33925,0.42442
1994,5th Quintile,Rural regions,SPD,0.16550,93,501,0.13292,0.19807
1994,5th Quintile,Rural regions,CDU/CSU,0.26679,132,501,0.22802,0.30555
1995,1st Quintile,Urban regions,Not leaning towards specific party,0.44254,1059,1566,0.41794,0.46715
1995,1st Quintile,Urban regions,SPD,0.13684,264,1566,0.11981,0.15387
1995,1st Quintile,Urban regions,CDU/CSU,0.10860,174,1566,0.09318,0.12402
1995,1st Quintile,Urban regions,Bündnis90/Grüne,0.03587,69,1566,0.02666,0.04509
1995,1st Quintile,Rural regions,Not leaning towards specific party,0.46360,633,870,0.43044,0.49675
1995,1st Quintile,Rural regions,SPD,0.10910,106,870,0.08837,0.12983
1995,1st Quintile,Rural regions,CDU/CSU,0.12082,131,870,0.09915,0.14249
1995,2nd Quintile,Urban regions,Not leaning towards specific party,0.40403,1062,1745,0.38100,0.42706
1995,2nd Quintile,Urban regions,SPD,0.19335,392,1745,0.17482,0.21189
1995,2nd Quintile,Urban regions,CDU/CSU,0.12100,217,1745,0.10569,0.13630
1995,2nd Quintile,Urban regions,Bündnis90/Grüne,0.03405,74,1745,0.02554,0.04256
1995,2nd Quintile,Rural regions,Not leaning towards specific party,0.45651,674,1039,0.42620,0.48681
1995,2nd Quintile,Rural regions,SPD,0.14943,166,1039,0.12774,0.17112
1995,2nd Quintile,Rural regions,CDU/CSU,0.13612,161,1039,0.11526,0.15698
1995,2nd Quintile,Rural regions,PDS/Linke,0.02387,38,1039,0.01459,0.03316
1995,3rd Quintile,Urban regions,Not leaning towards specific party,0.39370,910,1636,0.37002,0.41739
1995,3rd Quintile,Urban regions,SPD,0.23289,405,1636,0.21240,0.25338
1995,3rd Quintile,Urban regions,CDU/CSU,0.13119,241,1636,0.11482,0.14755
1995,3rd Quintile,Urban regions,Bündnis90/Grüne,0.04217,80,1636,0.03243,0.05191
1995,3rd Quintile,Rural regions,Not leaning towards specific party,0.41065,597,1022,0.38048,0.44083
1995,3rd Quintile,Rural regions,SPD,0.14978,169,1022,0.12789,0.17167
1995,3rd Quintile,Rural regions,CDU/CSU,0.15076,172,1022,0.12881,0.17271
1995,3rd Quintile,Rural regions,Bündnis90/Grüne,0.03108,32,1022,0.02044,0.04173
1995,3rd Quintile,Rural regions,PDS/Linke,0.03363,52,1022,0.02257,0.04468
1995,4th Quintile,Urban regions,Not leaning towards specific party,0.38130,906,1718,0.35833,0.40428
1995,4th Quintile,Urban regions,SPD,0.20448,390,1718,0.18540,0.22355
1995,4th Quintile,Urban regions,CDU/CSU,0.18293,306,1718,0.16464,0.20122
1995,4th Quintile,Urban regions,Bündnis90/Grüne,0.04243,83,1718,0.03289,0.05196
1995,4th Quintile,Urban regions,PDS/Linke,0.00943,33,1718,0.00486,0.01400
1995,4th Quintile,Rural regions,Not leaning towards specific party,0.45245,508,852,0.41901,0.48589
1995,4th Quintile,Rural regions,SPD,0.15063,122,852,0.12660,0.17466
1995,4th Quintile,Rural regions,CDU/CSU,0.19711,191,852,0.17038,0.22383
1995,4th Quintile,Rural regions,PDS/Linke,0.02921,31,852,0.01789,0.04052
1995,5th Quintile,Urban regions,Not leaning towards specific party,0.35585,796,1827,0.33389,0.37781
1995,5th Quintile,Urban regions,SPD,0.17929,375,1827,0.16169,0.19688
1995,5th Quintile,Urban regions,CDU/CSU,0.26227,475,1827,0.24209,0.28244
1995,5th Quintile,Urban regions,FDP,0.02024,41,1827,0.01378,0.02669
1995,5th Quintile,Urban regions,Bündnis90/Grüne,0.07061,140,1827,0.05886,0.08236
1995,5th Quintile,Rural regions,Not leaning towards specific party,0.33277,279,557,0.29360,0.37194
1995,5th Quintile,Rural regions,SPD,0.18869,106,557,0.15617,0.22121
1995,5th Quintile,Rural regions,CDU/CSU,0.29268,172,557,0.25486,0.33050
1996,1st Quintile,Urban regions,Not leaning towards specific party,0.46726,1159,1631,0.44304,0.49148
1996,1st Quintile,Urban regions,SPD,0.12434,249,1631,0.10832,0.14036
1996,1st Quintile,Urban regions,CDU/CSU,0.09759,152,1631,0.08318,0.11200
1996,1st Quintile,Urban regions,Bündnis90/Grüne,0.04094,71,1631,0.03132,0.05056
1996,1st Quintile,Rural regions,Not leaning towards specific party,0.51969,639,845,0.48598,0.55340
1996,1st Quintile,Rural regions,SPD,0.07429,78,845,0.05660,0.09198
1996,1st Quintile,Rural regions,CDU/CSU,0.11987,128,845,0.09795,0.14178
1996,2nd Quintile,Urban regions,Not leaning towards specific party,0.43773,1062,1649,0.41377,0.46168
1996,2nd Quintile,Urban regions,SPD,0.16100,302,1649,0.14326,0.17875
1996,2nd Quintile,Urban regions,CDU/CSU,0.13268,227,1649,0.11630,0.14906
1996,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02950,58,1649,0.02133,0.03767
1996,2nd Quintile,Rural regions,Not leaning towards specific party,0.48006,641,900,0.44740,0.51272
1996,2nd Quintile,Rural regions,SPD,0.08696,92,900,0.06854,0.10538
1996,2nd Quintile,Rural regions,CDU/CSU,0.13722,134,900,0.11473,0.15971
1996,2nd Quintile,Rural regions,PDS/Linke,0.02100,33,900,0.01163,0.03038
1996,3rd Quintile,Urban regions,Not leaning towards specific party,0.41277,908,1519,0.38800,0.43754
1996,3rd Quintile,Urban regions,SPD,0.19976,325,1519,0.17965,0.21987
1996,3rd Quintile,Urban regions,CDU/CSU,0.12456,205,1519,0.10795,0.14117
1996,3rd Quintile,Urban regions,Bündnis90/Grüne,0.04622,81,1519,0.03566,0.05678
1996,3rd Quintile,Rural regions,Not leaning towards specific party,0.44460,655,1099,0.41521,0.47399
1996,3rd Quintile,Rural regions,SPD,0.15086,168,1099,0.12969,0.17203
1996,3rd Quintile,Rural regions,CDU/CSU,0.16509,191,1099,0.14313,0.18705
1996,3rd Quintile,Rural regions,Bündnis90/Grüne,0.02454,33,1099,0.01539,0.03369
1996,3rd Quintile,Rural regions,PDS/Linke,0.03201,52,1099,0.02160,0.04242
1996,4th Quintile,Urban regions,Not leaning towards specific party,0.39265,944,1722,0.36958,0.41573
1996,4th Quintile,Urban regions,SPD,0.17392,332,1722,0.15601,0.19183
1996,4th Quintile,Urban regions,CDU/CSU,0.20544,348,1722,0.18635,0.22453
1996,4th Quintile,Urban regions,Bündnis90/Grüne,0.04982,98,1722,0.03954,0.06009
1996,4th Quintile,Rural regions,Not leaning towards specific party,0.42805,503,864,0.39504,0.46106
1996,4th Quintile,Rural regions,SPD,0.13586,121,864,0.11300,0.15872
1996,4th Quintile,Rural regions,CDU/CSU,0.20358,196,864,0.17672,0.23045
1996,4th Quintile,Rural regions,PDS/Linke,0.03843,44,864,0.02560,0.05125
1996,5th Quintile,Urban regions,Not leaning towards specific party,0.36618,770,1766,0.34370,0.38865
1996,5th Quintile,Urban regions,SPD,0.17318,363,1766,0.15552,0.19083
1996,5th Quintile,Urban regions,CDU/CSU,0.25451,452,1766,0.23419,0.27483
1996,5th Quintile,Urban regions,FDP,0.02915,46,1766,0.02131,0.03700
1996,5th Quintile,Urban regions,Bündnis90/Grüne,0.06471,135,1766,0.05323,0.07619
1996,5th Quintile,Rural regions,Not leaning towards specific party,0.36638,309,579,0.32710,0.40566
1996,5th Quintile,Rural regions,SPD,0.16106,105,579,0.13109,0.19102
1996,5th Quintile,Rural regions,CDU/CSU,0.28841,165,579,0.25147,0.32534
1997,1st Quintile,Urban regions,Not leaning towards specific party,0.48232,1096,1527,0.45725,0.50739
1997,1st Quintile,Urban regions,SPD,0.13698,228,1527,0.11973,0.15423
1997,1st Quintile,Urban regions,CDU/CSU,0.09678,163,1527,0.08194,0.11161
1997,1st Quintile,Urban regions,Bündnis90/Grüne,0.02355,40,1527,0.01594,0.03116
1997,1st Quintile,Rural regions,Not leaning towards specific party,0.49407,596,770,0.45873,0.52941
1997,1st Quintile,Rural regions,SPD,0.09443,76,770,0.07376,0.11510
1997,1st Quintile,Rural regions,CDU/CSU,0.11000,98,770,0.08789,0.13212
1997,2nd Quintile,Urban regions,Not leaning towards specific party,0.45810,1094,1637,0.43395,0.48224
1997,2nd Quintile,Urban regions,SPD,0.18027,311,1637,0.16164,0.19889
1997,2nd Quintile,Urban regions,CDU/CSU,0.10150,176,1637,0.08687,0.11613
1997,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02701,56,1637,0.01915,0.03486
1997,2nd Quintile,Rural regions,Not leaning towards specific party,0.49024,727,1004,0.45930,0.52118
1997,2nd Quintile,Rural regions,SPD,0.12738,144,1004,0.10675,0.14802
1997,2nd Quintile,Rural regions,CDU/CSU,0.12171,133,1004,0.10148,0.14195
1997,3rd Quintile,Urban regions,Not leaning towards specific party,0.42415,927,1549,0.39953,0.44877
1997,3rd Quintile,Urban regions,SPD,0.20085,339,1549,0.18090,0.22081
1997,3rd Quintile,Urban regions,CDU/CSU,0.13302,214,1549,0.11610,0.14994
1997,3rd Quintile,Urban regions,Bündnis90/Grüne,0.03530,69,1549,0.02611,0.04450
1997,3rd Quintile,Rural regions,Not leaning towards specific party,0.46515,666,964,0.43365,0.49665
1997,3rd Quintile,Rural regions,SPD,0.12064,117,964,0.10007,0.14121
1997,3rd Quintile,Rural regions,CDU/CSU,0.14225,150,964,0.12018,0.16431
1997,3rd Quintile,Rural regions,PDS/Linke,0.01897,31,964,0.01035,0.02759
1997,4th Quintile,Urban regions,Not leaning towards specific party,0.42696,989,1709,0.40351,0.45042
1997,4th Quintile,Urban regions,SPD,0.16755,330,1709,0.14984,0.18526
1997,4th Quintile,Urban regions,CDU/CSU,0.16397,283,1709,0.14641,0.18153
1997,4th Quintile,Urban regions,Bündnis90/Grüne,0.06151,107,1709,0.05012,0.07291
1997,4th Quintile,Rural regions,Not leaning towards specific party,0.44498,505,843,0.41141,0.47854
1997,4th Quintile,Rural regions,SPD,0.16387,137,843,0.13887,0.18888
1997,4th Quintile,Rural regions,CDU/CSU,0.19264,157,843,0.16600,0.21927
1997,4th Quintile,Rural regions,PDS/Linke,0.03617,44,843,0.02355,0.04878
1997,5th Quintile,Urban regions,Not leaning towards specific party,0.36553,796,1720,0.34277,0.38830
1997,5th Quintile,Urban regions,SPD,0.18097,346,1720,0.16277,0.19917
1997,5th Quintile,Urban regions,CDU/CSU,0.25292,422,1720,0.23237,0.27347
1997,5th Quintile,Urban regions,FDP,0.02222,39,1720,0.01525,0.02919
1997,5th Quintile,Urban regions,Bündnis90/Grüne,0.05913,117,1720,0.04798,0.07028
1997,5th Quintile,Rural regions,Not leaning towards specific party,0.39656,355,601,0.35741,0.43570
1997,5th Quintile,Rural regions,SPD,0.17781,106,601,0.14722,0.20841
1997,5th Quintile,Rural regions,CDU/CSU,0.24869,140,601,0.21410,0.28327
1998,1st Quintile,Urban regions,Not leaning towards specific party,0.49614,1128,1535,0.47112,0.52116
1998,1st Quintile,Urban regions,SPD,0.13556,252,1535,0.11843,0.15269
1998,1st Quintile,Urban regions,CDU/CSU,0.07015,110,1535,0.05737,0.08293
1998,1st Quintile,Urban regions,Bündnis90/Grüne,0.03000,45,1535,0.02146,0.03853
1998,1st Quintile,Rural regions,Not leaning towards specific party,0.50293,565,732,0.46668,0.53918
1998,1st Quintile,Rural regions,SPD,0.10341,80,732,0.08134,0.12549
1998,1st Quintile,Rural regions,CDU/CSU,0.09985,87,732,0.07812,0.12159
1998,2nd Quintile,Urban regions,Not leaning towards specific party,0.42432,966,1481,0.39914,0.44950
1998,2nd Quintile,Urban regions,SPD,0.18937,312,1481,0.16941,0.20933
1998,2nd Quintile,Urban regions,CDU/CSU,0.10508,158,1481,0.08946,0.12070
1998,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02583,45,1481,0.01775,0.03392
1998,2nd Quintile,Rural regions,Not leaning towards specific party,0.52484,688,895,0.49211,0.55758
1998,2nd Quintile,Rural regions,SPD,0.09438,109,895,0.07521,0.11354
1998,2nd Quintile,Rural regions,CDU/CSU,0.09938,98,895,0.07977,0.11899
1998,3rd Quintile,Urban regions,Not leaning towards specific party,0.38906,838,1474,0.36416,0.41396
1998,3rd Quintile,Urban regions,SPD,0.22324,350,1474,0.20197,0.24450
1998,3rd Quintile,Urban regions,CDU/CSU,0.14256,223,1474,0.12470,0.16041
1998,3rd Quintile,Urban regions,Bündnis90/Grüne,0.03657,63,1474,0.02698,0.04615
1998,3rd Quintile,Rural regions,Not leaning towards specific party,0.49418,688,1005,0.46325,0.52510
1998,3rd Quintile,Rural regions,SPD,0.14934,150,1005,0.12729,0.17138
1998,3rd Quintile,Rural regions,CDU/CSU,0.13568,134,1005,0.11450,0.15686
1998,3rd Quintile,Rural regions,PDS/Linke,0.01995,33,1005,0.01130,0.02860
1998,4th Quintile,Urban regions,Not leaning towards specific party,0.43326,913,1635,0.40923,0.45729
1998,4th Quintile,Urban regions,SPD,0.20631,387,1635,0.18669,0.22593
1998,4th Quintile,Urban regions,CDU/CSU,0.15110,250,1635,0.13373,0.16846
1998,4th Quintile,Urban regions,Bündnis90/Grüne,0.05003,85,1635,0.03946,0.06060
1998,4th Quintile,Rural regions,Not leaning towards specific party,0.43900,510,881,0.40621,0.47178
1998,4th Quintile,Rural regions,SPD,0.16977,146,881,0.14497,0.19458
1998,4th Quintile,Rural regions,CDU/CSU,0.16454,153,881,0.14004,0.18903
1998,4th Quintile,Rural regions,Bündnis90/Grüne,0.03004,31,881,0.01876,0.04131
1998,4th Quintile,Rural regions,PDS/Linke,0.03791,41,881,0.02529,0.05052
1998,5th Quintile,Urban regions,Not leaning towards specific party,0.36845,742,1613,0.34490,0.39200
1998,5th Quintile,Urban regions,SPD,0.17593,337,1613,0.15735,0.19452
1998,5th Quintile,Urban regions,CDU/CSU,0.23441,372,1613,0.21373,0.25509
1998,5th Quintile,Urban regions,FDP,0.02965,45,1613,0.02137,0.03794
1998,5th Quintile,Urban regions,Bündnis90/Grüne,0.06060,117,1613,0.04895,0.07225
1998,5th Quintile,Rural regions,Not leaning towards specific party,0.35194,334,582,0.31311,0.39077
1998,5th Quintile,Rural regions,SPD,0.20191,112,582,0.16927,0.23455
1998,5th Quintile,Rural regions,CDU/CSU,0.24604,136,582,0.21102,0.28106
1999,1st Quintile,Urban regions,Not leaning towards specific party,0.46190,1101,1601,0.43747,0.48633
1999,1st Quintile,Urban regions,SPD,0.14387,296,1601,0.12668,0.16107
1999,1st Quintile,Urban regions,CDU/CSU,0.08902,154,1601,0.07507,0.10298
1999,1st Quintile,Urban regions,Bündnis90/Grüne,0.02716,50,1601,0.01919,0.03512
1999,1st Quintile,Rural regions,Not leaning towards specific party,0.44939,614,866,0.41624,0.48254
1999,1st Quintile,Rural regions,SPD,0.12086,128,866,0.09914,0.14258
1999,1st Quintile,Rural regions,CDU/CSU,0.12276,124,866,0.10089,0.14463
1999,2nd Quintile,Urban regions,Not leaning towards specific party,0.43402,1019,1669,0.41023,0.45781
1999,2nd Quintile,Urban regions,SPD,0.18608,365,1669,0.16740,0.20476
1999,2nd Quintile,Urban regions,CDU/CSU,0.12801,232,1669,0.11198,0.14405
1999,2nd Quintile,Urban regions,Bündnis90/Grüne,0.03035,53,1669,0.02212,0.03859
1999,2nd Quintile,Rural regions,Not leaning towards specific party,0.44322,685,1081,0.41359,0.47284
1999,2nd Quintile,Rural regions,SPD,0.15666,195,1081,0.13498,0.17834
1999,2nd Quintile,Rural regions,CDU/CSU,0.14069,165,1081,0.11995,0.16143
1999,2nd Quintile,Rural regions,PDS/Linke,0.01932,36,1081,0.01111,0.02753
1999,3rd Quintile,Urban regions,Not leaning towards specific party,0.40152,927,1647,0.37784,0.42520
1999,3rd Quintile,Urban regions,SPD,0.20646,383,1647,0.18691,0.22601
1999,3rd Quintile,Urban regions,CDU/CSU,0.16750,284,1647,0.14946,0.18554
1999,3rd Quintile,Urban regions,Bündnis90/Grüne,0.02657,53,1647,0.01880,0.03434
1999,3rd Quintile,Rural regions,Not leaning towards specific party,0.43445,640,1056,0.40454,0.46436
1999,3rd Quintile,Rural regions,SPD,0.15131,179,1056,0.12969,0.17294
1999,3rd Quintile,Rural regions,CDU/CSU,0.14314,180,1056,0.12200,0.16427
1999,3rd Quintile,Rural regions,PDS/Linke,0.03994,57,1056,0.02812,0.05176
1999,4th Quintile,Urban regions,Not leaning towards specific party,0.35834,868,1823,0.33632,0.38036
1999,4th Quintile,Urban regions,SPD,0.24403,495,1823,0.22431,0.26375
1999,4th Quintile,Urban regions,CDU/CSU,0.18186,346,1823,0.16415,0.19957
1999,4th Quintile,Urban regions,Bündnis90/Grüne,0.03446,76,1823,0.02608,0.04283
1999,4th Quintile,Urban regions,PDS/Linke,0.01430,38,1823,0.00885,0.01976
1999,4th Quintile,Rural regions,Not leaning towards specific party,0.44094,495,853,0.40760,0.47428
1999,4th Quintile,Rural regions,SPD,0.15229,145,853,0.12817,0.17642
1999,4th Quintile,Rural regions,CDU/CSU,0.19927,173,853,0.17245,0.22610
1999,4th Quintile,Rural regions,PDS/Linke,0.03606,40,853,0.02354,0.04857
1999,5th Quintile,Urban regions,Not leaning towards specific party,0.33666,761,1835,0.31503,0.35828
1999,5th Quintile,Urban regions,SPD,0.18018,392,1835,0.16259,0.19777
1999,5th Quintile,Urban regions,CDU/CSU,0.27651,533,1835,0.25604,0.29698
1999,5th Quintile,Urban regions,FDP,0.03338,56,1835,0.02516,0.04160
1999,5th Quintile,Urban regions,Bündnis90/Grüne,0.03851,93,1835,0.02971,0.04732
1999,5th Quintile,Rural regions,Not leaning towards specific party,0.30421,287,648,0.26876,0.33966
1999,5th Quintile,Rural regions,SPD,0.23760,161,648,0.20481,0.27040
1999,5th Quintile,Rural regions,CDU/CSU,0.29588,200,648,0.26071,0.33105
2000,1st Quintile,Urban regions,Not leaning towards specific party,0.49498,1114,1524,0.46987,0.52009
2000,1st Quintile,Urban regions,SPD,0.13535,266,1524,0.11817,0.15253
2000,1st Quintile,Urban regions,CDU/CSU,0.08029,144,1524,0.06664,0.09394
2000,1st Quintile,Rural regions,Not leaning towards specific party,0.49335,668,935,0.46129,0.52542
2000,1st Quintile,Rural regions,SPD,0.11625,108,935,0.09570,0.13681
2000,1st Quintile,Rural regions,CDU/CSU,0.10656,123,935,0.08678,0.12635
2000,1st Quintile,Rural regions,PDS/Linke,0.03016,36,935,0.01919,0.04112
2000,2nd Quintile,Urban regions,Not leaning towards specific party,0.43102,1013,1642,0.40706,0.45498
2000,2nd Quintile,Urban regions,SPD,0.18609,371,1642,0.16726,0.20492
2000,2nd Quintile,Urban regions,CDU/CSU,0.10574,209,1642,0.09086,0.12062
2000,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02595,49,1642,0.01826,0.03365
2000,2nd Quintile,Rural regions,Not leaning towards specific party,0.48054,650,992,0.44943,0.51165
2000,2nd Quintile,Rural regions,SPD,0.13776,162,992,0.11630,0.15922
2000,2nd Quintile,Rural regions,CDU/CSU,0.11836,143,992,0.09825,0.13847
2000,2nd Quintile,Rural regions,PDS/Linke,0.02611,37,992,0.01618,0.03604
2000,3rd Quintile,Urban regions,Not leaning towards specific party,0.43102,903,1585,0.40663,0.45541
2000,3rd Quintile,Urban regions,SPD,0.19359,352,1585,0.17413,0.21305
2000,3rd Quintile,Urban regions,CDU/CSU,0.14015,248,1585,0.12305,0.15724
2000,3rd Quintile,Urban regions,Bündnis90/Grüne,0.02967,50,1585,0.02131,0.03802
2000,3rd Quintile,Urban regions,PDS/Linke,0.01345,32,1585,0.00778,0.01912
2000,3rd Quintile,Rural regions,Not leaning towards specific party,0.47107,677,1070,0.44115,0.50100
2000,3rd Quintile,Rural regions,SPD,0.14312,172,1070,0.12213,0.16412
2000,3rd Quintile,Rural regions,CDU/CSU,0.14277,171,1070,0.12180,0.16374
2000,3rd Quintile,Rural regions,PDS/Linke,0.03578,50,1070,0.02465,0.04692
2000,4th Quintile,Urban regions,Not leaning towards specific party,0.42199,960,1770,0.39898,0.44501
2000,4th Quintile,Urban regions,SPD,0.20961,415,1770,0.19064,0.22857
2000,4th Quintile,Urban regions,CDU/CSU,0.14739,293,1770,0.13087,0.16391
2000,4th Quintile,Urban regions,Bündnis90/Grüne,0.03907,71,1770,0.03004,0.04810
2000,4th Quintile,Urban regions,PDS/Linke,0.01209,31,1770,0.00700,0.01718
2000,4th Quintile,Rural regions,Not leaning towards specific party,0.44878,491,836,0.41505,0.48252
2000,4th Quintile,Rural regions,SPD,0.11883,115,836,0.09688,0.14078
2000,4th Quintile,Rural regions,CDU/CSU,0.18624,181,836,0.15983,0.21265
2000,4th Quintile,Rural regions,PDS/Linke,0.04747,49,836,0.03305,0.06189
2000,5th Quintile,Urban regions,Not leaning towards specific party,0.36082,800,1811,0.33869,0.38294
2000,5th Quintile,Urban regions,SPD,0.20181,419,1811,0.18332,0.22030
2000,5th Quintile,Urban regions,CDU/CSU,0.23226,458,1811,0.21281,0.25171
2000,5th Quintile,Urban regions,FDP,0.03064,50,1811,0.02270,0.03857
2000,5th Quintile,Urban regions,Bündnis90/Grüne,0.03438,84,1811,0.02598,0.04277
2000,5th Quintile,Rural regions,Not leaning towards specific party,0.35719,301,594,0.31863,0.39576
2000,5th Quintile,Rural regions,SPD,0.18808,133,594,0.15663,0.21954
2000,5th Quintile,Rural regions,CDU/CSU,0.27948,160,594,0.24337,0.31560
2001,1st Quintile,Urban regions,Not leaning towards specific party,0.50477,1691,2373,0.48465,0.52489
2001,1st Quintile,Urban regions,SPD,0.12127,377,2373,0.10813,0.13441
2001,1st Quintile,Urban regions,CDU/CSU,0.08644,235,2373,0.07513,0.09775
2001,1st Quintile,Urban regions,Bündnis90/Grüne,0.02484,70,2373,0.01858,0.03110
2001,1st Quintile,Rural regions,Not leaning towards specific party,0.54273,1044,1370,0.51634,0.56912
2001,1st Quintile,Rural regions,SPD,0.08822,142,1370,0.07320,0.10325
2001,1st Quintile,Rural regions,CDU/CSU,0.09121,151,1370,0.07596,0.10646
2001,1st Quintile,Rural regions,PDS/Linke,0.01713,33,1370,0.01026,0.02401
2001,2nd Quintile,Urban regions,Not leaning towards specific party,0.46799,1627,2518,0.44850,0.48749
2001,2nd Quintile,Urban regions,SPD,0.16685,527,2518,0.15229,0.18142
2001,2nd Quintile,Urban regions,CDU/CSU,0.09408,305,2518,0.08268,0.10549
2001,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02121,59,2518,0.01558,0.02684
2001,2nd Quintile,Rural regions,Not leaning towards specific party,0.52053,1158,1670,0.49657,0.54450
2001,2nd Quintile,Rural regions,SPD,0.11037,210,1670,0.09534,0.12541
2001,2nd Quintile,Rural regions,CDU/CSU,0.12016,234,1670,0.10456,0.13576
2001,2nd Quintile,Rural regions,PDS/Linke,0.02449,68,1670,0.01708,0.03191
2001,3rd Quintile,Urban regions,Not leaning towards specific party,0.44246,1569,2775,0.42397,0.46094
2001,3rd Quintile,Urban regions,SPD,0.19382,628,2775,0.17911,0.20853
2001,3rd Quintile,Urban regions,CDU/CSU,0.13773,441,2775,0.12491,0.15056
