year,migback,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Direct migration background,West,Not leaning towards specific party,0.71104,1742,2383,0.69283,0.72924
2004,Direct migration background,West,SPD,0.10133,243,2383,0.08921,0.11345
2004,Direct migration background,West,CDU/CSU,0.14635,354,2383,0.13215,0.16054
2004,Direct migration background,West,Bündnis90/Grüne,0.02077,44,2383,0.01504,0.02649
2004,Direct migration background,East,Not leaning towards specific party,0.64973,67,67,0.53464,0.76483
2004,Indirect migration background,West,Not leaning towards specific party,0.72743,552,724,0.69497,0.75988
2004,Indirect migration background,West,SPD,0.11454,101,724,0.09133,0.13775
2004,Indirect migration background,West,CDU/CSU,0.08446,71,724,0.06419,0.10473
2005,No migration background,West,Not leaning towards specific party,0.50685,6094,12515,0.49809,0.51561
2005,No migration background,West,SPD,0.19324,2401,12515,0.18632,0.20016
2005,No migration background,West,CDU/CSU,0.21298,2786,12515,0.20580,0.22015
2005,No migration background,West,FDP,0.01840,289,12515,0.01605,0.02076
2005,No migration background,West,Bündnis90/Grüne,0.04914,704,12515,0.04535,0.05293
2005,No migration background,West,PDS/Linke,0.00349,46,12515,0.00246,0.00452
2005,No migration background,West,Far right parties,0.00645,71,12515,0.00505,0.00785
2005,No migration background,West,Others,0.00478,57,12515,0.00357,0.00599
2005,No migration background,West,Party combinations,0.00467,67,12515,0.00348,0.00587
2005,No migration background,East,Not leaning towards specific party,0.66264,3204,4846,0.64933,0.67595
2005,No migration background,East,SPD,0.09230,476,4846,0.08415,0.10045
2005,No migration background,East,CDU/CSU,0.10140,559,4846,0.09290,0.10990
2005,No migration background,East,FDP,0.01289,70,4846,0.00972,0.01607
2005,No migration background,East,Bündnis90/Grüne,0.02658,117,4846,0.02205,0.03111
2005,No migration background,East,PDS/Linke,0.07513,365,4846,0.06771,0.08255
2005,No migration background,East,Far right parties,0.01727,55,4846,0.01361,0.02094
2005,Direct migration background,West,Not leaning towards specific party,0.69776,1575,2224,0.67867,0.71685
2005,Direct migration background,West,SPD,0.12327,281,2224,0.10961,0.13694
2005,Direct migration background,West,CDU/CSU,0.13627,326,2224,0.12201,0.15053
2005,Direct migration background,West,Bündnis90/Grüne,0.02334,42,2224,0.01706,0.02962
2005,Direct migration background,East,Not leaning towards specific party,0.57957,58,58,0.45142,0.70772
2005,Indirect migration background,West,Not leaning towards specific party,0.76004,584,745,0.72936,0.79073
2005,Indirect migration background,West,SPD,0.11134,105,745,0.08874,0.13395
2005,Indirect migration background,West,CDU/CSU,0.06939,56,745,0.05113,0.08765
2006,No migration background,West,Not leaning towards specific party,0.46640,6055,13525,0.45799,0.47481
2006,No migration background,West,SPD,0.20537,2762,13525,0.19857,0.21218
2006,No migration background,West,CDU/CSU,0.22794,3264,13525,0.22087,0.23501
2006,No migration background,West,FDP,0.02440,372,13525,0.02180,0.02700
2006,No migration background,West,Bündnis90/Grüne,0.04763,739,13525,0.04404,0.05122
2006,No migration background,West,PDS/Linke,0.01106,134,13525,0.00930,0.01282
2006,No migration background,West,Far right parties,0.00705,79,13525,0.00564,0.00846
2006,No migration background,West,Others,0.00513,64,13525,0.00392,0.00633
2006,No migration background,West,Party combinations,0.00502,56,13525,0.00383,0.00621
2006,No migration background,East,Not leaning towards specific party,0.62394,3148,5078,0.61062,0.63727
2006,No migration background,East,SPD,0.10810,577,5078,0.09956,0.11664
2006,No migration background,East,CDU/CSU,0.11942,653,5078,0.11050,0.12834
2006,No migration background,East,FDP,0.01506,87,5078,0.01171,0.01841
2006,No migration background,East,Bündnis90/Grüne,0.02150,115,5078,0.01751,0.02549
2006,No migration background,East,PDS/Linke,0.09375,449,5078,0.08574,0.10177
2006,No migration background,East,Far right parties,0.01315,49,5078,0.01001,0.01628
2006,Direct migration background,West,Not leaning towards specific party,0.67949,1535,2206,0.66001,0.69897
2006,Direct migration background,West,SPD,0.15119,318,2206,0.13624,0.16614
2006,Direct migration background,West,CDU/CSU,0.12057,308,2206,0.10698,0.13416
2006,Direct migration background,West,Bündnis90/Grüne,0.02214,45,2206,0.01600,0.02828
2006,Direct migration background,East,Not leaning towards specific party,0.64380,70,70,0.53081,0.75680
2006,Indirect migration background,West,Not leaning towards specific party,0.71814,529,743,0.68577,0.75051
2006,Indirect migration background,West,SPD,0.12715,121,743,0.10318,0.15112
2006,Indirect migration background,West,CDU/CSU,0.06562,61,743,0.04780,0.08344
2006,Indirect migration background,West,Bündnis90/Grüne,0.05397,32,743,0.03771,0.07023
2006,Indirect migration background,East,Not leaning towards specific party,0.83755,35,35,0.71356,0.96154
2007,No migration background,West,Not leaning towards specific party,0.51824,6288,12653,0.50954,0.52695
2007,No migration background,West,SPD,0.18091,2307,12653,0.17421,0.18762
2007,No migration background,West,CDU/CSU,0.20612,2738,12653,0.19907,0.21317
2007,No migration background,West,FDP,0.02090,349,12653,0.01840,0.02339
2007,No migration background,West,Bündnis90/Grüne,0.04920,680,12653,0.04543,0.05297
2007,No migration background,West,PDS/Linke,0.00938,111,12653,0.00770,0.01106
2007,No migration background,West,Far right parties,0.00644,74,12653,0.00505,0.00783
2007,No migration background,West,Others,0.00450,57,12653,0.00333,0.00567
2007,No migration background,West,Party combinations,0.00431,49,12653,0.00317,0.00545
2007,No migration background,East,Not leaning towards specific party,0.66040,3255,4846,0.64706,0.67373
2007,No migration background,East,SPD,0.09765,466,4846,0.08929,0.10601
2007,No migration background,East,CDU/CSU,0.09222,493,4846,0.08408,0.10037
2007,No migration background,East,FDP,0.01499,76,4846,0.01157,0.01841
2007,No migration background,East,Bündnis90/Grüne,0.02801,112,4846,0.02336,0.03266
2007,No migration background,East,PDS/Linke,0.09127,406,4846,0.08316,0.09938
2007,No migration background,East,Far right parties,0.01076,38,4846,0.00785,0.01366
2007,Direct migration background,West,Not leaning towards specific party,0.73583,1457,1978,0.71640,0.75527
2007,Direct migration background,West,SPD,0.11587,236,1978,0.10176,0.12997
2007,Direct migration background,West,CDU/CSU,0.09945,244,1978,0.08626,0.11264
2007,Direct migration background,West,Bündnis90/Grüne,0.02234,41,1978,0.01582,0.02885
2007,Direct migration background,East,Not leaning towards specific party,0.72081,64,64,0.61003,0.83158
2007,Indirect migration background,West,Not leaning towards specific party,0.73409,530,690,0.70110,0.76708
2007,Indirect migration background,West,SPD,0.11730,105,690,0.09328,0.14133
2007,Indirect migration background,West,CDU/CSU,0.05781,55,690,0.04038,0.07524
2007,Indirect migration background,East,Not leaning towards specific party,0.75701,33,33,0.60841,0.90561
2008,No migration background,West,Not leaning towards specific party,0.51040,5872,11896,0.50141,0.51938
2008,No migration background,West,SPD,0.17410,2061,11896,0.16728,0.18091
2008,No migration background,West,CDU/CSU,0.21390,2670,11896,0.20653,0.22127
2008,No migration background,West,FDP,0.02212,333,11896,0.01948,0.02476
2008,No migration background,West,Bündnis90/Grüne,0.05075,629,11896,0.04681,0.05470
2008,No migration background,West,PDS/Linke,0.01336,160,11896,0.01129,0.01542
2008,No migration background,West,Far right parties,0.00519,58,11896,0.00390,0.00648
2008,No migration background,West,Others,0.00360,45,11896,0.00252,0.00467
2008,No migration background,West,Party combinations,0.00659,68,11896,0.00514,0.00804
2008,No migration background,East,Not leaning towards specific party,0.66401,3114,4613,0.65038,0.67765
2008,No migration background,East,SPD,0.08351,399,4613,0.07552,0.09149
2008,No migration background,East,CDU/CSU,0.09915,481,4613,0.09052,0.10777
2008,No migration background,East,FDP,0.01550,75,4613,0.01194,0.01907
2008,No migration background,East,Bündnis90/Grüne,0.02529,101,4613,0.02075,0.02982
2008,No migration background,East,PDS/Linke,0.09570,403,4613,0.08721,0.10419
2008,No migration background,East,Far right parties,0.01239,40,4613,0.00920,0.01559
2008,Direct migration background,West,Not leaning towards specific party,0.73087,1291,1780,0.71026,0.75148
2008,Direct migration background,West,SPD,0.11496,210,1780,0.10014,0.12978
2008,Direct migration background,West,CDU/CSU,0.10963,248,1780,0.09511,0.12415
2008,Direct migration background,West,Bündnis90/Grüne,0.01962,31,1780,0.01317,0.02606
2008,Direct migration background,East,Not leaning towards specific party,0.61010,50,50,0.47354,0.74667
2008,Indirect migration background,West,Not leaning towards specific party,0.71304,510,671,0.67879,0.74729
2008,Indirect migration background,West,SPD,0.12173,95,671,0.09697,0.14649
2008,Indirect migration background,West,CDU/CSU,0.07849,66,671,0.05813,0.09886
2008,Indirect migration background,East,Not leaning towards specific party,0.69830,34,34,0.54170,0.85491
2009,No migration background,West,Not leaning towards specific party,0.53485,5628,11152,0.52559,0.54411
2009,No migration background,West,SPD,0.15290,1772,11152,0.14622,0.15958
2009,No migration background,West,CDU/CSU,0.19654,2335,11152,0.18917,0.20392
2009,No migration background,West,FDP,0.03517,476,11152,0.03175,0.03859
2009,No migration background,West,Bündnis90/Grüne,0.05076,640,11152,0.04668,0.05483
2009,No migration background,West,PDS/Linke,0.01263,134,11152,0.01055,0.01470
2009,No migration background,West,Far right parties,0.00643,60,11152,0.00495,0.00792
2009,No migration background,West,Others,0.00464,54,11152,0.00338,0.00590
2009,No migration background,West,Party combinations,0.00608,53,11152,0.00464,0.00753
2009,No migration background,East,Not leaning towards specific party,0.66702,2974,4391,0.65308,0.68097
2009,No migration background,East,SPD,0.07614,352,4391,0.06829,0.08398
2009,No migration background,East,CDU/CSU,0.09088,442,4391,0.08238,0.09939
2009,No migration background,East,FDP,0.02279,90,4391,0.01837,0.02720
2009,No migration background,East,Bündnis90/Grüne,0.03065,116,4391,0.02555,0.03575
2009,No migration background,East,PDS/Linke,0.09341,380,4391,0.08480,0.10202
2009,No migration background,East,Far right parties,0.01373,37,4391,0.01029,0.01717
2009,Direct migration background,West,Not leaning towards specific party,0.74381,1121,1532,0.72194,0.76568
2009,Direct migration background,West,SPD,0.09388,159,1532,0.07927,0.10849
2009,Direct migration background,West,CDU/CSU,0.09365,206,1532,0.07905,0.10824
2009,Direct migration background,West,Bündnis90/Grüne,0.03443,46,1532,0.02530,0.04357
2009,Direct migration background,East,Not leaning towards specific party,0.59981,47,47,0.45822,0.74139
2009,Indirect migration background,West,Not leaning towards specific party,0.75924,501,616,0.72545,0.79303
2009,Indirect migration background,West,SPD,0.10394,73,616,0.07982,0.12806
2009,Indirect migration background,West,CDU/CSU,0.05728,42,616,0.03891,0.07564
2009,Indirect migration background,East,Not leaning towards specific party,0.74830,33,33,0.59793,0.89867
2010,No migration background,West,Not leaning towards specific party,0.46882,6794,14417,0.46068,0.47697
2010,No migration background,West,SPD,0.17410,2300,14417,0.16791,0.18029
2010,No migration background,West,CDU/CSU,0.21295,3034,14417,0.20627,0.21964
2010,No migration background,West,FDP,0.03301,538,14417,0.03009,0.03593
2010,No migration background,West,Bündnis90/Grüne,0.07136,1248,14417,0.06716,0.07557
2010,No migration background,West,PDS/Linke,0.01944,254,14417,0.01718,0.02169
2010,No migration background,West,Far right parties,0.00582,88,14417,0.00458,0.00707
2010,No migration background,West,Others,0.00595,83,14417,0.00470,0.00721
2010,No migration background,West,Party combinations,0.00854,78,14417,0.00703,0.01004
2010,No migration background,East,Not leaning towards specific party,0.59114,3166,5197,0.57777,0.60451
2010,No migration background,East,SPD,0.08654,449,5197,0.07890,0.09419
2010,No migration background,East,CDU/CSU,0.11663,632,5197,0.10790,0.12536
2010,No migration background,East,FDP,0.01384,101,5197,0.01066,0.01701
2010,No migration background,East,Bündnis90/Grüne,0.03276,193,5197,0.02792,0.03760
2010,No migration background,East,PDS/Linke,0.12541,552,5197,0.11640,0.13441
2010,No migration background,East,Far right parties,0.01865,69,5197,0.01497,0.02233
2010,No migration background,East,Party combinations,0.01146,35,5197,0.00856,0.01435
2010,Direct migration background,West,Not leaning towards specific party,0.67491,1907,2810,0.65759,0.69224
2010,Direct migration background,West,SPD,0.13052,331,2810,0.11807,0.14298
2010,Direct migration background,West,CDU/CSU,0.12740,385,2810,0.11507,0.13973
2010,Direct migration background,West,FDP,0.01320,45,2810,0.00898,0.01742
2010,Direct migration background,West,Bündnis90/Grüne,0.02995,95,2810,0.02364,0.03625
2010,Direct migration background,West,PDS/Linke,0.01628,47,2810,0.01160,0.02096
2010,Direct migration background,East,Not leaning towards specific party,0.68889,95,95,0.59531,0.78248
2010,Indirect migration background,West,Not leaning towards specific party,0.68144,669,950,0.65180,0.71108
2010,Indirect migration background,West,SPD,0.13625,130,950,0.11442,0.15807
2010,Indirect migration background,West,CDU/CSU,0.07977,86,950,0.06253,0.09701
2010,Indirect migration background,West,Bündnis90/Grüne,0.04803,65,950,0.03443,0.06164
2010,Indirect migration background,East,Not leaning towards specific party,0.79973,53,53,0.69095,0.90850
2011,No migration background,West,Not leaning towards specific party,0.49737,6406,12994,0.48878,0.50597
2011,No migration background,West,SPD,0.16883,2094,12994,0.16239,0.17528
2011,No migration background,West,CDU/CSU,0.20176,2696,12994,0.19486,0.20867
2011,No migration background,West,FDP,0.01367,228,12994,0.01167,0.01566
2011,No migration background,West,Bündnis90/Grüne,0.08756,1230,12994,0.08270,0.09242
2011,No migration background,West,PDS/Linke,0.01106,132,12994,0.00926,0.01286
2011,No migration background,West,Far right parties,0.00481,54,12994,0.00362,0.00599
2011,No migration background,West,Others,0.00753,85,12994,0.00604,0.00902
2011,No migration background,West,Party combinations,0.00741,69,12994,0.00593,0.00888
2011,No migration background,East,Not leaning towards specific party,0.65341,3114,4705,0.63981,0.66701
2011,No migration background,East,SPD,0.08159,412,4705,0.07377,0.08942
2011,No migration background,East,CDU/CSU,0.10918,519,4705,0.10027,0.11809
2011,No migration background,East,FDP,0.00763,49,4705,0.00515,0.01012
2011,No migration background,East,Bündnis90/Grüne,0.02953,150,4705,0.02469,0.03436
2011,No migration background,East,PDS/Linke,0.09379,410,4705,0.08546,0.10212
2011,No migration background,East,Far right parties,0.01591,51,4705,0.01233,0.01948
2011,Direct migration background,West,Not leaning towards specific party,0.69892,1316,1861,0.67807,0.71977
2011,Direct migration background,West,SPD,0.11804,208,1861,0.10338,0.13270
2011,Direct migration background,West,CDU/CSU,0.10925,254,1861,0.09508,0.12343
2011,Direct migration background,West,Bündnis90/Grüne,0.04715,83,1861,0.03752,0.05678
2011,Direct migration background,East,Not leaning towards specific party,0.68116,63,63,0.56515,0.79716
2011,Indirect migration background,West,Not leaning towards specific party,0.69430,531,723,0.66069,0.72790
2011,Indirect migration background,West,SPD,0.11195,80,723,0.08895,0.13495
2011,Indirect migration background,West,CDU/CSU,0.07591,56,723,0.05659,0.09522
2011,Indirect migration background,West,Bündnis90/Grüne,0.07683,56,723,0.05740,0.09626
2011,Indirect migration background,East,Not leaning towards specific party,0.64715,33,33,0.48158,0.81272
2012,No migration background,West,Not leaning towards specific party,0.50841,6412,12852,0.49976,0.51705
2012,No migration background,West,SPD,0.16655,2126,12852,0.16011,0.17299
2012,No migration background,West,CDU/CSU,0.19780,2647,12852,0.19091,0.20468
2012,No migration background,West,FDP,0.01127,172,12852,0.00944,0.01309
2012,No migration background,West,Bündnis90/Grüne,0.08051,1098,12852,0.07581,0.08522
2012,No migration background,West,PDS/Linke,0.00964,116,12852,0.00795,0.01133
2012,No migration background,West,Far right parties,0.00411,41,12852,0.00301,0.00522
2012,No migration background,West,Others,0.01553,186,12852,0.01339,0.01767
2012,No migration background,West,Party combinations,0.00618,54,12852,0.00482,0.00753
2012,No migration background,East,Not leaning towards specific party,0.66019,3093,4652,0.64658,0.67380
2012,No migration background,East,SPD,0.08321,423,4652,0.07527,0.09115
2012,No migration background,East,CDU/CSU,0.10993,511,4652,0.10094,0.11892
2012,No migration background,East,FDP,0.00600,33,4652,0.00378,0.00822
2012,No migration background,East,Bündnis90/Grüne,0.02573,129,4652,0.02118,0.03028
2012,No migration background,East,PDS/Linke,0.08964,376,4652,0.08143,0.09785
2012,No migration background,East,Far right parties,0.01312,41,4652,0.00985,0.01639
2012,No migration background,East,Others,0.00855,46,4652,0.00590,0.01120
2012,Direct migration background,West,Not leaning towards specific party,0.70969,1297,1818,0.68881,0.73056
2012,Direct migration background,West,SPD,0.10977,199,1818,0.09539,0.12414
2012,Direct migration background,West,CDU/CSU,0.11495,258,1818,0.10029,0.12962
2012,Direct migration background,West,Bündnis90/Grüne,0.03714,64,1818,0.02844,0.04583
2012,Direct migration background,East,Not leaning towards specific party,0.68669,75,75,0.58101,0.79238
2012,Indirect migration background,West,Not leaning towards specific party,0.69807,516,705,0.66415,0.73198
2012,Indirect migration background,West,SPD,0.12584,89,705,0.10134,0.15034
2012,Indirect migration background,West,CDU/CSU,0.07883,58,705,0.05892,0.09873
2012,Indirect migration background,West,Bündnis90/Grüne,0.05869,42,705,0.04132,0.07605
2012,Indirect migration background,East,Not leaning towards specific party,0.80203,32,32,0.66176,0.94230
2013,No migration background,West,Not leaning towards specific party,0.50211,5987,12200,0.49324,0.51099
2013,No migration background,West,SPD,0.16385,1975,12200,0.15728,0.17042
2013,No migration background,West,CDU/CSU,0.21365,2656,12200,0.20638,0.22092
2013,No migration background,West,FDP,0.01255,191,12200,0.01057,0.01452
2013,No migration background,West,Bündnis90/Grüne,0.08001,1077,12200,0.07520,0.08483
2013,No migration background,West,PDS/Linke,0.00763,101,12200,0.00609,0.00918
2013,No migration background,West,Far right parties,0.00317,31,12200,0.00217,0.00417
2013,No migration background,West,Others,0.01080,119,12200,0.00897,0.01264
2013,No migration background,West,Party combinations,0.00622,63,12200,0.00483,0.00762
2013,No migration background,East,Not leaning towards specific party,0.64985,2803,4280,0.63556,0.66414
2013,No migration background,East,SPD,0.09020,414,4280,0.08162,0.09879
2013,No migration background,East,CDU/CSU,0.12733,561,4280,0.11734,0.13732
2013,No migration background,East,FDP,0.00609,38,4280,0.00376,0.00842
2013,No migration background,East,Bündnis90/Grüne,0.02724,127,4280,0.02236,0.03212
2013,No migration background,East,PDS/Linke,0.08046,337,4280,0.07231,0.08861
2013,Direct migration background,West,Not leaning towards specific party,0.69790,3673,4969,0.68513,0.71067
2013,Direct migration background,West,SPD,0.11422,476,4969,0.10537,0.12306
2013,Direct migration background,West,CDU/CSU,0.12081,574,4969,0.11175,0.12987
2013,Direct migration background,West,Bündnis90/Grüne,0.03691,157,4969,0.03167,0.04215
2013,Direct migration background,West,PDS/Linke,0.01362,57,4969,0.01040,0.01684
2013,Direct migration background,West,Others,0.00641,32,4969,0.00419,0.00862
2013,Direct migration background,East,Not leaning towards specific party,0.75640,311,342,0.71084,0.80196
2013,Direct migration background,East,CDU/CSU,0.08546,31,342,0.05579,0.11514
2013,Indirect migration background,West,Not leaning towards specific party,0.67496,1050,1463,0.65095,0.69897
2013,Indirect migration background,West,SPD,0.13765,213,1463,0.11999,0.15531
2013,Indirect migration background,West,CDU/CSU,0.07507,112,1463,0.06156,0.08858
2013,Indirect migration background,West,Bündnis90/Grüne,0.06595,88,1463,0.05323,0.07867
2013,Indirect migration background,East,Not leaning towards specific party,0.78526,49,49,0.66908,0.90143
2014,No migration background,West,Not leaning towards specific party,0.46128,6870,14690,0.45322,0.46934
2014,No migration background,West,SPD,0.17645,2428,14690,0.17028,0.18261
2014,No migration background,West,CDU/CSU,0.22926,3290,14690,0.22247,0.23606
2014,No migration background,West,FDP,0.01336,212,14690,0.01150,0.01521
2014,No migration background,West,Bündnis90/Grüne,0.07524,1273,14690,0.07098,0.07951
2014,No migration background,West,PDS/Linke,0.01566,238,14690,0.01365,0.01767
2014,No migration background,West,Far right parties,0.00374,43,14690,0.00275,0.00472
2014,No migration background,West,AfD,0.00824,130,14690,0.00678,0.00970
2014,No migration background,West,Others,0.00856,138,14690,0.00707,0.01005
2014,No migration background,West,Party combinations,0.00821,68,14690,0.00675,0.00967
2014,No migration background,East,Not leaning towards specific party,0.60004,3046,5031,0.58650,0.61358
2014,No migration background,East,SPD,0.09125,449,5031,0.08330,0.09921
2014,No migration background,East,CDU/CSU,0.14303,730,5031,0.13336,0.15271
2014,No migration background,East,FDP,0.00848,51,5031,0.00594,0.01101
2014,No migration background,East,Bündnis90/Grüne,0.02727,171,5031,0.02277,0.03177
2014,No migration background,East,PDS/Linke,0.10127,490,5031,0.09293,0.10961
2014,No migration background,East,Far right parties,0.01078,44,5031,0.00793,0.01363
2014,No migration background,East,AfD,0.00912,50,5031,0.00649,0.01174
2014,Direct migration background,West,Not leaning towards specific party,0.69748,3490,4799,0.68448,0.71048
2014,Direct migration background,West,SPD,0.10750,452,4799,0.09874,0.11626
2014,Direct migration background,West,CDU/CSU,0.12319,593,4799,0.11389,0.13249
2014,Direct migration background,West,Bündnis90/Grüne,0.03912,150,4799,0.03364,0.04461
2014,Direct migration background,West,PDS/Linke,0.01896,114,4799,0.01510,0.02282
2014,Direct migration background,East,Not leaning towards specific party,0.68937,270,306,0.63744,0.74131
2014,Direct migration background,East,CDU/CSU,0.11675,36,306,0.08071,0.15279
2014,Indirect migration background,West,Not leaning towards specific party,0.65623,1063,1537,0.63247,0.67998
2014,Indirect migration background,West,SPD,0.13360,215,1537,0.11659,0.15062
2014,Indirect migration background,West,CDU/CSU,0.06656,122,1537,0.05410,0.07903
2014,Indirect migration background,West,Bündnis90/Grüne,0.06788,94,1537,0.05530,0.08046
2014,Indirect migration background,West,PDS/Linke,0.03342,43,1537,0.02443,0.04240
2014,Indirect migration background,East,Not leaning towards specific party,0.76765,71,71,0.66872,0.86659
2015,No migration background,West,Not leaning towards specific party,0.50467,7222,14020,0.49640,0.51295
2015,No migration background,West,SPD,0.15422,2054,14020,0.14824,0.16020
2015,No migration background,West,CDU/CSU,0.21542,2864,14020,0.20861,0.22222
2015,No migration background,West,FDP,0.01328,204,14020,0.01139,0.01518
2015,No migration background,West,Bündnis90/Grüne,0.07094,1116,14020,0.06669,0.07519
2015,No migration background,West,PDS/Linke,0.01241,201,14020,0.01058,0.01425
2015,No migration background,West,Far right parties,0.00369,45,14020,0.00268,0.00469
2015,No migration background,West,AfD,0.01221,154,14020,0.01040,0.01403
2015,No migration background,West,Others,0.00696,97,14020,0.00559,0.00834
2015,No migration background,West,Party combinations,0.00618,63,14020,0.00488,0.00748
2015,No migration background,East,Not leaning towards specific party,0.63868,3084,4802,0.62509,0.65227
2015,No migration background,East,SPD,0.06966,365,4802,0.06246,0.07686
2015,No migration background,East,CDU/CSU,0.12419,582,4802,0.11486,0.13352
2015,No migration background,East,FDP,0.00543,31,4802,0.00335,0.00751
2015,No migration background,East,Bündnis90/Grüne,0.02346,142,4802,0.01918,0.02774
2015,No migration background,East,PDS/Linke,0.09434,433,4802,0.08607,0.10261
2015,No migration background,East,Far right parties,0.01110,41,4802,0.00814,0.01406
2015,No migration background,East,AfD,0.02307,92,4802,0.01882,0.02732
2015,No migration background,East,Others,0.00568,32,4802,0.00355,0.00780
2015,Direct migration background,West,Not leaning towards specific party,0.73615,4366,5494,0.72450,0.74781
2015,Direct migration background,West,SPD,0.08648,364,5494,0.07904,0.09391
2015,Direct migration background,West,CDU/CSU,0.11204,520,5494,0.10370,0.12039
2015,Direct migration background,West,Bündnis90/Grüne,0.03525,120,5494,0.03038,0.04013
2015,Direct migration background,West,PDS/Linke,0.01832,124,5494,0.01477,0.02187
2015,Direct migration background,East,Not leaning towards specific party,0.78009,354,387,0.73877,0.82141
2015,Direct migration background,East,CDU/CSU,0.07030,33,387,0.04479,0.09580
2015,Indirect migration background,West,Not leaning towards specific party,0.71064,1076,1460,0.68737,0.73391
2015,Indirect migration background,West,SPD,0.09976,158,1460,0.08438,0.11513
2015,Indirect migration background,West,CDU/CSU,0.07026,115,1460,0.05715,0.08338
2015,Indirect migration background,West,Bündnis90/Grüne,0.05675,79,1460,0.04487,0.06862
2015,Indirect migration background,West,PDS/Linke,0.02498,32,1460,0.01697,0.03298
2015,Indirect migration background,East,Not leaning towards specific party,0.76561,71,71,0.66637,0.86485
2016,No migration background,West,Not leaning towards specific party,0.51830,6721,12992,0.50971,0.52690
2016,No migration background,West,SPD,0.13394,1720,12992,0.12808,0.13979
2016,No migration background,West,CDU/CSU,0.20206,2598,12992,0.19515,0.20896
2016,No migration background,West,FDP,0.01545,215,12992,0.01333,0.01757
2016,No migration background,West,Bündnis90/Grüne,0.08173,1143,12992,0.07702,0.08644
2016,No migration background,West,PDS/Linke,0.01410,187,12992,0.01207,0.01612
2016,No migration background,West,AfD,0.02013,259,12992,0.01772,0.02255
2016,No migration background,West,Others,0.00718,96,12992,0.00573,0.00863
2016,No migration background,West,Party combinations,0.00394,53,12992,0.00286,0.00502
2016,No migration background,East,Not leaning towards specific party,0.66271,2960,4449,0.64882,0.67660
2016,No migration background,East,SPD,0.05851,275,4449,0.05161,0.06540
2016,No migration background,East,CDU/CSU,0.10807,509,4449,0.09895,0.11719
2016,No migration background,East,FDP,0.00551,31,4449,0.00333,0.00768
2016,No migration background,East,Bündnis90/Grüne,0.02090,126,4449,0.01669,0.02510
2016,No migration background,East,PDS/Linke,0.08012,364,4449,0.07214,0.08810
2016,No migration background,East,AfD,0.04654,184,4449,0.04035,0.05273
2016,Direct migration background,West,Not leaning towards specific party,0.75248,3592,4591,0.73999,0.76496
2016,Direct migration background,West,SPD,0.08486,307,4591,0.07680,0.09292
2016,Direct migration background,West,CDU/CSU,0.09630,421,4591,0.08776,0.10483
2016,Direct migration background,West,Bündnis90/Grüne,0.03494,138,4591,0.02963,0.04026
2016,Direct migration background,West,PDS/Linke,0.01565,87,4591,0.01206,0.01924
2016,Direct migration background,West,AfD,0.00601,46,4591,0.00377,0.00824
2016,Direct migration background,East,Not leaning towards specific party,0.76150,293,293,0.71262,0.81038
2016,Indirect migration background,West,Not leaning towards specific party,0.69559,982,1323,0.67078,0.72040
2016,Indirect migration background,West,SPD,0.11115,139,1323,0.09421,0.12809
2016,Indirect migration background,West,CDU/CSU,0.05916,95,1323,0.04644,0.07187
2016,Indirect migration background,West,Bündnis90/Grüne,0.05419,71,1323,0.04199,0.06640
2016,Indirect migration background,West,PDS/Linke,0.02800,36,1323,0.01911,0.03689
2016,Indirect migration background,East,Not leaning towards specific party,0.83545,73,73,0.74981,0.92110
2017,No migration background,West,Not leaning towards specific party,0.51240,7635,14731,0.50433,0.52048
2017,No migration background,West,SPD,0.15813,2219,14731,0.15224,0.16402
2017,No migration background,West,CDU/CSU,0.19460,2822,14731,0.18821,0.20100
2017,No migration background,West,FDP,0.01996,316,14731,0.01771,0.02222
2017,No migration background,West,Bündnis90/Grüne,0.06074,1035,14731,0.05689,0.06460
2017,No migration background,West,PDS/Linke,0.01816,253,14731,0.01600,0.02031
2017,No migration background,West,Far right parties,0.00290,50,14731,0.00203,0.00377
2017,No migration background,West,AfD,0.02156,267,14731,0.01921,0.02391
2017,No migration background,West,Others,0.00546,74,14731,0.00427,0.00665
2017,No migration background,West,Party combinations,0.00608,60,14731,0.00483,0.00734
2017,No migration background,East,Not leaning towards specific party,0.65931,3353,4973,0.64614,0.67248
2017,No migration background,East,SPD,0.07290,370,4973,0.06568,0.08013
2017,No migration background,East,CDU/CSU,0.10299,524,4973,0.09454,0.11144
2017,No migration background,East,FDP,0.01067,57,4973,0.00781,0.01352
2017,No migration background,East,Bündnis90/Grüne,0.02324,123,4973,0.01906,0.02743
2017,No migration background,East,PDS/Linke,0.07530,374,4973,0.06797,0.08264
2017,No migration background,East,AfD,0.04202,172,4973,0.03645,0.04760
2017,Direct migration background,West,Not leaning towards specific party,0.72536,4713,6097,0.71416,0.73657
2017,Direct migration background,West,SPD,0.10169,379,6097,0.09410,0.10927
2017,Direct migration background,West,CDU/CSU,0.09728,675,6097,0.08984,0.10472
2017,Direct migration background,West,FDP,0.00983,36,6097,0.00736,0.01231
2017,Direct migration background,West,Bündnis90/Grüne,0.03011,137,6097,0.02582,0.03440
2017,Direct migration background,West,PDS/Linke,0.01972,106,6097,0.01623,0.02321
2017,Direct migration background,West,AfD,0.01273,51,6097,0.00992,0.01554
