"party","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"AfD","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1993","66 und älter","kein Migrationshintergrund","","","",""
"AfD","1993","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1993","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","1993","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","1994","16-34 Jahre alt","kein Migrationshintergrund","2458","0.656963796123327","0.641402320907539","0.672525271339115"
"keine PI","1994","16-34 Jahre alt","direkter Migrationshintergrund","569","0.731396050480767","0.699842662997995","0.762949437963539"
"keine PI","1994","16-34 Jahre alt","indirekter Migrationshintergrund","352","0.776556140594704","0.738489915065574","0.814622366123833"
"keine PI","1994","35-65 Jahre alt","kein Migrationshintergrund","2630","0.456592781705815","0.442934144743804","0.470251418667826"
"keine PI","1994","35-65 Jahre alt","direkter Migrationshintergrund","1007","0.635322979371728","0.610401347489584","0.660244611253871"
"keine PI","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"keine PI","1994","66 und älter","kein Migrationshintergrund","637","0.462392679316902","0.435667510995404","0.489117847638401"
"keine PI","1994","66 und älter","direkter Migrationshintergrund","97","0.534034549659818","0.459914619306275","0.608154480013361"
"keine PI","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1994","16-34 Jahre alt","kein Migrationshintergrund","303","0.093077858220674","0.0835538829052753","0.102601833536073"
"CDU/CSU","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"CDU/CSU","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1994","35-65 Jahre alt","kein Migrationshintergrund","937","0.212145102863296","0.200934737566017","0.223355468160574"
"CDU/CSU","1994","35-65 Jahre alt","direkter Migrationshintergrund","102","0.119776834927689","0.102965282894276","0.136588386961102"
"CDU/CSU","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1994","66 und älter","kein Migrationshintergrund","333","0.251111303190902","0.227866591912652","0.274356014469153"
"CDU/CSU","1994","66 und älter","direkter Migrationshintergrund","46","0.280710354635115","0.213944473103174","0.347476236167057"
"CDU/CSU","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","1994","16-34 Jahre alt","kein Migrationshintergrund","478","0.147984065432645","0.136344375709509","0.159623755155781"
"SPD","1994","16-34 Jahre alt","direkter Migrationshintergrund","126","0.137728691057357","0.113195860114987","0.162261521999728"
"SPD","1994","16-34 Jahre alt","indirekter Migrationshintergrund","78","0.13433213675419","0.103169457889433","0.165494815618948"
"SPD","1994","35-65 Jahre alt","kein Migrationshintergrund","1127","0.251570137542083","0.239671828715244","0.263468446368923"
"SPD","1994","35-65 Jahre alt","direkter Migrationshintergrund","277","0.195671986385404","0.175131727164754","0.216212245606055"
"SPD","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"SPD","1994","66 und älter","kein Migrationshintergrund","290","0.227720008334755","0.20524135060938","0.250198666060129"
"SPD","1994","66 und älter","direkter Migrationshintergrund","","","",""
"SPD","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"FDP","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1994","35-65 Jahre alt","kein Migrationshintergrund","84","0.0192742001456104","0.0155041934450449","0.023044206846176"
"FDP","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1994","66 und älter","kein Migrationshintergrund","","","",""
"FDP","1994","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","1994","16-34 Jahre alt","kein Migrationshintergrund","188","0.0611737733722844","0.0533180657814461","0.0690294809631228"
"Grüne","1994","16-34 Jahre alt","direkter Migrationshintergrund","34","0.0502223092037798","0.0346743708825301","0.0657702475250295"
"Grüne","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1994","35-65 Jahre alt","kein Migrationshintergrund","154","0.0343300240230478","0.0293373690109201","0.0393226790351755"
"Grüne","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1994","66 und älter","kein Migrationshintergrund","","","",""
"Grüne","1994","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1994","16-34 Jahre alt","kein Migrationshintergrund","51","0.0121300671854745","0.00854174397102457","0.0157183903999244"
"PDS/Linke","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1994","35-65 Jahre alt","kein Migrationshintergrund","115","0.0139070652604538","0.0106959432341756","0.017118187286732"
"PDS/Linke","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1994","66 und älter","kein Migrationshintergrund","34","0.0192581963720441","0.0118915887771737","0.0266248039669145"
"PDS/Linke","1994","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1994","16-34 Jahre alt","kein Migrationshintergrund","46","0.0114317705528365","0.00794703246620521","0.0149165086394677"
"Rechtsextrem","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1994","35-65 Jahre alt","kein Migrationshintergrund","35","0.00704526967370971","0.00475179644580408","0.00933874290161535"
"Rechtsextrem","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1994","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","1994","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1994","66 und älter","kein Migrationshintergrund","","","",""
"AfD","1994","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1994","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","1994","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","1995","16-34 Jahre alt","kein Migrationshintergrund","2231","0.6097400682834","0.59364578610452","0.62583435046228"
"keine PI","1995","16-34 Jahre alt","direkter Migrationshintergrund","688","0.689871109668474","0.660364644452058","0.71937757488489"
"keine PI","1995","16-34 Jahre alt","indirekter Migrationshintergrund","371","0.71888507237982","0.678584999691982","0.759185145067659"
"keine PI","1995","35-65 Jahre alt","kein Migrationshintergrund","2393","0.419019295345179","0.405555633582295","0.432482957108063"
"keine PI","1995","35-65 Jahre alt","direkter Migrationshintergrund","1104","0.589977502151843","0.566267410477873","0.613687593825813"
"keine PI","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"keine PI","1995","66 und älter","kein Migrationshintergrund","557","0.411261088170867","0.384716175190518","0.437806001151216"
"keine PI","1995","66 und älter","direkter Migrationshintergrund","118","0.522443911067576","0.455521245055117","0.589366577080035"
"keine PI","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1995","16-34 Jahre alt","kein Migrationshintergrund","441","0.126921189543271","0.115938314239976","0.137904064846565"
"CDU/CSU","1995","16-34 Jahre alt","direkter Migrationshintergrund","69","0.0938525477494888","0.0752494801573068","0.112455615341671"
"CDU/CSU","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1995","35-65 Jahre alt","kein Migrationshintergrund","1114","0.232172865348234","0.220651530851221","0.243694199845247"
"CDU/CSU","1995","35-65 Jahre alt","direkter Migrationshintergrund","197","0.178643199531426","0.160177284321545","0.197109114741308"
"CDU/CSU","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1995","66 und älter","kein Migrationshintergrund","356","0.280023090583225","0.255800681648481","0.304245499517969"
"CDU/CSU","1995","66 und älter","direkter Migrationshintergrund","59","0.320533203417385","0.258007032161788","0.383059374672983"
"CDU/CSU","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","1995","16-34 Jahre alt","kein Migrationshintergrund","482","0.151969256045219","0.140125050675288","0.163813461415151"
"SPD","1995","16-34 Jahre alt","direkter Migrationshintergrund","130","0.137784202398675","0.115797009073004","0.159771395724346"
"SPD","1995","16-34 Jahre alt","indirekter Migrationshintergrund","63","0.136605685679633","0.1058182779915","0.167393093367766"
"SPD","1995","35-65 Jahre alt","kein Migrationshintergrund","1186","0.259031408137647","0.247076632219184","0.270986184056111"
"SPD","1995","35-65 Jahre alt","direkter Migrationshintergrund","282","0.169016632522391","0.150950193808099","0.187083071236684"
"SPD","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"SPD","1995","66 und älter","kein Migrationshintergrund","319","0.242114073009266","0.219005503417253","0.26522264260128"
"SPD","1995","66 und älter","direkter Migrationshintergrund","34","0.145555605760978","0.0983060668487111","0.192805144673244"
"SPD","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","1995","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"FDP","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1995","35-65 Jahre alt","kein Migrationshintergrund","80","0.0173074843707862","0.0137487864438842","0.0208661822976882"
"FDP","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1995","66 und älter","kein Migrationshintergrund","","","",""
"FDP","1995","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","1995","16-34 Jahre alt","kein Migrationshintergrund","238","0.0769395913795282","0.0681470937175842","0.0857320890414723"
"Grüne","1995","16-34 Jahre alt","direkter Migrationshintergrund","44","0.0620454964340284","0.0466565774867121","0.0774344153813447"
"Grüne","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1995","35-65 Jahre alt","kein Migrationshintergrund","214","0.0470738925060553","0.0412944626717887","0.0528533223403219"
"Grüne","1995","35-65 Jahre alt","direkter Migrationshintergrund","38","0.0403299393779361","0.0308460512613516","0.0498138274945206"
"Grüne","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1995","66 und älter","kein Migrationshintergrund","","","",""
"Grüne","1995","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1995","16-34 Jahre alt","kein Migrationshintergrund","84","0.0183360299673991","0.0139095720208051","0.022762487913993"
"PDS/Linke","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1995","35-65 Jahre alt","kein Migrationshintergrund","124","0.0151269162103457","0.0117962534446634","0.018457578976028"
"PDS/Linke","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1995","66 und älter","kein Migrationshintergrund","43","0.0263933696894878","0.0177456758161146","0.0350410635628609"
"PDS/Linke","1995","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1995","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1995","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","1995","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","1995","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1995","66 und älter","kein Migrationshintergrund","","","",""
"AfD","1995","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","1995","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1995","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","1995","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","1996","16-34 Jahre alt","kein Migrationshintergrund","2230","0.629733110871253","0.613542571963129","0.645923649779376"
"keine PI","1996","16-34 Jahre alt","direkter Migrationshintergrund","637","0.715200807838879","0.684734650654399","0.745666965023359"
"keine PI","1996","16-34 Jahre alt","indirekter Migrationshintergrund","396","0.695335297679499","0.655428594617696","0.735242000741301"
"keine PI","1996","35-65 Jahre alt","kein Migrationshintergrund","2559","0.44693475314489","0.433390308424966","0.460479197864815"
"keine PI","1996","35-65 Jahre alt","direkter Migrationshintergrund","1056","0.611657786374583","0.587355596797893","0.635959975951273"
"keine PI","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"keine PI","1996","66 und älter","kein Migrationshintergrund","613","0.437770968366154","0.411168313861995","0.464373622870314"
"keine PI","1996","66 und älter","direkter Migrationshintergrund","127","0.505130226932091","0.440655539763706","0.569604914100477"
"keine PI","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1996","16-34 Jahre alt","kein Migrationshintergrund","433","0.139268628254547","0.127659861996947","0.150877394512148"
"CDU/CSU","1996","16-34 Jahre alt","direkter Migrationshintergrund","63","0.0810299945709277","0.0626092204629509","0.0994507686789045"
"CDU/CSU","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1996","35-65 Jahre alt","kein Migrationshintergrund","1095","0.235221129693374","0.223666472555274","0.246775786831475"
"CDU/CSU","1996","35-65 Jahre alt","direkter Migrationshintergrund","181","0.161685185960777","0.143327305619592","0.180043066301961"
"CDU/CSU","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1996","66 und älter","kein Migrationshintergrund","356","0.280454932752641","0.256366674226902","0.30454319127838"
"CDU/CSU","1996","66 und älter","direkter Migrationshintergrund","65","0.329373495132395","0.268765937635356","0.389981052629435"
"CDU/CSU","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","1996","16-34 Jahre alt","kein Migrationshintergrund","375","0.11484050789508","0.104150354935038","0.125530660855121"
"SPD","1996","16-34 Jahre alt","direkter Migrationshintergrund","106","0.12590148224586","0.103507572829111","0.148295391662608"
"SPD","1996","16-34 Jahre alt","indirekter Migrationshintergrund","63","0.121945137161465","0.0935737408428516","0.150316533480079"
"SPD","1996","35-65 Jahre alt","kein Migrationshintergrund","1030","0.225330824704918","0.213948803300404","0.236712846109432"
"SPD","1996","35-65 Jahre alt","direkter Migrationshintergrund","242","0.148609159995014","0.130872529214911","0.166345790775116"
"SPD","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"SPD","1996","66 und älter","kein Migrationshintergrund","282","0.222018850020462","0.19973325041084","0.244304449630084"
"SPD","1996","66 und älter","direkter Migrationshintergrund","34","0.141022146776829","0.0961396771932325","0.185904616360426"
"SPD","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","1996","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"FDP","1996","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1996","35-65 Jahre alt","kein Migrationshintergrund","66","0.0143405214416011","0.0111016263593963","0.0175794165238059"
"FDP","1996","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1996","66 und älter","kein Migrationshintergrund","","","",""
"FDP","1996","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","1996","16-34 Jahre alt","kein Migrationshintergrund","234","0.07427713431661","0.0654850130988939","0.0830692555343261"
"Grüne","1996","16-34 Jahre alt","direkter Migrationshintergrund","30","0.0591893702801485","0.0432596822247367","0.0751190583355602"
"Grüne","1996","16-34 Jahre alt","indirekter Migrationshintergrund","30","0.110260928835309","0.0831040537049637","0.137417803965654"
"Grüne","1996","35-65 Jahre alt","kein Migrationshintergrund","235","0.051674955145183","0.0456442288079154","0.0577056814824506"
"Grüne","1996","35-65 Jahre alt","direkter Migrationshintergrund","39","0.0488275557957129","0.0380815771876404","0.0595735344037854"
"Grüne","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1996","66 und älter","kein Migrationshintergrund","","","",""
"Grüne","1996","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1996","16-34 Jahre alt","kein Migrationshintergrund","73","0.018271810879777","0.0137811317157303","0.0227624900438237"
"PDS/Linke","1996","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1996","35-65 Jahre alt","kein Migrationshintergrund","140","0.0154729318231426","0.0121105185324981","0.0188353451137871"
"PDS/Linke","1996","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1996","66 und älter","kein Migrationshintergrund","49","0.0249982283461878","0.0166267495845142","0.0333697071078614"
"PDS/Linke","1996","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1996","16-34 Jahre alt","kein Migrationshintergrund","40","0.0124095124286835","0.00869765394758727","0.0161213709097796"
"Rechtsextrem","1996","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1996","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","1996","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1996","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","1996","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","1996","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1996","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1996","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1996","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1996","66 und älter","kein Migrationshintergrund","","","",""
"AfD","1996","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","1996","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1996","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1996","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1996","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1996","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","1996","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","1997","16-34 Jahre alt","kein Migrationshintergrund","2284","0.649713433953617","0.633471247068658","0.665955620838576"
"keine PI","1997","16-34 Jahre alt","direkter Migrationshintergrund","610","0.771325269879158","0.741908493607756","0.80074204615056"
"keine PI","1997","16-34 Jahre alt","indirekter Migrationshintergrund","426","0.742852456430768","0.705817343615521","0.779887569246014"
"keine PI","1997","35-65 Jahre alt","kein Migrationshintergrund","2710","0.465184663003721","0.45156473586532","0.478804590142121"
"keine PI","1997","35-65 Jahre alt","direkter Migrationshintergrund","1011","0.629201027727256","0.604483956639317","0.653918098815195"
"keine PI","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"keine PI","1997","66 und älter","kein Migrationshintergrund","609","0.431348304907396","0.40500711296595","0.457689496848842"
"keine PI","1997","66 und älter","direkter Migrationshintergrund","138","0.539812277594319","0.476491169629052","0.603133385559585"
"keine PI","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1997","16-34 Jahre alt","kein Migrationshintergrund","346","0.117705380174639","0.106733607226918","0.12867715312236"
"CDU/CSU","1997","16-34 Jahre alt","direkter Migrationshintergrund","59","0.0721939688597281","0.0540661202958967","0.0903218174235595"
"CDU/CSU","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1997","35-65 Jahre alt","kein Migrationshintergrund","954","0.210940177943367","0.199799931894892","0.222080423991842"
"CDU/CSU","1997","35-65 Jahre alt","direkter Migrationshintergrund","166","0.153282259005472","0.134847039631524","0.17171747837942"
"CDU/CSU","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1997","66 und älter","kein Migrationshintergrund","349","0.275637559172969","0.251872146196056","0.299402972149883"
"CDU/CSU","1997","66 und älter","direkter Migrationshintergrund","54","0.260529731691091","0.204766412389925","0.316293050992258"
"CDU/CSU","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","1997","16-34 Jahre alt","kein Migrationshintergrund","363","0.121559940876489","0.11043434846767","0.132685533285308"
"SPD","1997","16-34 Jahre alt","direkter Migrationshintergrund","94","0.115713620783469","0.0933080547806048","0.138119186786333"
"SPD","1997","16-34 Jahre alt","indirekter Migrationshintergrund","54","0.0852175262291876","0.0615586245635236","0.108876427894852"
"SPD","1997","35-65 Jahre alt","kein Migrationshintergrund","1040","0.241132342053239","0.229451586966473","0.252813097140005"
"SPD","1997","35-65 Jahre alt","direkter Migrationshintergrund","236","0.167833198758416","0.14870926798096","0.186957129535872"
"SPD","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"SPD","1997","66 und älter","kein Migrationshintergrund","305","0.228700806448982","0.206362847283439","0.251038765614525"
"SPD","1997","66 und älter","direkter Migrationshintergrund","40","0.173034353599864","0.124975930758222","0.221092776441506"
"SPD","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"FDP","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1997","35-65 Jahre alt","kein Migrationshintergrund","60","0.0124106219090269","0.00938757322331313","0.0154336705947407"
"FDP","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1997","66 und älter","kein Migrationshintergrund","","","",""
"FDP","1997","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","1997","16-34 Jahre alt","kein Migrationshintergrund","181","0.0695974444869893","0.0609337339650119","0.0782611550089667"
"Grüne","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","1997","16-34 Jahre alt","indirekter Migrationshintergrund","34","0.108585561880524","0.0822224256712583","0.13494869808979"
"Grüne","1997","35-65 Jahre alt","kein Migrationshintergrund","213","0.0461406250398961","0.0404120833668538","0.0518691667129383"
"Grüne","1997","35-65 Jahre alt","direkter Migrationshintergrund","33","0.028221775054724","0.019747378576835","0.0366961715326129"
"Grüne","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1997","66 und älter","kein Migrationshintergrund","","","",""
"Grüne","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1997","16-34 Jahre alt","kein Migrationshintergrund","56","0.0136594602517563","0.00970759570777946","0.0176113247957331"
"PDS/Linke","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1997","35-65 Jahre alt","kein Migrationshintergrund","121","0.0132052715586633","0.0100881966262295","0.0163223464910971"
