year,bula_h,quintil_oecd,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,"Rhineland-Palatinate, Saarland",4th Quintile,SPD,0.25190,35,117,0.17290,0.33090
1998,"Rhineland-Palatinate, Saarland",5th Quintile,Not leaning towards specific party,0.38081,54,54,0.25007,0.51154
1998,Baden-Wuerttemberg,1st Quintile,Not leaning towards specific party,0.74426,255,298,0.69464,0.79388
1998,Baden-Wuerttemberg,1st Quintile,SPD,0.13384,43,298,0.09511,0.17256
1998,Baden-Wuerttemberg,2nd Quintile,Not leaning towards specific party,0.53886,209,296,0.48197,0.59574
1998,Baden-Wuerttemberg,2nd Quintile,SPD,0.19863,52,296,0.15310,0.24416
1998,Baden-Wuerttemberg,2nd Quintile,CDU/CSU,0.17345,35,296,0.13024,0.21665
1998,Baden-Wuerttemberg,3rd Quintile,Not leaning towards specific party,0.54549,181,279,0.48696,0.60402
1998,Baden-Wuerttemberg,3rd Quintile,SPD,0.16915,47,279,0.12508,0.21322
1998,Baden-Wuerttemberg,3rd Quintile,CDU/CSU,0.22116,51,279,0.17237,0.26995
1998,Baden-Wuerttemberg,4th Quintile,Not leaning towards specific party,0.47939,199,311,0.42377,0.53500
1998,Baden-Wuerttemberg,4th Quintile,SPD,0.21815,66,311,0.17218,0.26412
1998,Baden-Wuerttemberg,4th Quintile,CDU/CSU,0.17509,46,311,0.13279,0.21740
1998,Baden-Wuerttemberg,5th Quintile,Not leaning towards specific party,0.47691,161,279,0.41820,0.53563
1998,Baden-Wuerttemberg,5th Quintile,SPD,0.15877,56,279,0.11581,0.20173
1998,Baden-Wuerttemberg,5th Quintile,CDU/CSU,0.24942,62,279,0.19855,0.30028
1998,Bavaria,1st Quintile,Not leaning towards specific party,0.70345,174,174,0.63538,0.77151
1998,Bavaria,2nd Quintile,Not leaning towards specific party,0.60075,186,262,0.54134,0.66017
1998,Bavaria,2nd Quintile,SPD,0.16200,35,262,0.11730,0.20670
1998,Bavaria,2nd Quintile,CDU/CSU,0.17240,41,262,0.12657,0.21823
1998,Bavaria,3rd Quintile,Not leaning towards specific party,0.50176,199,318,0.44672,0.55681
1998,Bavaria,3rd Quintile,SPD,0.18615,48,318,0.14330,0.22900
1998,Bavaria,3rd Quintile,CDU/CSU,0.25131,71,318,0.20356,0.29906
1998,Bavaria,4th Quintile,Not leaning towards specific party,0.55129,221,356,0.49955,0.60303
1998,Bavaria,4th Quintile,SPD,0.17646,55,356,0.13680,0.21611
1998,Bavaria,4th Quintile,CDU/CSU,0.23172,80,356,0.18783,0.27562
1998,Bavaria,5th Quintile,Not leaning towards specific party,0.37634,164,330,0.32399,0.42869
1998,Bavaria,5th Quintile,SPD,0.24218,76,330,0.19589,0.28847
1998,Bavaria,5th Quintile,CDU/CSU,0.29827,90,330,0.24883,0.34771
1998,Berlin,1st Quintile,Not leaning towards specific party,0.59347,51,51,0.45732,0.72962
1998,Berlin,2nd Quintile,Not leaning towards specific party,0.60996,51,51,0.47476,0.74516
1998,Berlin,3rd Quintile,Not leaning towards specific party,0.56520,55,55,0.43298,0.69742
1998,Berlin,4th Quintile,Not leaning towards specific party,0.52732,60,60,0.39993,0.65472
1998,Berlin,5th Quintile,Not leaning towards specific party,0.36535,38,38,0.21019,0.52051
1998,Brandenburg,1st Quintile,Not leaning towards specific party,0.76805,72,72,0.66988,0.86623
1998,Brandenburg,2nd Quintile,Not leaning towards specific party,0.67818,105,105,0.58839,0.76797
1998,Brandenburg,3rd Quintile,Not leaning towards specific party,0.59298,90,90,0.49092,0.69505
1998,Brandenburg,4th Quintile,Not leaning towards specific party,0.51828,62,62,0.39288,0.64367
1998,Brandenburg,5th Quintile,Not leaning towards specific party,0.61015,48,48,0.47072,0.74959
1998,Mecklenburg-Western Pomerania,1st Quintile,Not leaning towards specific party,0.75563,49,49,0.63406,0.87720
1998,Mecklenburg-Western Pomerania,2nd Quintile,Not leaning towards specific party,0.74359,74,74,0.64342,0.84376
1998,Mecklenburg-Western Pomerania,3rd Quintile,Not leaning towards specific party,0.73655,65,65,0.62863,0.84447
1998,Mecklenburg-Western Pomerania,4th Quintile,Not leaning towards specific party,0.51736,42,42,0.36440,0.67032
1998,Saxony,1st Quintile,Not leaning towards specific party,0.81507,152,152,0.75314,0.87699
1998,Saxony,2nd Quintile,Not leaning towards specific party,0.77134,213,213,0.71481,0.82788
1998,Saxony,3rd Quintile,Not leaning towards specific party,0.68322,216,247,0.62509,0.74136
1998,Saxony,3rd Quintile,SPD,0.10863,31,247,0.06974,0.14752
1998,Saxony,4th Quintile,Not leaning towards specific party,0.61288,119,119,0.52500,0.70077
1998,Saxony,5th Quintile,Not leaning towards specific party,0.49309,51,51,0.35451,0.63167
1998,Saxony-Anhalt,1st Quintile,Not leaning towards specific party,0.72929,100,100,0.64177,0.81682
1998,Saxony-Anhalt,2nd Quintile,Not leaning towards specific party,0.73379,97,97,0.64538,0.82220
1998,Saxony-Anhalt,3rd Quintile,Not leaning towards specific party,0.77001,138,138,0.69954,0.84048
1998,Saxony-Anhalt,4th Quintile,Not leaning towards specific party,0.56242,66,66,0.44182,0.68303
1998,Saxony-Anhalt,5th Quintile,Not leaning towards specific party,0.55140,45,45,0.40444,0.69836
1998,Thuringa,1st Quintile,Not leaning towards specific party,0.76402,105,105,0.68241,0.84562
1998,Thuringa,2nd Quintile,Not leaning towards specific party,0.75339,113,113,0.67356,0.83322
1998,Thuringa,3rd Quintile,Not leaning towards specific party,0.71997,114,114,0.63718,0.80276
1998,Thuringa,4th Quintile,Not leaning towards specific party,0.65129,106,106,0.56013,0.74244
1998,Thuringa,5th Quintile,Not leaning towards specific party,0.68187,55,55,0.55764,0.80609
1999,Lower Saxony,1st Quintile,Not leaning towards specific party,0.45259,104,197,0.38290,0.52227
1999,Lower Saxony,1st Quintile,SPD,0.24284,45,197,0.18281,0.30288
1999,Lower Saxony,1st Quintile,CDU/CSU,0.25785,48,197,0.19660,0.31909
1999,Lower Saxony,2nd Quintile,Not leaning towards specific party,0.44979,108,208,0.38202,0.51756
1999,Lower Saxony,2nd Quintile,SPD,0.29784,57,208,0.23554,0.36014
1999,Lower Saxony,2nd Quintile,CDU/CSU,0.21667,43,208,0.16055,0.27279
1999,Lower Saxony,3rd Quintile,Not leaning towards specific party,0.45536,117,226,0.39028,0.52043
1999,Lower Saxony,3rd Quintile,SPD,0.24769,58,226,0.19129,0.30410
1999,Lower Saxony,3rd Quintile,CDU/CSU,0.25497,51,226,0.19802,0.31192
1999,Lower Saxony,4th Quintile,Not leaning towards specific party,0.36329,94,220,0.29959,0.42699
1999,Lower Saxony,4th Quintile,SPD,0.36208,85,220,0.29843,0.42574
1999,Lower Saxony,4th Quintile,CDU/CSU,0.21326,41,220,0.15901,0.26751
1999,Lower Saxony,5th Quintile,Not leaning towards specific party,0.37271,100,237,0.31102,0.43440
1999,Lower Saxony,5th Quintile,SPD,0.26939,76,237,0.21279,0.32599
1999,Lower Saxony,5th Quintile,CDU/CSU,0.25877,61,237,0.20289,0.31464
1999,North Rhine-Westphalia,1st Quintile,Not leaning towards specific party,0.59362,350,511,0.55099,0.63624
1999,North Rhine-Westphalia,1st Quintile,SPD,0.21764,109,511,0.18183,0.25346
1999,North Rhine-Westphalia,1st Quintile,CDU/CSU,0.12876,52,511,0.09970,0.15783
1999,North Rhine-Westphalia,2nd Quintile,Not leaning towards specific party,0.52447,302,520,0.48150,0.56743
1999,North Rhine-Westphalia,2nd Quintile,SPD,0.26288,139,520,0.22500,0.30075
1999,North Rhine-Westphalia,2nd Quintile,CDU/CSU,0.15290,79,520,0.12193,0.18386
1999,North Rhine-Westphalia,3rd Quintile,Not leaning towards specific party,0.46505,223,425,0.41758,0.51253
1999,North Rhine-Westphalia,3rd Quintile,SPD,0.30100,122,425,0.25734,0.34466
1999,North Rhine-Westphalia,3rd Quintile,CDU/CSU,0.17913,80,425,0.14263,0.21563
1999,North Rhine-Westphalia,4th Quintile,Not leaning towards specific party,0.37877,239,503,0.33634,0.42121
1999,North Rhine-Westphalia,4th Quintile,SPD,0.30693,165,503,0.26658,0.34727
1999,North Rhine-Westphalia,4th Quintile,CDU/CSU,0.23270,99,503,0.19574,0.26967
1999,North Rhine-Westphalia,5th Quintile,Not leaning towards specific party,0.34388,216,549,0.30411,0.38365
1999,North Rhine-Westphalia,5th Quintile,SPD,0.21616,121,549,0.18170,0.25063
1999,North Rhine-Westphalia,5th Quintile,CDU/CSU,0.35135,212,549,0.31138,0.39132
1999,Hesse,1st Quintile,Not leaning towards specific party,0.66353,118,118,0.57792,0.74915
1999,Hesse,2nd Quintile,Not leaning towards specific party,0.58557,110,142,0.50426,0.66689
1999,Hesse,2nd Quintile,SPD,0.20154,32,142,0.13532,0.26775
1999,Hesse,3rd Quintile,Not leaning towards specific party,0.47936,94,132,0.39381,0.56491
1999,Hesse,3rd Quintile,SPD,0.27406,38,132,0.19767,0.35044
1999,Hesse,4th Quintile,Not leaning towards specific party,0.43187,86,148,0.35180,0.51195
1999,Hesse,4th Quintile,SPD,0.35197,62,148,0.27477,0.42918
1999,Hesse,5th Quintile,Not leaning towards specific party,0.33482,70,177,0.26510,0.40455
1999,Hesse,5th Quintile,SPD,0.21968,51,177,0.15851,0.28085
1999,Hesse,5th Quintile,CDU/CSU,0.30790,56,177,0.23970,0.37611
1999,"Rhineland-Palatinate, Saarland",1st Quintile,Not leaning towards specific party,0.63904,92,128,0.55551,0.72258
1999,"Rhineland-Palatinate, Saarland",1st Quintile,SPD,0.24955,36,128,0.17429,0.32482
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,Not leaning towards specific party,0.46064,78,144,0.37894,0.54233
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,SPD,0.26671,35,144,0.19422,0.33919
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,CDU/CSU,0.23564,31,144,0.16608,0.30520
1999,"Rhineland-Palatinate, Saarland",3rd Quintile,Not leaning towards specific party,0.56817,87,124,0.48063,0.65571
1999,"Rhineland-Palatinate, Saarland",3rd Quintile,SPD,0.21160,37,124,0.13941,0.28378
1999,"Rhineland-Palatinate, Saarland",4th Quintile,Not leaning towards specific party,0.45663,78,157,0.37847,0.53480
1999,"Rhineland-Palatinate, Saarland",4th Quintile,SPD,0.21882,37,157,0.15394,0.28370
1999,"Rhineland-Palatinate, Saarland",4th Quintile,CDU/CSU,0.26366,42,157,0.19452,0.33280
1999,"Rhineland-Palatinate, Saarland",5th Quintile,Not leaning towards specific party,0.34398,57,141,0.26529,0.42267
1999,"Rhineland-Palatinate, Saarland",5th Quintile,SPD,0.22672,35,141,0.15736,0.29608
1999,"Rhineland-Palatinate, Saarland",5th Quintile,CDU/CSU,0.37564,49,141,0.29542,0.45586
1999,Baden-Wuerttemberg,1st Quintile,Not leaning towards specific party,0.69738,245,284,0.64386,0.75091
1999,Baden-Wuerttemberg,1st Quintile,SPD,0.12607,39,284,0.08739,0.16474
1999,Baden-Wuerttemberg,2nd Quintile,Not leaning towards specific party,0.57600,221,319,0.52168,0.63032
1999,Baden-Wuerttemberg,2nd Quintile,SPD,0.17805,57,319,0.13601,0.22010
1999,Baden-Wuerttemberg,2nd Quintile,CDU/CSU,0.15977,41,319,0.11950,0.20004
1999,Baden-Wuerttemberg,3rd Quintile,Not leaning towards specific party,0.49067,216,353,0.43844,0.54289
1999,Baden-Wuerttemberg,3rd Quintile,SPD,0.19211,64,353,0.15095,0.23327
1999,Baden-Wuerttemberg,3rd Quintile,CDU/CSU,0.25397,73,353,0.20849,0.29944
1999,Baden-Wuerttemberg,4th Quintile,Not leaning towards specific party,0.51989,196,320,0.46506,0.57471
1999,Baden-Wuerttemberg,4th Quintile,SPD,0.18567,61,320,0.14300,0.22835
1999,Baden-Wuerttemberg,4th Quintile,CDU/CSU,0.22167,63,320,0.17609,0.26725
1999,Baden-Wuerttemberg,5th Quintile,Not leaning towards specific party,0.37042,137,297,0.31541,0.42544
1999,Baden-Wuerttemberg,5th Quintile,SPD,0.20555,76,297,0.15951,0.25159
1999,Baden-Wuerttemberg,5th Quintile,CDU/CSU,0.29097,84,297,0.23922,0.34271
1999,Bavaria,1st Quintile,Not leaning towards specific party,0.59584,159,244,0.53413,0.65754
1999,Bavaria,1st Quintile,SPD,0.15599,44,244,0.11037,0.20161
1999,Bavaria,1st Quintile,CDU/CSU,0.19705,41,244,0.14704,0.24707
1999,Bavaria,2nd Quintile,Not leaning towards specific party,0.55687,168,261,0.49649,0.61725
1999,Bavaria,2nd Quintile,SPD,0.14940,38,261,0.10607,0.19273
1999,Bavaria,2nd Quintile,CDU/CSU,0.24906,55,261,0.19649,0.30163
1999,Bavaria,3rd Quintile,Not leaning towards specific party,0.47649,193,350,0.42409,0.52889
1999,Bavaria,3rd Quintile,SPD,0.21593,70,350,0.17276,0.25910
1999,Bavaria,3rd Quintile,CDU/CSU,0.26015,87,350,0.21412,0.30618
1999,Bavaria,4th Quintile,Not leaning towards specific party,0.48977,247,443,0.44317,0.53637
1999,Bavaria,4th Quintile,SPD,0.18566,70,443,0.14941,0.22191
1999,Bavaria,4th Quintile,CDU/CSU,0.29478,126,443,0.25227,0.33728
1999,Bavaria,5th Quintile,Not leaning towards specific party,0.38930,194,408,0.34193,0.43667
1999,Bavaria,5th Quintile,SPD,0.19978,81,408,0.16093,0.23862
1999,Bavaria,5th Quintile,CDU/CSU,0.33810,133,408,0.29214,0.38406
1999,Berlin,1st Quintile,Not leaning towards specific party,0.55409,64,64,0.43135,0.67683
1999,Berlin,2nd Quintile,Not leaning towards specific party,0.62103,43,43,0.47432,0.76775
1999,Berlin,3rd Quintile,Not leaning towards specific party,0.42922,53,53,0.29469,0.56376
1999,Berlin,4th Quintile,Not leaning towards specific party,0.39331,54,88,0.29066,0.49595
1999,Berlin,4th Quintile,SPD,0.27211,34,88,0.17859,0.36563
1999,Berlin,5th Quintile,Not leaning towards specific party,0.32376,35,35,0.16648,0.48104
1999,Brandenburg,1st Quintile,Not leaning towards specific party,0.66560,81,81,0.56222,0.76898
1999,Brandenburg,2nd Quintile,Not leaning towards specific party,0.66494,108,108,0.57551,0.75438
1999,Brandenburg,3rd Quintile,Not leaning towards specific party,0.49122,81,117,0.40024,0.58219
1999,Brandenburg,3rd Quintile,SPD,0.25574,36,117,0.17634,0.33513
1999,Brandenburg,4th Quintile,Not leaning towards specific party,0.50305,48,48,0.36010,0.64599
1999,Brandenburg,5th Quintile,Not leaning towards specific party,0.47623,32,32,0.30041,0.65204
1999,Mecklenburg-Western Pomerania,1st Quintile,Not leaning towards specific party,0.70547,66,66,0.59466,0.81629
1999,Mecklenburg-Western Pomerania,2nd Quintile,Not leaning towards specific party,0.62902,73,73,0.51743,0.74060
1999,Mecklenburg-Western Pomerania,3rd Quintile,Not leaning towards specific party,0.61343,43,43,0.46616,0.76071
1999,Mecklenburg-Western Pomerania,5th Quintile,Not leaning towards specific party,0.49604,37,37,0.33272,0.65937
1999,Saxony,1st Quintile,Not leaning towards specific party,0.62649,161,161,0.55153,0.70144
1999,Saxony,2nd Quintile,Not leaning towards specific party,0.66832,236,322,0.61681,0.71982
1999,Saxony,2nd Quintile,SPD,0.12064,47,322,0.08501,0.15627
1999,Saxony,2nd Quintile,CDU/CSU,0.13157,39,322,0.09459,0.16854
1999,Saxony,3rd Quintile,Not leaning towards specific party,0.64512,177,241,0.58458,0.70566
1999,Saxony,3rd Quintile,SPD,0.13698,31,241,0.09348,0.18047
1999,Saxony,3rd Quintile,CDU/CSU,0.12001,33,241,0.07889,0.16112
1999,Saxony,4th Quintile,Not leaning towards specific party,0.53029,112,143,0.44820,0.61237
1999,Saxony,4th Quintile,CDU/CSU,0.16405,31,143,0.10314,0.22496
1999,Saxony,5th Quintile,Not leaning towards specific party,0.42581,37,37,0.26429,0.58734
1999,Saxony-Anhalt,1st Quintile,Not leaning towards specific party,0.61553,104,104,0.52158,0.70948
1999,Saxony-Anhalt,2nd Quintile,Not leaning towards specific party,0.60888,105,136,0.52656,0.69120
1999,Saxony-Anhalt,2nd Quintile,SPD,0.20861,31,136,0.14007,0.27715
1999,Saxony-Anhalt,3rd Quintile,Not leaning towards specific party,0.66667,117,117,0.58089,0.75246
1999,Saxony-Anhalt,4th Quintile,Not leaning towards specific party,0.55066,70,70,0.43329,0.66803
1999,Saxony-Anhalt,5th Quintile,Not leaning towards specific party,0.64453,36,36,0.48595,0.80311
1999,Thuringa,1st Quintile,Not leaning towards specific party,0.72394,121,121,0.64395,0.80392
1999,Thuringa,2nd Quintile,Not leaning towards specific party,0.53927,104,140,0.45640,0.62214
1999,Thuringa,2nd Quintile,SPD,0.19056,36,140,0.12527,0.25585
1999,Thuringa,3rd Quintile,Not leaning towards specific party,0.57303,123,158,0.49565,0.65040
1999,Thuringa,3rd Quintile,CDU/CSU,0.17575,35,158,0.11622,0.23529
1999,Thuringa,4th Quintile,Not leaning towards specific party,0.67037,68,68,0.55780,0.78293
1999,Thuringa,5th Quintile,Not leaning towards specific party,0.60932,48,48,0.46983,0.74881
2000,Schleswig-Holstein,3rd Quintile,Not leaning towards specific party,0.61421,43,43,0.46699,0.76143
2000,Schleswig-Holstein,5th Quintile,Not leaning towards specific party,0.29262,31,31,0.12981,0.45542
2000,Lower Saxony,1st Quintile,Not leaning towards specific party,0.54056,110,180,0.46756,0.61357
2000,Lower Saxony,1st Quintile,SPD,0.22514,35,180,0.16395,0.28633
2000,Lower Saxony,1st Quintile,CDU/CSU,0.18044,35,180,0.12411,0.23678
2000,Lower Saxony,2nd Quintile,Not leaning towards specific party,0.58159,111,156,0.50393,0.65925
2000,Lower Saxony,2nd Quintile,SPD,0.21964,45,156,0.15447,0.28482
2000,Lower Saxony,3rd Quintile,Not leaning towards specific party,0.51865,133,243,0.45570,0.58160
2000,Lower Saxony,3rd Quintile,SPD,0.33220,73,243,0.27286,0.39154
2000,Lower Saxony,3rd Quintile,CDU/CSU,0.13085,37,243,0.08836,0.17334
2000,Lower Saxony,4th Quintile,Not leaning towards specific party,0.48193,123,225,0.41650,0.54737
2000,Lower Saxony,4th Quintile,SPD,0.26370,62,225,0.20600,0.32141
2000,Lower Saxony,4th Quintile,CDU/CSU,0.19547,40,225,0.14354,0.24741
2000,Lower Saxony,5th Quintile,Not leaning towards specific party,0.34581,82,225,0.28352,0.40810
2000,Lower Saxony,5th Quintile,SPD,0.31409,85,225,0.25331,0.37488
2000,Lower Saxony,5th Quintile,CDU/CSU,0.26234,58,225,0.20473,0.31995
2000,North Rhine-Westphalia,1st Quintile,Not leaning towards specific party,0.64302,342,484,0.60029,0.68575
2000,North Rhine-Westphalia,1st Quintile,SPD,0.20396,95,484,0.16803,0.23990
2000,North Rhine-Westphalia,1st Quintile,CDU/CSU,0.11695,47,484,0.08829,0.14561
2000,North Rhine-Westphalia,2nd Quintile,Not leaning towards specific party,0.49906,284,490,0.45474,0.54338
2000,North Rhine-Westphalia,2nd Quintile,SPD,0.28983,135,490,0.24962,0.33004
2000,North Rhine-Westphalia,2nd Quintile,CDU/CSU,0.14153,71,490,0.11063,0.17242
2000,North Rhine-Westphalia,3rd Quintile,Not leaning towards specific party,0.45788,221,418,0.41006,0.50570
2000,North Rhine-Westphalia,3rd Quintile,SPD,0.28864,126,418,0.24515,0.33213
2000,North Rhine-Westphalia,3rd Quintile,CDU/CSU,0.17824,71,418,0.14151,0.21498
2000,North Rhine-Westphalia,4th Quintile,Not leaning towards specific party,0.45851,259,500,0.41479,0.50223
2000,North Rhine-Westphalia,4th Quintile,SPD,0.30390,145,500,0.26354,0.34426
2000,North Rhine-Westphalia,4th Quintile,CDU/CSU,0.19309,96,500,0.15845,0.22772
2000,North Rhine-Westphalia,5th Quintile,Not leaning towards specific party,0.34443,230,557,0.30493,0.38393
2000,North Rhine-Westphalia,5th Quintile,SPD,0.25067,136,557,0.21464,0.28670
2000,North Rhine-Westphalia,5th Quintile,CDU/CSU,0.31923,191,557,0.28048,0.35798
2000,Hesse,1st Quintile,Not leaning towards specific party,0.67358,112,112,0.58634,0.76081
2000,Hesse,2nd Quintile,Not leaning towards specific party,0.53123,92,134,0.44642,0.61604
2000,Hesse,2nd Quintile,SPD,0.27516,42,134,0.19926,0.35106
2000,Hesse,3rd Quintile,Not leaning towards specific party,0.55965,89,128,0.47331,0.64599
2000,Hesse,3rd Quintile,SPD,0.26623,39,128,0.18936,0.34310
2000,Hesse,4th Quintile,Not leaning towards specific party,0.50621,112,160,0.42850,0.58392
2000,Hesse,4th Quintile,SPD,0.25492,48,160,0.18718,0.32267
2000,Hesse,5th Quintile,Not leaning towards specific party,0.37833,74,154,0.30148,0.45517
2000,Hesse,5th Quintile,SPD,0.23240,40,154,0.16548,0.29933
2000,Hesse,5th Quintile,CDU/CSU,0.25045,40,154,0.18180,0.31911
2000,"Rhineland-Palatinate, Saarland",1st Quintile,Not leaning towards specific party,0.70513,106,106,0.61791,0.79235
2000,"Rhineland-Palatinate, Saarland",2nd Quintile,Not leaning towards specific party,0.49150,81,121,0.40205,0.58095
2000,"Rhineland-Palatinate, Saarland",2nd Quintile,SPD,0.24490,40,121,0.16795,0.32184
2000,"Rhineland-Palatinate, Saarland",3rd Quintile,Not leaning towards specific party,0.48624,65,65,0.36378,0.60869
2000,"Rhineland-Palatinate, Saarland",4th Quintile,Not leaning towards specific party,0.53232,93,163,0.45548,0.60915
2000,"Rhineland-Palatinate, Saarland",4th Quintile,SPD,0.18238,32,163,0.12292,0.24185
2000,"Rhineland-Palatinate, Saarland",4th Quintile,CDU/CSU,0.23848,38,163,0.17285,0.30410
2000,"Rhineland-Palatinate, Saarland",5th Quintile,Not leaning towards specific party,0.46070,76,139,0.37753,0.54386
2000,"Rhineland-Palatinate, Saarland",5th Quintile,SPD,0.22350,32,139,0.15400,0.29301
2000,"Rhineland-Palatinate, Saarland",5th Quintile,CDU/CSU,0.23185,31,139,0.16144,0.30226
2000,Baden-Wuerttemberg,1st Quintile,Not leaning towards specific party,0.70474,259,311,0.65396,0.75552
2000,Baden-Wuerttemberg,1st Quintile,SPD,0.15901,52,311,0.11830,0.19972
2000,Baden-Wuerttemberg,2nd Quintile,Not leaning towards specific party,0.64692,242,306,0.59328,0.70056
2000,Baden-Wuerttemberg,2nd Quintile,SPD,0.17166,64,306,0.12934,0.21398
2000,Baden-Wuerttemberg,3rd Quintile,Not leaning towards specific party,0.57017,191,291,0.51320,0.62715
2000,Baden-Wuerttemberg,3rd Quintile,SPD,0.13891,43,291,0.09910,0.17872
2000,Baden-Wuerttemberg,3rd Quintile,CDU/CSU,0.24574,57,291,0.19619,0.29529
2000,Baden-Wuerttemberg,4th Quintile,Not leaning towards specific party,0.54816,201,309,0.49258,0.60374
2000,Baden-Wuerttemberg,4th Quintile,SPD,0.19626,64,309,0.15191,0.24062
2000,Baden-Wuerttemberg,4th Quintile,CDU/CSU,0.15390,44,309,0.11360,0.19420
2000,Baden-Wuerttemberg,5th Quintile,Not leaning towards specific party,0.50567,170,302,0.44918,0.56215
2000,Baden-Wuerttemberg,5th Quintile,SPD,0.15998,69,302,0.11856,0.20139
2000,Baden-Wuerttemberg,5th Quintile,CDU/CSU,0.22435,63,302,0.17722,0.27148
2000,Bavaria,1st Quintile,Not leaning towards specific party,0.61513,173,259,0.55575,0.67450
2000,Bavaria,1st Quintile,SPD,0.14433,36,259,0.10145,0.18722
2000,Bavaria,1st Quintile,CDU/CSU,0.21204,50,259,0.16216,0.26192
2000,Bavaria,2nd Quintile,Not leaning towards specific party,0.59294,183,277,0.53498,0.65090
2000,Bavaria,2nd Quintile,SPD,0.20701,51,277,0.15921,0.25481
2000,Bavaria,2nd Quintile,CDU/CSU,0.14480,43,277,0.10329,0.18632
2000,Bavaria,3rd Quintile,Not leaning towards specific party,0.50410,195,320,0.44923,0.55897
2000,Bavaria,3rd Quintile,SPD,0.20389,61,320,0.15967,0.24810
2000,Bavaria,3rd Quintile,CDU/CSU,0.22531,64,320,0.17946,0.27116
2000,Bavaria,4th Quintile,Not leaning towards specific party,0.56169,229,375,0.51140,0.61198
2000,Bavaria,4th Quintile,SPD,0.14315,52,375,0.10765,0.17864
2000,Bavaria,4th Quintile,CDU/CSU,0.23378,94,375,0.19088,0.27667
2000,Bavaria,5th Quintile,Not leaning towards specific party,0.46139,220,421,0.41371,0.50906
2000,Bavaria,5th Quintile,SPD,0.18953,76,421,0.15205,0.22702
2000,Bavaria,5th Quintile,CDU/CSU,0.29891,125,421,0.25513,0.34269
2000,Berlin,1st Quintile,Not leaning towards specific party,0.64941,67,67,0.53429,0.76452
2000,Berlin,2nd Quintile,Not leaning towards specific party,0.65290,49,49,0.51822,0.78757
2000,Berlin,3rd Quintile,Not leaning towards specific party,0.55777,53,53,0.42277,0.69276
2000,Berlin,4th Quintile,Not leaning towards specific party,0.46320,57,57,0.33260,0.59380
2000,Brandenburg,1st Quintile,Not leaning towards specific party,0.60907,96,96,0.51095,0.70720
2000,Brandenburg,2nd Quintile,Not leaning towards specific party,0.68890,92,92,0.59378,0.78402
2000,Brandenburg,3rd Quintile,Not leaning towards specific party,0.62784,91,91,0.52797,0.72771
2000,Brandenburg,4th Quintile,Not leaning towards specific party,0.56414,62,62,0.43970,0.68858
2000,Mecklenburg-Western Pomerania,1st Quintile,Not leaning towards specific party,0.64343,55,55,0.51567,0.77118
2000,Mecklenburg-Western Pomerania,2nd Quintile,Not leaning towards specific party,0.75497,86,86,0.66353,0.84640
2000,Mecklenburg-Western Pomerania,3rd Quintile,Not leaning towards specific party,0.58971,50,50,0.45198,0.72744
2000,Mecklenburg-Western Pomerania,4th Quintile,Not leaning towards specific party,0.48452,31,31,0.30569,0.66336
2000,Saxony,1st Quintile,Not leaning towards specific party,0.66085,175,175,0.59051,0.73120
2000,Saxony,2nd Quintile,Not leaning towards specific party,0.61430,200,286,0.55779,0.67082
2000,Saxony,2nd Quintile,SPD,0.15120,42,286,0.10961,0.19280
2000,Saxony,2nd Quintile,CDU/CSU,0.15647,44,286,0.11429,0.19865
2000,Saxony,3rd Quintile,Not leaning towards specific party,0.60292,192,246,0.54165,0.66419
2000,Saxony,3rd Quintile,CDU/CSU,0.21250,54,246,0.16128,0.26373
2000,Saxony,4th Quintile,Not leaning towards specific party,0.56822,116,116,0.47769,0.65875
2000,Saxony,5th Quintile,Not leaning towards specific party,0.47059,39,39,0.31189,0.62930
2000,Saxony-Anhalt,1st Quintile,Not leaning towards specific party,0.70853,114,114,0.62474,0.79232
2000,Saxony-Anhalt,2nd Quintile,Not leaning towards specific party,0.50963,86,86,0.40335,0.61590
2000,Saxony-Anhalt,3rd Quintile,Not leaning towards specific party,0.77753,123,123,0.70373,0.85133
2000,Saxony-Anhalt,4th Quintile,Not leaning towards specific party,0.50108,61,92,0.39835,0.60381
2000,Saxony-Anhalt,4th Quintile,CDU/CSU,0.23198,31,92,0.14525,0.31870
2000,Saxony-Anhalt,5th Quintile,Not leaning towards specific party,0.58519,46,46,0.44124,0.72914
2000,Thuringa,1st Quintile,Not leaning towards specific party,0.76215,125,125,0.68721,0.83709
2000,Thuringa,2nd Quintile,Not leaning towards specific party,0.67100,113,113,0.58398,0.75801
2000,Thuringa,3rd Quintile,Not leaning towards specific party,0.54040,117,166,0.46435,0.61644
2000,Thuringa,3rd Quintile,CDU/CSU,0.24857,49,166,0.18263,0.31452
2000,Thuringa,4th Quintile,Not leaning towards specific party,0.60940,78,78,0.50043,0.71838
2000,Thuringa,5th Quintile,Not leaning towards specific party,0.57679,38,38,0.41759,0.73599
2001,Schleswig-Holstein,1st Quintile,Not leaning towards specific party,0.66086,59,59,0.53902,0.78270
2001,Schleswig-Holstein,2nd Quintile,Not leaning towards specific party,0.55813,75,75,0.44498,0.67128
