year,bula_h,migback,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.03521,67,1699,0.02645,0.04398
1994,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.63450,396,560,0.59457,0.67442
1994,North Rhine-Westphalia,Direct migration background,SPD,0.21353,132,560,0.17956,0.24750
1994,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.12230,32,560,0.09514,0.14946
1994,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.64677,98,134,0.56554,0.72800
1994,North Rhine-Westphalia,Indirect migration background,SPD,0.19983,36,134,0.13187,0.26779
1994,Hesse,No migration background,Not leaning towards specific party,0.46365,271,540,0.42155,0.50575
1994,Hesse,No migration background,SPD,0.25755,145,540,0.22063,0.29446
1994,Hesse,No migration background,CDU/CSU,0.16961,88,540,0.13793,0.20129
1994,Hesse,No migration background,Bündnis90/Grüne,0.05898,36,540,0.03909,0.07887
1994,Hesse,Direct migration background,Not leaning towards specific party,0.62484,208,263,0.56622,0.68347
1994,Hesse,Direct migration background,SPD,0.21275,55,263,0.16320,0.26231
1994,Hesse,Indirect migration background,Not leaning towards specific party,0.74609,47,47,0.62031,0.87187
1994,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.48554,271,480,0.44079,0.53030
1994,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.24270,122,480,0.20430,0.28109
1994,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.18945,87,480,0.15436,0.22455
1994,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.68594,67,67,0.57396,0.79792
1994,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.54233,530,938,0.51043,0.57423
1994,Baden-Wuerttemberg,No migration background,SPD,0.17218,176,938,0.14801,0.19636
1994,Baden-Wuerttemberg,No migration background,CDU/CSU,0.22330,196,938,0.19664,0.24997
1994,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.03486,36,938,0.02312,0.04661
1994,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.68989,474,619,0.65342,0.72636
1994,Baden-Wuerttemberg,Direct migration background,SPD,0.16256,106,619,0.13347,0.19165
1994,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.12709,39,619,0.10083,0.15335
1994,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.81192,104,104,0.73645,0.88739
1994,Bavaria,No migration background,Not leaning towards specific party,0.54072,663,1117,0.51148,0.56996
1994,Bavaria,No migration background,SPD,0.18446,198,1117,0.16171,0.20722
1994,Bavaria,No migration background,CDU/CSU,0.22324,256,1117,0.19880,0.24767
1994,Bavaria,Direct migration background,Not leaning towards specific party,0.64227,239,316,0.58933,0.69520
1994,Bavaria,Direct migration background,SPD,0.14573,43,316,0.10677,0.18470
1994,Bavaria,Direct migration background,CDU/CSU,0.17581,34,316,0.13377,0.21785
1994,Bavaria,Indirect migration background,Not leaning towards specific party,0.73610,46,46,0.60732,0.86487
1994,Berlin,No migration background,Not leaning towards specific party,0.53521,244,380,0.48500,0.58542
1994,Berlin,No migration background,SPD,0.19226,85,380,0.15259,0.23194
1994,Berlin,No migration background,CDU/CSU,0.12331,51,380,0.09021,0.15642
1994,Berlin,Direct migration background,Not leaning towards specific party,0.61016,59,59,0.48465,0.73568
1994,Brandenburg,No migration background,Not leaning towards specific party,0.63516,378,552,0.59496,0.67535
1994,Brandenburg,No migration background,SPD,0.17024,95,552,0.13886,0.20163
1994,Brandenburg,No migration background,CDU/CSU,0.08009,46,552,0.05743,0.10275
1994,Brandenburg,No migration background,PDS/Linke,0.05640,33,552,0.03713,0.07566
1994,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.69988,282,357,0.65228,0.74749
1994,Mecklenburg-Western Pomerania,No migration background,SPD,0.09669,35,357,0.06599,0.12739
1994,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.10042,40,357,0.06920,0.13164
1994,Saxony,No migration background,Not leaning towards specific party,0.70081,767,1041,0.67298,0.72864
1994,Saxony,No migration background,SPD,0.09050,91,1041,0.07306,0.10793
1994,Saxony,No migration background,CDU/CSU,0.10661,110,1041,0.08785,0.12536
1994,Saxony,No migration background,Bündnis90/Grüne,0.02388,31,1041,0.01460,0.03316
1994,Saxony,No migration background,PDS/Linke,0.04338,42,1041,0.03100,0.05577
1994,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.69324,467,644,0.65760,0.72889
1994,Saxony-Anhalt,No migration background,SPD,0.09499,65,644,0.07233,0.11765
1994,Saxony-Anhalt,No migration background,CDU/CSU,0.11306,74,644,0.08859,0.13754
1994,Saxony-Anhalt,No migration background,PDS/Linke,0.06334,38,644,0.04451,0.08216
1994,Thuringa,No migration background,Not leaning towards specific party,0.74251,489,585,0.70705,0.77798
1994,Thuringa,No migration background,SPD,0.08375,46,585,0.06128,0.10622
1994,Thuringa,No migration background,CDU/CSU,0.08446,50,585,0.06190,0.10701
1995,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.38997,106,221,0.32552,0.45442
1995,Schleswig-Holstein,No migration background,SPD,0.35509,78,221,0.29186,0.41833
1995,Schleswig-Holstein,No migration background,CDU/CSU,0.17091,37,221,0.12117,0.22066
1995,Hamburg,No migration background,Not leaning towards specific party,0.32498,37,72,0.21604,0.43393
1995,Hamburg,No migration background,SPD,0.41566,35,72,0.30102,0.53030
1995,Lower Saxony,No migration background,Not leaning towards specific party,0.42593,346,774,0.39107,0.46079
1995,Lower Saxony,No migration background,SPD,0.30281,233,774,0.27042,0.33521
1995,Lower Saxony,No migration background,CDU/CSU,0.21223,159,774,0.18341,0.24106
1995,Lower Saxony,No migration background,Bündnis90/Grüne,0.03731,36,774,0.02395,0.05067
1995,Lower Saxony,Direct migration background,Not leaning towards specific party,0.64277,135,176,0.57177,0.71376
1995,Lower Saxony,Direct migration background,SPD,0.15943,41,176,0.10519,0.21367
1995,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.37058,686,1687,0.34753,0.39364
1995,North Rhine-Westphalia,No migration background,SPD,0.29415,495,1687,0.27240,0.31590
1995,North Rhine-Westphalia,No migration background,CDU/CSU,0.25185,404,1687,0.23113,0.27257
1995,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.05754,102,1687,0.04643,0.06866
1995,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.56239,440,657,0.52443,0.60035
1995,North Rhine-Westphalia,Direct migration background,SPD,0.18663,129,657,0.15681,0.21644
1995,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.20387,88,657,0.17304,0.23470
1995,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.65080,104,104,0.55873,0.74287
1995,Hesse,No migration background,Not leaning towards specific party,0.42411,254,555,0.38296,0.46527
1995,Hesse,No migration background,SPD,0.24984,143,555,0.21379,0.28589
1995,Hesse,No migration background,CDU/CSU,0.20037,101,555,0.16704,0.23370
1995,Hesse,No migration background,Bündnis90/Grüne,0.08410,57,555,0.06099,0.10721
1995,Hesse,Direct migration background,Not leaning towards specific party,0.61362,227,273,0.55575,0.67148
1995,Hesse,Direct migration background,SPD,0.20106,46,273,0.15343,0.24869
1995,Hesse,Indirect migration background,Not leaning towards specific party,0.94655,47,47,0.88154,1.01155
1995,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.48890,267,480,0.44414,0.53367
1995,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.22545,117,480,0.18803,0.26288
1995,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.21535,96,480,0.17854,0.25216
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.69844,124,124,0.61733,0.77955
1995,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.50612,491,959,0.47446,0.53778
1995,Baden-Wuerttemberg,No migration background,SPD,0.18409,191,959,0.15955,0.20863
1995,Baden-Wuerttemberg,No migration background,CDU/CSU,0.22649,219,959,0.19999,0.25300
1995,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.05314,58,959,0.03893,0.06734
1995,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.64254,482,650,0.60567,0.67942
1995,Baden-Wuerttemberg,Direct migration background,SPD,0.15129,119,650,0.12372,0.17886
1995,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.16090,49,650,0.13263,0.18917
1995,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.77588,104,104,0.69534,0.85641
1995,Bavaria,No migration background,Not leaning towards specific party,0.48039,625,1175,0.45181,0.50897
1995,Bavaria,No migration background,SPD,0.18331,198,1175,0.16117,0.20544
1995,Bavaria,No migration background,CDU/CSU,0.27100,309,1175,0.24557,0.29643
1995,Bavaria,No migration background,Bündnis90/Grüne,0.03421,43,1175,0.02381,0.04461
1995,Bavaria,Direct migration background,Not leaning towards specific party,0.59633,278,380,0.54694,0.64573
1995,Bavaria,Direct migration background,SPD,0.13903,42,380,0.10420,0.17386
1995,Bavaria,Direct migration background,CDU/CSU,0.20074,60,380,0.16042,0.24107
1995,Bavaria,Indirect migration background,Not leaning towards specific party,0.70013,59,59,0.58221,0.81805
1995,Berlin,No migration background,Not leaning towards specific party,0.45691,214,412,0.40875,0.50507
1995,Berlin,No migration background,SPD,0.21909,96,412,0.17910,0.25908
1995,Berlin,No migration background,CDU/CSU,0.16516,69,412,0.12926,0.20106
1995,Berlin,No migration background,Bündnis90/Grüne,0.08442,33,412,0.05754,0.11130
1995,Berlin,Direct migration background,Not leaning towards specific party,0.57124,65,65,0.44999,0.69249
1995,Brandenburg,No migration background,Not leaning towards specific party,0.59812,359,546,0.55696,0.63929
1995,Brandenburg,No migration background,SPD,0.17816,94,546,0.14603,0.21029
1995,Brandenburg,No migration background,CDU/CSU,0.09547,58,546,0.07080,0.12015
1995,Brandenburg,No migration background,PDS/Linke,0.07643,35,546,0.05413,0.09874
1995,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.61762,251,386,0.56908,0.66617
1995,Mecklenburg-Western Pomerania,No migration background,SPD,0.12587,40,386,0.09274,0.15901
1995,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.15004,61,386,0.11437,0.18571
1995,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.07665,34,386,0.05007,0.10322
1995,Saxony,No migration background,Not leaning towards specific party,0.61922,670,1002,0.58914,0.64931
1995,Saxony,No migration background,SPD,0.10414,104,1002,0.08522,0.12307
1995,Saxony,No migration background,CDU/CSU,0.18338,177,1002,0.15941,0.20736
1995,Saxony,No migration background,PDS/Linke,0.05049,51,1002,0.03692,0.06405
1995,Saxony,Direct migration background,Not leaning towards specific party,0.72071,31,31,0.56016,0.88126
1995,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.61359,400,625,0.57539,0.65180
1995,Saxony-Anhalt,No migration background,SPD,0.10040,70,625,0.07682,0.12398
1995,Saxony-Anhalt,No migration background,CDU/CSU,0.14970,106,625,0.12171,0.17769
1995,Saxony-Anhalt,No migration background,PDS/Linke,0.09817,49,625,0.07483,0.12152
1995,Thuringa,No migration background,Not leaning towards specific party,0.66601,424,598,0.62817,0.70384
1995,Thuringa,No migration background,SPD,0.09430,63,598,0.07086,0.11775
1995,Thuringa,No migration background,CDU/CSU,0.13446,79,598,0.10710,0.16183
1995,Thuringa,No migration background,PDS/Linke,0.05242,32,598,0.03454,0.07030
1996,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.36950,104,221,0.30572,0.43328
1996,Schleswig-Holstein,No migration background,SPD,0.29696,68,221,0.23658,0.35734
1996,Schleswig-Holstein,No migration background,CDU/CSU,0.23256,49,221,0.17673,0.28839
1996,Hamburg,No migration background,Not leaning towards specific party,0.41646,36,36,0.25314,0.57979
1996,Lower Saxony,No migration background,Not leaning towards specific party,0.48785,414,788,0.45293,0.52278
1996,Lower Saxony,No migration background,SPD,0.24901,192,788,0.21880,0.27923
1996,Lower Saxony,No migration background,CDU/CSU,0.19782,147,788,0.16999,0.22566
1996,Lower Saxony,No migration background,Bündnis90/Grüne,0.03655,35,788,0.02344,0.04966
1996,Lower Saxony,Direct migration background,Not leaning towards specific party,0.58700,121,159,0.51022,0.66377
1996,Lower Saxony,Direct migration background,CDU/CSU,0.25131,38,159,0.18367,0.31895
1996,Bremen,No migration background,Not leaning towards specific party,0.54658,38,38,0.38616,0.70699
1996,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.41015,761,1695,0.38673,0.43358
1996,North Rhine-Westphalia,No migration background,SPD,0.25478,432,1695,0.23403,0.27553
1996,North Rhine-Westphalia,No migration background,CDU/CSU,0.25346,398,1695,0.23275,0.27418
1996,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.05826,104,1695,0.04710,0.06941
1996,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.58880,442,637,0.55056,0.62704
1996,North Rhine-Westphalia,Direct migration background,SPD,0.16601,113,637,0.13709,0.19493
1996,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.20401,82,637,0.17269,0.23533
1996,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.70607,118,118,0.62353,0.78862
1996,Hesse,No migration background,Not leaning towards specific party,0.45581,265,548,0.41407,0.49755
1996,Hesse,No migration background,SPD,0.23573,132,548,0.20016,0.27130
1996,Hesse,No migration background,CDU/CSU,0.19217,98,548,0.15915,0.22519
1996,Hesse,No migration background,Bündnis90/Grüne,0.08299,53,548,0.05987,0.10611
1996,Hesse,Direct migration background,Not leaning towards specific party,0.63673,207,252,0.57723,0.69623
1996,Hesse,Direct migration background,SPD,0.16418,45,252,0.11835,0.21000
1996,Hesse,Indirect migration background,Not leaning towards specific party,0.90564,48,48,0.82207,0.98922
1996,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.50306,261,471,0.45786,0.54827
1996,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.20536,112,471,0.16884,0.24188
1996,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.22260,98,471,0.18499,0.26021
1996,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.68261,112,112,0.59602,0.76920
1996,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.48686,468,912,0.45440,0.51932
1996,Baden-Wuerttemberg,No migration background,SPD,0.17274,169,912,0.14819,0.19729
1996,Baden-Wuerttemberg,No migration background,CDU/CSU,0.23528,214,912,0.20774,0.26283
1996,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.05902,61,912,0.04371,0.07432
1996,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.65473,457,605,0.61682,0.69265
1996,Baden-Wuerttemberg,Direct migration background,SPD,0.15775,100,605,0.12868,0.18682
1996,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.13206,48,605,0.10506,0.15906
1996,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.73928,110,110,0.65687,0.82170
1996,Bavaria,No migration background,Not leaning towards specific party,0.48820,607,1151,0.45931,0.51709
1996,Bavaria,No migration background,SPD,0.15727,177,1151,0.13623,0.17832
1996,Bavaria,No migration background,CDU/CSU,0.29046,322,1151,0.26422,0.31670
1996,Bavaria,No migration background,Bündnis90/Grüne,0.03175,45,1151,0.02162,0.04188
1996,Bavaria,Direct migration background,Not leaning towards specific party,0.62431,272,366,0.57462,0.67399
1996,Bavaria,Direct migration background,SPD,0.14756,44,366,0.11117,0.18394
1996,Bavaria,Direct migration background,CDU/CSU,0.15158,50,366,0.11479,0.18837
1996,Bavaria,Indirect migration background,Not leaning towards specific party,0.64609,60,60,0.52407,0.76811
1996,Berlin,No migration background,Not leaning towards specific party,0.45523,211,426,0.40789,0.50258
1996,Berlin,No migration background,SPD,0.17905,73,426,0.14260,0.21550
1996,Berlin,No migration background,CDU/CSU,0.16624,64,426,0.13084,0.20163
1996,Berlin,No migration background,Bündnis90/Grüne,0.10829,47,426,0.07875,0.13784
1996,Berlin,No migration background,PDS/Linke,0.05672,31,426,0.03472,0.07871
1996,Berlin,Direct migration background,Not leaning towards specific party,0.66358,56,56,0.53871,0.78845
1996,Brandenburg,No migration background,Not leaning towards specific party,0.65996,379,550,0.62033,0.69959
1996,Brandenburg,No migration background,SPD,0.11258,63,550,0.08614,0.13902
1996,Brandenburg,No migration background,CDU/CSU,0.08800,55,550,0.06430,0.11170
1996,Brandenburg,No migration background,PDS/Linke,0.09518,53,550,0.07063,0.11973
1996,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.62446,246,371,0.57511,0.67380
1996,Mecklenburg-Western Pomerania,No migration background,SPD,0.10608,33,371,0.07471,0.13746
1996,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.14870,59,371,0.11245,0.18496
1996,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.08065,33,371,0.05290,0.10839
1996,Saxony,No migration background,Not leaning towards specific party,0.68129,726,1042,0.65298,0.70960
1996,Saxony,No migration background,SPD,0.06884,71,1042,0.05346,0.08422
1996,Saxony,No migration background,CDU/CSU,0.16225,159,1042,0.13985,0.18465
1996,Saxony,No migration background,Bündnis90/Grüne,0.02437,32,1042,0.01500,0.03373
1996,Saxony,No migration background,PDS/Linke,0.04886,54,1042,0.03576,0.06195
1996,Saxony,Direct migration background,Not leaning towards specific party,0.80959,31,31,0.66909,0.95009
1996,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.66825,417,611,0.63088,0.70562
1996,Saxony-Anhalt,No migration background,SPD,0.09143,60,611,0.06856,0.11431
1996,Saxony-Anhalt,No migration background,CDU/CSU,0.14886,101,611,0.12061,0.17711
1996,Saxony-Anhalt,No migration background,PDS/Linke,0.05754,33,611,0.03906,0.07602
1996,Thuringa,No migration background,Not leaning towards specific party,0.67188,441,606,0.63447,0.70929
1996,Thuringa,No migration background,SPD,0.10392,54,606,0.07961,0.12824
1996,Thuringa,No migration background,CDU/CSU,0.13486,78,606,0.10764,0.16208
1996,Thuringa,No migration background,PDS/Linke,0.05371,33,606,0.03574,0.07167
1997,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.38199,113,219,0.31749,0.44648
1997,Schleswig-Holstein,No migration background,SPD,0.26950,61,219,0.21060,0.32840
1997,Schleswig-Holstein,No migration background,CDU/CSU,0.24606,45,219,0.18888,0.30324
1997,Hamburg,No migration background,Not leaning towards specific party,0.43774,45,45,0.29115,0.58433
1997,Lower Saxony,No migration background,Not leaning towards specific party,0.47130,398,771,0.43604,0.50656
1997,Lower Saxony,No migration background,SPD,0.26348,204,771,0.23236,0.29459
1997,Lower Saxony,No migration background,CDU/CSU,0.18841,129,771,0.16078,0.21603
1997,Lower Saxony,No migration background,Bündnis90/Grüne,0.04349,40,771,0.02908,0.05790
1997,Lower Saxony,Direct migration background,Not leaning towards specific party,0.65666,127,161,0.58309,0.73024
1997,Lower Saxony,Direct migration background,CDU/CSU,0.19559,34,161,0.13412,0.25705
1997,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.66504,38,38,0.51296,0.81712
1997,Bremen,No migration background,Not leaning towards specific party,0.50589,38,38,0.34479,0.66699
1997,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.43570,807,1688,0.41204,0.45936
1997,North Rhine-Westphalia,No migration background,SPD,0.26944,444,1688,0.24827,0.29061
1997,North Rhine-Westphalia,No migration background,CDU/CSU,0.21790,341,1688,0.19820,0.23760
1997,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.05598,96,1688,0.04501,0.06695
1997,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.59729,412,590,0.55768,0.63690
1997,North Rhine-Westphalia,Direct migration background,SPD,0.17411,100,590,0.14349,0.20474
1997,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.18926,78,590,0.15762,0.22089
1997,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.71401,129,129,0.63573,0.79230
1997,Hesse,No migration background,Not leaning towards specific party,0.44116,237,506,0.39785,0.48447
1997,Hesse,No migration background,SPD,0.28786,145,506,0.24837,0.32735
1997,Hesse,No migration background,CDU/CSU,0.18333,90,506,0.14958,0.21708
1997,Hesse,No migration background,Bündnis90/Grüne,0.05592,34,506,0.03588,0.07596
1997,Hesse,Direct migration background,Not leaning towards specific party,0.64838,184,230,0.58653,0.71022
1997,Hesse,Direct migration background,SPD,0.18675,46,230,0.13628,0.23723
1997,Hesse,Indirect migration background,Not leaning towards specific party,0.60624,39,39,0.45090,0.76159
1997,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.50309,274,483,0.45845,0.54772
1997,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.21323,108,483,0.17666,0.24980
1997,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.21383,101,483,0.17723,0.25043
1997,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.68932,116,116,0.60474,0.77390
1997,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.50564,506,904,0.47303,0.53825
1997,Baden-Wuerttemberg,No migration background,SPD,0.16805,146,904,0.14366,0.19244
1997,Baden-Wuerttemberg,No migration background,CDU/CSU,0.22672,194,904,0.19941,0.25403
1997,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.05844,58,904,0.04314,0.07374
1997,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.66393,459,607,0.62632,0.70154
1997,Baden-Wuerttemberg,Direct migration background,SPD,0.17307,103,607,0.14295,0.20319
1997,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.13523,45,607,0.10800,0.16246
1997,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.75038,119,119,0.67229,0.82847
1997,Bavaria,No migration background,Not leaning towards specific party,0.50476,652,1153,0.47589,0.53363
1997,Bavaria,No migration background,SPD,0.17100,177,1153,0.14926,0.19275
1997,Bavaria,No migration background,CDU/CSU,0.25990,282,1153,0.23457,0.28522
1997,Bavaria,No migration background,Bündnis90/Grüne,0.04091,42,1153,0.02947,0.05234
1997,Bavaria,Direct migration background,Not leaning towards specific party,0.71432,266,341,0.66630,0.76234
1997,Bavaria,Direct migration background,SPD,0.10844,34,341,0.07539,0.14149
1997,Bavaria,Direct migration background,CDU/CSU,0.14288,41,341,0.10569,0.18008
1997,Bavaria,Indirect migration background,Not leaning towards specific party,0.82685,68,68,0.73624,0.91745
1997,Berlin,No migration background,Not leaning towards specific party,0.49573,219,382,0.44552,0.54593
1997,Berlin,No migration background,SPD,0.19590,76,382,0.15604,0.23575
1997,Berlin,No migration background,CDU/CSU,0.14020,54,382,0.10534,0.17506
1997,Berlin,No migration background,Bündnis90/Grüne,0.08607,33,382,0.05791,0.11424
1997,Berlin,Direct migration background,Not leaning towards specific party,0.65521,47,47,0.51786,0.79257
1997,Brandenburg,No migration background,Not leaning towards specific party,0.65345,390,552,0.61372,0.69319
1997,Brandenburg,No migration background,SPD,0.13113,69,552,0.10294,0.15931
1997,Brandenburg,No migration background,CDU/CSU,0.09593,51,552,0.07134,0.12052
1997,Brandenburg,No migration background,PDS/Linke,0.07777,42,552,0.05541,0.10013
1997,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.68599,258,338,0.63644,0.73554
1997,Mecklenburg-Western Pomerania,No migration background,SPD,0.10343,35,338,0.07092,0.13594
1997,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.11798,45,338,0.08354,0.15242
1997,Saxony,No migration background,Not leaning towards specific party,0.67090,719,993,0.64166,0.70014
1997,Saxony,No migration background,SPD,0.07374,71,993,0.05748,0.09001
1997,Saxony,No migration background,CDU/CSU,0.15847,147,993,0.13574,0.18119
1997,Saxony,No migration background,PDS/Linke,0.05353,56,993,0.03952,0.06754
1997,Saxony,Direct migration background,Not leaning towards specific party,0.84845,32,32,0.72222,0.97468
1997,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.67549,434,616,0.63849,0.71250
1997,Saxony-Anhalt,No migration background,SPD,0.11853,66,616,0.09298,0.14408
1997,Saxony-Anhalt,No migration background,CDU/CSU,0.11579,79,616,0.09050,0.14108
1997,Saxony-Anhalt,No migration background,PDS/Linke,0.06544,37,616,0.04589,0.08498
1997,Thuringa,No migration background,Not leaning towards specific party,0.72520,476,585,0.68899,0.76140
1997,Thuringa,No migration background,SPD,0.09804,54,585,0.07392,0.12216
1997,Thuringa,No migration background,CDU/CSU,0.09434,55,585,0.07063,0.11804
1998,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.40736,137,284,0.35011,0.46460
1998,Schleswig-Holstein,No migration background,SPD,0.25108,84,284,0.20056,0.30160
1998,Schleswig-Holstein,No migration background,CDU/CSU,0.23043,63,284,0.18137,0.27949
1998,Hamburg,No migration background,Not leaning towards specific party,0.49759,59,96,0.39704,0.59813
1998,Hamburg,No migration background,SPD,0.27811,37,96,0.18801,0.36821
1998,Lower Saxony,No migration background,Not leaning towards specific party,0.42164,427,925,0.38980,0.45348
1998,Lower Saxony,No migration background,SPD,0.31255,294,925,0.28266,0.34243
1998,Lower Saxony,No migration background,CDU/CSU,0.19443,166,925,0.16891,0.21994
1998,Lower Saxony,No migration background,Bündnis90/Grüne,0.03780,38,925,0.02551,0.05010
1998,Lower Saxony,Direct migration background,Not leaning towards specific party,0.57649,108,151,0.49741,0.65556
1998,Lower Saxony,Direct migration background,CDU/CSU,0.22615,43,151,0.15920,0.29309
1998,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.61045,34,34,0.44407,0.77683
1998,Bremen,No migration background,Not leaning towards specific party,0.37987,31,31,0.20619,0.55355
1998,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.42805,937,2001,0.40637,0.44974
1998,North Rhine-Westphalia,No migration background,SPD,0.28470,571,2001,0.26492,0.30448
1998,North Rhine-Westphalia,No migration background,CDU/CSU,0.20839,389,2001,0.19059,0.22619
1998,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.04738,104,2001,0.03807,0.05669
1998,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.62104,412,588,0.58180,0.66029
1998,North Rhine-Westphalia,Direct migration background,SPD,0.17680,105,588,0.14594,0.20767
1998,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.16840,71,588,0.13813,0.19867
1998,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.63728,122,153,0.56085,0.71371
1998,North Rhine-Westphalia,Indirect migration background,SPD,0.15633,31,153,0.09859,0.21406
1998,Hesse,No migration background,Not leaning towards specific party,0.45363,299,584,0.41321,0.49404
1998,Hesse,No migration background,SPD,0.25257,151,584,0.21730,0.28784
1998,Hesse,No migration background,CDU/CSU,0.16477,95,584,0.13466,0.19489
1998,Hesse,No migration background,Bündnis90/Grüne,0.05670,39,584,0.03793,0.07548
1998,Hesse,Direct migration background,Not leaning towards specific party,0.70725,192,241,0.64968,0.76482
1998,Hesse,Direct migration background,SPD,0.18539,49,241,0.13623,0.23456
1998,Hesse,Indirect migration background,Not leaning towards specific party,0.65830,45,45,0.51816,0.79844
1998,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.50369,328,575,0.46279,0.54460
1998,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.24948,143,575,0.21408,0.28488
1998,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.19078,104,575,0.15864,0.22293
1998,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.62223,108,108,0.53036,0.71409
1998,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.49285,553,1013,0.46205,0.52365
