year,age_gr,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,30-45 y.,Rural regions,Bündnis90/Grüne,0.04281,51,1514,0.03261,0.05301
1995,30-45 y.,Rural regions,PDS/Linke,0.01576,36,1514,0.00949,0.02204
1995,46-65 y.,Urban regions,Not leaning towards specific party,0.39244,1234,2539,0.37345,0.41144
1995,46-65 y.,Urban regions,SPD,0.28958,677,2539,0.27193,0.30723
1995,46-65 y.,Urban regions,CDU/CSU,0.24752,525,2539,0.23073,0.26431
1995,46-65 y.,Urban regions,FDP,0.02015,41,2539,0.01468,0.02561
1995,46-65 y.,Urban regions,Bündnis90/Grüne,0.03015,62,2539,0.02350,0.03680
1995,46-65 y.,Rural regions,Not leaning towards specific party,0.45209,693,1318,0.42521,0.47897
1995,46-65 y.,Rural regions,SPD,0.21478,250,1318,0.19260,0.23696
1995,46-65 y.,Rural regions,CDU/CSU,0.26495,323,1318,0.24112,0.28879
1995,46-65 y.,Rural regions,PDS/Linke,0.03261,52,1318,0.02302,0.04220
1995,66 and older,Urban regions,Not leaning towards specific party,0.39854,418,949,0.36738,0.42971
1995,66 and older,Urban regions,SPD,0.24019,247,949,0.21299,0.26738
1995,66 and older,Urban regions,CDU/CSU,0.29758,284,949,0.26848,0.32669
1995,66 and older,Rural regions,Not leaning towards specific party,0.43512,239,470,0.39025,0.47999
1995,66 and older,Rural regions,SPD,0.22798,103,470,0.19001,0.26595
1995,66 and older,Rural regions,CDU/CSU,0.26236,128,470,0.22255,0.30217
1996,17-29 y.,Urban regions,Not leaning towards specific party,0.65365,1463,2021,0.63290,0.67440
1996,17-29 y.,Urban regions,SPD,0.11839,232,2021,0.10431,0.13248
1996,17-29 y.,Urban regions,CDU/CSU,0.10527,186,2021,0.09189,0.11866
1996,17-29 y.,Urban regions,Bündnis90/Grüne,0.08781,140,2021,0.07547,0.10015
1996,17-29 y.,Rural regions,Not leaning towards specific party,0.69115,795,1031,0.66293,0.71937
1996,17-29 y.,Rural regions,SPD,0.08131,88,1031,0.06462,0.09800
1996,17-29 y.,Rural regions,CDU/CSU,0.12833,108,1031,0.10790,0.14875
1996,17-29 y.,Rural regions,Bündnis90/Grüne,0.03800,40,1031,0.02632,0.04968
1996,30-45 y.,Urban regions,Not leaning towards specific party,0.53439,1645,2847,0.51606,0.55272
1996,30-45 y.,Urban regions,SPD,0.18335,534,2847,0.16914,0.19757
1996,30-45 y.,Urban regions,CDU/CSU,0.15591,410,2847,0.14258,0.16924
1996,30-45 y.,Urban regions,Bündnis90/Grüne,0.09070,221,2847,0.08015,0.10125
1996,30-45 y.,Urban regions,PDS/Linke,0.00874,37,2847,0.00532,0.01215
1996,30-45 y.,Rural regions,Not leaning towards specific party,0.60762,971,1501,0.58291,0.63233
1996,30-45 y.,Rural regions,SPD,0.13315,173,1501,0.11596,0.15034
1996,30-45 y.,Rural regions,CDU/CSU,0.16317,241,1501,0.14447,0.18187
1996,30-45 y.,Rural regions,Bündnis90/Grüne,0.05558,67,1501,0.04398,0.06717
1996,30-45 y.,Rural regions,PDS/Linke,0.02413,49,1501,0.01636,0.03189
1996,46-65 y.,Urban regions,Not leaning towards specific party,0.42536,1276,2501,0.40598,0.44474
1996,46-65 y.,Urban regions,SPD,0.25310,574,2501,0.23605,0.27014
1996,46-65 y.,Urban regions,CDU/CSU,0.24785,504,2501,0.23092,0.26477
1996,46-65 y.,Urban regions,FDP,0.01915,39,2501,0.01378,0.02452
1996,46-65 y.,Urban regions,Bündnis90/Grüne,0.03692,75,2501,0.02953,0.04432
1996,46-65 y.,Urban regions,PDS/Linke,0.00866,33,2501,0.00502,0.01229
1996,46-65 y.,Rural regions,Not leaning towards specific party,0.46187,716,1335,0.43511,0.48862
1996,46-65 y.,Rural regions,SPD,0.18066,222,1335,0.16002,0.20131
1996,46-65 y.,Rural regions,CDU/CSU,0.28570,338,1335,0.26146,0.30994
1996,46-65 y.,Rural regions,PDS/Linke,0.03325,59,1335,0.02363,0.04287
1996,66 and older,Urban regions,Not leaning towards specific party,0.42265,462,979,0.39169,0.45361
1996,66 and older,Urban regions,SPD,0.22895,232,979,0.20262,0.25528
1996,66 and older,Urban regions,CDU/CSU,0.29339,285,979,0.26485,0.32192
1996,66 and older,Rural regions,Not leaning towards specific party,0.50205,265,474,0.45699,0.54711
1996,66 and older,Rural regions,SPD,0.17537,82,474,0.14110,0.20964
1996,66 and older,Rural regions,CDU/CSU,0.25298,127,474,0.21381,0.29216
1997,17-29 y.,Urban regions,Not leaning towards specific party,0.68006,1433,1916,0.65917,0.70095
1997,17-29 y.,Urban regions,SPD,0.10364,197,1916,0.08999,0.11730
1997,17-29 y.,Urban regions,CDU/CSU,0.09974,168,1916,0.08632,0.11316
1997,17-29 y.,Urban regions,Bündnis90/Grüne,0.07893,118,1916,0.06686,0.09101
1997,17-29 y.,Rural regions,Not leaning towards specific party,0.72737,816,970,0.69933,0.75541
1997,17-29 y.,Rural regions,SPD,0.08805,74,970,0.07021,0.10590
1997,17-29 y.,Rural regions,CDU/CSU,0.10017,80,970,0.08127,0.11908
1997,30-45 y.,Urban regions,Not leaning towards specific party,0.55967,1737,2794,0.54125,0.57808
1997,30-45 y.,Urban regions,SPD,0.18543,510,2794,0.17102,0.19985
1997,30-45 y.,Urban regions,CDU/CSU,0.14175,365,2794,0.12882,0.15469
1997,30-45 y.,Urban regions,Bündnis90/Grüne,0.08065,182,2794,0.07055,0.09075
1997,30-45 y.,Rural regions,Not leaning towards specific party,0.63441,1010,1421,0.60936,0.65946
1997,30-45 y.,Rural regions,SPD,0.13671,171,1421,0.11884,0.15458
1997,30-45 y.,Rural regions,CDU/CSU,0.13857,191,1421,0.12060,0.15654
1997,30-45 y.,Rural regions,Bündnis90/Grüne,0.04516,49,1421,0.03436,0.05597
1997,46-65 y.,Urban regions,Not leaning towards specific party,0.43898,1265,2422,0.41921,0.45875
1997,46-65 y.,Urban regions,SPD,0.27943,605,2422,0.26156,0.29731
1997,46-65 y.,Urban regions,CDU/CSU,0.21634,441,2422,0.19994,0.23274
1997,46-65 y.,Urban regions,FDP,0.01604,35,2422,0.01103,0.02104
1997,46-65 y.,Urban regions,Bündnis90/Grüne,0.03197,76,2422,0.02496,0.03897
1997,46-65 y.,Rural regions,Not leaning towards specific party,0.48147,762,1345,0.45475,0.50818
1997,46-65 y.,Rural regions,SPD,0.20440,234,1345,0.18284,0.22596
1997,46-65 y.,Rural regions,CDU/CSU,0.25711,292,1345,0.23375,0.28048
1997,46-65 y.,Rural regions,PDS/Linke,0.02933,57,1345,0.02031,0.03835
1997,66 and older,Urban regions,Not leaning towards specific party,0.42793,468,994,0.39716,0.45871
1997,66 and older,Urban regions,SPD,0.23395,242,994,0.20761,0.26028
1997,66 and older,Urban regions,CDU/CSU,0.28512,284,994,0.25704,0.31320
1997,66 and older,Rural regions,Not leaning towards specific party,0.45961,261,510,0.41632,0.50291
1997,66 and older,Rural regions,SPD,0.20256,101,510,0.16764,0.23747
1997,66 and older,Rural regions,CDU/CSU,0.24210,115,510,0.20488,0.27931
1997,66 and older,Rural regions,PDS/Linke,0.04492,33,510,0.02693,0.06292
1998,17-29 y.,Urban regions,Not leaning towards specific party,0.68111,1495,1975,0.66055,0.70167
1998,17-29 y.,Urban regions,SPD,0.12640,242,1975,0.11174,0.14106
1998,17-29 y.,Urban regions,CDU/CSU,0.07565,139,1975,0.06398,0.08732
1998,17-29 y.,Urban regions,Bündnis90/Grüne,0.06340,99,1975,0.05265,0.07415
1998,17-29 y.,Rural regions,Not leaning towards specific party,0.74151,861,1046,0.71496,0.76805
1998,17-29 y.,Rural regions,SPD,0.08382,78,1046,0.06702,0.10062
1998,17-29 y.,Rural regions,CDU/CSU,0.08944,76,1046,0.07214,0.10674
1998,17-29 y.,Rural regions,Bündnis90/Grüne,0.02966,31,1046,0.01938,0.03995
1998,30-45 y.,Urban regions,Not leaning towards specific party,0.54749,1819,3086,0.52992,0.56505
1998,30-45 y.,Urban regions,SPD,0.20521,661,3086,0.19096,0.21946
1998,30-45 y.,Urban regions,CDU/CSU,0.12137,355,3086,0.10985,0.13289
1998,30-45 y.,Urban regions,Bündnis90/Grüne,0.08041,215,3086,0.07082,0.09001
1998,30-45 y.,Urban regions,PDS/Linke,0.00960,36,3086,0.00616,0.01304
1998,30-45 y.,Rural regions,Not leaning towards specific party,0.61859,1101,1591,0.59471,0.64247
1998,30-45 y.,Rural regions,SPD,0.15947,222,1591,0.14147,0.17747
1998,30-45 y.,Rural regions,CDU/CSU,0.11765,181,1591,0.10181,0.13348
1998,30-45 y.,Rural regions,Bündnis90/Grüne,0.04267,56,1591,0.03273,0.05260
1998,30-45 y.,Rural regions,PDS/Linke,0.01401,31,1591,0.00823,0.01978
1998,46-65 y.,Urban regions,Not leaning towards specific party,0.43908,1394,2740,0.42050,0.45767
1998,46-65 y.,Urban regions,SPD,0.27839,720,2740,0.26160,0.29517
1998,46-65 y.,Urban regions,CDU/CSU,0.20512,499,2740,0.19000,0.22024
1998,46-65 y.,Urban regions,FDP,0.01863,44,2740,0.01356,0.02369
1998,46-65 y.,Urban regions,Bündnis90/Grüne,0.03500,83,2740,0.02812,0.04189
1998,46-65 y.,Rural regions,Not leaning towards specific party,0.48281,854,1514,0.45763,0.50799
1998,46-65 y.,Rural regions,SPD,0.21078,289,1514,0.19023,0.23133
1998,46-65 y.,Rural regions,CDU/CSU,0.22565,308,1514,0.20459,0.24672
1998,46-65 y.,Rural regions,PDS/Linke,0.02892,63,1514,0.02048,0.03737
1998,66 and older,Urban regions,Not leaning towards specific party,0.39078,523,1166,0.36277,0.41880
1998,66 and older,Urban regions,SPD,0.26807,322,1166,0.24264,0.29351
1998,66 and older,Urban regions,CDU/CSU,0.28377,321,1166,0.25788,0.30966
1998,66 and older,Rural regions,Not leaning towards specific party,0.49087,315,601,0.45086,0.53087
1998,66 and older,Rural regions,SPD,0.20368,112,601,0.17146,0.23591
1998,66 and older,Rural regions,CDU/CSU,0.23471,139,601,0.20080,0.26862
1998,66 and older,Rural regions,PDS/Linke,0.04051,35,601,0.02474,0.05629
1999,17-29 y.,Urban regions,Not leaning towards specific party,0.62914,1284,1828,0.60699,0.65129
1999,17-29 y.,Urban regions,SPD,0.13828,252,1828,0.12245,0.15411
1999,17-29 y.,Urban regions,CDU/CSU,0.12339,206,1828,0.10831,0.13847
1999,17-29 y.,Urban regions,Bündnis90/Grüne,0.05636,86,1828,0.04578,0.06693
1999,17-29 y.,Rural regions,Not leaning towards specific party,0.67172,725,978,0.64228,0.70117
1999,17-29 y.,Rural regions,SPD,0.11010,106,978,0.09047,0.12973
1999,17-29 y.,Rural regions,CDU/CSU,0.12381,114,978,0.10316,0.14446
1999,17-29 y.,Rural regions,Bündnis90/Grüne,0.03176,33,978,0.02076,0.04276
1999,30-45 y.,Urban regions,Not leaning towards specific party,0.50540,1651,3033,0.48761,0.52320
1999,30-45 y.,Urban regions,SPD,0.22418,677,3033,0.20933,0.23902
1999,30-45 y.,Urban regions,CDU/CSU,0.16266,472,3033,0.14953,0.17580
1999,30-45 y.,Urban regions,Bündnis90/Grüne,0.05951,161,3033,0.05109,0.06794
1999,30-45 y.,Urban regions,PDS/Linke,0.01210,38,3033,0.00821,0.01599
1999,30-45 y.,Urban regions,Party combinations,0.01294,34,3033,0.00892,0.01696
1999,30-45 y.,Rural regions,Not leaning towards specific party,0.56945,989,1562,0.54489,0.59402
1999,30-45 y.,Rural regions,SPD,0.18552,264,1562,0.16623,0.20480
1999,30-45 y.,Rural regions,CDU/CSU,0.15980,232,1562,0.14163,0.17798
1999,30-45 y.,Rural regions,Bündnis90/Grüne,0.03115,39,1562,0.02253,0.03977
1999,30-45 y.,Rural regions,PDS/Linke,0.01778,38,1562,0.01122,0.02433
1999,46-65 y.,Urban regions,Not leaning towards specific party,0.42160,1265,2630,0.40273,0.44048
1999,46-65 y.,Urban regions,SPD,0.28012,706,2630,0.26295,0.29728
1999,46-65 y.,Urban regions,CDU/CSU,0.22419,520,2630,0.20825,0.24013
1999,46-65 y.,Urban regions,FDP,0.01895,40,2630,0.01374,0.02416
1999,46-65 y.,Urban regions,Bündnis90/Grüne,0.02627,66,2630,0.02015,0.03238
1999,46-65 y.,Urban regions,PDS/Linke,0.00812,33,2630,0.00469,0.01155
1999,46-65 y.,Rural regions,Not leaning towards specific party,0.43924,736,1458,0.41375,0.46472
1999,46-65 y.,Rural regions,SPD,0.23312,316,1458,0.21141,0.25483
1999,46-65 y.,Rural regions,CDU/CSU,0.25219,334,1458,0.22989,0.27449
1999,46-65 y.,Rural regions,PDS/Linke,0.03732,72,1458,0.02759,0.04706
1999,66 and older,Urban regions,Not leaning towards specific party,0.37543,476,1123,0.34710,0.40377
1999,66 and older,Urban regions,SPD,0.24772,296,1123,0.22246,0.27298
1999,66 and older,Urban regions,CDU/CSU,0.32681,351,1123,0.29937,0.35426
1999,66 and older,Rural regions,Not leaning towards specific party,0.42241,271,599,0.38282,0.46200
1999,66 and older,Rural regions,SPD,0.21572,122,599,0.18275,0.24868
1999,66 and older,Rural regions,CDU/CSU,0.28127,162,599,0.24524,0.31731
1999,66 and older,Rural regions,PDS/Linke,0.05302,44,599,0.03506,0.07098
2000,17-29 y.,Urban regions,Not leaning towards specific party,0.66482,2008,2822,0.64740,0.68224
2000,17-29 y.,Urban regions,SPD,0.13696,370,2822,0.12427,0.14965
2000,17-29 y.,Urban regions,CDU/CSU,0.10267,283,2822,0.09147,0.11387
2000,17-29 y.,Urban regions,Bündnis90/Grüne,0.04822,120,2822,0.04032,0.05613
2000,17-29 y.,Urban regions,PDS/Linke,0.01174,41,2822,0.00776,0.01571
2000,17-29 y.,Rural regions,Not leaning towards specific party,0.72418,1233,1612,0.70236,0.74601
2000,17-29 y.,Rural regions,SPD,0.07277,120,1612,0.06009,0.08546
2000,17-29 y.,Rural regions,CDU/CSU,0.11172,171,1612,0.09634,0.12710
2000,17-29 y.,Rural regions,Bündnis90/Grüne,0.02524,43,1612,0.01758,0.03290
2000,17-29 y.,Rural regions,PDS/Linke,0.02533,45,1612,0.01765,0.03300
2000,30-45 y.,Urban regions,Not leaning towards specific party,0.53483,2965,5303,0.52140,0.54825
2000,30-45 y.,Urban regions,SPD,0.20997,1116,5303,0.19901,0.22094
2000,30-45 y.,Urban regions,CDU/CSU,0.13934,742,5303,0.13002,0.14866
2000,30-45 y.,Urban regions,FDP,0.01267,58,5303,0.00966,0.01568
2000,30-45 y.,Urban regions,Bündnis90/Grüne,0.06593,321,5303,0.05925,0.07261
2000,30-45 y.,Urban regions,PDS/Linke,0.01110,68,5303,0.00828,0.01392
2000,30-45 y.,Urban regions,Party combinations,0.00671,33,5303,0.00451,0.00891
2000,30-45 y.,Rural regions,Not leaning towards specific party,0.61427,1752,2671,0.59580,0.63273
2000,30-45 y.,Rural regions,SPD,0.15403,380,2671,0.14033,0.16772
2000,30-45 y.,Rural regions,CDU/CSU,0.14500,396,2671,0.13165,0.15836
2000,30-45 y.,Rural regions,Bündnis90/Grüne,0.02560,64,2671,0.01961,0.03159
2000,30-45 y.,Rural regions,PDS/Linke,0.02391,79,2671,0.01812,0.02971
2000,46-65 y.,Urban regions,Not leaning towards specific party,0.44561,2371,4961,0.43178,0.45944
2000,46-65 y.,Urban regions,SPD,0.26730,1284,4961,0.25498,0.27961
2000,46-65 y.,Urban regions,CDU/CSU,0.20325,1018,4961,0.19205,0.21445
2000,46-65 y.,Urban regions,FDP,0.01836,85,4961,0.01462,0.02209
2000,46-65 y.,Urban regions,Bündnis90/Grüne,0.02726,129,4961,0.02272,0.03179
2000,46-65 y.,Urban regions,PDS/Linke,0.01106,74,4961,0.00815,0.01397
2000,46-65 y.,Rural regions,Not leaning towards specific party,0.50428,1392,2608,0.48509,0.52347
2000,46-65 y.,Rural regions,SPD,0.19560,512,2608,0.18037,0.21083
2000,46-65 y.,Rural regions,CDU/CSU,0.22328,562,2608,0.20729,0.23926
2000,46-65 y.,Rural regions,Bündnis90/Grüne,0.01339,37,2608,0.00898,0.01781
2000,46-65 y.,Rural regions,PDS/Linke,0.03378,105,2608,0.02685,0.04072
2000,66 and older,Urban regions,Not leaning towards specific party,0.40617,966,2285,0.38603,0.42631
2000,66 and older,Urban regions,SPD,0.23497,559,2285,0.21758,0.25235
2000,66 and older,Urban regions,CDU/CSU,0.29793,680,2285,0.27917,0.31669
2000,66 and older,Urban regions,FDP,0.01932,37,2285,0.01367,0.02496
2000,66 and older,Urban regions,PDS/Linke,0.01533,43,2285,0.01029,0.02037
2000,66 and older,Rural regions,Not leaning towards specific party,0.48161,606,1214,0.45349,0.50973
2000,66 and older,Rural regions,SPD,0.18553,231,1214,0.16365,0.20740
2000,66 and older,Rural regions,CDU/CSU,0.25265,307,1214,0.22820,0.27711
2000,66 and older,Rural regions,PDS/Linke,0.04992,70,1214,0.03766,0.06217
2001,17-29 y.,Urban regions,Not leaning towards specific party,0.69571,1859,2542,0.67782,0.71360
2001,17-29 y.,Urban regions,SPD,0.11289,292,2542,0.10059,0.12520
2001,17-29 y.,Urban regions,CDU/CSU,0.09905,250,2542,0.08743,0.11066
2001,17-29 y.,Urban regions,FDP,0.01480,33,2542,0.01011,0.01950
2001,17-29 y.,Urban regions,Bündnis90/Grüne,0.04664,108,2542,0.03844,0.05484
2001,17-29 y.,Rural regions,Not leaning towards specific party,0.77124,1160,1440,0.74954,0.79294
2001,17-29 y.,Rural regions,SPD,0.06398,90,1440,0.05133,0.07662
2001,17-29 y.,Rural regions,CDU/CSU,0.09161,125,1440,0.07670,0.10651
2001,17-29 y.,Rural regions,Bündnis90/Grüne,0.02856,34,1440,0.01996,0.03717
2001,17-29 y.,Rural regions,PDS/Linke,0.02163,31,1440,0.01411,0.02914
2001,30-45 y.,Urban regions,Not leaning towards specific party,0.55756,2759,4783,0.54348,0.57164
2001,30-45 y.,Urban regions,SPD,0.20283,987,4783,0.19143,0.21423
2001,30-45 y.,Urban regions,CDU/CSU,0.12733,619,4783,0.11788,0.13678
2001,30-45 y.,Urban regions,FDP,0.01271,52,4783,0.00953,0.01588
2001,30-45 y.,Urban regions,Bündnis90/Grüne,0.06134,283,4783,0.05454,0.06814
2001,30-45 y.,Urban regions,PDS/Linke,0.01057,52,4783,0.00767,0.01347
2001,30-45 y.,Urban regions,Party combinations,0.00881,31,4783,0.00616,0.01146
2001,30-45 y.,Rural regions,Not leaning towards specific party,0.64057,1599,2390,0.62133,0.65982
2001,30-45 y.,Rural regions,SPD,0.14198,332,2390,0.12798,0.15597
2001,30-45 y.,Rural regions,CDU/CSU,0.14126,338,2390,0.12729,0.15522
2001,30-45 y.,Rural regions,Bündnis90/Grüne,0.02975,70,2390,0.02293,0.03656
2001,30-45 y.,Rural regions,PDS/Linke,0.01738,51,2390,0.01214,0.02262
2001,46-65 y.,Urban regions,Not leaning towards specific party,0.47454,2282,4558,0.46004,0.48904
2001,46-65 y.,Urban regions,SPD,0.26194,1160,4558,0.24917,0.27470
2001,46-65 y.,Urban regions,CDU/CSU,0.18718,841,4558,0.17585,0.19850
2001,46-65 y.,Urban regions,FDP,0.02030,86,4558,0.01620,0.02439
2001,46-65 y.,Urban regions,Bündnis90/Grüne,0.02595,125,4558,0.02133,0.03057
2001,46-65 y.,Urban regions,PDS/Linke,0.01060,64,4558,0.00762,0.01357
2001,46-65 y.,Rural regions,Not leaning towards specific party,0.52147,1342,2428,0.50160,0.54134
2001,46-65 y.,Rural regions,SPD,0.18816,440,2428,0.17261,0.20371
2001,46-65 y.,Rural regions,CDU/CSU,0.21020,481,2428,0.19399,0.22641
2001,46-65 y.,Rural regions,FDP,0.01800,37,2428,0.01271,0.02329
2001,46-65 y.,Rural regions,Bündnis90/Grüne,0.01491,33,2428,0.01009,0.01973
2001,46-65 y.,Rural regions,PDS/Linke,0.03179,95,2428,0.02481,0.03877
2001,66 and older,Urban regions,Not leaning towards specific party,0.42632,956,2167,0.40550,0.44715
2001,66 and older,Urban regions,SPD,0.23944,538,2167,0.22147,0.25742
2001,66 and older,Urban regions,CDU/CSU,0.27627,591,2167,0.25744,0.29510
2001,66 and older,Urban regions,FDP,0.02397,48,2167,0.01752,0.03041
2001,66 and older,Urban regions,PDS/Linke,0.01290,34,2167,0.00815,0.01765
2001,66 and older,Rural regions,Not leaning towards specific party,0.48213,597,1152,0.45327,0.51100
2001,66 and older,Rural regions,SPD,0.18680,209,1152,0.16428,0.20931
2001,66 and older,Rural regions,CDU/CSU,0.24492,267,1152,0.22007,0.26976
2001,66 and older,Rural regions,PDS/Linke,0.05508,79,1152,0.04190,0.06826
2002,17-29 y.,Urban regions,Not leaning towards specific party,0.68496,1821,2606,0.66712,0.70280
2002,17-29 y.,Urban regions,SPD,0.13223,339,2606,0.11922,0.14523
2002,17-29 y.,Urban regions,CDU/CSU,0.08017,252,2606,0.06974,0.09059
2002,17-29 y.,Urban regions,FDP,0.02244,58,2606,0.01675,0.02813
2002,17-29 y.,Urban regions,Bündnis90/Grüne,0.03947,97,2606,0.03199,0.04695
2002,17-29 y.,Urban regions,PDS/Linke,0.01289,39,2606,0.00856,0.01722
2002,17-29 y.,Rural regions,Not leaning towards specific party,0.78964,1131,1404,0.76832,0.81097
2002,17-29 y.,Rural regions,SPD,0.05635,98,1404,0.04428,0.06842
2002,17-29 y.,Rural regions,CDU/CSU,0.07301,132,1404,0.05940,0.08662
2002,17-29 y.,Rural regions,PDS/Linke,0.03038,43,1404,0.02140,0.03936
2002,30-45 y.,Urban regions,Not leaning towards specific party,0.56191,2703,4926,0.54805,0.57577
2002,30-45 y.,Urban regions,SPD,0.19082,1013,4926,0.17985,0.20180
2002,30-45 y.,Urban regions,CDU/CSU,0.13657,751,4926,0.12698,0.14616
2002,30-45 y.,Urban regions,FDP,0.01699,101,4926,0.01338,0.02060
2002,30-45 y.,Urban regions,Bündnis90/Grüne,0.05728,291,4926,0.05079,0.06377
2002,30-45 y.,Urban regions,PDS/Linke,0.01271,67,4926,0.00958,0.01584
2002,30-45 y.,Rural regions,Not leaning towards specific party,0.63599,1525,2375,0.61664,0.65535
2002,30-45 y.,Rural regions,SPD,0.14404,323,2375,0.12992,0.15817
2002,30-45 y.,Rural regions,CDU/CSU,0.14827,366,2375,0.13397,0.16256
2002,30-45 y.,Rural regions,FDP,0.00818,31,2375,0.00455,0.01180
2002,30-45 y.,Rural regions,Bündnis90/Grüne,0.02244,61,2375,0.01649,0.02840
2002,30-45 y.,Rural regions,PDS/Linke,0.02181,69,2375,0.01593,0.02768
2002,46-65 y.,Urban regions,Not leaning towards specific party,0.48173,2380,5184,0.46812,0.49533
2002,46-65 y.,Urban regions,SPD,0.23937,1260,5184,0.22776,0.25099
2002,46-65 y.,Urban regions,CDU/CSU,0.19152,1089,5184,0.18080,0.20223
2002,46-65 y.,Urban regions,FDP,0.02103,145,5184,0.01713,0.02494
2002,46-65 y.,Urban regions,Bündnis90/Grüne,0.02803,194,5184,0.02353,0.03252
2002,46-65 y.,Urban regions,PDS/Linke,0.01545,84,5184,0.01209,0.01881
2002,46-65 y.,Urban regions,Party combinations,0.00631,32,5184,0.00415,0.00846
2002,46-65 y.,Rural regions,Not leaning towards specific party,0.54327,1365,2560,0.52397,0.56257
2002,46-65 y.,Rural regions,SPD,0.16841,421,2560,0.15391,0.18291
2002,46-65 y.,Rural regions,CDU/CSU,0.20440,552,2560,0.18877,0.22002
2002,46-65 y.,Rural regions,FDP,0.01345,51,2560,0.00898,0.01791
2002,46-65 y.,Rural regions,Bündnis90/Grüne,0.01758,59,2560,0.01249,0.02268
2002,46-65 y.,Rural regions,PDS/Linke,0.03426,112,2560,0.02721,0.04130
2002,66 and older,Urban regions,Not leaning towards specific party,0.37997,898,2310,0.36018,0.39977
2002,66 and older,Urban regions,SPD,0.25583,589,2310,0.23804,0.27363
2002,66 and older,Urban regions,CDU/CSU,0.30151,712,2310,0.28279,0.32023
2002,66 and older,Urban regions,FDP,0.02441,63,2310,0.01812,0.03071
2002,66 and older,Urban regions,PDS/Linke,0.01705,48,2310,0.01177,0.02234
2002,66 and older,Rural regions,Not leaning towards specific party,0.50889,631,1200,0.48059,0.53719
2002,66 and older,Rural regions,SPD,0.17433,201,1200,0.15286,0.19581
2002,66 and older,Rural regions,CDU/CSU,0.23231,281,1200,0.20840,0.25621
2002,66 and older,Rural regions,PDS/Linke,0.06286,87,1200,0.04912,0.07659
2003,17-29 y.,Urban regions,Not leaning towards specific party,0.61605,1643,2522,0.59707,0.63504
2003,17-29 y.,Urban regions,SPD,0.13047,319,2522,0.11732,0.14362
2003,17-29 y.,Urban regions,CDU/CSU,0.13211,345,2522,0.11889,0.14533
2003,17-29 y.,Urban regions,FDP,0.02068,52,2522,0.01512,0.02623
2003,17-29 y.,Urban regions,Bündnis90/Grüne,0.06056,163,2522,0.05125,0.06987
2003,17-29 y.,Rural regions,Not leaning towards specific party,0.70503,973,1337,0.68057,0.72948
2003,17-29 y.,Rural regions,SPD,0.05718,97,1337,0.04473,0.06963
2003,17-29 y.,Rural regions,CDU/CSU,0.14096,199,1337,0.12230,0.15962
2003,17-29 y.,Rural regions,Bündnis90/Grüne,0.03053,35,1337,0.02131,0.03976
2003,17-29 y.,Rural regions,PDS/Linke,0.02436,33,1337,0.01609,0.03263
2003,30-45 y.,Urban regions,Not leaning towards specific party,0.52994,2437,4616,0.51554,0.54434
2003,30-45 y.,Urban regions,SPD,0.17275,817,4616,0.16184,0.18366
2003,30-45 y.,Urban regions,CDU/CSU,0.16724,843,4616,0.15647,0.17800
2003,30-45 y.,Urban regions,FDP,0.01576,85,4616,0.01217,0.01936
2003,30-45 y.,Urban regions,Bündnis90/Grüne,0.08070,354,4616,0.07284,0.08855
2003,30-45 y.,Urban regions,PDS/Linke,0.00719,39,4616,0.00475,0.00963
2003,30-45 y.,Urban regions,Party combinations,0.00913,41,4616,0.00638,0.01187
2003,30-45 y.,Rural regions,Not leaning towards specific party,0.62169,1369,2182,0.60134,0.64205
2003,30-45 y.,Rural regions,SPD,0.11898,269,2182,0.10539,0.13257
2003,30-45 y.,Rural regions,CDU/CSU,0.18539,426,2182,0.16908,0.20169
2003,30-45 y.,Rural regions,Bündnis90/Grüne,0.02866,73,2182,0.02166,0.03566
2003,30-45 y.,Rural regions,PDS/Linke,0.01304,45,2182,0.00828,0.01780
2003,46-65 y.,Urban regions,Not leaning towards specific party,0.45502,2190,5000,0.44121,0.46882
2003,46-65 y.,Urban regions,SPD,0.23541,1158,5000,0.22365,0.24717
2003,46-65 y.,Urban regions,CDU/CSU,0.21096,1168,5000,0.19965,0.22227
2003,46-65 y.,Urban regions,FDP,0.02416,136,5000,0.01990,0.02842
2003,46-65 y.,Urban regions,Bündnis90/Grüne,0.04428,256,5000,0.03857,0.04998
2003,46-65 y.,Urban regions,PDS/Linke,0.01043,56,5000,0.00761,0.01324
2003,46-65 y.,Urban regions,Party combinations,0.00808,36,5000,0.00560,0.01056
2003,46-65 y.,Rural regions,Not leaning towards specific party,0.52149,1269,2465,0.50177,0.54122
2003,46-65 y.,Rural regions,SPD,0.17079,425,2465,0.15593,0.18565
2003,46-65 y.,Rural regions,CDU/CSU,0.22746,592,2465,0.21091,0.24401
2003,46-65 y.,Rural regions,FDP,0.01119,35,2465,0.00704,0.01535
2003,46-65 y.,Rural regions,Bündnis90/Grüne,0.02285,68,2465,0.01695,0.02875
2003,46-65 y.,Rural regions,PDS/Linke,0.02290,76,2465,0.01699,0.02881
2003,66 and older,Urban regions,Not leaning towards specific party,0.38492,945,2374,0.36534,0.40449
2003,66 and older,Urban regions,SPD,0.24665,571,2374,0.22930,0.26399
2003,66 and older,Urban regions,CDU/CSU,0.31172,739,2374,0.29308,0.33035
