year,migback,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,No migration background,Urban regions,Party combinations,0.00434,61,12168,0.00317,0.00550
2000,No migration background,Rural regions,Not leaning towards specific party,0.46907,4513,7619,0.45787,0.48028
2000,No migration background,Rural regions,SPD,0.13635,1173,7619,0.12865,0.14406
2000,No migration background,Rural regions,CDU/CSU,0.15704,1328,7619,0.14887,0.16521
2000,No migration background,Rural regions,FDP,0.00839,66,7619,0.00634,0.01044
2000,No migration background,Rural regions,Bündnis90/Grüne,0.01393,132,7619,0.01130,0.01656
2000,No migration background,Rural regions,PDS/Linke,0.02785,284,7619,0.02415,0.03154
2000,No migration background,Rural regions,Far right parties,0.00491,49,7619,0.00334,0.00648
2000,No migration background,Rural regions,Others,0.00476,43,7619,0.00321,0.00631
2000,No migration background,Rural regions,Party combinations,0.00325,31,7619,0.00197,0.00453
2000,Direct migration background,Urban regions,Not leaning towards specific party,0.61255,1884,2667,0.59406,0.63104
2000,Direct migration background,Urban regions,SPD,0.13450,400,2667,0.12155,0.14745
2000,Direct migration background,Urban regions,CDU/CSU,0.12779,342,2667,0.11511,0.14046
2000,Direct migration background,Urban regions,Bündnis90/Grüne,0.01793,41,2667,0.01289,0.02297
2000,Direct migration background,Rural regions,Not leaning towards specific party,0.60609,385,545,0.56503,0.64716
2000,Direct migration background,Rural regions,SPD,0.09519,56,545,0.07053,0.11986
2000,Direct migration background,Rural regions,CDU/CSU,0.15986,104,545,0.12907,0.19066
2000,Indirect migration background,Urban regions,Not leaning towards specific party,0.28400,510,667,0.24975,0.31824
2000,Indirect migration background,Urban regions,SPD,0.05979,108,667,0.04178,0.07779
2000,Indirect migration background,Urban regions,CDU/CSU,0.03873,49,667,0.02408,0.05338
2000,Indirect migration background,Rural regions,Not leaning towards specific party,0.24428,85,85,0.15240,0.33617
2001,No migration background,Urban regions,Not leaning towards specific party,0.41494,5667,11180,0.40580,0.42407
2001,No migration background,Urban regions,SPD,0.19599,2525,11180,0.18863,0.20335
2001,No migration background,Urban regions,CDU/CSU,0.15769,1988,11180,0.15094,0.16445
2001,No migration background,Urban regions,FDP,0.01679,198,11180,0.01441,0.01917
2001,No migration background,Urban regions,Bündnis90/Grüne,0.03489,485,11180,0.03149,0.03829
2001,No migration background,Urban regions,PDS/Linke,0.01023,161,11180,0.00837,0.01210
2001,No migration background,Urban regions,Far right parties,0.00345,54,11180,0.00236,0.00454
2001,No migration background,Urban regions,Others,0.00436,48,11180,0.00314,0.00558
2001,No migration background,Urban regions,Party combinations,0.00436,54,11180,0.00314,0.00559
2001,No migration background,Rural regions,Not leaning towards specific party,0.49039,4263,6927,0.47861,0.50216
2001,No migration background,Rural regions,SPD,0.13129,1011,6927,0.12333,0.13924
2001,No migration background,Rural regions,CDU/CSU,0.15136,1124,6927,0.14292,0.15980
2001,No migration background,Rural regions,FDP,0.01130,79,6927,0.00881,0.01379
2001,No migration background,Rural regions,Bündnis90/Grüne,0.01589,130,6927,0.01294,0.01883
2001,No migration background,Rural regions,PDS/Linke,0.02673,246,6927,0.02293,0.03053
2001,No migration background,Rural regions,Far right parties,0.00380,42,6927,0.00235,0.00524
2001,No migration background,Rural regions,Others,0.00353,32,6927,0.00213,0.00493
2001,Direct migration background,Urban regions,Not leaning towards specific party,0.65298,1713,2359,0.63376,0.67219
2001,Direct migration background,Urban regions,SPD,0.13743,345,2359,0.12353,0.15133
2001,Direct migration background,Urban regions,CDU/CSU,0.11040,270,2359,0.09775,0.12305
2001,Direct migration background,Urban regions,Bündnis90/Grüne,0.01411,31,2359,0.00935,0.01887
2001,Direct migration background,Rural regions,Not leaning towards specific party,0.62718,354,485,0.58410,0.67026
2001,Direct migration background,Rural regions,SPD,0.10559,49,485,0.07821,0.13297
2001,Direct migration background,Rural regions,CDU/CSU,0.13938,82,485,0.10852,0.17023
2001,Indirect migration background,Urban regions,Not leaning towards specific party,0.27947,476,626,0.24429,0.31465
2001,Indirect migration background,Urban regions,SPD,0.05686,107,626,0.03870,0.07502
2001,Indirect migration background,Urban regions,CDU/CSU,0.03593,43,626,0.02134,0.05052
2001,Indirect migration background,Rural regions,Not leaning towards specific party,0.20912,81,81,0.12000,0.29823
2002,No migration background,Urban regions,Not leaning towards specific party,0.40882,5778,12219,0.40010,0.41753
2002,No migration background,Urban regions,SPD,0.19243,2732,12219,0.18544,0.19942
2002,No migration background,Urban regions,CDU/CSU,0.16329,2428,12219,0.15673,0.16984
2002,No migration background,Urban regions,FDP,0.02055,346,12219,0.01803,0.02306
2002,No migration background,Urban regions,Bündnis90/Grüne,0.03178,549,12219,0.02867,0.03489
2002,No migration background,Urban regions,PDS/Linke,0.01392,221,12219,0.01184,0.01600
2002,No migration background,Urban regions,Far right parties,0.00291,43,12219,0.00195,0.00386
2002,No migration background,Urban regions,Others,0.00450,55,12219,0.00331,0.00569
2002,No migration background,Urban regions,Party combinations,0.00454,67,12219,0.00335,0.00573
2002,No migration background,Rural regions,Not leaning towards specific party,0.49974,4243,7057,0.48807,0.51140
2002,No migration background,Rural regions,SPD,0.12425,986,7057,0.11656,0.13195
2002,No migration background,Rural regions,CDU/CSU,0.14724,1243,7057,0.13897,0.15550
2002,No migration background,Rural regions,FDP,0.01018,108,7057,0.00784,0.01252
2002,No migration background,Rural regions,Bündnis90/Grüne,0.01338,138,7057,0.01070,0.01607
2002,No migration background,Rural regions,PDS/Linke,0.03183,303,7057,0.02773,0.03592
2002,No migration background,Rural regions,Others,0.00445,36,7057,0.00290,0.00601
2002,Direct migration background,Urban regions,Not leaning towards specific party,0.64707,1577,2266,0.62739,0.66675
2002,Direct migration background,Urban regions,SPD,0.13452,347,2266,0.12047,0.14858
2002,Direct migration background,Urban regions,CDU/CSU,0.12797,311,2266,0.11422,0.14173
2002,Direct migration background,Urban regions,Bündnis90/Grüne,0.01497,31,2266,0.00997,0.01998
2002,Direct migration background,Rural regions,Not leaning towards specific party,0.68187,334,462,0.63936,0.72439
2002,Direct migration background,Rural regions,SPD,0.09143,48,462,0.06512,0.11774
2002,Direct migration background,Rural regions,CDU/CSU,0.13041,80,462,0.09967,0.16115
2002,Indirect migration background,Urban regions,Not leaning towards specific party,0.25988,447,634,0.22572,0.29405
2002,Indirect migration background,Urban regions,SPD,0.06607,122,634,0.04672,0.08543
2002,Indirect migration background,Urban regions,CDU/CSU,0.04000,65,634,0.02474,0.05527
2002,Indirect migration background,Rural regions,Not leaning towards specific party,0.25925,75,75,0.15941,0.35910
2003,No migration background,Urban regions,Not leaning towards specific party,0.38144,5308,11831,0.37268,0.39019
2003,No migration background,Urban regions,SPD,0.18560,2477,11831,0.17860,0.19261
2003,No migration background,Urban regions,CDU/CSU,0.18912,2703,11831,0.18206,0.19617
2003,No migration background,Urban regions,FDP,0.01968,306,11831,0.01718,0.02219
2003,No migration background,Urban regions,Bündnis90/Grüne,0.04661,727,11831,0.04281,0.05041
2003,No migration background,Urban regions,PDS/Linke,0.00854,140,11831,0.00689,0.01020
2003,No migration background,Urban regions,Far right parties,0.00253,36,11831,0.00162,0.00343
2003,No migration background,Urban regions,Others,0.00348,44,11831,0.00242,0.00454
2003,No migration background,Urban regions,Party combinations,0.00663,90,11831,0.00517,0.00810
2003,No migration background,Rural regions,Not leaning towards specific party,0.47229,3818,6754,0.46038,0.48420
2003,No migration background,Rural regions,SPD,0.12450,971,6754,0.11663,0.13238
2003,No migration background,Rural regions,CDU/CSU,0.17839,1431,6754,0.16926,0.18752
2003,No migration background,Rural regions,FDP,0.01122,98,6754,0.00871,0.01373
2003,No migration background,Rural regions,Bündnis90/Grüne,0.01871,173,6754,0.01547,0.02194
2003,No migration background,Rural regions,PDS/Linke,0.02465,227,6754,0.02095,0.02835
2003,No migration background,Rural regions,Others,0.00405,36,6754,0.00254,0.00557
2003,Direct migration background,Urban regions,Not leaning towards specific party,0.63942,1479,2124,0.61899,0.65984
2003,Direct migration background,Urban regions,SPD,0.12031,276,2124,0.10647,0.13415
2003,Direct migration background,Urban regions,CDU/CSU,0.14124,325,2124,0.12643,0.15606
2003,Direct migration background,Urban regions,Bündnis90/Grüne,0.02743,44,2124,0.02049,0.03438
2003,Direct migration background,Rural regions,Not leaning towards specific party,0.62299,300,439,0.57760,0.66838
2003,Direct migration background,Rural regions,SPD,0.09210,44,439,0.06502,0.11918
2003,Direct migration background,Rural regions,CDU/CSU,0.17125,95,439,0.13597,0.20653
2003,Indirect migration background,Urban regions,Not leaning towards specific party,0.26241,428,647,0.22848,0.29633
2003,Indirect migration background,Urban regions,SPD,0.06697,112,647,0.04769,0.08624
2003,Indirect migration background,Urban regions,CDU/CSU,0.04322,67,647,0.02754,0.05890
2003,Indirect migration background,Urban regions,Bündnis90/Grüne,0.03104,40,647,0.01766,0.04441
2003,Indirect migration background,Rural regions,Not leaning towards specific party,0.26340,77,77,0.16437,0.36243
2004,No migration background,Urban regions,Not leaning towards specific party,0.45126,5980,11543,0.44218,0.46034
2004,No migration background,Urban regions,SPD,0.15200,2010,11543,0.14545,0.15855
2004,No migration background,Urban regions,CDU/CSU,0.16771,2356,11543,0.16089,0.17452
2004,No migration background,Urban regions,FDP,0.01677,267,11543,0.01443,0.01912
2004,No migration background,Urban regions,Bündnis90/Grüne,0.04062,631,11543,0.03702,0.04422
2004,No migration background,Urban regions,PDS/Linke,0.01050,158,11543,0.00864,0.01236
2004,No migration background,Urban regions,Far right parties,0.00304,39,11543,0.00204,0.00405
2004,No migration background,Urban regions,Others,0.00367,44,11543,0.00256,0.00477
2004,No migration background,Urban regions,Party combinations,0.00362,58,11543,0.00253,0.00472
2004,No migration background,Rural regions,Not leaning towards specific party,0.52922,4159,6621,0.51719,0.54124
2004,No migration background,Rural regions,SPD,0.09677,715,6621,0.08965,0.10389
2004,No migration background,Rural regions,CDU/CSU,0.15804,1214,6621,0.14925,0.16683
2004,No migration background,Rural regions,FDP,0.01170,92,6621,0.00911,0.01429
2004,No migration background,Rural regions,Bündnis90/Grüne,0.01624,164,6621,0.01320,0.01929
2004,No migration background,Rural regions,PDS/Linke,0.02531,237,6621,0.02152,0.02909
2004,No migration background,Rural regions,Others,0.00469,40,6621,0.00305,0.00634
2004,Direct migration background,Urban regions,Not leaning towards specific party,0.68146,1509,2049,0.66128,0.70164
2004,Direct migration background,Urban regions,SPD,0.10159,219,2049,0.08850,0.11467
2004,Direct migration background,Urban regions,CDU/CSU,0.13271,281,2049,0.11802,0.14741
2004,Direct migration background,Urban regions,Bündnis90/Grüne,0.02036,40,2049,0.01424,0.02647
2004,Direct migration background,Rural regions,Not leaning towards specific party,0.66515,300,421,0.62001,0.71028
2004,Direct migration background,Rural regions,SPD,0.07289,33,421,0.04802,0.09775
2004,Direct migration background,Rural regions,CDU/CSU,0.17722,88,421,0.14070,0.21374
2004,Indirect migration background,Urban regions,Not leaning towards specific party,0.30126,481,643,0.26577,0.33675
2004,Indirect migration background,Urban regions,SPD,0.05576,98,643,0.03801,0.07351
2004,Indirect migration background,Urban regions,CDU/CSU,0.03927,64,643,0.02425,0.05430
2004,Indirect migration background,Rural regions,Not leaning towards specific party,0.35936,98,98,0.26388,0.45485
2005,No migration background,Urban regions,Not leaning towards specific party,0.42944,5423,11041,0.42021,0.43867
2005,No migration background,Urban regions,SPD,0.16938,2133,11041,0.16239,0.17638
2005,No migration background,Urban regions,CDU/CSU,0.16326,2210,11041,0.15636,0.17015
2005,No migration background,Urban regions,FDP,0.01643,269,11041,0.01406,0.01880
2005,No migration background,Urban regions,Bündnis90/Grüne,0.04776,654,11041,0.04378,0.05174
2005,No migration background,Urban regions,PDS/Linke,0.01100,165,11041,0.00906,0.01295
2005,No migration background,Urban regions,Far right parties,0.00643,71,11041,0.00494,0.00792
2005,No migration background,Urban regions,Others,0.00442,48,11041,0.00318,0.00566
2005,No migration background,Urban regions,Party combinations,0.00450,68,11041,0.00325,0.00575
2005,No migration background,Rural regions,Not leaning towards specific party,0.51653,3875,6312,0.50420,0.52886
2005,No migration background,Rural regions,SPD,0.10070,744,6312,0.09327,0.10812
2005,No migration background,Rural regions,CDU/CSU,0.15479,1135,6312,0.14587,0.16372
2005,No migration background,Rural regions,FDP,0.01122,90,6312,0.00863,0.01382
2005,No migration background,Rural regions,Bündnis90/Grüne,0.01847,167,6312,0.01515,0.02179
2005,No migration background,Rural regions,PDS/Linke,0.02614,246,6312,0.02220,0.03007
2005,No migration background,Rural regions,Far right parties,0.00949,55,6312,0.00710,0.01188
2005,Direct migration background,Urban regions,Not leaning towards specific party,0.66413,1353,1923,0.64302,0.68525
2005,Direct migration background,Urban regions,SPD,0.12875,259,1923,0.11377,0.14372
2005,Direct migration background,Urban regions,CDU/CSU,0.12971,274,1923,0.11469,0.14473
2005,Direct migration background,Urban regions,Bündnis90/Grüne,0.02218,37,1923,0.01560,0.02877
2005,Direct migration background,Rural regions,Not leaning towards specific party,0.68976,280,381,0.64325,0.73627
2005,Direct migration background,Rural regions,SPD,0.06336,31,381,0.03887,0.08785
2005,Direct migration background,Rural regions,CDU/CSU,0.15387,70,381,0.11759,0.19014
2005,Indirect migration background,Urban regions,Not leaning towards specific party,0.35514,525,674,0.31898,0.39129
2005,Indirect migration background,Urban regions,SPD,0.05603,101,674,0.03865,0.07341
2005,Indirect migration background,Urban regions,CDU/CSU,0.03194,48,674,0.01865,0.04522
2005,Indirect migration background,Rural regions,Not leaning towards specific party,0.34024,86,86,0.23952,0.44097
2006,No migration background,Urban regions,Not leaning towards specific party,0.39427,5323,11739,0.38543,0.40312
2006,No migration background,Urban regions,SPD,0.17566,2391,11739,0.16877,0.18254
2006,No migration background,Urban regions,CDU/CSU,0.17591,2570,11739,0.16902,0.18280
2006,No migration background,Urban regions,FDP,0.02057,338,11739,0.01800,0.02314
2006,No migration background,Urban regions,Bündnis90/Grüne,0.04481,675,11739,0.04107,0.04855
2006,No migration background,Urban regions,PDS/Linke,0.01854,267,11739,0.01610,0.02099
2006,No migration background,Urban regions,Far right parties,0.00666,72,11739,0.00519,0.00813
2006,No migration background,Urban regions,Others,0.00445,50,11739,0.00324,0.00565
2006,No migration background,Urban regions,Party combinations,0.00431,53,11739,0.00313,0.00550
2006,No migration background,Rural regions,Not leaning towards specific party,0.47462,3880,6847,0.46279,0.48645
2006,No migration background,Rural regions,SPD,0.11720,948,6847,0.10958,0.12482
2006,No migration background,Rural regions,CDU/CSU,0.16488,1347,6847,0.15609,0.17367
2006,No migration background,Rural regions,FDP,0.01564,121,6847,0.01270,0.01858
2006,No migration background,Rural regions,Bündnis90/Grüne,0.01779,179,6847,0.01466,0.02092
2006,No migration background,Rural regions,PDS/Linke,0.03601,316,6847,0.03160,0.04043
2006,No migration background,Rural regions,Far right parties,0.00785,56,6847,0.00576,0.00994
2006,Direct migration background,Urban regions,Not leaning towards specific party,0.64802,1308,1893,0.62650,0.66954
2006,Direct migration background,Urban regions,SPD,0.14731,285,1893,0.13134,0.16328
2006,Direct migration background,Urban regions,CDU/CSU,0.11514,258,1893,0.10075,0.12952
2006,Direct migration background,Urban regions,Bündnis90/Grüne,0.02320,42,1893,0.01641,0.02998
2006,Direct migration background,Rural regions,Not leaning towards specific party,0.65594,297,405,0.60961,0.70226
2006,Direct migration background,Rural regions,SPD,0.11071,39,405,0.08012,0.14131
2006,Direct migration background,Rural regions,CDU/CSU,0.12936,69,405,0.09663,0.16208
2006,Indirect migration background,Urban regions,Not leaning towards specific party,0.33148,468,666,0.29570,0.36726
2006,Indirect migration background,Urban regions,SPD,0.06350,111,666,0.04496,0.08203
2006,Indirect migration background,Urban regions,CDU/CSU,0.03072,55,666,0.01760,0.04383
2006,Indirect migration background,Urban regions,Bündnis90/Grüne,0.02946,32,666,0.01661,0.04231
2006,Indirect migration background,Rural regions,Not leaning towards specific party,0.33763,96,96,0.24254,0.43273
2007,No migration background,Urban regions,Not leaning towards specific party,0.43368,5514,11028,0.42443,0.44294
2007,No migration background,Urban regions,SPD,0.15866,2043,11028,0.15184,0.16548
2007,No migration background,Urban regions,CDU/CSU,0.15587,2138,11028,0.14910,0.16264
2007,No migration background,Urban regions,FDP,0.01781,314,11028,0.01534,0.02028
2007,No migration background,Urban regions,Bündnis90/Grüne,0.04798,628,11028,0.04399,0.05197
2007,No migration background,Urban regions,PDS/Linke,0.01696,235,11028,0.01455,0.01937
2007,No migration background,Urban regions,Far right parties,0.00517,62,11028,0.00383,0.00651
2007,No migration background,Urban regions,Others,0.00361,46,11028,0.00249,0.00473
2007,No migration background,Urban regions,Party combinations,0.00366,48,11028,0.00253,0.00479
2007,No migration background,Rural regions,Not leaning towards specific party,0.52374,4029,6459,0.51156,0.53593
2007,No migration background,Rural regions,SPD,0.09754,730,6459,0.09030,0.10477
2007,No migration background,Rural regions,CDU/CSU,0.14745,1093,6459,0.13880,0.15609
2007,No migration background,Rural regions,FDP,0.01423,111,6459,0.01134,0.01712
2007,No migration background,Rural regions,Bündnis90/Grüne,0.01827,164,6459,0.01500,0.02154
2007,No migration background,Rural regions,PDS/Linke,0.03522,282,6459,0.03072,0.03971
2007,No migration background,Rural regions,Far right parties,0.00829,50,6459,0.00608,0.01050
2007,Direct migration background,Urban regions,Not leaning towards specific party,0.69826,1230,1681,0.67631,0.72021
2007,Direct migration background,Urban regions,SPD,0.12093,212,1681,0.10534,0.13652
2007,Direct migration background,Urban regions,CDU/CSU,0.09575,206,1681,0.08168,0.10982
2007,Direct migration background,Urban regions,Bündnis90/Grüne,0.02179,33,1681,0.01481,0.02877
2007,Direct migration background,Rural regions,Not leaning towards specific party,0.74125,291,342,0.69477,0.78773
2007,Direct migration background,Rural regions,CDU/CSU,0.09950,51,342,0.06773,0.13127
2007,Indirect migration background,Urban regions,Not leaning towards specific party,0.35739,474,621,0.31967,0.39511
2007,Indirect migration background,Urban regions,SPD,0.06426,98,621,0.04496,0.08356
2007,Indirect migration background,Urban regions,CDU/CSU,0.02833,49,621,0.01527,0.04139
2007,Indirect migration background,Rural regions,Not leaning towards specific party,0.33212,89,89,0.23372,0.43053
2008,No migration background,Urban regions,Not leaning towards specific party,0.43323,5221,10377,0.42369,0.44276
2008,No migration background,Urban regions,SPD,0.14882,1786,10377,0.14197,0.15566
2008,No migration background,Urban regions,CDU/CSU,0.16224,2086,10377,0.15515,0.16934
2008,No migration background,Urban regions,FDP,0.01994,314,10377,0.01725,0.02263
2008,No migration background,Urban regions,Bündnis90/Grüne,0.04791,582,10377,0.04380,0.05202
2008,No migration background,Urban regions,PDS/Linke,0.01954,266,10377,0.01688,0.02221
2008,No migration background,Urban regions,Far right parties,0.00554,59,10377,0.00412,0.00697
2008,No migration background,Urban regions,Party combinations,0.00602,63,10377,0.00454,0.00751
2008,No migration background,Rural regions,Not leaning towards specific party,0.51267,3765,6082,0.50011,0.52523
2008,No migration background,Rural regions,SPD,0.09636,674,6082,0.08894,0.10377
2008,No migration background,Rural regions,CDU/CSU,0.15530,1065,6082,0.14619,0.16440
2008,No migration background,Rural regions,FDP,0.01293,94,6082,0.01009,0.01576
2008,No migration background,Rural regions,Bündnis90/Grüne,0.02008,148,6082,0.01655,0.02360
2008,No migration background,Rural regions,PDS/Linke,0.03990,297,6082,0.03498,0.04482
2008,No migration background,Rural regions,Far right parties,0.00608,39,6082,0.00413,0.00804
2008,Direct migration background,Urban regions,Not leaning towards specific party,0.70189,1088,1490,0.67865,0.72512
2008,Direct migration background,Urban regions,SPD,0.12018,192,1490,0.10367,0.13670
2008,Direct migration background,Urban regions,CDU/CSU,0.10587,210,1490,0.09024,0.12150
2008,Direct migration background,Rural regions,Not leaning towards specific party,0.72693,253,306,0.67693,0.77693
2008,Direct migration background,Rural regions,CDU/CSU,0.12885,53,306,0.09125,0.16645
2008,Indirect migration background,Urban regions,Not leaning towards specific party,0.34604,452,603,0.30803,0.38404
2008,Indirect migration background,Urban regions,SPD,0.07044,93,603,0.05000,0.09088
2008,Indirect migration background,Urban regions,CDU/CSU,0.04023,58,603,0.02454,0.05593
2008,Indirect migration background,Rural regions,Not leaning towards specific party,0.40638,92,92,0.30546,0.50729
2009,No migration background,Urban regions,Not leaning towards specific party,0.45075,4968,9725,0.44086,0.46064
2009,No migration background,Urban regions,SPD,0.13473,1544,9725,0.12795,0.14152
2009,No migration background,Urban regions,CDU/CSU,0.15041,1820,9725,0.14330,0.15751
2009,No migration background,Urban regions,FDP,0.03048,424,9725,0.02707,0.03390
2009,No migration background,Urban regions,Bündnis90/Grüne,0.04918,584,9725,0.04489,0.05348
2009,No migration background,Urban regions,PDS/Linke,0.01924,240,9725,0.01651,0.02197
2009,No migration background,Urban regions,Far right parties,0.00588,54,9725,0.00436,0.00740
2009,No migration background,Urban regions,Others,0.00432,50,9725,0.00301,0.00562
2009,No migration background,Urban regions,Party combinations,0.00446,41,9725,0.00313,0.00578
2009,No migration background,Rural regions,Not leaning towards specific party,0.53339,3634,5802,0.52055,0.54622
2009,No migration background,Rural regions,SPD,0.08001,580,5802,0.07303,0.08699
2009,No migration background,Rural regions,CDU/CSU,0.14147,957,5802,0.13251,0.15044
2009,No migration background,Rural regions,FDP,0.02218,142,5802,0.01839,0.02597
2009,No migration background,Rural regions,Bündnis90/Grüne,0.02116,172,5802,0.01745,0.02486
2009,No migration background,Rural regions,PDS/Linke,0.03831,274,5802,0.03338,0.04325
2009,No migration background,Rural regions,Far right parties,0.00863,43,5802,0.00625,0.01101
2009,Direct migration background,Urban regions,Not leaning towards specific party,0.71719,945,1299,0.69269,0.74170
2009,Direct migration background,Urban regions,SPD,0.09280,137,1299,0.07702,0.10859
2009,Direct migration background,Urban regions,CDU/CSU,0.09595,176,1299,0.07992,0.11197
2009,Direct migration background,Urban regions,Bündnis90/Grüne,0.03650,41,1299,0.02630,0.04670
2009,Direct migration background,Rural regions,Not leaning towards specific party,0.72379,223,268,0.67016,0.77742
2009,Direct migration background,Rural regions,CDU/CSU,0.08231,45,268,0.04934,0.11527
2009,Indirect migration background,Urban regions,Not leaning towards specific party,0.38285,430,540,0.34181,0.42388
2009,Indirect migration background,Urban regions,SPD,0.06356,71,540,0.04296,0.08415
2009,Indirect migration background,Urban regions,CDU/CSU,0.03335,39,540,0.01819,0.04851
2009,Indirect migration background,Rural regions,Not leaning towards specific party,0.49567,104,104,0.39911,0.59223
2010,No migration background,Urban regions,Not leaning towards specific party,0.39686,5739,12249,0.38819,0.40552
2010,No migration background,Urban regions,SPD,0.14964,1918,12249,0.14333,0.15596
2010,No migration background,Urban regions,CDU/CSU,0.16526,2360,12249,0.15868,0.17184
2010,No migration background,Urban regions,FDP,0.02531,454,12249,0.02253,0.02810
2010,No migration background,Urban regions,Bündnis90/Grüne,0.06859,1161,12249,0.06412,0.07307
2010,No migration background,Urban regions,PDS/Linke,0.02837,374,12249,0.02543,0.03131
2010,No migration background,Urban regions,Far right parties,0.00679,94,12249,0.00534,0.00825
2010,No migration background,Urban regions,Others,0.00471,66,12249,0.00350,0.00592
2010,No migration background,Urban regions,Party combinations,0.00894,83,12249,0.00727,0.01060
2010,No migration background,Rural regions,Not leaning towards specific party,0.47294,4221,7356,0.46153,0.48435
2010,No migration background,Rural regions,SPD,0.09986,831,7356,0.09301,0.10671
2010,No migration background,Rural regions,CDU/CSU,0.16181,1306,7356,0.15339,0.17022
2010,No migration background,Rural regions,FDP,0.02338,185,7356,0.01992,0.02683
2010,No migration background,Rural regions,Bündnis90/Grüne,0.02565,280,7356,0.02204,0.02927
2010,No migration background,Rural regions,PDS/Linke,0.05112,432,7356,0.04608,0.05615
2010,No migration background,Rural regions,Far right parties,0.00841,63,7356,0.00632,0.01049
2010,No migration background,Rural regions,Others,0.00452,38,7356,0.00299,0.00605
2010,Direct migration background,Urban regions,Not leaning towards specific party,0.64588,1574,2319,0.62641,0.66535
2010,Direct migration background,Urban regions,SPD,0.13025,284,2319,0.11655,0.14395
2010,Direct migration background,Urban regions,CDU/CSU,0.11960,293,2319,0.10639,0.13281
2010,Direct migration background,Urban regions,FDP,0.01316,39,2319,0.00852,0.01780
2010,Direct migration background,Urban regions,Bündnis90/Grüne,0.02920,85,2319,0.02235,0.03606
2010,Direct migration background,Urban regions,PDS/Linke,0.01959,44,2319,0.01395,0.02524
2010,Direct migration background,Rural regions,Not leaning towards specific party,0.67678,428,593,0.63910,0.71445
2010,Direct migration background,Rural regions,SPD,0.09911,54,593,0.07504,0.12318
2010,Direct migration background,Rural regions,CDU/CSU,0.14111,111,593,0.11306,0.16915
2010,Indirect migration background,Urban regions,Not leaning towards specific party,0.30452,583,834,0.27327,0.33577
2010,Indirect migration background,Urban regions,SPD,0.06841,116,834,0.05127,0.08555
2010,Indirect migration background,Urban regions,CDU/CSU,0.03875,75,834,0.02564,0.05185
2010,Indirect migration background,Urban regions,Bündnis90/Grüne,0.02470,60,834,0.01416,0.03524
2010,Indirect migration background,Rural regions,Not leaning towards specific party,0.35845,139,139,0.27844,0.43846
2011,No migration background,Urban regions,Not leaning towards specific party,0.39175,5482,11067,0.38265,0.40084
2011,No migration background,Urban regions,SPD,0.13589,1788,11067,0.12950,0.14227
2011,No migration background,Urban regions,CDU/CSU,0.14319,2082,11067,0.13666,0.14972
2011,No migration background,Urban regions,FDP,0.01115,207,11067,0.00919,0.01311
2011,No migration background,Urban regions,Bündnis90/Grüne,0.07439,1075,11067,0.06950,0.07928
2011,No migration background,Urban regions,PDS/Linke,0.01720,244,11067,0.01478,0.01962
2011,No migration background,Urban regions,Far right parties,0.00458,57,11067,0.00332,0.00584
2011,No migration background,Urban regions,Others,0.00553,63,11067,0.00415,0.00691
2011,No migration background,Urban regions,Party combinations,0.00658,69,11067,0.00507,0.00809
2011,No migration background,Rural regions,Not leaning towards specific party,0.46202,4038,6644,0.45003,0.47401
2011,No migration background,Rural regions,SPD,0.08389,718,6644,0.07723,0.09056
2011,No migration background,Rural regions,CDU/CSU,0.14161,1133,6644,0.13323,0.15000
2011,No migration background,Rural regions,FDP,0.00701,70,6644,0.00500,0.00901
2011,No migration background,Rural regions,Bündnis90/Grüne,0.03005,305,6644,0.02594,0.03415
2011,No migration background,Rural regions,PDS/Linke,0.03266,298,6644,0.02838,0.03693
2011,No migration background,Rural regions,Far right parties,0.00761,48,6644,0.00552,0.00970
2011,No migration background,Rural regions,Others,0.00458,34,6644,0.00296,0.00620
2011,Direct migration background,Urban regions,Not leaning towards specific party,0.55937,1036,1493,0.53418,0.58456
2011,Direct migration background,Urban regions,SPD,0.10024,178,1493,0.08500,0.11548
2011,Direct migration background,Urban regions,CDU/CSU,0.09536,211,1493,0.08046,0.11027
2011,Direct migration background,Urban regions,Bündnis90/Grüne,0.03918,68,1493,0.02934,0.04903
2011,Direct migration background,Rural regions,Not leaning towards specific party,0.63416,343,435,0.58885,0.67948
2011,Direct migration background,Rural regions,SPD,0.08496,39,435,0.05872,0.11119
2011,Direct migration background,Rural regions,CDU/CSU,0.07454,53,435,0.04983,0.09925
2011,Indirect migration background,Urban regions,Not leaning towards specific party,0.26729,457,629,0.23268,0.30190
2011,Indirect migration background,Urban regions,SPD,0.05230,75,629,0.03489,0.06971
2011,Indirect migration background,Urban regions,CDU/CSU,0.03105,47,629,0.01748,0.04461
2011,Indirect migration background,Urban regions,Bündnis90/Grüne,0.03344,50,629,0.01938,0.04750
2011,Indirect migration background,Rural regions,Not leaning towards specific party,0.30699,107,107,0.21918,0.39480
2012,No migration background,Urban regions,Not leaning towards specific party,0.40013,5440,10806,0.39089,0.40937
2012,No migration background,Urban regions,SPD,0.13089,1764,10806,0.12453,0.13725
2012,No migration background,Urban regions,CDU/CSU,0.14126,2022,10806,0.13469,0.14782
2012,No migration background,Urban regions,FDP,0.00827,153,10806,0.00657,0.00998
2012,No migration background,Urban regions,Bündnis90/Grüne,0.06857,943,10806,0.06381,0.07334
