"party","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"keine Parteineigung","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1992","(Fach-)Abitur","kein Migrationshintergrund","287","","",""
"keine Parteineigung","1992","(Fach-)Abitur","direkter Migrationshintergrund","130","","",""
"keine Parteineigung","1992","(Fach-)Abitur","indirekter Migrationshintergrund","26","","",""
"keine Parteineigung","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1992","AkademikerIn","kein Migrationshintergrund","735","0.426037271141286","0.401087353628236","0.450987188654336"
"keine Parteineigung","1992","AkademikerIn","direkter Migrationshintergrund","73","0.471230952679298","0.385751376495962","0.556710528862633"
"keine Parteineigung","1992","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"keine Parteineigung","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1992","(noch) kein Abschluss","kein Migrationshintergrund","33","0.168677800458146","0.118270456524621","0.219085144391671"
"SPD","1992","(noch) kein Abschluss","direkter Migrationshintergrund","78","0.130780092491649","0.10345851253339","0.158101672449907"
"SPD","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","8","0.114612966515573","0.0405156684060074","0.18871026462514"
"SPD","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1992","Hauptschule","kein Migrationshintergrund","1106","","",""
"SPD","1992","Hauptschule","direkter Migrationshintergrund","260","","",""
"SPD","1992","Hauptschule","indirekter Migrationshintergrund","26","","",""
"SPD","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1992","Realschule","kein Migrationshintergrund","467","0.18767675875393","0.173334285650376","0.202019231857484"
"SPD","1992","Realschule","direkter Migrationshintergrund","23","","",""
"SPD","1992","Realschule","indirekter Migrationshintergrund","20","","",""
"SPD","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1992","(Fach-)Abitur","kein Migrationshintergrund","141","","",""
"SPD","1992","(Fach-)Abitur","direkter Migrationshintergrund","50","0.185204479918758","0.132157026404337","0.238251933433178"
"SPD","1992","(Fach-)Abitur","indirekter Migrationshintergrund","9","0.169036460826249","0.0514121837488224","0.286660737903676"
"SPD","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1992","AkademikerIn","kein Migrationshintergrund","260","","",""
"SPD","1992","AkademikerIn","direkter Migrationshintergrund","23","","",""
"SPD","1992","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"SPD","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1992","(noch) kein Abschluss","kein Migrationshintergrund","16","","",""
"CDU/CSU","1992","(noch) kein Abschluss","direkter Migrationshintergrund","13","","",""
"CDU/CSU","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"CDU/CSU","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1992","Hauptschule","kein Migrationshintergrund","1017","","",""
"CDU/CSU","1992","Hauptschule","direkter Migrationshintergrund","100","","",""
"CDU/CSU","1992","Hauptschule","indirekter Migrationshintergrund","6","0.0670269612621799","0.0310892073046722","0.102964715219688"
"CDU/CSU","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1992","Realschule","kein Migrationshintergrund","489","0.20328853322043","0.188505575577442","0.218071490863417"
"CDU/CSU","1992","Realschule","direkter Migrationshintergrund","32","0.294004428814877","0.222281144793104","0.365727712836649"
"CDU/CSU","1992","Realschule","indirekter Migrationshintergrund","4","0.147251548751817","0.0700819953528394","0.224421102150795"
"CDU/CSU","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1992","(Fach-)Abitur","kein Migrationshintergrund","114","","",""
"CDU/CSU","1992","(Fach-)Abitur","direkter Migrationshintergrund","11","","",""
"CDU/CSU","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1992","AkademikerIn","kein Migrationshintergrund","237","","",""
"CDU/CSU","1992","AkademikerIn","direkter Migrationshintergrund","20","","",""
"CDU/CSU","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1992","(noch) kein Abschluss","kein Migrationshintergrund","3","","",""
"FDP","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"FDP","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"FDP","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1992","Hauptschule","kein Migrationshintergrund","63","0.0122980814800927","0.0092256343561906","0.0153705286039949"
"FDP","1992","Hauptschule","direkter Migrationshintergrund","7","0.0041264286384279","0.000749131134838468","0.00750372614201732"
"FDP","1992","Hauptschule","indirekter Migrationshintergrund","2","","",""
"FDP","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1992","Realschule","kein Migrationshintergrund","50","0.0194518145753568","0.014378767549792","0.0245248616009215"
"FDP","1992","Realschule","direkter Migrationshintergrund","2","","",""
"FDP","1992","Realschule","indirekter Migrationshintergrund","","","",""
"FDP","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1992","(Fach-)Abitur","kein Migrationshintergrund","28","","",""
"FDP","1992","(Fach-)Abitur","direkter Migrationshintergrund","2","","",""
"FDP","1992","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"FDP","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1992","AkademikerIn","kein Migrationshintergrund","78","0.0673435971882983","0.0546987826326872","0.0799884117439094"
"FDP","1992","AkademikerIn","direkter Migrationshintergrund","4","0.0568863896307559","0.0172221954883672","0.0965505837731445"
"FDP","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"FDP","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1992","(noch) kein Abschluss","kein Migrationshintergrund","8","0.0305668325743525","0.00739479005298823","0.0537388750957167"
"Grüne","1992","(noch) kein Abschluss","direkter Migrationshintergrund","6","0.0167240170465682","0.00633251866131226","0.0271155154318241"
"Grüne","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Grüne","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1992","Hauptschule","kein Migrationshintergrund","45","0.00904998986551158","0.00640999729032942","0.0116899824406937"
"Grüne","1992","Hauptschule","direkter Migrationshintergrund","23","","",""
"Grüne","1992","Hauptschule","indirekter Migrationshintergrund","7","0.0499534522618287","0.0186460657650367","0.0812608387586207"
"Grüne","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1992","Realschule","kein Migrationshintergrund","88","0.0290016930632553","0.0228375136638374","0.0351658724626733"
"Grüne","1992","Realschule","direkter Migrationshintergrund","4","0.0161993699504224","-0.00367461020995517","0.0360733501108"
"Grüne","1992","Realschule","indirekter Migrationshintergrund","4","0.0243896427786624","-0.00920318028050704","0.0579824658378319"
"Grüne","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1992","(Fach-)Abitur","kein Migrationshintergrund","56","0.075895362843491","0.0554574553422255","0.0963332703447564"
"Grüne","1992","(Fach-)Abitur","direkter Migrationshintergrund","11","","",""
"Grüne","1992","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Grüne","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1992","AkademikerIn","kein Migrationshintergrund","131","","",""
"Grüne","1992","AkademikerIn","direkter Migrationshintergrund","7","0.0478997340163796","0.0113301232961347","0.0844693447366244"
"Grüne","1992","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Grüne","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1992","(noch) kein Abschluss","kein Migrationshintergrund","1","","",""
"Linke","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Linke","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Linke","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1992","Hauptschule","kein Migrationshintergrund","32","0.00494889155509605","0.00299261861195347","0.00690516449823863"
"Linke","1992","Hauptschule","direkter Migrationshintergrund","3","","",""
"Linke","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Linke","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1992","Realschule","kein Migrationshintergrund","17","","",""
"Linke","1992","Realschule","direkter Migrationshintergrund","1","","",""
"Linke","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Linke","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1992","(Fach-)Abitur","kein Migrationshintergrund","7","0.0105463632570969","0.00266289503650069","0.0184298314776932"
"Linke","1992","(Fach-)Abitur","direkter Migrationshintergrund","2","","",""
"Linke","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Linke","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1992","AkademikerIn","kein Migrationshintergrund","58","0.0290336077111416","0.0205621904708788","0.0375050249514045"
"Linke","1992","AkademikerIn","direkter Migrationshintergrund","4","0.0352987912123023","0.00369866834239386","0.0668989140822107"
"Linke","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Linke","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Rechte","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Rechte","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Rechte","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Rechte","1992","Hauptschule","direkter Migrationshintergrund","","","",""
"Rechte","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Rechte","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1992","Realschule","kein Migrationshintergrund","","","",""
"Rechte","1992","Realschule","direkter Migrationshintergrund","","","",""
"Rechte","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Rechte","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Rechte","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Rechte","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Rechte","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Rechte","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Rechte","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Rechte","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"AfD","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"AfD","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"AfD","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1992","Hauptschule","kein Migrationshintergrund","","","",""
"AfD","1992","Hauptschule","direkter Migrationshintergrund","","","",""
"AfD","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"AfD","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1992","Realschule","kein Migrationshintergrund","","","",""
"AfD","1992","Realschule","direkter Migrationshintergrund","","","",""
"AfD","1992","Realschule","indirekter Migrationshintergrund","","","",""
"AfD","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"AfD","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"AfD","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"AfD","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"AfD","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"AfD","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"AfD","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Andere","1992","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Andere","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Andere","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1992","Hauptschule","kein Migrationshintergrund","46","0.00997049781120122","0.00720078158525888","0.0127402140371436"
"Andere","1992","Hauptschule","direkter Migrationshintergrund","10","","",""
"Andere","1992","Hauptschule","indirekter Migrationshintergrund","2","","",""
"Andere","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1992","Realschule","kein Migrationshintergrund","31","0.0111747140020686","0.00731342464762195","0.0150360033565152"
"Andere","1992","Realschule","direkter Migrationshintergrund","","","",""
"Andere","1992","Realschule","indirekter Migrationshintergrund","1","","",""
"Andere","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1992","(Fach-)Abitur","kein Migrationshintergrund","12","","",""
"Andere","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Andere","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Andere","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1992","AkademikerIn","kein Migrationshintergrund","10","","",""
"Andere","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Andere","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Andere","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1993","(noch) kein Abschluss","kein Migrationshintergrund","167","","",""
"keine Parteineigung","1993","(noch) kein Abschluss","direkter Migrationshintergrund","472","0.813259512538956","0.781154437049801","0.845364588028111"
"keine Parteineigung","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","55","0.760160335607022","0.65941228492845","0.860908386285593"
"keine Parteineigung","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1993","Hauptschule","kein Migrationshintergrund","2769","","",""
"keine Parteineigung","1993","Hauptschule","direkter Migrationshintergrund","980","0.68510355660145","0.660262385081669","0.709944728121231"
"keine Parteineigung","1993","Hauptschule","indirekter Migrationshintergrund","168","","",""
"keine Parteineigung","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1993","Realschule","kein Migrationshintergrund","1858","","",""
"keine Parteineigung","1993","Realschule","direkter Migrationshintergrund","94","0.640115761990819","0.562526772211939","0.717704751769699"
"keine Parteineigung","1993","Realschule","indirekter Migrationshintergrund","80","0.648578745190422","0.558539554667522","0.738617935713322"
"keine Parteineigung","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1993","(Fach-)Abitur","kein Migrationshintergrund","324","0.449218072755902","0.411211947524007","0.487224197987796"
"keine Parteineigung","1993","(Fach-)Abitur","direkter Migrationshintergrund","131","","",""
"keine Parteineigung","1993","(Fach-)Abitur","indirekter Migrationshintergrund","30","0.811241980294399","0.698159040649718","0.924324919939081"
"keine Parteineigung","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1993","AkademikerIn","kein Migrationshintergrund","771","0.461597063848396","0.436292753935021","0.486901373761771"
"keine Parteineigung","1993","AkademikerIn","direkter Migrationshintergrund","70","0.45650185294655","0.370877614646763","0.542126091246337"
"keine Parteineigung","1993","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"keine Parteineigung","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1993","(noch) kein Abschluss","kein Migrationshintergrund","17","","",""
"SPD","1993","(noch) kein Abschluss","direkter Migrationshintergrund","82","0.152469893028135","0.122855046213078","0.182084739843192"
"SPD","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","12","","",""
"SPD","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1993","Hauptschule","kein Migrationshintergrund","944","0.213670336249282","0.202053915148297","0.225286757350267"
"SPD","1993","Hauptschule","direkter Migrationshintergrund","241","","",""
"SPD","1993","Hauptschule","indirekter Migrationshintergrund","25","","",""
"SPD","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1993","Realschule","kein Migrationshintergrund","374","0.154547598151541","0.141222792053437","0.167872404249646"
"SPD","1993","Realschule","direkter Migrationshintergrund","23","","",""
"SPD","1993","Realschule","indirekter Migrationshintergrund","17","","",""
"SPD","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1993","(Fach-)Abitur","kein Migrationshintergrund","117","","",""
"SPD","1993","(Fach-)Abitur","direkter Migrationshintergrund","43","0.155187131496309","0.105005912574482","0.205368350418137"
"SPD","1993","(Fach-)Abitur","indirekter Migrationshintergrund","11","","",""
"SPD","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1993","AkademikerIn","kein Migrationshintergrund","251","","",""
"SPD","1993","AkademikerIn","direkter Migrationshintergrund","18","","",""
"SPD","1993","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"SPD","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1993","(noch) kein Abschluss","kein Migrationshintergrund","8","0.0432255787037864","0.0155885334404743","0.0708626239670986"
"CDU/CSU","1993","(noch) kein Abschluss","direkter Migrationshintergrund","6","0.0204621328314441","0.00879871215438789","0.0321255535085004"
"CDU/CSU","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"CDU/CSU","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1993","Hauptschule","kein Migrationshintergrund","849","0.187298184986724","0.176241363451111","0.198355006522337"
"CDU/CSU","1993","Hauptschule","direkter Migrationshintergrund","88","0.111690023777887","0.094843917115284","0.12853613044049"
"CDU/CSU","1993","Hauptschule","indirekter Migrationshintergrund","6","0.0432721445806196","0.0152132326827536","0.0713310564784855"
"CDU/CSU","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1993","Realschule","kein Migrationshintergrund","375","0.166947554145458","0.153200444736357","0.180694663554559"
"CDU/CSU","1993","Realschule","direkter Migrationshintergrund","24","","",""
"CDU/CSU","1993","Realschule","indirekter Migrationshintergrund","4","0.0457548438954212","0.00634681306073979","0.0851628747301025"
"CDU/CSU","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1993","(Fach-)Abitur","kein Migrationshintergrund","103","","",""
"CDU/CSU","1993","(Fach-)Abitur","direkter Migrationshintergrund","8","0.0882728152628174","0.0489559364265308","0.127589694099104"
"CDU/CSU","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1993","AkademikerIn","kein Migrationshintergrund","194","","",""
"CDU/CSU","1993","AkademikerIn","direkter Migrationshintergrund","18","","",""
"CDU/CSU","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1993","(noch) kein Abschluss","kein Migrationshintergrund","2","","",""
"FDP","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"FDP","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"FDP","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1993","Hauptschule","kein Migrationshintergrund","50","0.0115490821296978","0.00852112870966307","0.0145770355497325"
"FDP","1993","Hauptschule","direkter Migrationshintergrund","3","","",""
"FDP","1993","Hauptschule","indirekter Migrationshintergrund","1","","",""
"FDP","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1993","Realschule","kein Migrationshintergrund","50","0.0250686811486969","0.0193058228492663","0.0308315394481275"
"FDP","1993","Realschule","direkter Migrationshintergrund","1","","",""
"FDP","1993","Realschule","indirekter Migrationshintergrund","","","",""
"FDP","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1993","(Fach-)Abitur","kein Migrationshintergrund","27","","",""
"FDP","1993","(Fach-)Abitur","direkter Migrationshintergrund","2","","",""
"FDP","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"FDP","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1993","AkademikerIn","kein Migrationshintergrund","59","0.0516013540394776","0.0403725040274199","0.0628302040515353"
"FDP","1993","AkademikerIn","direkter Migrationshintergrund","5","0.060513201989247","0.0195261367942003","0.101500267184294"
"FDP","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"FDP","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1993","(noch) kein Abschluss","kein Migrationshintergrund","9","0.0538915955346809","0.023205092884188","0.0845780981851738"
"Grüne","1993","(noch) kein Abschluss","direkter Migrationshintergrund","5","0.0119600198441469","0.00300445289923714","0.0209155867890566"
"Grüne","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Grüne","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1993","Hauptschule","kein Migrationshintergrund","48","0.00988803544041741","0.00708392533808129","0.0126921455427535"
"Grüne","1993","Hauptschule","direkter Migrationshintergrund","25","","",""
"Grüne","1993","Hauptschule","indirekter Migrationshintergrund","1","","",""
"Grüne","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1993","Realschule","kein Migrationshintergrund","97","0.0337118509670135","0.0270586627063908","0.0403650392276362"
"Grüne","1993","Realschule","direkter Migrationshintergrund","3","","",""
"Grüne","1993","Realschule","indirekter Migrationshintergrund","7","0.110143623253908","0.0510996124322649","0.169187634075551"
"Grüne","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1993","(Fach-)Abitur","kein Migrationshintergrund","70","0.10648943304821","0.0829205908785886","0.130058275217831"
"Grüne","1993","(Fach-)Abitur","direkter Migrationshintergrund","14","","",""
"Grüne","1993","(Fach-)Abitur","indirekter Migrationshintergrund","5","0.069760892299957","-0.00385515338003026","0.143376937979944"
"Grüne","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1993","AkademikerIn","kein Migrationshintergrund","132","","",""
"Grüne","1993","AkademikerIn","direkter Migrationshintergrund","11","","",""
"Grüne","1993","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Grüne","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1993","(noch) kein Abschluss","kein Migrationshintergrund","2","","",""
"Linke","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Linke","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Linke","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1993","Hauptschule","kein Migrationshintergrund","34","0.00502169406336278","0.00301846860093685","0.00702491952578872"
"Linke","1993","Hauptschule","direkter Migrationshintergrund","2","","",""
"Linke","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Linke","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1993","Realschule","kein Migrationshintergrund","21","","",""
"Linke","1993","Realschule","direkter Migrationshintergrund","2","","",""
"Linke","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Linke","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1993","(Fach-)Abitur","kein Migrationshintergrund","5","0.00519239896899752","-0.000299072343480924","0.010683870281476"
"Linke","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Linke","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Linke","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1993","AkademikerIn","kein Migrationshintergrund","70","0.0371459163966944","0.0275464952369719","0.0467453375564168"
"Linke","1993","AkademikerIn","direkter Migrationshintergrund","5","0.0298952169942533","0.000620912025902417","0.0591695219626042"
"Linke","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Linke","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1993","(noch) kein Abschluss","kein Migrationshintergrund","2","","",""
"Rechte","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Rechte","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Rechte","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1993","Hauptschule","kein Migrationshintergrund","72","0.0161157943373152","0.0125472117399559","0.0196843769346745"
"Rechte","1993","Hauptschule","direkter Migrationshintergrund","2","","",""
"Rechte","1993","Hauptschule","indirekter Migrationshintergrund","1","","",""
"Rechte","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1993","Realschule","kein Migrationshintergrund","39","0.0142664088570509","0.00989499124101431","0.0186378264730874"
"Rechte","1993","Realschule","direkter Migrationshintergrund","","","",""
"Rechte","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Rechte","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1993","(Fach-)Abitur","kein Migrationshintergrund","10","","",""
"Rechte","1993","(Fach-)Abitur","direkter Migrationshintergrund","1","","",""
"Rechte","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Rechte","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1993","AkademikerIn","kein Migrationshintergrund","7","0.00584389008811826","0.00197498940002547","0.00971279077621104"
"Rechte","1993","AkademikerIn","direkter Migrationshintergrund","2","","",""
"Rechte","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Rechte","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"AfD","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"AfD","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"AfD","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1993","Hauptschule","kein Migrationshintergrund","","","",""
"AfD","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"AfD","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"AfD","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1993","Realschule","kein Migrationshintergrund","","","",""
"AfD","1993","Realschule","direkter Migrationshintergrund","","","",""
"AfD","1993","Realschule","indirekter Migrationshintergrund","","","",""
"AfD","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
