year,migback,sex,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,No migration background,male,Party combinations,0.00353,44,9462,0.00234,0.00473
2000,No migration background,female,Not leaning towards specific party,0.45625,5828,10325,0.44664,0.46586
2000,No migration background,female,SPD,0.16543,1901,10325,0.15826,0.17260
2000,No migration background,female,CDU/CSU,0.15583,1754,10325,0.14883,0.16282
2000,No migration background,female,FDP,0.01111,105,10325,0.00909,0.01313
2000,No migration background,female,Bündnis90/Grüne,0.03026,378,10325,0.02696,0.03357
2000,No migration background,female,PDS/Linke,0.01542,234,10325,0.01305,0.01780
2000,No migration background,female,Far right parties,0.00257,36,10325,0.00159,0.00354
2000,No migration background,female,Others,0.00360,41,10325,0.00245,0.00476
2000,No migration background,female,Party combinations,0.00436,48,10325,0.00309,0.00563
2000,Direct migration background,male,Not leaning towards specific party,0.56961,1041,1548,0.54494,0.59428
2000,Direct migration background,male,SPD,0.14714,269,1548,0.12948,0.16479
2000,Direct migration background,male,CDU/CSU,0.14675,238,1548,0.12912,0.16438
2000,Direct migration background,female,Not leaning towards specific party,0.65190,1228,1623,0.62872,0.67509
2000,Direct migration background,female,SPD,0.10859,187,1623,0.09345,0.12373
2000,Direct migration background,female,CDU/CSU,0.12057,208,1623,0.10472,0.13641
2000,Indirect migration background,male,Not leaning towards specific party,0.26813,281,348,0.22152,0.31474
2000,Indirect migration background,male,SPD,0.06415,67,348,0.03837,0.08993
2000,Indirect migration background,female,Not leaning towards specific party,0.28774,314,369,0.24148,0.33399
2000,Indirect migration background,female,SPD,0.04889,55,369,0.02686,0.07093
2001,No migration background,male,Not leaning towards specific party,0.40315,4375,8661,0.39282,0.41348
2001,No migration background,male,SPD,0.18737,1847,8661,0.17915,0.19559
2001,No migration background,male,CDU/CSU,0.16402,1639,8661,0.15622,0.17182
2001,No migration background,male,FDP,0.01923,177,8661,0.01634,0.02212
2001,No migration background,male,Bündnis90/Grüne,0.02592,260,8661,0.02257,0.02927
2001,No migration background,male,PDS/Linke,0.01708,213,8661,0.01435,0.01981
2001,No migration background,male,Far right parties,0.00528,72,8661,0.00376,0.00681
2001,No migration background,male,Others,0.00405,44,8661,0.00271,0.00539
2001,No migration background,male,Party combinations,0.00337,34,8661,0.00215,0.00459
2001,No migration background,female,Not leaning towards specific party,0.47732,5555,9440,0.46724,0.48740
2001,No migration background,female,SPD,0.16045,1689,9440,0.15304,0.16785
2001,No migration background,female,CDU/CSU,0.14733,1473,9440,0.14018,0.15448
2001,No migration background,female,FDP,0.01073,100,9440,0.00865,0.01281
2001,No migration background,female,Bündnis90/Grüne,0.03063,355,9440,0.02716,0.03411
2001,No migration background,female,PDS/Linke,0.01484,194,9440,0.01240,0.01727
2001,No migration background,female,Others,0.00409,36,9440,0.00281,0.00538
2001,No migration background,female,Party combinations,0.00381,38,9440,0.00257,0.00505
2001,Direct migration background,male,Not leaning towards specific party,0.62000,945,1371,0.59430,0.64570
2001,Direct migration background,male,SPD,0.14084,225,1371,0.12242,0.15926
2001,Direct migration background,male,CDU/CSU,0.13344,201,1371,0.11544,0.15145
2001,Direct migration background,female,Not leaning towards specific party,0.67529,1122,1442,0.65111,0.69946
2001,Direct migration background,female,SPD,0.12275,169,1442,0.10581,0.13970
2001,Direct migration background,female,CDU/CSU,0.09873,151,1442,0.08333,0.11414
2001,Indirect migration background,male,Not leaning towards specific party,0.26422,260,324,0.21614,0.31231
2001,Indirect migration background,male,SPD,0.05832,64,324,0.03276,0.08387
2001,Indirect migration background,female,Not leaning towards specific party,0.27259,297,351,0.22594,0.31925
2001,Indirect migration background,female,SPD,0.04913,54,351,0.02649,0.07177
2002,No migration background,male,Not leaning towards specific party,0.39937,4410,9337,0.38943,0.40930
2002,No migration background,male,SPD,0.17852,1918,9337,0.17075,0.18628
2002,No migration background,male,CDU/CSU,0.17055,1995,9337,0.16292,0.17818
2002,No migration background,male,FDP,0.02202,288,9337,0.01904,0.02500
2002,No migration background,male,Bündnis90/Grüne,0.02468,303,9337,0.02153,0.02782
2002,No migration background,male,PDS/Linke,0.02124,268,9337,0.01832,0.02417
2002,No migration background,male,Far right parties,0.00493,56,9337,0.00351,0.00635
2002,No migration background,male,Others,0.00583,58,9337,0.00429,0.00738
2002,No migration background,male,Party combinations,0.00358,41,9337,0.00237,0.00479
2002,No migration background,female,Not leaning towards specific party,0.48020,5611,9977,0.47040,0.49001
2002,No migration background,female,SPD,0.15911,1800,9977,0.15194,0.16629
2002,No migration background,female,CDU/CSU,0.14529,1676,9977,0.13838,0.15221
2002,No migration background,female,FDP,0.01203,166,9977,0.00989,0.01417
2002,No migration background,female,Bündnis90/Grüne,0.02602,384,9977,0.02289,0.02914
2002,No migration background,female,PDS/Linke,0.01914,256,9977,0.01645,0.02183
2002,No migration background,female,Others,0.00318,33,9977,0.00208,0.00429
2002,No migration background,female,Party combinations,0.00387,51,9977,0.00265,0.00509
2002,Direct migration background,male,Not leaning towards specific party,0.62457,870,1304,0.59828,0.65087
2002,Direct migration background,male,SPD,0.14484,231,1304,0.12573,0.16394
2002,Direct migration background,male,CDU/CSU,0.13532,203,1304,0.11675,0.15390
2002,Direct migration background,female,Not leaning towards specific party,0.68033,1041,1393,0.65583,0.70483
2002,Direct migration background,female,SPD,0.10989,164,1393,0.09346,0.12632
2002,Direct migration background,female,CDU/CSU,0.12188,188,1393,0.10470,0.13907
2002,Indirect migration background,male,Not leaning towards specific party,0.24388,236,344,0.19843,0.28932
2002,Indirect migration background,male,SPD,0.06672,69,344,0.04031,0.09313
2002,Indirect migration background,male,CDU/CSU,0.03692,39,344,0.01696,0.05688
2002,Indirect migration background,female,Not leaning towards specific party,0.27525,286,382,0.23040,0.32010
2002,Indirect migration background,female,SPD,0.05062,62,382,0.02861,0.07264
2002,Indirect migration background,female,CDU/CSU,0.03451,34,382,0.01618,0.05284
2003,No migration background,male,Not leaning towards specific party,0.37757,4050,8981,0.36754,0.38760
2003,No migration background,male,SPD,0.17305,1752,8981,0.16522,0.18087
2003,No migration background,male,CDU/CSU,0.19696,2188,8981,0.18874,0.20519
2003,No migration background,male,FDP,0.02214,262,8981,0.01910,0.02519
2003,No migration background,male,Bündnis90/Grüne,0.03486,390,8981,0.03107,0.03866
2003,No migration background,male,PDS/Linke,0.01512,194,8981,0.01260,0.01764
2003,No migration background,male,Far right parties,0.00470,46,8981,0.00329,0.00612
2003,No migration background,male,Others,0.00431,48,8981,0.00295,0.00566
2003,No migration background,male,Party combinations,0.00590,51,8981,0.00432,0.00748
2003,No migration background,female,Not leaning towards specific party,0.44661,5076,9644,0.43668,0.45653
2003,No migration background,female,SPD,0.15637,1696,9644,0.14912,0.16362
2003,No migration background,female,CDU/CSU,0.17431,1946,9644,0.16673,0.18188
2003,No migration background,female,FDP,0.01159,142,9644,0.00946,0.01373
2003,No migration background,female,Bündnis90/Grüne,0.03904,510,9644,0.03518,0.04291
2003,No migration background,female,PDS/Linke,0.01311,173,9644,0.01084,0.01538
2003,No migration background,female,Others,0.00307,32,9644,0.00197,0.00417
2003,No migration background,female,Party combinations,0.00548,69,9644,0.00400,0.00695
2003,Direct migration background,male,Not leaning towards specific party,0.59200,802,1217,0.56438,0.61963
2003,Direct migration background,male,SPD,0.13574,187,1217,0.11649,0.15499
2003,Direct migration background,male,CDU/CSU,0.17025,228,1217,0.14913,0.19138
2003,Direct migration background,female,Not leaning towards specific party,0.67834,977,1334,0.65326,0.70342
2003,Direct migration background,female,SPD,0.09569,133,1334,0.07990,0.11148
2003,Direct migration background,female,CDU/CSU,0.12454,192,1334,0.10681,0.14226
2003,Direct migration background,female,Bündnis90/Grüne,0.02788,32,1334,0.01904,0.03672
2003,Indirect migration background,male,Not leaning towards specific party,0.23856,225,334,0.19278,0.28434
2003,Indirect migration background,male,SPD,0.06893,67,334,0.04172,0.09614
2003,Indirect migration background,male,CDU/CSU,0.04429,42,334,0.02219,0.06638
2003,Indirect migration background,female,Not leaning towards specific party,0.28635,280,369,0.24017,0.33254
2003,Indirect migration background,female,SPD,0.05026,53,369,0.02794,0.07258
2003,Indirect migration background,female,CDU/CSU,0.03859,36,369,0.01891,0.05826
2004,No migration background,male,Not leaning towards specific party,0.44168,4507,8711,0.43125,0.45211
2004,No migration background,male,SPD,0.14265,1405,8711,0.13531,0.15000
2004,No migration background,male,CDU/CSU,0.17632,1919,8711,0.16832,0.18432
2004,No migration background,male,FDP,0.01900,223,8711,0.01613,0.02187
2004,No migration background,male,Bündnis90/Grüne,0.03067,347,8711,0.02705,0.03429
2004,No migration background,male,PDS/Linke,0.01694,206,8711,0.01423,0.01965
2004,No migration background,male,Far right parties,0.00570,51,8711,0.00412,0.00728
2004,No migration background,male,Others,0.00489,53,8711,0.00343,0.00636
2004,No migration background,female,Not leaning towards specific party,0.51310,5632,9452,0.50302,0.52318
2004,No migration background,female,SPD,0.12372,1320,9452,0.11708,0.13035
2004,No migration background,female,CDU/CSU,0.15290,1651,9452,0.14564,0.16015
2004,No migration background,female,FDP,0.01120,136,9452,0.00908,0.01332
2004,No migration background,female,Bündnis90/Grüne,0.03374,448,9452,0.03010,0.03738
2004,No migration background,female,PDS/Linke,0.01430,189,9452,0.01191,0.01670
2004,No migration background,female,Others,0.00318,31,9452,0.00205,0.00432
2004,No migration background,female,Party combinations,0.00393,45,9452,0.00267,0.00519
2004,Direct migration background,male,Not leaning towards specific party,0.64323,808,1154,0.61558,0.67088
2004,Direct migration background,male,SPD,0.10494,145,1154,0.08725,0.12263
2004,Direct migration background,male,CDU/CSU,0.16076,201,1154,0.13956,0.18196
2004,Direct migration background,female,Not leaning towards specific party,0.71157,1001,1276,0.68670,0.73644
2004,Direct migration background,female,SPD,0.08857,107,1276,0.07297,0.10416
2004,Direct migration background,female,CDU/CSU,0.12183,168,1276,0.10387,0.13978
2004,Indirect migration background,male,Not leaning towards specific party,0.30302,266,365,0.25581,0.35023
2004,Indirect migration background,male,SPD,0.05551,60,365,0.03199,0.07904
2004,Indirect migration background,male,CDU/CSU,0.03590,39,365,0.01679,0.05501
2004,Indirect migration background,female,Not leaning towards specific party,0.32015,313,389,0.27373,0.36657
2004,Indirect migration background,female,SPD,0.04143,43,389,0.02160,0.06126
2004,Indirect migration background,female,CDU/CSU,0.03525,33,389,0.01690,0.05360
2005,No migration background,male,Not leaning towards specific party,0.42064,4084,8306,0.41002,0.43126
2005,No migration background,male,SPD,0.15451,1490,8306,0.14674,0.16229
2005,No migration background,male,CDU/CSU,0.17629,1811,8306,0.16810,0.18449
2005,No migration background,male,FDP,0.01951,232,8306,0.01654,0.02248
2005,No migration background,male,Bündnis90/Grüne,0.03381,328,8306,0.02993,0.03770
2005,No migration background,male,PDS/Linke,0.01822,218,8306,0.01534,0.02109
2005,No migration background,male,Far right parties,0.01180,96,8306,0.00948,0.01412
2005,No migration background,male,Others,0.00504,47,8306,0.00352,0.00657
2005,No migration background,female,Not leaning towards specific party,0.49731,5214,9011,0.48699,0.50764
2005,No migration background,female,SPD,0.13685,1387,9011,0.12975,0.14394
2005,No migration background,female,CDU/CSU,0.14494,1534,9011,0.13767,0.15220
2005,No migration background,female,FDP,0.00991,127,9011,0.00787,0.01196
2005,No migration background,female,Bündnis90/Grüne,0.04121,493,9011,0.03710,0.04531
2005,No migration background,female,PDS/Linke,0.01438,193,9011,0.01192,0.01684
2005,No migration background,female,Party combinations,0.00601,63,9011,0.00441,0.00761
2005,Direct migration background,male,Not leaning towards specific party,0.62432,713,1066,0.59523,0.65340
2005,Direct migration background,male,SPD,0.14019,171,1066,0.11934,0.16105
2005,Direct migration background,male,CDU/CSU,0.15131,182,1066,0.12978,0.17283
2005,Direct migration background,female,Not leaning towards specific party,0.70920,920,1201,0.68350,0.73489
2005,Direct migration background,female,SPD,0.09637,119,1201,0.07967,0.11306
2005,Direct migration background,female,CDU/CSU,0.11801,162,1201,0.09975,0.13626
2005,Indirect migration background,male,Not leaning towards specific party,0.32686,286,378,0.27951,0.37421
2005,Indirect migration background,male,SPD,0.06715,59,378,0.04188,0.09241
2005,Indirect migration background,male,CDU/CSU,0.03781,33,378,0.01855,0.05706
2005,Indirect migration background,female,Not leaning towards specific party,0.38004,325,375,0.33085,0.42924
2005,Indirect migration background,female,SPD,0.03677,50,375,0.01770,0.05585
2006,No migration background,male,Not leaning towards specific party,0.38859,4088,8888,0.37846,0.39873
2006,No migration background,male,SPD,0.16012,1663,8888,0.15250,0.16775
2006,No migration background,male,CDU/CSU,0.17952,2013,8888,0.17154,0.18750
2006,No migration background,male,FDP,0.02623,298,8888,0.02291,0.02956
2006,No migration background,male,Bündnis90/Grüne,0.03250,358,8888,0.02881,0.03619
2006,No migration background,male,PDS/Linke,0.02817,318,8888,0.02473,0.03161
2006,No migration background,male,Far right parties,0.01193,103,8888,0.00968,0.01419
2006,No migration background,male,Others,0.00490,47,8888,0.00345,0.00635
2006,No migration background,female,Not leaning towards specific party,0.45541,5115,9695,0.44549,0.46532
2006,No migration background,female,SPD,0.15023,1676,9695,0.14312,0.15734
2006,No migration background,female,CDU/CSU,0.16478,1904,9695,0.15739,0.17216
2006,No migration background,female,FDP,0.01167,161,9695,0.00953,0.01381
2006,No migration background,female,Bündnis90/Grüne,0.03803,496,9695,0.03422,0.04183
2006,No migration background,female,PDS/Linke,0.02132,265,9695,0.01844,0.02420
2006,No migration background,female,Others,0.00287,31,9695,0.00181,0.00394
2006,No migration background,female,Party combinations,0.00447,47,9695,0.00314,0.00580
2006,Direct migration background,male,Not leaning towards specific party,0.61078,696,1051,0.58129,0.64027
2006,Direct migration background,male,SPD,0.17716,190,1051,0.15406,0.20025
2006,Direct migration background,male,CDU/CSU,0.12802,165,1051,0.10781,0.14823
2006,Direct migration background,female,Not leaning towards specific party,0.68400,909,1205,0.65774,0.71026
2006,Direct migration background,female,SPD,0.10822,134,1205,0.09067,0.12576
2006,Direct migration background,female,CDU/CSU,0.10843,162,1205,0.09087,0.12599
2006,Indirect migration background,male,Not leaning towards specific party,0.31910,260,321,0.26802,0.37017
2006,Indirect migration background,male,SPD,0.06788,61,321,0.04032,0.09544
2006,Indirect migration background,female,Not leaning towards specific party,0.34646,304,400,0.29977,0.39315
2006,Indirect migration background,female,SPD,0.04786,63,400,0.02691,0.06880
2006,Indirect migration background,female,CDU/CSU,0.03524,33,400,0.01715,0.05333
2007,No migration background,male,Not leaning towards specific party,0.42912,4233,8371,0.41852,0.43973
2007,No migration background,male,SPD,0.14265,1396,8371,0.13516,0.15014
2007,No migration background,male,CDU/CSU,0.16478,1727,8371,0.15684,0.17273
2007,No migration background,male,FDP,0.02316,284,8371,0.01994,0.02639
2007,No migration background,male,Bündnis90/Grüne,0.03506,323,8371,0.03112,0.03901
2007,No migration background,male,PDS/Linke,0.02581,277,8371,0.02242,0.02921
2007,No migration background,male,Far right parties,0.00935,86,8371,0.00729,0.01142
2007,No migration background,male,Others,0.00477,45,8371,0.00329,0.00624
2007,No migration background,female,Not leaning towards specific party,0.49992,5310,9084,0.48964,0.51020
2007,No migration background,female,SPD,0.13225,1377,9084,0.12529,0.13922
2007,No migration background,female,CDU/CSU,0.14144,1504,9084,0.13427,0.14861
2007,No migration background,female,FDP,0.01016,141,9084,0.00810,0.01222
2007,No migration background,female,Bündnis90/Grüne,0.04013,469,9084,0.03609,0.04416
2007,No migration background,female,PDS/Linke,0.02090,240,9084,0.01796,0.02384
2007,No migration background,female,Party combinations,0.00376,43,9084,0.00250,0.00502
2007,Direct migration background,male,Not leaning towards specific party,0.69127,666,931,0.66158,0.72096
2007,Direct migration background,male,SPD,0.12508,136,931,0.10382,0.14634
2007,Direct migration background,male,CDU/CSU,0.10228,129,931,0.08280,0.12175
2007,Direct migration background,female,Not leaning towards specific party,0.72066,855,1089,0.69400,0.74732
2007,Direct migration background,female,SPD,0.09796,106,1089,0.08030,0.11562
2007,Direct migration background,female,CDU/CSU,0.09133,128,1089,0.07421,0.10845
2007,Indirect migration background,male,Not leaning towards specific party,0.33030,253,341,0.28031,0.38030
2007,Indirect migration background,male,SPD,0.07498,57,341,0.04699,0.10298
2007,Indirect migration background,male,CDU/CSU,0.03025,31,341,0.01205,0.04846
2007,Indirect migration background,female,Not leaning towards specific party,0.37599,310,361,0.32595,0.42603
2007,Indirect migration background,female,SPD,0.03728,51,361,0.01771,0.05685
2008,No migration background,male,Not leaning towards specific party,0.42509,3980,7868,0.41416,0.43601
2008,No migration background,male,SPD,0.13374,1230,7868,0.12622,0.14126
2008,No migration background,male,CDU/CSU,0.17255,1676,7868,0.16420,0.18090
2008,No migration background,male,FDP,0.02387,260,7868,0.02050,0.02724
2008,No migration background,male,Bündnis90/Grüne,0.03497,297,7868,0.03091,0.03903
2008,No migration background,male,PDS/Linke,0.03223,317,7868,0.02833,0.03614
2008,No migration background,male,Far right parties,0.00879,76,7868,0.00672,0.01085
2008,No migration background,male,Party combinations,0.00464,32,7868,0.00314,0.00614
2008,No migration background,female,Not leaning towards specific party,0.49521,5006,8591,0.48464,0.50578
2008,No migration background,female,SPD,0.12760,1230,8591,0.12054,0.13466
2008,No migration background,female,CDU/CSU,0.14758,1475,8591,0.14008,0.15508
2008,No migration background,female,FDP,0.01137,148,8591,0.00913,0.01361
2008,No migration background,female,Bündnis90/Grüne,0.04142,433,8591,0.03720,0.04563
2008,No migration background,female,PDS/Linke,0.02118,246,8591,0.01814,0.02423
2008,No migration background,female,Party combinations,0.00525,53,8591,0.00372,0.00677
2008,Direct migration background,male,Not leaning towards specific party,0.66018,576,835,0.62804,0.69233
2008,Direct migration background,male,SPD,0.13283,124,835,0.10980,0.15587
2008,Direct migration background,male,CDU/CSU,0.12024,135,835,0.09817,0.14232
2008,Direct migration background,female,Not leaning towards specific party,0.74949,765,984,0.72240,0.77658
2008,Direct migration background,female,SPD,0.08969,91,984,0.07183,0.10756
2008,Direct migration background,female,CDU/CSU,0.10117,128,984,0.08232,0.12002
2008,Indirect migration background,male,Not leaning towards specific party,0.34368,253,335,0.29275,0.39462
2008,Indirect migration background,male,SPD,0.06241,48,335,0.03647,0.08835
2008,Indirect migration background,male,CDU/CSU,0.03830,34,335,0.01771,0.05888
2008,Indirect migration background,female,Not leaning towards specific party,0.36978,291,375,0.32086,0.41871
2008,Indirect migration background,female,SPD,0.05882,49,375,0.03498,0.08267
2008,Indirect migration background,female,CDU/CSU,0.04255,35,375,0.02210,0.06301
2009,No migration background,male,Not leaning towards specific party,0.44169,3811,7436,0.43040,0.45298
2009,No migration background,male,SPD,0.12193,1088,7436,0.11449,0.12937
2009,No migration background,male,CDU/CSU,0.15770,1474,7436,0.14942,0.16599
2009,No migration background,male,FDP,0.03554,352,7436,0.03133,0.03975
2009,No migration background,male,Bündnis90/Grüne,0.03741,305,7436,0.03310,0.04172
2009,No migration background,male,PDS/Linke,0.02998,287,7436,0.02610,0.03385
2009,No migration background,male,Far right parties,0.01154,75,7436,0.00911,0.01396
2009,No migration background,male,Others,0.00461,44,7436,0.00307,0.00615
2009,No migration background,female,Not leaning towards specific party,0.51651,4791,8060,0.50560,0.52742
2009,No migration background,female,SPD,0.10945,1036,8060,0.10263,0.11627
2009,No migration background,female,CDU/CSU,0.13716,1303,8060,0.12965,0.14468
2009,No migration background,female,FDP,0.01985,214,8060,0.01681,0.02290
2009,No migration background,female,Bündnis90/Grüne,0.04130,451,8060,0.03696,0.04565
2009,No migration background,female,PDS/Linke,0.02196,227,8060,0.01876,0.02516
2009,No migration background,female,Party combinations,0.00541,38,8060,0.00381,0.00701
2009,Direct migration background,male,Not leaning towards specific party,0.68624,515,710,0.65209,0.72040
2009,Direct migration background,male,SPD,0.10993,90,710,0.08691,0.13296
2009,Direct migration background,male,CDU/CSU,0.09468,105,710,0.07313,0.11623
2009,Direct migration background,female,Not leaning towards specific party,0.74731,653,873,0.71847,0.77615
2009,Direct migration background,female,SPD,0.07333,73,873,0.05603,0.09063
2009,Direct migration background,female,CDU/CSU,0.09186,116,873,0.07269,0.11103
2009,Direct migration background,female,Bündnis90/Grüne,0.03071,31,873,0.01926,0.04216
2009,Indirect migration background,male,Not leaning towards specific party,0.37782,248,293,0.32220,0.43343
2009,Indirect migration background,male,SPD,0.07244,45,293,0.04271,0.10217
2009,Indirect migration background,female,Not leaning towards specific party,0.43027,286,317,0.37568,0.48486
2009,Indirect migration background,female,SPD,0.03599,31,317,0.01545,0.05652
2010,No migration background,male,Not leaning towards specific party,0.39075,4212,8971,0.38065,0.40084
2010,No migration background,male,SPD,0.14015,1347,8971,0.13297,0.14734
2010,No migration background,male,CDU/CSU,0.17385,1860,8971,0.16601,0.18170
2010,No migration background,male,FDP,0.02943,361,8971,0.02593,0.03293
2010,No migration background,male,Bündnis90/Grüne,0.04819,566,8971,0.04376,0.05262
2010,No migration background,male,PDS/Linke,0.03995,399,8971,0.03590,0.04401
2010,No migration background,male,Far right parties,0.01148,109,8971,0.00927,0.01368
2010,No migration background,male,Others,0.00672,64,8971,0.00503,0.00841
2010,No migration background,male,Party combinations,0.00896,53,8971,0.00701,0.01091
2010,No migration background,female,Not leaning towards specific party,0.45440,5748,10664,0.44495,0.46385
2010,No migration background,female,SPD,0.12508,1402,10664,0.11880,0.13136
2010,No migration background,female,CDU/CSU,0.15457,1806,10664,0.14771,0.16144
2010,No migration background,female,FDP,0.02001,278,10664,0.01735,0.02266
2010,No migration background,female,Bündnis90/Grüne,0.05927,875,10664,0.05479,0.06375
2010,No migration background,female,PDS/Linke,0.03256,407,10664,0.02919,0.03593
2010,No migration background,female,Far right parties,0.00334,48,10664,0.00224,0.00443
2010,No migration background,female,Others,0.00263,40,10664,0.00166,0.00360
2010,No migration background,female,Party combinations,0.00674,60,10664,0.00519,0.00829
2010,Direct migration background,male,Not leaning towards specific party,0.60466,830,1286,0.57793,0.63139
2010,Direct migration background,male,SPD,0.15376,186,1286,0.13403,0.17348
2010,Direct migration background,male,CDU/CSU,0.14002,202,1286,0.12105,0.15900
2010,Direct migration background,male,Bündnis90/Grüne,0.02551,37,1286,0.01689,0.03413
2010,Direct migration background,male,PDS/Linke,0.02213,31,1286,0.01409,0.03018
2010,Direct migration background,female,Not leaning towards specific party,0.69360,1172,1589,0.67093,0.71627
2010,Direct migration background,female,SPD,0.09768,152,1589,0.08308,0.11228
2010,Direct migration background,female,CDU/CSU,0.11056,202,1589,0.09514,0.12599
2010,Direct migration background,female,Bündnis90/Grüne,0.03143,63,1589,0.02285,0.04001
2010,Indirect migration background,male,Not leaning towards specific party,0.31398,330,463,0.27165,0.35630
2010,Indirect migration background,male,SPD,0.05968,65,463,0.03808,0.08128
2010,Indirect migration background,male,CDU/CSU,0.03407,37,463,0.01753,0.05062
2010,Indirect migration background,male,Bündnis90/Grüne,0.01756,31,463,0.00559,0.02954
2010,Indirect migration background,female,Not leaning towards specific party,0.31454,392,555,0.27588,0.35321
2010,Indirect migration background,female,SPD,0.05931,68,555,0.03964,0.07898
2010,Indirect migration background,female,CDU/CSU,0.03706,55,555,0.02133,0.05279
2010,Indirect migration background,female,Bündnis90/Grüne,0.02885,40,555,0.01491,0.04278
2011,No migration background,male,Not leaning towards specific party,0.38641,4187,8434,0.37601,0.39680
2011,No migration background,male,SPD,0.12583,1289,8434,0.11875,0.13291
2011,No migration background,male,CDU/CSU,0.15708,1727,8434,0.14931,0.16484
2011,No migration background,male,FDP,0.01264,175,8434,0.01026,0.01503
2011,No migration background,male,Bündnis90/Grüne,0.05617,576,8434,0.05125,0.06108
2011,No migration background,male,PDS/Linke,0.02538,295,8434,0.02203,0.02874
2011,No migration background,male,Far right parties,0.00919,80,8434,0.00716,0.01123
2011,No migration background,male,Others,0.00699,60,8434,0.00521,0.00877
2011,No migration background,male,Party combinations,0.00674,45,8434,0.00500,0.00849
2011,No migration background,female,Not leaning towards specific party,0.44507,5333,9280,0.43496,0.45518
2011,No migration background,female,SPD,0.10992,1217,9280,0.10355,0.11628
2011,No migration background,female,CDU/CSU,0.12877,1488,9280,0.12195,0.13558
2011,No migration background,female,FDP,0.00687,102,9280,0.00519,0.00855
2011,No migration background,female,Bündnis90/Grüne,0.06152,804,9280,0.05663,0.06641
2011,No migration background,female,PDS/Linke,0.01993,247,9280,0.01709,0.02277
2011,No migration background,female,Others,0.00347,37,9280,0.00228,0.00467
2011,No migration background,female,Party combinations,0.00432,52,9280,0.00299,0.00566
2011,Direct migration background,male,Not leaning towards specific party,0.52700,561,849,0.49339,0.56060
2011,Direct migration background,male,SPD,0.12189,124,849,0.09987,0.14391
2011,Direct migration background,male,CDU/CSU,0.10219,132,849,0.08180,0.12258
2011,Direct migration background,male,Bündnis90/Grüne,0.03922,32,849,0.02615,0.05228
2011,Direct migration background,female,Not leaning towards specific party,0.61867,818,1096,0.58991,0.64744
2011,Direct migration background,female,SPD,0.07531,93,1096,0.05968,0.09094
2011,Direct migration background,female,CDU/CSU,0.08071,132,1096,0.06458,0.09685
2011,Direct migration background,female,Bündnis90/Grüne,0.03695,53,1096,0.02578,0.04813
2011,Indirect migration background,male,Not leaning towards specific party,0.27647,266,310,0.22660,0.32634
2011,Indirect migration background,male,SPD,0.05242,44,310,0.02757,0.07728
2011,Indirect migration background,female,Not leaning towards specific party,0.27350,298,403,0.22992,0.31707
2011,Indirect migration background,female,SPD,0.03961,41,403,0.02054,0.05868
2011,Indirect migration background,female,CDU/CSU,0.02803,31,403,0.01189,0.04417
2011,Indirect migration background,female,Bündnis90/Grüne,0.03968,33,403,0.02060,0.05876
2012,No migration background,male,Not leaning towards specific party,0.39570,4162,8318,0.38519,0.40621
2012,No migration background,male,SPD,0.12697,1322,8318,0.11981,0.13412
2012,No migration background,male,CDU/CSU,0.15364,1682,8318,0.14589,0.16139
2012,No migration background,male,FDP,0.01082,135,8318,0.00860,0.01304
2012,No migration background,male,Bündnis90/Grüne,0.05125,494,8318,0.04651,0.05599
2012,No migration background,male,PDS/Linke,0.02473,279,8318,0.02139,0.02807
2012,No migration background,male,Far right parties,0.00785,61,8318,0.00595,0.00975
2012,No migration background,male,Others,0.01420,150,8318,0.01165,0.01674
2012,No migration background,male,Party combinations,0.00431,33,8318,0.00290,0.00571
2012,No migration background,female,Not leaning towards specific party,0.45320,5343,9182,0.44302,0.46339
2012,No migration background,female,SPD,0.10771,1227,9182,0.10137,0.11405
2012,No migration background,female,CDU/CSU,0.12880,1476,9182,0.12195,0.13565
2012,No migration background,female,FDP,0.00526,70,9182,0.00378,0.00674
2012,No migration background,female,Bündnis90/Grüne,0.05709,733,9182,0.05235,0.06184
2012,No migration background,female,PDS/Linke,0.01713,213,9182,0.01448,0.01979
2012,No migration background,female,Others,0.00804,82,9182,0.00621,0.00986
2012,No migration background,female,Party combinations,0.00456,38,9182,0.00318,0.00594
2012,Direct migration background,male,Not leaning towards specific party,0.54560,559,799,0.51106,0.58015
2012,Direct migration background,male,SPD,0.11153,112,799,0.08969,0.13337
2012,Direct migration background,male,CDU/CSU,0.10267,128,799,0.08161,0.12373
2012,Direct migration background,female,Not leaning towards specific party,0.63092,813,1094,0.60231,0.65953
2012,Direct migration background,female,SPD,0.07152,94,1094,0.05624,0.08679
2012,Direct migration background,female,CDU/CSU,0.09191,144,1094,0.07478,0.10903
2012,Direct migration background,female,Bündnis90/Grüne,0.02504,43,1094,0.01578,0.03430
2012,Indirect migration background,male,Not leaning towards specific party,0.26559,253,330,0.21786,0.31331
2012,Indirect migration background,male,SPD,0.04964,46,330,0.02617,0.07311
2012,Indirect migration background,male,CDU/CSU,0.03572,31,330,0.01567,0.05577
2012,Indirect migration background,female,Not leaning towards specific party,0.29049,295,339,0.24209,0.33889
2012,Indirect migration background,female,SPD,0.04679,44,339,0.02427,0.06930
2013,No migration background,male,Not leaning towards specific party,0.39180,3846,7846,0.38100,0.40260
2013,No migration background,male,SPD,0.12412,1246,7846,0.11682,0.13141
