year,pgisced97,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Lower Secondary Level,Urban regions,CDU/CSU,0.14621,190,1819,0.12997,0.16246
1993,Lower Secondary Level,Urban regions,Bündnis90/Grüne,0.01348,35,1819,0.00818,0.01878
1993,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.66810,583,786,0.63515,0.70104
1993,Lower Secondary Level,Rural regions,SPD,0.13140,88,786,0.10777,0.15504
1993,Lower Secondary Level,Rural regions,CDU/CSU,0.16202,115,786,0.13625,0.18780
1993,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.53962,2445,4143,0.52444,0.55480
1993,Upper Secondary Level,Urban regions,SPD,0.22143,868,4143,0.20879,0.23408
1993,Upper Secondary Level,Urban regions,CDU/CSU,0.16583,597,4143,0.15450,0.17716
1993,Upper Secondary Level,Urban regions,FDP,0.01653,54,4143,0.01264,0.02041
1993,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.02860,122,4143,0.02352,0.03367
1993,Upper Secondary Level,Urban regions,Far right parties,0.01453,57,4143,0.01089,0.01818
1993,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.61087,1667,2399,0.59136,0.63039
1993,Upper Secondary Level,Rural regions,SPD,0.14351,315,2399,0.12948,0.15755
1993,Upper Secondary Level,Rural regions,CDU/CSU,0.17757,344,2399,0.16227,0.19286
1993,Upper Secondary Level,Rural regions,FDP,0.02239,38,2399,0.01647,0.02831
1993,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01321,35,2399,0.00864,0.01778
1993,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.45968,151,242,0.39676,0.52260
1993,Post-secondary Non-tertiary Level,Urban regions,SPD,0.18315,53,242,0.13432,0.23198
1993,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.15114,38,242,0.10592,0.19636
1993,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.53247,52,52,0.39553,0.66940
1993,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.47348,232,418,0.42556,0.52140
1993,First Stage of Tertiary Education,Urban regions,SPD,0.16102,78,418,0.12574,0.19630
1993,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.26385,108,418,0.22155,0.30615
1993,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.47560,144,252,0.41382,0.53738
1993,First Stage of Tertiary Education,Rural regions,SPD,0.18727,49,252,0.13901,0.23554
1993,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.22727,59,252,0.17543,0.27912
1993,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.43573,487,968,0.40448,0.46699
1993,Second Stage of Tertiary Education,Urban regions,SPD,0.17436,182,968,0.15045,0.19828
1993,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.17131,139,968,0.14757,0.19506
1993,Second Stage of Tertiary Education,Urban regions,FDP,0.05586,45,968,0.04138,0.07033
1993,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.12266,115,968,0.10198,0.14333
1993,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.51325,356,563,0.47193,0.55457
1993,Second Stage of Tertiary Education,Rural regions,SPD,0.14831,88,563,0.11893,0.17770
1993,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.15680,73,563,0.12674,0.18687
1993,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.07779,46,563,0.05564,0.09993
1994,Pre-primary Level,Urban regions,Not leaning towards specific party,0.74349,132,132,0.66871,0.81828
1994,Pre-primary Level,Rural regions,Not leaning towards specific party,0.83968,60,60,0.74606,0.93330
1994,Primary Level,Urban regions,Not leaning towards specific party,0.82440,377,448,0.78913,0.85967
1994,Primary Level,Urban regions,SPD,0.13972,71,448,0.10758,0.17186
1994,Primary Level,Rural regions,Not leaning towards specific party,0.78238,76,76,0.68900,0.87577
1994,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.56307,1096,1694,0.53945,0.58670
1994,Lower Secondary Level,Urban regions,SPD,0.24385,380,1694,0.22340,0.26431
1994,Lower Secondary Level,Urban regions,CDU/CSU,0.15311,185,1694,0.13595,0.17026
1994,Lower Secondary Level,Urban regions,Bündnis90/Grüne,0.01454,33,1694,0.00884,0.02025
1994,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.62525,516,724,0.58997,0.66054
1994,Lower Secondary Level,Rural regions,SPD,0.18134,109,724,0.15326,0.20943
1994,Lower Secondary Level,Rural regions,CDU/CSU,0.15593,99,724,0.12948,0.18237
1994,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.50547,2308,4105,0.49017,0.52077
1994,Upper Secondary Level,Urban regions,SPD,0.24937,963,4105,0.23613,0.26260
1994,Upper Secondary Level,Urban regions,CDU/CSU,0.17798,608,4105,0.16628,0.18969
1994,Upper Secondary Level,Urban regions,FDP,0.01258,41,4105,0.00917,0.01598
1994,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.02607,111,4105,0.02120,0.03095
1994,Upper Secondary Level,Urban regions,PDS/Linke,0.00650,32,4105,0.00404,0.00896
1994,Upper Secondary Level,Urban regions,Far right parties,0.01022,42,4105,0.00714,0.01330
1994,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.60465,1590,2373,0.58498,0.62433
1994,Upper Secondary Level,Rural regions,SPD,0.16471,340,2373,0.14978,0.17963
1994,Upper Secondary Level,Rural regions,CDU/CSU,0.17864,360,2373,0.16322,0.19405
1994,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01700,43,2373,0.01180,0.02220
1994,Upper Secondary Level,Rural regions,PDS/Linke,0.01134,40,2373,0.00708,0.01560
1994,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.45540,151,272,0.39611,0.51470
1994,Post-secondary Non-tertiary Level,Urban regions,SPD,0.20161,57,272,0.15384,0.24937
1994,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.12874,32,272,0.08887,0.16862
1994,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.14173,32,272,0.10021,0.18326
1994,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.49895,58,58,0.36915,0.62875
1994,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.45278,224,421,0.40518,0.50039
1994,First Stage of Tertiary Education,Urban regions,SPD,0.18019,82,421,0.14343,0.21695
1994,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.28756,115,421,0.24427,0.33085
1994,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.50623,163,264,0.44580,0.56665
1994,First Stage of Tertiary Education,Rural regions,SPD,0.17084,45,264,0.12535,0.21632
1994,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.24197,56,264,0.19021,0.29373
1994,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.38865,464,1021,0.35873,0.41856
1994,Second Stage of Tertiary Education,Urban regions,SPD,0.20462,208,1021,0.17986,0.22937
1994,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.19157,164,1021,0.16742,0.21572
1994,Second Stage of Tertiary Education,Urban regions,FDP,0.04661,37,1021,0.03367,0.05955
1994,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.11999,105,1021,0.10005,0.13994
1994,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.02453,43,1021,0.01503,0.03402
1994,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.50845,348,563,0.46711,0.54978
1994,Second Stage of Tertiary Education,Rural regions,SPD,0.14683,80,563,0.11756,0.17609
1994,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.16321,75,563,0.13265,0.19376
1994,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.09037,60,563,0.06667,0.11408
1995,Pre-primary Level,Urban regions,Not leaning towards specific party,0.63004,134,134,0.54799,0.71210
1995,Pre-primary Level,Rural regions,Not leaning towards specific party,0.64654,64,64,0.52849,0.76458
1995,Primary Level,Urban regions,Not leaning towards specific party,0.83673,366,427,0.80163,0.87183
1995,Primary Level,Urban regions,SPD,0.10215,61,427,0.07339,0.13091
1995,Primary Level,Rural regions,Not leaning towards specific party,0.69227,66,66,0.58006,0.80448
1995,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.54301,1069,1690,0.51925,0.56677
1995,Lower Secondary Level,Urban regions,SPD,0.24043,354,1690,0.22005,0.26081
1995,Lower Secondary Level,Urban regions,CDU/CSU,0.17779,229,1690,0.15955,0.19602
1995,Lower Secondary Level,Urban regions,Bündnis90/Grüne,0.01832,38,1690,0.01193,0.02472
1995,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.60995,512,735,0.57467,0.64524
1995,Lower Secondary Level,Rural regions,SPD,0.16685,93,735,0.13988,0.19383
1995,Lower Secondary Level,Rural regions,CDU/CSU,0.19121,130,735,0.16276,0.21966
1995,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.45900,2181,4175,0.44388,0.47412
1995,Upper Secondary Level,Urban regions,SPD,0.25247,986,4175,0.23929,0.26565
1995,Upper Secondary Level,Urban regions,CDU/CSU,0.21302,770,4175,0.20060,0.22544
1995,Upper Secondary Level,Urban regions,FDP,0.01316,38,4175,0.00970,0.01662
1995,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.03757,156,4175,0.03180,0.04333
1995,Upper Secondary Level,Urban regions,PDS/Linke,0.00714,44,4175,0.00458,0.00969
1995,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.52970,1484,2438,0.50988,0.54952
1995,Upper Secondary Level,Rural regions,SPD,0.18520,385,2438,0.16977,0.20062
1995,Upper Secondary Level,Rural regions,CDU/CSU,0.21890,466,2438,0.20248,0.23532
1995,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.02085,46,2438,0.01517,0.02652
1995,Upper Secondary Level,Rural regions,PDS/Linke,0.01785,57,2438,0.01259,0.02310
1995,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.43104,177,344,0.37864,0.48345
1995,Post-secondary Non-tertiary Level,Urban regions,SPD,0.21372,68,344,0.17033,0.25710
1995,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.18159,58,344,0.14080,0.22239
1995,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.13743,41,344,0.10099,0.17386
1995,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.43856,52,52,0.30237,0.57475
1995,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.43727,206,416,0.38954,0.48499
1995,First Stage of Tertiary Education,Urban regions,SPD,0.20177,97,416,0.16316,0.24039
1995,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.27387,113,416,0.23097,0.31678
1995,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.42290,144,270,0.36386,0.48193
1995,First Stage of Tertiary Education,Rural regions,SPD,0.24023,60,270,0.18918,0.29129
1995,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.23670,66,270,0.18590,0.28750
1995,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.37913,450,1100,0.35044,0.40781
1995,Second Stage of Tertiary Education,Urban regions,SPD,0.19313,216,1100,0.16979,0.21647
1995,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.20894,204,1100,0.18490,0.23297
1995,Second Stage of Tertiary Education,Urban regions,FDP,0.03977,33,1100,0.02822,0.05133
1995,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.14848,151,1100,0.12746,0.16950
1995,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.02627,46,1100,0.01681,0.03572
1995,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.44864,322,604,0.40895,0.48834
1995,Second Stage of Tertiary Education,Rural regions,SPD,0.16123,93,604,0.13188,0.19058
1995,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.20951,117,604,0.17703,0.24199
1995,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.11732,72,604,0.09164,0.14301
1996,Pre-primary Level,Urban regions,Not leaning towards specific party,0.66406,141,141,0.58582,0.74230
1996,Pre-primary Level,Rural regions,Not leaning towards specific party,0.78630,76,76,0.69352,0.87907
1996,Primary Level,Urban regions,Not leaning towards specific party,0.83416,333,387,0.79705,0.87126
1996,Primary Level,Urban regions,SPD,0.10524,54,387,0.07463,0.13586
1996,Primary Level,Rural regions,Not leaning towards specific party,0.76720,69,69,0.66675,0.86765
1996,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.57283,1070,1613,0.54869,0.59698
1996,Lower Secondary Level,Urban regions,SPD,0.21435,291,1613,0.19432,0.23438
1996,Lower Secondary Level,Urban regions,CDU/CSU,0.16450,209,1613,0.14640,0.18259
1996,Lower Secondary Level,Urban regions,Bündnis90/Grüne,0.02404,43,1613,0.01656,0.03152
1996,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.64025,503,710,0.60493,0.67558
1996,Lower Secondary Level,Rural regions,SPD,0.13534,83,710,0.11016,0.16052
1996,Lower Secondary Level,Rural regions,CDU/CSU,0.19069,124,710,0.16177,0.21960
1996,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.49665,2283,4119,0.48138,0.51192
1996,Upper Secondary Level,Urban regions,SPD,0.21310,827,4119,0.20060,0.22561
1996,Upper Secondary Level,Urban regions,CDU/CSU,0.21663,751,4119,0.20405,0.22922
1996,Upper Secondary Level,Urban regions,FDP,0.01339,34,4119,0.00988,0.01690
1996,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.03457,147,4119,0.02899,0.04015
1996,Upper Secondary Level,Urban regions,PDS/Linke,0.00755,44,4119,0.00491,0.01019
1996,Upper Secondary Level,Urban regions,Far right parties,0.00953,33,4119,0.00656,0.01250
1996,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.55747,1523,2427,0.53770,0.57723
1996,Upper Secondary Level,Rural regions,SPD,0.15013,320,2427,0.13591,0.16434
1996,Upper Secondary Level,Rural regions,CDU/CSU,0.22601,469,2427,0.20937,0.24265
1996,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.02046,54,2427,0.01483,0.02609
1996,Upper Secondary Level,Rural regions,PDS/Linke,0.02023,61,2427,0.01463,0.02583
1996,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.50183,192,343,0.44884,0.55483
1996,Post-secondary Non-tertiary Level,Urban regions,SPD,0.15778,61,343,0.11914,0.19641
1996,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.14809,46,343,0.11045,0.18574
1996,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.15015,44,343,0.11229,0.18801
1996,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.54022,68,68,0.42088,0.65956
1996,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.44161,230,432,0.39473,0.48850
1996,First Stage of Tertiary Education,Urban regions,SPD,0.20379,91,432,0.16576,0.24182
1996,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.26577,111,432,0.22406,0.30747
1996,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.39497,132,255,0.33485,0.45509
1996,First Stage of Tertiary Education,Rural regions,SPD,0.20871,53,255,0.15874,0.25869
1996,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.26128,70,255,0.20725,0.31531
1996,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.36558,455,1082,0.33687,0.39428
1996,Second Stage of Tertiary Education,Urban regions,SPD,0.18952,203,1082,0.16616,0.21289
1996,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.22821,218,1082,0.20319,0.25323
1996,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.15184,158,1082,0.13044,0.17323
1996,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.02580,48,1082,0.01635,0.03525
1996,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.45235,328,599,0.41246,0.49224
1996,Second Stage of Tertiary Education,Rural regions,SPD,0.14185,83,599,0.11389,0.16982
1996,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.21131,110,599,0.17859,0.24403
1996,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.11135,78,599,0.08613,0.13656
1997,Pre-primary Level,Urban regions,Not leaning towards specific party,0.72606,156,156,0.65585,0.79627
1997,Pre-primary Level,Rural regions,Not leaning towards specific party,0.85913,91,91,0.78725,0.93100
1997,Primary Level,Urban regions,Not leaning towards specific party,0.85553,322,371,0.81970,0.89135
1997,Primary Level,Urban regions,SPD,0.09497,49,371,0.06510,0.12484
1997,Primary Level,Rural regions,Not leaning towards specific party,0.72493,59,59,0.61001,0.83985
1997,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.58005,1054,1586,0.55575,0.60435
1997,Lower Secondary Level,Urban regions,SPD,0.22456,299,1586,0.20401,0.24510
1997,Lower Secondary Level,Urban regions,CDU/CSU,0.16275,199,1586,0.14458,0.18093
1997,Lower Secondary Level,Urban regions,Bündnis90/Grüne,0.01548,34,1586,0.00940,0.02155
1997,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.62748,496,686,0.59128,0.66369
1997,Lower Secondary Level,Rural regions,SPD,0.15483,82,686,0.12774,0.18192
1997,Lower Secondary Level,Rural regions,CDU/CSU,0.18032,108,686,0.15153,0.20911
1997,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.50743,2296,4039,0.49201,0.52285
1997,Upper Secondary Level,Urban regions,SPD,0.23231,855,4039,0.21928,0.24533
1997,Upper Secondary Level,Urban regions,CDU/CSU,0.18865,652,4039,0.17659,0.20072
1997,Upper Secondary Level,Urban regions,FDP,0.01103,31,4039,0.00781,0.01425
1997,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.03329,128,4039,0.02776,0.03882
1997,Upper Secondary Level,Urban regions,PDS/Linke,0.00696,38,4039,0.00440,0.00952
1997,Upper Secondary Level,Urban regions,Far right parties,0.01068,39,4039,0.00751,0.01385
1997,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.55938,1552,2358,0.53933,0.57942
1997,Upper Secondary Level,Rural regions,SPD,0.16373,325,2358,0.14880,0.17867
1997,Upper Secondary Level,Rural regions,CDU/CSU,0.20932,388,2358,0.19290,0.22575
1997,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.02062,40,2358,0.01489,0.02636
1997,Upper Secondary Level,Rural regions,PDS/Linke,0.01701,53,2358,0.01179,0.02223
1997,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.55520,193,325,0.50109,0.60931
1997,Post-secondary Non-tertiary Level,Urban regions,SPD,0.14463,47,325,0.10633,0.18293
1997,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.15176,50,325,0.11269,0.19082
1997,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.11643,35,325,0.08150,0.15135
1997,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.47822,67,67,0.35771,0.59874
1997,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.43910,232,430,0.39214,0.48607
1997,First Stage of Tertiary Education,Urban regions,SPD,0.20410,87,430,0.16596,0.24224
1997,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.27401,111,430,0.23180,0.31622
1997,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.48656,154,260,0.42569,0.54743
1997,First Stage of Tertiary Education,Rural regions,SPD,0.23382,53,260,0.18227,0.28536
1997,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.18642,53,260,0.13899,0.23385
1997,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.39125,497,1073,0.36204,0.42047
1997,Second Stage of Tertiary Education,Urban regions,SPD,0.18621,191,1073,0.16291,0.20951
1997,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.21341,197,1073,0.18888,0.23793
1997,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.14919,144,1073,0.12786,0.17051
1997,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.02482,44,1073,0.01550,0.03413
1997,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.51537,374,621,0.47603,0.55471
1997,Second Stage of Tertiary Education,Rural regions,SPD,0.14487,87,621,0.11716,0.17258
1997,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.17181,93,621,0.14211,0.20150
1997,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.09396,67,621,0.07099,0.11692
1998,Pre-primary Level,Urban regions,Not leaning towards specific party,0.72840,166,166,0.66053,0.79626
1998,Pre-primary Level,Rural regions,Not leaning towards specific party,0.85621,94,94,0.78490,0.92753
1998,Primary Level,Urban regions,Not leaning towards specific party,0.79910,301,352,0.75718,0.84102
1998,Primary Level,Urban regions,SPD,0.13331,51,352,0.09775,0.16887
1998,Primary Level,Rural regions,Not leaning towards specific party,0.72747,61,61,0.61480,0.84014
1998,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.56497,1121,1687,0.54130,0.58863
1998,Lower Secondary Level,Urban regions,SPD,0.23225,360,1687,0.21209,0.25240
1998,Lower Secondary Level,Urban regions,CDU/CSU,0.15915,206,1687,0.14169,0.17661
1998,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.64782,549,744,0.61347,0.68216
1998,Lower Secondary Level,Rural regions,SPD,0.16002,92,744,0.13366,0.18638
1998,Lower Secondary Level,Rural regions,CDU/CSU,0.15214,103,744,0.12631,0.17796
1998,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.49644,2400,4331,0.48154,0.51133
1998,Upper Secondary Level,Urban regions,SPD,0.24735,1010,4331,0.23450,0.26021
1998,Upper Secondary Level,Urban regions,CDU/CSU,0.17980,675,4331,0.16837,0.19124
1998,Upper Secondary Level,Urban regions,FDP,0.01171,35,4331,0.00850,0.01491
1998,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.03533,138,4331,0.02983,0.04083
1998,Upper Secondary Level,Urban regions,PDS/Linke,0.00736,41,4331,0.00482,0.00991
1998,Upper Secondary Level,Urban regions,Far right parties,0.00904,32,4331,0.00622,0.01185
1998,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.57222,1688,2570,0.55309,0.59136
1998,Upper Secondary Level,Rural regions,SPD,0.17612,388,2570,0.16139,0.19085
1998,Upper Secondary Level,Rural regions,CDU/CSU,0.18447,390,2570,0.16947,0.19947
1998,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01637,44,2570,0.01146,0.02128
1998,Upper Secondary Level,Rural regions,PDS/Linke,0.01664,60,2570,0.01169,0.02158
1998,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.50249,209,362,0.45091,0.55407
1998,Post-secondary Non-tertiary Level,Urban regions,SPD,0.19173,70,362,0.15112,0.23234
1998,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.12721,48,362,0.09284,0.16158
1998,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.10254,35,362,0.07125,0.13383
1998,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.38574,62,62,0.26359,0.50790
1998,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.42438,251,470,0.37965,0.46911
1998,First Stage of Tertiary Education,Urban regions,SPD,0.22924,113,470,0.19119,0.26728
1998,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.23817,106,470,0.19961,0.27672
1998,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.42401,149,266,0.36451,0.48351
1998,First Stage of Tertiary Education,Rural regions,SPD,0.23296,61,266,0.18206,0.28385
1998,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.18199,56,266,0.13553,0.22844
1998,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.39167,512,1221,0.36428,0.41906
1998,Second Stage of Tertiary Education,Urban regions,SPD,0.21351,263,1221,0.19052,0.23651
1998,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.18234,203,1221,0.16067,0.20400
1998,Second Stage of Tertiary Education,Urban regions,FDP,0.03211,33,1221,0.02222,0.04200
1998,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.13807,169,1221,0.11872,0.15743
1998,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.02190,41,1221,0.01369,0.03011
1998,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.49269,390,696,0.45552,0.52986
1998,Second Stage of Tertiary Education,Rural regions,SPD,0.15391,104,696,0.12708,0.18074
1998,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.17460,102,696,0.14638,0.20283
1998,Second Stage of Tertiary Education,Rural regions,Bündnis90/Grüne,0.04844,35,696,0.03248,0.06440
1998,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.08818,65,696,0.06710,0.10926
1999,Pre-primary Level,Urban regions,Not leaning towards specific party,0.74770,157,157,0.67954,0.81585
1999,Pre-primary Level,Rural regions,Not leaning towards specific party,0.80191,89,89,0.71863,0.88518
1999,Primary Level,Urban regions,Not leaning towards specific party,0.79780,286,341,0.75511,0.84049
1999,Primary Level,Urban regions,SPD,0.15315,55,341,0.11487,0.19143
1999,Primary Level,Rural regions,Not leaning towards specific party,0.72233,53,53,0.60060,0.84405
1999,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.55261,1045,1613,0.52834,0.57689
1999,Lower Secondary Level,Urban regions,SPD,0.21730,329,1613,0.19716,0.23743
1999,Lower Secondary Level,Urban regions,CDU/CSU,0.18992,239,1613,0.17077,0.20907
1999,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.60043,495,715,0.56450,0.63636
1999,Lower Secondary Level,Rural regions,SPD,0.15679,93,715,0.13011,0.18346
1999,Lower Secondary Level,Rural regions,CDU/CSU,0.20208,127,715,0.17262,0.23153
1999,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.45835,2175,4207,0.44329,0.47341
1999,Upper Secondary Level,Urban regions,SPD,0.25306,1024,4207,0.23992,0.26620
1999,Upper Secondary Level,Urban regions,CDU/CSU,0.22134,816,4207,0.20879,0.23388
1999,Upper Secondary Level,Urban regions,FDP,0.01087,36,4207,0.00774,0.01400
1999,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.02449,108,4207,0.01982,0.02916
1999,Upper Secondary Level,Urban regions,PDS/Linke,0.00922,48,4207,0.00633,0.01211
1999,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.50878,1487,2561,0.48941,0.52814
1999,Upper Secondary Level,Rural regions,SPD,0.20636,487,2561,0.19069,0.22204
1999,Upper Secondary Level,Rural regions,CDU/CSU,0.21728,477,2561,0.20130,0.23325
1999,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01566,41,2561,0.01085,0.02047
1999,Upper Secondary Level,Rural regions,PDS/Linke,0.02234,69,2561,0.01662,0.02807
1999,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.45256,186,332,0.39894,0.50618
1999,Post-secondary Non-tertiary Level,Urban regions,SPD,0.20509,76,332,0.16160,0.24859
1999,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.18584,70,332,0.14393,0.22774
1999,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.44287,59,59,0.31504,0.57071
1999,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.40127,214,461,0.35648,0.44607
1999,First Stage of Tertiary Education,Urban regions,SPD,0.25147,124,461,0.21182,0.29112
1999,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.25607,123,461,0.21618,0.29596
1999,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.45303,147,273,0.39387,0.51218
1999,First Stage of Tertiary Education,Rural regions,SPD,0.22076,60,273,0.17147,0.27005
