,Unnamed: 0,year,hhtyp,regtyp,hlf0291,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
335,335,2007,Couple with children,Urban regions,Yes,0.02387,56,11298,0.01971,0.02868
336,336,2007,Couple with children,Urban regions,No,0.97613,2275,11298,0.94072,1.01229
337,337,2007,Couple with children,Rural regions,Yes,0.03483,40,11298,0.02851,0.04152
338,338,2007,Couple with children,Rural regions,No,0.96517,1205,11298,0.91679,1.01697
339,339,2007,Multi-generational household,Urban regions,No,1.0,38,11298,0.7158,1.28409
340,340,2007,Other Combinations,Urban regions,No,1.0,37,11298,0.72117,1.33627
341,341,2008,Single-person household,Urban regions,Yes,0.03493,56,10687,0.03095,0.03823
342,342,2008,Single-person household,Urban regions,No,0.96507,1994,10687,0.93827,0.98981
343,343,2008,Single-person household,Rural regions,No,1.0,908,10687,0.96155,1.03381
344,344,2008,Couple without children,Urban regions,Yes,0.05799,116,10687,0.05135,0.06555
345,345,2008,Couple without children,Urban regions,No,0.94201,2349,10687,0.90795,0.97399
346,346,2008,Couple without children,Rural regions,Yes,0.0486,59,10687,0.0419,0.05549
347,347,2008,Couple without children,Rural regions,No,0.9514,1209,10687,0.9099,0.99041
348,348,2008,Single parent,Urban regions,No,1.0,419,10687,0.93167,1.05741
349,349,2008,Single parent,Rural regions,No,1.0,247,10687,0.90731,1.10256
350,350,2008,Couple with children,Urban regions,Yes,0.02385,52,10687,0.01988,0.02879
351,351,2008,Couple with children,Urban regions,No,0.97615,2082,10687,0.94214,1.01654
352,352,2008,Couple with children,Rural regions,Yes,0.03833,36,10687,0.02792,0.04884
353,353,2008,Couple with children,Rural regions,No,0.96167,1096,10687,0.91144,1.00878
354,354,2008,Multi-generational household,Urban regions,No,1.0,31,10687,0.67888,1.28318
355,355,2008,Other Combinations,Urban regions,No,1.0,33,10687,0.74713,1.31376
356,356,2009,Single-person household,Urban regions,Yes,0.04081,69,10055,0.03641,0.04425
357,357,2009,Single-person household,Urban regions,No,0.95919,1893,10055,0.93211,0.98445
358,358,2009,Single-person household,Rural regions,Yes,0.03536,34,10055,0.02851,0.04189
359,359,2009,Single-person household,Rural regions,No,0.96464,851,10055,0.92221,1.01048
360,360,2009,Couple without children,Urban regions,Yes,0.05806,119,10055,0.05015,0.06625
361,361,2009,Couple without children,Urban regions,No,0.94194,2190,10055,0.90436,0.98279
362,362,2009,Couple without children,Rural regions,Yes,0.05087,60,10055,0.04175,0.06009
363,363,2009,Couple without children,Rural regions,No,0.94913,1181,10055,0.89846,1.00374
364,364,2009,Single parent,Urban regions,No,1.0,381,10055,0.91684,1.09345
365,365,2009,Single parent,Rural regions,No,1.0,236,10055,0.90215,1.11859
366,366,2009,Couple with children,Urban regions,Yes,0.02102,38,10055,0.01541,0.02565
367,367,2009,Couple with children,Urban regions,No,0.97898,1899,10055,0.93068,1.02246
368,368,2009,Couple with children,Rural regions,Yes,0.03329,34,10055,0.0257,0.04431
369,369,2009,Couple with children,Rural regions,No,0.96671,1038,10055,0.9109,1.02789
370,370,2009,Other Combinations,Urban regions,No,1.0,32,10055,0.67644,1.40022
371,371,2010,Single-person household,Urban regions,Yes,0.03134,49,13700,0.02763,0.03465
372,372,2010,Single-person household,Urban regions,No,0.96866,1805,13700,0.9428,0.99316
373,373,2010,Single-person household,Rural regions,Yes,0.03556,32,13700,0.02877,0.04248
374,374,2010,Single-person household,Rural regions,No,0.96444,812,13700,0.9182,1.00846
375,375,2010,Couple without children,Urban regions,Yes,0.05481,101,13700,0.04814,0.06178
376,376,2010,Couple without children,Urban regions,No,0.94519,2111,13700,0.91081,0.98398
377,377,2010,Couple without children,Rural regions,Yes,0.04579,56,13700,0.03976,0.05128
378,378,2010,Couple without children,Rural regions,No,0.95421,1104,13700,0.89548,1.01236
379,379,2010,Single parent,Urban regions,Yes,0.0524,34,13700,0.03346,0.07673
380,380,2010,Single parent,Urban regions,No,0.9476,1168,13700,0.88707,1.02465
381,381,2010,Single parent,Rural regions,No,1.0,636,13700,0.8987,1.10519
382,382,2010,Couple with children,Urban regions,Yes,0.02806,73,13700,0.01994,0.03659
383,383,2010,Couple with children,Urban regions,No,0.97194,3629,13700,0.92914,1.01658
384,384,2010,Couple with children,Rural regions,Yes,0.03922,68,13700,0.02615,0.0544
385,385,2010,Couple with children,Rural regions,No,0.96078,1943,13700,0.89149,1.01187
386,386,2010,Multi-generational household,Urban regions,No,1.0,45,13700,0.58886,1.57536
387,387,2010,Multi-generational household,Rural regions,No,1.0,34,13700,0.63754,1.47365
388,388,2011,Single-person household,Urban regions,Yes,0.02879,59,16506,0.02516,0.03216
389,389,2011,Single-person household,Urban regions,No,0.97121,2345,16506,0.95016,0.99735
390,390,2011,Single-person household,Rural regions,Yes,0.0353,39,16506,0.02806,0.04299
391,391,2011,Single-person household,Rural regions,No,0.9647,1092,16506,0.92955,1.0097
392,392,2011,Couple without children,Urban regions,Yes,0.04613,113,16506,0.04,0.0521
393,393,2011,Couple without children,Urban regions,No,0.95387,2654,16506,0.92217,0.98036
394,394,2011,Couple without children,Rural regions,Yes,0.04333,78,16506,0.03779,0.04943
395,395,2011,Couple without children,Rural regions,No,0.95667,1529,16506,0.91384,0.99989
396,396,2011,Single parent,Urban regions,Yes,0.03999,33,16506,0.02589,0.05715
397,397,2011,Single parent,Urban regions,No,0.96001,1466,16506,0.9174,1.00943
398,398,2011,Single parent,Rural regions,No,1.0,792,16506,0.93765,1.07697
399,399,2011,Couple with children,Urban regions,Yes,0.02583,92,16506,0.02004,0.03211
400,400,2011,Couple with children,Urban regions,No,0.97417,3844,16506,0.93447,1.0154
401,401,2011,Couple with children,Rural regions,Yes,0.03693,75,16506,0.02689,0.05181
402,402,2011,Couple with children,Rural regions,No,0.96307,2156,16506,0.90742,1.0198
403,403,2011,Multi-generational household,Urban regions,No,1.0,54,16506,0.67326,1.3684
404,404,2011,Multi-generational household,Rural regions,No,1.0,43,16506,0.7008,1.32333
405,405,2011,Other Combinations,Urban regions,No,1.0,42,16506,0.82478,1.23338
406,406,2012,Single-person household,Urban regions,Yes,0.03255,65,16198,0.02883,0.03648
407,407,2012,Single-person household,Urban regions,No,0.96745,2401,16198,0.94484,0.99377
408,408,2012,Single-person household,Rural regions,Yes,0.04518,55,16198,0.03951,0.05333
409,409,2012,Single-person household,Rural regions,No,0.95482,1162,16198,0.91398,0.99341
410,410,2012,Couple without children,Urban regions,Yes,0.04298,116,16198,0.03793,0.04753
411,411,2012,Couple without children,Urban regions,No,0.95702,2655,16198,0.92719,0.98942
412,412,2012,Couple without children,Rural regions,Yes,0.04467,79,16198,0.03878,0.0515
413,413,2012,Couple without children,Rural regions,No,0.95533,1600,16198,0.91133,1.0015
414,414,2012,Single parent,Urban regions,Yes,0.04213,31,16198,0.02932,0.05824
415,415,2012,Single parent,Urban regions,No,0.95787,1366,16198,0.91019,1.00218
416,416,2012,Single parent,Rural regions,No,1.0,767,16198,0.90381,1.0909
417,417,2012,Couple with children,Urban regions,Yes,0.02257,79,16198,0.01683,0.03063
418,418,2012,Couple with children,Urban regions,No,0.97743,3600,16198,0.94059,1.01874
419,419,2012,Couple with children,Rural regions,Yes,0.03695,63,16198,0.02597,0.04839
420,420,2012,Couple with children,Rural regions,No,0.96305,2032,16198,0.91047,1.00882
421,421,2012,Multi-generational household,Urban regions,No,1.0,47,16198,0.71129,1.36415
422,422,2012,Multi-generational household,Rural regions,No,1.0,49,16198,0.76967,1.3234
423,423,2012,Other Combinations,Urban regions,No,1.0,31,16198,0.75025,1.21305
424,424,2013,Single-person household,Urban regions,Yes,0.02016,48,17792,0.01725,0.02318
425,425,2013,Single-person household,Urban regions,No,0.97984,2578,17792,0.94797,1.00626
426,426,2013,Single-person household,Rural regions,Yes,0.04162,47,17792,0.03525,0.04797
427,427,2013,Single-person household,Rural regions,No,0.95838,1171,17792,0.90935,0.99731
428,428,2013,Couple without children,Urban regions,Yes,0.05028,133,17792,0.04318,0.05601
429,429,2013,Couple without children,Urban regions,No,0.94972,2832,17792,0.91832,0.9823
430,430,2013,Couple without children,Rural regions,Yes,0.05092,87,17792,0.04409,0.05824
431,431,2013,Couple without children,Rural regions,No,0.94908,1587,17792,0.90032,0.99606
432,432,2013,Single parent,Urban regions,Yes,0.03769,36,17792,0.02505,0.05312
433,433,2013,Single parent,Urban regions,No,0.96231,1442,17792,0.91541,1.01368
434,434,2013,Single parent,Rural regions,No,1.0,743,17792,0.91637,1.09147
435,435,2013,Couple with children,Urban regions,Yes,0.02564,110,17792,0.0206,0.03258
436,436,2013,Couple with children,Urban regions,No,0.97436,4314,17792,0.93438,1.00729
437,437,2013,Couple with children,Rural regions,Yes,0.03656,73,17792,0.02726,0.04828
438,438,2013,Couple with children,Rural regions,No,0.96344,2144,17792,0.91568,1.01368
439,439,2013,Multi-generational household,Urban regions,No,1.0,60,17792,0.70278,1.31929
440,440,2013,Multi-generational household,Rural regions,No,1.0,52,17792,0.7176,1.3423
441,441,2013,Other Combinations,Urban regions,Yes,0.27521,37,17792,0.18684,0.37954
442,442,2013,Other Combinations,Urban regions,No,0.72479,224,17792,0.6425,0.82537
443,443,2013,Other Combinations,Rural regions,No,1.0,74,17792,0.82004,1.18277
444,444,2014,Single-person household,Urban regions,Yes,0.02582,64,15733,0.0226,0.02901
445,445,2014,Single-person household,Urban regions,No,0.97418,2359,15733,0.94252,1.00152
446,446,2014,Single-person household,Rural regions,Yes,0.04178,48,15733,0.03267,0.05017
447,447,2014,Single-person household,Rural regions,No,0.95822,1094,15733,0.91736,0.99554
448,448,2014,Couple without children,Urban regions,Yes,0.0546,139,15733,0.0481,0.06184
449,449,2014,Couple without children,Urban regions,No,0.9454,2608,15733,0.90797,0.98122
450,450,2014,Couple without children,Rural regions,Yes,0.05565,86,15733,0.04778,0.06483
451,451,2014,Couple without children,Rural regions,No,0.94435,1529,15733,0.90566,0.99315
452,452,2014,Single parent,Urban regions,Yes,0.04264,37,15733,0.02838,0.0565
453,453,2014,Single parent,Urban regions,No,0.95736,1145,15733,0.89604,1.02539
454,454,2014,Single parent,Rural regions,No,1.0,610,15733,0.89826,1.09657
455,455,2014,Couple with children,Urban regions,Yes,0.026,94,15733,0.01944,0.03142
456,456,2014,Couple with children,Urban regions,No,0.974,3680,15733,0.93293,1.01258
457,457,2014,Couple with children,Rural regions,Yes,0.03738,71,15733,0.02627,0.05102
458,458,2014,Couple with children,Rural regions,No,0.96262,1855,15733,0.91219,1.02073
459,459,2014,Multi-generational household,Urban regions,No,1.0,57,15733,0.68973,1.43671
460,460,2014,Multi-generational household,Rural regions,No,1.0,42,15733,0.68062,1.36853
461,461,2014,Other Combinations,Urban regions,No,1.0,159,15733,0.8854,1.15268
462,462,2014,Other Combinations,Rural regions,No,1.0,56,15733,0.80014,1.25145
463,463,2015,Single-person household,Urban regions,Yes,0.03162,60,15695,0.02729,0.03668
464,464,2015,Single-person household,Urban regions,No,0.96838,2396,15695,0.93667,0.99854
465,465,2015,Single-person household,Rural regions,Yes,0.03437,38,15695,0.0282,0.04185
466,466,2015,Single-person household,Rural regions,No,0.96563,1133,15695,0.92302,1.00663
467,467,2015,Couple without children,Urban regions,Yes,0.04542,113,15695,0.03931,0.05322
468,468,2015,Couple without children,Urban regions,No,0.95458,2667,15695,0.91836,0.9913
469,469,2015,Couple without children,Rural regions,Yes,0.05143,84,15695,0.04439,0.05951
470,470,2015,Couple without children,Rural regions,No,0.94857,1512,15695,0.90476,0.99961
471,471,2015,Single parent,Urban regions,Yes,0.05161,39,15695,0.03515,0.06998
472,472,2015,Single parent,Urban regions,No,0.94839,1083,15695,0.88577,1.01035
473,473,2015,Single parent,Rural regions,No,1.0,564,15695,0.89654,1.12876
474,474,2015,Couple with children,Urban regions,Yes,0.0241,84,15695,0.01835,0.03211
475,475,2015,Couple with children,Urban regions,No,0.9759,3660,15695,0.93293,1.01084
476,476,2015,Couple with children,Rural regions,Yes,0.02634,58,15695,0.01853,0.03571
477,477,2015,Couple with children,Rural regions,No,0.97366,1857,15695,0.9201,1.03769
478,478,2015,Multi-generational household,Urban regions,No,1.0,68,15695,0.64223,1.44642
479,479,2015,Multi-generational household,Rural regions,No,1.0,43,15695,0.67227,1.49027
480,480,2015,Other Combinations,Urban regions,Yes,0.2471,34,15695,0.16143,0.35957
481,481,2015,Other Combinations,Urban regions,No,0.7529,152,15695,0.63892,0.85902
482,482,2015,Other Combinations,Rural regions,No,1.0,50,15695,0.77883,1.31642
483,483,2016,Single-person household,Urban regions,Yes,0.03537,70,16311,0.03097,0.0407
484,484,2016,Single-person household,Urban regions,No,0.96463,2535,16311,0.9336,0.99374
485,485,2016,Single-person household,Rural regions,Yes,0.03841,40,16311,0.0307,0.04583
486,486,2016,Single-person household,Rural regions,No,0.96159,1158,16311,0.91748,1.00885
487,487,2016,Couple without children,Urban regions,Yes,0.04738,116,16311,0.04047,0.05581
488,488,2016,Couple without children,Urban regions,No,0.95262,2495,16311,0.91839,0.98934
489,489,2016,Couple without children,Rural regions,Yes,0.06618,89,16311,0.05528,0.07747
490,490,2016,Couple without children,Rural regions,No,0.93382,1458,16311,0.88353,0.98719
491,491,2016,Single parent,Urban regions,Yes,0.05356,57,16311,0.03389,0.07589
492,492,2016,Single parent,Urban regions,No,0.94644,1060,16311,0.88525,1.00622
493,493,2016,Single parent,Rural regions,No,1.0,561,16311,0.90298,1.10131
494,494,2016,Couple with children,Urban regions,Yes,0.02957,160,16311,0.01899,0.04219
495,495,2016,Couple with children,Urban regions,No,0.97043,3959,16311,0.92197,1.02157
496,496,2016,Couple with children,Rural regions,Yes,0.0346,91,16311,0.02375,0.04813
497,497,2016,Couple with children,Rural regions,No,0.9654,1992,16311,0.90729,1.02872
498,498,2016,Multi-generational household,Urban regions,No,1.0,69,16311,0.70068,1.30134
499,499,2016,Multi-generational household,Rural regions,No,1.0,35,16311,0.51139,1.75218
500,500,2016,Other Combinations,Urban regions,Yes,0.26558,43,16311,0.15884,0.36326
501,501,2016,Other Combinations,Urban regions,No,0.73442,227,16311,0.58969,0.90952
502,502,2016,Other Combinations,Rural regions,No,1.0,96,16311,0.63569,1.38069
503,503,2017,Single-person household,Urban regions,Yes,0.03676,74,18202,0.03194,0.04237
504,504,2017,Single-person household,Urban regions,No,0.96324,2823,18202,0.93809,0.99589
505,505,2017,Single-person household,Rural regions,Yes,0.03991,40,18202,0.03162,0.04763
506,506,2017,Single-person household,Rural regions,No,0.96009,1355,18202,0.91403,0.99808
507,507,2017,Couple without children,Urban regions,Yes,0.05132,124,18202,0.04416,0.05826
508,508,2017,Couple without children,Urban regions,No,0.94868,2839,18202,0.91408,0.9798
509,509,2017,Couple without children,Rural regions,Yes,0.067,99,18202,0.0552,0.07967
510,510,2017,Couple without children,Rural regions,No,0.933,1648,18202,0.89048,0.977
511,511,2017,Single parent,Urban regions,Yes,0.0536,50,18202,0.03465,0.07423
512,512,2017,Single parent,Urban regions,No,0.9464,1113,18202,0.87885,1.01105
513,513,2017,Single parent,Rural regions,Yes,0.07544,33,18202,0.0399,0.11402
514,514,2017,Single parent,Rural regions,No,0.92456,565,18202,0.83609,1.03003
515,515,2017,Couple with children,Urban regions,Yes,0.02711,161,18202,0.01915,0.03498
516,516,2017,Couple with children,Urban regions,No,0.97289,4356,18202,0.93818,1.01264
517,517,2017,Couple with children,Rural regions,Yes,0.03422,94,18202,0.0241,0.04429
518,518,2017,Couple with children,Rural regions,No,0.96578,2218,18202,0.91301,1.02546
519,519,2017,Multi-generational household,Urban regions,No,1.0,80,18202,0.69657,1.33846
520,520,2017,Multi-generational household,Rural regions,No,1.0,39,18202,0.55597,1.46348
521,521,2017,Other Combinations,Urban regions,Yes,0.14719,38,18202,0.09655,0.21064
522,522,2017,Other Combinations,Urban regions,No,0.85281,320,18202,0.71857,0.9836
523,523,2017,Other Combinations,Rural regions,No,1.0,133,18202,0.71056,1.35873
524,524,2018,Single-person household,Urban regions,Yes,0.03796,94,17778,0.03112,0.04436
525,525,2018,Single-person household,Urban regions,No,0.96204,2982,17778,0.93291,0.99324
526,526,2018,Single-person household,Rural regions,Yes,0.04405,45,17778,0.03615,0.05297
527,527,2018,Single-person household,Rural regions,No,0.95595,1339,17778,0.91209,1.00441
528,528,2018,Couple without children,Urban regions,Yes,0.06016,147,17778,0.05141,0.06921
529,529,2018,Couple without children,Urban regions,No,0.93984,2780,17778,0.90407,0.97433
530,530,2018,Couple without children,Rural regions,Yes,0.0642,95,17778,0.05177,0.07616
531,531,2018,Couple without children,Rural regions,No,0.9358,1614,17778,0.88389,0.97853
532,532,2018,Single parent,Urban regions,Yes,0.05524,63,17778,0.03807,0.07526
533,533,2018,Single parent,Urban regions,No,0.94476,1119,17778,0.87464,1.0312
534,534,2018,Single parent,Rural regions,No,1.0,533,17778,0.90135,1.12419
535,535,2018,Couple with children,Urban regions,Yes,0.02802,178,17778,0.02076,0.03585
536,536,2018,Couple with children,Urban regions,No,0.97198,4147,17778,0.92765,1.0212
537,537,2018,Couple with children,Rural regions,Yes,0.02669,94,17778,0.01957,0.03542
538,538,2018,Couple with children,Rural regions,No,0.97331,2048,17778,0.91731,1.03124
539,539,2018,Multi-generational household,Urban regions,Yes,0.23884,34,17778,0.12249,0.33971
540,540,2018,Multi-generational household,Urban regions,No,0.76116,79,17778,0.56302,1.00493
541,541,2018,Other Combinations,Urban regions,Yes,0.16973,44,17778,0.1124,0.21772
542,542,2018,Other Combinations,Urban regions,No,0.83027,249,17778,0.68382,0.99503
543,543,2018,Other Combinations,Rural regions,No,1.0,94,17778,0.67899,1.37161
544,544,2019,Single-person household,Urban regions,Yes,0.03747,83,17879,0.03143,0.04426
545,545,2019,Single-person household,Urban regions,No,0.96253,2907,17879,0.92939,0.99985
546,546,2019,Single-person household,Rural regions,Yes,0.03527,36,17879,0.0277,0.04429
547,547,2019,Single-person household,Rural regions,No,0.96473,1327,17879,0.91083,1.02097
548,548,2019,Couple without children,Urban regions,Yes,0.06425,164,17879,0.05651,0.07313
549,549,2019,Couple without children,Urban regions,No,0.93575,3043,17879,0.89582,0.97811
550,550,2019,Couple without children,Rural regions,Yes,0.073,107,17879,0.06089,0.0866
551,551,2019,Couple without children,Rural regions,No,0.927,1725,17879,0.87036,0.97988
552,552,2019,Single parent,Urban regions,Yes,0.06178,62,17879,0.04198,0.08522
553,553,2019,Single parent,Urban regions,No,0.93822,1019,17879,0.84612,1.01749
554,554,2019,Single parent,Rural regions,No,1.0,502,17879,0.89029,1.11722
555,555,2019,Couple with children,Urban regions,Yes,0.02786,166,17879,0.0205,0.03759
556,556,2019,Couple with children,Urban regions,No,0.97214,4189,17879,0.92958,1.01345
557,557,2019,Couple with children,Rural regions,Yes,0.03185,80,17879,0.01956,0.04399
558,558,2019,Couple with children,Rural regions,No,0.96815,2054,17879,0.90432,1.03204
559,559,2019,Multi-generational household,Urban regions,No,1.0,66,17879,0.73113,1.3031
560,560,2019,Multi-generational household,Rural regions,No,1.0,32,17879,0.44036,1.66928
561,561,2019,Other Combinations,Urban regions,Yes,0.12596,34,17879,0.07666,0.17511
562,562,2019,Other Combinations,Urban regions,No,0.87404,201,17879,0.67231,1.09111
563,563,2019,Other Combinations,Rural regions,No,1.0,82,17879,0.62904,1.38526
564,564,2020,Single-person household,Urban regions,Yes,0.04256,97,19203,0.03648,0.04816
565,565,2020,Single-person household,Urban regions,No,0.95744,3766,19203,0.91733,0.99792
566,566,2020,Single-person household,Rural regions,Yes,0.0387,43,19203,0.02883,0.04949
567,567,2020,Single-person household,Rural regions,No,0.9613,1432,19203,0.91259,1.01235
568,568,2020,Couple without children,Urban regions,Yes,0.06193,153,19203,0.05261,0.07268
569,569,2020,Couple without children,Urban regions,No,0.93807,3258,19203,0.90222,0.97763
570,570,2020,Couple without children,Rural regions,Yes,0.07322,101,19203,0.0592,0.09341
571,571,2020,Couple without children,Rural regions,No,0.92678,1658,19203,0.87043,0.97733
572,572,2020,Single parent,Urban regions,Yes,0.07006,65,19203,0.04448,0.09826
573,573,2020,Single parent,Urban regions,No,0.92994,1043,19203,0.85958,0.99152
574,574,2020,Single parent,Rural regions,No,1.0,468,19203,0.8888,1.10287
575,575,2020,Couple with children,Urban regions,Yes,0.02719,164,19203,0.02104,0.0336
576,576,2020,Couple with children,Urban regions,No,0.97281,4359,19203,0.92729,1.01766
577,577,2020,Couple with children,Rural regions,Yes,0.02742,84,19203,0.01756,0.04182
578,578,2020,Couple with children,Rural regions,No,0.97258,1950,19203,0.91187,1.04828
579,579,2020,Multi-generational household,Urban regions,No,1.0,71,19203,0.68207,1.3981
580,580,2020,Multi-generational household,Rural regions,No,1.0,37,19203,0.5385,1.66266
581,581,2020,Other Combinations,Urban regions,Yes,0.1178,34,19203,0.07509,0.1759
582,582,2020,Other Combinations,Urban regions,No,0.8822,318,19203,0.71897,1.06989
583,583,2020,Other Combinations,Rural regions,No,1.0,102,19203,0.69984,1.35848
584,584,2021,Single-person household,Urban regions,Yes,0.03851,62,12322,0.03056,0.04629
585,585,2021,Single-person household,Urban regions,No,0.96149,2468,12322,0.91219,1.00921
586,586,2021,Single-person household,Rural regions,Yes,0.05058,40,12322,0.04044,0.06174
587,587,2021,Single-person household,Rural regions,No,0.94942,962,12322,0.88567,1.0099
588,588,2021,Couple without children,Urban regions,Yes,0.07823,132,12322,0.06771,0.09364
589,589,2021,Couple without children,Urban regions,No,0.92177,2129,12322,0.87789,0.97091
590,590,2021,Couple without children,Rural regions,Yes,0.06455,73,12322,0.0524,0.0778
591,591,2021,Couple without children,Rural regions,No,0.93545,1134,12322,0.86584,1.00478
592,592,2021,Single parent,Urban regions,Yes,0.07127,46,12322,0.04201,0.11082
593,593,2021,Single parent,Urban regions,No,0.92873,636,12322,0.82998,1.04653
594,594,2021,Single parent,Rural regions,No,1.0,322,12322,0.86438,1.13298
595,595,2021,Couple with children,Urban regions,Yes,0.04312,158,12322,0.03039,0.05887
596,596,2021,Couple with children,Urban regions,No,0.95688,2589,12322,0.90257,1.01964
597,597,2021,Couple with children,Rural regions,Yes,0.02769,71,12322,0.01799,0.04136
598,598,2021,Couple with children,Rural regions,No,0.97231,1165,12322,0.88365,1.0485
599,599,2021,Multi-generational household,Urban regions,No,1.0,47,12322,0.64107,1.51411
600,600,2021,Other Combinations,Urban regions,No,1.0,217,12322,0.81289,1.19175
601,601,2021,Other Combinations,Rural regions,No,1.0,71,12322,0.6913,1.31277
