year,hhtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,Single-person household,Yes,0.75620,3875,5752,0.74510,0.76729
2022,Single-person household,No,0.23877,1877,5752,0.22776,0.24979
2022,Couple without children,Yes,0.89234,4908,5762,0.88434,0.90034
2022,Couple without children,No,0.10579,854,5762,0.09785,0.11373
2022,Single parent,Yes,0.76982,936,1211,0.74610,0.79354
2022,Single parent,No,0.22739,275,1211,0.20377,0.25100
2022,Couple with children,Yes,0.88590,4828,5618,0.87758,0.89421
2022,Couple with children,No,0.10714,790,5618,0.09905,0.11523
2022,Multi-generational household,Yes,0.87116,80,80,0.79728,0.94504
2022,Other Combinations,Yes,0.84020,928,1167,0.81917,0.86123
2022,Other Combinations,No,0.15506,239,1167,0.13429,0.17584
