year,age_gr,quintil_oecd,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,46-65 y.,3rd Quintile,Non-denominational,0.34676,366,973,0.31684,0.37669
2011,46-65 y.,4th Quintile,Catholic,0.31390,401,1270,0.28836,0.33943
2011,46-65 y.,4th Quintile,Protestant,0.27834,395,1270,0.25368,0.30300
2011,46-65 y.,4th Quintile,Non-denominational,0.35491,474,1270,0.32859,0.38124
2011,46-65 y.,5th Quintile,Catholic,0.31303,586,2057,0.29299,0.33308
2011,46-65 y.,5th Quintile,Protestant,0.29733,628,2057,0.27758,0.31709
2011,46-65 y.,5th Quintile,Other Christian community,0.01997,37,2057,0.01392,0.02601
2011,46-65 y.,5th Quintile,Non-denominational,0.35161,806,2057,0.33097,0.37225
2011,66 and older,1st Quintile,Catholic,0.30466,191,639,0.26894,0.34037
2011,66 and older,1st Quintile,Protestant,0.40696,271,639,0.36884,0.44508
2011,66 and older,1st Quintile,Non-denominational,0.20897,177,639,0.17742,0.24052
2011,66 and older,2nd Quintile,Catholic,0.28230,230,908,0.25301,0.31160
2011,66 and older,2nd Quintile,Protestant,0.43463,396,908,0.40237,0.46689
2011,66 and older,2nd Quintile,Non-denominational,0.23504,282,908,0.20745,0.26264
2011,66 and older,3rd Quintile,Catholic,0.29044,201,767,0.25830,0.32259
2011,66 and older,3rd Quintile,Protestant,0.39763,300,767,0.36297,0.43229
2011,66 and older,3rd Quintile,Non-denominational,0.29003,266,767,0.25789,0.32216
2011,66 and older,4th Quintile,Catholic,0.33785,203,595,0.29982,0.37589
2011,66 and older,4th Quintile,Protestant,0.43621,256,595,0.39633,0.47609
2011,66 and older,4th Quintile,Non-denominational,0.18501,136,595,0.15379,0.21624
2011,66 and older,5th Quintile,Catholic,0.33986,234,773,0.30645,0.37328
2011,66 and older,5th Quintile,Protestant,0.45303,371,773,0.41791,0.48814
2011,66 and older,5th Quintile,Non-denominational,0.19659,168,773,0.16856,0.22463
2015,17-29 y.,1st Quintile,Catholic,0.21895,272,1146,0.19499,0.24290
2015,17-29 y.,1st Quintile,Protestant,0.28361,326,1146,0.25750,0.30972
2015,17-29 y.,1st Quintile,Islamic community,0.05628,93,1146,0.04293,0.06963
2015,17-29 y.,1st Quintile,Non-denominational,0.27110,374,1146,0.24535,0.29685
2015,17-29 y.,1st Quintile,Sunni denomination,0.05652,81,1146,0.04314,0.06989
2015,17-29 y.,2nd Quintile,Catholic,0.21377,226,773,0.18485,0.24269
2015,17-29 y.,2nd Quintile,Protestant,0.30861,238,773,0.27603,0.34120
2015,17-29 y.,2nd Quintile,Islamic community,0.02602,38,773,0.01479,0.03724
2015,17-29 y.,2nd Quintile,Non-denominational,0.29352,271,773,0.26140,0.32564
2015,17-29 y.,3rd Quintile,Catholic,0.32398,250,661,0.28828,0.35969
2015,17-29 y.,3rd Quintile,Protestant,0.29735,230,661,0.26248,0.33223
2015,17-29 y.,3rd Quintile,Non-denominational,0.22568,181,661,0.19378,0.25757
2015,17-29 y.,4th Quintile,Catholic,0.30745,204,580,0.26987,0.34504
2015,17-29 y.,4th Quintile,Protestant,0.35242,240,580,0.31351,0.39134
2015,17-29 y.,4th Quintile,Non-denominational,0.23071,136,580,0.19640,0.26503
2015,17-29 y.,5th Quintile,Catholic,0.35222,171,429,0.30696,0.39747
2015,17-29 y.,5th Quintile,Protestant,0.37115,165,429,0.32538,0.41692
2015,17-29 y.,5th Quintile,Non-denominational,0.17873,93,429,0.14244,0.21503
2015,30-45 y.,1st Quintile,Catholic,0.21416,306,1534,0.19363,0.23470
2015,30-45 y.,1st Quintile,Protestant,0.20739,316,1534,0.18709,0.22769
2015,30-45 y.,1st Quintile,Other Christian community,0.01963,55,1534,0.01269,0.02658
2015,30-45 y.,1st Quintile,Islamic community,0.08613,179,1534,0.07208,0.10017
2015,30-45 y.,1st Quintile,Non-denominational,0.36670,538,1534,0.34258,0.39082
2015,30-45 y.,1st Quintile,Christian orthodox,0.01278,45,1534,0.00716,0.01841
2015,30-45 y.,1st Quintile,Sunni denomination,0.05664,95,1534,0.04507,0.06821
2015,30-45 y.,2nd Quintile,Catholic,0.26722,416,1626,0.24571,0.28874
2015,30-45 y.,2nd Quintile,Protestant,0.23629,400,1626,0.21563,0.25694
2015,30-45 y.,2nd Quintile,Other Christian community,0.02251,52,1626,0.01530,0.02973
2015,30-45 y.,2nd Quintile,Islamic community,0.06081,91,1626,0.04919,0.07243
2015,30-45 y.,2nd Quintile,Non-denominational,0.35327,563,1626,0.33003,0.37651
2015,30-45 y.,2nd Quintile,Christian orthodox,0.01703,70,1626,0.01074,0.02332
2015,30-45 y.,2nd Quintile,Sunni denomination,0.02637,34,1626,0.01858,0.03416
2015,30-45 y.,3rd Quintile,Catholic,0.27169,444,1465,0.24890,0.29447
2015,30-45 y.,3rd Quintile,Protestant,0.28904,455,1465,0.26581,0.31226
2015,30-45 y.,3rd Quintile,Other Christian community,0.02437,48,1465,0.01647,0.03227
2015,30-45 y.,3rd Quintile,Islamic community,0.01792,33,1465,0.01113,0.02472
2015,30-45 y.,3rd Quintile,Non-denominational,0.34593,485,1465,0.32157,0.37030
2015,30-45 y.,4th Quintile,Catholic,0.29314,414,1275,0.26814,0.31814
2015,30-45 y.,4th Quintile,Protestant,0.24519,386,1275,0.22156,0.26881
2015,30-45 y.,4th Quintile,Non-denominational,0.40852,475,1275,0.38153,0.43551
2015,30-45 y.,5th Quintile,Catholic,0.30801,408,1172,0.28157,0.33445
2015,30-45 y.,5th Quintile,Protestant,0.27011,326,1172,0.24467,0.29554
2015,30-45 y.,5th Quintile,Non-denominational,0.36679,438,1172,0.33919,0.39440
2015,46-65 y.,1st Quintile,Catholic,0.21388,311,1442,0.19271,0.23505
2015,46-65 y.,1st Quintile,Protestant,0.25208,410,1442,0.22966,0.27450
2015,46-65 y.,1st Quintile,Other Christian community,0.01599,44,1442,0.00951,0.02246
2015,46-65 y.,1st Quintile,Islamic community,0.06848,74,1442,0.05544,0.08152
2015,46-65 y.,1st Quintile,Non-denominational,0.38713,514,1442,0.36198,0.41228
2015,46-65 y.,1st Quintile,Christian orthodox,0.01322,42,1442,0.00732,0.01911
2015,46-65 y.,1st Quintile,Sunni denomination,0.03144,47,1442,0.02243,0.04045
2015,46-65 y.,2nd Quintile,Catholic,0.27881,421,1385,0.25518,0.30243
2015,46-65 y.,2nd Quintile,Protestant,0.28503,398,1385,0.26125,0.30882
2015,46-65 y.,2nd Quintile,Other Christian community,0.02649,46,1385,0.01803,0.03496
2015,46-65 y.,2nd Quintile,Non-denominational,0.35994,520,1385,0.33465,0.38523
2015,46-65 y.,3rd Quintile,Catholic,0.27880,457,1488,0.25600,0.30159
2015,46-65 y.,3rd Quintile,Protestant,0.27724,460,1488,0.25448,0.29999
2015,46-65 y.,3rd Quintile,Other Christian community,0.01963,34,1488,0.01258,0.02668
2015,46-65 y.,3rd Quintile,Non-denominational,0.39293,537,1488,0.36810,0.41775
2015,46-65 y.,4th Quintile,Catholic,0.31966,584,1855,0.29844,0.34089
2015,46-65 y.,4th Quintile,Protestant,0.30049,565,1855,0.27962,0.32136
2015,46-65 y.,4th Quintile,Other Christian community,0.02098,44,1855,0.01446,0.02751
2015,46-65 y.,4th Quintile,Non-denominational,0.34253,662,1855,0.32092,0.36413
2015,46-65 y.,5th Quintile,Catholic,0.31269,740,2446,0.29432,0.33107
2015,46-65 y.,5th Quintile,Protestant,0.28237,734,2446,0.26453,0.30022
2015,46-65 y.,5th Quintile,Other Christian community,0.01625,49,2446,0.01124,0.02126
2015,46-65 y.,5th Quintile,Non-denominational,0.37893,923,2446,0.35970,0.39816
2015,66 and older,1st Quintile,Catholic,0.30658,199,671,0.27166,0.34149
2015,66 and older,1st Quintile,Protestant,0.39646,279,671,0.35942,0.43350
2015,66 and older,1st Quintile,Non-denominational,0.20549,193,671,0.17489,0.23608
2015,66 and older,2nd Quintile,Catholic,0.30100,345,1243,0.27549,0.32651
2015,66 and older,2nd Quintile,Protestant,0.40722,489,1243,0.37989,0.43454
2015,66 and older,2nd Quintile,Non-denominational,0.24916,409,1243,0.22510,0.27321
2015,66 and older,3rd Quintile,Catholic,0.28615,275,1014,0.25832,0.31399
2015,66 and older,3rd Quintile,Protestant,0.41068,406,1014,0.38038,0.44098
2015,66 and older,3rd Quintile,Non-denominational,0.26966,333,1014,0.24233,0.29699
2015,66 and older,4th Quintile,Catholic,0.29013,253,866,0.25989,0.32037
2015,66 and older,4th Quintile,Protestant,0.41717,353,866,0.38431,0.45003
2015,66 and older,4th Quintile,Non-denominational,0.25380,260,866,0.22480,0.28280
2015,66 and older,5th Quintile,Catholic,0.30521,282,913,0.27533,0.33510
2015,66 and older,5th Quintile,Protestant,0.40315,393,913,0.37132,0.43499
2015,66 and older,5th Quintile,Non-denominational,0.26656,238,913,0.23786,0.29526
2019,17-29 y.,1st Quintile,Catholic,0.17401,211,1823,0.15660,0.19142
2019,17-29 y.,1st Quintile,Protestant,0.24827,280,1823,0.22843,0.26810
2019,17-29 y.,1st Quintile,Islamic community,0.05570,89,1823,0.04517,0.06623
2019,17-29 y.,1st Quintile,Other religious community,0.01257,97,1823,0.00746,0.01769
2019,17-29 y.,1st Quintile,Non-denominational,0.29965,434,1823,0.27862,0.32069
2019,17-29 y.,1st Quintile,Christian orthodox,0.01962,90,1823,0.01325,0.02599
2019,17-29 y.,1st Quintile,Shiite denomination,0.01130,50,1823,0.00645,0.01615
2019,17-29 y.,1st Quintile,Sunni denomination,0.09928,572,1823,0.08555,0.11302
2019,17-29 y.,2nd Quintile,Catholic,0.24521,202,807,0.21551,0.27492
2019,17-29 y.,2nd Quintile,Protestant,0.22544,223,807,0.19659,0.25428
2019,17-29 y.,2nd Quintile,Non-denominational,0.28121,297,807,0.25017,0.31225
2019,17-29 y.,2nd Quintile,Sunni denomination,0.09200,85,807,0.07205,0.11195
2019,17-29 y.,3rd Quintile,Catholic,0.26434,186,666,0.23083,0.29786
2019,17-29 y.,3rd Quintile,Protestant,0.27275,242,666,0.23890,0.30660
2019,17-29 y.,3rd Quintile,Non-denominational,0.28725,204,666,0.25286,0.32165
2019,17-29 y.,3rd Quintile,Sunni denomination,0.04992,34,666,0.03336,0.06647
2019,17-29 y.,4th Quintile,Catholic,0.31377,203,514,0.27361,0.35392
2019,17-29 y.,4th Quintile,Protestant,0.28660,182,514,0.24747,0.32572
2019,17-29 y.,4th Quintile,Non-denominational,0.23381,129,514,0.19719,0.27044
2019,17-29 y.,5th Quintile,Catholic,0.34354,158,411,0.29757,0.38950
2019,17-29 y.,5th Quintile,Protestant,0.33312,164,411,0.28750,0.37874
2019,17-29 y.,5th Quintile,Non-denominational,0.20600,89,411,0.16685,0.24515
2019,30-45 y.,1st Quintile,Catholic,0.18380,247,2509,0.16865,0.19896
2019,30-45 y.,1st Quintile,Protestant,0.20248,243,2509,0.18676,0.21821
2019,30-45 y.,1st Quintile,Islamic community,0.03304,147,2509,0.02604,0.04004
2019,30-45 y.,1st Quintile,Other religious community,0.02050,130,2509,0.01496,0.02605
2019,30-45 y.,1st Quintile,Non-denominational,0.35973,548,2509,0.34095,0.37852
2019,30-45 y.,1st Quintile,Christian orthodox,0.04194,126,2509,0.03409,0.04978
2019,30-45 y.,1st Quintile,Shiite denomination,0.00818,94,2509,0.00465,0.01171
2019,30-45 y.,1st Quintile,Sunni denomination,0.12821,974,2509,0.11513,0.14130
2019,30-45 y.,2nd Quintile,Catholic,0.27253,301,1246,0.24779,0.29726
2019,30-45 y.,2nd Quintile,Protestant,0.22859,287,1246,0.20527,0.25192
2019,30-45 y.,2nd Quintile,Non-denominational,0.35914,479,1246,0.33249,0.38579
2019,30-45 y.,2nd Quintile,Christian orthodox,0.02950,64,1246,0.02010,0.03889
2019,30-45 y.,2nd Quintile,Sunni denomination,0.06691,115,1246,0.05303,0.08079
2019,30-45 y.,3rd Quintile,Catholic,0.26963,325,1145,0.24392,0.29535
2019,30-45 y.,3rd Quintile,Protestant,0.24403,300,1145,0.21914,0.26892
2019,30-45 y.,3rd Quintile,Non-denominational,0.39500,484,1145,0.36667,0.42333
2019,30-45 y.,3rd Quintile,Sunni denomination,0.02826,36,1145,0.01865,0.03786
2019,30-45 y.,4th Quintile,Catholic,0.24861,278,982,0.22156,0.27565
2019,30-45 y.,4th Quintile,Protestant,0.29528,292,982,0.26673,0.32382
2019,30-45 y.,4th Quintile,Non-denominational,0.42815,412,982,0.39719,0.45911
2019,30-45 y.,5th Quintile,Catholic,0.27058,251,900,0.24154,0.29962
2019,30-45 y.,5th Quintile,Protestant,0.21356,218,900,0.18677,0.24035
2019,30-45 y.,5th Quintile,Non-denominational,0.45025,400,900,0.41773,0.48277
2019,30-45 y.,5th Quintile,Christian orthodox,0.03001,31,900,0.01886,0.04117
2019,46-65 y.,1st Quintile,Catholic,0.17215,250,1747,0.15444,0.18986
2019,46-65 y.,1st Quintile,Protestant,0.21591,337,1747,0.19661,0.23521
2019,46-65 y.,1st Quintile,Islamic community,0.03767,65,1747,0.02874,0.04660
2019,46-65 y.,1st Quintile,Other religious community,0.01195,55,1747,0.00685,0.01705
2019,46-65 y.,1st Quintile,Non-denominational,0.40644,536,1747,0.38341,0.42948
2019,46-65 y.,1st Quintile,Christian orthodox,0.03846,74,1747,0.02944,0.04748
2019,46-65 y.,1st Quintile,Shiite denomination,0.01056,33,1747,0.00576,0.01535
2019,46-65 y.,1st Quintile,Sunni denomination,0.07814,397,1747,0.06555,0.09073
2019,46-65 y.,2nd Quintile,Catholic,0.28281,380,1452,0.25963,0.30598
2019,46-65 y.,2nd Quintile,Protestant,0.23409,378,1452,0.21230,0.25587
2019,46-65 y.,2nd Quintile,Other Christian community,0.02020,41,1452,0.01296,0.02744
2019,46-65 y.,2nd Quintile,Non-denominational,0.37626,557,1452,0.35133,0.40119
2019,46-65 y.,2nd Quintile,Christian orthodox,0.02286,42,1452,0.01517,0.03055
2019,46-65 y.,2nd Quintile,Sunni denomination,0.02881,54,1452,0.02020,0.03741
2019,46-65 y.,3rd Quintile,Catholic,0.26000,435,1571,0.23830,0.28170
2019,46-65 y.,3rd Quintile,Protestant,0.28236,466,1571,0.26009,0.30462
2019,46-65 y.,3rd Quintile,Non-denominational,0.35142,590,1571,0.32781,0.37504
2019,46-65 y.,3rd Quintile,Christian orthodox,0.03018,44,1571,0.02171,0.03864
2019,46-65 y.,3rd Quintile,Sunni denomination,0.03678,36,1571,0.02747,0.04609
2019,46-65 y.,4th Quintile,Catholic,0.26591,500,1815,0.24558,0.28624
2019,46-65 y.,4th Quintile,Protestant,0.29072,563,1815,0.26982,0.31161
2019,46-65 y.,4th Quintile,Other Christian community,0.02610,31,1815,0.01877,0.03344
2019,46-65 y.,4th Quintile,Non-denominational,0.39249,688,1815,0.37002,0.41496
2019,46-65 y.,4th Quintile,Christian orthodox,0.01162,33,1815,0.00669,0.01655
2019,46-65 y.,5th Quintile,Catholic,0.29302,684,2436,0.27494,0.31109
2019,46-65 y.,5th Quintile,Protestant,0.26672,698,2436,0.24915,0.28429
2019,46-65 y.,5th Quintile,Other Christian community,0.01531,33,2436,0.01043,0.02019
2019,46-65 y.,5th Quintile,Non-denominational,0.40795,1021,2436,0.38842,0.42747
2019,66 and older,1st Quintile,Catholic,0.28161,188,685,0.24791,0.31532
2019,66 and older,1st Quintile,Protestant,0.34585,238,685,0.31020,0.38149
2019,66 and older,1st Quintile,Non-denominational,0.29244,259,685,0.25835,0.32653
2019,66 and older,2nd Quintile,Catholic,0.27526,297,1162,0.24957,0.30096
2019,66 and older,2nd Quintile,Protestant,0.39324,436,1162,0.36515,0.42134
2019,66 and older,2nd Quintile,Non-denominational,0.28010,429,1162,0.25427,0.30593
2019,66 and older,3rd Quintile,Catholic,0.26423,246,934,0.23593,0.29252
2019,66 and older,3rd Quintile,Protestant,0.36204,311,934,0.33120,0.39288
2019,66 and older,3rd Quintile,Non-denominational,0.33987,377,934,0.30948,0.37027
2019,66 and older,4th Quintile,Catholic,0.30381,242,829,0.27249,0.33514
2019,66 and older,4th Quintile,Protestant,0.37675,302,829,0.34374,0.40975
2019,66 and older,4th Quintile,Non-denominational,0.29781,285,829,0.26667,0.32896
2019,66 and older,5th Quintile,Catholic,0.30850,286,926,0.27874,0.33827
2019,66 and older,5th Quintile,Protestant,0.40480,377,926,0.37316,0.43643
2019,66 and older,5th Quintile,Non-denominational,0.25759,263,926,0.22941,0.28577
