year,bula_h,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,"Rhineland-Palatinate, Saarland",Christian orthodox,0.01580,47,1587,0.00967,0.02194
2019,"Rhineland-Palatinate, Saarland",Sunni denomination,0.03160,184,1587,0.02299,0.04021
2019,Baden-Wuerttemberg,Catholic,0.27070,898,3131,0.25513,0.28626
2019,Baden-Wuerttemberg,Protestant,0.27649,928,3131,0.26082,0.29216
2019,Baden-Wuerttemberg,Other Christian community,0.01863,69,3131,0.01389,0.02337
2019,Baden-Wuerttemberg,Islamic community,0.00364,32,3131,0.00153,0.00575
2019,Baden-Wuerttemberg,Other religious community,0.00359,32,3131,0.00149,0.00568
2019,Baden-Wuerttemberg,Non-denominational,0.19094,723,3131,0.17717,0.20471
2019,Baden-Wuerttemberg,Christian orthodox,0.02040,93,3131,0.01545,0.02535
2019,Baden-Wuerttemberg,Sunni denomination,0.03276,356,3131,0.02653,0.03900
2019,Bavaria,Catholic,0.39547,1868,4253,0.38077,0.41016
2019,Bavaria,Protestant,0.17737,850,4253,0.16588,0.18885
2019,Bavaria,Other Christian community,0.01183,43,4253,0.00858,0.01509
2019,Bavaria,Islamic community,0.01102,38,4253,0.00789,0.01416
2019,Bavaria,Other religious community,0.00408,44,4253,0.00216,0.00599
2019,Bavaria,Non-denominational,0.20092,983,4253,0.18887,0.21296
2019,Bavaria,Christian orthodox,0.01596,131,4253,0.01220,0.01973
2019,Bavaria,Sunni denomination,0.01231,296,4253,0.00899,0.01562
2019,Berlin,Catholic,0.07542,88,1043,0.05939,0.09145
2019,Berlin,Protestant,0.17840,216,1043,0.15515,0.20165
2019,Berlin,Non-denominational,0.54086,653,1043,0.51060,0.57112
2019,Berlin,Sunni denomination,0.02056,86,1043,0.01194,0.02917
2019,Brandenburg,Catholic,0.02892,48,1157,0.01926,0.03858
2019,Brandenburg,Protestant,0.16037,213,1157,0.13922,0.18152
2019,Brandenburg,Non-denominational,0.60310,816,1157,0.57489,0.63130
2019,Brandenburg,Sunni denomination,0.00955,80,1157,0.00394,0.01516
2019,Mecklenburg-Western Pomerania,Protestant,0.07954,73,592,0.05773,0.10136
2019,Mecklenburg-Western Pomerania,Non-denominational,0.73090,519,592,0.69514,0.76665
2019,Saxony,Catholic,0.02361,61,1677,0.01634,0.03088
2019,Saxony,Protestant,0.18726,352,1677,0.16859,0.20594
2019,Saxony,Non-denominational,0.62282,1183,1677,0.59961,0.64602
2019,Saxony,Sunni denomination,0.00365,81,1677,0.00076,0.00654
2019,Saxony-Anhalt,Protestant,0.12351,127,929,0.10234,0.14468
2019,Saxony-Anhalt,Non-denominational,0.70557,723,929,0.67624,0.73489
2019,Saxony-Anhalt,Sunni denomination,0.00621,79,929,0.00116,0.01127
2019,Thuringa,Catholic,0.07710,99,944,0.06007,0.09412
2019,Thuringa,Protestant,0.25123,245,944,0.22355,0.27891
2019,Thuringa,Non-denominational,0.51002,562,944,0.47811,0.54193
2019,Thuringa,Sunni denomination,0.00333,38,944,-0.00035,0.00700
