"plh0107","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"3 Weniger wichtig","1999","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","1999","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"3 Weniger wichtig","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"4 Ganz unwichtig","1999","kein Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","1999","kein Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","1999","direkter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","1999","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","1999","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"4 Ganz unwichtig","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"1 Sehr wichtig","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"1 Sehr wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"2 Wichtig","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"2 Wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"3 Weniger wichtig","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"3 Weniger wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"4 Ganz unwichtig","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"4 Ganz unwichtig","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"1 Sehr wichtig","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"1 Sehr wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"2 Wichtig","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"2 Wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"3 Weniger wichtig","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"3 Weniger wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"4 Ganz unwichtig","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"4 Ganz unwichtig","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"1 Sehr wichtig","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"1 Sehr wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"2 Wichtig","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"2 Wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"3 Weniger wichtig","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"3 Weniger wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"4 Ganz unwichtig","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"4 Ganz unwichtig","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"1 Sehr wichtig","2003","kein Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2003","kein Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2003","direkter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2003","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2003","indirekter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"1 Sehr wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"2 Wichtig","2003","kein Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2003","kein Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2003","direkter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2003","direkter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2003","indirekter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"2 Wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"3 Weniger wichtig","2003","kein Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2003","kein Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2003","direkter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2003","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2003","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"3 Weniger wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"4 Ganz unwichtig","2003","kein Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2003","kein Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2003","direkter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2003","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2003","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"4 Ganz unwichtig","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"1 Sehr wichtig","2004","kein Migrationshintergrund","Westdeutschland","2601","","",""
"1 Sehr wichtig","2004","kein Migrationshintergrund","Ostdeutschland","1163","","",""
"1 Sehr wichtig","2004","direkter Migrationshintergrund","Westdeutschland","493","0.224737314648059","0.207755951285218","0.2417186780109"
"1 Sehr wichtig","2004","direkter Migrationshintergrund","Ostdeutschland","17","","",""
"1 Sehr wichtig","2004","indirekter Migrationshintergrund","Westdeutschland","294","","",""
"1 Sehr wichtig","2004","indirekter Migrationshintergrund","Ostdeutschland","15","","",""
"1 Sehr wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"1 Sehr wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"2 Wichtig","2004","kein Migrationshintergrund","Westdeutschland","6543","0.513304476666351","0.50452759729523","0.522081356037473"
"2 Wichtig","2004","kein Migrationshintergrund","Ostdeutschland","2588","","",""
"2 Wichtig","2004","direkter Migrationshintergrund","Westdeutschland","1086","","",""
"2 Wichtig","2004","direkter Migrationshintergrund","Ostdeutschland","36","0.421156285393912","0.31740564909383","0.524906921693994"
"2 Wichtig","2004","indirekter Migrationshintergrund","Westdeutschland","364","0.485137195033241","0.449321338831158","0.520953051235323"
"2 Wichtig","2004","indirekter Migrationshintergrund","Ostdeutschland","16","","",""
"2 Wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"2 Wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"3 Weniger wichtig","2004","kein Migrationshintergrund","Westdeutschland","2115","","",""
"3 Weniger wichtig","2004","kein Migrationshintergrund","Ostdeutschland","534","0.112071166312926","0.103152657760531","0.120989674865322"
"3 Weniger wichtig","2004","direkter Migrationshintergrund","Westdeutschland","506","0.219457886574914","0.202620127655831","0.236295645493997"
"3 Weniger wichtig","2004","direkter Migrationshintergrund","Ostdeutschland","8","0.0846121509753325","0.0261321455610009","0.143092156389664"
"3 Weniger wichtig","2004","indirekter Migrationshintergrund","Westdeutschland","76","0.0979378437839124","0.0766372949861825","0.119238392581642"
"3 Weniger wichtig","2004","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"3 Weniger wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"3 Weniger wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"4 Ganz unwichtig","2004","kein Migrationshintergrund","Westdeutschland","1199","","",""
"4 Ganz unwichtig","2004","kein Migrationshintergrund","Ostdeutschland","521","0.137443564790355","0.12770909788582","0.14717803169489"
"4 Ganz unwichtig","2004","direkter Migrationshintergrund","Westdeutschland","236","","",""
"4 Ganz unwichtig","2004","direkter Migrationshintergrund","Ostdeutschland","26","","",""
"4 Ganz unwichtig","2004","indirekter Migrationshintergrund","Westdeutschland","14","","",""
"4 Ganz unwichtig","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"4 Ganz unwichtig","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"1 Sehr wichtig","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"1 Sehr wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"2 Wichtig","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"2 Wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"3 Weniger wichtig","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"3 Weniger wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"4 Ganz unwichtig","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"4 Ganz unwichtig","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"1 Sehr wichtig","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"1 Sehr wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"2 Wichtig","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"2 Wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"3 Weniger wichtig","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"3 Weniger wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"4 Ganz unwichtig","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"4 Ganz unwichtig","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"1 Sehr wichtig","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"1 Sehr wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"2 Wichtig","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"2 Wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"3 Weniger wichtig","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3 Weniger wichtig","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3 Weniger wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"3 Weniger wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"4 Ganz unwichtig","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4 Ganz unwichtig","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"4 Ganz unwichtig","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"1 Sehr wichtig","2008","kein Migrationshintergrund","Westdeutschland","2017","","",""
"1 Sehr wichtig","2008","kein Migrationshintergrund","Ostdeutschland","924","0.212355835999384","0.200193967230796","0.224517704767971"
"1 Sehr wichtig","2008","direkter Migrationshintergrund","Westdeutschland","359","0.22021454652035","0.200782783521787","0.239646309518913"
"1 Sehr wichtig","2008","direkter Migrationshintergrund","Ostdeutschland","13","","",""
"1 Sehr wichtig","2008","indirekter Migrationshintergrund","Westdeutschland","274","","",""
"1 Sehr wichtig","2008","indirekter Migrationshintergrund","Ostdeutschland","12","","",""
"1 Sehr wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"1 Sehr wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"2 Wichtig","2008","kein Migrationshintergrund","Westdeutschland","5942","0.518750129846675","0.509556413014454","0.527943846678896"
"2 Wichtig","2008","kein Migrationshintergrund","Ostdeutschland","2349","","",""
"2 Wichtig","2008","direkter Migrationshintergrund","Westdeutschland","793","0.451773524707028","0.428436685753427","0.475110363660629"
"2 Wichtig","2008","direkter Migrationshintergrund","Ostdeutschland","23","","",""
"2 Wichtig","2008","indirekter Migrationshintergrund","Westdeutschland","334","0.489064937121964","0.45252651714906","0.525603357094868"
"2 Wichtig","2008","indirekter Migrationshintergrund","Ostdeutschland","26","","",""
"2 Wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"2 Wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"3 Weniger wichtig","2008","kein Migrationshintergrund","Westdeutschland","1968","","",""
"3 Weniger wichtig","2008","kein Migrationshintergrund","Ostdeutschland","532","0.118406268978163","0.10879845075754","0.128014087198786"
"3 Weniger wichtig","2008","direkter Migrationshintergrund","Westdeutschland","352","0.195227455178615","0.176640482479313","0.213814427877916"
"3 Weniger wichtig","2008","direkter Migrationshintergrund","Ostdeutschland","16","","",""
"3 Weniger wichtig","2008","indirekter Migrationshintergrund","Westdeutschland","90","0.127217692112061","0.10286144513585","0.151573939088273"
"3 Weniger wichtig","2008","indirekter Migrationshintergrund","Ostdeutschland","4","0.046577381077062","-0.0171540549161339","0.110308817070258"
"3 Weniger wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"3 Weniger wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"4 Ganz unwichtig","2008","kein Migrationshintergrund","Westdeutschland","1419","","",""
"4 Ganz unwichtig","2008","kein Migrationshintergrund","Ostdeutschland","539","0.134061462845995","0.123929380901537","0.144193544790453"
"4 Ganz unwichtig","2008","direkter Migrationshintergrund","Westdeutschland","243","","",""
"4 Ganz unwichtig","2008","direkter Migrationshintergrund","Ostdeutschland","20","","",""
"4 Ganz unwichtig","2008","indirekter Migrationshintergrund","Westdeutschland","21","","",""
"4 Ganz unwichtig","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4 Ganz unwichtig","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"4 Ganz unwichtig","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"1 Sehr wichtig","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2009","indirekter Migrationshintergrund","Westdeutschland","","","",""
"1 Sehr wichtig","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1 Sehr wichtig","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"1 Sehr wichtig","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"2 Wichtig","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"2 Wichtig","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"2 Wichtig","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
