"plh0107","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Sehr wichtig","1999","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","1999","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1999","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1999","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1999","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1999","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1999","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1999","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1999","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1999","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1999","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1999","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1999","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2003","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2003","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2003","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2003","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2003","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2003","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2003","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2003","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2003","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2003","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2003","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2003","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2003","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2003","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2003","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2003","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2003","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2003","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2003","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2003","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2003","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2003","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2003","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2003","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2004","kein Migrationshintergrund","Staedtischer Raum","2313","0.193382592502727","0.185965107170837","0.200800077834617"
"1 Sehr wichtig","2004","kein Migrationshintergrund","Laendlicher Raum","1451","0.214098864634972","0.204027988093664","0.22416974117628"
"1 Sehr wichtig","2004","direkter Migrationshintergrund","Staedtischer Raum","433","0.231774259951567","0.213225412490381","0.250323107412752"
"1 Sehr wichtig","2004","direkter Migrationshintergrund","Laendlicher Raum","77","0.190615082510561","0.153050407997216","0.228179757023905"
"1 Sehr wichtig","2004","indirekter Migrationshintergrund","Staedtischer Raum","272","0.425411767694746","0.387891296195571","0.462932239193921"
"1 Sehr wichtig","2004","indirekter Migrationshintergrund","Laendlicher Raum","37","0.300815761300361","0.216996220081779","0.384635302518942"
"1 Sehr wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2004","kein Migrationshintergrund","Staedtischer Raum","5740","0.516259612194026","0.506874175997868","0.525645048390184"
"2 Wichtig","2004","kein Migrationshintergrund","Laendlicher Raum","3391","0.513960804728252","0.501689894509396","0.526231714947107"
"2 Wichtig","2004","direkter Migrationshintergrund","Staedtischer Raum","921","0.449560297478921","0.427693320301009","0.471427274656833"
"2 Wichtig","2004","direkter Migrationshintergrund","Laendlicher Raum","201","0.458427780280611","0.410775125678338","0.506080434882883"
"2 Wichtig","2004","indirekter Migrationshintergrund","Staedtischer Raum","322","0.478336819974174","0.440427397149973","0.516246242798376"
"2 Wichtig","2004","indirekter Migrationshintergrund","Laendlicher Raum","58","0.505029183961194","0.413650014784132","0.596408353138257"
"2 Wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2004","kein Migrationshintergrund","Staedtischer Raum","1749","0.166901690528998","0.159898552174118","0.173904828883877"
"3 Weniger wichtig","2004","kein Migrationshintergrund","Laendlicher Raum","900","0.145062160193864","0.136416055863092","0.153708264524636"
"3 Weniger wichtig","2004","direkter Migrationshintergrund","Staedtischer Raum","425","0.212831881763394","0.194839361873266","0.230824401653523"
"3 Weniger wichtig","2004","direkter Migrationshintergrund","Laendlicher Raum","89","0.227996520617416","0.187873170786802","0.268119870448029"
"3 Weniger wichtig","2004","indirekter Migrationshintergrund","Staedtischer Raum","63","0.0820367472648419","0.0612109307210732","0.102862563808611"
"3 Weniger wichtig","2004","indirekter Migrationshintergrund","Laendlicher Raum","16","","",""
"3 Weniger wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2004","kein Migrationshintergrund","Staedtischer Raum","1089","0.123456104774249","0.117277970658307","0.129634238890191"
"4 Ganz unwichtig","2004","kein Migrationshintergrund","Laendlicher Raum","631","0.126878170442912","0.118706572154218","0.135049768731605"
"4 Ganz unwichtig","2004","direkter Migrationshintergrund","Staedtischer Raum","209","0.105833560806118","0.0923109425554884","0.119356179056748"
"4 Ganz unwichtig","2004","direkter Migrationshintergrund","Laendlicher Raum","53","0.122960616591413","0.0915543719127367","0.154366861270089"
"4 Ganz unwichtig","2004","indirekter Migrationshintergrund","Staedtischer Raum","10","","",""
"4 Ganz unwichtig","2004","indirekter Migrationshintergrund","Laendlicher Raum","4","","",""
"4 Ganz unwichtig","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2005","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2005","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2005","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2005","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2005","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2005","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2007","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2007","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2007","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2007","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2007","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","2007","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","2007","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2007","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2007","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2007","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2007","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","2007","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2007","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2007","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2007","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2007","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2007","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2007","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","2008","kein Migrationshintergrund","Staedtischer Raum","1786","0.173114536644601","0.16564965428501","0.180579419004191"
"1 Sehr wichtig","2008","kein Migrationshintergrund","Laendlicher Raum","1155","0.19524463103329","0.185062621907174","0.205426640159407"
"1 Sehr wichtig","2008","direkter Migrationshintergrund","Staedtischer Raum","307","0.221897846030836","0.200771054916887","0.243024637144786"
"1 Sehr wichtig","2008","direkter Migrationshintergrund","Laendlicher Raum","65","0.215237605148258","0.171095388107629","0.259379822188887"
"1 Sehr wichtig","2008","indirekter Migrationshintergrund","Staedtischer Raum","242","0.346237439434041","0.309605692967738","0.382869185900343"
"1 Sehr wichtig","2008","indirekter Migrationshintergrund","Laendlicher Raum","44","0.394507051742613","0.304393356412768","0.484620747072458"
"1 Sehr wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","2008","kein Migrationshintergrund","Staedtischer Raum","5164","0.51949788745894","0.509640244950598","0.529355529967282"
"2 Wichtig","2008","kein Migrationshintergrund","Laendlicher Raum","3127","0.527543433359586","0.51471947656937","0.540367390149803"
"2 Wichtig","2008","direkter Migrationshintergrund","Staedtischer Raum","666","0.450668872127457","0.425370966278288","0.475966777976627"
"2 Wichtig","2008","direkter Migrationshintergrund","Laendlicher Raum","150","0.442854001666129","0.389503222225888","0.49620478110637"
