,Unnamed: 0,year,age_gr,plh0033,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
332,332,2011,46-65 y.,Not concerned at all,0.30051,2933,28099,0.2896,0.31155
333,333,2011,66 and older,Very concerned,0.12653,595,28099,0.11902,0.13579
334,334,2011,66 and older,Somewhat concerned,0.43942,2121,28099,0.42539,0.45432
335,335,2011,66 and older,Not concerned at all,0.43404,2301,28099,0.42117,0.44733
336,336,2012,17-29 y.,Very concerned,0.20889,883,27517,0.19385,0.22484
337,337,2012,17-29 y.,Somewhat concerned,0.51611,2039,27517,0.49169,0.54352
338,338,2012,17-29 y.,Not concerned at all,0.275,1036,27517,0.25692,0.29218
339,339,2012,30-45 y.,Very concerned,0.21977,2025,27517,0.20707,0.23167
340,340,2012,30-45 y.,Somewhat concerned,0.51108,4694,27517,0.49378,0.53068
341,341,2012,30-45 y.,Not concerned at all,0.26914,2333,27517,0.25461,0.28597
342,342,2012,46-65 y.,Very concerned,0.21001,1896,27517,0.2013,0.22046
343,343,2012,46-65 y.,Somewhat concerned,0.49749,4621,27517,0.48169,0.51231
344,344,2012,46-65 y.,Not concerned at all,0.29249,2821,27517,0.28175,0.30324
345,345,2012,66 and older,Very concerned,0.14273,628,27517,0.13292,0.15465
346,346,2012,66 and older,Somewhat concerned,0.4238,2147,27517,0.41131,0.43591
347,347,2012,66 and older,Not concerned at all,0.43348,2394,27517,0.42144,0.44704
348,348,2013,17-29 y.,Very concerned,0.16257,847,30508,0.15051,0.17799
349,349,2013,17-29 y.,Somewhat concerned,0.49587,2485,30508,0.47654,0.51773
350,350,2013,17-29 y.,Not concerned at all,0.34156,1673,30508,0.3222,0.35877
351,351,2013,30-45 y.,Very concerned,0.17885,1984,30508,0.16718,0.19145
352,352,2013,30-45 y.,Somewhat concerned,0.51452,5443,30508,0.49529,0.53607
353,353,2013,30-45 y.,Not concerned at all,0.30663,2924,30508,0.29219,0.32105
354,354,2013,46-65 y.,Very concerned,0.18476,1878,30508,0.17553,0.1925
355,355,2013,46-65 y.,Somewhat concerned,0.49414,4974,30508,0.47895,0.50945
356,356,2013,46-65 y.,Not concerned at all,0.32111,3303,30508,0.31021,0.33359
357,357,2013,66 and older,Very concerned,0.10791,501,30508,0.1003,0.11521
358,358,2013,66 and older,Somewhat concerned,0.40218,1956,30508,0.3886,0.41698
359,359,2013,66 and older,Not concerned at all,0.48991,2540,30508,0.47471,0.50521
360,360,2014,17-29 y.,Very concerned,0.18513,837,26969,0.16941,0.2039
361,361,2014,17-29 y.,Somewhat concerned,0.4964,2097,26969,0.46866,0.52344
362,362,2014,17-29 y.,Not concerned at all,0.31847,1334,26969,0.29773,0.33736
363,363,2014,30-45 y.,Very concerned,0.18201,1695,26969,0.17056,0.19437
364,364,2014,30-45 y.,Somewhat concerned,0.49886,4410,26969,0.47887,0.51616
365,365,2014,30-45 y.,Not concerned at all,0.31913,2385,26969,0.29921,0.33547
366,366,2014,46-65 y.,Very concerned,0.17172,1689,26969,0.16203,0.18088
367,367,2014,46-65 y.,Somewhat concerned,0.48385,4409,26969,0.46994,0.49921
368,368,2014,46-65 y.,Not concerned at all,0.34442,3187,26969,0.33263,0.35753
369,369,2014,66 and older,Very concerned,0.0868,407,26969,0.07957,0.09434
370,370,2014,66 and older,Somewhat concerned,0.39626,1915,26969,0.38272,0.40995
371,371,2014,66 and older,Not concerned at all,0.51694,2604,26969,0.50106,0.5296
372,372,2015,17-29 y.,Very concerned,0.17093,835,26625,0.15602,0.18804
373,373,2015,17-29 y.,Somewhat concerned,0.51705,2262,26625,0.49235,0.55153
374,374,2015,17-29 y.,Not concerned at all,0.31202,1323,26625,0.29246,0.33511
375,375,2015,30-45 y.,Very concerned,0.17909,1632,26625,0.16754,0.19133
376,376,2015,30-45 y.,Somewhat concerned,0.50929,4340,26625,0.48729,0.53473
377,377,2015,30-45 y.,Not concerned at all,0.31162,2271,26625,0.2905,0.32982
378,378,2015,46-65 y.,Very concerned,0.15933,1523,26625,0.15077,0.16775
379,379,2015,46-65 y.,Somewhat concerned,0.47354,4338,26625,0.45876,0.48798
380,380,2015,46-65 y.,Not concerned at all,0.36712,3232,26625,0.35267,0.38055
381,381,2015,66 and older,Very concerned,0.08808,392,26625,0.08112,0.09422
382,382,2015,66 and older,Somewhat concerned,0.37162,1792,26625,0.35669,0.38735
383,383,2015,66 and older,Not concerned at all,0.5403,2685,26625,0.52488,0.55639
384,384,2016,17-29 y.,Very concerned,0.15363,856,27108,0.13689,0.17096
385,385,2016,17-29 y.,Somewhat concerned,0.46784,2279,27108,0.44449,0.49393
386,386,2016,17-29 y.,Not concerned at all,0.37853,1685,27108,0.35453,0.40691
387,387,2016,30-45 y.,Very concerned,0.16063,1697,27108,0.148,0.1735
388,388,2016,30-45 y.,Somewhat concerned,0.49774,4323,27108,0.4764,0.52124
389,389,2016,30-45 y.,Not concerned at all,0.34163,2553,27108,0.32281,0.36081
390,390,2016,46-65 y.,Very concerned,0.15721,1551,27108,0.14836,0.16687
391,391,2016,46-65 y.,Somewhat concerned,0.4484,4100,27108,0.43196,0.46408
392,392,2016,46-65 y.,Not concerned at all,0.39439,3347,27108,0.37879,0.41071
393,393,2016,66 and older,Very concerned,0.08986,405,27108,0.08265,0.09852
394,394,2016,66 and older,Somewhat concerned,0.36707,1678,27108,0.35348,0.38168
395,395,2016,66 and older,Not concerned at all,0.54307,2634,27108,0.52572,0.56068
396,396,2017,17-29 y.,Very concerned,0.15895,1124,30344,0.14662,0.17338
397,397,2017,17-29 y.,Somewhat concerned,0.49238,2699,30344,0.46824,0.51971
398,398,2017,17-29 y.,Not concerned at all,0.34867,1922,30344,0.32846,0.37338
399,399,2017,30-45 y.,Very concerned,0.1753,1905,30344,0.16041,0.1908
400,400,2017,30-45 y.,Somewhat concerned,0.49143,4564,30344,0.46792,0.51309
401,401,2017,30-45 y.,Not concerned at all,0.33327,2621,30344,0.31522,0.35172
402,402,2017,46-65 y.,Very concerned,0.16338,1809,30344,0.15471,0.17167
403,403,2017,46-65 y.,Somewhat concerned,0.4724,4987,30344,0.45686,0.48727
404,404,2017,46-65 y.,Not concerned at all,0.36422,3745,30344,0.35085,0.37725
405,405,2017,66 and older,Very concerned,0.08825,386,30344,0.08055,0.09637
406,406,2017,66 and older,Somewhat concerned,0.39964,1958,30344,0.38451,0.41448
407,407,2017,66 and older,Not concerned at all,0.51211,2624,30344,0.49499,0.52914
408,408,2018,17-29 y.,Very concerned,0.11745,844,29109,0.10529,0.13178
409,409,2018,17-29 y.,Somewhat concerned,0.48473,2576,29109,0.45667,0.50773
410,410,2018,17-29 y.,Not concerned at all,0.39782,2035,29109,0.3749,0.42232
411,411,2018,30-45 y.,Very concerned,0.11733,1408,29109,0.10623,0.13016
412,412,2018,30-45 y.,Somewhat concerned,0.49303,4210,29109,0.47276,0.51459
413,413,2018,30-45 y.,Not concerned at all,0.38964,2799,29109,0.36698,0.40748
414,414,2018,46-65 y.,Very concerned,0.11299,1347,29109,0.10614,0.12113
415,415,2018,46-65 y.,Somewhat concerned,0.45301,4681,29109,0.43803,0.46975
416,416,2018,46-65 y.,Not concerned at all,0.434,4208,29109,0.41682,0.4488
417,417,2018,66 and older,Very concerned,0.05291,277,29109,0.04595,0.06062
418,418,2018,66 and older,Somewhat concerned,0.33216,1589,29109,0.31949,0.3469
419,419,2018,66 and older,Not concerned at all,0.61493,3135,29109,0.59629,0.63097
420,420,2019,17-29 y.,Very concerned,0.15785,781,28949,0.13995,0.17731
421,421,2019,17-29 y.,Somewhat concerned,0.50687,2302,28949,0.47547,0.53192
422,422,2019,17-29 y.,Not concerned at all,0.33528,1725,28949,0.31386,0.35631
423,423,2019,30-45 y.,Very concerned,0.13295,1299,28949,0.12039,0.14732
424,424,2019,30-45 y.,Somewhat concerned,0.50054,3970,28949,0.47608,0.52363
425,425,2019,30-45 y.,Not concerned at all,0.36651,2662,28949,0.33753,0.3869
426,426,2019,46-65 y.,Very concerned,0.13768,1451,28949,0.12781,0.14863
427,427,2019,46-65 y.,Somewhat concerned,0.45932,5081,28949,0.44325,0.47823
428,428,2019,46-65 y.,Not concerned at all,0.403,4489,28949,0.38751,0.4175
429,429,2019,66 and older,Very concerned,0.06451,332,28949,0.05707,0.07274
430,430,2019,66 and older,Somewhat concerned,0.35143,1778,28949,0.33238,0.3684
431,431,2019,66 and older,Not concerned at all,0.58407,3079,28949,0.56416,0.60531
432,432,2020,17-29 y.,Very concerned,0.114,760,29267,0.0991,0.12654
433,433,2020,17-29 y.,Somewhat concerned,0.483,2597,29267,0.45857,0.52412
434,434,2020,17-29 y.,Not concerned at all,0.403,2059,29267,0.37546,0.4304
435,435,2020,30-45 y.,Very concerned,0.13277,1337,29267,0.11788,0.14693
436,436,2020,30-45 y.,Somewhat concerned,0.4828,4202,29267,0.45521,0.5057
437,437,2020,30-45 y.,Not concerned at all,0.38444,2917,29267,0.35987,0.40915
438,438,2020,46-65 y.,Very concerned,0.13876,1388,29267,0.13051,0.15094
439,439,2020,46-65 y.,Somewhat concerned,0.46445,4886,29267,0.44833,0.48346
440,440,2020,46-65 y.,Not concerned at all,0.39679,4214,29267,0.37915,0.41334
441,441,2020,66 and older,Very concerned,0.05147,273,29267,0.04407,0.05916
442,442,2020,66 and older,Somewhat concerned,0.33688,1639,29267,0.31689,0.35602
443,443,2020,66 and older,Not concerned at all,0.61165,2995,29267,0.59153,0.63499
444,444,2021,17-29 y.,Very concerned,0.14351,476,19487,0.11988,0.16869
445,445,2021,17-29 y.,Somewhat concerned,0.42586,1402,19487,0.38957,0.46646
446,446,2021,17-29 y.,Not concerned at all,0.43063,1387,19487,0.39957,0.46675
447,447,2021,30-45 y.,Very concerned,0.12885,843,19487,0.11367,0.14461
448,448,2021,30-45 y.,Somewhat concerned,0.43634,2396,19487,0.40272,0.46564
449,449,2021,30-45 y.,Not concerned at all,0.43481,2088,19487,0.40406,0.46457
450,450,2021,46-65 y.,Very concerned,0.12986,895,19487,0.11628,0.14309
451,451,2021,46-65 y.,Somewhat concerned,0.43214,3084,19487,0.40766,0.45361
452,452,2021,46-65 y.,Not concerned at all,0.43799,3338,19487,0.41782,0.45854
453,453,2021,66 and older,Very concerned,0.06362,215,19487,0.05476,0.07278
454,454,2021,66 and older,Somewhat concerned,0.31615,1059,19487,0.2994,0.33764
455,455,2021,66 and older,Not concerned at all,0.62023,2304,19487,0.59422,0.64658
