"plh0033","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Keine Sorgen","2013","4","2563","0.395802505877736","0.383897700297109","0.407707311458363"
"Keine Sorgen","2013","5 Einkommensstärkstes Quintil","3619","0.515904381585212","0.503963867892807","0.527844895277617"
"Einige Sorgen","2014","1 Einkommensschwächstes Quintil","1944","0.480328334271414","0.465122344446492","0.495534324096337"
"Einige Sorgen","2014","2","2696","0.506152669707622","0.492563793562418","0.519741545852825"
"Einige Sorgen","2014","3","2595","0.516589814092049","0.502504041594325","0.530675586589773"
"Einige Sorgen","2014","4","3049","0.475123185543849","0.462640358070142","0.487606013017557"
"Einige Sorgen","2014","5 Einkommensstärkstes Quintil","2547","0.397652845549864","0.385880249688349","0.409425441411379"
"Grosse Sorgen","2014","1 Einkommensschwächstes Quintil","1477","0.329534174150914","0.31522812784901","0.343840220452817"
"Grosse Sorgen","2014","2","1300","0.228524219467109","0.217111906197552","0.239936532736665"
"Grosse Sorgen","2014","3","738","0.147073105613707","0.1370898454781","0.157056365749314"
"Grosse Sorgen","2014","4","667","0.108080146995901","0.100319158487438","0.115841135504363"
"Grosse Sorgen","2014","5 Einkommensstärkstes Quintil","446","0.0618203468951024","0.0560273208575687","0.067613372932636"
"Keine Sorgen","2014","1 Einkommensschwächstes Quintil","726","0.190137491577672","0.178194294451032","0.202080688704311"
"Keine Sorgen","2014","2","1204","0.26532311082527","0.253323085883732","0.277323135766807"
"Keine Sorgen","2014","3","1502","0.336337080294245","0.32301993912981","0.349654221458679"
"Keine Sorgen","2014","4","2432","0.41679666746025","0.404472622358454","0.429120712562047"
"Keine Sorgen","2014","5 Einkommensstärkstes Quintil","3646","0.540526807555033","0.528539118633709","0.552514496476358"
"Einige Sorgen","2015","1 Einkommensschwächstes Quintil","2023","0.476753373222057","0.461572178373442","0.491934568070672"
"Einige Sorgen","2015","2","2455","0.509582236403292","0.495195146569747","0.523969326236837"
"Einige Sorgen","2015","3","2552","0.503517017425126","0.489307267720539","0.517726767129714"
"Einige Sorgen","2015","4","2935","0.471330769927145","0.45880916000665","0.483852379847639"
"Einige Sorgen","2015","5 Einkommensstärkstes Quintil","2767","0.404329469779005","0.392806490644176","0.415852448913834"
"Grosse Sorgen","2015","1 Einkommensschwächstes Quintil","1418","0.326843589912724","0.312586403522777","0.341100776302671"
"Grosse Sorgen","2015","2","1098","0.218869511032322","0.206969779939218","0.230769242125427"
"Grosse Sorgen","2015","3","699","0.145492814081318","0.135471935508192","0.155513692654445"
"Grosse Sorgen","2015","4","712","0.105398523338425","0.0976959236915812","0.11310112298527"
"Grosse Sorgen","2015","5 Einkommensstärkstes Quintil","455","0.0635263671448526","0.0577994775970999","0.0692532566926054"
"Keine Sorgen","2015","1 Einkommensschwächstes Quintil","717","0.196403036865219","0.184327704553656","0.208478369176782"
"Keine Sorgen","2015","2","1085","0.271548252564386","0.258748351294453","0.284348153834319"
"Keine Sorgen","2015","3","1505","0.350990168493555","0.337425778063702","0.364554558923409"
"Keine Sorgen","2015","4","2458","0.42327070673443","0.410877024159223","0.435664389309637"
"Keine Sorgen","2015","5 Einkommensstärkstes Quintil","3746","0.532144163076142","0.520428558702526","0.543859767449758"
"Einige Sorgen","2016","1 Einkommensschwächstes Quintil","2856","0.477071039555488","0.464470581023636","0.489671498087341"
"Einige Sorgen","2016","2","2082","0.485763680608808","0.470498610140721","0.501028751076896"
"Einige Sorgen","2016","3","2145","0.479676807809709","0.464566054826133","0.494787560793285"
"Einige Sorgen","2016","4","2832","0.474190843506993","0.461485056493509","0.486896630520476"
"Einige Sorgen","2016","5 Einkommensstärkstes Quintil","2465","0.362372143018164","0.350965620113574","0.373778665922754"
"Grosse Sorgen","2016","1 Einkommensschwächstes Quintil","1841","0.319063929352558","0.307305061756098","0.330822796949019"
"Grosse Sorgen","2016","2","993","0.236605019526332","0.223624515781157","0.249585523271507"
"Grosse Sorgen","2016","3","659","0.15414184698347","0.143220298882591","0.165063395084349"
"Grosse Sorgen","2016","4","592","0.0922919707479129","0.0849270858262211","0.0996568556696047"
"Grosse Sorgen","2016","5 Einkommensstärkstes Quintil","424","0.0573689726158547","0.051850719272365","0.0628872259593444"
"Keine Sorgen","2016","1 Einkommensschwächstes Quintil","1339","0.203865031091953","0.193701650376468","0.214028411807439"
"Keine Sorgen","2016","2","1043","0.27763129986486","0.263953426042156","0.291309173687564"
"Keine Sorgen","2016","3","1395","0.366181345206821","0.351609794555395","0.380752895858247"
"Keine Sorgen","2016","4","2509","0.433517185745095","0.420907407601187","0.446126963889003"
"Keine Sorgen","2016","5 Einkommensstärkstes Quintil","3933","0.580258884365981","0.568547886844193","0.591969881887769"
"Einige Sorgen","2017","1 Einkommensschwächstes Quintil","3032","0.477051097761692","0.465044646472576","0.489057549050808"
"Einige Sorgen","2017","2","2184","0.508330309652079","0.493230718388813","0.523429900915345"
"Einige Sorgen","2017","3","2455","0.527628749168879","0.513089134891619","0.542168363446139"
"Einige Sorgen","2017","4","3264","0.49193600018331","0.479829801264091","0.504042199102529"
"Einige Sorgen","2017","5 Einkommensstärkstes Quintil","3276","0.383267015615332","0.372876823324054","0.39365720790661"
"Grosse Sorgen","2017","1 Einkommensschwächstes Quintil","2253","0.346746686188084","0.335306066313143","0.358187306063025"
"Grosse Sorgen","2017","2","1083","0.246619188135128","0.233600231524993","0.259638144745263"
"Grosse Sorgen","2017","3","735","0.156364771289345","0.145787010509351","0.166942532069339"
"Grosse Sorgen","2017","4","663","0.102198703553911","0.0948635856559131","0.109533821451909"
"Grosse Sorgen","2017","5 Einkommensstärkstes Quintil","492","0.065892437648572","0.0605904280978926","0.0711944471992514"
"Keine Sorgen","2017","1 Einkommensschwächstes Quintil","1363","0.176202216050224","0.167043837757656","0.185360594342792"
"Keine Sorgen","2017","2","944","0.245050502212793","0.232059513093168","0.258041491332418"
"Keine Sorgen","2017","3","1339","0.316006479541776","0.30246640926918","0.329546549814372"
"Keine Sorgen","2017","4","2624","0.405865296262779","0.39397404076048","0.417756551765077"
"Keine Sorgen","2017","5 Einkommensstärkstes Quintil","4643","0.550840546736096","0.540210443136258","0.561470650335933"
"Einige Sorgen","2018","1 Einkommensschwächstes Quintil","2691","0.487527412019581","0.474605566310167","0.500449257728995"
"Einige Sorgen","2018","2","1983","0.502837731726955","0.487091111542165","0.518584351911744"
"Einige Sorgen","2018","3","2209","0.511241307306933","0.49625161615845","0.526230998455415"
"Einige Sorgen","2018","4","3120","0.460133413034016","0.448130876423968","0.472135949644063"
"Einige Sorgen","2018","5 Einkommensstärkstes Quintil","3053","0.354895578914506","0.344778240881507","0.365012916947505"
"Grosse Sorgen","2018","1 Einkommensschwächstes Quintil","1728","0.290653150101809","0.278914813724983","0.302391486478636"
"Grosse Sorgen","2018","2","825","0.182404912331692","0.170242723436816","0.194567101226568"
"Grosse Sorgen","2018","3","509","0.11220828990282","0.102743728709435","0.121672851096205"
"Grosse Sorgen","2018","4","499","0.0680955362625874","0.062029109662221","0.0741619628629537"
"Grosse Sorgen","2018","5 Einkommensstärkstes Quintil","315","0.0380363161025962","0.0339916793930249","0.0420809528121675"
"Keine Sorgen","2018","1 Einkommensschwächstes Quintil","1329","0.22181943787861","0.211078809244804","0.232560066512416"
"Keine Sorgen","2018","2","1065","0.314757355941353","0.300131055912926","0.329383655969781"
"Keine Sorgen","2018","3","1554","0.376550402790248","0.362021102440256","0.391079703140239"
"Keine Sorgen","2018","4","3005","0.471771050703397","0.459749384297074","0.48379271710972"
"Keine Sorgen","2018","5 Einkommensstärkstes Quintil","5224","0.607068104982898","0.596741006796624","0.617395203169172"
"Einige Sorgen","2019","1 Einkommensschwächstes Quintil","2167","0.465241351674987","0.451053690810932","0.479429012539042"
"Einige Sorgen","2019","2","1828","0.514063088436479","0.497640437038136","0.530485739834822"
"Einige Sorgen","2019","3","1970","0.51084465502745","0.494978104578373","0.526711205476528"
"Einige Sorgen","2019","4","3090","0.480809441039721","0.468515753677712","0.49310312840173"
"Einige Sorgen","2019","5 Einkommensstärkstes Quintil","4113","0.386053195617369","0.376778233960481","0.395328157274257"
"Grosse Sorgen","2019","1 Einkommensschwächstes Quintil","1299","0.30995678680542","0.296802071445147","0.323111502165694"
"Grosse Sorgen","2019","2","826","0.211361908264325","0.197946701992378","0.224777114536272"
"Grosse Sorgen","2019","3","584","0.147721028795852","0.136458738002521","0.158983319589184"
"Grosse Sorgen","2019","4","644","0.106737134051439","0.0991394769905985","0.114334791112279"
"Grosse Sorgen","2019","5 Einkommensstärkstes Quintil","522","0.0494123978402455","0.0452834707594312","0.0535413249210598"
"Keine Sorgen","2019","1 Einkommensschwächstes Quintil","1282","0.224801861519593","0.212927806743218","0.236675916295967"
"Keine Sorgen","2019","2","904","0.274575003299196","0.259910347425995","0.289239659172396"
"Keine Sorgen","2019","3","1259","0.341434316176697","0.326383230741838","0.356485401611557"
"Keine Sorgen","2019","4","2611","0.41245342490884","0.400340727044627","0.424566122773054"
"Keine Sorgen","2019","5 Einkommensstärkstes Quintil","5949","0.564534406542386","0.555088463843429","0.573980349241343"
"Einige Sorgen","2020","1 Einkommensschwächstes Quintil","2141","0.482291368375957","0.467540256875961","0.497042479875952"
"Einige Sorgen","2020","2","1956","0.494680893403718","0.479019599638625","0.510342187168812"
"Einige Sorgen","2020","3","1867","0.51963745064494","0.503364413309568","0.535910487980312"
"Einige Sorgen","2020","4","3162","0.475804327464787","0.46376209942321","0.487846555506364"
"Einige Sorgen","2020","5 Einkommensstärkstes Quintil","4239","0.372476019558795","0.363369375863028","0.381582663254563"
"Grosse Sorgen","2020","1 Einkommensschwächstes Quintil","1071","0.278836031306937","0.265598141718239","0.292073920895636"
"Grosse Sorgen","2020","2","780","0.191635013941182","0.1793061407365","0.203963887145864"
"Grosse Sorgen","2020","3","529","0.129604444676653","0.118664827896982","0.140544061456324"
"Grosse Sorgen","2020","4","715","0.0971799288843986","0.0900376824837988","0.104322175284998"
"Grosse Sorgen","2020","5 Einkommensstärkstes Quintil","673","0.0628431006422818","0.0582719137427589","0.0674142875418048"
"Keine Sorgen","2020","1 Einkommensschwächstes Quintil","1196","0.238872600317106","0.226285110133894","0.251460090500318"
"Keine Sorgen","2020","2","1179","0.313684092655099","0.299149914205174","0.328218271105025"
"Keine Sorgen","2020","3","1225","0.350758104678407","0.335214886098293","0.36630132325852"
"Keine Sorgen","2020","4","2730","0.427015743650815","0.415088523763288","0.438942963538342"
"Keine Sorgen","2020","5 Einkommensstärkstes Quintil","5915","0.564680879798923","0.555341900013346","0.5740198595845"
