"plh0033","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Keine Sorgen","1994","Schleswig-Holstein","direkter Migrationshintergrund","7","0.175029556894246","0.0289678713062921","0.3210912424822"
"Keine Sorgen","1994","Schleswig-Holstein","indirekter Migrationshintergrund","2","","",""
"Keine Sorgen","1994","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Hamburg","kein Migrationshintergrund","38","0.401665563806433","0.305581272721986","0.49774985489088"
"Keine Sorgen","1994","Hamburg","direkter Migrationshintergrund","2","","",""
"Keine Sorgen","1994","Hamburg","indirekter Migrationshintergrund","4","0.185715990571047","-0.0837572842682125","0.455189265410307"
"Keine Sorgen","1994","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Niedersachsen","kein Migrationshintergrund","286","","",""
"Keine Sorgen","1994","Niedersachsen","direkter Migrationshintergrund","23","","",""
"Keine Sorgen","1994","Niedersachsen","indirekter Migrationshintergrund","9","0.306084380972732","0.151173277213706","0.460995484731757"
"Keine Sorgen","1994","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Bremen","kein Migrationshintergrund","26","","",""
"Keine Sorgen","1994","Bremen","direkter Migrationshintergrund","3","","",""
"Keine Sorgen","1994","Bremen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1994","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Nordrhein-Westfalen","kein Migrationshintergrund","566","0.343007742979964","0.320566741199647","0.365448744760281"
"Keine Sorgen","1994","Nordrhein-Westfalen","direkter Migrationshintergrund","109","","",""
"Keine Sorgen","1994","Nordrhein-Westfalen","indirekter Migrationshintergrund","37","0.31492641472365","0.23852927930821","0.39132355013909"
"Keine Sorgen","1994","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Hessen","kein Migrationshintergrund","193","","",""
"Keine Sorgen","1994","Hessen","direkter Migrationshintergrund","77","0.329690634047606","0.276045784484628","0.383335483610584"
"Keine Sorgen","1994","Hessen","indirekter Migrationshintergrund","12","","",""
"Keine Sorgen","1994","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","154","","",""
"Keine Sorgen","1994","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","26","","",""
"Keine Sorgen","1994","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1994","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Baden-Wuerttemberg","kein Migrationshintergrund","333","0.37014244732695","0.339772496214324","0.400512398439577"
"Keine Sorgen","1994","Baden-Wuerttemberg","direkter Migrationshintergrund","134","","",""
"Keine Sorgen","1994","Baden-Wuerttemberg","indirekter Migrationshintergrund","36","0.258308252565174","0.181576706545585","0.335039798584762"
"Keine Sorgen","1994","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Bayern","kein Migrationshintergrund","372","0.323895212880296","0.297194899575137","0.350595526185456"
"Keine Sorgen","1994","Bayern","direkter Migrationshintergrund","59","0.234674566428292","0.188670589585305","0.280678543271278"
"Keine Sorgen","1994","Bayern","indirekter Migrationshintergrund","14","","",""
"Keine Sorgen","1994","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Saarland","kein Migrationshintergrund","","","",""
"Keine Sorgen","1994","Saarland","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1994","Saarland","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1994","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Berlin","kein Migrationshintergrund","89","0.239093480470283","0.199419467990906","0.278767492949661"
"Keine Sorgen","1994","Berlin","direkter Migrationshintergrund","22","","",""
"Keine Sorgen","1994","Berlin","indirekter Migrationshintergrund","4","0.113833843905379","-0.0289781132685313","0.256645801079288"
"Keine Sorgen","1994","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Brandenburg","kein Migrationshintergrund","73","0.155058379020169","0.125701989673287","0.184414768367051"
"Keine Sorgen","1994","Brandenburg","direkter Migrationshintergrund","4","0.298351143654319","0.0869849129122825","0.509717374396356"
"Keine Sorgen","1994","Brandenburg","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1994","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Mecklenburg-Vorpommern","kein Migrationshintergrund","49","0.148096737840465","0.113112824796335","0.183080650884594"
"Keine Sorgen","1994","Mecklenburg-Vorpommern","direkter Migrationshintergrund","1","","",""
"Keine Sorgen","1994","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1994","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Sachsen","kein Migrationshintergrund","181","","",""
"Keine Sorgen","1994","Sachsen","direkter Migrationshintergrund","10","","",""
"Keine Sorgen","1994","Sachsen","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1994","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Sachsen-Anhalt","kein Migrationshintergrund","85","0.161299350885791","0.133386450000392","0.189212251771191"
"Keine Sorgen","1994","Sachsen-Anhalt","direkter Migrationshintergrund","6","0.296563545083604","0.138313289585781","0.454813800581427"
"Keine Sorgen","1994","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1994","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1994","Thueringen","kein Migrationshintergrund","79","0.143672296459258","0.116390828044909","0.170953764873606"
"Keine Sorgen","1994","Thueringen","direkter Migrationshintergrund","3","","",""
"Keine Sorgen","1994","Thueringen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1994","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Schleswig-Holstein","kein Migrationshintergrund","20","","",""
"Grosse Sorgen","1995","Schleswig-Holstein","direkter Migrationshintergrund","11","","",""
"Grosse Sorgen","1995","Schleswig-Holstein","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1995","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Hamburg","kein Migrationshintergrund","10","","",""
"Grosse Sorgen","1995","Hamburg","direkter Migrationshintergrund","8","0.366350761129674","0.187890270265024","0.544811251994323"
"Grosse Sorgen","1995","Hamburg","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1995","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Niedersachsen","kein Migrationshintergrund","118","","",""
"Grosse Sorgen","1995","Niedersachsen","direkter Migrationshintergrund","73","0.325963404372606","0.261798534007985","0.390128274737228"
"Grosse Sorgen","1995","Niedersachsen","indirekter Migrationshintergrund","10","","",""
"Grosse Sorgen","1995","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Bremen","kein Migrationshintergrund","16","","",""
"Grosse Sorgen","1995","Bremen","direkter Migrationshintergrund","11","","",""
"Grosse Sorgen","1995","Bremen","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1995","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Nordrhein-Westfalen","kein Migrationshintergrund","252","","",""
"Grosse Sorgen","1995","Nordrhein-Westfalen","direkter Migrationshintergrund","204","","",""
"Grosse Sorgen","1995","Nordrhein-Westfalen","indirekter Migrationshintergrund","45","0.189700084283307","0.127372118081748","0.252028050484866"
"Grosse Sorgen","1995","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Hessen","kein Migrationshintergrund","80","0.128585451978347","0.101153393523667","0.156017510433027"
"Grosse Sorgen","1995","Hessen","direkter Migrationshintergrund","70","0.220000856326929","0.174327408379748","0.26567430427411"
"Grosse Sorgen","1995","Hessen","indirekter Migrationshintergrund","12","","",""
"Grosse Sorgen","1995","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","86","0.13997814622418","0.109895052041832","0.170061240406527"
"Grosse Sorgen","1995","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","42","0.23223171769928","0.17019998096881","0.294263454429749"
"Grosse Sorgen","1995","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","4","0.206784724497475","0.00183033554393061","0.41173911345102"
"Grosse Sorgen","1995","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Baden-Wuerttemberg","kein Migrationshintergrund","134","","",""
"Grosse Sorgen","1995","Baden-Wuerttemberg","direkter Migrationshintergrund","199","","",""
"Grosse Sorgen","1995","Baden-Wuerttemberg","indirekter Migrationshintergrund","26","","",""
"Grosse Sorgen","1995","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Bayern","kein Migrationshintergrund","150","","",""
"Grosse Sorgen","1995","Bayern","direkter Migrationshintergrund","101","","",""
"Grosse Sorgen","1995","Bayern","indirekter Migrationshintergrund","15","","",""
"Grosse Sorgen","1995","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Saarland","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1995","Saarland","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1995","Saarland","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1995","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Berlin","kein Migrationshintergrund","100","","",""
"Grosse Sorgen","1995","Berlin","direkter Migrationshintergrund","30","0.395081953395947","0.297795114869279","0.492368791922616"
"Grosse Sorgen","1995","Berlin","indirekter Migrationshintergrund","5","0.407900828834096","0.174287213329407","0.641514444338784"
"Grosse Sorgen","1995","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Brandenburg","kein Migrationshintergrund","143","","",""
"Grosse Sorgen","1995","Brandenburg","direkter Migrationshintergrund","2","","",""
"Grosse Sorgen","1995","Brandenburg","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1995","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Mecklenburg-Vorpommern","kein Migrationshintergrund","109","","",""
"Grosse Sorgen","1995","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Grosse Sorgen","1995","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1995","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Sachsen","kein Migrationshintergrund","233","","",""
"Grosse Sorgen","1995","Sachsen","direkter Migrationshintergrund","12","","",""
"Grosse Sorgen","1995","Sachsen","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1995","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Sachsen-Anhalt","kein Migrationshintergrund","174","","",""
"Grosse Sorgen","1995","Sachsen-Anhalt","direkter Migrationshintergrund","8","0.290617785482117","0.128141977231618","0.453093593732616"
"Grosse Sorgen","1995","Sachsen-Anhalt","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1995","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1995","Thueringen","kein Migrationshintergrund","154","","",""
"Grosse Sorgen","1995","Thueringen","direkter Migrationshintergrund","7","0.23296391330458","0.0672609361126828","0.398666890496478"
"Grosse Sorgen","1995","Thueringen","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1995","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Schleswig-Holstein","kein Migrationshintergrund","132","","",""
"Einige Sorgen","1995","Schleswig-Holstein","direkter Migrationshintergrund","16","","",""
"Einige Sorgen","1995","Schleswig-Holstein","indirekter Migrationshintergrund","2","","",""
"Einige Sorgen","1995","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Hamburg","kein Migrationshintergrund","43","0.519195512016384","0.41872560283966","0.619665421193108"
"Einige Sorgen","1995","Hamburg","direkter Migrationshintergrund","12","","",""
"Einige Sorgen","1995","Hamburg","indirekter Migrationshintergrund","2","","",""
"Einige Sorgen","1995","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Niedersachsen","kein Migrationshintergrund","375","0.462576629039399","0.427830216866207","0.497323041212591"
"Einige Sorgen","1995","Niedersachsen","direkter Migrationshintergrund","93","0.389802823723048","0.323040914534503","0.456564732911593"
"Einige Sorgen","1995","Niedersachsen","indirekter Migrationshintergrund","18","","",""
"Einige Sorgen","1995","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Bremen","kein Migrationshintergrund","29","","",""
"Einige Sorgen","1995","Bremen","direkter Migrationshintergrund","3","","",""
"Einige Sorgen","1995","Bremen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1995","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Nordrhein-Westfalen","kein Migrationshintergrund","866","0.491826172551417","0.468240967291811","0.515411377811024"
"Einige Sorgen","1995","Nordrhein-Westfalen","direkter Migrationshintergrund","345","0.49779850406573","0.460190611417715","0.535406396713746"
"Einige Sorgen","1995","Nordrhein-Westfalen","indirekter Migrationshintergrund","68","0.444830625179535","0.365828934202711","0.523832316156358"
"Einige Sorgen","1995","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Hessen","kein Migrationshintergrund","256","","",""
"Einige Sorgen","1995","Hessen","direkter Migrationshintergrund","164","","",""
"Einige Sorgen","1995","Hessen","indirekter Migrationshintergrund","28","","",""
"Einige Sorgen","1995","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","238","","",""
"Einige Sorgen","1995","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","88","0.455828685468205","0.382663119199698","0.528994251736713"
"Einige Sorgen","1995","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","8","0.637078410081624","0.393743002374925","0.880413817788322"
"Einige Sorgen","1995","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Baden-Wuerttemberg","kein Migrationshintergrund","501","0.493785441511053","0.462499441326541","0.525071441695565"
"Einige Sorgen","1995","Baden-Wuerttemberg","direkter Migrationshintergrund","311","0.410325411768735","0.373162394074917","0.447488429462552"
"Einige Sorgen","1995","Baden-Wuerttemberg","indirekter Migrationshintergrund","64","0.459899918111593","0.372877407990185","0.546922428233001"
"Einige Sorgen","1995","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Bayern","kein Migrationshintergrund","638","0.515063824310821","0.486798797419633","0.543328851202009"
"Einige Sorgen","1995","Bayern","direkter Migrationshintergrund","212","","",""
"Einige Sorgen","1995","Bayern","indirekter Migrationshintergrund","44","0.59003988475445","0.481585770103125","0.698493999405775"
"Einige Sorgen","1995","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Saarland","kein Migrationshintergrund","","","",""
"Einige Sorgen","1995","Saarland","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1995","Saarland","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1995","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Berlin","kein Migrationshintergrund","239","","",""
"Einige Sorgen","1995","Berlin","direkter Migrationshintergrund","44","0.423898520627952","0.325555697919928","0.522241343335975"
"Einige Sorgen","1995","Berlin","indirekter Migrationshintergrund","8","0.383487801944564","0.152350390925714","0.614625212963413"
"Einige Sorgen","1995","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Brandenburg","kein Migrationshintergrund","345","0.603987949583987","0.563696934123807","0.644278965044167"
"Einige Sorgen","1995","Brandenburg","direkter Migrationshintergrund","8","0.422459603468555","0.187654567482744","0.657264639454367"
"Einige Sorgen","1995","Brandenburg","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","1995","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Mecklenburg-Vorpommern","kein Migrationshintergrund","201","","",""
"Einige Sorgen","1995","Mecklenburg-Vorpommern","direkter Migrationshintergrund","12","","",""
"Einige Sorgen","1995","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","2","","",""
"Einige Sorgen","1995","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Sachsen","kein Migrationshintergrund","572","0.514140927042886","0.483794296436273","0.5444875576495"
"Einige Sorgen","1995","Sachsen","direkter Migrationshintergrund","17","","",""
"Einige Sorgen","1995","Sachsen","indirekter Migrationshintergrund","3","","",""
"Einige Sorgen","1995","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Sachsen-Anhalt","kein Migrationshintergrund","382","0.59032752559553","0.552434362412846","0.628220688778214"
"Einige Sorgen","1995","Sachsen-Anhalt","direkter Migrationshintergrund","10","","",""
"Einige Sorgen","1995","Sachsen-Anhalt","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","1995","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1995","Thueringen","kein Migrationshintergrund","366","0.583089572096503","0.544279784795659","0.621899359397346"
"Einige Sorgen","1995","Thueringen","direkter Migrationshintergrund","14","","",""
"Einige Sorgen","1995","Thueringen","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","1995","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Schleswig-Holstein","kein Migrationshintergrund","89","0.354820786382754","0.294414201940864","0.415227370824644"
"Keine Sorgen","1995","Schleswig-Holstein","direkter Migrationshintergrund","7","0.22674159287305","0.0859954329973796","0.367487752748721"
"Keine Sorgen","1995","Schleswig-Holstein","indirekter Migrationshintergrund","2","","",""
"Keine Sorgen","1995","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Hamburg","kein Migrationshintergrund","42","0.376706310057851","0.279267022257354","0.474145597858348"
"Keine Sorgen","1995","Hamburg","direkter Migrationshintergrund","8","0.258910711596281","0.0966627114017901","0.421158711790771"
"Keine Sorgen","1995","Hamburg","indirekter Migrationshintergrund","3","","",""
"Keine Sorgen","1995","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Niedersachsen","kein Migrationshintergrund","298","","",""
"Keine Sorgen","1995","Niedersachsen","direkter Migrationshintergrund","39","0.284233771904346","0.222489794638488","0.345977749170203"
"Keine Sorgen","1995","Niedersachsen","indirekter Migrationshintergrund","7","0.220731760838195","0.0833307364148011","0.358132785261589"
"Keine Sorgen","1995","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Bremen","kein Migrationshintergrund","27","","",""
"Keine Sorgen","1995","Bremen","direkter Migrationshintergrund","4","0.34308423268526","0.123769876561763","0.562398588808757"
"Keine Sorgen","1995","Bremen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1995","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Nordrhein-Westfalen","kein Migrationshintergrund","608","0.374517591322257","0.351684150770116","0.397351031874397"
"Keine Sorgen","1995","Nordrhein-Westfalen","direkter Migrationshintergrund","130","","",""
"Keine Sorgen","1995","Nordrhein-Westfalen","indirekter Migrationshintergrund","39","0.365469290537158","0.288913496580712","0.442025084493604"
"Keine Sorgen","1995","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Hessen","kein Migrationshintergrund","236","","",""
"Keine Sorgen","1995","Hessen","direkter Migrationshintergrund","82","0.319585856931738","0.268171430926983","0.371000282936492"
"Keine Sorgen","1995","Hessen","indirekter Migrationshintergrund","9","0.329272158002166","0.197688873387742","0.460855442616589"
"Keine Sorgen","1995","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","187","","",""
"Keine Sorgen","1995","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","48","0.311939596832515","0.243880430365302","0.379998763299728"
"Keine Sorgen","1995","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","3","","",""
"Keine Sorgen","1995","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Baden-Wuerttemberg","kein Migrationshintergrund","346","0.374817500462092","0.344525571919944","0.40510942900424"
"Keine Sorgen","1995","Baden-Wuerttemberg","direkter Migrationshintergrund","163","","",""
"Keine Sorgen","1995","Baden-Wuerttemberg","indirekter Migrationshintergrund","36","0.312558880473566","0.23162199416243","0.393495766784702"
"Keine Sorgen","1995","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Bayern","kein Migrationshintergrund","413","0.364657066101555","0.337434879531072","0.391879252672039"
"Keine Sorgen","1995","Bayern","direkter Migrationshintergrund","73","0.224934886417742","0.183281343956261","0.266588428879224"
"Keine Sorgen","1995","Bayern","indirekter Migrationshintergrund","20","","",""
"Keine Sorgen","1995","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Saarland","kein Migrationshintergrund","","","",""
"Keine Sorgen","1995","Saarland","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1995","Saarland","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1995","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Berlin","kein Migrationshintergrund","112","","",""
"Keine Sorgen","1995","Berlin","direkter Migrationshintergrund","23","","",""
"Keine Sorgen","1995","Berlin","indirekter Migrationshintergrund","4","0.208611369221341","0.0154645677718797","0.401758170670801"
"Keine Sorgen","1995","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Brandenburg","kein Migrationshintergrund","78","0.1636322256943","0.133155174842956","0.194109276545644"
"Keine Sorgen","1995","Brandenburg","direkter Migrationshintergrund","7","0.456653678298861","0.219867975438187","0.693439381159535"
"Keine Sorgen","1995","Brandenburg","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1995","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Mecklenburg-Vorpommern","kein Migrationshintergrund","86","0.246202308151398","0.203772217486539","0.288632398816257"
"Keine Sorgen","1995","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1995","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1995","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Sachsen","kein Migrationshintergrund","237","","",""
"Keine Sorgen","1995","Sachsen","direkter Migrationshintergrund","13","","",""
"Keine Sorgen","1995","Sachsen","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1995","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Sachsen-Anhalt","kein Migrationshintergrund","91","0.157838836347422","0.129745682927957","0.185931989766888"
"Keine Sorgen","1995","Sachsen-Anhalt","direkter Migrationshintergrund","12","","",""
"Keine Sorgen","1995","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1995","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1995","Thueringen","kein Migrationshintergrund","100","","",""
"Keine Sorgen","1995","Thueringen","direkter Migrationshintergrund","4","0.144930323327748","0.00693687420813738","0.282923772447359"
"Keine Sorgen","1995","Thueringen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1995","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Schleswig-Holstein","kein Migrationshintergrund","21","","",""
"Grosse Sorgen","1996","Schleswig-Holstein","direkter Migrationshintergrund","6","0.192178711737115","0.048775334990582","0.335582088483649"
"Grosse Sorgen","1996","Schleswig-Holstein","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1996","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Hamburg","kein Migrationshintergrund","13","","",""
"Grosse Sorgen","1996","Hamburg","direkter Migrationshintergrund","11","","",""
"Grosse Sorgen","1996","Hamburg","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1996","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Niedersachsen","kein Migrationshintergrund","144","","",""
"Grosse Sorgen","1996","Niedersachsen","direkter Migrationshintergrund","65","0.2566376444058","0.194694696517897","0.318580592293702"
"Grosse Sorgen","1996","Niedersachsen","indirekter Migrationshintergrund","9","0.242133178671477","0.100215118017165","0.38405123932579"
"Grosse Sorgen","1996","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Bremen","kein Migrationshintergrund","13","","",""
"Grosse Sorgen","1996","Bremen","direkter Migrationshintergrund","8","0.248679217734662","0.0592418979894566","0.438116537479867"
"Grosse Sorgen","1996","Bremen","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1996","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Nordrhein-Westfalen","kein Migrationshintergrund","266","","",""
"Grosse Sorgen","1996","Nordrhein-Westfalen","direkter Migrationshintergrund","193","","",""
"Grosse Sorgen","1996","Nordrhein-Westfalen","indirekter Migrationshintergrund","37","0.188857942970609","0.128587182509561","0.249128703431656"
"Grosse Sorgen","1996","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Hessen","kein Migrationshintergrund","70","0.106111298287005","0.0806032861089463","0.131619310465064"
"Grosse Sorgen","1996","Hessen","direkter Migrationshintergrund","58","0.202403355506776","0.155918909892794","0.248887801120758"
"Grosse Sorgen","1996","Hessen","indirekter Migrationshintergrund","10","","",""
"Grosse Sorgen","1996","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","74","0.124194264366557","0.0953151486915252","0.153073380041589"
"Grosse Sorgen","1996","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","50","0.276197321615298","0.208384833447706","0.344009809782891"
"Grosse Sorgen","1996","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1996","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Baden-Wuerttemberg","kein Migrationshintergrund","123","","",""
"Grosse Sorgen","1996","Baden-Wuerttemberg","direkter Migrationshintergrund","184","","",""
