"plh0189","year","bula_h","n","percent","lower_confidence","upper_confidence","NA"
"Stimmt ganz u.gar","1995","Thueringen","46","0.0788486234484182","0.0581621312494832","0.0995351156473533",""
"Stimmt eher","1995","Schleswig-Holstein","34","0.114242546422813","0.0772460782855807","0.151239014560046",""
"Stimmt eher","1995","Hamburg","13","","","",""
"Stimmt eher","1995","Niedersachsen","140","0.17292178567418","0.149926518293062","0.195917053055297",""
"Stimmt eher","1995","Bremen","13","","","",""
"Stimmt eher","1995","Nordrhein-Westfalen","335","0.143989602120277","0.130397742707253","0.157581461533301",""
"Stimmt eher","1995","Hessen","97","0.108199850557976","0.0883102804486174","0.128089420667334",""
"Stimmt eher","1995","Rheinland-Pfalz,Saarland","72","0.0961279670224582","0.0744307852828786","0.117825148762038",""
"Stimmt eher","1995","Baden-Wuerttemberg","266","0.167714430973668","0.150338502944906","0.185090359002431",""
"Stimmt eher","1995","Bayern","224","0.151517914137083","0.134387835239191","0.168647993034974",""
"Stimmt eher","1995","Saarland","","","","",""
"Stimmt eher","1995","Berlin","76","0.149498962269487","0.120044546930218","0.178953377608756",""
"Stimmt eher","1995","Brandenburg","63","0.116691361422025","0.0906972560405133","0.142685466803537",""
"Stimmt eher","1995","Mecklenburg-Vorpommern","67","0.168521275291656","0.132463339619828","0.204579210963485",""
"Stimmt eher","1995","Sachsen","122","0.121971870670772","0.102562081016099","0.141381660325445",""
"Stimmt eher","1995","Sachsen-Anhalt","69","0.124110077197945","0.0993833847585017","0.148836769637388",""
"Stimmt eher","1995","Thueringen","80","0.140275524228229","0.11361952980646","0.166931518649999",""
"Stimmt eher nicht","1995","Schleswig-Holstein","87","0.318815849972805","0.264616866627719","0.373014833317891",""
"Stimmt eher nicht","1995","Hamburg","32","0.268392016508134","0.192798397050781","0.343985635965487",""
"Stimmt eher nicht","1995","Niedersachsen","324","0.325518933161078","0.297027563624641","0.354010302697515",""
"Stimmt eher nicht","1995","Bremen","29","","","",""
"Stimmt eher nicht","1995","Nordrhein-Westfalen","779","0.317805255192842","0.299778875689024","0.335831634696661",""
"Stimmt eher nicht","1995","Hessen","279","0.332442842447771","0.302279392158057","0.362606292737484",""
"Stimmt eher nicht","1995","Rheinland-Pfalz,Saarland","184","0.271841641364573","0.239092804116168","0.304590478612978",""
"Stimmt eher nicht","1995","Baden-Wuerttemberg","622","0.351861205006314","0.329651319904837","0.374071090107791",""
"Stimmt eher nicht","1995","Bayern","547","0.338661189929583","0.316051180011953","0.361271199847213",""
"Stimmt eher nicht","1995","Saarland","","","","",""
"Stimmt eher nicht","1995","Berlin","178","0.328654410954335","0.289853966875023","0.367454855033648",""
"Stimmt eher nicht","1995","Brandenburg","203","0.33399642955671","0.295810050978068","0.372182808135353",""
"Stimmt eher nicht","1995","Mecklenburg-Vorpommern","132","0.321158096969685","0.276180973189164","0.366135220750206",""
"Stimmt eher nicht","1995","Sachsen","396","0.362511130051661","0.333998731847637","0.391023528255685",""
"Stimmt eher nicht","1995","Sachsen-Anhalt","239","0.332250817534041","0.296926201429341","0.36757543363874",""
"Stimmt eher nicht","1995","Thueringen","204","0.296878522394491","0.261809079637883","0.331947965151099",""
"Stimmt ganz u.gar nicht","1995","Schleswig-Holstein","140","0.463487557639833","0.405491581823344","0.521483533456322",""
"Stimmt ganz u.gar nicht","1995","Hamburg","78","0.498554338356303","0.413258210839124","0.583850465873483",""
"Stimmt ganz u.gar nicht","1995","Niedersachsen","506","0.417304689299547","0.387320817573532","0.447288561025562",""
"Stimmt ganz u.gar nicht","1995","Bremen","39","0.362599164839975","0.264892018227412","0.460306311452538",""
"Stimmt ganz u.gar nicht","1995","Nordrhein-Westfalen","1294","0.46776389178239","0.448446908568233","0.487080874996547",""
"Stimmt ganz u.gar nicht","1995","Hessen","490","0.46212112745509","0.430198513156252","0.494043741753929",""
"Stimmt ganz u.gar nicht","1995","Rheinland-Pfalz,Saarland","409","0.548821872431233","0.512193746574256","0.58544999828821",""
"Stimmt ganz u.gar nicht","1995","Baden-Wuerttemberg","759","0.400234298314596","0.377447958222491","0.423020638406701",""
"Stimmt ganz u.gar nicht","1995","Bayern","802","0.421789039856888","0.398195297205083","0.445382782508692",""
"Stimmt ganz u.gar nicht","1995","Saarland","","","","",""
"Stimmt ganz u.gar nicht","1995","Berlin","265","0.443636322143957","0.402598261738402","0.484674382549511",""
"Stimmt ganz u.gar nicht","1995","Brandenburg","269","0.457247599146744","0.41691317354955","0.497582024743939",""
"Stimmt ganz u.gar nicht","1995","Mecklenburg-Vorpommern","194","0.450827727989201","0.402897716753319","0.498757739225083",""
"Stimmt ganz u.gar nicht","1995","Sachsen","503","0.434288995059772","0.40489060839574","0.463687381723803",""
"Stimmt ganz u.gar nicht","1995","Sachsen-Anhalt","320","0.452116220361454","0.414790602548546","0.489441838174363",""
"Stimmt ganz u.gar nicht","1995","Thueringen","322","0.483997329928861","0.445637934788967","0.522356725068756",""
"Stimmt ganz u.gar","1996","Schleswig-Holstein","21","","","",""
"Stimmt ganz u.gar","1996","Hamburg","6","","","",""
"Stimmt ganz u.gar","1996","Niedersachsen","71","0.0759344050140549","0.0598197834182432","0.0920490266098666",""
"Stimmt ganz u.gar","1996","Bremen","8","","","",""
"Stimmt ganz u.gar","1996","Nordrhein-Westfalen","147","0.0676256927279496","0.0578719812759262","0.077379404179973",""
"Stimmt ganz u.gar","1996","Hessen","49","0.0652525567820559","0.0491353145984228","0.081369798965689",""
"Stimmt ganz u.gar","1996","Rheinland-Pfalz,Saarland","36","0.0693947960190792","0.0504196699397309","0.0883699220984274",""
"Stimmt ganz u.gar","1996","Baden-Wuerttemberg","124","0.0816124605423462","0.0685906769009238","0.0946342441837686",""
"Stimmt ganz u.gar","1996","Bayern","100","0.0777918379113291","0.0648915494452888","0.0906921263773693",""
"Stimmt ganz u.gar","1996","Saarland","","","","",""
"Stimmt ganz u.gar","1996","Berlin","25","","","",""
"Stimmt ganz u.gar","1996","Brandenburg","47","0.0900194514734361","0.0670800683581886","0.112958834588684",""
"Stimmt ganz u.gar","1996","Mecklenburg-Vorpommern","22","","","",""
"Stimmt ganz u.gar","1996","Sachsen","68","0.0739849387406234","0.0585520353877982","0.0894178420934486",""
"Stimmt ganz u.gar","1996","Sachsen-Anhalt","50","0.06910324387405","0.0499270050292886","0.0882794827188115",""
"Stimmt ganz u.gar","1996","Thueringen","37","0.0637321784475908","0.0450960560680496","0.0823683008271321",""
"Stimmt eher","1996","Schleswig-Holstein","33","0.114219909909092","0.0770956845240949","0.15134413529409",""
"Stimmt eher","1996","Hamburg","13","","","",""
"Stimmt eher","1996","Niedersachsen","125","0.149837878513727","0.1281253152112","0.171550441816254",""
"Stimmt eher","1996","Bremen","12","","","",""
"Stimmt eher","1996","Nordrhein-Westfalen","328","0.134017660864031","0.120784779295642","0.147250542432419",""
"Stimmt eher","1996","Hessen","80","0.0977659404316259","0.0783839568096515","0.1171479240536",""
"Stimmt eher","1996","Rheinland-Pfalz,Saarland","74","0.113650286946647","0.0899514898543527","0.137349084038941",""
"Stimmt eher","1996","Baden-Wuerttemberg","246","0.161265878779017","0.143772945186756","0.178758812371278",""
"Stimmt eher","1996","Bayern","225","0.170665042790211","0.152545167780023","0.188784917800399",""
"Stimmt eher","1996","Saarland","","","","",""
"Stimmt eher","1996","Berlin","79","0.153884601114605","0.123478422694353","0.184290779534856",""
"Stimmt eher","1996","Brandenburg","67","0.114801511174642","0.0892514682916384","0.140351554057646",""
"Stimmt eher","1996","Mecklenburg-Vorpommern","54","0.143418998663726","0.10907066625394","0.177767331073512",""
"Stimmt eher","1996","Sachsen","122","0.125956328810028","0.106392965725804","0.145519691894251",""
"Stimmt eher","1996","Sachsen-Anhalt","92","0.140154139019324","0.113907317323877","0.166400960714771",""
"Stimmt eher","1996","Thueringen","65","0.121198247083632","0.0962999439680402","0.146096550199224",""
"Stimmt eher nicht","1996","Schleswig-Holstein","90","0.339095548792734","0.283842796059223","0.394348301526245",""
"Stimmt eher nicht","1996","Hamburg","45","0.386379539017813","0.301695179576418","0.471063898459209",""
"Stimmt eher nicht","1996","Niedersachsen","307","0.318705763930332","0.29035846192574","0.347053065934923",""
"Stimmt eher nicht","1996","Bremen","24","","","",""
"Stimmt eher nicht","1996","Nordrhein-Westfalen","774","0.320381697532247","0.302256394611072","0.338507000453421",""
"Stimmt eher nicht","1996","Hessen","279","0.346494590026508","0.315440583143449","0.377548596909567",""
"Stimmt eher nicht","1996","Rheinland-Pfalz,Saarland","207","0.327812055830859","0.292761387743673","0.362862723918045",""
"Stimmt eher nicht","1996","Baden-Wuerttemberg","616","0.34533344668111","0.322717818965556","0.367949074396663",""
"Stimmt eher nicht","1996","Bayern","547","0.323292196254366","0.300764533916482","0.34581985859225",""
"Stimmt eher nicht","1996","Saarland","","","","",""
"Stimmt eher nicht","1996","Berlin","188","0.357481511898969","0.317096606874652","0.397866416923286",""
"Stimmt eher nicht","1996","Brandenburg","210","0.331884120924195","0.294142840259003","0.369625401589388",""
"Stimmt eher nicht","1996","Mecklenburg-Vorpommern","140","0.354036224528933","0.307171504397971","0.400900944659895",""
"Stimmt eher nicht","1996","Sachsen","405","0.358620186768224","0.330342624875412","0.386897748661035",""
"Stimmt eher nicht","1996","Sachsen-Anhalt","229","0.353903117298703","0.317749273998145","0.390056960599262",""
"Stimmt eher nicht","1996","Thueringen","237","0.34287154669563","0.306658340067754","0.379084753323507",""
"Stimmt ganz u.gar nicht","1996","Schleswig-Holstein","138","0.470898915692774","0.412640763217785","0.529157068167764",""
"Stimmt ganz u.gar nicht","1996","Hamburg","63","0.378927508820965","0.294556072065724","0.463298945576206",""
"Stimmt ganz u.gar nicht","1996","Niedersachsen","535","0.455521952541887","0.42522532714488","0.485818577938894",""
"Stimmt ganz u.gar nicht","1996","Bremen","49","0.475280902313419","0.373785765291851","0.576776039334988",""
"Stimmt ganz u.gar nicht","1996","Nordrhein-Westfalen","1297","0.477974948875773","0.458572027163992","0.497377870587554",""
"Stimmt ganz u.gar nicht","1996","Hessen","494","0.49048691275981","0.45786298805683","0.523110837462791",""
"Stimmt ganz u.gar nicht","1996","Rheinland-Pfalz,Saarland","372","0.489142861203415","0.451817323465526","0.526468398941303",""
"Stimmt ganz u.gar nicht","1996","Baden-Wuerttemberg","712","0.411788213997527","0.388379203018526","0.435197224976528",""
"Stimmt ganz u.gar nicht","1996","Bayern","784","0.428250923044094","0.404418411353868","0.452083434734319",""
"Stimmt ganz u.gar nicht","1996","Saarland","","","","",""
"Stimmt ganz u.gar nicht","1996","Berlin","249","0.438477460769916","0.396664907139704","0.480290014400129",""
"Stimmt ganz u.gar nicht","1996","Brandenburg","274","0.463294916427726","0.423328600149781","0.503261232705671",""
"Stimmt ganz u.gar nicht","1996","Mecklenburg-Vorpommern","184","0.430790630466306","0.382263206258891","0.47931805467372",""
"Stimmt ganz u.gar nicht","1996","Sachsen","510","0.441438545681125","0.412160805035488","0.470716286326763",""
"Stimmt ganz u.gar nicht","1996","Sachsen-Anhalt","301","0.436839499807922","0.399338702787775","0.47434029682807",""
"Stimmt ganz u.gar nicht","1996","Thueringen","321","0.472198027773147","0.434111295595024","0.51028475995127",""
"Stimmt ganz u.gar","1997","Schleswig-Holstein","15","","","",""
"Stimmt ganz u.gar","1997","Hamburg","4","","","",""
"Stimmt ganz u.gar","1997","Niedersachsen","65","0.0923365474163829","0.0746481028921567","0.110024991940609",""
"Stimmt ganz u.gar","1997","Bremen","12","","","",""
"Stimmt ganz u.gar","1997","Nordrhein-Westfalen","154","0.0796866464288848","0.0690605573347682","0.0903127355230015",""
"Stimmt ganz u.gar","1997","Hessen","60","0.090011754165667","0.0706459910758819","0.109377517255452",""
"Stimmt ganz u.gar","1997","Rheinland-Pfalz,Saarland","42","0.0814682429497269","0.0613183508384471","0.101618135061007",""
"Stimmt ganz u.gar","1997","Baden-Wuerttemberg","97","0.0684679741670157","0.0564273951259558","0.0805085532080756",""
"Stimmt ganz u.gar","1997","Bayern","109","0.098491359757463","0.083958675398018","0.113024044116908",""
"Stimmt ganz u.gar","1997","Saarland","","","","",""
"Stimmt ganz u.gar","1997","Berlin","36","0.0753088132271471","0.0523612013463691","0.0982564251079251",""
"Stimmt ganz u.gar","1997","Brandenburg","40","0.0831253726265462","0.0608866920175721","0.10536405323552",""
"Stimmt ganz u.gar","1997","Mecklenburg-Vorpommern","29","","","",""
"Stimmt ganz u.gar","1997","Sachsen","56","0.060148630562098","0.0459816622696927","0.0743155988545032",""
"Stimmt ganz u.gar","1997","Sachsen-Anhalt","49","0.0860591108750896","0.0647596575086876","0.107358564241492",""
"Stimmt ganz u.gar","1997","Thueringen","45","0.0722467638762479","0.0524350699622732","0.0920584577902225",""
"Stimmt eher","1997","Schleswig-Holstein","25","","","",""
"Stimmt eher","1997","Hamburg","19","","","",""
"Stimmt eher","1997","Niedersachsen","118","0.118154384452526","0.0984319008059973","0.137876868099054",""
"Stimmt eher","1997","Bremen","9","","","",""
"Stimmt eher","1997","Nordrhein-Westfalen","279","0.129042120556685","0.115887535969549","0.142196705143822",""
"Stimmt eher","1997","Hessen","82","0.109009838342695","0.0879217888253769","0.130097887860013",""
"Stimmt eher","1997","Rheinland-Pfalz,Saarland","71","0.100853669387665","0.0786720881397659","0.123035250635563",""
"Stimmt eher","1997","Baden-Wuerttemberg","251","0.157772367076079","0.140392960130886","0.175151774021271",""
"Stimmt eher","1997","Bayern","191","0.144116562855008","0.126987796452664","0.161245329257351",""
"Stimmt eher","1997","Saarland","","","","",""
"Stimmt eher","1997","Berlin","62","0.137102951352327","0.10719276433358","0.167013138371074",""
"Stimmt eher","1997","Brandenburg","50","0.0963789474308645","0.0726066312757038","0.120151263586025",""
"Stimmt eher","1997","Mecklenburg-Vorpommern","47","0.139215513920755","0.104726272561547","0.173704755279963",""
"Stimmt eher","1997","Sachsen","116","0.129544356006435","0.109535740827831","0.149552971185039",""
"Stimmt eher","1997","Sachsen-Anhalt","73","0.117376573225797","0.0929316085081591","0.141821537943435",""
"Stimmt eher","1997","Thueringen","60","0.102512806360465","0.0793015118055001","0.12572410091543",""
"Stimmt eher nicht","1997","Schleswig-Holstein","73","0.280987082347168","0.226869712927469","0.335104451766866",""
"Stimmt eher nicht","1997","Hamburg","27","","","",""
"Stimmt eher nicht","1997","Niedersachsen","295","0.320483455076968","0.291970434442608","0.348996475711327",""
"Stimmt eher nicht","1997","Bremen","24","","","",""
"Stimmt eher nicht","1997","Nordrhein-Westfalen","711","0.288712507785734","0.27093101567227","0.306493999899197",""
"Stimmt eher nicht","1997","Hessen","235","0.27746435260294","0.24716730234988","0.307761402855999",""
"Stimmt eher nicht","1997","Rheinland-Pfalz,Saarland","196","0.279690361993587","0.246628308394816","0.312752415592359",""
"Stimmt eher nicht","1997","Baden-Wuerttemberg","607","0.351567655938703","0.328804025301117","0.374331286576289",""
"Stimmt eher nicht","1997","Bayern","517","0.30169879674804","0.279313131147938","0.324084462348143",""
"Stimmt eher nicht","1997","Saarland","","","","",""
"Stimmt eher nicht","1997","Berlin","166","0.348282424976971","0.306852730449189","0.389712119504752",""
"Stimmt eher nicht","1997","Brandenburg","201","0.348896619389477","0.310502864012011","0.387290374766943",""
"Stimmt eher nicht","1997","Mecklenburg-Vorpommern","120","0.292472895421772","0.247151115067115","0.337794675776429",""
"Stimmt eher nicht","1997","Sachsen","356","0.327226582382668","0.299269415387256","0.35518374937808",""
"Stimmt eher nicht","1997","Sachsen-Anhalt","213","0.281177970146428","0.24703413417365","0.315321806119206",""
"Stimmt eher nicht","1997","Thueringen","216","0.319074177790127","0.283405098217314","0.35474325736294",""
"Stimmt ganz u.gar nicht","1997","Schleswig-Holstein","152","0.531636080119364","0.471556886674714","0.591715273564014",""
"Stimmt ganz u.gar nicht","1997","Hamburg","74","0.567380228617762","0.48017801107106","0.654582446164464",""
"Stimmt ganz u.gar nicht","1997","Niedersachsen","551","0.469025613054124","0.438534346146564","0.499516879961684",""
"Stimmt ganz u.gar nicht","1997","Bremen","48","0.45412808278191","0.352937249461868","0.555318916101952",""
"Stimmt ganz u.gar nicht","1997","Nordrhein-Westfalen","1351","0.502558725228696","0.48293971319423","0.522177737263163",""
"Stimmt ganz u.gar nicht","1997","Hessen","462","0.523514054888698","0.489718752953584","0.557309356823813",""
"Stimmt ganz u.gar nicht","1997","Rheinland-Pfalz,Saarland","399","0.537987725669021","0.50126419718148","0.574711254156563",""
"Stimmt ganz u.gar nicht","1997","Baden-Wuerttemberg","735","0.422192002818203","0.398644139070621","0.445739866565784",""
"Stimmt ganz u.gar nicht","1997","Bayern","798","0.455693280639489","0.431403701613904","0.479982859665075",""
"Stimmt ganz u.gar nicht","1997","Saarland","","","","",""
"Stimmt ganz u.gar nicht","1997","Berlin","244","0.439305810443555","0.396147668764233","0.482463952122878",""
"Stimmt ganz u.gar nicht","1997","Brandenburg","301","0.471599060553112","0.431387077223352","0.511811043882872",""
"Stimmt ganz u.gar nicht","1997","Mecklenburg-Vorpommern","191","0.494028994333899","0.444217262322486","0.543840726345313",""
"Stimmt ganz u.gar nicht","1997","Sachsen","554","0.483080431048799","0.453305163679029","0.512855698418569",""
"Stimmt ganz u.gar nicht","1997","Sachsen-Anhalt","331","0.515386345752685","0.477430798819977","0.553341892685394",""
"Stimmt ganz u.gar nicht","1997","Thueringen","335","0.50616625197316","0.467907293141125","0.544425210805195",""
"Stimmt ganz u.gar","1998","Schleswig-Holstein","","","","",""
"Stimmt ganz u.gar","1998","Hamburg","","","","",""
"Stimmt ganz u.gar","1998","Niedersachsen","","","","",""
"Stimmt ganz u.gar","1998","Bremen","","","","",""
"Stimmt ganz u.gar","1998","Nordrhein-Westfalen","","","","",""
"Stimmt ganz u.gar","1998","Hessen","","","","",""
"Stimmt ganz u.gar","1998","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt ganz u.gar","1998","Baden-Wuerttemberg","","","","",""
"Stimmt ganz u.gar","1998","Bayern","","","","",""
"Stimmt ganz u.gar","1998","Saarland","","","","",""
"Stimmt ganz u.gar","1998","Berlin","","","","",""
"Stimmt ganz u.gar","1998","Brandenburg","","","","",""
"Stimmt ganz u.gar","1998","Mecklenburg-Vorpommern","","","","",""
"Stimmt ganz u.gar","1998","Sachsen","","","","",""
"Stimmt ganz u.gar","1998","Sachsen-Anhalt","","","","",""
"Stimmt ganz u.gar","1998","Thueringen","","","","",""
"Stimmt eher","1998","Schleswig-Holstein","","","","",""
"Stimmt eher","1998","Hamburg","","","","",""
"Stimmt eher","1998","Niedersachsen","","","","",""
"Stimmt eher","1998","Bremen","","","","",""
"Stimmt eher","1998","Nordrhein-Westfalen","","","","",""
"Stimmt eher","1998","Hessen","","","","",""
"Stimmt eher","1998","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt eher","1998","Baden-Wuerttemberg","","","","",""
"Stimmt eher","1998","Bayern","","","","",""
"Stimmt eher","1998","Saarland","","","","",""
"Stimmt eher","1998","Berlin","","","","",""
"Stimmt eher","1998","Brandenburg","","","","",""
"Stimmt eher","1998","Mecklenburg-Vorpommern","","","","",""
"Stimmt eher","1998","Sachsen","","","","",""
"Stimmt eher","1998","Sachsen-Anhalt","","","","",""
"Stimmt eher","1998","Thueringen","","","","",""
"Stimmt eher nicht","1998","Schleswig-Holstein","","","","",""
"Stimmt eher nicht","1998","Hamburg","","","","",""
"Stimmt eher nicht","1998","Niedersachsen","","","","",""
"Stimmt eher nicht","1998","Bremen","","","","",""
"Stimmt eher nicht","1998","Nordrhein-Westfalen","","","","",""
"Stimmt eher nicht","1998","Hessen","","","","",""
"Stimmt eher nicht","1998","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt eher nicht","1998","Baden-Wuerttemberg","","","","",""
"Stimmt eher nicht","1998","Bayern","","","","",""
"Stimmt eher nicht","1998","Saarland","","","","",""
"Stimmt eher nicht","1998","Berlin","","","","",""
"Stimmt eher nicht","1998","Brandenburg","","","","",""
"Stimmt eher nicht","1998","Mecklenburg-Vorpommern","","","","",""
"Stimmt eher nicht","1998","Sachsen","","","","",""
"Stimmt eher nicht","1998","Sachsen-Anhalt","","","","",""
"Stimmt eher nicht","1998","Thueringen","","","","",""
"Stimmt ganz u.gar nicht","1998","Schleswig-Holstein","","","","",""
"Stimmt ganz u.gar nicht","1998","Hamburg","","","","",""
"Stimmt ganz u.gar nicht","1998","Niedersachsen","","","","",""
"Stimmt ganz u.gar nicht","1998","Bremen","","","","",""
"Stimmt ganz u.gar nicht","1998","Nordrhein-Westfalen","","","","",""
"Stimmt ganz u.gar nicht","1998","Hessen","","","","",""
"Stimmt ganz u.gar nicht","1998","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt ganz u.gar nicht","1998","Baden-Wuerttemberg","","","","",""
"Stimmt ganz u.gar nicht","1998","Bayern","","","","",""
"Stimmt ganz u.gar nicht","1998","Saarland","","","","",""
"Stimmt ganz u.gar nicht","1998","Berlin","","","","",""
"Stimmt ganz u.gar nicht","1998","Brandenburg","","","","",""
"Stimmt ganz u.gar nicht","1998","Mecklenburg-Vorpommern","","","","",""
"Stimmt ganz u.gar nicht","1998","Sachsen","","","","",""
"Stimmt ganz u.gar nicht","1998","Sachsen-Anhalt","","","","",""
"Stimmt ganz u.gar nicht","1998","Thueringen","","","","",""
"Stimmt ganz u.gar","1999","Schleswig-Holstein","","","","",""
"Stimmt ganz u.gar","1999","Hamburg","","","","",""
"Stimmt ganz u.gar","1999","Niedersachsen","","","","",""
"Stimmt ganz u.gar","1999","Bremen","","","","",""
"Stimmt ganz u.gar","1999","Nordrhein-Westfalen","","","","",""
"Stimmt ganz u.gar","1999","Hessen","","","","",""
"Stimmt ganz u.gar","1999","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt ganz u.gar","1999","Baden-Wuerttemberg","","","","",""
"Stimmt ganz u.gar","1999","Bayern","","","","",""
"Stimmt ganz u.gar","1999","Saarland","","","","",""
"Stimmt ganz u.gar","1999","Berlin","","","","",""
"Stimmt ganz u.gar","1999","Brandenburg","","","","",""
"Stimmt ganz u.gar","1999","Mecklenburg-Vorpommern","","","","",""
"Stimmt ganz u.gar","1999","Sachsen","","","","",""
"Stimmt ganz u.gar","1999","Sachsen-Anhalt","","","","",""
"Stimmt ganz u.gar","1999","Thueringen","","","","",""
"Stimmt eher","1999","Schleswig-Holstein","","","","",""
"Stimmt eher","1999","Hamburg","","","","",""
"Stimmt eher","1999","Niedersachsen","","","","",""
"Stimmt eher","1999","Bremen","","","","",""
"Stimmt eher","1999","Nordrhein-Westfalen","","","","",""
"Stimmt eher","1999","Hessen","","","","",""
"Stimmt eher","1999","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt eher","1999","Baden-Wuerttemberg","","","","",""
"Stimmt eher","1999","Bayern","","","","",""
"Stimmt eher","1999","Saarland","","","","",""
"Stimmt eher","1999","Berlin","","","","",""
"Stimmt eher","1999","Brandenburg","","","","",""
"Stimmt eher","1999","Mecklenburg-Vorpommern","","","","",""
"Stimmt eher","1999","Sachsen","","","","",""
"Stimmt eher","1999","Sachsen-Anhalt","","","","",""
"Stimmt eher","1999","Thueringen","","","","",""
"Stimmt eher nicht","1999","Schleswig-Holstein","","","","",""
"Stimmt eher nicht","1999","Hamburg","","","","",""
"Stimmt eher nicht","1999","Niedersachsen","","","","",""
"Stimmt eher nicht","1999","Bremen","","","","",""
"Stimmt eher nicht","1999","Nordrhein-Westfalen","","","","",""
"Stimmt eher nicht","1999","Hessen","","","","",""
"Stimmt eher nicht","1999","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt eher nicht","1999","Baden-Wuerttemberg","","","","",""
"Stimmt eher nicht","1999","Bayern","","","","",""
"Stimmt eher nicht","1999","Saarland","","","","",""
"Stimmt eher nicht","1999","Berlin","","","","",""
"Stimmt eher nicht","1999","Brandenburg","","","","",""
"Stimmt eher nicht","1999","Mecklenburg-Vorpommern","","","","",""
"Stimmt eher nicht","1999","Sachsen","","","","",""
"Stimmt eher nicht","1999","Sachsen-Anhalt","","","","",""
"Stimmt eher nicht","1999","Thueringen","","","","",""
"Stimmt ganz u.gar nicht","1999","Schleswig-Holstein","","","","",""
"Stimmt ganz u.gar nicht","1999","Hamburg","","","","",""
"Stimmt ganz u.gar nicht","1999","Niedersachsen","","","","",""
"Stimmt ganz u.gar nicht","1999","Bremen","","","","",""
"Stimmt ganz u.gar nicht","1999","Nordrhein-Westfalen","","","","",""
"Stimmt ganz u.gar nicht","1999","Hessen","","","","",""
"Stimmt ganz u.gar nicht","1999","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt ganz u.gar nicht","1999","Baden-Wuerttemberg","","","","",""
"Stimmt ganz u.gar nicht","1999","Bayern","","","","",""
"Stimmt ganz u.gar nicht","1999","Saarland","","","","",""
"Stimmt ganz u.gar nicht","1999","Berlin","","","","",""
"Stimmt ganz u.gar nicht","1999","Brandenburg","","","","",""
"Stimmt ganz u.gar nicht","1999","Mecklenburg-Vorpommern","","","","",""
"Stimmt ganz u.gar nicht","1999","Sachsen","","","","",""
"Stimmt ganz u.gar nicht","1999","Sachsen-Anhalt","","","","",""
"Stimmt ganz u.gar nicht","1999","Thueringen","","","","",""
"Stimmt ganz u.gar","2000","Schleswig-Holstein","","","","",""
"Stimmt ganz u.gar","2000","Hamburg","","","","",""
"Stimmt ganz u.gar","2000","Niedersachsen","","","","",""
"Stimmt ganz u.gar","2000","Bremen","","","","",""
"Stimmt ganz u.gar","2000","Nordrhein-Westfalen","","","","",""
"Stimmt ganz u.gar","2000","Hessen","","","","",""
"Stimmt ganz u.gar","2000","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt ganz u.gar","2000","Baden-Wuerttemberg","","","","",""
"Stimmt ganz u.gar","2000","Bayern","","","","",""
"Stimmt ganz u.gar","2000","Saarland","","","","",""
"Stimmt ganz u.gar","2000","Berlin","","","","",""
"Stimmt ganz u.gar","2000","Brandenburg","","","","",""
"Stimmt ganz u.gar","2000","Mecklenburg-Vorpommern","","","","",""
"Stimmt ganz u.gar","2000","Sachsen","","","","",""
"Stimmt ganz u.gar","2000","Sachsen-Anhalt","","","","",""
"Stimmt ganz u.gar","2000","Thueringen","","","","",""
"Stimmt eher","2000","Schleswig-Holstein","","","","",""
"Stimmt eher","2000","Hamburg","","","","",""
"Stimmt eher","2000","Niedersachsen","","","","",""
"Stimmt eher","2000","Bremen","","","","",""
"Stimmt eher","2000","Nordrhein-Westfalen","","","","",""
"Stimmt eher","2000","Hessen","","","","",""
"Stimmt eher","2000","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt eher","2000","Baden-Wuerttemberg","","","","",""
"Stimmt eher","2000","Bayern","","","","",""
"Stimmt eher","2000","Saarland","","","","",""
"Stimmt eher","2000","Berlin","","","","",""
"Stimmt eher","2000","Brandenburg","","","","",""
"Stimmt eher","2000","Mecklenburg-Vorpommern","","","","",""
"Stimmt eher","2000","Sachsen","","","","",""
"Stimmt eher","2000","Sachsen-Anhalt","","","","",""
"Stimmt eher","2000","Thueringen","","","","",""
"Stimmt eher nicht","2000","Schleswig-Holstein","","","","",""
"Stimmt eher nicht","2000","Hamburg","","","","",""
"Stimmt eher nicht","2000","Niedersachsen","","","","",""
"Stimmt eher nicht","2000","Bremen","","","","",""
"Stimmt eher nicht","2000","Nordrhein-Westfalen","","","","",""
"Stimmt eher nicht","2000","Hessen","","","","",""
"Stimmt eher nicht","2000","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt eher nicht","2000","Baden-Wuerttemberg","","","","",""
"Stimmt eher nicht","2000","Bayern","","","","",""
"Stimmt eher nicht","2000","Saarland","","","","",""
"Stimmt eher nicht","2000","Berlin","","","","",""
"Stimmt eher nicht","2000","Brandenburg","","","","",""
