"pli0081","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","2000","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2000","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2000","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2000","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2000","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2000","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2000","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2000","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2000","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2000","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2000","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2000","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2000","66","Ländlicher Raum","","","",""
"Seltener","2000","17-29","Städtischer Raum","","","",""
"Seltener","2000","17-29","Ländlicher Raum","","","",""
"Seltener","2000","30-45","Städtischer Raum","","","",""
"Seltener","2000","30-45","Ländlicher Raum","","","",""
"Seltener","2000","46-65","Städtischer Raum","","","",""
"Seltener","2000","46-65","Ländlicher Raum","","","",""
"Seltener","2000","66","Städtischer Raum","","","",""
"Seltener","2000","66","Ländlicher Raum","","","",""
"Nie","2000","17-29","Städtischer Raum","","","",""
"Nie","2000","17-29","Ländlicher Raum","","","",""
"Nie","2000","30-45","Städtischer Raum","","","",""
"Nie","2000","30-45","Ländlicher Raum","","","",""
"Nie","2000","46-65","Städtischer Raum","","","",""
"Nie","2000","46-65","Ländlicher Raum","","","",""
"Nie","2000","66","Städtischer Raum","","","",""
"Nie","2000","66","Ländlicher Raum","","","",""
"Täglich","2001","17-29","Städtischer Raum","","","",""
"Täglich","2001","17-29","Ländlicher Raum","","","",""
"Täglich","2001","30-45","Städtischer Raum","","","",""
"Täglich","2001","30-45","Ländlicher Raum","","","",""
"Täglich","2001","46-65","Städtischer Raum","","","",""
"Täglich","2001","46-65","Ländlicher Raum","","","",""
"Täglich","2001","66","Städtischer Raum","","","",""
"Täglich","2001","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2001","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2001","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2001","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2001","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2001","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2001","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2001","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2001","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2001","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2001","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2001","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2001","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2001","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2001","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2001","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2001","66","Ländlicher Raum","","","",""
"Seltener","2001","17-29","Städtischer Raum","","","",""
"Seltener","2001","17-29","Ländlicher Raum","","","",""
"Seltener","2001","30-45","Städtischer Raum","","","",""
"Seltener","2001","30-45","Ländlicher Raum","","","",""
"Seltener","2001","46-65","Städtischer Raum","","","",""
"Seltener","2001","46-65","Ländlicher Raum","","","",""
"Seltener","2001","66","Städtischer Raum","","","",""
"Seltener","2001","66","Ländlicher Raum","","","",""
"Nie","2001","17-29","Städtischer Raum","","","",""
"Nie","2001","17-29","Ländlicher Raum","","","",""
"Nie","2001","30-45","Städtischer Raum","","","",""
"Nie","2001","30-45","Ländlicher Raum","","","",""
"Nie","2001","46-65","Städtischer Raum","","","",""
"Nie","2001","46-65","Ländlicher Raum","","","",""
"Nie","2001","66","Städtischer Raum","","","",""
"Nie","2001","66","Ländlicher Raum","","","",""
"Täglich","2002","17-29","Städtischer Raum","","","",""
"Täglich","2002","17-29","Ländlicher Raum","","","",""
"Täglich","2002","30-45","Städtischer Raum","","","",""
"Täglich","2002","30-45","Ländlicher Raum","","","",""
"Täglich","2002","46-65","Städtischer Raum","","","",""
"Täglich","2002","46-65","Ländlicher Raum","","","",""
"Täglich","2002","66","Städtischer Raum","","","",""
"Täglich","2002","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2002","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2002","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2002","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2002","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2002","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2002","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2002","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2002","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2002","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2002","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2002","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2002","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2002","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2002","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2002","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2002","66","Ländlicher Raum","","","",""
"Seltener","2002","17-29","Städtischer Raum","","","",""
"Seltener","2002","17-29","Ländlicher Raum","","","",""
"Seltener","2002","30-45","Städtischer Raum","","","",""
"Seltener","2002","30-45","Ländlicher Raum","","","",""
"Seltener","2002","46-65","Städtischer Raum","","","",""
"Seltener","2002","46-65","Ländlicher Raum","","","",""
"Seltener","2002","66","Städtischer Raum","","","",""
"Seltener","2002","66","Ländlicher Raum","","","",""
"Nie","2002","17-29","Städtischer Raum","","","",""
"Nie","2002","17-29","Ländlicher Raum","","","",""
"Nie","2002","30-45","Städtischer Raum","","","",""
"Nie","2002","30-45","Ländlicher Raum","","","",""
"Nie","2002","46-65","Städtischer Raum","","","",""
"Nie","2002","46-65","Ländlicher Raum","","","",""
"Nie","2002","66","Städtischer Raum","","","",""
"Nie","2002","66","Ländlicher Raum","","","",""
"Täglich","2003","17-29","Städtischer Raum","192","0.076492477094201","0.0662585111866884","0.0867264430017136"
"Täglich","2003","17-29","Ländlicher Raum","97","0.0721943802481572","0.0586082147753603","0.0857805457209541"
"Täglich","2003","30-45","Städtischer Raum","305","0.0613966235324058","0.0544782258476602","0.0683150212171514"
"Täglich","2003","30-45","Ländlicher Raum","159","0.0636382630440803","0.0535919304017839","0.0736845956863766"
"Täglich","2003","46-65","Städtischer Raum","332","0.0649491217138705","0.0581238460998849","0.071774397327856"
"Täglich","2003","46-65","Ländlicher Raum","159","0.0613027529301918","0.0519461077451768","0.0706593981152068"
"Täglich","2003","66","Städtischer Raum","","","",""
"Täglich","2003","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2003","17-29","Städtischer Raum","1028","0.39125319001204","0.372461680009626","0.410044700014453"
"Min 1x pro Woche","2003","17-29","Ländlicher Raum","567","0.400451023183713","0.374729081987241","0.426172964380185"
"Min 1x pro Woche","2003","30-45","Städtischer Raum","1937","0.407820293530415","0.393657354058322","0.421983233002508"
"Min 1x pro Woche","2003","30-45","Ländlicher Raum","932","0.412238240787004","0.391980016861418","0.432496464712591"
"Min 1x pro Woche","2003","46-65","Städtischer Raum","1836","0.36188764209095","0.348578459445052","0.375196824736848"
"Min 1x pro Woche","2003","46-65","Ländlicher Raum","955","0.387150083562809","0.368150934765163","0.406149232360456"
"Min 1x pro Woche","2003","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2003","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2003","17-29","Städtischer Raum","743","0.276831044407849","0.259602774489947","0.294059314325751"
"Min 1x pro Monat","2003","17-29","Ländlicher Raum","443","0.312330556197037","0.288002141784922","0.336658970609151"
"Min 1x pro Monat","2003","30-45","Städtischer Raum","1469","0.316027716291272","0.302628664661145","0.329426767921399"
"Min 1x pro Monat","2003","30-45","Ländlicher Raum","760","0.34092389695481","0.321415433225822","0.360432360683798"
"Min 1x pro Monat","2003","46-65","Städtischer Raum","1567","0.294810450023147","0.282182283452901","0.307438616593394"
"Min 1x pro Monat","2003","46-65","Ländlicher Raum","786","0.294900728088563","0.277114639328317","0.31268681684881"
"Min 1x pro Monat","2003","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2003","66","Ländlicher Raum","","","",""
"Seltener","2003","17-29","Städtischer Raum","568","0.222124131810649","0.206118699628442","0.238129563992856"
"Seltener","2003","17-29","Ländlicher Raum","269","0.199079073118474","0.178117477920013","0.220040668316934"
"Seltener","2003","30-45","Städtischer Raum","835","0.192892872038133","0.18152142053254","0.204264323543726"
"Seltener","2003","30-45","Ländlicher Raum","385","0.165588565849675","0.150290664300942","0.180886467398408"
"Seltener","2003","46-65","Städtischer Raum","1126","0.236371508105973","0.224604811491434","0.248138204720512"
"Seltener","2003","46-65","Ländlicher Raum","580","0.233854528972894","0.217344573130849","0.25036448481494"
"Seltener","2003","66","Städtischer Raum","","","",""
"Seltener","2003","66","Ländlicher Raum","","","",""
"Nie","2003","17-29","Städtischer Raum","60","0.0332991566752611","0.02639076343311","0.0402075499174121"
"Nie","2003","17-29","Ländlicher Raum","18","","",""
"Nie","2003","30-45","Städtischer Raum","79","0.0218624946077741","0.0176480336396902","0.026076955575858"
"Nie","2003","30-45","Ländlicher Raum","32","0.01761103336443","0.0121977504659899","0.0230243162628701"
"Nie","2003","46-65","Städtischer Raum","147","0.0419812780660593","0.0364269598565985","0.0475355962755201"
"Nie","2003","46-65","Ländlicher Raum","45","0.0227919064455412","0.0169708574569263","0.0286129554341562"
"Nie","2003","66","Städtischer Raum","","","",""
"Nie","2003","66","Ländlicher Raum","","","",""
"Täglich","2004","17-29","Städtischer Raum","","","",""
"Täglich","2004","17-29","Ländlicher Raum","","","",""
"Täglich","2004","30-45","Städtischer Raum","","","",""
"Täglich","2004","30-45","Ländlicher Raum","","","",""
"Täglich","2004","46-65","Städtischer Raum","","","",""
"Täglich","2004","46-65","Ländlicher Raum","","","",""
"Täglich","2004","66","Städtischer Raum","","","",""
"Täglich","2004","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2004","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2004","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2004","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2004","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2004","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2004","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2004","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2004","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2004","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2004","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2004","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2004","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2004","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2004","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2004","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2004","66","Ländlicher Raum","","","",""
"Seltener","2004","17-29","Städtischer Raum","","","",""
"Seltener","2004","17-29","Ländlicher Raum","","","",""
"Seltener","2004","30-45","Städtischer Raum","","","",""
"Seltener","2004","30-45","Ländlicher Raum","","","",""
"Seltener","2004","46-65","Städtischer Raum","","","",""
"Seltener","2004","46-65","Ländlicher Raum","","","",""
"Seltener","2004","66","Städtischer Raum","","","",""
"Seltener","2004","66","Ländlicher Raum","","","",""
"Nie","2004","17-29","Städtischer Raum","","","",""
"Nie","2004","17-29","Ländlicher Raum","","","",""
"Nie","2004","30-45","Städtischer Raum","","","",""
"Nie","2004","30-45","Ländlicher Raum","","","",""
"Nie","2004","46-65","Städtischer Raum","","","",""
"Nie","2004","46-65","Ländlicher Raum","","","",""
"Nie","2004","66","Städtischer Raum","","","",""
"Nie","2004","66","Ländlicher Raum","","","",""
"Täglich","2005","17-29","Städtischer Raum","","","",""
"Täglich","2005","17-29","Ländlicher Raum","","","",""
"Täglich","2005","30-45","Städtischer Raum","","","",""
"Täglich","2005","30-45","Ländlicher Raum","","","",""
"Täglich","2005","46-65","Städtischer Raum","","","",""
"Täglich","2005","46-65","Ländlicher Raum","","","",""
"Täglich","2005","66","Städtischer Raum","","","",""
"Täglich","2005","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2005","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2005","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2005","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2005","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2005","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2005","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2005","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2005","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2005","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2005","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2005","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2005","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2005","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2005","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2005","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2005","66","Ländlicher Raum","","","",""
"Seltener","2005","17-29","Städtischer Raum","","","",""
"Seltener","2005","17-29","Ländlicher Raum","","","",""
"Seltener","2005","30-45","Städtischer Raum","","","",""
"Seltener","2005","30-45","Ländlicher Raum","","","",""
"Seltener","2005","46-65","Städtischer Raum","","","",""
"Seltener","2005","46-65","Ländlicher Raum","","","",""
"Seltener","2005","66","Städtischer Raum","","","",""
"Seltener","2005","66","Ländlicher Raum","","","",""
"Nie","2005","17-29","Städtischer Raum","","","",""
"Nie","2005","17-29","Ländlicher Raum","","","",""
"Nie","2005","30-45","Städtischer Raum","","","",""
"Nie","2005","30-45","Ländlicher Raum","","","",""
"Nie","2005","46-65","Städtischer Raum","","","",""
"Nie","2005","46-65","Ländlicher Raum","","","",""
"Nie","2005","66","Städtischer Raum","","","",""
"Nie","2005","66","Ländlicher Raum","","","",""
"Täglich","2006","17-29","Städtischer Raum","","","",""
"Täglich","2006","17-29","Ländlicher Raum","","","",""
"Täglich","2006","30-45","Städtischer Raum","","","",""
"Täglich","2006","30-45","Ländlicher Raum","","","",""
"Täglich","2006","46-65","Städtischer Raum","","","",""
"Täglich","2006","46-65","Ländlicher Raum","","","",""
"Täglich","2006","66","Städtischer Raum","","","",""
"Täglich","2006","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2006","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2006","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2006","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2006","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2006","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2006","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2006","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2006","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2006","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2006","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2006","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2006","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2006","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2006","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2006","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2006","66","Ländlicher Raum","","","",""
"Seltener","2006","17-29","Städtischer Raum","","","",""
"Seltener","2006","17-29","Ländlicher Raum","","","",""
"Seltener","2006","30-45","Städtischer Raum","","","",""
"Seltener","2006","30-45","Ländlicher Raum","","","",""
"Seltener","2006","46-65","Städtischer Raum","","","",""
"Seltener","2006","46-65","Ländlicher Raum","","","",""
"Seltener","2006","66","Städtischer Raum","","","",""
"Seltener","2006","66","Ländlicher Raum","","","",""
"Nie","2006","17-29","Städtischer Raum","","","",""
"Nie","2006","17-29","Ländlicher Raum","","","",""
"Nie","2006","30-45","Städtischer Raum","","","",""
"Nie","2006","30-45","Ländlicher Raum","","","",""
"Nie","2006","46-65","Städtischer Raum","","","",""
"Nie","2006","46-65","Ländlicher Raum","","","",""
"Nie","2006","66","Städtischer Raum","","","",""
"Nie","2006","66","Ländlicher Raum","","","",""
"Täglich","2007","17-29","Städtischer Raum","","","",""
"Täglich","2007","17-29","Ländlicher Raum","","","",""
"Täglich","2007","30-45","Städtischer Raum","","","",""
"Täglich","2007","30-45","Ländlicher Raum","","","",""
"Täglich","2007","46-65","Städtischer Raum","","","",""
"Täglich","2007","46-65","Ländlicher Raum","","","",""
"Täglich","2007","66","Städtischer Raum","","","",""
"Täglich","2007","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2007","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2007","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2007","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2007","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2007","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2007","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2007","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2007","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2007","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2007","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2007","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2007","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2007","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2007","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2007","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2007","66","Ländlicher Raum","","","",""
"Seltener","2007","17-29","Städtischer Raum","","","",""
"Seltener","2007","17-29","Ländlicher Raum","","","",""
"Seltener","2007","30-45","Städtischer Raum","","","",""
"Seltener","2007","30-45","Ländlicher Raum","","","",""
"Seltener","2007","46-65","Städtischer Raum","","","",""
"Seltener","2007","46-65","Ländlicher Raum","","","",""
"Seltener","2007","66","Städtischer Raum","","","",""
"Seltener","2007","66","Ländlicher Raum","","","",""
"Nie","2007","17-29","Städtischer Raum","","","",""
"Nie","2007","17-29","Ländlicher Raum","","","",""
"Nie","2007","30-45","Städtischer Raum","","","",""
"Nie","2007","30-45","Ländlicher Raum","","","",""
"Nie","2007","46-65","Städtischer Raum","","","",""
"Nie","2007","46-65","Ländlicher Raum","","","",""
"Nie","2007","66","Städtischer Raum","","","",""
"Nie","2007","66","Ländlicher Raum","","","",""
"Täglich","2008","17-29","Städtischer Raum","156","0.0826226572786635","0.0707540041656544","0.0944913103916727"
"Täglich","2008","17-29","Ländlicher Raum","106","0.078523991392032","0.0624364695346729","0.0946115132493912"
"Täglich","2008","30-45","Städtischer Raum","253","0.065737818124059","0.0574405893222696","0.0740350469258483"
"Täglich","2008","30-45","Ländlicher Raum","146","0.0803843919254354","0.0675278093506655","0.0932409745002054"
"Täglich","2008","46-65","Städtischer Raum","287","0.0658891823509058","0.0584748913137459","0.0733034733880657"
"Täglich","2008","46-65","Ländlicher Raum","177","0.0646589101434377","0.0547622206299879","0.0745555996568874"
"Täglich","2008","66","Städtischer Raum","","","",""
"Täglich","2008","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2008","17-29","Städtischer Raum","768","0.354834078117328","0.334207545693752","0.375460610540905"
"Min 1x pro Woche","2008","17-29","Ländlicher Raum","448","0.433193462263885","0.403558503817567","0.462828420710204"
"Min 1x pro Woche","2008","30-45","Städtischer Raum","1387","0.39802189499086","0.381633558664876","0.414410231316843"
"Min 1x pro Woche","2008","30-45","Ländlicher Raum","737","0.439147882685844","0.415680422499509","0.462615342872179"
"Min 1x pro Woche","2008","46-65","Städtischer Raum","1513","0.347862968772008","0.333628643023831","0.362097294520185"
"Min 1x pro Woche","2008","46-65","Ländlicher Raum","818","0.33911733359514","0.320065888487488","0.358168778702791"
"Min 1x pro Woche","2008","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2008","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2008","17-29","Städtischer Raum","673","0.325311353097435","0.305114711259624","0.345507994935245"
"Min 1x pro Monat","2008","17-29","Ländlicher Raum","299","0.28639680670275","0.259359811225066","0.313433802180434"
"Min 1x pro Monat","2008","30-45","Städtischer Raum","1089","0.314610466502909","0.29906347517927","0.330157457826548"
"Min 1x pro Monat","2008","30-45","Ländlicher Raum","518","0.298834259538742","0.277189037367529","0.320479481709955"
"Min 1x pro Monat","2008","46-65","Städtischer Raum","1307","0.276263112918557","0.262899768113423","0.289626457723691"
"Min 1x pro Monat","2008","46-65","Ländlicher Raum","778","0.331937224187431","0.312986432206257","0.350888016168605"
"Min 1x pro Monat","2008","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2008","66","Ländlicher Raum","","","",""
"Seltener","2008","17-29","Städtischer Raum","436","0.220152889195805","0.202290284753094","0.238015493638517"
"Seltener","2008","17-29","Ländlicher Raum","210","0.191453542033584","0.167923096921029","0.214983987146139"
"Seltener","2008","30-45","Städtischer Raum","655","0.203400628007081","0.189923816213595","0.216877439800566"
"Seltener","2008","30-45","Ländlicher Raum","289","0.166823725672085","0.149194474455326","0.184452976888844"
"Seltener","2008","46-65","Städtischer Raum","1076","0.267351815707194","0.254125079943746","0.280578551470643"
"Seltener","2008","46-65","Ländlicher Raum","553","0.24265169131468","0.225400057150091","0.25990332547927"
"Seltener","2008","66","Städtischer Raum","","","",""
"Seltener","2008","66","Ländlicher Raum","","","",""
"Nie","2008","17-29","Städtischer Raum","34","0.0170790223107679","0.0114934374080213","0.0226646072135145"
"Nie","2008","17-29","Ländlicher Raum","11","","",""
"Nie","2008","30-45","Städtischer Raum","43","0.0182291923750919","0.0137502052908317","0.022708179459352"
"Nie","2008","30-45","Ländlicher Raum","28","","",""
"Nie","2008","46-65","Städtischer Raum","118","0.0426329202513349","0.0365951698500672","0.0486706706526027"
"Nie","2008","46-65","Ländlicher Raum","46","0.0216348407593115","0.0157799595309153","0.0274897219877076"
"Nie","2008","66","Städtischer Raum","","","",""
"Nie","2008","66","Ländlicher Raum","","","",""
"Täglich","2009","17-29","Städtischer Raum","","","",""
"Täglich","2009","17-29","Ländlicher Raum","","","",""
"Täglich","2009","30-45","Städtischer Raum","","","",""
"Täglich","2009","30-45","Ländlicher Raum","","","",""
"Täglich","2009","46-65","Städtischer Raum","","","",""
"Täglich","2009","46-65","Ländlicher Raum","","","",""
"Täglich","2009","66","Städtischer Raum","","","",""
"Täglich","2009","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2009","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2009","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2009","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2009","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2009","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2009","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2009","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2009","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2009","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2009","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2009","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2009","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2009","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2009","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2009","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2009","66","Ländlicher Raum","","","",""
"Seltener","2009","17-29","Städtischer Raum","","","",""
"Seltener","2009","17-29","Ländlicher Raum","","","",""
"Seltener","2009","30-45","Städtischer Raum","","","",""
"Seltener","2009","30-45","Ländlicher Raum","","","",""
"Seltener","2009","46-65","Städtischer Raum","","","",""
"Seltener","2009","46-65","Ländlicher Raum","","","",""
"Seltener","2009","66","Städtischer Raum","","","",""
"Seltener","2009","66","Ländlicher Raum","","","",""
"Nie","2009","17-29","Städtischer Raum","","","",""
"Nie","2009","17-29","Ländlicher Raum","","","",""
"Nie","2009","30-45","Städtischer Raum","","","",""
"Nie","2009","30-45","Ländlicher Raum","","","",""
"Nie","2009","46-65","Städtischer Raum","","","",""
"Nie","2009","46-65","Ländlicher Raum","","","",""
"Nie","2009","66","Städtischer Raum","","","",""
"Nie","2009","66","Ländlicher Raum","","","",""
"Täglich","2010","17-29","Städtischer Raum","","","",""
"Täglich","2010","17-29","Ländlicher Raum","","","",""
"Täglich","2010","30-45","Städtischer Raum","","","",""
"Täglich","2010","30-45","Ländlicher Raum","","","",""
"Täglich","2010","46-65","Städtischer Raum","","","",""
"Täglich","2010","46-65","Ländlicher Raum","","","",""
"Täglich","2010","66","Städtischer Raum","","","",""
"Täglich","2010","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2010","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2010","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2010","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","2010","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","2010","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","2010","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","2010","66","Städtischer Raum","","","",""
"Min 1x pro Woche","2010","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","2010","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","2010","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","2010","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","2010","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","2010","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","2010","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","2010","66","Städtischer Raum","","","",""
"Min 1x pro Monat","2010","66","Ländlicher Raum","","","",""
"Seltener","2010","17-29","Städtischer Raum","","","",""
"Seltener","2010","17-29","Ländlicher Raum","","","",""
"Seltener","2010","30-45","Städtischer Raum","","","",""
"Seltener","2010","30-45","Ländlicher Raum","","","",""
"Seltener","2010","46-65","Städtischer Raum","","","",""
"Seltener","2010","46-65","Ländlicher Raum","","","",""
"Seltener","2010","66","Städtischer Raum","","","",""
"Seltener","2010","66","Ländlicher Raum","","","",""
"Nie","2010","17-29","Städtischer Raum","","","",""
"Nie","2010","17-29","Ländlicher Raum","","","",""
"Nie","2010","30-45","Städtischer Raum","","","",""
"Nie","2010","30-45","Ländlicher Raum","","","",""
"Nie","2010","46-65","Städtischer Raum","","","",""
"Nie","2010","46-65","Ländlicher Raum","","","",""
"Nie","2010","66","Städtischer Raum","","","",""
"Nie","2010","66","Ländlicher Raum","","","",""
"Täglich","2011","17-29","Städtischer Raum","","","",""
"Täglich","2011","17-29","Ländlicher Raum","","","",""
"Täglich","2011","30-45","Städtischer Raum","","","",""
