,Unnamed: 0,year,hhtyp,regtyp,hgeqpter,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
329,329,2001,Other Combinations,Urban regions,Yes,1.0,62,11394,0.85642,1.13718
330,330,2002,Single-person household,Urban regions,Yes,0.67275,1333,11874,0.65263,0.68932
331,331,2002,Single-person household,Urban regions,No,0.32725,691,11874,0.31486,0.33847
332,332,2002,Single-person household,Rural regions,Yes,0.56288,461,11874,0.5349,0.58888
333,333,2002,Single-person household,Rural regions,No,0.43712,378,11874,0.41672,0.45507
334,334,2002,Couple without children,Urban regions,Yes,0.82278,2142,11874,0.80093,0.84654
335,335,2002,Couple without children,Urban regions,No,0.17722,447,11874,0.1683,0.19066
336,336,2002,Couple without children,Rural regions,Yes,0.72163,876,11874,0.69539,0.74943
337,337,2002,Couple without children,Rural regions,No,0.27837,373,11874,0.26162,0.29677
338,338,2002,Single parent,Urban regions,Yes,0.71923,317,11874,0.67405,0.77
339,339,2002,Single parent,Urban regions,No,0.28077,120,11874,0.24984,0.32107
340,340,2002,Single parent,Rural regions,Yes,0.67877,155,11874,0.61227,0.7532
341,341,2002,Single parent,Rural regions,No,0.32123,85,11874,0.27569,0.36186
342,342,2002,Couple with children,Urban regions,Yes,0.84968,2419,11874,0.81252,0.88346
343,343,2002,Couple with children,Urban regions,No,0.15032,419,11874,0.14007,0.16076
344,344,2002,Couple with children,Rural regions,Yes,0.76127,1112,11874,0.72456,0.80348
345,345,2002,Couple with children,Rural regions,No,0.23873,364,11874,0.2229,0.25978
346,346,2002,Multi-generational household,Urban regions,Yes,1.0,71,11874,0.78519,1.19268
347,347,2002,Multi-generational household,Rural regions,Yes,1.0,44,11874,0.70382,1.33141
348,348,2002,Other Combinations,Urban regions,Yes,1.0,67,11874,0.85117,1.15939
349,349,2003,Single-person household,Urban regions,Yes,0.67911,1339,11462,0.66122,0.69798
350,350,2003,Single-person household,Urban regions,No,0.32089,662,11462,0.30796,0.33391
351,351,2003,Single-person household,Rural regions,Yes,0.57437,471,11462,0.55039,0.60043
352,352,2003,Single-person household,Rural regions,No,0.42563,356,11462,0.40458,0.44674
353,353,2003,Couple without children,Urban regions,Yes,0.82101,2081,11462,0.79674,0.84686
354,354,2003,Couple without children,Urban regions,No,0.17899,429,11462,0.16727,0.19061
355,355,2003,Couple without children,Rural regions,Yes,0.72477,874,11462,0.69178,0.75571
356,356,2003,Couple without children,Rural regions,No,0.27523,370,11462,0.25743,0.29504
357,357,2003,Single parent,Urban regions,Yes,0.7269,329,11462,0.67527,0.77228
358,358,2003,Single parent,Urban regions,No,0.2731,122,11462,0.2429,0.30226
359,359,2003,Single parent,Rural regions,Yes,0.68809,147,11462,0.61883,0.77219
360,360,2003,Single parent,Rural regions,No,0.31191,78,11462,0.2709,0.35753
361,361,2003,Couple with children,Urban regions,Yes,0.86152,2307,11462,0.83366,0.89063
362,362,2003,Couple with children,Urban regions,No,0.13848,374,11462,0.12966,0.14976
363,363,2003,Couple with children,Rural regions,Yes,0.76003,1038,11462,0.71844,0.80191
364,364,2003,Couple with children,Rural regions,No,0.23997,342,11462,0.22149,0.26221
365,365,2003,Multi-generational household,Urban regions,Yes,1.0,58,11462,0.77,1.27832
366,366,2003,Multi-generational household,Rural regions,Yes,1.0,32,11462,0.68397,1.37906
367,367,2003,Other Combinations,Urban regions,Yes,1.0,53,11462,0.78616,1.19805
368,368,2004,Single-person household,Urban regions,Yes,0.68416,1311,11165,0.66292,0.70482
369,369,2004,Single-person household,Urban regions,No,0.31584,627,11165,0.30229,0.32951
370,370,2004,Single-person household,Rural regions,Yes,0.58923,490,11165,0.56176,0.61713
371,371,2004,Single-person household,Rural regions,No,0.41077,337,11165,0.38934,0.43603
372,372,2004,Couple without children,Urban regions,Yes,0.83204,2118,11165,0.80518,0.85658
373,373,2004,Couple without children,Urban regions,No,0.16796,409,11165,0.15618,0.1798
374,374,2004,Couple without children,Rural regions,Yes,0.73044,878,11165,0.69889,0.76288
375,375,2004,Couple without children,Rural regions,No,0.26956,346,11165,0.25091,0.29054
376,376,2004,Single parent,Urban regions,Yes,0.74333,327,11165,0.68606,0.80026
377,377,2004,Single parent,Urban regions,No,0.25667,113,11165,0.22795,0.28838
378,378,2004,Single parent,Rural regions,Yes,0.71372,149,11165,0.64325,0.78454
379,379,2004,Single parent,Rural regions,No,0.28628,71,11165,0.2382,0.33224
380,380,2004,Couple with children,Urban regions,Yes,0.85869,2196,11165,0.82988,0.89265
381,381,2004,Couple with children,Urban regions,No,0.14131,354,11165,0.131,0.15279
382,382,2004,Couple with children,Rural regions,Yes,0.76754,1015,11165,0.73012,0.80825
383,383,2004,Couple with children,Rural regions,No,0.23246,318,11165,0.21143,0.25739
384,384,2004,Multi-generational household,Urban regions,Yes,1.0,54,11165,0.77894,1.30253
385,385,2004,Other Combinations,Urban regions,Yes,1.0,52,11165,0.75976,1.23974
386,386,2005,Single-person household,Urban regions,Yes,0.70378,1394,11099,0.68241,0.72554
387,387,2005,Single-person household,Urban regions,No,0.29622,637,11099,0.2822,0.31096
388,388,2005,Single-person household,Rural regions,Yes,0.60432,518,11099,0.56977,0.64133
389,389,2005,Single-person household,Rural regions,No,0.39568,343,11099,0.3751,0.42529
390,390,2005,Couple without children,Urban regions,Yes,0.8402,2095,11099,0.8117,0.86814
391,391,2005,Couple without children,Urban regions,No,0.1598,387,11099,0.14881,0.1738
392,392,2005,Couple without children,Rural regions,Yes,0.75788,881,11099,0.71729,0.79266
393,393,2005,Couple without children,Rural regions,No,0.24212,324,11099,0.22346,0.26314
394,394,2005,Single parent,Urban regions,Yes,0.72517,331,11099,0.68177,0.78239
395,395,2005,Single parent,Urban regions,No,0.27483,118,11099,0.23601,0.30961
396,396,2005,Single parent,Rural regions,Yes,0.66172,155,11099,0.59491,0.73278
397,397,2005,Single parent,Rural regions,No,0.33828,87,11099,0.29008,0.3966
398,398,2005,Couple with children,Urban regions,Yes,0.86031,2107,11099,0.82734,0.88849
399,399,2005,Couple with children,Urban regions,No,0.13969,326,11099,0.12733,0.1516
400,400,2005,Couple with children,Rural regions,Yes,0.8275,1018,11099,0.78998,0.87787
401,401,2005,Couple with children,Rural regions,No,0.1725,249,11099,0.15295,0.19509
402,402,2005,Multi-generational household,Urban regions,Yes,1.0,48,11099,0.72136,1.38442
403,403,2005,Multi-generational household,Rural regions,Yes,1.0,31,11099,0.66583,1.37474
404,404,2005,Other Combinations,Urban regions,Yes,1.0,50,11099,0.78365,1.23392
405,405,2006,Single-person household,Urban regions,Yes,0.6989,1551,12166,0.68152,0.71725
406,406,2006,Single-person household,Urban regions,No,0.3011,702,12166,0.28928,0.31274
407,407,2006,Single-person household,Rural regions,Yes,0.61812,638,12166,0.59094,0.64851
408,408,2006,Single-person household,Rural regions,No,0.38188,391,12166,0.36148,0.40682
409,409,2006,Couple without children,Urban regions,Yes,0.84258,2389,12166,0.82014,0.86415
410,410,2006,Couple without children,Urban regions,No,0.15742,387,12166,0.14508,0.16915
411,411,2006,Couple without children,Rural regions,Yes,0.76953,1031,12166,0.73299,0.81187
412,412,2006,Couple without children,Rural regions,No,0.23047,347,12166,0.21447,0.24629
413,413,2006,Single parent,Urban regions,Yes,0.74393,369,12166,0.69083,0.79446
414,414,2006,Single parent,Urban regions,No,0.25607,125,12166,0.22561,0.28802
415,415,2006,Single parent,Rural regions,Yes,0.71893,191,12166,0.64454,0.80243
416,416,2006,Single parent,Rural regions,No,0.28107,83,12166,0.24311,0.31809
417,417,2006,Couple with children,Urban regions,Yes,0.85767,2144,12166,0.82276,0.88861
418,418,2006,Couple with children,Urban regions,No,0.14233,343,12166,0.13062,0.15419
419,419,2006,Couple with children,Rural regions,Yes,0.83078,1091,12166,0.78972,0.88999
420,420,2006,Couple with children,Rural regions,No,0.16922,257,12166,0.15471,0.19285
421,421,2006,Multi-generational household,Urban regions,Yes,1.0,44,12166,0.67649,1.37277
422,422,2006,Multi-generational household,Rural regions,Yes,1.0,32,12166,0.63667,1.34897
423,423,2006,Other Combinations,Urban regions,Yes,1.0,51,12166,0.77725,1.29472
424,424,2007,Single-person household,Urban regions,Yes,0.72006,1515,11335,0.69968,0.74215
425,425,2007,Single-person household,Urban regions,No,0.27994,601,11335,0.26795,0.29212
426,426,2007,Single-person household,Rural regions,Yes,0.63148,620,11335,0.6008,0.66666
427,427,2007,Single-person household,Rural regions,No,0.36852,363,11335,0.34799,0.39098
428,428,2007,Couple without children,Urban regions,Yes,0.86251,2216,11335,0.83712,0.89002
429,429,2007,Couple without children,Urban regions,No,0.13749,347,11335,0.12516,0.14899
430,430,2007,Couple without children,Rural regions,Yes,0.7664,972,11335,0.73059,0.80558
431,431,2007,Couple without children,Rural regions,No,0.2336,336,11335,0.21702,0.2538
432,432,2007,Single parent,Urban regions,Yes,0.75364,339,11335,0.69361,0.81621
433,433,2007,Single parent,Urban regions,No,0.24636,117,11335,0.21652,0.27474
434,434,2007,Single parent,Rural regions,Yes,0.7322,183,11335,0.65795,0.80263
435,435,2007,Single parent,Rural regions,No,0.2678,71,11335,0.22808,0.31301
436,436,2007,Couple with children,Urban regions,Yes,0.88115,2054,11335,0.85205,0.91422
437,437,2007,Couple with children,Urban regions,No,0.11885,275,11335,0.10817,0.12909
438,438,2007,Couple with children,Rural regions,Yes,0.82838,1008,11335,0.78363,0.87067
439,439,2007,Couple with children,Rural regions,No,0.17162,236,11335,0.15214,0.19336
440,440,2007,Multi-generational household,Urban regions,Yes,1.0,42,11335,0.72353,1.33866
441,441,2007,Other Combinations,Urban regions,Yes,1.0,40,11335,0.68125,1.3234
442,442,2008,Single-person household,Urban regions,Yes,0.72909,1487,10721,0.70772,0.75218
443,443,2008,Single-person household,Urban regions,No,0.27091,559,10721,0.25805,0.28417
444,444,2008,Single-person household,Rural regions,Yes,0.66401,610,10721,0.63173,0.69254
445,445,2008,Single-person household,Rural regions,No,0.33599,323,10721,0.31699,0.35675
446,446,2008,Couple without children,Urban regions,Yes,0.87499,2148,10721,0.84632,0.90458
447,447,2008,Couple without children,Urban regions,No,0.12501,315,10721,0.11376,0.13637
448,448,2008,Couple without children,Rural regions,Yes,0.77341,964,10721,0.73159,0.80899
449,449,2008,Couple without children,Rural regions,No,0.22659,305,10721,0.20528,0.24619
450,450,2008,Single parent,Urban regions,Yes,0.7651,329,10721,0.70705,0.83032
451,451,2008,Single parent,Urban regions,No,0.2349,103,10721,0.205,0.26454
452,452,2008,Single parent,Rural regions,Yes,0.73487,182,10721,0.65262,0.82495
453,453,2008,Single parent,Rural regions,No,0.26513,67,10721,0.21922,0.3176
454,454,2008,Couple with children,Urban regions,Yes,0.87492,1874,10721,0.83303,0.90573
455,455,2008,Couple with children,Urban regions,No,0.12508,258,10721,0.10994,0.13681
456,456,2008,Couple with children,Rural regions,Yes,0.83909,922,10721,0.78737,0.88446
457,457,2008,Couple with children,Rural regions,No,0.16091,210,10721,0.14271,0.18103
458,458,2008,Multi-generational household,Urban regions,Yes,1.0,33,10721,0.6374,1.34716
459,459,2008,Other Combinations,Urban regions,Yes,1.0,32,10721,0.70218,1.33219
460,460,2009,Single-person household,Urban regions,Yes,0.7279,1435,10065,0.70239,0.75089
461,461,2009,Single-person household,Urban regions,No,0.2721,526,10065,0.25788,0.28533
462,462,2009,Single-person household,Rural regions,Yes,0.6748,585,10065,0.63957,0.71306
463,463,2009,Single-person household,Rural regions,No,0.3252,298,10065,0.29778,0.34813
464,464,2009,Couple without children,Urban regions,Yes,0.88771,2027,10065,0.85355,0.91995
465,465,2009,Couple without children,Urban regions,No,0.11229,281,10065,0.09995,0.12401
466,466,2009,Couple without children,Rural regions,Yes,0.7768,949,10065,0.72957,0.82554
467,467,2009,Couple without children,Rural regions,No,0.2232,291,10065,0.19853,0.24613
468,468,2009,Single parent,Urban regions,Yes,0.80426,306,10065,0.74195,0.87559
469,469,2009,Single parent,Urban regions,No,0.19574,90,10065,0.16402,0.23655
470,470,2009,Single parent,Rural regions,Yes,0.71457,165,10065,0.62368,0.81416
471,471,2009,Single parent,Rural regions,No,0.28543,71,10065,0.24157,0.34132
472,472,2009,Couple with children,Urban regions,Yes,0.88368,1696,10065,0.85131,0.92151
473,473,2009,Couple with children,Urban regions,No,0.11632,239,10065,0.10286,0.13323
474,474,2009,Couple with children,Rural regions,Yes,0.83622,872,10065,0.77874,0.88974
475,475,2009,Couple with children,Rural regions,No,0.16378,200,10065,0.14161,0.19011
476,476,2009,Other Combinations,Urban regions,Yes,1.0,34,10065,0.65959,1.42892
477,477,2010,Single-person household,Urban regions,Yes,0.72665,1358,13701,0.70282,0.75082
478,478,2010,Single-person household,Urban regions,No,0.27335,492,13701,0.25762,0.29125
479,479,2010,Single-person household,Rural regions,Yes,0.67504,563,13701,0.64106,0.70738
480,480,2010,Single-person household,Rural regions,No,0.32496,278,13701,0.30073,0.35186
481,481,2010,Couple without children,Urban regions,Yes,0.89303,1948,13701,0.85682,0.92645
482,482,2010,Couple without children,Urban regions,No,0.10697,263,13701,0.09557,0.1184
483,483,2010,Couple without children,Rural regions,Yes,0.78864,905,13701,0.74384,0.83418
484,484,2010,Couple without children,Rural regions,No,0.21136,254,13701,0.18683,0.23515
485,485,2010,Single parent,Urban regions,Yes,0.77012,926,13701,0.70294,0.83048
486,486,2010,Single parent,Urban regions,No,0.22988,275,13701,0.20243,0.26576
487,487,2010,Single parent,Rural regions,Yes,0.66478,440,13701,0.57697,0.74421
488,488,2010,Single parent,Rural regions,No,0.33522,206,13701,0.2831,0.39915
489,489,2010,Couple with children,Urban regions,Yes,0.88408,3180,13701,0.83821,0.92488
490,490,2010,Couple with children,Urban regions,No,0.11592,521,13701,0.10128,0.12839
491,491,2010,Couple with children,Rural regions,Yes,0.82273,1636,13701,0.76866,0.87658
492,492,2010,Couple with children,Rural regions,No,0.17727,375,13701,0.15303,0.20346
493,493,2010,Multi-generational household,Urban regions,Yes,1.0,46,13701,0.66963,1.46471
494,494,2010,Multi-generational household,Rural regions,Yes,1.0,35,13701,0.64563,1.4295
495,495,2011,Single-person household,Urban regions,Yes,0.7455,1769,16515,0.72416,0.77142
496,496,2011,Single-person household,Urban regions,No,0.2545,634,16515,0.24341,0.27047
497,497,2011,Single-person household,Rural regions,Yes,0.66515,741,16515,0.63658,0.69541
498,498,2011,Single-person household,Rural regions,No,0.33485,389,16515,0.312,0.36137
499,499,2011,Couple without children,Urban regions,Yes,0.88363,2428,16515,0.853,0.91011
500,500,2011,Couple without children,Urban regions,No,0.11637,339,16515,0.1055,0.12697
501,501,2011,Couple without children,Rural regions,Yes,0.80389,1270,16515,0.76179,0.84742
502,502,2011,Couple without children,Rural regions,No,0.19611,335,16515,0.17752,0.21678
503,503,2011,Single parent,Urban regions,Yes,0.79841,1200,16515,0.74623,0.83795
504,504,2011,Single parent,Urban regions,No,0.20159,299,16515,0.18212,0.22458
505,505,2011,Single parent,Rural regions,Yes,0.72503,586,16515,0.66635,0.79382
506,506,2011,Single parent,Rural regions,No,0.27497,221,16515,0.2509,0.30436
507,507,2011,Couple with children,Urban regions,Yes,0.89886,3470,16515,0.85445,0.94419
508,508,2011,Couple with children,Urban regions,No,0.10114,467,16515,0.08915,0.11199
509,509,2011,Couple with children,Rural regions,Yes,0.84252,1841,16515,0.79985,0.89751
510,510,2011,Couple with children,Rural regions,No,0.15748,390,16515,0.13864,0.1783
511,511,2011,Multi-generational household,Urban regions,Yes,1.0,51,16515,0.69482,1.31121
512,512,2011,Multi-generational household,Rural regions,Yes,1.0,36,16515,0.70026,1.36947
513,513,2011,Other Combinations,Urban regions,Yes,1.0,49,16515,0.77965,1.2795
514,514,2012,Single-person household,Urban regions,Yes,0.74012,1811,16218,0.71948,0.7624
515,515,2012,Single-person household,Urban regions,No,0.25988,654,16218,0.24716,0.27175
516,516,2012,Single-person household,Rural regions,Yes,0.68808,817,16218,0.65616,0.71543
517,517,2012,Single-person household,Rural regions,No,0.31192,400,16218,0.2865,0.33334
518,518,2012,Couple without children,Urban regions,Yes,0.88607,2440,16218,0.85689,0.92033
519,519,2012,Couple without children,Urban regions,No,0.11393,331,16218,0.10512,0.12772
520,520,2012,Couple without children,Rural regions,Yes,0.82309,1353,16218,0.78243,0.856
521,521,2012,Couple without children,Rural regions,No,0.17691,326,16218,0.16169,0.19536
522,522,2012,Single parent,Urban regions,Yes,0.77652,1098,16218,0.72515,0.82664
523,523,2012,Single parent,Urban regions,No,0.22348,299,16218,0.19834,0.2503
524,524,2012,Single parent,Rural regions,Yes,0.7317,580,16218,0.64583,0.80643
525,525,2012,Single parent,Rural regions,No,0.2683,202,16218,0.2187,0.32344
526,526,2012,Couple with children,Urban regions,Yes,0.90245,3263,16218,0.86285,0.94064
527,527,2012,Couple with children,Urban regions,No,0.09755,416,16218,0.08845,0.10823
528,528,2012,Couple with children,Rural regions,Yes,0.86553,1762,16218,0.81474,0.90956
529,529,2012,Couple with children,Rural regions,No,0.13447,333,16218,0.11792,0.15359
530,530,2012,Multi-generational household,Urban regions,Yes,1.0,46,16218,0.72119,1.31465
531,531,2012,Multi-generational household,Rural regions,Yes,1.0,41,16218,0.68467,1.35003
532,532,2012,Other Combinations,Urban regions,Yes,1.0,46,16218,0.77825,1.23024
533,533,2013,Single-person household,Urban regions,Yes,0.73733,1892,17839,0.71289,0.76264
534,534,2013,Single-person household,Urban regions,No,0.26267,734,17839,0.24985,0.2778
535,535,2013,Single-person household,Rural regions,Yes,0.68546,816,17839,0.65326,0.71317
536,536,2013,Single-person household,Rural regions,No,0.31454,402,17839,0.2962,0.33671
537,537,2013,Couple without children,Urban regions,Yes,0.88787,2579,17839,0.85822,0.91354
538,538,2013,Couple without children,Urban regions,No,0.11213,386,17839,0.10226,0.12219
539,539,2013,Couple without children,Rural regions,Yes,0.82568,1356,17839,0.78357,0.86773
540,540,2013,Couple without children,Rural regions,No,0.17432,318,17839,0.15523,0.19311
541,541,2013,Single parent,Urban regions,Yes,0.78773,1182,17839,0.74285,0.84248
542,542,2013,Single parent,Urban regions,No,0.21227,296,17839,0.18834,0.2415
543,543,2013,Single parent,Rural regions,Yes,0.74313,562,17839,0.6531,0.82062
544,544,2013,Single parent,Rural regions,No,0.25687,205,17839,0.21733,0.30043
545,545,2013,Couple with children,Urban regions,Yes,0.89819,3905,17839,0.85733,0.93307
546,546,2013,Couple with children,Urban regions,No,0.10181,519,17839,0.09121,0.11295
547,547,2013,Couple with children,Rural regions,Yes,0.85508,1869,17839,0.80126,0.90307
548,548,2013,Couple with children,Rural regions,No,0.14492,348,17839,0.12621,0.1655
549,549,2013,Multi-generational household,Urban regions,Yes,1.0,65,17839,0.72174,1.26869
550,550,2013,Multi-generational household,Rural regions,Yes,1.0,49,17839,0.70492,1.3732
551,551,2013,Other Combinations,Urban regions,Yes,0.78631,202,17839,0.66004,0.94463
552,552,2013,Other Combinations,Urban regions,No,0.21369,59,17839,0.16824,0.26511
553,553,2013,Other Combinations,Rural regions,Yes,0.67633,64,17839,0.45837,0.92093
554,554,2013,Other Combinations,Rural regions,No,0.32367,31,17839,0.2489,0.40782
555,555,2014,Single-person household,Urban regions,Yes,0.75305,1788,15773,0.72531,0.77793
556,556,2014,Single-person household,Urban regions,No,0.24695,632,15773,0.23375,0.26104
557,557,2014,Single-person household,Rural regions,Yes,0.67982,766,15773,0.64495,0.71234
558,558,2014,Single-person household,Rural regions,No,0.32018,376,15773,0.29729,0.34001
559,559,2014,Couple without children,Urban regions,Yes,0.89294,2427,15773,0.85783,0.92614
560,560,2014,Couple without children,Urban regions,No,0.10706,320,15773,0.09576,0.11661
561,561,2014,Couple without children,Rural regions,Yes,0.82865,1298,15773,0.79209,0.87382
562,562,2014,Couple without children,Rural regions,No,0.17135,318,15773,0.15416,0.19106
563,563,2014,Single parent,Urban regions,Yes,0.79847,970,15773,0.74228,0.86254
564,564,2014,Single parent,Urban regions,No,0.20153,212,15773,0.16662,0.23454
565,565,2014,Single parent,Rural regions,Yes,0.73083,456,15773,0.66165,0.83447
566,566,2014,Single parent,Rural regions,No,0.26917,177,15773,0.21961,0.32212
567,567,2014,Couple with children,Urban regions,Yes,0.89121,3340,15773,0.85118,0.93031
568,568,2014,Couple with children,Urban regions,No,0.10879,434,15773,0.0974,0.12359
569,569,2014,Couple with children,Rural regions,Yes,0.85106,1621,15773,0.80122,0.90388
570,570,2014,Couple with children,Rural regions,No,0.14894,305,15773,0.12822,0.17225
571,571,2014,Multi-generational household,Urban regions,Yes,1.0,55,15773,0.68573,1.38317
572,572,2014,Multi-generational household,Rural regions,Yes,1.0,43,15773,0.70527,1.40192
573,573,2014,Other Combinations,Urban regions,Yes,0.81265,154,15773,0.70899,0.94989
574,574,2014,Other Combinations,Urban regions,No,0.18735,35,15773,0.12372,0.27647
575,575,2014,Other Combinations,Rural regions,Yes,1.0,46,15773,0.73737,1.30478
576,576,2015,Single-person household,Urban regions,Yes,0.74882,1763,15711,0.72146,0.77136
577,577,2015,Single-person household,Urban regions,No,0.25118,691,15711,0.23693,0.26528
578,578,2015,Single-person household,Rural regions,Yes,0.68665,792,15711,0.64951,0.72331
579,579,2015,Single-person household,Rural regions,No,0.31335,378,15711,0.28831,0.33806
580,580,2015,Couple without children,Urban regions,Yes,0.89225,2392,15711,0.86324,0.92864
581,581,2015,Couple without children,Urban regions,No,0.10775,387,15711,0.09558,0.11875
582,582,2015,Couple without children,Rural regions,Yes,0.84071,1301,15711,0.79684,0.88247
583,583,2015,Couple without children,Rural regions,No,0.15929,295,15711,0.1392,0.17633
584,584,2015,Single parent,Urban regions,Yes,0.77427,890,15711,0.72161,0.82913
585,585,2015,Single parent,Urban regions,No,0.22573,232,15711,0.18978,0.26606
586,586,2015,Single parent,Rural regions,Yes,0.74836,424,15711,0.66195,0.84567
587,587,2015,Single parent,Rural regions,No,0.25164,165,15711,0.20359,0.30488
588,588,2015,Couple with children,Urban regions,Yes,0.89152,3261,15711,0.84826,0.93136
589,589,2015,Couple with children,Urban regions,No,0.10848,481,15711,0.09468,0.12449
590,590,2015,Couple with children,Rural regions,Yes,0.855,1605,15711,0.79964,0.9197
591,591,2015,Couple with children,Rural regions,No,0.145,310,15711,0.12288,0.17203
592,592,2015,Multi-generational household,Urban regions,Yes,1.0,67,15711,0.65444,1.3526
593,593,2015,Multi-generational household,Rural regions,Yes,1.0,46,15711,0.68432,1.42057
594,594,2015,Other Combinations,Urban regions,Yes,0.84345,148,15711,0.71004,0.99843
595,595,2015,Other Combinations,Urban regions,No,0.15655,38,15711,0.11435,0.20245
596,596,2015,Other Combinations,Rural regions,Yes,1.0,45,15711,0.77627,1.30323
597,597,2016,Single-person household,Urban regions,Yes,0.73925,1772,16360,0.71393,0.76822
598,598,2016,Single-person household,Urban regions,No,0.26075,831,16360,0.2424,0.27891
599,599,2016,Single-person household,Rural regions,Yes,0.7044,800,16360,0.6639,0.74244
600,600,2016,Single-person household,Rural regions,No,0.2956,397,16360,0.26959,0.32411
601,601,2016,Couple without children,Urban regions,Yes,0.8929,2269,16360,0.85916,0.92413
602,602,2016,Couple without children,Urban regions,No,0.1071,342,16360,0.09361,0.12025
603,603,2016,Couple without children,Rural regions,Yes,0.83483,1264,16360,0.79262,0.87344
604,604,2016,Couple without children,Rural regions,No,0.16517,282,16360,0.14614,0.18688
605,605,2016,Single parent,Urban regions,Yes,0.77101,854,16360,0.70716,0.83
606,606,2016,Single parent,Urban regions,No,0.22899,262,16360,0.18714,0.26385
607,607,2016,Single parent,Rural regions,Yes,0.72391,399,16360,0.63925,0.82013
608,608,2016,Single parent,Rural regions,No,0.27609,191,16360,0.223,0.33761
609,609,2016,Couple with children,Urban regions,Yes,0.89487,3401,16360,0.84731,0.93803
610,610,2016,Couple with children,Urban regions,No,0.10513,720,16360,0.08894,0.11771
611,611,2016,Couple with children,Rural regions,Yes,0.85635,1648,16360,0.80172,0.90438
612,612,2016,Couple with children,Rural regions,No,0.14365,435,16360,0.11671,0.1696
613,613,2016,Multi-generational household,Urban regions,Yes,1.0,74,16360,0.69469,1.34402
614,614,2016,Multi-generational household,Rural regions,Yes,1.0,34,16360,0.59287,1.35643
615,615,2016,Other Combinations,Urban regions,Yes,0.85484,179,16360,0.70679,1.04281
616,616,2016,Other Combinations,Urban regions,No,0.14516,92,16360,0.09174,0.21851
617,617,2016,Other Combinations,Rural regions,Yes,0.7876,76,16360,0.54694,1.18549
618,618,2016,Other Combinations,Rural regions,No,0.2124,38,16360,0.10745,0.34655
619,619,2017,Single-person household,Urban regions,Yes,0.74468,1981,18233,0.7212,0.76944
620,620,2017,Single-person household,Urban regions,No,0.25532,917,18233,0.23839,0.273
621,621,2017,Single-person household,Rural regions,Yes,0.67585,890,18233,0.63596,0.71277
622,622,2017,Single-person household,Rural regions,No,0.32415,506,18233,0.29624,0.35168
623,623,2017,Couple without children,Urban regions,Yes,0.89637,2582,18233,0.85885,0.92555
624,624,2017,Couple without children,Urban regions,No,0.10363,381,18233,0.09284,0.11541
625,625,2017,Couple without children,Rural regions,Yes,0.84786,1432,18233,0.8059,0.8865
626,626,2017,Couple without children,Rural regions,No,0.15214,315,18233,0.13629,0.16725
627,627,2017,Single parent,Urban regions,Yes,0.77778,896,18233,0.71852,0.83478
628,628,2017,Single parent,Urban regions,No,0.22222,266,18233,0.18374,0.26537
629,629,2017,Single parent,Rural regions,Yes,0.71763,410,18233,0.64171,0.81698
630,630,2017,Single parent,Rural regions,No,0.28237,188,18233,0.23903,0.33824
631,631,2017,Couple with children,Urban regions,Yes,0.89483,3742,18233,0.8508,0.93053
632,632,2017,Couple with children,Urban regions,No,0.10517,777,18233,0.09226,0.11911
633,633,2017,Couple with children,Rural regions,Yes,0.84624,1805,18233,0.79225,0.89597
634,634,2017,Couple with children,Rural regions,No,0.15376,507,18233,0.12622,0.17276
635,635,2017,Multi-generational household,Urban regions,Yes,1.0,82,18233,0.71497,1.32926
636,636,2017,Multi-generational household,Rural regions,Yes,1.0,40,18233,0.60714,1.47366
637,637,2017,Other Combinations,Urban regions,Yes,0.79492,233,18233,0.69573,0.93809
638,638,2017,Other Combinations,Urban regions,No,0.20508,125,18233,0.1381,0.29498
639,639,2017,Other Combinations,Rural regions,Yes,0.78979,108,18233,0.55366,1.00649
640,640,2017,Other Combinations,Rural regions,No,0.21021,50,18233,0.10547,0.30768
641,641,2018,Single-person household,Urban regions,Yes,0.75202,2094,17667,0.72207,0.77645
642,642,2018,Single-person household,Urban regions,No,0.24798,954,17667,0.23287,0.26611
643,643,2018,Single-person household,Rural regions,Yes,0.69195,904,17667,0.65073,0.73158
644,644,2018,Single-person household,Rural regions,No,0.30805,467,17667,0.2774,0.34104
645,645,2018,Couple without children,Urban regions,Yes,0.90068,2539,17667,0.86755,0.93771
646,646,2018,Couple without children,Urban regions,No,0.09932,380,17667,0.09013,0.10978
647,647,2018,Couple without children,Rural regions,Yes,0.85539,1404,17667,0.80722,0.89605
648,648,2018,Couple without children,Rural regions,No,0.14461,303,17667,0.12847,0.16154
649,649,2018,Single parent,Urban regions,Yes,0.78181,887,17667,0.72068,0.8371
650,650,2018,Single parent,Urban regions,No,0.21819,283,17667,0.17964,0.2636
651,651,2018,Single parent,Rural regions,Yes,0.70737,386,17667,0.61091,0.80169
652,652,2018,Single parent,Rural regions,No,0.29263,167,17667,0.24298,0.35361
653,653,2018,Couple with children,Urban regions,Yes,0.90359,3548,17667,0.86747,0.94374
654,654,2018,Couple with children,Urban regions,No,0.09641,706,17667,0.0849,0.11135
655,655,2018,Couple with children,Rural regions,Yes,0.86222,1701,17667,0.79948,0.91331
656,656,2018,Couple with children,Rural regions,No,0.13778,421,17667,0.116,0.15911
657,657,2018,Multi-generational household,Urban regions,Yes,1.0,91,17667,0.7383,1.3146
