year,hhtyp,sampreg,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Couple with children,West,No,0.10856,258,2546,0.09647,0.12064
2008,Couple with children,East,Yes,0.71262,508,718,0.67950,0.74575
2008,Couple with children,East,No,0.28738,210,718,0.25425,0.32050
2008,Multi-generational household,West,Yes,0.83660,50,50,0.73307,0.94012
2008,Other Combinations,West,Yes,0.75355,46,46,0.62764,0.87947
2009,Single-person household,West,Yes,0.74970,1609,2118,0.73125,0.76815
2009,Single-person household,West,No,0.25030,509,2118,0.23185,0.26875
2009,Single-person household,East,Yes,0.55392,411,726,0.51773,0.59010
2009,Single-person household,East,No,0.44608,315,726,0.40990,0.48227
2009,Couple without children,West,Yes,0.89628,2321,2598,0.88456,0.90801
2009,Couple without children,West,No,0.10372,277,2598,0.09199,0.11544
2009,Couple without children,East,Yes,0.66783,655,950,0.63787,0.69780
2009,Couple without children,East,No,0.33217,295,950,0.30220,0.36213
2009,Single parent,West,Yes,0.79907,365,462,0.76249,0.83565
2009,Single parent,West,No,0.20093,97,462,0.16435,0.23751
2009,Single parent,East,Yes,0.68263,106,170,0.61246,0.75281
2009,Single parent,East,No,0.31737,64,170,0.24719,0.38754
2009,Couple with children,West,Yes,0.89825,2097,2332,0.88598,0.91052
2009,Couple with children,West,No,0.10175,235,2332,0.08948,0.11402
2009,Couple with children,East,Yes,0.71203,471,675,0.67784,0.74622
2009,Couple with children,East,No,0.28797,204,675,0.25378,0.32216
2009,Multi-generational household,West,Yes,0.85932,40,40,0.75020,0.96844
2009,Other Combinations,West,Yes,0.70274,44,44,0.56613,0.83935
2010,Single-person household,West,Yes,0.74628,1525,2011,0.72726,0.76531
2010,Single-person household,West,No,0.25372,486,2011,0.23469,0.27274
2010,Single-person household,East,Yes,0.56626,396,680,0.52898,0.60354
2010,Single-person household,East,No,0.43374,284,680,0.39646,0.47102
2010,Couple without children,West,Yes,0.89328,2209,2473,0.88111,0.90546
2010,Couple without children,West,No,0.10672,264,2473,0.09454,0.11889
2010,Couple without children,East,Yes,0.71504,644,897,0.68548,0.74460
2010,Couple without children,East,No,0.28496,253,897,0.25540,0.31452
2010,Single parent,West,Yes,0.74776,1100,1436,0.72529,0.77023
2010,Single parent,West,No,0.25224,336,1436,0.22977,0.27471
2010,Single parent,East,Yes,0.69616,266,411,0.65164,0.74068
2010,Single parent,East,No,0.30384,145,411,0.25932,0.34836
2010,Couple with children,West,Yes,0.89697,4041,4578,0.88817,0.90578
2010,Couple with children,West,No,0.10303,537,4578,0.09422,0.11183
2010,Couple with children,East,Yes,0.68338,775,1134,0.65629,0.71046
2010,Couple with children,East,No,0.31662,359,1134,0.28954,0.34371
2010,Multi-generational household,West,Yes,0.92468,69,69,0.86195,0.98741
2010,Other Combinations,West,Yes,0.81350,41,41,0.69279,0.93421
2011,Single-person household,West,Yes,0.75834,2011,2643,0.74202,0.77467
2011,Single-person household,West,No,0.24166,632,2643,0.22533,0.25798
2011,Single-person household,East,Yes,0.57147,499,890,0.53894,0.60400
2011,Single-person household,East,No,0.42853,391,890,0.39600,0.46106
2011,Couple without children,West,Yes,0.89009,2916,3282,0.87939,0.90079
2011,Couple without children,West,No,0.10991,366,3282,0.09921,0.12061
2011,Couple without children,East,Yes,0.71207,782,1090,0.68518,0.73897
2011,Couple without children,East,No,0.28793,308,1090,0.26103,0.31482
2011,Single parent,West,Yes,0.80434,1438,1780,0.78590,0.82277
2011,Single parent,West,No,0.19566,342,1780,0.17723,0.21410
2011,Single parent,East,Yes,0.65697,348,526,0.61636,0.69757
2011,Single parent,East,No,0.34303,178,526,0.30243,0.38364
2011,Couple with children,West,Yes,0.91056,4488,4981,0.90263,0.91848
2011,Couple with children,West,No,0.08944,493,4981,0.08152,0.09737
2011,Couple with children,East,Yes,0.71437,823,1187,0.68866,0.74008
2011,Couple with children,East,No,0.28563,364,1187,0.25992,0.31134
2011,Multi-generational household,West,Yes,0.92489,76,76,0.86524,0.98454
2011,Other Combinations,West,Yes,0.83474,62,62,0.74154,0.92795
2012,Single-person household,West,Yes,0.75889,2076,2746,0.74289,0.77489
2012,Single-person household,West,No,0.24111,670,2746,0.22511,0.25711
2012,Single-person household,East,Yes,0.58523,552,936,0.55365,0.61681
2012,Single-person household,East,No,0.41477,384,936,0.38319,0.44635
2012,Couple without children,West,Yes,0.89503,2977,3330,0.88462,0.90544
2012,Couple without children,West,No,0.10497,353,3330,0.09456,0.11538
2012,Couple without children,East,Yes,0.73331,816,1120,0.70740,0.75922
2012,Couple without children,East,No,0.26669,304,1120,0.24078,0.29260
2012,Single parent,West,Yes,0.77263,1326,1675,0.75255,0.79271
2012,Single parent,West,No,0.22737,349,1675,0.20729,0.24745
2012,Single parent,East,Yes,0.71569,352,504,0.67627,0.75511
2012,Single parent,East,No,0.28431,152,504,0.24489,0.32373
2012,Couple with children,West,Yes,0.91669,4248,4673,0.90876,0.92461
2012,Couple with children,West,No,0.08331,425,4673,0.07539,0.09124
2012,Couple with children,East,Yes,0.73829,777,1101,0.71231,0.76427
2012,Couple with children,East,No,0.26171,324,1101,0.23573,0.28769
2012,Multi-generational household,West,Yes,0.89664,76,76,0.82774,0.96554
2012,Other Combinations,West,Yes,0.80022,60,60,0.69820,0.90225
2013,Single-person household,West,Yes,0.75245,2163,2941,0.73685,0.76806
2013,Single-person household,West,No,0.24755,778,2941,0.23194,0.26315
2013,Single-person household,East,Yes,0.59069,545,903,0.55860,0.62278
2013,Single-person household,East,No,0.40931,358,903,0.37722,0.44140
2013,Couple without children,West,Yes,0.90033,3128,3528,0.89045,0.91022
2013,Couple without children,West,No,0.09967,400,3528,0.08978,0.10955
2013,Couple without children,East,Yes,0.72716,807,1111,0.70095,0.75336
2013,Couple without children,East,No,0.27284,304,1111,0.24664,0.29905
2013,Single parent,West,Yes,0.78671,1409,1768,0.76761,0.80581
2013,Single parent,West,No,0.21329,359,1768,0.19419,0.23239
2013,Single parent,East,Yes,0.71254,335,477,0.67189,0.75320
2013,Single parent,East,No,0.28746,142,477,0.24680,0.32811
2013,Couple with children,West,Yes,0.90863,4981,5542,0.90104,0.91622
2013,Couple with children,West,No,0.09137,561,5542,0.08378,0.09896
2013,Couple with children,East,Yes,0.73846,793,1099,0.71246,0.76445
2013,Couple with children,East,No,0.26154,306,1099,0.23555,0.28754
2013,Multi-generational household,West,Yes,0.90392,93,93,0.84371,0.96414
2013,Other Combinations,West,Yes,0.77095,243,322,0.72498,0.81692
2013,Other Combinations,West,No,0.22905,79,322,0.18308,0.27502
2014,Single-person household,West,Yes,0.76007,2008,2682,0.74390,0.77623
2014,Single-person household,West,No,0.23993,674,2682,0.22377,0.25610
2014,Single-person household,East,Yes,0.61069,546,880,0.57846,0.64293
2014,Single-person household,East,No,0.38931,334,880,0.35707,0.42154
2014,Couple without children,West,Yes,0.89990,2929,3280,0.88962,0.91017
2014,Couple without children,West,No,0.10010,351,3280,0.08983,0.11038
2014,Couple without children,East,Yes,0.74781,796,1083,0.72193,0.77368
2014,Couple without children,East,No,0.25219,287,1083,0.22632,0.27807
2014,Single parent,West,Yes,0.79734,1164,1424,0.77646,0.81823
2014,Single parent,West,No,0.20266,260,1424,0.18177,0.22354
2014,Single parent,East,Yes,0.67469,262,391,0.62820,0.72119
2014,Single parent,East,No,0.32531,129,391,0.27881,0.37180
2014,Couple with children,West,Yes,0.90413,4268,4727,0.89573,0.91252
2014,Couple with children,West,No,0.09587,459,4727,0.08748,0.10427
2014,Couple with children,East,Yes,0.72966,693,973,0.70173,0.75758
2014,Couple with children,East,No,0.27034,280,973,0.24242,0.29827
2014,Multi-generational household,West,Yes,0.86936,83,83,0.79642,0.94231
2014,Other Combinations,West,Yes,0.79616,184,232,0.74421,0.84811
2014,Other Combinations,West,No,0.20384,48,232,0.15189,0.25579
2015,Single-person household,West,Yes,0.76148,2018,2752,0.74555,0.77740
2015,Single-person household,West,No,0.23852,734,2752,0.22260,0.25445
2015,Single-person household,East,Yes,0.60421,537,872,0.57173,0.63668
2015,Single-person household,East,No,0.39579,335,872,0.36332,0.42827
2015,Couple without children,West,Yes,0.90194,2905,3309,0.89181,0.91208
2015,Couple without children,West,No,0.09806,404,3309,0.08792,0.10819
2015,Couple without children,East,Yes,0.75489,788,1066,0.72905,0.78072
2015,Couple without children,East,No,0.24511,278,1066,0.21928,0.27095
2015,Single parent,West,Yes,0.78696,1075,1348,0.76510,0.80883
2015,Single parent,West,No,0.21304,273,1348,0.19117,0.23490
2015,Single parent,East,Yes,0.66235,239,363,0.61363,0.71107
2015,Single parent,East,No,0.33765,124,363,0.28893,0.38637
2015,Couple with children,West,Yes,0.90435,4204,4739,0.89598,0.91273
2015,Couple with children,West,No,0.09565,535,4739,0.08727,0.10402
2015,Couple with children,East,Yes,0.73462,662,918,0.70604,0.76320
2015,Couple with children,East,No,0.26538,256,918,0.23680,0.29396
2015,Multi-generational household,West,Yes,0.91505,97,97,0.85928,0.97082
2015,Other Combinations,West,Yes,0.84465,172,216,0.79623,0.89307
2015,Other Combinations,West,No,0.15535,44,216,0.10693,0.20377
2016,Single-person household,West,Yes,0.75926,2002,2865,0.74360,0.77492
2016,Single-person household,West,No,0.24074,863,2865,0.22508,0.25640
2016,Single-person household,East,Yes,0.61100,570,935,0.57973,0.64226
2016,Single-person household,East,No,0.38900,365,935,0.35774,0.42027
2016,Couple without children,West,Yes,0.89972,2760,3134,0.88920,0.91024
2016,Couple without children,West,No,0.10028,374,3134,0.08976,0.11080
2016,Couple without children,East,Yes,0.74934,773,1023,0.72276,0.77591
2016,Couple without children,East,No,0.25066,250,1023,0.22409,0.27724
2016,Single parent,West,Yes,0.78543,1025,1324,0.76331,0.80755
2016,Single parent,West,No,0.21457,299,1324,0.19245,0.23669
2016,Single parent,East,Yes,0.61963,228,382,0.57088,0.66838
2016,Single parent,East,No,0.38037,154,382,0.33162,0.42912
2016,Couple with children,West,Yes,0.90106,4330,5172,0.89292,0.90920
2016,Couple with children,West,No,0.09894,842,5172,0.09080,0.10708
2016,Couple with children,East,Yes,0.77234,719,1032,0.74675,0.79794
2016,Couple with children,East,No,0.22766,313,1032,0.20206,0.25325
2016,Multi-generational household,West,Yes,0.85887,88,88,0.78571,0.93203
2016,Other Combinations,West,Yes,0.87584,218,330,0.84020,0.91147
2016,Other Combinations,West,No,0.12416,112,330,0.08853,0.15980
2016,Other Combinations,East,Yes,0.58709,37,37,0.42625,0.74793
2017,Single-person household,West,Yes,0.75668,2248,3241,0.74190,0.77145
2017,Single-person household,West,No,0.24332,993,3241,0.22855,0.25810
2017,Single-person household,East,Yes,0.59631,623,1053,0.56667,0.62596
2017,Single-person household,East,No,0.40369,430,1053,0.37404,0.43333
2017,Couple without children,West,Yes,0.90629,3150,3570,0.89673,0.91585
2017,Couple without children,West,No,0.09371,420,3570,0.08415,0.10327
2017,Couple without children,East,Yes,0.75634,864,1140,0.73140,0.78127
2017,Couple without children,East,No,0.24366,276,1140,0.21873,0.26860
2017,Single parent,West,Yes,0.78020,1066,1384,0.75837,0.80202
2017,Single parent,West,No,0.21980,318,1384,0.19798,0.24163
2017,Single parent,East,Yes,0.65881,240,376,0.61083,0.70680
2017,Single parent,East,No,0.34119,136,376,0.29320,0.38917
2017,Couple with children,West,Yes,0.90238,4743,5692,0.89467,0.91009
2017,Couple with children,West,No,0.09762,949,5692,0.08991,0.10533
2017,Couple with children,East,Yes,0.74384,804,1139,0.71848,0.76921
2017,Couple with children,East,No,0.25616,335,1139,0.23079,0.28152
2017,Multi-generational household,West,Yes,0.85422,102,135,0.79447,0.91397
2017,Multi-generational household,West,No,0.14578,33,135,0.08603,0.20553
2017,Other Combinations,West,Yes,0.81608,305,454,0.78041,0.85176
2017,Other Combinations,West,No,0.18392,149,454,0.14824,0.21959
2017,Other Combinations,East,Yes,0.56390,36,36,0.39961,0.72819
2018,Single-person household,West,Yes,0.76441,2325,3339,0.75001,0.77881
2018,Single-person household,West,No,0.23559,1014,3339,0.22119,0.24999
2018,Single-person household,East,Yes,0.60950,673,1080,0.58039,0.63861
2018,Single-person household,East,No,0.39050,407,1080,0.36139,0.41961
2018,Couple without children,West,Yes,0.90935,3086,3486,0.89982,0.91889
2018,Couple without children,West,No,0.09065,400,3486,0.08111,0.10018
2018,Couple without children,East,Yes,0.77242,857,1140,0.74807,0.79677
2018,Couple without children,East,No,0.22758,283,1140,0.20323,0.25193
2018,Single parent,West,Yes,0.77724,1024,1349,0.75503,0.79946
2018,Single parent,West,No,0.22276,325,1349,0.20054,0.24497
2018,Single parent,East,Yes,0.66814,249,374,0.62035,0.71593
2018,Single parent,East,No,0.33186,125,374,0.28407,0.37965
2018,Couple with children,West,Yes,0.91086,4456,5296,0.90318,0.91853
2018,Couple with children,West,No,0.08914,840,5296,0.08147,0.09682
2018,Couple with children,East,Yes,0.77632,793,1080,0.75146,0.80118
2018,Couple with children,East,No,0.22368,287,1080,0.19882,0.24854
2018,Multi-generational household,West,Yes,0.90312,106,106,0.84654,0.95970
2018,Other Combinations,West,Yes,0.86177,247,348,0.82545,0.89808
2018,Other Combinations,West,No,0.13823,101,348,0.10192,0.17455
2019,Single-person household,West,Yes,0.78203,2009,2824,0.76680,0.79726
2019,Single-person household,West,No,0.21797,815,2824,0.20274,0.23320
2019,Single-person household,East,Yes,0.63172,581,893,0.60007,0.66338
2019,Single-person household,East,No,0.36828,312,893,0.33662,0.39993
2019,Couple without children,West,Yes,0.91194,2639,2954,0.90172,0.92217
2019,Couple without children,West,No,0.08806,315,2954,0.07783,0.09828
2019,Couple without children,East,Yes,0.74845,744,987,0.72137,0.77553
2019,Couple without children,East,No,0.25155,243,987,0.22447,0.27863
2019,Single parent,West,Yes,0.78621,870,1123,0.76222,0.81020
2019,Single parent,West,No,0.21379,253,1123,0.18980,0.23778
2019,Single parent,East,Yes,0.71934,218,313,0.66948,0.76920
2019,Single parent,East,No,0.28066,95,313,0.23080,0.33052
2019,Couple with children,West,Yes,0.91146,3741,4480,0.90314,0.91978
2019,Couple with children,West,No,0.08854,739,4480,0.08022,0.09686
2019,Couple with children,East,Yes,0.79298,672,907,0.76660,0.81936
2019,Couple with children,East,No,0.20702,235,907,0.18064,0.23340
2019,Multi-generational household,West,Yes,0.87988,80,80,0.80818,0.95157
2019,Other Combinations,West,Yes,0.82553,187,268,0.78000,0.87105
2019,Other Combinations,West,No,0.17447,81,268,0.12895,0.22000
2020,Single-person household,West,Yes,0.77316,2811,4209,0.76051,0.78582
2020,Single-person household,West,No,0.22684,1398,4209,0.21418,0.23949
2020,Single-person household,East,Yes,0.64399,729,1135,0.61612,0.67186
2020,Single-person household,East,No,0.35601,406,1135,0.32814,0.38388
2020,Couple without children,West,Yes,0.90239,3437,3978,0.89316,0.91161
2020,Couple without children,West,No,0.09761,541,3978,0.08839,0.10684
2020,Couple without children,East,Yes,0.74756,906,1189,0.72286,0.77227
2020,Couple without children,East,No,0.25244,283,1189,0.22773,0.27714
2020,Single parent,West,Yes,0.78466,949,1250,0.76186,0.80745
2020,Single parent,West,No,0.21534,301,1250,0.19255,0.23814
2020,Single parent,East,Yes,0.71714,241,349,0.66982,0.76446
2020,Single parent,East,No,0.28286,108,349,0.23554,0.33018
2020,Couple with children,West,Yes,0.91006,4549,5487,0.90248,0.91763
2020,Couple with children,West,No,0.08994,938,5487,0.08237,0.09752
2020,Couple with children,East,Yes,0.78988,800,1077,0.76554,0.81423
2020,Couple with children,East,No,0.21012,277,1077,0.18577,0.23446
2020,Multi-generational household,West,Yes,0.85657,101,101,0.78788,0.92527
2020,Other Combinations,West,Yes,0.87592,310,424,0.84450,0.90734
2020,Other Combinations,West,No,0.12408,114,424,0.09266,0.15550
2020,Other Combinations,East,Yes,0.71272,43,43,0.57587,0.84957
2021,Single-person household,West,Yes,0.78679,1737,2420,0.77047,0.80311
2021,Single-person household,West,No,0.21321,683,2420,0.19689,0.22953
2021,Single-person household,East,Yes,0.64173,438,676,0.60556,0.67791
2021,Single-person household,East,No,0.35827,238,676,0.32209,0.39444
2021,Couple without children,West,Yes,0.91187,2163,2410,0.90055,0.92319
2021,Couple without children,West,No,0.08813,247,2410,0.07681,0.09945
2021,Couple without children,East,Yes,0.74953,581,763,0.71877,0.78030
2021,Couple without children,East,No,0.25047,182,763,0.21970,0.28123
2021,Single parent,West,Yes,0.79821,537,685,0.76813,0.82829
2021,Single parent,West,No,0.20179,148,685,0.17171,0.23187
2021,Single parent,East,Yes,0.68929,163,242,0.63086,0.74772
2021,Single parent,East,No,0.31071,79,242,0.25228,0.36914
2021,Couple with children,West,Yes,0.90252,2532,2974,0.89186,0.91318
2021,Couple with children,West,No,0.09748,442,2974,0.08682,0.10814
2021,Couple with children,East,Yes,0.81505,452,599,0.78393,0.84617
2021,Couple with children,East,No,0.18495,147,599,0.15383,0.21607
2021,Multi-generational household,West,Yes,0.93677,54,54,0.87124,1.00229
2021,Other Combinations,West,Yes,0.84614,198,252,0.80150,0.89078
2021,Other Combinations,West,No,0.15386,54,252,0.10922,0.19850
2021,Other Combinations,East,Yes,0.58373,31,31,0.40734,0.76013
2022,No answer / don't know,West,Yes,0.86886,289,351,0.83350,0.90423
2022,No answer / don't know,West,No,0.13114,62,351,0.09577,0.16650
2022,No answer / don't know,East,Yes,0.79462,76,76,0.70319,0.88605
2022,Single-person household,West,Yes,0.79538,3092,4436,0.78351,0.80725
2022,Single-person household,West,No,0.20462,1344,4436,0.19275,0.21649
2022,Single-person household,East,Yes,0.60971,783,1316,0.58334,0.63608
2022,Single-person household,East,No,0.39029,533,1316,0.36392,0.41666
2022,Couple without children,West,Yes,0.91365,3937,4502,0.90544,0.92185
2022,Couple without children,West,No,0.08635,565,4502,0.07815,0.09456
2022,Couple without children,East,Yes,0.79240,971,1260,0.77000,0.81480
2022,Couple without children,East,No,0.20760,289,1260,0.18520,0.23000
2022,Single parent,West,Yes,0.78537,718,891,0.75840,0.81234
2022,Single parent,West,No,0.21463,173,891,0.18766,0.24160
2022,Single parent,East,Yes,0.71355,218,320,0.66394,0.76317
2022,Single parent,East,No,0.28645,102,320,0.23683,0.33606
2022,Couple with children,West,Yes,0.90680,3967,4528,0.89833,0.91527
2022,Couple with children,West,No,0.09320,561,4528,0.08473,0.10167
2022,Couple with children,East,Yes,0.80482,861,1090,0.78128,0.82836
2022,Couple with children,East,No,0.19518,229,1090,0.17164,0.21872
2022,Multi-generational household,West,Yes,0.93826,70,70,0.88147,0.99505
2022,Other Combinations,West,Yes,0.86522,759,936,0.84333,0.88711
2022,Other Combinations,West,No,0.13478,177,936,0.11289,0.15667
2022,Other Combinations,East,Yes,0.72995,169,231,0.67257,0.78733
2022,Other Combinations,East,No,0.27005,62,231,0.21267,0.32743
