year,hhtyp,rentown,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Single-person household,Owner,Yes,0.78904,627,793,0.76063,0.81746
2004,Single-person household,Owner,No,0.21096,166,793,0.18254,0.23937
2004,Single-person household,Tenant,Yes,0.60599,1174,1972,0.58441,0.62756
2004,Single-person household,Tenant,No,0.39401,798,1972,0.37244,0.41559
2004,Couple without children,Owner,Yes,0.86462,1704,1973,0.84952,0.87972
2004,Couple without children,Owner,No,0.13538,269,1973,0.12028,0.15048
2004,Couple without children,Tenant,Yes,0.73205,1292,1778,0.71146,0.75265
2004,Couple without children,Tenant,No,0.26795,486,1778,0.24735,0.28854
2004,Single parent,Owner,Yes,0.84612,154,154,0.78895,0.90330
2004,Single parent,Tenant,Yes,0.70077,322,476,0.65959,0.74196
2004,Single parent,Tenant,No,0.29923,154,476,0.25804,0.34041
2004,Couple with children,Owner,Yes,0.87605,2070,2391,0.86284,0.88926
2004,Couple with children,Owner,No,0.12395,321,2391,0.11074,0.13716
2004,Couple with children,Tenant,Yes,0.76507,1141,1492,0.74355,0.78659
2004,Couple with children,Tenant,No,0.23493,351,1492,0.21341,0.25645
2004,Multi-generational household,Owner,Yes,0.78300,60,60,0.67782,0.88818
2004,Other Combinations,Owner,Yes,0.81985,50,50,0.71225,0.92746
2005,Single-person household,Owner,Yes,0.82156,659,805,0.79509,0.84802
2005,Single-person household,Owner,No,0.17844,146,805,0.15198,0.20491
2005,Single-person household,Tenant,Yes,0.62249,1253,2086,0.60168,0.64329
2005,Single-person household,Tenant,No,0.37751,833,2086,0.35671,0.39832
2005,Couple without children,Owner,Yes,0.87024,1702,1969,0.85540,0.88509
2005,Couple without children,Owner,No,0.12976,267,1969,0.11491,0.14460
2005,Couple without children,Tenant,Yes,0.75382,1274,1718,0.73344,0.77420
2005,Couple without children,Tenant,No,0.24618,444,1718,0.22580,0.26656
2005,Single parent,Owner,Yes,0.82178,159,197,0.76820,0.87536
2005,Single parent,Owner,No,0.17822,38,197,0.12464,0.23180
2005,Single parent,Tenant,Yes,0.67289,327,494,0.63147,0.71430
2005,Single parent,Tenant,No,0.32711,167,494,0.28570,0.36853
2005,Couple with children,Owner,Yes,0.90151,2032,2284,0.88929,0.91373
2005,Couple with children,Owner,No,0.09849,252,2284,0.08627,0.11071
2005,Couple with children,Tenant,Yes,0.78161,1093,1416,0.76008,0.80313
2005,Couple with children,Tenant,No,0.21839,323,1416,0.19687,0.23992
2005,Multi-generational household,Owner,Yes,0.79122,58,58,0.68570,0.89673
2005,Other Combinations,Owner,Yes,0.75239,41,41,0.61863,0.88616
2006,Single-person household,Owner,Yes,0.82232,782,956,0.79807,0.84656
2006,Single-person household,Owner,No,0.17768,174,956,0.15344,0.20193
2006,Single-person household,Tenant,Yes,0.61915,1407,2325,0.59941,0.63890
2006,Single-person household,Tenant,No,0.38085,918,2325,0.36110,0.40059
2006,Couple without children,Owner,Yes,0.88566,2035,2308,0.87268,0.89865
2006,Couple without children,Owner,No,0.11434,273,2308,0.10135,0.12732
2006,Couple without children,Tenant,Yes,0.74760,1385,1846,0.72777,0.76742
2006,Couple without children,Tenant,No,0.25240,461,1846,0.23258,0.27223
2006,Single parent,Owner,Yes,0.85401,190,224,0.80766,0.90035
2006,Single parent,Owner,No,0.14599,34,224,0.09965,0.19234
2006,Single parent,Tenant,Yes,0.70044,370,544,0.66191,0.73897
2006,Single parent,Tenant,No,0.29956,174,544,0.26103,0.33809
2006,Couple with children,Owner,Yes,0.89921,2117,2374,0.88710,0.91133
2006,Couple with children,Owner,No,0.10079,257,2374,0.08867,0.11290
2006,Couple with children,Tenant,Yes,0.78610,1117,1460,0.76506,0.80714
2006,Couple with children,Tenant,No,0.21390,343,1460,0.19286,0.23494
2006,Multi-generational household,Owner,Yes,0.82120,60,60,0.72342,0.91898
2006,Other Combinations,Owner,Yes,0.83205,51,51,0.72843,0.93567
2007,Single-person household,Owner,Yes,0.82298,737,895,0.79796,0.84800
2007,Single-person household,Owner,No,0.17702,158,895,0.15200,0.20204
2007,Single-person household,Tenant,Yes,0.64389,1398,2204,0.62389,0.66388
2007,Single-person household,Tenant,No,0.35611,806,2204,0.33612,0.37611
2007,Couple without children,Owner,Yes,0.88931,1911,2171,0.87611,0.90251
2007,Couple without children,Owner,No,0.11069,260,2171,0.09749,0.12389
2007,Couple without children,Tenant,Yes,0.76401,1277,1700,0.74382,0.78420
2007,Couple without children,Tenant,No,0.23599,423,1700,0.21580,0.25618
2007,Single parent,Owner,Yes,0.83315,175,210,0.78260,0.88370
2007,Single parent,Owner,No,0.16685,35,210,0.11630,0.21740
2007,Single parent,Tenant,Yes,0.71994,347,500,0.68054,0.75933
2007,Single parent,Tenant,No,0.28006,153,500,0.24067,0.31946
2007,Couple with children,Owner,Yes,0.90730,2007,2227,0.89526,0.91935
2007,Couple with children,Owner,No,0.09270,220,2227,0.08065,0.10474
2007,Couple with children,Tenant,Yes,0.80675,1055,1346,0.78564,0.82785
2007,Couple with children,Tenant,No,0.19325,291,1346,0.17215,0.21436
2007,Multi-generational household,Owner,Yes,0.80013,48,48,0.68581,0.91446
2007,Other Combinations,Owner,Yes,0.76260,42,42,0.63236,0.89284
2008,Single-person household,Owner,Yes,0.84162,755,898,0.81773,0.86552
2008,Single-person household,Owner,No,0.15838,143,898,0.13448,0.18227
2008,Single-person household,Tenant,Yes,0.65627,1342,2081,0.63585,0.67668
2008,Single-person household,Tenant,No,0.34373,739,2081,0.32332,0.36415
2008,Couple without children,Owner,Yes,0.89437,1876,2111,0.88126,0.90749
2008,Couple without children,Owner,No,0.10563,235,2111,0.09251,0.11874
2008,Couple without children,Tenant,Yes,0.77878,1236,1621,0.75856,0.79899
2008,Couple without children,Tenant,No,0.22122,385,1621,0.20101,0.24144
2008,Single parent,Owner,Yes,0.83664,163,200,0.78528,0.88801
2008,Single parent,Owner,No,0.16336,37,200,0.11199,0.21472
2008,Single parent,Tenant,Yes,0.72912,348,481,0.68936,0.76888
2008,Single parent,Tenant,No,0.27088,133,481,0.23112,0.31064
2008,Couple with children,Owner,Yes,0.90839,1867,2071,0.89596,0.92081
2008,Couple with children,Owner,No,0.09161,204,2071,0.07919,0.10404
2008,Couple with children,Tenant,Yes,0.79862,929,1193,0.77585,0.82139
2008,Couple with children,Tenant,No,0.20138,264,1193,0.17861,0.22415
2008,Multi-generational household,Owner,Yes,0.84396,44,44,0.73549,0.95243
2008,Other Combinations,Owner,Yes,0.79347,35,35,0.65740,0.92955
2009,Single-person household,Owner,Yes,0.82038,719,866,0.79480,0.84597
2009,Single-person household,Owner,No,0.17962,147,866,0.15403,0.20520
2009,Single-person household,Tenant,Yes,0.66646,1301,1978,0.64568,0.68724
2009,Single-person household,Tenant,No,0.33354,677,1978,0.31276,0.35432
2009,Couple without children,Owner,Yes,0.90021,1788,2002,0.88708,0.91334
2009,Couple without children,Owner,No,0.09979,214,2002,0.08666,0.11292
2009,Couple without children,Tenant,Yes,0.78970,1188,1546,0.76938,0.81002
2009,Couple without children,Tenant,No,0.21030,358,1546,0.18998,0.23062
2009,Single parent,Owner,Yes,0.81786,154,193,0.76327,0.87246
2009,Single parent,Owner,No,0.18214,39,193,0.12754,0.23673
2009,Single parent,Tenant,Yes,0.75838,317,439,0.71829,0.79847
2009,Single parent,Tenant,No,0.24162,122,439,0.20153,0.28171
2009,Couple with children,Owner,Yes,0.91593,1733,1916,0.90350,0.92836
2009,Couple with children,Owner,No,0.08407,183,1916,0.07164,0.09650
2009,Couple with children,Tenant,Yes,0.79390,835,1091,0.76989,0.81791
2009,Couple with children,Tenant,No,0.20610,256,1091,0.18209,0.23011
2009,Multi-generational household,Owner,Yes,0.78319,33,33,0.64041,0.92597
2009,Other Combinations,Owner,Yes,0.71773,31,31,0.55666,0.87880
2010,Single-person household,Owner,Yes,0.82059,716,857,0.79488,0.84629
2010,Single-person household,Owner,No,0.17941,141,857,0.15371,0.20512
2010,Single-person household,Tenant,Yes,0.66109,1205,1834,0.63942,0.68276
2010,Single-person household,Tenant,No,0.33891,629,1834,0.31724,0.36058
2010,Couple without children,Owner,Yes,0.90081,1709,1916,0.88742,0.91420
2010,Couple without children,Owner,No,0.09919,207,1916,0.08580,0.11258
2010,Couple without children,Tenant,Yes,0.80314,1144,1454,0.78269,0.82358
2010,Couple without children,Tenant,No,0.19686,310,1454,0.17642,0.21731
2010,Single parent,Owner,Yes,0.75457,338,407,0.71271,0.79643
2010,Single parent,Owner,No,0.24543,69,407,0.20357,0.28729
2010,Single parent,Tenant,Yes,0.73300,1028,1440,0.71014,0.75586
2010,Single parent,Tenant,No,0.26700,412,1440,0.24414,0.28986
2010,Couple with children,Owner,Yes,0.90892,2767,3048,0.89870,0.91914
2010,Couple with children,Owner,No,0.09108,281,3048,0.08086,0.10130
2010,Couple with children,Tenant,Yes,0.79310,2049,2664,0.77772,0.80849
2010,Couple with children,Tenant,No,0.20690,615,2664,0.19151,0.22228
2010,Multi-generational household,Owner,Yes,0.93393,54,54,0.86705,1.00081
2010,Other Combinations,Owner,Yes,0.93063,33,33,0.84259,1.01866
2011,Single-person household,Owner,Yes,0.86255,918,1078,0.84198,0.88311
2011,Single-person household,Owner,No,0.13745,160,1078,0.11689,0.15802
2011,Single-person household,Tenant,Yes,0.65893,1592,2455,0.64017,0.67769
2011,Single-person household,Tenant,No,0.34107,863,2455,0.32231,0.35983
2011,Couple without children,Owner,Yes,0.90652,2255,2514,0.89514,0.91790
2011,Couple without children,Owner,No,0.09348,259,2514,0.08210,0.10486
2011,Couple without children,Tenant,Yes,0.78974,1443,1858,0.77121,0.80827
2011,Couple without children,Tenant,No,0.21026,415,1858,0.19173,0.22879
2011,Single parent,Owner,Yes,0.85362,447,512,0.82297,0.88427
2011,Single parent,Owner,No,0.14638,65,512,0.11573,0.17703
2011,Single parent,Tenant,Yes,0.74786,1339,1794,0.72776,0.76796
2011,Single parent,Tenant,No,0.25214,455,1794,0.23204,0.27224
2011,Couple with children,Owner,Yes,0.91900,3191,3496,0.90995,0.92804
2011,Couple with children,Owner,No,0.08100,305,3496,0.07196,0.09005
2011,Couple with children,Tenant,Yes,0.82009,2120,2672,0.80552,0.83465
2011,Couple with children,Tenant,No,0.17991,552,2672,0.16535,0.19448
2011,Multi-generational household,Owner,Yes,0.86295,60,60,0.77520,0.95071
2011,Other Combinations,Owner,Yes,0.91846,41,41,0.83365,1.00327
2011,Other Combinations,Tenant,Yes,0.64964,31,31,0.47892,0.82036
2012,Single-person household,Owner,Yes,0.85932,936,1093,0.83870,0.87995
2012,Single-person household,Owner,No,0.14068,157,1093,0.12005,0.16130
2012,Single-person household,Tenant,Yes,0.66538,1692,2589,0.64720,0.68356
2012,Single-person household,Tenant,No,0.33462,897,2589,0.31644,0.35280
2012,Couple without children,Owner,Yes,0.90954,2295,2553,0.89841,0.92066
2012,Couple without children,Owner,No,0.09046,258,2553,0.07934,0.10159
2012,Couple without children,Tenant,Yes,0.80488,1498,1897,0.78704,0.82272
2012,Couple without children,Tenant,No,0.19512,399,1897,0.17728,0.21296
2012,Single parent,Owner,Yes,0.81941,431,496,0.78552,0.85330
2012,Single parent,Owner,No,0.18059,65,496,0.14670,0.21448
2012,Single parent,Tenant,Yes,0.74050,1247,1683,0.71955,0.76145
2012,Single parent,Tenant,No,0.25950,436,1683,0.23855,0.28045
2012,Couple with children,Owner,Yes,0.92448,3042,3334,0.91551,0.93345
2012,Couple with children,Owner,No,0.07552,292,3334,0.06655,0.08449
2012,Couple with children,Tenant,Yes,0.83762,1983,2440,0.82299,0.85226
2012,Couple with children,Tenant,No,0.16238,457,2440,0.14774,0.17701
2012,Multi-generational household,Owner,Yes,0.87986,60,60,0.79689,0.96282
2012,Other Combinations,Owner,Yes,0.89866,40,40,0.80395,0.99337
2012,Other Combinations,Tenant,Yes,0.60269,32,32,0.43043,0.77495
2013,Single-person household,Owner,Yes,0.85440,910,1060,0.83316,0.87564
2013,Single-person household,Owner,No,0.14560,150,1060,0.12436,0.16684
2013,Single-person household,Tenant,Yes,0.66060,1798,2784,0.64301,0.67819
2013,Single-person household,Tenant,No,0.33940,986,2784,0.32181,0.35699
2013,Couple without children,Owner,Yes,0.91311,2274,2523,0.90212,0.92410
2013,Couple without children,Owner,No,0.08689,249,2523,0.07590,0.09788
2013,Couple without children,Tenant,Yes,0.80337,1661,2116,0.78643,0.82031
2013,Couple without children,Tenant,No,0.19663,455,2116,0.17969,0.21357
2013,Single parent,Owner,Yes,0.87261,439,498,0.84330,0.90193
2013,Single parent,Owner,No,0.12739,59,498,0.09807,0.15670
2013,Single parent,Tenant,Yes,0.73581,1305,1747,0.71513,0.75649
2013,Single parent,Tenant,No,0.26419,442,1747,0.24351,0.28487
2013,Couple with children,Owner,Yes,0.92144,3166,3447,0.91246,0.93042
2013,Couple with children,Owner,No,0.07856,281,3447,0.06958,0.08754
2013,Couple with children,Tenant,Yes,0.82794,2608,3194,0.81485,0.84104
2013,Couple with children,Tenant,No,0.17206,586,3194,0.15896,0.18515
2013,Multi-generational household,Owner,Yes,0.88297,69,69,0.80657,0.95938
2013,Multi-generational household,Tenant,Yes,0.75670,45,45,0.62992,0.88349
2013,Other Combinations,Owner,Yes,0.87827,84,84,0.80792,0.94861
2013,Other Combinations,Tenant,Yes,0.68754,182,255,0.63053,0.74454
2013,Other Combinations,Tenant,No,0.31246,73,255,0.25546,0.36947
2014,Single-person household,Owner,Yes,0.87346,883,1012,0.85296,0.89395
2014,Single-person household,Owner,No,0.12654,129,1012,0.10605,0.14704
2014,Single-person household,Tenant,Yes,0.66529,1671,2550,0.64697,0.68361
2014,Single-person household,Tenant,No,0.33471,879,2550,0.31639,0.35303
2014,Couple without children,Owner,Yes,0.92083,2161,2400,0.91002,0.93163
2014,Couple without children,Owner,No,0.07917,239,2400,0.06837,0.08998
2014,Couple without children,Tenant,Yes,0.80421,1564,1963,0.78665,0.82176
2014,Couple without children,Tenant,No,0.19579,399,1963,0.17824,0.21335
2014,Single parent,Owner,Yes,0.86771,378,429,0.83561,0.89981
2014,Single parent,Owner,No,0.13229,51,429,0.10019,0.16439
2014,Single parent,Tenant,Yes,0.74196,1048,1386,0.71892,0.76501
2014,Single parent,Tenant,No,0.25804,338,1386,0.23499,0.28108
2014,Couple with children,Owner,Yes,0.91262,2812,3065,0.90263,0.92262
2014,Couple with children,Owner,No,0.08738,253,3065,0.07738,0.09737
2014,Couple with children,Tenant,Yes,0.82508,2149,2635,0.81057,0.83959
2014,Couple with children,Tenant,No,0.17492,486,2635,0.16041,0.18943
2014,Multi-generational household,Owner,Yes,0.91121,63,63,0.84040,0.98201
2014,Multi-generational household,Tenant,Yes,0.72050,35,35,0.56966,0.87134
2014,Other Combinations,Owner,Yes,0.74155,58,58,0.62790,0.85521
2014,Other Combinations,Tenant,Yes,0.77103,142,187,0.71065,0.83142
2014,Other Combinations,Tenant,No,0.22897,45,187,0.16858,0.28935
2015,Single-person household,Owner,Yes,0.86176,848,986,0.84021,0.88332
2015,Single-person household,Owner,No,0.13824,138,986,0.11668,0.15979
2015,Single-person household,Tenant,Yes,0.66797,1707,2638,0.65000,0.68595
2015,Single-person household,Tenant,No,0.33203,931,2638,0.31405,0.35000
2015,Couple without children,Owner,Yes,0.92451,2086,2303,0.91372,0.93531
2015,Couple without children,Owner,No,0.07549,217,2303,0.06469,0.08628
2015,Couple without children,Tenant,Yes,0.80684,1607,2072,0.78984,0.82385
2015,Couple without children,Tenant,No,0.19316,465,2072,0.17615,0.21016
2015,Single parent,Owner,Yes,0.88469,358,406,0.85359,0.91580
2015,Single parent,Owner,No,0.11531,48,406,0.08420,0.14641
2015,Single parent,Tenant,Yes,0.72218,956,1305,0.69787,0.74649
2015,Single parent,Tenant,No,0.27782,349,1305,0.25351,0.30213
2015,Couple with children,Owner,Yes,0.91943,2675,2909,0.90954,0.92932
2015,Couple with children,Owner,No,0.08057,234,2909,0.07068,0.09046
2015,Couple with children,Tenant,Yes,0.81617,2191,2748,0.80168,0.83065
2015,Couple with children,Tenant,No,0.18383,557,2748,0.16935,0.19832
2015,Multi-generational household,Owner,Yes,0.94702,57,57,0.88835,1.00569
2015,Multi-generational household,Tenant,Yes,0.78562,56,56,0.67716,0.89408
2015,Other Combinations,Owner,Yes,0.78596,53,53,0.67448,0.89744
2015,Other Combinations,Tenant,Yes,0.81262,140,180,0.75545,0.86978
2015,Other Combinations,Tenant,No,0.18738,40,180,0.13022,0.24455
2016,Single-person household,Not included in this version of the questionnaire,Yes,0.39497,171,417,0.34799,0.44194
2016,Single-person household,Not included in this version of the questionnaire,No,0.60503,246,417,0.55806,0.65201
2016,Single-person household,Owner,Yes,0.87171,806,931,0.85022,0.89320
2016,Single-person household,Owner,No,0.12829,125,931,0.10680,0.14978
2016,Single-person household,Tenant,Yes,0.66369,1594,2451,0.64498,0.68239
2016,Single-person household,Tenant,No,0.33631,857,2451,0.31761,0.35502
2016,Couple without children,Not included in this version of the questionnaire,Yes,0.51247,31,62,0.38703,0.63791
2016,Couple without children,Not included in this version of the questionnaire,No,0.48753,31,62,0.36209,0.61297
2016,Couple without children,Owner,Yes,0.92135,2017,2222,0.91015,0.93254
2016,Couple without children,Owner,No,0.07865,205,2222,0.06746,0.08985
2016,Couple without children,Tenant,Yes,0.80483,1485,1873,0.78688,0.82279
2016,Couple without children,Tenant,No,0.19517,388,1873,0.17721,0.21312
2016,Single parent,Not included in this version of the questionnaire,Yes,0.43534,86,182,0.36311,0.50758
2016,Single parent,Not included in this version of the questionnaire,No,0.56466,96,182,0.49242,0.63689
2016,Single parent,Owner,Yes,0.88454,333,382,0.85245,0.91663
2016,Single parent,Owner,No,0.11546,49,382,0.08337,0.14755
2016,Single parent,Tenant,Yes,0.70656,834,1142,0.68014,0.73298
2016,Single parent,Tenant,No,0.29344,308,1142,0.26702,0.31986
2016,Couple with children,Not included in this version of the questionnaire,Yes,0.55847,715,1214,0.53053,0.58642
2016,Couple with children,Not included in this version of the questionnaire,No,0.44153,499,1214,0.41358,0.46947
2016,Couple with children,Owner,Yes,0.91891,2445,2662,0.90854,0.92928
2016,Couple with children,Owner,No,0.08109,217,2662,0.07072,0.09146
2016,Couple with children,Tenant,Yes,0.83345,1889,2328,0.81831,0.84859
2016,Couple with children,Tenant,No,0.16655,439,2328,0.15141,0.18169
2016,Multi-generational household,Owner,Yes,0.85058,46,46,0.74641,0.95474
2016,Multi-generational household,Tenant,Yes,0.68247,39,39,0.53446,0.83048
2016,Other Combinations,Not included in this version of the questionnaire,Yes,0.43112,99,190,0.36051,0.50172
2016,Other Combinations,Not included in this version of the questionnaire,No,0.56888,91,190,0.49828,0.63949
2016,Other Combinations,Owner,Yes,0.87550,45,45,0.77795,0.97305
2016,Other Combinations,Tenant,Yes,0.84636,111,143,0.78705,0.90567
2016,Other Combinations,Tenant,No,0.15364,32,143,0.09433,0.21295
2017,Single-person household,Not included in this version of the questionnaire,Yes,0.36257,62,159,0.28761,0.43753
2017,Single-person household,Not included in this version of the questionnaire,No,0.63743,97,159,0.56247,0.71239
2017,Single-person household,Owner,Yes,0.85857,875,1018,0.83716,0.87999
2017,Single-person household,Owner,No,0.14143,143,1018,0.12001,0.16284
2017,Single-person household,Tenant,Yes,0.66204,1934,3117,0.64543,0.67865
2017,Single-person household,Tenant,No,0.33796,1183,3117,0.32135,0.35457
2017,Couple without children,Owner,Yes,0.92877,2301,2528,0.91874,0.93880
2017,Couple without children,Owner,No,0.07123,227,2528,0.06120,0.08126
2017,Couple without children,Tenant,Yes,0.80826,1699,2148,0.79161,0.82492
2017,Couple without children,Tenant,No,0.19174,449,2148,0.17508,0.20839
2017,Single parent,Not included in this version of the questionnaire,Yes,0.55073,31,31,0.37273,0.72872
2017,Single parent,Owner,Yes,0.87902,358,410,0.84741,0.91062
2017,Single parent,Owner,No,0.12098,52,410,0.08938,0.15259
2017,Single parent,Tenant,Yes,0.70752,917,1290,0.68268,0.73235
2017,Single parent,Tenant,No,0.29248,373,1290,0.26765,0.31732
2017,Couple with children,Not included in this version of the questionnaire,Yes,0.60906,230,392,0.56069,0.65742
2017,Couple with children,Not included in this version of the questionnaire,No,0.39094,162,392,0.34258,0.43931
2017,Couple with children,Owner,Yes,0.92358,2722,2957,0.91401,0.93316
2017,Couple with children,Owner,No,0.07642,235,2957,0.06684,0.08599
2017,Couple with children,Tenant,Yes,0.81584,2595,3482,0.80296,0.82872
2017,Couple with children,Tenant,No,0.18416,887,3482,0.17128,0.19704
2017,Multi-generational household,Owner,Yes,0.95974,53,53,0.90631,1.01317
2017,Multi-generational household,Tenant,Yes,0.62596,55,55,0.49690,0.75502
2017,Other Combinations,Not included in this version of the questionnaire,Yes,0.52107,69,131,0.43520,0.60695
2017,Other Combinations,Not included in this version of the questionnaire,No,0.47893,62,131,0.39305,0.56480
2017,Other Combinations,Owner,Yes,0.85892,80,80,0.78216,0.93569
2017,Other Combinations,Tenant,Yes,0.76322,192,292,0.71437,0.81206
2017,Other Combinations,Tenant,No,0.23678,100,292,0.18794,0.28563
2018,Single-person household,Owner,Yes,0.86562,869,1008,0.84455,0.88668
2018,Single-person household,Owner,No,0.13438,139,1008,0.11332,0.15545
2018,Single-person household,Tenant,Yes,0.67052,2129,3411,0.65474,0.68629
2018,Single-person household,Tenant,No,0.32948,1282,3411,0.31371,0.34526
2018,Couple without children,Owner,Yes,0.92655,2229,2461,0.91624,0.93686
2018,Couple without children,Owner,No,0.07345,232,2461,0.06314,0.08376
2018,Couple without children,Tenant,Yes,0.82424,1714,2165,0.80820,0.84027
2018,Couple without children,Tenant,No,0.17576,451,2165,0.15973,0.19180
2018,Single parent,Owner,Yes,0.86612,336,384,0.83201,0.90022
2018,Single parent,Owner,No,0.13388,48,384,0.09978,0.16799
2018,Single parent,Tenant,Yes,0.71168,937,1339,0.68740,0.73595
2018,Single parent,Tenant,No,0.28832,402,1339,0.26405,0.31260
2018,Couple with children,Owner,Yes,0.92701,2557,2761,0.91731,0.93672
2018,Couple with children,Owner,No,0.07299,204,2761,0.06328,0.08269
2018,Couple with children,Tenant,Yes,0.83640,2692,3615,0.82434,0.84846
2018,Couple with children,Tenant,No,0.16360,923,3615,0.15154,0.17566
2018,Multi-generational household,Owner,Yes,0.95883,51,51,0.90375,1.01390
2018,Multi-generational household,Tenant,Yes,0.79535,75,75,0.70342,0.88727
2018,Other Combinations,Owner,Yes,0.88545,74,74,0.81239,0.95851
2018,Other Combinations,Tenant,Yes,0.78145,200,311,0.73544,0.82745
2018,Other Combinations,Tenant,No,0.21855,111,311,0.17255,0.26456
2019,Single-person household,Owner,Yes,0.86647,806,933,0.84463,0.88830
2019,Single-person household,Owner,No,0.13353,127,933,0.11170,0.15537
2019,Single-person household,Tenant,Yes,0.69053,1784,2784,0.67336,0.70771
2019,Single-person household,Tenant,No,0.30947,1000,2784,0.29229,0.32664
2019,Couple without children,Owner,Yes,0.92166,1998,2205,0.91045,0.93288
2019,Couple without children,Owner,No,0.07834,207,2205,0.06712,0.08955
2019,Couple without children,Tenant,Yes,0.81850,1385,1736,0.80036,0.83663
2019,Couple without children,Tenant,No,0.18150,351,1736,0.16337,0.19964
2019,Single parent,Owner,Yes,0.92762,304,340,0.90003,0.95520
2019,Single parent,Owner,No,0.07238,36,340,0.04480,0.09997
2019,Single parent,Tenant,Yes,0.71154,784,1096,0.68471,0.73838
2019,Single parent,Tenant,No,0.28846,312,1096,0.26162,0.31529
2019,Couple with children,Owner,Yes,0.92869,2187,2359,0.91831,0.93908
2019,Couple with children,Owner,No,0.07131,172,2359,0.06092,0.08169
2019,Couple with children,Tenant,Yes,0.83847,2226,3027,0.82536,0.85158
2019,Couple with children,Tenant,No,0.16153,801,3027,0.14842,0.17464
2019,Multi-generational household,Owner,Yes,0.96729,40,40,0.91146,1.02312
2019,Multi-generational household,Tenant,Yes,0.77111,54,54,0.65801,0.88422
2019,Other Combinations,Owner,Yes,0.88911,57,57,0.80687,0.97135
2019,Other Combinations,Tenant,Yes,0.73737,154,244,0.68204,0.79270
2019,Other Combinations,Tenant,No,0.26263,90,244,0.20730,0.31796
2020,Single-person household,Owner,Yes,0.87975,975,1106,0.86057,0.89892
2020,Single-person household,Owner,No,0.12025,131,1106,0.10108,0.13943
2020,Single-person household,Tenant,Yes,0.68382,2565,4238,0.66982,0.69782
2020,Single-person household,Tenant,No,0.31618,1673,4238,0.30218,0.33018
2020,Couple without children,Owner,Yes,0.92632,2429,2645,0.91636,0.93627
2020,Couple without children,Owner,No,0.07368,216,2645,0.06373,0.08364
2020,Couple without children,Tenant,Yes,0.80106,1914,2522,0.78547,0.81664
2020,Couple without children,Tenant,No,0.19894,608,2522,0.18336,0.21453
2020,Single parent,Owner,Yes,0.92418,335,369,0.89713,0.95122
2020,Single parent,Owner,No,0.07582,34,369,0.04878,0.10287
2020,Single parent,Tenant,Yes,0.71002,855,1230,0.68465,0.73539
2020,Single parent,Tenant,No,0.28998,375,1230,0.26461,0.31535
2020,Couple with children,Owner,Yes,0.93369,2538,2714,0.92433,0.94306
2020,Couple with children,Owner,No,0.06631,176,2714,0.05694,0.07567
2020,Couple with children,Tenant,Yes,0.82980,2811,3850,0.81793,0.84167
2020,Couple with children,Tenant,No,0.17020,1039,3850,0.15833,0.18207
2020,Multi-generational household,Owner,Yes,0.98197,52,52,0.94544,1.01849
2020,Multi-generational household,Tenant,Yes,0.78421,72,72,0.68853,0.87990
2020,Other Combinations,Owner,Yes,0.85821,81,81,0.78177,0.93465
2020,Other Combinations,Tenant,Yes,0.85275,272,384,0.81726,0.88824
2020,Other Combinations,Tenant,No,0.14725,112,384,0.11176,0.18274
2021,Single-person household,Owner,Yes,0.88699,709,796,0.86499,0.90900
2021,Single-person household,Owner,No,0.11301,87,796,0.09100,0.13501
2021,Single-person household,Tenant,Yes,0.69115,1465,2299,0.67226,0.71004
2021,Single-person household,Tenant,No,0.30885,834,2299,0.28996,0.32774
2021,Couple without children,Owner,Yes,0.93457,1645,1777,0.92307,0.94607
2021,Couple without children,Owner,No,0.06543,132,1777,0.05393,0.07693
2021,Couple without children,Tenant,Yes,0.80070,1099,1396,0.77973,0.82166
2021,Couple without children,Tenant,No,0.19930,297,1396,0.17834,0.22027
2021,Single parent,Owner,Yes,0.90915,207,207,0.86991,0.94840
2021,Single parent,Tenant,Yes,0.71736,493,695,0.68386,0.75086
2021,Single parent,Tenant,No,0.28264,202,695,0.24914,0.31614
2021,Couple with children,Owner,Yes,0.93308,1606,1719,0.92127,0.94490
2021,Couple with children,Owner,No,0.06692,113,1719,0.05510,0.07873
2021,Couple with children,Tenant,Yes,0.82129,1375,1851,0.80383,0.83875
2021,Couple with children,Tenant,No,0.17871,476,1851,0.16125,0.19617
2021,Multi-generational household,Owner,Yes,0.94479,33,33,0.86566,1.02392
2021,Multi-generational household,Tenant,Yes,0.93483,35,35,0.85186,1.01780
2021,Other Combinations,Owner,Yes,0.86685,83,83,0.79332,0.94039
2021,Other Combinations,Tenant,Yes,0.77033,146,200,0.71189,0.82877
2021,Other Combinations,Tenant,No,0.22967,54,200,0.17123,0.28811
2022,No answer / don't know,Owner,Yes,0.91062,139,139,0.86302,0.95822
2022,No answer / don't know,Tenant,Yes,0.81459,225,301,0.77062,0.85857
2022,No answer / don't know,Tenant,No,0.18541,76,301,0.14143,0.22938
2022,Single-person household,Owner,Yes,0.88991,1065,1220,0.87234,0.90748
2022,Single-person household,Owner,No,0.11009,155,1220,0.09252,0.12766
2022,Single-person household,Tenant,Yes,0.69328,2808,4526,0.67984,0.70671
2022,Single-person household,Tenant,No,0.30672,1718,4526,0.29329,0.32016
2022,Couple without children,Owner,Yes,0.92394,2547,2782,0.91409,0.93379
2022,Couple without children,Owner,No,0.07606,235,2782,0.06621,0.08591
