,Unnamed: 0,year,hhtyp,hgeqpter,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
380,380,2017,Single parent,Yes,0.75795,1306,18274,0.70823,0.81868
381,381,2017,Single parent,No,0.24205,454,18274,0.21303,0.27416
382,382,2017,Couple with children,Yes,0.87998,5547,18274,0.8487,0.91267
383,383,2017,Couple with children,No,0.12002,1284,18274,0.10782,0.13224
384,384,2017,Multi-generational household,Yes,0.83805,122,18274,0.62154,1.09641
385,385,2017,Multi-generational household,No,0.16195,41,18274,0.08682,0.25187
386,386,2017,Other Combinations,Yes,0.79359,341,18274,0.68546,0.89929
387,387,2017,Other Combinations,No,0.20641,175,18274,0.14562,0.26058
388,388,2018,Single-person household,Yes,0.73426,2998,17667,0.71271,0.75697
389,389,2018,Single-person household,No,0.26574,1421,17667,0.25193,0.27926
390,390,2018,Couple without children,Yes,0.88556,3943,17667,0.8549,0.91432
391,391,2018,Couple without children,No,0.11444,683,17667,0.10509,0.12452
392,392,2018,Single parent,Yes,0.75806,1273,17667,0.70562,0.81577
393,393,2018,Single parent,No,0.24194,450,17667,0.21333,0.28149
394,394,2018,Couple with children,Yes,0.89083,5249,17667,0.86014,0.92547
395,395,2018,Couple with children,No,0.10917,1127,17667,0.09912,0.11966
396,396,2018,Multi-generational household,Yes,1.0,126,17667,0.78005,1.24093
397,397,2018,Other Combinations,Yes,0.82314,274,17667,0.68235,0.95166
398,398,2018,Other Combinations,No,0.17686,123,17667,0.13083,0.22639
399,399,2019,Single-person household,Yes,0.75242,2590,14885,0.72532,0.77494
400,400,2019,Single-person household,No,0.24758,1127,14885,0.23296,0.26032
401,401,2019,Couple without children,Yes,0.88232,3383,14885,0.84931,0.91288
402,402,2019,Couple without children,No,0.11768,558,14885,0.1098,0.12928
403,403,2019,Single parent,Yes,0.7748,1088,14885,0.72497,0.83348
404,404,2019,Single parent,No,0.2252,348,14885,0.19045,0.25912
405,405,2019,Couple with children,Yes,0.89463,4413,14885,0.8592,0.93181
406,406,2019,Couple with children,No,0.10537,974,14885,0.09274,0.11861
407,407,2019,Multi-generational household,Yes,1.0,94,14885,0.75299,1.24157
408,408,2019,Other Combinations,Yes,0.79741,211,14885,0.65306,0.95758
409,409,2019,Other Combinations,No,0.20259,99,14885,0.12028,0.3072
410,410,2020,Single-person household,Yes,0.74739,3540,19277,0.72513,0.77588
411,411,2020,Single-person household,No,0.25261,1804,19277,0.23862,0.26818
412,412,2020,Couple without children,Yes,0.87474,4343,19277,0.83857,0.9148
413,413,2020,Couple without children,No,0.12526,824,19277,0.11494,0.13618
414,414,2020,Single parent,Yes,0.77291,1190,19277,0.71508,0.83438
415,415,2020,Single parent,No,0.22709,409,19277,0.18863,0.26301
416,416,2020,Couple with children,Yes,0.89277,5349,19277,0.85261,0.92919
417,417,2020,Couple with children,No,0.10723,1215,19277,0.09375,0.11815
418,418,2020,Multi-generational household,Yes,1.0,124,19277,0.73808,1.25362
419,419,2020,Other Combinations,Yes,0.86064,353,19277,0.72224,0.97499
420,420,2020,Other Combinations,No,0.13936,126,19277,0.09622,0.19406
421,421,2021,Single-person household,Yes,0.76069,2181,11114,0.72619,0.79168
422,422,2021,Single-person household,No,0.23931,922,11114,0.22389,0.25746
423,423,2021,Couple without children,Yes,0.88521,2738,11114,0.84617,0.92434
424,424,2021,Couple without children,No,0.11479,428,11114,0.10148,0.13117
425,425,2021,Single parent,Yes,0.77519,700,11114,0.70461,0.85267
426,426,2021,Single parent,No,0.22481,227,11114,0.17805,0.27468
427,427,2021,Couple with children,Yes,0.89127,2973,11114,0.84992,0.93192
428,428,2021,Couple with children,No,0.10873,587,11114,0.09451,0.12493
429,429,2021,Multi-generational household,Yes,1.0,69,11114,0.63418,1.51573
430,430,2021,Other Combinations,Yes,0.85086,224,11114,0.70613,1.01713
431,431,2021,Other Combinations,No,0.14914,65,11114,0.09854,0.20303
