"hgeqpter","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1999","Sachsen-Anhalt","4","53","0.602282653004183","0.498236489181766","0.7063288168266"
"Ja","1999","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","Thueringen","2","164","","",""
"Ja","1999","Thueringen","3","76","0.449254968319141","0.373357400785852","0.525152535852429"
"Ja","1999","Thueringen","4","43","0.699004624191189","0.586627467342842","0.811381781039536"
"Ja","1999","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Schleswig-Holstein","2","12","","",""
"Nein","1999","Schleswig-Holstein","3","21","","",""
"Nein","1999","Schleswig-Holstein","4","5","0.126748528693486","0.0445963770199806","0.208900680366992"
"Nein","1999","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Hamburg","2","21","","",""
"Nein","1999","Hamburg","3","7","0.178732259823206","0.062863248579432","0.29460127106698"
"Nein","1999","Hamburg","4","12","","",""
"Nein","1999","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Niedersachsen","2","75","0.154336056216051","0.119409176674044","0.189262935758058"
"Nein","1999","Niedersachsen","3","35","0.116998849001099","0.0824247812528523","0.151572916749346"
"Nein","1999","Niedersachsen","4","28","","",""
"Nein","1999","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Bremen","2","7","0.352402562682839","0.161278855873431","0.543526269492246"
"Nein","1999","Bremen","3","7","0.485005198706236","0.254125122096763","0.715885275315709"
"Nein","1999","Bremen","4","1","","",""
"Nein","1999","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Nordrhein-Westfalen","2","268","","",""
"Nein","1999","Nordrhein-Westfalen","3","129","","",""
"Nein","1999","Nordrhein-Westfalen","4","99","0.197817316769272","0.162437758594519","0.233196874944025"
"Nein","1999","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Hessen","2","53","0.208711675242465","0.16272540209486","0.25469794839007"
"Nein","1999","Hessen","3","36","0.0951141621620422","0.0586016479059139","0.13162667641817"
"Nein","1999","Hessen","4","37","0.19339751558297","0.139331248738058","0.247463782427882"
"Nein","1999","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Rheinland-Pfalz,Saarland","2","71","0.282574902043841","0.231020072349463","0.334129731738218"
"Nein","1999","Rheinland-Pfalz,Saarland","3","39","0.151378476986819","0.102073681812935","0.200683272160703"
"Nein","1999","Rheinland-Pfalz,Saarland","4","22","","",""
"Nein","1999","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Baden-Wuerttemberg","2","216","","",""
"Nein","1999","Baden-Wuerttemberg","3","83","0.152754310816732","0.120503876757733","0.185004744875731"
"Nein","1999","Baden-Wuerttemberg","4","50","0.179619108205439","0.139345604529152","0.219892611881727"
"Nein","1999","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Bayern","2","129","","",""
"Nein","1999","Bayern","3","44","0.0821137680229714","0.0570254472570582","0.107202088788885"
"Nein","1999","Bayern","4","47","0.0872078005198938","0.0599311646122528","0.114484436427535"
"Nein","1999","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Saarland","2","","","",""
"Nein","1999","Saarland","3","","","",""
"Nein","1999","Saarland","4","","","",""
"Nein","1999","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Berlin","2","59","0.307388599362362","0.239794268759553","0.37498292996517"
"Nein","1999","Berlin","3","26","","",""
"Nein","1999","Berlin","4","12","","",""
"Nein","1999","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Brandenburg","2","115","","",""
"Nein","1999","Brandenburg","3","64","0.435381712704637","0.355503232138816","0.515260193270458"
"Nein","1999","Brandenburg","4","27","","",""
"Nein","1999","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Mecklenburg-Vorpommern","2","41","0.233761926619389","0.168988791237921","0.298535062000856"
"Nein","1999","Mecklenburg-Vorpommern","3","32","0.370651090116032","0.271958951428345","0.469343228803719"
"Nein","1999","Mecklenburg-Vorpommern","4","4","0.0880092243019153","0.00021268151090395","0.175805767092927"
"Nein","1999","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Sachsen","2","181","","",""
"Nein","1999","Sachsen","3","98","0.382762105571497","0.324569011070794","0.440955200072201"
"Nein","1999","Sachsen","4","29","","",""
"Nein","1999","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Sachsen-Anhalt","2","137","","",""
"Nein","1999","Sachsen-Anhalt","3","88","0.503729813579601","0.43048455844","0.576975068719202"
"Nein","1999","Sachsen-Anhalt","4","32","0.397717346995817","0.2936711831734","0.501763510818234"
"Nein","1999","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Thueringen","2","170","","",""
"Nein","1999","Thueringen","3","89","0.550745031680859","0.474847464147571","0.626642599214148"
"Nein","1999","Thueringen","4","21","","",""
"Nein","1999","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Schleswig-Holstein","2","196","","",""
"Ja","2000","Schleswig-Holstein","3","189","","",""
"Ja","2000","Schleswig-Holstein","4","137","","",""
"Ja","2000","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Hamburg","2","85","0.69999931628828","0.615506691961063","0.784491940615498"
"Ja","2000","Hamburg","3","56","0.922303009065419","0.854568283049329","0.990037735081509"
"Ja","2000","Hamburg","4","55","0.722310267993375","0.622276982405232","0.822343553581518"
"Ja","2000","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Niedersachsen","2","613","0.80643136473268","0.778341962688191","0.834520766777168"
"Ja","2000","Niedersachsen","3","525","0.819851583984253","0.789378926521527","0.850324241446979"
"Ja","2000","Niedersachsen","4","360","0.87570993281807","0.843968802223653","0.907451063412487"
"Ja","2000","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Bremen","2","50","0.856939121142864","0.76440494226587","0.949473300019858"
"Ja","2000","Bremen","3","25","","",""
"Ja","2000","Bremen","4","30","0.738087257027862","0.598293279858346","0.877881234197378"
"Ja","2000","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Nordrhein-Westfalen","2","1311","","",""
"Ja","2000","Nordrhein-Westfalen","3","1247","","",""
"Ja","2000","Nordrhein-Westfalen","4","900","0.853879008822716","0.832584625344805","0.875173392300627"
"Ja","2000","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Hessen","2","470","0.774951943022701","0.741197227859976","0.808706658185427"
"Ja","2000","Hessen","3","354","0.787582298947093","0.74953709369351","0.825627504200676"
"Ja","2000","Hessen","4","284","","",""
"Ja","2000","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Rheinland-Pfalz,Saarland","2","440","0.769991930776068","0.735291210434812","0.804692651117325"
"Ja","2000","Rheinland-Pfalz,Saarland","3","322","0.838949882287871","0.802469085146475","0.875430679429267"
"Ja","2000","Rheinland-Pfalz,Saarland","4","294","","",""
"Ja","2000","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Baden-Wuerttemberg","2","798","0.784136311432506","0.759345494587881","0.808927128277131"
"Ja","2000","Baden-Wuerttemberg","3","712","0.821303680909489","0.796063867286519","0.846543494532459"
"Ja","2000","Baden-Wuerttemberg","4","649","0.88476935693375","0.861638507603439","0.907900206264061"
"Ja","2000","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Bayern","2","1003","","",""
"Ja","2000","Bayern","3","895","0.892665945762194","0.873519221400456","0.911812670123933"
"Ja","2000","Bayern","4","669","0.899605988611314","0.877938631338277","0.921273345884352"
"Ja","2000","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Saarland","2","","","",""
"Ja","2000","Saarland","3","","","",""
"Ja","2000","Saarland","4","","","",""
"Ja","2000","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Berlin","2","198","","",""
"Ja","2000","Berlin","3","186","","",""
"Ja","2000","Berlin","4","136","","",""
"Ja","2000","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Brandenburg","2","242","","",""
"Ja","2000","Brandenburg","3","166","","",""
"Ja","2000","Brandenburg","4","101","","",""
"Ja","2000","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Mecklenburg-Vorpommern","2","140","","",""
"Ja","2000","Mecklenburg-Vorpommern","3","85","0.732999394275487","0.651790500135133","0.81420828841584"
"Ja","2000","Mecklenburg-Vorpommern","4","36","0.486104003915409","0.358570497222","0.613637510608819"
"Ja","2000","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Sachsen","2","338","0.481810425087217","0.443661015959507","0.519959834214927"
"Ja","2000","Sachsen","3","258","","",""
"Ja","2000","Sachsen","4","126","","",""
"Ja","2000","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Sachsen-Anhalt","2","207","","",""
"Ja","2000","Sachsen-Anhalt","3","136","","",""
"Ja","2000","Sachsen-Anhalt","4","85","0.740486227086907","0.661724848574439","0.819247605599375"
"Ja","2000","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Thueringen","2","213","","",""
"Ja","2000","Thueringen","3","136","","",""
"Ja","2000","Thueringen","4","64","0.51098350078635","0.420016413047603","0.601950588525097"
"Ja","2000","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Schleswig-Holstein","2","44","0.212529936399723","0.160772881898076","0.26428699090137"
"Nein","2000","Schleswig-Holstein","3","19","","",""
"Nein","2000","Schleswig-Holstein","4","18","","",""
"Nein","2000","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Hamburg","2","28","","",""
"Nein","2000","Hamburg","3","4","0.077696990934581","0.00996226491849113","0.145431716950671"
"Nein","2000","Hamburg","4","22","","",""
"Nein","2000","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Niedersachsen","2","147","","",""
"Nein","2000","Niedersachsen","3","86","0.180148416015747","0.149675758553021","0.210621073478473"
"Nein","2000","Niedersachsen","4","55","0.12429006718193","0.0925489365875126","0.156031197776347"
"Nein","2000","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Bremen","2","5","0.143060878857136","0.0505266999801425","0.23559505773413"
"Nein","2000","Bremen","3","8","0.32984187792143","0.169431426494108","0.490252329348751"
"Nein","2000","Bremen","4","8","0.261912742972138","0.122118765802622","0.401706720141654"
"Nein","2000","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Nordrhein-Westfalen","2","345","0.2147697986163","0.194990857968028","0.234548739264571"
"Nein","2000","Nordrhein-Westfalen","3","226","","",""
"Nein","2000","Nordrhein-Westfalen","4","157","","",""
"Nein","2000","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Hessen","2","118","","",""
"Nein","2000","Hessen","3","90","0.212417701052907","0.174372495799324","0.25046290630649"
"Nein","2000","Hessen","4","66","0.205147063693619","0.162842218233108","0.24745190915413"
"Nein","2000","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Rheinland-Pfalz,Saarland","2","125","","",""
"Nein","2000","Rheinland-Pfalz,Saarland","3","68","0.161050117712129","0.124569320570733","0.197530914853525"
"Nein","2000","Rheinland-Pfalz,Saarland","4","34","0.113295112723174","0.078994150106481","0.147596075339867"
"Nein","2000","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Baden-Wuerttemberg","2","260","","",""
"Nein","2000","Baden-Wuerttemberg","3","173","","",""
"Nein","2000","Baden-Wuerttemberg","4","83","0.11523064306625","0.0920997937359385","0.138361492396561"
"Nein","2000","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Bayern","2","196","","",""
"Nein","2000","Bayern","3","109","","",""
"Nein","2000","Bayern","4","70","0.100394011388686","0.0787266541156483","0.122061368661723"
"Nein","2000","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Saarland","2","","","",""
"Nein","2000","Saarland","3","","","",""
"Nein","2000","Saarland","4","","","",""
"Nein","2000","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Berlin","2","57","0.219860009996666","0.169027987146979","0.270692032846353"
"Nein","2000","Berlin","3","40","0.191463317432852","0.140166960178661","0.242759674687044"
"Nein","2000","Berlin","4","44","0.233577546216866","0.171767154739095","0.295387937694637"
"Nein","2000","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Brandenburg","2","172","","",""
"Nein","2000","Brandenburg","3","78","0.379882855301227","0.318983191654719","0.440782518947736"
"Nein","2000","Brandenburg","4","52","0.359369406869772","0.283340846987085","0.435397966752459"
"Nein","2000","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Mecklenburg-Vorpommern","2","86","0.40098232216591","0.337085934793325","0.464878709538495"
"Nein","2000","Mecklenburg-Vorpommern","3","29","","",""
"Nein","2000","Mecklenburg-Vorpommern","4","23","","",""
"Nein","2000","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Sachsen","2","321","0.518189574912783","0.480040165785074","0.556338984040493"
"Nein","2000","Sachsen","3","165","","",""
"Nein","2000","Sachsen","4","62","0.334351519218733","0.266915288256956","0.401787750180509"
"Nein","2000","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Sachsen-Anhalt","2","227","","",""
"Nein","2000","Sachsen-Anhalt","3","138","","",""
"Nein","2000","Sachsen-Anhalt","4","34","0.259513772913093","0.180752394400625","0.338275151425561"
"Nein","2000","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Thueringen","2","194","","",""
"Nein","2000","Thueringen","3","136","","",""
"Nein","2000","Thueringen","4","52","0.48901649921365","0.398049411474903","0.579983586952397"
"Nein","2000","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Schleswig-Holstein","2","174","","",""
"Ja","2001","Schleswig-Holstein","3","186","","",""
"Ja","2001","Schleswig-Holstein","4","107","","",""
"Ja","2001","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Hamburg","2","58","0.73151590122275","0.629854092761161","0.833177709684339"
"Ja","2001","Hamburg","3","62","0.855792196787892","0.774647454656695","0.936936938919088"
"Ja","2001","Hamburg","4","50","0.686013391341141","0.58026979153522","0.791756991147062"
"Ja","2001","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Niedersachsen","2","483","0.813786997305298","0.782716385156479","0.844857609454117"
"Ja","2001","Niedersachsen","3","487","0.825652841997657","0.794748821340319","0.856556862654995"
"Ja","2001","Niedersachsen","4","362","0.919615430247765","0.892836700724952","0.946394159770579"
"Ja","2001","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Bremen","2","36","0.893201940405372","0.79626879678393","0.990135084026815"
"Ja","2001","Bremen","3","36","0.736595046078186","0.606443863386119","0.866746228770252"
"Ja","2001","Bremen","4","31","0.821706634974427","0.698375361263003","0.94503790868585"
"Ja","2001","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Nordrhein-Westfalen","2","1201","","",""
"Ja","2001","Nordrhein-Westfalen","3","1090","","",""
"Ja","2001","Nordrhein-Westfalen","4","900","0.862890961396906","0.841966204696151","0.88381571809766"
"Ja","2001","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Hessen","2","382","0.730081787456804","0.691132486264661","0.769031088648948"
"Ja","2001","Hessen","3","338","0.86764135861873","0.833878525536484","0.901404191700976"
"Ja","2001","Hessen","4","296","","",""
"Ja","2001","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Rheinland-Pfalz,Saarland","2","314","0.760967097697547","0.719933856346295","0.802000339048798"
"Ja","2001","Rheinland-Pfalz,Saarland","3","388","0.847684971467887","0.814704695177483","0.880665247758291"
"Ja","2001","Rheinland-Pfalz,Saarland","4","282","","",""
"Ja","2001","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Baden-Wuerttemberg","2","761","0.816944807402823","0.792892272613659","0.840997342191987"
"Ja","2001","Baden-Wuerttemberg","3","547","0.797683454129087","0.767533483286672","0.827833424971502"
"Ja","2001","Baden-Wuerttemberg","4","588","0.871479211488468","0.846471780527798","0.896486642449137"
"Ja","2001","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Bayern","2","862","0.837832095387183","0.81524443635352","0.860419754420847"
"Ja","2001","Bayern","3","840","0.895424976885472","0.875831708726893","0.91501824504405"
"Ja","2001","Bayern","4","601","0.869166790063395","0.843575290509549","0.894758289617242"
"Ja","2001","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Saarland","2","","","",""
"Ja","2001","Saarland","3","","","",""
"Ja","2001","Saarland","4","","","",""
"Ja","2001","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Berlin","2","176","","",""
"Ja","2001","Berlin","3","175","","",""
"Ja","2001","Berlin","4","190","","",""
"Ja","2001","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Brandenburg","2","165","","",""
"Ja","2001","Brandenburg","3","190","","",""
"Ja","2001","Brandenburg","4","100","","",""
"Ja","2001","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Mecklenburg-Vorpommern","2","126","","",""
"Ja","2001","Mecklenburg-Vorpommern","3","81","0.719344035319082","0.637222959049206","0.801465111588959"
"Ja","2001","Mecklenburg-Vorpommern","4","36","0.649056864076156","0.516768136661172","0.781345591491139"
"Ja","2001","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Sachsen","2","312","0.522468736489692","0.482699904321653","0.56223756865773"
"Ja","2001","Sachsen","3","272","","",""
"Ja","2001","Sachsen","4","129","","",""
"Ja","2001","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Sachsen-Anhalt","2","186","","",""
"Ja","2001","Sachsen-Anhalt","3","137","","",""
"Ja","2001","Sachsen-Anhalt","4","102","","",""
"Ja","2001","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Thueringen","2","182","","",""
"Ja","2001","Thueringen","3","152","","",""
"Ja","2001","Thueringen","4","52","0.430774506430017","0.33823676054652","0.523312252313514"
"Ja","2001","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Schleswig-Holstein","2","50","0.280448458516533","0.221620799773138","0.339276117259928"
"Nein","2001","Schleswig-Holstein","3","20","","",""
"Nein","2001","Schleswig-Holstein","4","11","","",""
"Nein","2001","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Hamburg","2","15","","",""
"Nein","2001","Hamburg","3","10","","",""
"Nein","2001","Hamburg","4","24","","",""
"Nein","2001","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Niedersachsen","2","120","","",""
"Nein","2001","Niedersachsen","3","92","0.174347158002343","0.143443137345005","0.205251178659681"
"Nein","2001","Niedersachsen","4","34","0.0803845697522349","0.0536058402294216","0.107163299275048"
"Nein","2001","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Bremen","2","3","","",""
"Nein","2001","Bremen","3","8","0.263404953921814","0.133253771229748","0.393556136613881"
"Nein","2001","Bremen","4","6","0.178293365025573","0.05496209131415","0.301624638736997"
"Nein","2001","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Nordrhein-Westfalen","2","320","0.213307329458705","0.192720525674155","0.233894133243255"
"Nein","2001","Nordrhein-Westfalen","3","210","","",""
"Nein","2001","Nordrhein-Westfalen","4","138","","",""
"Nein","2001","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Hessen","2","117","","",""
"Nein","2001","Hessen","3","49","0.13235864138127","0.0985958082990242","0.166121474463516"
"Nein","2001","Hessen","4","64","0.216073381946813","0.173559067446264","0.258587696447362"
"Nein","2001","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Rheinland-Pfalz,Saarland","2","101","","",""
"Nein","2001","Rheinland-Pfalz,Saarland","3","68","0.152315028532113","0.119334752241709","0.185295304822517"
"Nein","2001","Rheinland-Pfalz,Saarland","4","37","0.126416614644132","0.089949029105939","0.162884200182326"
"Nein","2001","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Baden-Wuerttemberg","2","232","","",""
"Nein","2001","Baden-Wuerttemberg","3","135","","",""
"Nein","2001","Baden-Wuerttemberg","4","100","","",""
"Nein","2001","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Bayern","2","161","","",""
"Nein","2001","Bayern","3","97","0.104575023114528","0.0849817549559496","0.124168291273107"
"Nein","2001","Bayern","4","66","0.130833209936605","0.105241710382758","0.156424709490451"
"Nein","2001","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Saarland","2","","","",""
"Nein","2001","Saarland","3","","","",""
"Nein","2001","Saarland","4","","","",""
"Nein","2001","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Berlin","2","63","0.265975479003599","0.209957785304385","0.321993172702814"
"Nein","2001","Berlin","3","32","0.155399471755348","0.106046493954099","0.204752449556597"
"Nein","2001","Berlin","4","41","0.192090739779279","0.141289231253468","0.242892248305091"
"Nein","2001","Berlin","5 Einkommensstärkstes Quintil","","","",""
