"plh0012_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"FDP","1991","indirekter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene","1991","kein Migrationshintergrund","maennlich","96","0.0447471779617225","0.0356267229148122","0.0538676330086327"
"Buendnis90/Gruene","1991","kein Migrationshintergrund","weiblich","116","0.0585835962645565","0.048133359722918","0.069033832806195"
"Buendnis90/Gruene","1991","direkter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene","1991","direkter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene","1991","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene","1991","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke","1991","kein Migrationshintergrund","maennlich","","","",""
"Die Linke","1991","kein Migrationshintergrund","weiblich","","","",""
"Die Linke","1991","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke","1991","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke","1991","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke","1991","indirekter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1991","kein Migrationshintergrund","maennlich","34","0.0149055758593684","0.00956008209999675","0.0202510696187401"
"NPD/Republikaner/Die Rechte","1991","kein Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1991","direkter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1991","direkter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1991","indirekter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1991","indirekter Migrationshintergrund","weiblich","","","",""
"Andere","1991","kein Migrationshintergrund","maennlich","","","",""
"Andere","1991","kein Migrationshintergrund","weiblich","","","",""
"Andere","1991","direkter Migrationshintergrund","maennlich","","","",""
"Andere","1991","direkter Migrationshintergrund","weiblich","","","",""
"Andere","1991","indirekter Migrationshintergrund","maennlich","","","",""
"Andere","1991","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1991","kein Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1991","kein Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1991","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1991","direkter Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1991","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1991","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1991","kein Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1991","kein Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1991","direkter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1991","direkter Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1991","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1991","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1991","kein Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1991","kein Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1991","direkter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1991","direkter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1991","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1991","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1991","kein Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1991","kein Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1991","direkter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1991","direkter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1991","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1991","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/CSU","1991","kein Migrationshintergrund","maennlich","849","0.43119290658381","0.409345855578621","0.453039957589"
"CDU/CSU","1991","kein Migrationshintergrund","weiblich","803","0.42422645327489","0.402234087349035","0.446218819200745"
"CDU/CSU","1991","direkter Migrationshintergrund","maennlich","60","0.500636565851932","0.409252847934255","0.59202028376961"
"CDU/CSU","1991","direkter Migrationshintergrund","weiblich","56","0.522211741126465","0.427566832820449","0.616856649432481"
"CDU/CSU","1991","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/CSU","1991","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1991","kein Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1991","kein Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1991","direkter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1991","direkter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1991","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1991","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1991","kein Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1991","kein Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1991","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1991","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1991","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1991","indirekter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1991","kein Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1991","kein Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1991","direkter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1991","direkter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1991","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1991","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1991","kein Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1991","kein Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1991","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1991","direkter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1991","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1991","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1991","kein Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1991","kein Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1991","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1991","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1991","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1991","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1991","kein Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1991","kein Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1991","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1991","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1991","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1991","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1991","kein Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1991","kein Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1991","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1991","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1991","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1991","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1991","kein Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1991","kein Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1991","direkter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1991","direkter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1991","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1991","indirekter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1991","kein Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1991","kein Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1991","direkter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1991","direkter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1991","indirekter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1991","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1991","kein Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1991","kein Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1991","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1991","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1991","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1991","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1991","kein Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1991","kein Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1991","direkter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1991","direkter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1991","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1991","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1991","kein Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1991","kein Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1991","direkter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1991","direkter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1991","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1991","indirekter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1991","kein Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1991","kein Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1991","direkter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1991","direkter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1991","indirekter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1991","indirekter Migrationshintergrund","weiblich","","","",""
"AfD","1991","kein Migrationshintergrund","maennlich","","","",""
"AfD","1991","kein Migrationshintergrund","weiblich","","","",""
"AfD","1991","direkter Migrationshintergrund","maennlich","","","",""
"AfD","1991","direkter Migrationshintergrund","weiblich","","","",""
"AfD","1991","indirekter Migrationshintergrund","maennlich","","","",""
"AfD","1991","indirekter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1991","kein Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1991","kein Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1991","direkter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1991","direkter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1991","indirekter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1991","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1991","kein Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1991","kein Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1991","direkter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1991","direkter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1991","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1991","indirekter Migrationshintergrund","weiblich","","","",""
"SPD","1992","kein Migrationshintergrund","maennlich","1052","0.427132231377354","0.40762049532471","0.446643967429998"
"SPD","1992","kein Migrationshintergrund","weiblich","984","0.441792360883511","0.421268439041021","0.462316282726001"
"SPD","1992","direkter Migrationshintergrund","maennlich","294","0.527402795951412","0.481479087359042","0.573326504543782"
"SPD","1992","direkter Migrationshintergrund","weiblich","155","0.487643506563908","0.42824151796129","0.547045495166525"
"SPD","1992","indirekter Migrationshintergrund","maennlich","38","0.521692439392225","0.394229778797372","0.649155099987078"
"SPD","1992","indirekter Migrationshintergrund","weiblich","30","0.436543162622149","0.299073454451118","0.57401287079318"
"CDU","1992","kein Migrationshintergrund","maennlich","840","0.345195206751941","0.326441986717686","0.363948426786195"
"CDU","1992","kein Migrationshintergrund","weiblich","771","0.355062802465017","0.335285608875795","0.37483999605424"
"CDU","1992","direkter Migrationshintergrund","maennlich","97","0.307477154618903","0.265030482782302","0.349923826455503"
"CDU","1992","direkter Migrationshintergrund","weiblich","69","0.35424832862431","0.297408820184208","0.411087837064412"
"CDU","1992","indirekter Migrationshintergrund","maennlich","","","",""
"CDU","1992","indirekter Migrationshintergrund","weiblich","","","",""
"CSU","1992","kein Migrationshintergrund","maennlich","162","0.0695337268189657","0.0595006158092582","0.0795668378286732"
"CSU","1992","kein Migrationshintergrund","weiblich","133","0.0687324922524727","0.0582763463545607","0.0791886381503847"
"CSU","1992","direkter Migrationshintergrund","maennlich","","","",""
"CSU","1992","direkter Migrationshintergrund","weiblich","","","",""
"CSU","1992","indirekter Migrationshintergrund","maennlich","","","",""
"CSU","1992","indirekter Migrationshintergrund","weiblich","","","",""
"FDP","1992","kein Migrationshintergrund","maennlich","126","0.0527660873322936","0.0439476098334608","0.0615845648311264"
"FDP","1992","kein Migrationshintergrund","weiblich","101","0.0458845168895496","0.0372370896443214","0.0545319441347778"
"FDP","1992","direkter Migrationshintergrund","maennlich","","","",""
"FDP","1992","direkter Migrationshintergrund","weiblich","","","",""
"FDP","1992","indirekter Migrationshintergrund","maennlich","","","",""
"FDP","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene","1992","kein Migrationshintergrund","maennlich","156","0.0564478491232391","0.0473446467068976","0.0655510515395806"
"Buendnis90/Gruene","1992","kein Migrationshintergrund","weiblich","176","0.0620659347732655","0.0520943044780682","0.0720375650684629"
"Buendnis90/Gruene","1992","direkter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene","1992","direkter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene","1992","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke","1992","kein Migrationshintergrund","maennlich","59","0.0177823219043193","0.0125693467728087","0.0229952970358298"
"Die Linke","1992","kein Migrationshintergrund","weiblich","57","0.0147040495545977","0.00972948362531031","0.019678615483885"
"Die Linke","1992","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke","1992","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke","1992","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke","1992","indirekter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1992","kein Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1992","kein Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1992","direkter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1992","direkter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1992","indirekter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Andere","1992","kein Migrationshintergrund","maennlich","74","0.0311425766918881","0.0242909332713382","0.037994220112438"
"Andere","1992","kein Migrationshintergrund","weiblich","","","",""
"Andere","1992","direkter Migrationshintergrund","maennlich","","","",""
"Andere","1992","direkter Migrationshintergrund","weiblich","","","",""
"Andere","1992","indirekter Migrationshintergrund","maennlich","","","",""
"Andere","1992","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1992","kein Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1992","kein Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1992","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1992","direkter Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1992","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1992","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1992","kein Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1992","kein Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1992","direkter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1992","direkter Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1992","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1992","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1992","kein Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1992","kein Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1992","direkter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1992","direkter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1992","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1992","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1992","kein Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1992","kein Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1992","direkter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1992","direkter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1992","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1992","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/CSU","1992","kein Migrationshintergrund","maennlich","","","",""
"CDU/CSU","1992","kein Migrationshintergrund","weiblich","","","",""
"CDU/CSU","1992","direkter Migrationshintergrund","maennlich","","","",""
"CDU/CSU","1992","direkter Migrationshintergrund","weiblich","","","",""
"CDU/CSU","1992","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/CSU","1992","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1992","kein Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1992","kein Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1992","direkter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1992","direkter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1992","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1992","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1992","kein Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1992","kein Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1992","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1992","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1992","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1992","kein Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1992","kein Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1992","direkter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1992","direkter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1992","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1992","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1992","kein Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1992","kein Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1992","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1992","direkter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1992","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1992","kein Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1992","kein Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1992","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1992","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1992","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1992","kein Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1992","kein Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1992","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1992","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1992","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1992","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1992","kein Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1992","kein Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1992","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1992","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1992","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1992","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1992","kein Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1992","kein Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1992","direkter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1992","direkter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1992","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1992","indirekter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1992","kein Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1992","kein Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1992","direkter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1992","direkter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1992","indirekter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1992","kein Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1992","kein Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1992","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1992","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1992","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1992","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1992","kein Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1992","kein Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1992","direkter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1992","direkter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1992","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1992","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1992","kein Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1992","kein Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1992","direkter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1992","direkter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1992","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1992","kein Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1992","kein Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1992","direkter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1992","direkter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1992","indirekter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1992","indirekter Migrationshintergrund","weiblich","","","",""
"AfD","1992","kein Migrationshintergrund","maennlich","","","",""
"AfD","1992","kein Migrationshintergrund","weiblich","","","",""
"AfD","1992","direkter Migrationshintergrund","maennlich","","","",""
"AfD","1992","direkter Migrationshintergrund","weiblich","","","",""
"AfD","1992","indirekter Migrationshintergrund","maennlich","","","",""
"AfD","1992","indirekter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1992","kein Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1992","kein Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1992","direkter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1992","direkter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1992","indirekter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1992","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1992","kein Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1992","kein Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1992","direkter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1992","direkter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1992","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1992","indirekter Migrationshintergrund","weiblich","","","",""
"SPD","1993","kein Migrationshintergrund","maennlich","908","0.41747983260827","0.396807178156422","0.438152487060119"
"SPD","1993","kein Migrationshintergrund","weiblich","825","0.417175716120396","0.395318087654794","0.439033344585997"
"SPD","1993","direkter Migrationshintergrund","maennlich","299","0.522568740815711","0.47616048734674","0.568976994284683"
"SPD","1993","direkter Migrationshintergrund","weiblich","122","0.419701518560613","0.354039502739201","0.485363534382026"
"SPD","1993","indirekter Migrationshintergrund","maennlich","45","0.531501205008395","0.412015195958766","0.650987214058024"
"SPD","1993","indirekter Migrationshintergrund","weiblich","","","",""
"CDU","1993","kein Migrationshintergrund","maennlich","671","0.314951195962334","0.295479427382613","0.334422964542056"
"CDU","1993","kein Migrationshintergrund","weiblich","636","0.335452255225786","0.314523029479523","0.356381480972049"
"CDU","1993","direkter Migrationshintergrund","maennlich","66","0.215249252794473","0.177063198937439","0.253435306651508"
"CDU","1993","direkter Migrationshintergrund","weiblich","62","0.417281855663404","0.351673032899405","0.482890678427402"
"CDU","1993","indirekter Migrationshintergrund","maennlich","","","",""
"CDU","1993","indirekter Migrationshintergrund","weiblich","","","",""
"CSU","1993","kein Migrationshintergrund","maennlich","139","0.0677944376171828","0.0572560082652055","0.07833286696916"
"CSU","1993","kein Migrationshintergrund","weiblich","105","0.0638802098768585","0.0530403519381788","0.0747200678155382"
"CSU","1993","direkter Migrationshintergrund","maennlich","","","",""
"CSU","1993","direkter Migrationshintergrund","weiblich","","","",""
"CSU","1993","indirekter Migrationshintergrund","maennlich","","","",""
"CSU","1993","indirekter Migrationshintergrund","weiblich","","","",""
"FDP","1993","kein Migrationshintergrund","maennlich","113","0.0531889617790308","0.0437816524414607","0.0625962711166008"
"FDP","1993","kein Migrationshintergrund","weiblich","77","0.0495959034916184","0.0399719888357305","0.0592198181475064"
"FDP","1993","direkter Migrationshintergrund","maennlich","","","",""
"FDP","1993","direkter Migrationshintergrund","weiblich","","","",""
"FDP","1993","indirekter Migrationshintergrund","maennlich","","","",""
"FDP","1993","indirekter Migrationshintergrund","weiblich","","","",""
