"plh0012_h","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"CSU/FDP","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CSU/FDP","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CSU/FDP","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CSU/FDP","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Gruene/FDP","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Gruene/FDP","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Gruene/FDP","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Gruene/FDP","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP/Die Linke","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FDP/Die Linke","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FDP/Die Linke","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP/Die Linke","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP/NPD","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FDP/NPD","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FDP/NPD","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP/NPD","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Piratenpartei","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Piratenpartei","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Piratenpartei","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Piratenpartei","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"AfD","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"AfD","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"AfD","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"AfD","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU+/oder CSU/AfD","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU+/oder CSU/AfD","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU+/oder CSU/AfD","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU+/oder CSU/AfD","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/AfD","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/AfD","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/AfD","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/AfD","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD","1994","Westdeutschland, alte Bundeslaender","maennlich","1118","0.476007566697132","0.454941124024017","0.497074009370247"
"SPD","1994","Westdeutschland, alte Bundeslaender","weiblich","914","0.467577539844583","0.444648453686908","0.490506626002258"
"SPD","1994","Ostdeutschland, neue Bundeslaender","maennlich","206","0.349781628048372","0.311526554519556","0.388036701577188"
"SPD","1994","Ostdeutschland, neue Bundeslaender","weiblich","177","0.325265299810737","0.285752609471947","0.364777990149526"
"CDU","1994","Westdeutschland, alte Bundeslaender","maennlich","600","0.315149677718951","0.29555319920124","0.334746156236662"
"CDU","1994","Westdeutschland, alte Bundeslaender","weiblich","540","0.328675407458227","0.307088937643393","0.350261877273061"
"CDU","1994","Ostdeutschland, neue Bundeslaender","maennlich","185","0.291998021726682","0.255525304832189","0.328470738621176"
"CDU","1994","Ostdeutschland, neue Bundeslaender","weiblich","167","0.304935000188003","0.266104985151257","0.343765015224749"
"CSU","1994","Westdeutschland, alte Bundeslaender","maennlich","142","0.0653329529827928","0.0549093855656739","0.0757565203999117"
"CSU","1994","Westdeutschland, alte Bundeslaender","weiblich","120","0.0733624089592777","0.0613805696625891","0.0853442482559662"
"CSU","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CSU","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP","1994","Westdeutschland, alte Bundeslaender","maennlich","63","0.0374966244814553","0.0294831845242016","0.045510064438709"
"FDP","1994","Westdeutschland, alte Bundeslaender","weiblich","47","0.0327797695256219","0.0245970554672396","0.0409624835840042"
"FDP","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene","1994","Westdeutschland, alte Bundeslaender","maennlich","149","0.06633533656291","0.0558377443204975","0.0768329288053225"
"Buendnis90/Gruene","1994","Westdeutschland, alte Bundeslaender","weiblich","159","0.0806147936092868","0.0681039132674338","0.0931256739511398"
"Buendnis90/Gruene","1994","Ostdeutschland, neue Bundeslaender","maennlich","52","0.097955060707022","0.0741105479898454","0.121799573424199"
"Buendnis90/Gruene","1994","Ostdeutschland, neue Bundeslaender","weiblich","59","0.101363876451864","0.0759081935267459","0.126819559376982"
"Die Linke","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Die Linke","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Die Linke","1994","Ostdeutschland, neue Bundeslaender","maennlich","87","0.15020721664275","0.121548097092674","0.178866336192826"
"Die Linke","1994","Ostdeutschland, neue Bundeslaender","weiblich","107","0.213746775697194","0.179170181180162","0.248323370214226"
"NPD/Republikaner/Die Rechte","1994","Westdeutschland, alte Bundeslaender","maennlich","54","0.0245835067221023","0.0180516186569103","0.0311153947872944"
"NPD/Republikaner/Die Rechte","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Andere","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Andere","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Andere","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Andere","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/Buendnis90/Gruene","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/Buendnis90/Gruene","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/Buendnis90/Gruene","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/Buendnis90/Gruene","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/CDU","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/CDU","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/CDU","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/CDU","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/FDP","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/FDP","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/FDP","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/FDP","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/CSU","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/CSU","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/CSU","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/CSU","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/FDP","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/FDP","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/FDP","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/FDP","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/Buendnis90/Gruene","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/Buendnis90/Gruene","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/Buendnis90/Gruene","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/Buendnis90/Gruene","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/Die Linke","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/Die Linke","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/Die Linke","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/Die Linke","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/Die Linke","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/Die Linke","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/Die Linke","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/Die Linke","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CSU/FDP","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CSU/FDP","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CSU/FDP","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CSU/FDP","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Gruene/FDP","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Gruene/FDP","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Gruene/FDP","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Gruene/FDP","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP/Die Linke","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FDP/Die Linke","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FDP/Die Linke","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP/Die Linke","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP/NPD","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FDP/NPD","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FDP/NPD","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP/NPD","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Piratenpartei","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Piratenpartei","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Piratenpartei","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Piratenpartei","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"AfD","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"AfD","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"AfD","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"AfD","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU+/oder CSU/AfD","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU+/oder CSU/AfD","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU+/oder CSU/AfD","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU+/oder CSU/AfD","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/AfD","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/AfD","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/AfD","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/AfD","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD","1995","Westdeutschland, alte Bundeslaender","maennlich","1127","0.449276761277715","0.429355400017029","0.469198122538402"
"SPD","1995","Westdeutschland, alte Bundeslaender","weiblich","950","0.435025988880903","0.413822355795537","0.456229621966269"
"SPD","1995","Ostdeutschland, neue Bundeslaender","maennlich","227","0.338489712532836","0.303780878607737","0.373198546457934"
"SPD","1995","Ostdeutschland, neue Bundeslaender","weiblich","200","0.288872617358822","0.253840249405444","0.3239049853122"
"CDU","1995","Westdeutschland, alte Bundeslaender","maennlich","722","0.322705728144483","0.303982213675845","0.34142924261312"
"CDU","1995","Westdeutschland, alte Bundeslaender","weiblich","682","0.344367230362877","0.324044611205655","0.364689849520099"
"CDU","1995","Ostdeutschland, neue Bundeslaender","maennlich","271","0.349471807494825","0.314498386192841","0.384445228796809"
"CDU","1995","Ostdeutschland, neue Bundeslaender","weiblich","244","0.373077012732533","0.335696182140943","0.410457843324123"
"CSU","1995","Westdeutschland, alte Bundeslaender","maennlich","190","0.0806296499488548","0.0697255966396343","0.0915337032580753"
"CSU","1995","Westdeutschland, alte Bundeslaender","weiblich","136","0.0727322474582073","0.0616250491507781","0.0838394457656364"
"CSU","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CSU","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP","1995","Westdeutschland, alte Bundeslaender","maennlich","64","0.0309325749540162","0.0239986303664439","0.0378665195415884"
"FDP","1995","Westdeutschland, alte Bundeslaender","weiblich","50","0.0286877140341047","0.0215482459540705","0.0358271821141389"
"FDP","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene","1995","Westdeutschland, alte Bundeslaender","maennlich","225","0.0897168567341428","0.0782717299717592","0.101161983496526"
"Buendnis90/Gruene","1995","Westdeutschland, alte Bundeslaender","weiblich","245","0.105751979567799","0.0925993772129148","0.118904581922683"
"Buendnis90/Gruene","1995","Ostdeutschland, neue Bundeslaender","maennlich","44","0.0602102462333734","0.0427620900676222","0.0776584023991246"
"Buendnis90/Gruene","1995","Ostdeutschland, neue Bundeslaender","weiblich","58","0.0912074753163493","0.0689543919582968","0.113460558674402"
"Die Linke","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Die Linke","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Die Linke","1995","Ostdeutschland, neue Bundeslaender","maennlich","121","0.186131688787394","0.157582996894991","0.214680380679797"
"Die Linke","1995","Ostdeutschland, neue Bundeslaender","weiblich","123","0.215815442127064","0.184017939953701","0.247612944300427"
"NPD/Republikaner/Die Rechte","1995","Westdeutschland, alte Bundeslaender","maennlich","30","0.0140038420093649","0.00929779192675666","0.0187098920919731"
"NPD/Republikaner/Die Rechte","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Andere","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Andere","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Andere","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Andere","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/Buendnis90/Gruene","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/Buendnis90/Gruene","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/Buendnis90/Gruene","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/Buendnis90/Gruene","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/CDU","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/CDU","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/CDU","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/CDU","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/FDP","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/FDP","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/FDP","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/FDP","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/CSU","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/CSU","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/CSU","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/CSU","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/FDP","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/FDP","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/FDP","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/FDP","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/Buendnis90/Gruene","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/Buendnis90/Gruene","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/Buendnis90/Gruene","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/Buendnis90/Gruene","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/Die Linke","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/Die Linke","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/Die Linke","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/Die Linke","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/Die Linke","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/Die Linke","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/Die Linke","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/Die Linke","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CSU/FDP","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CSU/FDP","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CSU/FDP","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CSU/FDP","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Gruene/FDP","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Gruene/FDP","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Gruene/FDP","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Gruene/FDP","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP/Die Linke","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FDP/Die Linke","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FDP/Die Linke","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP/Die Linke","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP/NPD","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FDP/NPD","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FDP/NPD","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP/NPD","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Piratenpartei","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Piratenpartei","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Piratenpartei","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Piratenpartei","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"AfD","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"AfD","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"AfD","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"AfD","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU+/oder CSU/AfD","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU+/oder CSU/AfD","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU+/oder CSU/AfD","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU+/oder CSU/AfD","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/AfD","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/AfD","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/AfD","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/AfD","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD","1996","Westdeutschland, alte Bundeslaender","maennlich","1000","0.415114557918805","0.394857901535068","0.435371214302541"
"SPD","1996","Westdeutschland, alte Bundeslaender","weiblich","819","0.389051337200638","0.367378998656674","0.410723675744601"
"SPD","1996","Ostdeutschland, neue Bundeslaender","maennlich","190","0.299742974008933","0.264657230472709","0.334828717545156"
"SPD","1996","Ostdeutschland, neue Bundeslaender","weiblich","133","0.228640647946078","0.194580481713727","0.262700814178429"
"CDU","1996","Westdeutschland, alte Bundeslaender","maennlich","736","0.345314837008255","0.325768191268001","0.364861482748509"
"CDU","1996","Westdeutschland, alte Bundeslaender","weiblich","643","0.35823583226713","0.336921476766316","0.379550187767944"
"CDU","1996","Ostdeutschland, neue Bundeslaender","maennlich","248","0.350592157969483","0.314050579437941","0.387133736501025"
"CDU","1996","Ostdeutschland, neue Bundeslaender","weiblich","235","0.39743744369292","0.357747806567353","0.437127080818487"
"CSU","1996","Westdeutschland, alte Bundeslaender","maennlich","198","0.0854025565139933","0.0739131181302883","0.0968919948976983"
"CSU","1996","Westdeutschland, alte Bundeslaender","weiblich","148","0.0852959492283752","0.0728792984900485","0.0977125999667019"
"CSU","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CSU","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP","1996","Westdeutschland, alte Bundeslaender","maennlich","50","0.0258273456045803","0.0193064653161529","0.0323482258930077"
"FDP","1996","Westdeutschland, alte Bundeslaender","weiblich","46","0.0314543243821449","0.0236954236668929","0.0392132250973968"
"FDP","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene","1996","Westdeutschland, alte Bundeslaender","maennlich","213","0.0928108376132404","0.080882040669909","0.104739634556572"
"Buendnis90/Gruene","1996","Westdeutschland, alte Bundeslaender","weiblich","245","0.11369482930816","0.0995836939029084","0.127805964713412"
"Buendnis90/Gruene","1996","Ostdeutschland, neue Bundeslaender","maennlich","51","0.0738080697177742","0.0537850368088258","0.0938311026267227"
"Buendnis90/Gruene","1996","Ostdeutschland, neue Bundeslaender","weiblich","67","0.103586202875531","0.0788719838951939","0.128300421855869"
"Die Linke","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Die Linke","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Die Linke","1996","Ostdeutschland, neue Bundeslaender","maennlich","120","0.198037557717546","0.167517999917753","0.228557115517339"
"Die Linke","1996","Ostdeutschland, neue Bundeslaender","weiblich","133","0.23995816594635","0.205322129892974","0.274594201999727"
"NPD/Republikaner/Die Rechte","1996","Westdeutschland, alte Bundeslaender","maennlich","39","0.0204648996140041","0.0146443608760067","0.0262854383520016"
"NPD/Republikaner/Die Rechte","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Andere","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Andere","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Andere","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Andere","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/Buendnis90/Gruene","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/Buendnis90/Gruene","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
