"year","hhtyp","sampreg","mean","median","n","lower_confidence","upper_confidence"
"2015","Sonstige","Westdeutschland","5912.32","4100","1260","5465.82","6358.82"
"2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1061.75","0","2024","923.63","1199.87"
"2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","857.84","0","6170","779.25","936.43"
"2016","1-Pers.- Haushalt","Ostdeutschland","1636.47","0","853","1397.08","1875.86"
"2016","1-Pers.- Haushalt","Westdeutschland","1178.01","0","2535","1046.51","1309.51"
"2016","Alleinerziehende","Ostdeutschland","7524.96","5187","869","7090.52","7959.4"
"2016","Alleinerziehende","Westdeutschland","6799.13","4401","3060","6535","7063.26"
"2016","Paar mit Kind(ern)","Ostdeutschland","5522.88","4404","3235","5296.05","5749.71"
"2016","Paar mit Kind(ern)","Westdeutschland","5887.55","4410.5","16924","5788.84","5986.26"
"2016","Sonstige","Ostdeutschland","6745.19","2238","174","5148.29","8342.09"
"2016","Sonstige","Westdeutschland","6175.4","2964","946","5599.53","6751.27"
"2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","958.51","0","2276","829.18","1087.84"
"2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","859.87","0","7038","786.78","932.96"
"2017","1-Pers.- Haushalt","Ostdeutschland","1551.31","0","1028","1342.14","1760.48"
"2017","1-Pers.- Haushalt","Westdeutschland","1271.49","0","3084","1135.84","1407.14"
"2017","Alleinerziehende","Ostdeutschland","7110.76","4584","971","6616.25","7605.27"
"2017","Alleinerziehende","Westdeutschland","6822.29","4548","3482","6553.77","7090.81"
"2017","Paar mit Kind(ern)","Ostdeutschland","6045.94","4552.5","4148","5760.49","6331.39"
"2017","Paar mit Kind(ern)","Westdeutschland","5926.94","4559.5","20881","5799.76","6054.12"
"2017","Sonstige","Ostdeutschland","7697.46","2292","226","6367.3","9027.62"
"2017","Sonstige","Westdeutschland","7514.11","3870","1513","6927.49","8100.73"
"2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1028.95","0","2279","895.68","1162.22"
"2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","980.68","0","6958","899.35","1062.01"
"2018","1-Pers.- Haushalt","Ostdeutschland","1396.46","0","1091","1198.13","1594.79"
"2018","1-Pers.- Haushalt","Westdeutschland","1305.44","0","3362","1165.1","1445.78"
"2018","Alleinerziehende","Ostdeutschland","7719.32","4650","1003","7205.44","8233.2"
"2018","Alleinerziehende","Westdeutschland","6436.47","4398","3610","6148.65","6724.29"
"2018","Paar mit Kind(ern)","Ostdeutschland","5959.69","4559.5","4366","5656.98","6262.4"
"2018","Paar mit Kind(ern)","Westdeutschland","6124.39","4602","21910","5968.13","6280.65"
"2018","Sonstige","Ostdeutschland","8318.77","4644","234","7160.19","9477.35"
"2018","Sonstige","Westdeutschland","6472.66","3105","1673","5870.4","7074.92"
"2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","927.97","0","2535","809.86","1046.08"
"2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1055.14","0","7760","976.35","1133.93"
"2019","1-Pers.- Haushalt","Ostdeutschland","1511.58","0","1076","1304.86","1718.3"
"2019","1-Pers.- Haushalt","Westdeutschland","1238.72","0","3522","1113.44","1364"
"2019","Alleinerziehende","Ostdeutschland","7660.66","4644","961","7120.92","8200.4"
"2019","Alleinerziehende","Westdeutschland","6827.55","4650","3313","6532.53","7122.57"
"2019","Paar mit Kind(ern)","Ostdeutschland","6290.79","4644","4553","5978.69","6602.89"
"2019","Paar mit Kind(ern)","Westdeutschland","6242.91","4655","22005","6097.13","6388.69"
"2019","Sonstige","Ostdeutschland","11171.85","4609.5","235","9752.21","12591.49"
"2019","Sonstige","Westdeutschland","6235.38","2424","1457","5595.48","6875.28"
"2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","937.7","0","2381","811.52","1063.88"
"2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1088.99","0","7884","1012.27","1165.71"
"2020","1-Pers.- Haushalt","Ostdeutschland","1653.5","0","1120","1384.8","1922.2"
"2020","1-Pers.- Haushalt","Westdeutschland","1265.66","0","4009","1140.59","1390.73"
"2020","Alleinerziehende","Ostdeutschland","7420.51","4884","881","6735.12","8105.9"
"2020","Alleinerziehende","Westdeutschland","6655.85","4644","3096","6380.99","6930.71"
"2020","Paar mit Kind(ern)","Ostdeutschland","6641.39","4812","4168","6308.55","6974.23"
"2020","Paar mit Kind(ern)","Westdeutschland","6211.4","4799","21086","6073.31","6349.49"
"2020","Sonstige","Ostdeutschland","8697.91","3582","244","7622.22","9773.6"
"2020","Sonstige","Westdeutschland","6577.3","2446.5","1681","5998.76","7155.84"
