year,migback,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Indirect migration background,Urban regions,Full-Time Employment,0.15451,278,676,0.12724,0.18177
2000,Indirect migration background,Urban regions,Regular Part-Time Employment,0.02846,42,676,0.01591,0.04100
2000,Indirect migration background,Urban regions,Vocational Training,0.04768,80,676,0.03161,0.06376
2000,Indirect migration background,Urban regions,Not Employed,0.16504,276,676,0.13703,0.19304
2000,Indirect migration background,Rural regions,Full-Time Employment,0.10458,34,85,0.03914,0.17002
2000,Indirect migration background,Rural regions,Not Employed,0.14064,51,85,0.06629,0.21498
2001,No migration background,Urban regions,Full-Time Employment,0.34263,4681,11255,0.33386,0.35140
2001,No migration background,Urban regions,Regular Part-Time Employment,0.08102,1167,11255,0.07598,0.08606
2001,No migration background,Urban regions,Vocational Training,0.01681,257,11255,0.01443,0.01918
2001,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03239,440,11255,0.02912,0.03566
2001,No migration background,Urban regions,Not Employed,0.37621,4710,11255,0.36726,0.38516
2001,No migration background,Rural regions,Full-Time Employment,0.33130,2876,6964,0.32025,0.34236
2001,No migration background,Rural regions,Regular Part-Time Employment,0.06954,592,6964,0.06357,0.07552
2001,No migration background,Rural regions,Vocational Training,0.02644,259,6964,0.02267,0.03021
2001,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.02241,204,6964,0.01893,0.02588
2001,No migration background,Rural regions,Not Employed,0.39033,3033,6964,0.37887,0.40179
2001,Direct migration background,Urban regions,Full-Time Employment,0.38179,1016,2402,0.36236,0.40122
2001,Direct migration background,Urban regions,Regular Part-Time Employment,0.08931,222,2402,0.07790,0.10072
2001,Direct migration background,Urban regions,Vocational Training,0.02531,53,2402,0.01903,0.03159
2001,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.02534,60,2402,0.01905,0.03163
2001,Direct migration background,Urban regions,Not Employed,0.41466,1051,2402,0.39496,0.43437
2001,Direct migration background,Rural regions,Full-Time Employment,0.30579,186,471,0.26414,0.34745
2001,Direct migration background,Rural regions,Regular Part-Time Employment,0.06167,37,471,0.03992,0.08341
2001,Direct migration background,Rural regions,Not Employed,0.49553,248,471,0.45033,0.54073
2001,Indirect migration background,Urban regions,Full-Time Employment,0.16592,271,640,0.13707,0.19476
2001,Indirect migration background,Urban regions,Regular Part-Time Employment,0.02034,31,640,0.00939,0.03128
2001,Indirect migration background,Urban regions,Vocational Training,0.04605,77,640,0.02980,0.06230
2001,Indirect migration background,Urban regions,Not Employed,0.15107,261,640,0.12331,0.17884
2001,Indirect migration background,Rural regions,Not Employed,0.12151,44,44,0.02385,0.21916
2002,No migration background,Urban regions,Full-Time Employment,0.32935,5197,12305,0.32104,0.33765
2002,No migration background,Urban regions,Regular Part-Time Employment,0.08113,1344,12305,0.07631,0.08596
2002,No migration background,Urban regions,Vocational Training,0.01694,278,12305,0.01466,0.01922
2002,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03201,488,12305,0.02890,0.03512
2002,No migration background,Urban regions,Not Employed,0.39119,4998,12305,0.38257,0.39981
2002,No migration background,Rural regions,Full-Time Employment,0.31865,2931,7133,0.30783,0.32946
2002,No migration background,Rural regions,Regular Part-Time Employment,0.07105,644,7133,0.06508,0.07701
2002,No migration background,Rural regions,Vocational Training,0.02807,258,7133,0.02424,0.03191
2002,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.02475,217,7133,0.02114,0.02835
2002,No migration background,Rural regions,Not Employed,0.39830,3083,7133,0.38694,0.40967
2002,Direct migration background,Urban regions,Full-Time Employment,0.37086,952,2311,0.35116,0.39056
2002,Direct migration background,Urban regions,Regular Part-Time Employment,0.08296,206,2311,0.07171,0.09421
2002,Direct migration background,Urban regions,Vocational Training,0.02650,49,2311,0.01995,0.03305
2002,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03374,74,2311,0.02638,0.04111
2002,Direct migration background,Urban regions,Not Employed,0.43074,1030,2311,0.41054,0.45093
2002,Direct migration background,Rural regions,Full-Time Employment,0.30626,172,449,0.26358,0.34895
2002,Direct migration background,Rural regions,Regular Part-Time Employment,0.07833,34,449,0.05345,0.10321
2002,Direct migration background,Rural regions,Not Employed,0.48488,243,449,0.43860,0.53116
2002,Indirect migration background,Urban regions,Full-Time Employment,0.15197,269,647,0.12428,0.17965
2002,Indirect migration background,Urban regions,Regular Part-Time Employment,0.03102,48,647,0.01765,0.04439
2002,Indirect migration background,Urban regions,Vocational Training,0.05051,67,647,0.03362,0.06740
2002,Indirect migration background,Urban regions,Not Employed,0.14992,263,647,0.12239,0.17745
2002,Indirect migration background,Rural regions,Full-Time Employment,0.09208,31,69,0.02336,0.16081
2002,Indirect migration background,Rural regions,Not Employed,0.14161,38,69,0.05874,0.22447
2003,No migration background,Urban regions,Full-Time Employment,0.32360,4844,11914,0.31520,0.33200
2003,No migration background,Urban regions,Regular Part-Time Employment,0.08119,1313,11914,0.07628,0.08609
2003,No migration background,Urban regions,Vocational Training,0.01527,256,11914,0.01307,0.01747
2003,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03320,486,11914,0.02999,0.03642
2003,No migration background,Urban regions,Not Employed,0.39686,5015,11914,0.38807,0.40565
2003,No migration background,Rural regions,Full-Time Employment,0.31259,2723,6833,0.30160,0.32358
2003,No migration background,Rural regions,Regular Part-Time Employment,0.07379,640,6833,0.06759,0.07999
2003,No migration background,Rural regions,Vocational Training,0.02434,231,6833,0.02069,0.02800
2003,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.02996,243,6833,0.02592,0.03400
2003,No migration background,Rural regions,Not Employed,0.40495,2996,6833,0.39331,0.41659
2003,Direct migration background,Urban regions,Full-Time Employment,0.35192,843,2158,0.33176,0.37207
2003,Direct migration background,Urban regions,Regular Part-Time Employment,0.08661,211,2158,0.07474,0.09848
2003,Direct migration background,Urban regions,Vocational Training,0.02106,39,2158,0.01500,0.02711
2003,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03271,69,2158,0.02520,0.04021
2003,Direct migration background,Urban regions,Not Employed,0.45862,996,2158,0.43759,0.47965
2003,Direct migration background,Rural regions,Full-Time Employment,0.29740,154,432,0.25425,0.34056
2003,Direct migration background,Rural regions,Regular Part-Time Employment,0.11294,43,432,0.08305,0.14282
2003,Direct migration background,Rural regions,Not Employed,0.48016,235,432,0.43300,0.52733
2003,Indirect migration background,Urban regions,Full-Time Employment,0.16455,263,672,0.13650,0.19261
2003,Indirect migration background,Urban regions,Regular Part-Time Employment,0.02742,52,672,0.01507,0.03978
2003,Indirect migration background,Urban regions,Vocational Training,0.04386,61,672,0.02837,0.05936
2003,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.02523,34,672,0.01336,0.03709
2003,Indirect migration background,Urban regions,Not Employed,0.15564,262,672,0.12821,0.18307
2003,Indirect migration background,Rural regions,Not Employed,0.15615,41,41,0.04365,0.26864
2004,No migration background,Urban regions,Full-Time Employment,0.32183,4667,11587,0.31332,0.33034
2004,No migration background,Urban regions,Regular Part-Time Employment,0.07931,1256,11587,0.07439,0.08423
2004,No migration background,Urban regions,Vocational Training,0.01748,256,11587,0.01509,0.01987
2004,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03816,529,11587,0.03468,0.04165
2004,No migration background,Urban regions,Not Employed,0.39546,4879,11587,0.38656,0.40437
2004,No migration background,Rural regions,Full-Time Employment,0.30787,2621,6671,0.29680,0.31895
2004,No migration background,Rural regions,Regular Part-Time Employment,0.07288,631,6671,0.06664,0.07912
2004,No migration background,Rural regions,Vocational Training,0.02203,208,6671,0.01851,0.02555
2004,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.03117,262,6671,0.02700,0.03534
2004,No migration background,Rural regions,Not Employed,0.41598,2949,6671,0.40415,0.42781
2004,Direct migration background,Urban regions,Full-Time Employment,0.35836,815,2070,0.33770,0.37902
2004,Direct migration background,Urban regions,Regular Part-Time Employment,0.09014,200,2070,0.07780,0.10248
2004,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03061,67,2070,0.02318,0.03803
2004,Direct migration background,Urban regions,Not Employed,0.46618,988,2070,0.44469,0.48768
2004,Direct migration background,Rural regions,Full-Time Employment,0.28933,137,406,0.24517,0.33349
2004,Direct migration background,Rural regions,Regular Part-Time Employment,0.07611,31,406,0.05028,0.10194
2004,Direct migration background,Rural regions,Not Employed,0.52410,238,406,0.47546,0.57274
2004,Indirect migration background,Urban regions,Full-Time Employment,0.14964,248,679,0.12279,0.17649
2004,Indirect migration background,Urban regions,Regular Part-Time Employment,0.03883,54,679,0.02429,0.05337
2004,Indirect migration background,Urban regions,Vocational Training,0.05504,67,679,0.03788,0.07221
2004,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.01985,32,679,0.00935,0.03036
2004,Indirect migration background,Urban regions,Not Employed,0.16916,278,679,0.14094,0.19738
2004,Indirect migration background,Rural regions,Not Employed,0.20433,50,50,0.09143,0.31723
2005,No migration background,Urban regions,Full-Time Employment,0.32307,4379,11090,0.31436,0.33177
2005,No migration background,Urban regions,Regular Part-Time Employment,0.08312,1201,11090,0.07799,0.08826
2005,No migration background,Urban regions,Vocational Training,0.01849,245,11090,0.01598,0.02100
2005,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03931,525,11090,0.03569,0.04293
2005,No migration background,Urban regions,Not Employed,0.39249,4740,11090,0.38340,0.40158
2005,No migration background,Rural regions,Full-Time Employment,0.31056,2470,6392,0.29922,0.32191
2005,No migration background,Rural regions,Regular Part-Time Employment,0.07441,610,6392,0.06798,0.08085
2005,No migration background,Rural regions,Vocational Training,0.02128,172,6392,0.01774,0.02481
2005,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.03452,261,6392,0.03005,0.03900
2005,No migration background,Rural regions,Not Employed,0.40914,2879,6392,0.39709,0.42119
2005,Direct migration background,Urban regions,Full-Time Employment,0.33699,716,1940,0.31595,0.35803
2005,Direct migration background,Urban regions,Regular Part-Time Employment,0.09792,192,1940,0.08469,0.11114
2005,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.05004,100,1940,0.04034,0.05975
2005,Direct migration background,Urban regions,Not Employed,0.46444,932,1940,0.44224,0.48664
2005,Direct migration background,Rural regions,Full-Time Employment,0.30111,122,344,0.25256,0.34966
2005,Direct migration background,Rural regions,Not Employed,0.52031,222,344,0.46744,0.57318
2005,Indirect migration background,Urban regions,Full-Time Employment,0.17667,269,714,0.14868,0.20467
2005,Indirect migration background,Urban regions,Regular Part-Time Employment,0.03651,51,714,0.02275,0.05028
2005,Indirect migration background,Urban regions,Vocational Training,0.03884,56,714,0.02466,0.05303
2005,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.02269,34,714,0.01176,0.03362
2005,Indirect migration background,Urban regions,Not Employed,0.20240,304,714,0.17290,0.23189
2005,Indirect migration background,Rural regions,Not Employed,0.18118,48,48,0.07106,0.29129
2006,No migration background,Urban regions,Full-Time Employment,0.32047,4580,11978,0.31211,0.32883
2006,No migration background,Urban regions,Regular Part-Time Employment,0.08354,1306,11978,0.07859,0.08850
2006,No migration background,Urban regions,Vocational Training,0.01651,216,11978,0.01423,0.01879
2006,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04433,633,11978,0.04064,0.04801
2006,No migration background,Urban regions,Not Employed,0.39339,5243,11978,0.38464,0.40214
2006,No migration background,Rural regions,Full-Time Employment,0.31300,2605,7025,0.30215,0.32384
2006,No migration background,Rural regions,Regular Part-Time Employment,0.07028,682,7025,0.06430,0.07626
2006,No migration background,Rural regions,Vocational Training,0.02164,192,7025,0.01824,0.02504
2006,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.03998,343,7025,0.03539,0.04456
2006,No migration background,Rural regions,Not Employed,0.40929,3203,7025,0.39779,0.42079
2006,Direct migration background,Urban regions,Full-Time Employment,0.33600,707,1926,0.31490,0.35710
2006,Direct migration background,Urban regions,Regular Part-Time Employment,0.09701,214,1926,0.08379,0.11023
2006,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04342,95,1926,0.03432,0.05253
2006,Direct migration background,Urban regions,Not Employed,0.46747,910,1926,0.44518,0.48976
2006,Direct migration background,Rural regions,Full-Time Employment,0.28793,125,390,0.24293,0.33293
2006,Direct migration background,Rural regions,Regular Part-Time Employment,0.07557,35,390,0.04930,0.10183
2006,Direct migration background,Rural regions,Not Employed,0.51113,230,390,0.46145,0.56080
2006,Indirect migration background,Urban regions,Full-Time Employment,0.17765,265,723,0.14977,0.20553
2006,Indirect migration background,Urban regions,Regular Part-Time Employment,0.04313,59,723,0.02831,0.05795
2006,Indirect migration background,Urban regions,Vocational Training,0.03763,56,723,0.02375,0.05151
2006,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.02242,32,723,0.01162,0.03322
2006,Indirect migration background,Urban regions,Not Employed,0.21574,311,723,0.18574,0.24575
2006,Indirect migration background,Rural regions,Full-Time Employment,0.12801,34,87,0.05740,0.19862
2006,Indirect migration background,Rural regions,Not Employed,0.13681,53,87,0.06418,0.20944
2007,No migration background,Urban regions,Full-Time Employment,0.32455,4300,11241,0.31589,0.33320
2007,No migration background,Urban regions,Regular Part-Time Employment,0.08798,1308,11241,0.08274,0.09322
2007,No migration background,Urban regions,Vocational Training,0.01557,194,11241,0.01328,0.01786
2007,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04501,607,11241,0.04118,0.04884
2007,No migration background,Urban regions,Not Employed,0.38570,4832,11241,0.37670,0.39470
2007,No migration background,Rural regions,Full-Time Employment,0.32701,2524,6619,0.31571,0.33831
2007,No migration background,Rural regions,Regular Part-Time Employment,0.07818,669,6619,0.07172,0.08465
2007,No migration background,Rural regions,Vocational Training,0.02519,189,6619,0.02141,0.02896
2007,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.03984,294,6619,0.03513,0.04455
2007,No migration background,Rural regions,Not Employed,0.39461,2943,6619,0.38284,0.40639
2007,Direct migration background,Urban regions,Full-Time Employment,0.32687,608,1716,0.30467,0.34907
2007,Direct migration background,Urban regions,Regular Part-Time Employment,0.10350,194,1716,0.08908,0.11792
2007,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04112,75,1716,0.03172,0.05052
2007,Direct migration background,Urban regions,Not Employed,0.49067,839,1716,0.46701,0.51433
2007,Direct migration background,Rural regions,Full-Time Employment,0.29278,120,361,0.24577,0.33978
2007,Direct migration background,Rural regions,Regular Part-Time Employment,0.08793,40,361,0.05868,0.11719
2007,Direct migration background,Rural regions,Not Employed,0.48131,201,361,0.42970,0.53293
2007,Indirect migration background,Urban regions,Full-Time Employment,0.19882,282,710,0.16944,0.22820
2007,Indirect migration background,Urban regions,Regular Part-Time Employment,0.05853,66,710,0.04125,0.07581
2007,Indirect migration background,Urban regions,Vocational Training,0.03724,44,710,0.02330,0.05118
2007,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.03241,42,710,0.01938,0.04545
2007,Indirect migration background,Urban regions,Not Employed,0.19254,276,710,0.16351,0.22156
2007,Indirect migration background,Rural regions,Full-Time Employment,0.13963,39,85,0.06551,0.21375
2007,Indirect migration background,Rural regions,Not Employed,0.18007,46,85,0.09790,0.26224
2008,No migration background,Urban regions,Full-Time Employment,0.33606,4120,10601,0.32707,0.34506
2008,No migration background,Urban regions,Regular Part-Time Employment,0.08723,1211,10601,0.08186,0.09261
2008,No migration background,Urban regions,Vocational Training,0.01782,193,10601,0.01530,0.02034
2008,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04579,571,10601,0.04181,0.04977
2008,No migration background,Urban regions,Not Employed,0.37558,4506,10601,0.36636,0.38480
2008,No migration background,Rural regions,Full-Time Employment,0.33075,2408,6218,0.31905,0.34244
2008,No migration background,Rural regions,Regular Part-Time Employment,0.08092,629,6218,0.07414,0.08770
2008,No migration background,Rural regions,Vocational Training,0.02087,157,6218,0.01732,0.02443
2008,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04430,299,6218,0.03919,0.04942
2008,No migration background,Rural regions,Not Employed,0.38583,2725,6218,0.37373,0.39793
2008,Direct migration background,Urban regions,Full-Time Employment,0.35067,575,1540,0.32683,0.37451
2008,Direct migration background,Urban regions,Regular Part-Time Employment,0.10326,175,1540,0.08806,0.11846
2008,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.06185,86,1540,0.04981,0.07388
2008,Direct migration background,Urban regions,Not Employed,0.44744,704,1540,0.42260,0.47228
2008,Direct migration background,Rural regions,Full-Time Employment,0.28114,101,322,0.23196,0.33032
2008,Direct migration background,Rural regions,Regular Part-Time Employment,0.11647,43,322,0.08138,0.15157
2008,Direct migration background,Rural regions,Not Employed,0.49308,178,322,0.43838,0.54777
2008,Indirect migration background,Urban regions,Full-Time Employment,0.21891,273,696,0.18817,0.24965
2008,Indirect migration background,Urban regions,Regular Part-Time Employment,0.03880,59,696,0.02444,0.05315
2008,Indirect migration background,Urban regions,Vocational Training,0.04157,53,696,0.02673,0.05641
2008,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.05417,59,696,0.03734,0.07100
2008,Indirect migration background,Urban regions,Not Employed,0.18317,252,696,0.15442,0.21193
2008,Indirect migration background,Rural regions,Full-Time Employment,0.20223,35,85,0.11634,0.28813
2008,Indirect migration background,Rural regions,Not Employed,0.20707,50,85,0.12041,0.29372
2009,No migration background,Urban regions,Full-Time Employment,0.33702,3807,9903,0.32771,0.34633
2009,No migration background,Urban regions,Regular Part-Time Employment,0.08227,1105,9903,0.07686,0.08768
2009,No migration background,Urban regions,Vocational Training,0.01898,198,9903,0.01629,0.02167
2009,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04752,560,9903,0.04333,0.05171
2009,No migration background,Urban regions,Not Employed,0.37882,4233,9903,0.36926,0.38837
2009,No migration background,Rural regions,Full-Time Employment,0.33606,2313,5912,0.32402,0.34810
2009,No migration background,Rural regions,Regular Part-Time Employment,0.08084,607,5912,0.07389,0.08779
2009,No migration background,Rural regions,Vocational Training,0.02027,145,5912,0.01667,0.02386
2009,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04394,269,5912,0.03872,0.04917
2009,No migration background,Rural regions,Not Employed,0.37927,2578,5912,0.36690,0.39164
2009,Direct migration background,Urban regions,Full-Time Employment,0.33649,485,1332,0.31111,0.36188
2009,Direct migration background,Urban regions,Regular Part-Time Employment,0.12707,168,1332,0.10918,0.14496
2009,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.06233,69,1332,0.04934,0.07532
2009,Direct migration background,Urban regions,Not Employed,0.44253,610,1332,0.41584,0.46921
2009,Direct migration background,Rural regions,Full-Time Employment,0.27317,88,291,0.22188,0.32445
2009,Direct migration background,Rural regions,Regular Part-Time Employment,0.09017,36,291,0.05720,0.12314
2009,Direct migration background,Rural regions,Not Employed,0.49738,167,291,0.43983,0.55492
2009,Indirect migration background,Urban regions,Full-Time Employment,0.22822,243,622,0.19521,0.26122
2009,Indirect migration background,Urban regions,Regular Part-Time Employment,0.05693,58,622,0.03871,0.07516
2009,Indirect migration background,Urban regions,Vocational Training,0.04842,52,622,0.03153,0.06530
2009,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04812,44,622,0.03128,0.06495
2009,Indirect migration background,Urban regions,Not Employed,0.18405,225,622,0.15357,0.21453
2009,Indirect migration background,Rural regions,Full-Time Employment,0.24144,41,93,0.15399,0.32889
2009,Indirect migration background,Rural regions,Not Employed,0.19805,52,93,0.11661,0.27949
2010,No migration background,Urban regions,Full-Time Employment,0.33711,4719,12572,0.32884,0.34537
2010,No migration background,Urban regions,Regular Part-Time Employment,0.09015,1705,12572,0.08514,0.09515
2010,No migration background,Urban regions,Vocational Training,0.02097,231,12572,0.01847,0.02348
2010,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04638,770,12572,0.04270,0.05005
2010,No migration background,Urban regions,Not Employed,0.37648,5147,12572,0.36801,0.38495
2010,No migration background,Rural regions,Full-Time Employment,0.34400,2911,7572,0.33330,0.35470
2010,No migration background,Rural regions,Regular Part-Time Employment,0.08173,932,7572,0.07556,0.08790
2010,No migration background,Rural regions,Vocational Training,0.02160,178,7572,0.01832,0.02487
2010,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04595,463,7572,0.04124,0.05067
2010,No migration background,Rural regions,Not Employed,0.37308,3088,7572,0.36219,0.38398
2010,Direct migration background,Urban regions,Full-Time Employment,0.32075,805,2337,0.30183,0.33968
2010,Direct migration background,Urban regions,Regular Part-Time Employment,0.10866,258,2337,0.09604,0.12128
2010,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.06488,151,2337,0.05489,0.07487
2010,Direct migration background,Urban regions,Not Employed,0.46838,1123,2337,0.44815,0.48862
2010,Direct migration background,Rural regions,Full-Time Employment,0.25372,188,628,0.21966,0.28778
2010,Direct migration background,Rural regions,Regular Part-Time Employment,0.13207,60,628,0.10557,0.15857
2010,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.11212,54,628,0.08742,0.13681
2010,Direct migration background,Rural regions,Not Employed,0.45125,326,628,0.41230,0.49021
2010,Indirect migration background,Urban regions,Full-Time Employment,0.19263,324,957,0.16763,0.21762
2010,Indirect migration background,Urban regions,Regular Part-Time Employment,0.04417,80,957,0.03115,0.05720
2010,Indirect migration background,Urban regions,Vocational Training,0.03328,55,957,0.02191,0.04465
2010,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04531,80,957,0.03212,0.05849
2010,Indirect migration background,Urban regions,Not Employed,0.17688,418,957,0.15269,0.20107
2010,Indirect migration background,Rural regions,Full-Time Employment,0.14283,66,159,0.08827,0.19739
2010,Indirect migration background,Rural regions,Not Employed,0.16953,93,159,0.11102,0.22804
2011,No migration background,Urban regions,Full-Time Employment,0.34263,5599,14875,0.33500,0.35026
2011,No migration background,Urban regions,Regular Part-Time Employment,0.08812,2155,14875,0.08356,0.09267
2011,No migration background,Urban regions,Vocational Training,0.01662,246,14875,0.01457,0.01868
2011,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04215,841,14875,0.03892,0.04538
2011,No migration background,Urban regions,Not Employed,0.37706,6034,14875,0.36927,0.38485
2011,No migration background,Rural regions,Full-Time Employment,0.34514,3576,9280,0.33546,0.35481
2011,No migration background,Rural regions,Regular Part-Time Employment,0.08318,1205,9280,0.07756,0.08879
2011,No migration background,Rural regions,Vocational Training,0.02386,231,9280,0.02075,0.02696
2011,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04028,504,9280,0.03628,0.04428
2011,No migration background,Rural regions,Not Employed,0.36769,3764,9280,0.35788,0.37750
2011,Direct migration background,Urban regions,Full-Time Employment,0.35120,907,2545,0.33265,0.36975
2011,Direct migration background,Urban regions,Regular Part-Time Employment,0.11022,332,2545,0.09805,0.12239
2011,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.05563,156,2545,0.04672,0.06454
2011,Direct migration background,Urban regions,Not Employed,0.44597,1150,2545,0.42666,0.46529
2011,Direct migration background,Rural regions,Full-Time Employment,0.31122,267,787,0.27885,0.34359
2011,Direct migration background,Rural regions,Regular Part-Time Employment,0.10998,89,787,0.08811,0.13185
2011,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.10062,68,787,0.07959,0.12165
2011,Direct migration background,Rural regions,Not Employed,0.43396,363,787,0.39931,0.46861
2011,Indirect migration background,Urban regions,Full-Time Employment,0.20121,383,1081,0.17730,0.22512
2011,Indirect migration background,Urban regions,Regular Part-Time Employment,0.04373,125,1081,0.03153,0.05593
2011,Indirect migration background,Urban regions,Vocational Training,0.02697,53,1081,0.01731,0.03663
2011,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04218,87,1081,0.03019,0.05417
2011,Indirect migration background,Urban regions,Not Employed,0.17372,433,1081,0.15112,0.19631
2011,Indirect migration background,Rural regions,Full-Time Employment,0.15528,81,211,0.10630,0.20427
2011,Indirect migration background,Rural regions,Regular Part-Time Employment,0.06983,32,211,0.03536,0.10430
2011,Indirect migration background,Rural regions,Not Employed,0.13072,98,211,0.08513,0.17631
2012,No migration background,Urban regions,Full-Time Employment,0.34367,5396,14443,0.33592,0.35141
2012,No migration background,Urban regions,Regular Part-Time Employment,0.08681,2096,14443,0.08221,0.09140
2012,No migration background,Urban regions,Vocational Training,0.01561,246,14443,0.01358,0.01763
2012,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04753,897,14443,0.04406,0.05100
2012,No migration background,Urban regions,Not Employed,0.37353,5808,14443,0.36564,0.38142
2012,No migration background,Rural regions,Full-Time Employment,0.33153,3451,9187,0.32190,0.34116
2012,No migration background,Rural regions,Regular Part-Time Employment,0.09070,1244,9187,0.08483,0.09658
2012,No migration background,Rural regions,Vocational Training,0.02172,232,9187,0.01874,0.02470
2012,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04080,525,9187,0.03675,0.04484
2012,No migration background,Rural regions,Not Employed,0.37632,3735,9187,0.36641,0.38623
2012,Direct migration background,Urban regions,Full-Time Employment,0.37070,898,2364,0.35122,0.39017
2012,Direct migration background,Urban regions,Regular Part-Time Employment,0.12254,342,2364,0.10932,0.13576
2012,Direct migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.05811,156,2364,0.04868,0.06754
2012,Direct migration background,Urban regions,Not Employed,0.40769,968,2364,0.38788,0.42751
2012,Direct migration background,Rural regions,Full-Time Employment,0.34542,287,798,0.31241,0.37844
2012,Direct migration background,Rural regions,Regular Part-Time Employment,0.11408,102,798,0.09201,0.13615
2012,Direct migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.06615,56,798,0.04889,0.08340
2012,Direct migration background,Rural regions,Not Employed,0.42954,353,798,0.39517,0.46391
2012,Indirect migration background,Urban regions,Full-Time Employment,0.19724,370,1037,0.17301,0.22147
2012,Indirect migration background,Urban regions,Regular Part-Time Employment,0.05093,130,1037,0.03754,0.06431
2012,Indirect migration background,Urban regions,Vocational Training,0.03663,65,1037,0.02519,0.04807
2012,Indirect migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04508,95,1037,0.03244,0.05771
2012,Indirect migration background,Urban regions,Not Employed,0.16064,377,1037,0.13828,0.18300
2012,Indirect migration background,Rural regions,Full-Time Employment,0.18656,85,218,0.13472,0.23839
2012,Indirect migration background,Rural regions,Regular Part-Time Employment,0.06150,33,218,0.02953,0.09346
2012,Indirect migration background,Rural regions,Not Employed,0.16897,100,218,0.11911,0.21883
2013,No migration background,Urban regions,Full-Time Employment,0.33425,5142,13756,0.32637,0.34213
2013,No migration background,Urban regions,Regular Part-Time Employment,0.09243,2040,13756,0.08759,0.09727
2013,No migration background,Urban regions,Vocational Training,0.01950,300,13756,0.01719,0.02181
2013,No migration background,Urban regions,"Marginal, Irregular Part-Time Employment",0.04817,902,13756,0.04459,0.05174
2013,No migration background,Urban regions,Not Employed,0.37469,5372,13756,0.36660,0.38278
2013,No migration background,Rural regions,Full-Time Employment,0.32286,3204,8681,0.31303,0.33270
2013,No migration background,Rural regions,Regular Part-Time Employment,0.09600,1278,8681,0.08981,0.10220
2013,No migration background,Rural regions,Vocational Training,0.01954,219,8681,0.01663,0.02246
2013,No migration background,Rural regions,"Marginal, Irregular Part-Time Employment",0.04383,524,8681,0.03952,0.04814
2013,No migration background,Rural regions,Not Employed,0.38321,3456,8681,0.37298,0.39343
2013,Direct migration background,Urban regions,Full-Time Employment,0.38066,1939,4963,0.36715,0.39417
