year,sampreg,sex,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,East,female,Not Employed,0.57768,1439,2781,0.55932,0.59604
2007,West,male,Full-Time Employment,0.54566,4172,7486,0.53438,0.55694
2007,West,male,Regular Part-Time Employment,0.02832,183,7486,0.02456,0.03208
2007,West,male,Vocational Training,0.02433,176,7486,0.02084,0.02782
2007,West,male,"Marginal, Irregular Part-Time Employment",0.03307,241,7486,0.02902,0.03712
2007,West,male,Not Employed,0.36672,2714,7486,0.35580,0.37763
2007,West,female,Full-Time Employment,0.21635,1802,8252,0.20746,0.22523
2007,West,female,Regular Part-Time Employment,0.17559,1673,8252,0.16738,0.18380
2007,West,female,Vocational Training,0.01906,137,8252,0.01611,0.02201
2007,West,female,"Marginal, Irregular Part-Time Employment",0.07376,635,8252,0.06812,0.07940
2007,West,female,Not Employed,0.51367,4005,8252,0.50288,0.52445
2007,East,male,Full-Time Employment,0.46030,1155,2453,0.44057,0.48003
2007,East,male,Regular Part-Time Employment,0.02500,51,2453,0.01882,0.03118
2007,East,male,Vocational Training,0.03481,94,2453,0.02755,0.04206
2007,East,male,"Marginal, Irregular Part-Time Employment",0.02941,67,2453,0.02273,0.03610
2007,East,male,Not Employed,0.44941,1086,2453,0.42972,0.46910
2007,East,female,Full-Time Employment,0.24251,744,2630,0.22613,0.25889
2007,East,female,Regular Part-Time Employment,0.13143,383,2630,0.11851,0.14434
2007,East,female,Vocational Training,0.02442,61,2630,0.01852,0.03032
2007,East,female,"Marginal, Irregular Part-Time Employment",0.04163,110,2630,0.03399,0.04926
2007,East,female,Not Employed,0.55778,1332,2630,0.53879,0.57676
2008,West,male,Full-Time Employment,0.55042,3877,6999,0.53877,0.56208
2008,West,male,Regular Part-Time Employment,0.02659,177,6999,0.02282,0.03036
2008,West,male,Vocational Training,0.02905,175,6999,0.02512,0.03299
2008,West,male,"Marginal, Irregular Part-Time Employment",0.03685,247,6999,0.03244,0.04127
2008,West,male,Not Employed,0.35543,2523,6999,0.34422,0.36665
2008,West,female,Full-Time Employment,0.22804,1756,7745,0.21869,0.23738
2008,West,female,Regular Part-Time Employment,0.17694,1570,7745,0.16844,0.18544
2008,West,female,Vocational Training,0.01860,136,7745,0.01559,0.02161
2008,West,female,"Marginal, Irregular Part-Time Employment",0.08099,626,7745,0.07492,0.08707
2008,West,female,Not Employed,0.49403,3657,7745,0.48290,0.50517
2008,East,male,Full-Time Employment,0.48791,1125,2326,0.46760,0.50823
2008,East,male,Regular Part-Time Employment,0.01850,41,2326,0.01302,0.02398
2008,East,male,Vocational Training,0.02705,79,2326,0.02046,0.03365
2008,East,male,"Marginal, Irregular Part-Time Employment",0.02993,65,2326,0.02301,0.03686
2008,East,male,Not Employed,0.43538,1016,2326,0.41522,0.45553
2008,East,female,Full-Time Employment,0.26253,754,2476,0.24520,0.27987
2008,East,female,Regular Part-Time Employment,0.12594,340,2476,0.11286,0.13901
2008,East,female,Vocational Training,0.02502,56,2476,0.01887,0.03118
2008,East,female,"Marginal, Irregular Part-Time Employment",0.05062,107,2476,0.04198,0.05926
2008,East,female,Not Employed,0.53505,1219,2476,0.51540,0.55470
2009,West,male,Full-Time Employment,0.54234,3542,6518,0.53024,0.55444
2009,West,male,Regular Part-Time Employment,0.02855,173,6518,0.02451,0.03259
2009,West,male,Vocational Training,0.02948,173,6518,0.02538,0.03359
2009,West,male,"Marginal, Irregular Part-Time Employment",0.03291,193,6518,0.02858,0.03724
2009,West,male,Not Employed,0.36504,2437,6518,0.35335,0.37673
2009,West,female,Full-Time Employment,0.23633,1668,7148,0.22648,0.24618
2009,West,female,Regular Part-Time Employment,0.17200,1417,7148,0.16325,0.18075
2009,West,female,Vocational Training,0.01977,135,7148,0.01654,0.02300
2009,West,female,"Marginal, Irregular Part-Time Employment",0.08674,625,7148,0.08021,0.09326
2009,West,female,Not Employed,0.48412,3303,7148,0.47253,0.49570
2009,East,male,Full-Time Employment,0.48392,1065,2196,0.46302,0.50483
2009,East,male,Regular Part-Time Employment,0.01853,45,2196,0.01289,0.02417
2009,East,male,Vocational Training,0.02707,69,2196,0.02028,0.03386
2009,East,male,"Marginal, Irregular Part-Time Employment",0.03633,59,2196,0.02850,0.04415
2009,East,male,Not Employed,0.43249,958,2196,0.41176,0.45322
2009,East,female,Full-Time Employment,0.26759,702,2366,0.24975,0.28543
2009,East,female,Regular Part-Time Employment,0.14110,354,2366,0.12707,0.15513
2009,East,female,Vocational Training,0.02502,48,2366,0.01872,0.03131
2009,East,female,"Marginal, Irregular Part-Time Employment",0.04622,95,2366,0.03776,0.05468
2009,East,female,Not Employed,0.51915,1167,2366,0.49901,0.53929
2010,West,male,Full-Time Employment,0.53271,5041,8544,0.52213,0.54329
2010,West,male,Regular Part-Time Employment,0.02889,272,8544,0.02534,0.03244
2010,West,male,Vocational Training,0.03080,221,8544,0.02714,0.03447
2010,West,male,"Marginal, Irregular Part-Time Employment",0.03590,296,8544,0.03196,0.03985
2010,West,male,Not Employed,0.37010,2714,8544,0.35986,0.38034
2010,West,female,Full-Time Employment,0.23320,1833,10250,0.22501,0.24138
2010,West,female,Regular Part-Time Employment,0.17629,2218,10250,0.16892,0.18367
2010,West,female,Vocational Training,0.02098,165,10250,0.01820,0.02375
2010,West,female,"Marginal, Irregular Part-Time Employment",0.08630,998,10250,0.08086,0.09173
2010,West,female,Not Employed,0.48250,5036,10250,0.47282,0.49217
2010,East,male,Full-Time Employment,0.49016,1334,2530,0.47068,0.50964
2010,East,male,Regular Part-Time Employment,0.03250,81,2530,0.02558,0.03941
2010,East,male,Vocational Training,0.02242,56,2530,0.01665,0.02819
2010,East,male,"Marginal, Irregular Part-Time Employment",0.03358,82,2530,0.02656,0.04060
2010,East,male,Not Employed,0.42009,977,2530,0.40086,0.43933
2010,East,female,Full-Time Employment,0.27673,805,2979,0.26066,0.29280
2010,East,female,Regular Part-Time Employment,0.14492,481,2979,0.13227,0.15756
2010,East,female,Vocational Training,0.02812,68,2979,0.02218,0.03405
2010,East,female,"Marginal, Irregular Part-Time Employment",0.04326,157,2979,0.03595,0.05057
2010,East,female,Not Employed,0.50571,1468,2979,0.48776,0.52367
2011,West,male,Full-Time Employment,0.54299,5894,10192,0.53331,0.55266
2011,West,male,Regular Part-Time Employment,0.03174,305,10192,0.02834,0.03515
2011,West,male,Vocational Training,0.02720,247,10192,0.02404,0.03036
2011,West,male,"Marginal, Irregular Part-Time Employment",0.03096,306,10192,0.02760,0.03433
2011,West,male,Not Employed,0.36514,3440,10192,0.35579,0.37449
2011,West,female,Full-Time Employment,0.24485,2409,12299,0.23725,0.25245
2011,West,female,Regular Part-Time Employment,0.17505,2946,12299,0.16834,0.18177
2011,West,female,Vocational Training,0.01893,218,12299,0.01652,0.02133
2011,West,female,"Marginal, Irregular Part-Time Employment",0.07690,1113,12299,0.07220,0.08161
2011,West,female,Not Employed,0.48324,5613,12299,0.47441,0.49207
2011,East,male,Full-Time Employment,0.51348,1530,2917,0.49534,0.53162
2011,East,male,Regular Part-Time Employment,0.02238,82,2917,0.01701,0.02775
2011,East,male,Vocational Training,0.02574,70,2917,0.01999,0.03148
2011,East,male,"Marginal, Irregular Part-Time Employment",0.03483,80,2917,0.02817,0.04148
2011,East,male,Not Employed,0.40113,1155,2917,0.38334,0.41892
2011,East,female,Full-Time Employment,0.28825,980,3455,0.27315,0.30336
2011,East,female,Regular Part-Time Employment,0.14148,605,3455,0.12985,0.15310
2011,East,female,Vocational Training,0.02049,57,3455,0.01576,0.02521
2011,East,female,"Marginal, Irregular Part-Time Employment",0.04476,179,3455,0.03787,0.05166
2011,East,female,Not Employed,0.50257,1634,3455,0.48590,0.51925
2012,West,male,Full-Time Employment,0.54362,5622,9943,0.53383,0.55341
2012,West,male,Regular Part-Time Employment,0.03126,330,9943,0.02784,0.03468
2012,West,male,Vocational Training,0.02565,268,9943,0.02254,0.02875
2012,West,male,"Marginal, Irregular Part-Time Employment",0.03478,365,9943,0.03118,0.03838
2012,West,male,Not Employed,0.36221,3358,9943,0.35276,0.37166
2012,West,female,Full-Time Employment,0.24480,2442,11960,0.23709,0.25250
2012,West,female,Regular Part-Time Employment,0.18181,2913,11960,0.17490,0.18872
2012,West,female,Vocational Training,0.01876,213,11960,0.01633,0.02119
2012,West,female,"Marginal, Irregular Part-Time Employment",0.07996,1127,11960,0.07510,0.08482
2012,West,female,Not Employed,0.47336,5265,11960,0.46441,0.48231
2012,East,male,Full-Time Employment,0.50076,1459,2855,0.48242,0.51911
2012,East,male,Regular Part-Time Employment,0.02676,90,2855,0.02084,0.03268
2012,East,male,Vocational Training,0.02819,71,2855,0.02212,0.03426
2012,East,male,"Marginal, Irregular Part-Time Employment",0.03384,88,2855,0.02721,0.04048
2012,East,male,Not Employed,0.40828,1147,2855,0.39025,0.42631
2012,East,female,Full-Time Employment,0.28320,964,3380,0.26801,0.29840
2012,East,female,Regular Part-Time Employment,0.14651,614,3380,0.13459,0.15843
2012,East,female,Vocational Training,0.01287,60,3380,0.00907,0.01668
2012,East,female,"Marginal, Irregular Part-Time Employment",0.04613,171,3380,0.03906,0.05321
2012,East,female,Not Employed,0.50949,1571,3380,0.49264,0.52635
2013,West,male,Full-Time Employment,0.53286,6467,11414,0.52371,0.54202
2013,West,male,Regular Part-Time Employment,0.03098,393,11414,0.02780,0.03416
2013,West,male,Vocational Training,0.03073,410,11414,0.02757,0.03390
2013,West,male,"Marginal, Irregular Part-Time Employment",0.03548,441,11414,0.03209,0.03888
2013,West,male,Not Employed,0.36768,3703,11414,0.35883,0.37653
2013,West,female,Full-Time Employment,0.23450,2822,13546,0.22737,0.24164
2013,West,female,Regular Part-Time Employment,0.18701,3290,13546,0.18045,0.19358
2013,West,female,Vocational Training,0.01995,332,13546,0.01759,0.02230
2013,West,female,"Marginal, Irregular Part-Time Employment",0.08617,1397,13546,0.08144,0.09089
2013,West,female,Not Employed,0.47101,5705,13546,0.46260,0.47942
2013,East,male,Full-Time Employment,0.50550,1438,2826,0.48706,0.52393
2013,East,male,Regular Part-Time Employment,0.03618,113,2826,0.02929,0.04307
2013,East,male,Vocational Training,0.02720,86,2826,0.02120,0.03320
2013,East,male,"Marginal, Irregular Part-Time Employment",0.03291,94,2826,0.02633,0.03949
2013,East,male,Not Employed,0.39630,1095,2826,0.37826,0.41434
2013,East,female,Full-Time Employment,0.28337,936,3368,0.26815,0.29859
2013,East,female,Regular Part-Time Employment,0.16556,660,3368,0.15300,0.17811
2013,East,female,Vocational Training,0.01283,64,3368,0.00903,0.01663
2013,East,female,"Marginal, Irregular Part-Time Employment",0.04887,182,3368,0.04159,0.05616
2013,East,female,Not Employed,0.48758,1526,3368,0.47070,0.50447
2014,West,male,Full-Time Employment,0.52719,5608,10118,0.51746,0.53692
2014,West,male,Regular Part-Time Employment,0.03723,358,10118,0.03354,0.04092
2014,West,male,Vocational Training,0.02963,334,10118,0.02633,0.03294
2014,West,male,"Marginal, Irregular Part-Time Employment",0.04250,459,10118,0.03857,0.04643
2014,West,male,Not Employed,0.36050,3359,10118,0.35114,0.36985
2014,West,female,Full-Time Employment,0.23331,2473,11843,0.22569,0.24093
2014,West,female,Regular Part-Time Employment,0.19051,2872,11843,0.18343,0.19758
2014,West,female,Vocational Training,0.02072,306,11843,0.01815,0.02328
2014,West,female,"Marginal, Irregular Part-Time Employment",0.09172,1275,11843,0.08652,0.09692
2014,West,female,Not Employed,0.46212,4917,11843,0.45314,0.47110
2014,East,male,Full-Time Employment,0.49995,1283,2584,0.48066,0.51923
2014,East,male,Regular Part-Time Employment,0.03731,101,2584,0.03000,0.04461
2014,East,male,Vocational Training,0.03576,77,2584,0.02860,0.04292
2014,East,male,"Marginal, Irregular Part-Time Employment",0.03253,100,2584,0.02569,0.03937
2014,East,male,Not Employed,0.39250,1023,2584,0.37367,0.41133
2014,East,female,Full-Time Employment,0.28077,862,3073,0.26487,0.29666
2014,East,female,Regular Part-Time Employment,0.16169,572,3073,0.14867,0.17471
2014,East,female,Vocational Training,0.01159,48,3073,0.00780,0.01537
2014,East,female,"Marginal, Irregular Part-Time Employment",0.04142,151,3073,0.03437,0.04846
2014,East,female,Not Employed,0.50159,1440,3073,0.48391,0.51928
2015,West,male,Full-Time Employment,0.52433,5576,10065,0.51458,0.53409
2015,West,male,Regular Part-Time Employment,0.03737,388,10065,0.03367,0.04108
2015,West,male,Vocational Training,0.03039,347,10065,0.02703,0.03374
2015,West,male,"Marginal, Irregular Part-Time Employment",0.04434,439,10065,0.04032,0.04836
2015,West,male,Not Employed,0.36030,3315,10065,0.35092,0.36968
2015,West,female,Full-Time Employment,0.23726,2467,11760,0.22957,0.24495
2015,West,female,Regular Part-Time Employment,0.20032,2898,11760,0.19309,0.20756
2015,West,female,Vocational Training,0.02110,301,11760,0.01850,0.02370
2015,West,female,"Marginal, Irregular Part-Time Employment",0.08378,1151,11760,0.07877,0.08879
2015,West,female,Not Employed,0.45594,4943,11760,0.44694,0.46494
2015,East,male,Full-Time Employment,0.50878,1228,2503,0.48919,0.52837
2015,East,male,Regular Part-Time Employment,0.03699,105,2503,0.02959,0.04439
2015,East,male,Vocational Training,0.03221,73,2503,0.02529,0.03913
2015,East,male,"Marginal, Irregular Part-Time Employment",0.03113,84,2503,0.02432,0.03793
2015,East,male,Not Employed,0.38692,1013,2503,0.36783,0.40600
2015,East,female,Full-Time Employment,0.27612,825,2980,0.26006,0.29217
2015,East,female,Regular Part-Time Employment,0.17728,560,2980,0.16356,0.19099
2015,East,female,Vocational Training,0.01218,59,2980,0.00824,0.01612
2015,East,female,"Marginal, Irregular Part-Time Employment",0.05254,161,2980,0.04452,0.06055
2015,East,female,Not Employed,0.47909,1375,2980,0.46115,0.49703
2016,West,male,Full-Time Employment,0.52501,4996,10551,0.51548,0.53454
2016,West,male,Regular Part-Time Employment,0.03978,425,10551,0.03605,0.04351
2016,West,male,Vocational Training,0.02986,373,10551,0.02661,0.03311
2016,West,male,"Marginal, Irregular Part-Time Employment",0.04210,428,10551,0.03826,0.04593
2016,West,male,Not Employed,0.36031,4329,10551,0.35114,0.36947
2016,West,female,Full-Time Employment,0.24871,2314,11704,0.24088,0.25654
2016,West,female,Regular Part-Time Employment,0.20327,2725,11704,0.19598,0.21056
2016,West,female,Vocational Training,0.02000,291,11704,0.01746,0.02253
2016,West,female,"Marginal, Irregular Part-Time Employment",0.07740,1008,11704,0.07256,0.08225
2016,West,female,Not Employed,0.44864,5366,11704,0.43962,0.45765
2016,East,male,Full-Time Employment,0.49572,1138,2645,0.47666,0.51478
2016,East,male,Regular Part-Time Employment,0.05665,123,2645,0.04784,0.06546
2016,East,male,Vocational Training,0.03041,85,2645,0.02386,0.03695
2016,East,male,"Marginal, Irregular Part-Time Employment",0.03194,84,2645,0.02524,0.03864
2016,East,male,Not Employed,0.38221,1215,2645,0.36369,0.40074
2016,East,female,Full-Time Employment,0.28221,803,3012,0.26613,0.29828
2016,East,female,Regular Part-Time Employment,0.17457,544,3012,0.16101,0.18813
2016,East,female,Vocational Training,0.01459,49,3012,0.01031,0.01887
2016,East,female,"Marginal, Irregular Part-Time Employment",0.04853,147,3012,0.04086,0.05621
2016,East,female,Not Employed,0.47657,1469,3012,0.45873,0.49441
2017,West,male,Full-Time Employment,0.53064,5722,11925,0.52168,0.53960
2017,West,male,Regular Part-Time Employment,0.03721,496,11925,0.03381,0.04060
2017,West,male,Vocational Training,0.02981,445,11925,0.02676,0.03286
2017,West,male,"Marginal, Irregular Part-Time Employment",0.04311,488,11925,0.03947,0.04676
2017,West,male,Not Employed,0.35659,4774,11925,0.34800,0.36519
2017,West,female,Full-Time Employment,0.24316,2619,13027,0.23580,0.25053
2017,West,female,Regular Part-Time Employment,0.20844,3117,13027,0.20147,0.21542
2017,West,female,Vocational Training,0.02331,320,13027,0.02072,0.02591
2017,West,female,"Marginal, Irregular Part-Time Employment",0.08355,1070,13027,0.07880,0.08830
2017,West,female,Not Employed,0.43971,5901,13027,0.43119,0.44824
2017,East,male,Full-Time Employment,0.51090,1340,2940,0.49283,0.52897
2017,East,male,Regular Part-Time Employment,0.05908,140,2940,0.05056,0.06761
2017,East,male,Vocational Training,0.01829,85,2940,0.01344,0.02313
2017,East,male,"Marginal, Irregular Part-Time Employment",0.03698,101,2940,0.03015,0.04380
2017,East,male,Not Employed,0.37060,1274,2940,0.35314,0.38806
2017,East,female,Full-Time Employment,0.30085,947,3326,0.28526,0.31644
2017,East,female,Regular Part-Time Employment,0.17025,580,3326,0.15747,0.18302
2017,East,female,Vocational Training,0.01301,57,3326,0.00916,0.01686
2017,East,female,"Marginal, Irregular Part-Time Employment",0.04098,152,3326,0.03424,0.04771
2017,East,female,Not Employed,0.47137,1590,3326,0.45440,0.48834
2018,West,male,Full-Time Employment,0.53363,5464,11338,0.52444,0.54281
2018,West,male,Regular Part-Time Employment,0.04834,603,11338,0.04439,0.05228
2018,West,male,Vocational Training,0.02852,444,11338,0.02545,0.03158
2018,West,male,"Marginal, Irregular Part-Time Employment",0.04348,515,11338,0.03973,0.04724
2018,West,male,Not Employed,0.34256,4312,11338,0.33382,0.35130
2018,West,female,Full-Time Employment,0.24891,2570,12361,0.24129,0.25654
2018,West,female,Regular Part-Time Employment,0.21431,3008,12361,0.20707,0.22154
2018,West,female,Vocational Training,0.02167,303,12361,0.01910,0.02423
2018,West,female,"Marginal, Irregular Part-Time Employment",0.07582,983,12361,0.07116,0.08049
2018,West,female,Not Employed,0.43670,5497,12361,0.42795,0.44544
2018,East,male,Full-Time Employment,0.51456,1318,2876,0.49629,0.53283
2018,East,male,Regular Part-Time Employment,0.05578,162,2876,0.04739,0.06417
2018,East,male,Vocational Training,0.01605,88,2876,0.01146,0.02065
2018,East,male,"Marginal, Irregular Part-Time Employment",0.04097,108,2876,0.03373,0.04822
2018,East,male,Not Employed,0.36341,1200,2876,0.34583,0.38100
2018,East,female,Full-Time Employment,0.29333,901,3239,0.27764,0.30901
2018,East,female,Regular Part-Time Employment,0.17279,589,3239,0.15977,0.18581
2018,East,female,Vocational Training,0.01457,64,3239,0.01044,0.01870
2018,East,female,"Marginal, Irregular Part-Time Employment",0.04871,157,3239,0.04130,0.05613
2018,East,female,Not Employed,0.46988,1528,3239,0.45269,0.48707
2019,West,male,Full-Time Employment,0.53894,6042,11498,0.52983,0.54805
2019,West,male,Regular Part-Time Employment,0.05411,671,11498,0.04997,0.05824
2019,West,male,Vocational Training,0.02761,424,11498,0.02461,0.03060
2019,West,male,"Marginal, Irregular Part-Time Employment",0.03805,485,11498,0.03455,0.04154
2019,West,male,Not Employed,0.33835,3876,11498,0.32971,0.34700
2019,West,female,Full-Time Employment,0.25055,2658,11873,0.24275,0.25834
2019,West,female,Regular Part-Time Employment,0.22703,3024,11873,0.21949,0.23456
2019,West,female,Vocational Training,0.02095,302,11873,0.01837,0.02352
2019,West,female,"Marginal, Irregular Part-Time Employment",0.06887,906,11873,0.06431,0.07342
2019,West,female,Not Employed,0.43079,4983,11873,0.42188,0.43970
2019,East,male,Full-Time Employment,0.50107,1496,2931,0.48296,0.51917
2019,East,male,Regular Part-Time Employment,0.05575,149,2931,0.04744,0.06406
2019,East,male,Vocational Training,0.02512,81,2931,0.01946,0.03079
2019,East,male,"Marginal, Irregular Part-Time Employment",0.03972,105,2931,0.03265,0.04679
2019,East,male,Not Employed,0.37138,1100,2931,0.35388,0.38887
2019,East,female,Full-Time Employment,0.30750,961,3142,0.29136,0.32364
2019,East,female,Regular Part-Time Employment,0.17634,582,3142,0.16301,0.18967
2019,East,female,Vocational Training,0.01713,67,3142,0.01260,0.02167
2019,East,female,"Marginal, Irregular Part-Time Employment",0.03328,139,3142,0.02701,0.03956
2019,East,female,Not Employed,0.46370,1393,3142,0.44626,0.48114
2020,West,male,Full-Time Employment,0.53982,6448,11948,0.53088,0.54876
2020,West,male,Regular Part-Time Employment,0.04939,649,11948,0.04550,0.05327
2020,West,male,Vocational Training,0.02721,498,11948,0.02429,0.03013
2020,West,male,"Marginal, Irregular Part-Time Employment",0.03795,460,11948,0.03453,0.04138
2020,West,male,Not Employed,0.34225,3893,11948,0.33374,0.35076
2020,West,female,Full-Time Employment,0.24800,2876,11991,0.24027,0.25573
2020,West,female,Regular Part-Time Employment,0.22971,2942,11991,0.22218,0.23724
2020,West,female,Vocational Training,0.02254,348,11991,0.01988,0.02520
2020,West,female,"Marginal, Irregular Part-Time Employment",0.06395,781,11991,0.05957,0.06833
2020,West,female,Not Employed,0.43384,5044,11991,0.42497,0.44271
2020,East,male,Full-Time Employment,0.49787,1436,2888,0.47963,0.51611
2020,East,male,Regular Part-Time Employment,0.06334,190,2888,0.05446,0.07223
2020,East,male,Vocational Training,0.02415,76,2888,0.01855,0.02975
2020,East,male,"Marginal, Irregular Part-Time Employment",0.04137,83,2888,0.03410,0.04863
2020,East,male,Not Employed,0.36736,1103,2888,0.34978,0.38495
2020,East,female,Full-Time Employment,0.30495,907,3021,0.28853,0.32137
2020,East,female,Regular Part-Time Employment,0.18592,560,3021,0.17204,0.19979
2020,East,female,Vocational Training,0.01895,62,3021,0.01408,0.02381
2020,East,female,"Marginal, Irregular Part-Time Employment",0.04030,142,3021,0.03329,0.04732
2020,East,female,Not Employed,0.44803,1350,3021,0.43029,0.46577
2021,West,male,Full-Time Employment,0.54020,4120,7729,0.52909,0.55131
2021,West,male,Regular Part-Time Employment,0.05549,459,7729,0.05039,0.06060
2021,West,male,Vocational Training,0.01956,229,7729,0.01647,0.02264
2021,West,male,"Marginal, Irregular Part-Time Employment",0.04170,254,7729,0.03725,0.04616
2021,West,male,Not Employed,0.33473,2578,7729,0.32421,0.34525
2021,West,male,In short-time work (since 2021),0.00832,89,7729,0.00629,0.01034
2021,West,female,Full-Time Employment,0.26306,2000,8123,0.25348,0.27263
2021,West,female,Regular Part-Time Employment,0.22284,2012,8123,0.21379,0.23189
2021,West,female,Vocational Training,0.01773,163,8123,0.01486,0.02060
2021,West,female,"Marginal, Irregular Part-Time Employment",0.06480,481,8123,0.05945,0.07016
2021,West,female,Not Employed,0.42595,3400,8123,0.41519,0.43670
2021,West,female,In short-time work (since 2021),0.00562,67,8123,0.00399,0.00725
2021,East,male,Full-Time Employment,0.51653,942,1875,0.49390,0.53915
2021,East,male,Regular Part-Time Employment,0.06394,130,1875,0.05287,0.07502
2021,East,male,Vocational Training,0.03294,36,1875,0.02486,0.04102
2021,East,male,"Marginal, Irregular Part-Time Employment",0.02847,55,1875,0.02094,0.03600
2021,East,male,Not Employed,0.34828,712,1875,0.32671,0.36985
2021,East,female,Full-Time Employment,0.31100,642,2050,0.29096,0.33105
2021,East,female,Regular Part-Time Employment,0.17752,386,2050,0.16098,0.19407
2021,East,female,Vocational Training,0.01614,40,2050,0.01068,0.02159
2021,East,female,"Marginal, Irregular Part-Time Employment",0.04006,93,2050,0.03157,0.04855
2021,East,female,Not Employed,0.45071,889,2050,0.42917,0.47226
2022,West,male,Full-Time Employment,0.55481,6719,10927,0.54550,0.56413
2022,West,male,Regular Part-Time Employment,0.06215,700,10927,0.05762,0.06668
2022,West,male,Vocational Training,0.01807,312,10927,0.01557,0.02057
2022,West,male,"Marginal, Irregular Part-Time Employment",0.03654,390,10927,0.03302,0.04005
2022,West,male,Not Employed,0.32552,2747,10927,0.31673,0.33430
2022,West,male,In short-time work (since 2021),0.00291,59,10927,0.00190,0.00392
2022,West,female,Full-Time Employment,0.26228,3567,11310,0.25417,0.27039
2022,West,female,Regular Part-Time Employment,0.25075,2939,11310,0.24277,0.25874
2022,West,female,Vocational Training,0.01719,290,11310,0.01479,0.01958
2022,West,female,"Marginal, Irregular Part-Time Employment",0.06585,683,11310,0.06127,0.07042
2022,West,female,Not Employed,0.40212,3790,11310,0.39308,0.41115
2022,West,female,In short-time work (since 2021),0.00182,41,11310,0.00103,0.00260
2022,East,male,Full-Time Employment,0.53511,1637,2813,0.51667,0.55354
2022,East,male,Regular Part-Time Employment,0.08200,172,2813,0.07186,0.09214
2022,East,male,Vocational Training,0.02743,86,2813,0.02139,0.03346
2022,East,male,"Marginal, Irregular Part-Time Employment",0.03975,110,2813,0.03252,0.04697
2022,East,male,Not Employed,0.31537,808,2813,0.29819,0.33254
2022,East,female,Full-Time Employment,0.31395,1097,3081,0.29756,0.33034
2022,East,female,Regular Part-Time Employment,0.19286,656,3081,0.17892,0.20679
2022,East,female,Vocational Training,0.01766,82,3081,0.01301,0.02231
2022,East,female,"Marginal, Irregular Part-Time Employment",0.03646,128,3081,0.02984,0.04308
2022,East,female,Not Employed,0.43730,1118,3081,0.41978,0.45482
